00000002,3.29,Nefteyugansk,Russia,61.88N,73.02E
1911-09-01,7.645,0.915,Neuquen,Argentina,39.38S,68.67W
1911-10-01,12.261,0.812,Neuquen,Argentina,39.38S,68.67W
1911-11-01,16.285999999999998,0.75,Neuquen,Argentina,39.38S,68.67W
1911-12-01,18.886,0.688,Neuquen,Argentina,39.38S,68.67W
1912-01-01,20.319000000000003,0.705,Neuquen,Argentina,39.38S,68.67W
1912-02-01,18.619,0.62,Neuquen,Argentina,39.38S,68.67W
1912-03-01,16.433,0.45399999999999996,Neuquen,Argentina,39.38S,68.67W
1912-04-01,11.539000000000001,0.373,Neuquen,Argentina,39.38S,68.67W
1912-05-01,6.4639999999999995,0.222,Neuquen,Argentina,39.38S,68.67W
1912-06-01,5.021,0.507,Neuquen,Argentina,39.38S,68.67W
1912-07-01,4.164999999999999,0.606,Neuquen,Argentina,39.38S,68.67W
1912-08-01,5.630000000000001,0.235,Neuquen,Argentina,39.38S,68.67W
1912-09-01,9.873,0.634,Neuquen,Argentina,39.38S,68.67W
1912-10-01,13.113,0.42,Neuquen,Argentina,39.38S,68.67W
1912-11-01,15.625,0.47600000000000003,Neuquen,Argentina,39.38S,68.67W
1912-12-01,19.674,0.51,Neuquen,Argentina,39.38S,68.67W
1913-01-01,21.23,0.8809999999999999,Neuquen,Argentina,39.38S,68.67W
1913-02-01,20.314,0.556,Neuquen,Argentina,39.38S,68.67W
1913-03-01,15.873,0.248,Neuquen,Argentina,39.38S,68.67W
1913-04-01,11.8,1.013,Neuquen,Argentina,39.38S,68.67W
1913-05-01,7.2890000000000015,0.841,Neuquen,Argentina,39.38S,68.67W
1913-06-01,5.638,0.632,Neuquen,Argentina,39.38S,68.67W
1913-07-01,6.178,0.9940000000000001,Neuquen,Argentina,39.38S,68.67W
1913-08-01,6.154,0.703,Neuquen,Argentina,39.38S,68.67W
1913-09-01,9.807,0.406,Neuquen,Argentina,39.38S,68.67W
1913-10-01,12.473999999999998,0.39899999999999997,Neuquen,Argentina,39.38S,68.67W
1913-11-01,17.413,1.168,Neuquen,Argentina,39.38S,68.67W
1913-12-01,19.402,0.506,Neuquen,Argentina,39.38S,68.67W
1914-01-01,20.139,0.4,Neuquen,Argentina,39.38S,68.67W
1914-02-01,19.812,0.46799999999999997,Neuquen,Argentina,39.38S,68.67W
1914-03-01,16.055,0.493,Neuquen,Argentina,39.38S,68.67W
1914-04-01,10.603,0.43700000000000006,Neuquen,Argentina,39.38S,68.67W
1914-05-01,7.847,0.674,Neuquen,Argentina,39.38S,68.67W
1914-06-01,5.287999999999999,0.337,Neuquen,Argentina,39.38S,68.67W
1914-07-01,5.316999999999998,0.433,Neuquen,Argentina,39.38S,68.67W
1914-08-01,5.827999999999999,0.377,Neuquen,Argentina,39.38S,68.67W
1914-09-01,8.087,0.247,Neuquen,Argentina,39.38S,68.67W
1914-10-01,12.338,0.248,Neuquen,Argentina,39.38S,68.67W
1914-11-01,13.264000000000001,0.688,Neuquen,Argentina,39.38S,68.67W
1914-12-01,18.126,0.526,Neuquen,Argentina,39.38S,68.67W
1915-01-01,18.961,0.5820000000000001,Neuquen,Argentina,39.38S,68.67W
1915-02-01,19.225,0.35,Neuquen,Argentina,39.38S,68.67W
1915-03-01,16.052,0.42,Neuquen,Argentina,39.38S,68.67W
1915-04-01,10.482000000000001,0.568,Neuquen,Argentina,39.38S,68.67W
1915-05-01,7.202000000000001,0.585,Neuquen,Argentina,39.38S,68.67W
1915-06-01,3.1820000000000004,0.731,Neuquen,Argentina,39.38S,68.67W
1915-07-01,5.4929999999999986,0.40299999999999997,Neuquen,Argentina,39.38S,68.67W
1915-08-01,6.777,0.446,Neuquen,Argentina,39.38S,68.67W
1915-09-01,8.885,0.654,Neuquen,Argentina,39.38S,68.67W
1915-10-01,12.579,0.672,Neuquen,Argentina,39.38S,68.67W
1915-11-01,16.957,0.79,Neuquen,Argentina,39.38S,68.67W
1915-12-01,19.036,0.763,Neuquen,Argentina,39.38S,68.67W
1916-01-01,19.634,0.603,Neuquen,Argentina,39.38S,68.67W
1916-02-01,19.557000000000002,0.6890000000000001,Neuquen,Argentina,39.38S,68.67W
1916-03-01,15.357999999999999,0.455,Neuquen,Argentina,39.38S,68.67W
1916-04-01,12.245,0.374,Neuquen,Argentina,39.38S,68.67W
1916-05-01,8.645,0.535,Neuquen,Argentina,39.38S,68.67W
1916-06-01,1.9520000000000004,0.35700000000000004,Neuquen,Argentina,39.38S,68.67W
1916-07-01,2.801,0.384,Neuquen,Argentina,39.38S,68.67W
1916-08-01,5.638999999999999,0.406,Neuquen,Argentina,39.38S,68.67W
1916-09-01,8.699,0.301,Neuquen,Argentina,39.38S,68.67W
1916-10-01,14.055,0.81,Neuquen,Argentina,39.38S,68.67W
1916-11-01,16.017,0.268,Neuquen,Argentina,39.38S,68.67W
1916-12-01,17.906,0.664,Neuquen,Argentina,39.38S,68.67W
1917-01-01,20.938,0.741,Neuquen,Argentina,39.38S,68.67W
1917-02-01,20.04,0.479,Neuquen,Argentina,39.38S,68.67W
1917-03-01,15.892999999999999,0.507,Neuquen,Argentina,39.38S,68.67W
1917-04-01,11.475,0.565,Neuquen,Argentina,39.38S,68.67W
1917-05-01,6.654,0.546,Neuquen,Argentina,39.38S,68.67W
1917-06-01,6.0920000000000005,0.385,Neuquen,Argentina,39.38S,68.67W
1917-07-01,4.558999999999998,0.44,Neuquen,Argentina,39.38S,68.67W
1917-08-01,5.9510000000000005,0.7340000000000001,Neuquen,Argentina,39.38S,68.67W
1917-09-01,9.382,0.43200000000000005,Neuquen,Argentina,39.38S,68.67W
1917-10-01,13.075,0.306,Neuquen,Argentina,39.38S,68.67W
1917-11-01,16.722,1.133,Neuquen,Argentina,39.38S,68.67W
1917-12-01,19.54,0.508,Neuquen,Argentina,39.38S,68.67W
1918-01-01,19.912,0.575,Neuquen,Argentina,39.38S,68.67W
1918-02-01,19.776,0.596,Neuquen,Argentina,39.38S,68.67W
1918-03-01,16.368000000000002,0.355,Neuquen,Argentina,39.38S,68.67W
1918-04-01,12.345,0.733,Neuquen,Argentina,39.38S,68.67W
1918-05-01,6.2570000000000014,0.324,Neuquen,Argentina,39.38S,68.67W
1918-06-01,3.839,0.41100000000000003,Neuquen,Argentina,39.38S,68.67W
1918-07-01,4.191,0.37,Neuquen,Argentina,39.38S,68.67W
1918-08-01,6.205,0.298,Neuquen,Argentina,39.38S,68.67W
1918-09-01,7.56,0.381,Neuquen,Argentina,39.38S,68.67W
1918-10-01,12.229000000000001,0.287,Neuquen,Argentina,39.38S,68.67W
1918-11-01,15.794,0.337,Neuquen,Argentina,39.38S,68.67W
1918-12-01,19.778,0.552,Neuquen,Argentina,39.38S,68.67W
1919-01-01,22.141,0.688,Neuquen,Argentina,39.38S,68.67W
1919-02-01,19.072,0.278,Neuquen,Argentina,39.38S,68.67W
1919-03-01,17.177,0.579,Neuquen,Argentina,39.38S,68.67W
1919-04-01,11.073,0.647,Neuquen,Argentina,39.38S,68.67W
1919-05-01,10.065,0.76,Neuquen,Argentina,39.38S,68.67W
1919-06-01,4.332000000000002,0.47700000000000004,Neuquen,Argentina,39.38S,68.67W
1919-07-01,3.976,0.629,Neuquen,Argentina,39.38S,68.67W
1919-08-01,5.335000000000001,0.34700000000000003,Neuquen,Argentina,39.38S,68.67W
1919-09-01,7.370000000000001,0.753,Neuquen,Argentina,39.38S,68.67W
1919-10-01,12.37,0.401,Neuquen,Argentina,39.38S,68.67W
1919-11-01,14.66,0.509,Neuquen,Argentina,39.38S,68.67W
1919-12-01,18.859,0.366,Neuquen,Argentina,39.38S,68.67W
1920-01-01,20.921,0.662,Neuquen,Argentina,39.38S,68.67W
1920-02-01,19.048,0.66,Neuquen,Argentina,39.38S,68.67W
1920-03-01,16.937,0.86,Neuquen,Argentina,39.38S,68.67W
1920-04-01,12.824000000000002,0.607,Neuquen,Argentina,39.38S,68.67W
1920-05-01,8.584,0.596,Neuquen,Argentina,39.38S,68.67W
1920-06-01,4.325,0.508,Neuquen,Argentina,39.38S,68.67W
1920-07-01,3.845,0.674,Neuquen,Argentina,39.38S,68.67W
1920-08-01,6.966,0.43,Neuquen,Argentina,39.38S,68.67W
1920-09-01,9.363,0.33299999999999996,Neuquen,Argentina,39.38S,68.67W
1920-10-01,11.470999999999998,0.26899999999999996,Neuquen,Argentina,39.38S,68.67W
1920-11-01,15.855,0.43,Neuquen,Argentina,39.38S,68.67W
1920-12-01,18.708,0.604,Neuquen,Argentina,39.38S,68.67W
1921-01-01,19.462,0.44,Neuquen,Argentina,39.38S,68.67W
1921-02-01,18.293,0.503,Neuquen,Argentina,39.38S,68.67W
1921-03-01,15.667,0.499,Neuquen,Argentina,39.38S,68.67W
1921-04-01,12.257,0.442,Neuquen,Argentina,39.38S,68.67W
1921-05-01,8.544,0.29600000000000004,Neuquen,Argentina,39.38S,68.67W
1921-06-01,3.0250000000000004,0.675,Neuquen,Argentina,39.38S,68.67W
1921-07-01,3.149,0.374,Neuquen,Argentina,39.38S,68.67W
1921-08-01,5.4750000000000005,0.21899999999999997,Neuquen,Argentina,39.38S,68.67W
1921-09-01,8.587,0.489,Neuquen,Argentina,39.38S,68.67W
1921-10-01,12.574000000000002,0.619,Neuquen,Argentina,39.38S,68.67W
1921-11-01,16.951999999999998,0.371,Neuquen,Argentina,39.38S,68.67W
1921-12-01,18.561,0.7609999999999999,Neuquen,Argentina,39.38S,68.67W
1922-01-01,19.88,0.6509999999999999,Neuquen,Argentina,39.38S,68.67W
1922-02-01,18.446,0.34,Neuquen,Argentina,39.38S,68.67W
1922-03-01,16.035999999999998,0.41100000000000003,Neuquen,Argentina,39.38S,68.67W
1922-04-01,10.948,0.33399999999999996,Neuquen,Argentina,39.38S,68.67W
1922-05-01,7.643000000000002,0.53,Neuquen,Argentina,39.38S,68.67W
1922-06-01,3.1489999999999996,0.5529999999999999,Neuquen,Argentina,39.38S,68.67W
1922-07-01,6.189,0.63,Neuquen,Argentina,39.38S,68.67W
1922-08-01,5.527,0.544,Neuquen,Argentina,39.38S,68.67W
1922-09-01,9.818999999999999,0.38,Neuquen,Argentina,39.38S,68.67W
1922-10-01,11.751,0.35700000000000004,Neuquen,Argentina,39.38S,68.67W
1922-11-01,16.891,0.652,Neuquen,Argentina,39.38S,68.67W
1922-12-01,19.629,0.564,Neuquen,Argentina,39.38S,68.67W
1923-01-01,20.774,0.6629999999999999,Neuquen,Argentina,39.38S,68.67W
1923-02-01,20.135,0.41700000000000004,Neuquen,Argentina,39.38S,68.67W
1923-03-01,16.355999999999998,0.409,Neuquen,Argentina,39.38S,68.67W
1923-04-01,11.205,0.40700000000000003,Neuquen,Argentina,39.38S,68.67W
1923-05-01,6.348000000000001,0.34299999999999997,Neuquen,Argentina,39.38S,68.67W
1923-06-01,5.1560000000000015,0.313,Neuquen,Argentina,39.38S,68.67W
1923-07-01,1.99,0.747,Neuquen,Argentina,39.38S,68.67W
1923-08-01,4.971,0.451,Neuquen,Argentina,39.38S,68.67W
1923-09-01,8.442,0.42,Neuquen,Argentina,39.38S,68.67W
1923-10-01,10.901,0.741,Neuquen,Argentina,39.38S,68.67W
1923-11-01,15.784,0.5539999999999999,Neuquen,Argentina,39.38S,68.67W
1923-12-01,17.602999999999994,0.531,Neuquen,Argentina,39.38S,68.67W
1924-01-01,20.81,0.644,Neuquen,Argentina,39.38S,68.67W
1924-02-01,18.797,0.604,Neuquen,Argentina,39.38S,68.67W
1924-03-01,15.552,0.382,Neuquen,Argentina,39.38S,68.67W
1924-04-01,11.265999999999998,0.737,Neuquen,Argentina,39.38S,68.67W
1924-05-01,6.0390000000000015,0.57,Neuquen,Argentina,39.38S,68.67W
1924-06-01,4.9860000000000015,0.415,Neuquen,Argentina,39.38S,68.67W
1924-07-01,4.242,1.045,Neuquen,Argentina,39.38S,68.67W
1924-08-01,4.737,0.608,Neuquen,Argentina,39.38S,68.67W
1924-09-01,8.509,0.611,Neuquen,Argentina,39.38S,68.67W
1924-10-01,13.964,0.768,Neuquen,Argentina,39.38S,68.67W
1924-11-01,15.973,0.728,Neuquen,Argentina,39.38S,68.67W
1924-12-01,19.804000000000002,0.495,Neuquen,Argentina,39.38S,68.67W
1925-01-01,20.337,0.601,Neuquen,Argentina,39.38S,68.67W
1925-02-01,19.307000000000002,0.647,Neuquen,Argentina,39.38S,68.67W
1925-03-01,17.168,0.579,Neuquen,Argentina,39.38S,68.67W
1925-04-01,10.634,0.45799999999999996,Neuquen,Argentina,39.38S,68.67W
1925-05-01,6.2860000000000005,0.37,Neuquen,Argentina,39.38S,68.67W
1925-06-01,4.115,0.9670000000000001,Neuquen,Argentina,39.38S,68.67W
1925-07-01,3.819,1.2890000000000001,Neuquen,Argentina,39.38S,68.67W
1925-08-01,6.621,0.7809999999999999,Neuquen,Argentina,39.38S,68.67W
1925-09-01,8.48,0.41600000000000004,Neuquen,Argentina,39.38S,68.67W
1925-10-01,12.556,0.478,Neuquen,Argentina,39.38S,68.67W
1925-11-01,16.555999999999997,0.522,Neuquen,Argentina,39.38S,68.67W
1925-12-01,18.941,0.382,Neuquen,Argentina,39.38S,68.67W
1926-01-01,20.655,0.424,Neuquen,Argentina,39.38S,68.67W
1926-02-01,20.046,0.48,Neuquen,Argentina,39.38S,68.67W
1926-03-01,16.914,0.446,Neuquen,Argentina,39.38S,68.67W
1926-04-01,11.222999999999999,0.662,Neuquen,Argentina,39.38S,68.67W
1926-05-01,6.729000000000001,0.5479999999999999,Neuquen,Argentina,39.38S,68.67W
1926-06-01,4.873,0.73,Neuquen,Argentina,39.38S,68.67W
1926-07-01,4.626,0.659,Neuquen,Argentina,39.38S,68.67W
1926-08-01,6.646,0.431,Neuquen,Argentina,39.38S,68.67W
1926-09-01,8.711,0.262,Neuquen,Argentina,39.38S,68.67W
1926-10-01,12.428999999999998,0.469,Neuquen,Argentina,39.38S,68.67W
1926-11-01,16.014,0.49200000000000005,Neuquen,Argentina,39.38S,68.67W
1926-12-01,19.027,0.305,Neuquen,Argentina,39.38S,68.67W
1927-01-01,19.730999999999998,0.612,Neuquen,Argentina,39.38S,68.67W
1927-02-01,21.205,0.755,Neuquen,Argentina,39.38S,68.67W
1927-03-01,17.275000000000002,0.42,Neuquen,Argentina,39.38S,68.67W
1927-04-01,12.01,0.55,Neuquen,Argentina,39.38S,68.67W
1927-05-01,6.8690000000000015,0.48200000000000004,Neuquen,Argentina,39.38S,68.67W
1927-06-01,4.822,0.6409999999999999,Neuquen,Argentina,39.38S,68.67W
1927-07-01,4.205,0.493,Neuquen,Argentina,39.38S,68.67W
1927-08-01,6.6690000000000005,0.17800000000000002,Neuquen,Argentina,39.38S,68.67W
1927-09-01,7.859,0.9279999999999999,Neuquen,Argentina,39.38S,68.67W
1927-10-01,12.79,0.16399999999999998,Neuquen,Argentina,39.38S,68.67W
1927-11-01,16.239,0.49200000000000005,Neuquen,Argentina,39.38S,68.67W
1927-12-01,18.474,0.29100000000000004,Neuquen,Argentina,39.38S,68.67W
1928-01-01,19.534000000000002,0.299,Neuquen,Argentina,39.38S,68.67W
1928-02-01,18.198,0.782,Neuquen,Argentina,39.38S,68.67W
1928-03-01,14.904000000000002,0.639,Neuquen,Argentina,39.38S,68.67W
1928-04-01,10.322000000000001,0.293,Neuquen,Argentina,39.38S,68.67W
1928-05-01,6.665000000000001,0.868,Neuquen,Argentina,39.38S,68.67W
1928-06-01,3.741000000000001,0.38,Neuquen,Argentina,39.38S,68.67W
1928-07-01,5.048,0.7929999999999999,Neuquen,Argentina,39.38S,68.67W
1928-08-01,5.96,0.955,Neuquen,Argentina,39.38S,68.67W
1928-09-01,9.341,0.266,Neuquen,Argentina,39.38S,68.67W
1928-10-01,13.927,0.856,Neuquen,Argentina,39.38S,68.67W
1928-11-01,16.65,0.345,Neuquen,Argentina,39.38S,68.67W
1928-12-01,18.279,0.7879999999999999,Neuquen,Argentina,39.38S,68.67W
1929-01-01,21.607,1.031,Neuquen,Argentina,39.38S,68.67W
1929-02-01,19.147000000000002,0.644,Neuquen,Argentina,39.38S,68.67W
1929-03-01,16.22,0.66,Neuquen,Argentina,39.38S,68.67W
1929-04-01,13.227,0.43200000000000005,Neuquen,Argentina,39.38S,68.67W
1929-05-01,6.976000000000001,0.384,Neuquen,Argentina,39.38S,68.67W
1929-06-01,4.9780000000000015,0.467,Neuquen,Argentina,39.38S,68.67W
1929-07-01,5.385999999999999,0.765,Neuquen,Argentina,39.38S,68.67W
1929-08-01,6.0089999999999995,1.041,Neuquen,Argentina,39.38S,68.67W
1929-09-01,8.996,0.325,Neuquen,Argentina,39.38S,68.67W
1929-10-01,11.791,0.337,Neuquen,Argentina,39.38S,68.67W
1929-11-01,16.479,0.29,Neuquen,Argentina,39.38S,68.67W
1929-12-01,18.551,0.349,Neuquen,Argentina,39.38S,68.67W
1930-01-01,21.039,0.754,Neuquen,Argentina,39.38S,68.67W
1930-02-01,20.731,1.1320000000000001,Neuquen,Argentina,39.38S,68.67W
1930-03-01,17.035999999999998,1.034,Neuquen,Argentina,39.38S,68.67W
1930-04-01,12.722000000000001,0.255,Neuquen,Argentina,39.38S,68.67W
1930-05-01,8.097000000000001,0.312,Neuquen,Argentina,39.38S,68.67W
1930-06-01,6.6930000000000005,0.433,Neuquen,Argentina,39.38S,68.67W
1930-07-01,3.5580000000000003,0.39399999999999996,Neuquen,Argentina,39.38S,68.67W
1930-08-01,4.577,1.171,Neuquen,Argentina,39.38S,68.67W
1930-09-01,11.005,0.297,Neuquen,Argentina,39.38S,68.67W
1930-10-01,11.475,0.42100000000000004,Neuquen,Argentina,39.38S,68.67W
1930-11-01,16.279,0.898,Neuquen,Argentina,39.38S,68.67W
1930-12-01,18.713,0.223,Neuquen,Argentina,39.38S,68.67W
1931-01-01,19.84,0.294,Neuquen,Argentina,39.38S,68.67W
1931-02-01,20.82,0.23600000000000002,Neuquen,Argentina,39.38S,68.67W
1931-03-01,16.014,0.45899999999999996,Neuquen,Argentina,39.38S,68.67W
1931-04-01,10.325999999999999,0.503,Neuquen,Argentina,39.38S,68.67W
1931-05-01,4.9220000000000015,0.789,Neuquen,Argentina,39.38S,68.67W
1931-06-01,4.166,0.6829999999999999,Neuquen,Argentina,39.38S,68.67W
1931-07-01,3.627,0.5479999999999999,Neuquen,Argentina,39.38S,68.67W
1931-08-01,5.6400000000000015,0.607,Neuquen,Argentina,39.38S,68.67W
1931-09-01,8.22,0.406,Neuquen,Argentina,39.38S,68.67W
1931-10-01,14.005999999999998,0.32299999999999995,Neuquen,Argentina,39.38S,68.67W
1931-11-01,15.351,0.644,Neuquen,Argentina,39.38S,68.67W
1931-12-01,20.225,0.325,Neuquen,Argentina,39.38S,68.67W
1932-01-01,22.101,0.371,Neuquen,Argentina,39.38S,68.67W
1932-02-01,20.663,0.29100000000000004,Neuquen,Argentina,39.38S,68.67W
1932-03-01,16.972,0.289,Neuquen,Argentina,39.38S,68.67W
1932-04-01,12.36,0.285,Neuquen,Argentina,39.38S,68.67W
1932-05-01,6.832000000000002,0.391,Neuquen,Argentina,39.38S,68.67W
1932-06-01,5.502999999999999,0.41,Neuquen,Argentina,39.38S,68.67W
1932-07-01,6.366999999999999,0.233,Neuquen,Argentina,39.38S,68.67W
1932-08-01,4.928999999999999,0.564,Neuquen,Argentina,39.38S,68.67W
1932-09-01,8.759,0.23,Neuquen,Argentina,39.38S,68.67W
1932-10-01,12.806,0.41100000000000003,Neuquen,Argentina,39.38S,68.67W
1932-11-01,17.208,0.301,Neuquen,Argentina,39.38S,68.67W
1932-12-01,19.677,0.43,Neuquen,Argentina,39.38S,68.67W
1933-01-01,20.073,0.34299999999999997,Neuquen,Argentina,39.38S,68.67W
1933-02-01,19.254,0.295,Neuquen,Argentina,39.38S,68.67W
1933-03-01,15.33,0.447,Neuquen,Argentina,39.38S,68.67W
1933-04-01,12.306,0.425,Neuquen,Argentina,39.38S,68.67W
1933-05-01,7.864000000000001,0.368,Neuquen,Argentina,39.38S,68.67W
1933-06-01,4.731,0.257,Neuquen,Argentina,39.38S,68.67W
1933-07-01,2.3679999999999994,0.522,Neuquen,Argentina,39.38S,68.67W
1933-08-01,6.343999999999999,0.35100000000000003,Neuquen,Argentina,39.38S,68.67W
1933-09-01,9.322,0.195,Neuquen,Argentina,39.38S,68.67W
1933-10-01,12.515999999999998,0.27699999999999997,Neuquen,Argentina,39.38S,68.67W
1933-11-01,16.63,0.39,Neuquen,Argentina,39.38S,68.67W
1933-12-01,17.798,0.7140000000000001,Neuquen,Argentina,39.38S,68.67W
1934-01-01,21.12,0.38299999999999995,Neuquen,Argentina,39.38S,68.67W
1934-02-01,18.643,0.45399999999999996,Neuquen,Argentina,39.38S,68.67W
1934-03-01,15.894,0.6509999999999999,Neuquen,Argentina,39.38S,68.67W
1934-04-01,10.690999999999999,0.73,Neuquen,Argentina,39.38S,68.67W
1934-05-01,7.2650000000000015,0.29600000000000004,Neuquen,Argentina,39.38S,68.67W
1934-06-01,4.026000000000002,0.446,Neuquen,Argentina,39.38S,68.67W
1934-07-01,4.612,0.392,Neuquen,Argentina,39.38S,68.67W
1934-08-01,6.944,0.287,Neuquen,Argentina,39.38S,68.67W
1934-09-01,8.477,0.47200000000000003,Neuquen,Argentina,39.38S,68.67W
1934-10-01,11.444,0.42700000000000005,Neuquen,Argentina,39.38S,68.67W
1934-11-01,15.693,0.682,Neuquen,Argentina,39.38S,68.67W
1934-12-01,18.717,0.495,Neuquen,Argentina,39.38S,68.67W
1935-01-01,20.495,0.423,Neuquen,Argentina,39.38S,68.67W
1935-02-01,19.358,0.302,Neuquen,Argentina,39.38S,68.67W
1935-03-01,18.063,0.386,Neuquen,Argentina,39.38S,68.67W
1935-04-01,11.582,0.456,Neuquen,Argentina,39.38S,68.67W
1935-05-01,9.747,0.494,Neuquen,Argentina,39.38S,68.67W
1935-06-01,5.457000000000002,0.45799999999999996,Neuquen,Argentina,39.38S,68.67W
1935-07-01,4.7429999999999986,0.385,Neuquen,Argentina,39.38S,68.67W
1935-08-01,6.8370000000000015,0.326,Neuquen,Argentina,39.38S,68.67W
1935-09-01,7.686,0.368,Neuquen,Argentina,39.38S,68.67W
1935-10-01,10.2,0.48200000000000004,Neuquen,Argentina,39.38S,68.67W
1935-11-01,17.225,0.228,Neuquen,Argentina,39.38S,68.67W
1935-12-01,17.974999999999994,0.292,Neuquen,Argentina,39.38S,68.67W
1936-01-01,20.299,0.44,Neuquen,Argentina,39.38S,68.67W
1936-02-01,20.209,0.376,Neuquen,Argentina,39.38S,68.67W
1936-03-01,16.653,0.297,Neuquen,Argentina,39.38S,68.67W
1936-04-01,12.357000000000001,0.375,Neuquen,Argentina,39.38S,68.67W
1936-05-01,6.922999999999999,0.26899999999999996,Neuquen,Argentina,39.38S,68.67W
1936-06-01,3.5170000000000003,0.39,Neuquen,Argentina,39.38S,68.67W
1936-07-01,5.473,0.524,Neuquen,Argentina,39.38S,68.67W
1936-08-01,5.078,0.42200000000000004,Neuquen,Argentina,39.38S,68.67W
1936-09-01,9.302999999999999,0.38799999999999996,Neuquen,Argentina,39.38S,68.67W
1936-10-01,12.403,0.298,Neuquen,Argentina,39.38S,68.67W
1936-11-01,17.358,0.45399999999999996,Neuquen,Argentina,39.38S,68.67W
1936-12-01,18.038,0.331,Neuquen,Argentina,39.38S,68.67W
1937-01-01,20.980999999999998,0.522,Neuquen,Argentina,39.38S,68.67W
1937-02-01,19.021,0.368,Neuquen,Argentina,39.38S,68.67W
1937-03-01,15.459000000000001,0.154,Neuquen,Argentina,39.38S,68.67W
1937-04-01,12.77,0.145,Neuquen,Argentina,39.38S,68.67W
1937-05-01,7.4239999999999995,0.21899999999999997,Neuquen,Argentina,39.38S,68.67W
1937-06-01,6.0489999999999995,0.653,Neuquen,Argentina,39.38S,68.67W
1937-07-01,4.449,0.488,Neuquen,Argentina,39.38S,68.67W
1937-08-01,5.516,0.319,Neuquen,Argentina,39.38S,68.67W
1937-09-01,9.513,0.509,Neuquen,Argentina,39.38S,68.67W
1937-10-01,12.198,0.46299999999999997,Neuquen,Argentina,39.38S,68.67W
1937-11-01,15.442,0.359,Neuquen,Argentina,39.38S,68.67W
1937-12-01,19.838,0.401,Neuquen,Argentina,39.38S,68.67W
1938-01-01,18.163,0.451,Neuquen,Argentina,39.38S,68.67W
1938-02-01,19.281,0.37799999999999995,Neuquen,Argentina,39.38S,68.67W
1938-03-01,15.245,0.337,Neuquen,Argentina,39.38S,68.67W
1938-04-01,10.362,0.365,Neuquen,Argentina,39.38S,68.67W
1938-05-01,8.367,0.335,Neuquen,Argentina,39.38S,68.67W
1938-06-01,4.385000000000002,0.595,Neuquen,Argentina,39.38S,68.67W
1938-07-01,4.439,0.373,Neuquen,Argentina,39.38S,68.67W
1938-08-01,5.359,0.433,Neuquen,Argentina,39.38S,68.67W
1938-09-01,9.163,0.19,Neuquen,Argentina,39.38S,68.67W
1938-10-01,12.93,0.14300000000000002,Neuquen,Argentina,39.38S,68.67W
1938-11-01,15.386,0.657,Neuquen,Argentina,39.38S,68.67W
1938-12-01,19.432000000000002,0.302,Neuquen,Argentina,39.38S,68.67W
1939-01-01,20.541,0.215,Neuquen,Argentina,39.38S,68.67W
1939-02-01,18.9,0.209,Neuquen,Argentina,39.38S,68.67W
1939-03-01,15.942,0.507,Neuquen,Argentina,39.38S,68.67W
1939-04-01,10.424000000000001,0.325,Neuquen,Argentina,39.38S,68.67W
1939-05-01,7.897,0.585,Neuquen,Argentina,39.38S,68.67W
1939-06-01,5.602,0.509,Neuquen,Argentina,39.38S,68.67W
1939-07-01,5.747999999999998,0.28,Neuquen,Argentina,39.38S,68.67W
1939-08-01,7.491,0.45,Neuquen,Argentina,39.38S,68.67W
1939-09-01,8.912,0.386,Neuquen,Argentina,39.38S,68.67W
1939-10-01,12.384,1.318,Neuquen,Argentina,39.38S,68.67W
1939-11-01,15.577,0.507,Neuquen,Argentina,39.38S,68.67W
1939-12-01,18.498,0.88,Neuquen,Argentina,39.38S,68.67W
1940-01-01,20.081,0.478,Neuquen,Argentina,39.38S,68.67W
1940-02-01,19.709,0.441,Neuquen,Argentina,39.38S,68.67W
1940-03-01,15.345,0.429,Neuquen,Argentina,39.38S,68.67W
1940-04-01,11.610999999999999,0.36,Neuquen,Argentina,39.38S,68.67W
1940-05-01,8.529,0.478,Neuquen,Argentina,39.38S,68.67W
1940-06-01,6.332999999999999,0.34700000000000003,Neuquen,Argentina,39.38S,68.67W
1940-07-01,6.191,0.281,Neuquen,Argentina,39.38S,68.67W
1940-08-01,5.484,0.424,Neuquen,Argentina,39.38S,68.67W
1940-09-01,9.509,0.33799999999999997,Neuquen,Argentina,39.38S,68.67W
1940-10-01,11.281,0.9620000000000001,Neuquen,Argentina,39.38S,68.67W
1940-11-01,15.695,0.563,Neuquen,Argentina,39.38S,68.67W
1940-12-01,18.499000000000002,0.41700000000000004,Neuquen,Argentina,39.38S,68.67W
1941-01-01,21.826,0.536,Neuquen,Argentina,39.38S,68.67W
1941-02-01,18.962,0.34600000000000003,Neuquen,Argentina,39.38S,68.67W
1941-03-01,16.059,0.764,Neuquen,Argentina,39.38S,68.67W
1941-04-01,9.821,0.622,Neuquen,Argentina,39.38S,68.67W
1941-05-01,6.457999999999999,0.327,Neuquen,Argentina,39.38S,68.67W
1941-06-01,5.4430000000000005,0.258,Neuquen,Argentina,39.38S,68.67W
1941-07-01,5.675999999999998,0.285,Neuquen,Argentina,39.38S,68.67W
1941-08-01,7.471,0.369,Neuquen,Argentina,39.38S,68.67W
1941-09-01,8.655000000000001,0.23,Neuquen,Argentina,39.38S,68.67W
1941-10-01,14.387,0.359,Neuquen,Argentina,39.38S,68.67W
1941-11-01,15.011,0.353,Neuquen,Argentina,39.38S,68.67W
