00000002,3.29,Nefteyugansk,Russia,61.88N,73.02E
1970-02-01,26.308000000000003,0.198,Negombo,Sri Lanka,7.23N,80.27E
1970-03-01,27.466,0.415,Negombo,Sri Lanka,7.23N,80.27E
1970-04-01,27.305000000000003,0.21899999999999997,Negombo,Sri Lanka,7.23N,80.27E
1970-05-01,27.114,0.26,Negombo,Sri Lanka,7.23N,80.27E
1970-06-01,26.892000000000003,0.401,Negombo,Sri Lanka,7.23N,80.27E
1970-07-01,26.049,0.182,Negombo,Sri Lanka,7.23N,80.27E
1970-08-01,26.289,0.203,Negombo,Sri Lanka,7.23N,80.27E
1970-09-01,26.258000000000006,0.205,Negombo,Sri Lanka,7.23N,80.27E
1970-10-01,25.674,0.20199999999999999,Negombo,Sri Lanka,7.23N,80.27E
1970-11-01,25.504,0.156,Negombo,Sri Lanka,7.23N,80.27E
1970-12-01,24.408,0.28300000000000003,Negombo,Sri Lanka,7.23N,80.27E
1971-01-01,25.038,0.243,Negombo,Sri Lanka,7.23N,80.27E
1971-02-01,25.577,0.214,Negombo,Sri Lanka,7.23N,80.27E
1971-03-01,26.828000000000003,0.19899999999999998,Negombo,Sri Lanka,7.23N,80.27E
1971-04-01,27.023000000000003,0.36700000000000005,Negombo,Sri Lanka,7.23N,80.27E
1971-05-01,27.051,0.233,Negombo,Sri Lanka,7.23N,80.27E
1971-06-01,26.131999999999998,0.242,Negombo,Sri Lanka,7.23N,80.27E
1971-07-01,25.753,0.19899999999999998,Negombo,Sri Lanka,7.23N,80.27E
1971-08-01,25.785,0.24100000000000002,Negombo,Sri Lanka,7.23N,80.27E
1971-09-01,25.845,0.207,Negombo,Sri Lanka,7.23N,80.27E
1971-10-01,25.513,0.21,Negombo,Sri Lanka,7.23N,80.27E
1971-11-01,25.225,0.147,Negombo,Sri Lanka,7.23N,80.27E
1971-12-01,24.393,0.25,Negombo,Sri Lanka,7.23N,80.27E
1972-01-01,24.834,0.237,Negombo,Sri Lanka,7.23N,80.27E
1972-02-01,25.331999999999997,0.293,Negombo,Sri Lanka,7.23N,80.27E
1972-03-01,26.793000000000003,0.282,Negombo,Sri Lanka,7.23N,80.27E
1972-04-01,27.291,0.271,Negombo,Sri Lanka,7.23N,80.27E
1972-05-01,26.44,0.16,Negombo,Sri Lanka,7.23N,80.27E
1972-06-01,26.862,0.275,Negombo,Sri Lanka,7.23N,80.27E
1972-07-01,26.58,0.31,Negombo,Sri Lanka,7.23N,80.27E
1972-08-01,26.364,0.207,Negombo,Sri Lanka,7.23N,80.27E
1972-09-01,26.531999999999996,0.32799999999999996,Negombo,Sri Lanka,7.23N,80.27E
1972-10-01,25.768,0.37200000000000005,Negombo,Sri Lanka,7.23N,80.27E
1972-11-01,25.784000000000002,0.201,Negombo,Sri Lanka,7.23N,80.27E
1972-12-01,25.744,0.267,Negombo,Sri Lanka,7.23N,80.27E
1973-01-01,25.414,0.349,Negombo,Sri Lanka,7.23N,80.27E
1973-02-01,27.171999999999997,0.37,Negombo,Sri Lanka,7.23N,80.27E
1973-03-01,27.806,0.366,Negombo,Sri Lanka,7.23N,80.27E
1973-04-01,27.963,0.17300000000000001,Negombo,Sri Lanka,7.23N,80.27E
1973-05-01,27.46,0.256,Negombo,Sri Lanka,7.23N,80.27E
1973-06-01,26.721999999999998,0.145,Negombo,Sri Lanka,7.23N,80.27E
1973-07-01,26.574,0.23800000000000002,Negombo,Sri Lanka,7.23N,80.27E
1973-08-01,26.02,0.345,Negombo,Sri Lanka,7.23N,80.27E
1973-09-01,26.424000000000003,0.172,Negombo,Sri Lanka,7.23N,80.27E
1973-10-01,25.862,0.3,Negombo,Sri Lanka,7.23N,80.27E
1973-11-01,25.334,0.19,Negombo,Sri Lanka,7.23N,80.27E
1973-12-01,24.543000000000003,0.324,Negombo,Sri Lanka,7.23N,80.27E
1974-01-01,24.103,0.29,Negombo,Sri Lanka,7.23N,80.27E
1974-02-01,25.63,0.368,Negombo,Sri Lanka,7.23N,80.27E
1974-03-01,26.972,0.19699999999999998,Negombo,Sri Lanka,7.23N,80.27E
1974-04-01,26.85,0.17800000000000002,Negombo,Sri Lanka,7.23N,80.27E
1974-05-01,26.709,0.21899999999999997,Negombo,Sri Lanka,7.23N,80.27E
1974-06-01,26.249,0.20800000000000002,Negombo,Sri Lanka,7.23N,80.27E
1974-07-01,25.944000000000003,0.25,Negombo,Sri Lanka,7.23N,80.27E
1974-08-01,25.991,0.213,Negombo,Sri Lanka,7.23N,80.27E
1974-09-01,25.563,0.159,Negombo,Sri Lanka,7.23N,80.27E
1974-10-01,25.525,0.16899999999999998,Negombo,Sri Lanka,7.23N,80.27E
1974-11-01,25.504,0.418,Negombo,Sri Lanka,7.23N,80.27E
1974-12-01,24.863000000000003,0.312,Negombo,Sri Lanka,7.23N,80.27E
1975-01-01,24.554,0.27899999999999997,Negombo,Sri Lanka,7.23N,80.27E
1975-02-01,26.003,0.225,Negombo,Sri Lanka,7.23N,80.27E
1975-03-01,26.795,0.311,Negombo,Sri Lanka,7.23N,80.27E
1975-04-01,27.011999999999997,0.121,Negombo,Sri Lanka,7.23N,80.27E
1975-05-01,26.993000000000002,0.185,Negombo,Sri Lanka,7.23N,80.27E
1975-06-01,26.022,0.34600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1975-07-01,25.869,0.395,Negombo,Sri Lanka,7.23N,80.27E
1975-08-01,26.048,0.38,Negombo,Sri Lanka,7.23N,80.27E
1975-09-01,25.855,0.24,Negombo,Sri Lanka,7.23N,80.27E
1975-10-01,25.804,0.255,Negombo,Sri Lanka,7.23N,80.27E
1975-11-01,25.284000000000002,0.131,Negombo,Sri Lanka,7.23N,80.27E
1975-12-01,24.549,0.267,Negombo,Sri Lanka,7.23N,80.27E
1976-01-01,24.365,0.251,Negombo,Sri Lanka,7.23N,80.27E
1976-02-01,25.524,0.321,Negombo,Sri Lanka,7.23N,80.27E
1976-03-01,26.698,0.193,Negombo,Sri Lanka,7.23N,80.27E
1976-04-01,27.125,0.225,Negombo,Sri Lanka,7.23N,80.27E
1976-05-01,27.295,0.313,Negombo,Sri Lanka,7.23N,80.27E
1976-06-01,26.766,0.43700000000000006,Negombo,Sri Lanka,7.23N,80.27E
1976-07-01,26.478,0.348,Negombo,Sri Lanka,7.23N,80.27E
1976-08-01,26.24,0.273,Negombo,Sri Lanka,7.23N,80.27E
1976-09-01,26.514000000000006,0.237,Negombo,Sri Lanka,7.23N,80.27E
1976-10-01,25.785,0.265,Negombo,Sri Lanka,7.23N,80.27E
1976-11-01,25.785999999999998,0.23399999999999999,Negombo,Sri Lanka,7.23N,80.27E
1976-12-01,25.249000000000002,0.33299999999999996,Negombo,Sri Lanka,7.23N,80.27E
1977-01-01,24.884,0.247,Negombo,Sri Lanka,7.23N,80.27E
1977-02-01,26.231,0.322,Negombo,Sri Lanka,7.23N,80.27E
1977-03-01,27.135,0.096,Negombo,Sri Lanka,7.23N,80.27E
1977-04-01,27.484,0.155,Negombo,Sri Lanka,7.23N,80.27E
1977-05-01,26.578000000000003,0.368,Negombo,Sri Lanka,7.23N,80.27E
1977-06-01,26.572000000000006,0.16,Negombo,Sri Lanka,7.23N,80.27E
1977-07-01,26.135,0.37799999999999995,Negombo,Sri Lanka,7.23N,80.27E
1977-08-01,26.189,0.319,Negombo,Sri Lanka,7.23N,80.27E
1977-09-01,26.723000000000006,0.27699999999999997,Negombo,Sri Lanka,7.23N,80.27E
1977-10-01,25.52,0.19399999999999998,Negombo,Sri Lanka,7.23N,80.27E
1977-11-01,25.776,0.146,Negombo,Sri Lanka,7.23N,80.27E
1977-12-01,25.541,0.168,Negombo,Sri Lanka,7.23N,80.27E
1978-01-01,25.636999999999997,0.28600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1978-02-01,26.774,0.275,Negombo,Sri Lanka,7.23N,80.27E
1978-03-01,27.323,0.312,Negombo,Sri Lanka,7.23N,80.27E
1978-04-01,27.569000000000006,0.332,Negombo,Sri Lanka,7.23N,80.27E
1978-05-01,26.928,0.308,Negombo,Sri Lanka,7.23N,80.27E
1978-06-01,26.436,0.24,Negombo,Sri Lanka,7.23N,80.27E
1978-07-01,25.916999999999998,0.209,Negombo,Sri Lanka,7.23N,80.27E
1978-08-01,25.945999999999998,0.374,Negombo,Sri Lanka,7.23N,80.27E
1978-09-01,26.326999999999998,0.228,Negombo,Sri Lanka,7.23N,80.27E
1978-10-01,25.857,0.153,Negombo,Sri Lanka,7.23N,80.27E
1978-11-01,25.414,0.268,Negombo,Sri Lanka,7.23N,80.27E
1978-12-01,25.527,0.32799999999999996,Negombo,Sri Lanka,7.23N,80.27E
1979-01-01,25.936999999999998,0.26899999999999996,Negombo,Sri Lanka,7.23N,80.27E
1979-02-01,26.785,0.3,Negombo,Sri Lanka,7.23N,80.27E
1979-03-01,27.324,0.2,Negombo,Sri Lanka,7.23N,80.27E
1979-04-01,27.796999999999997,0.34,Negombo,Sri Lanka,7.23N,80.27E
1979-05-01,27.521,0.18899999999999997,Negombo,Sri Lanka,7.23N,80.27E
1979-06-01,26.971999999999998,0.18100000000000002,Negombo,Sri Lanka,7.23N,80.27E
1979-07-01,26.489,0.253,Negombo,Sri Lanka,7.23N,80.27E
1979-08-01,26.497,0.402,Negombo,Sri Lanka,7.23N,80.27E
1979-09-01,25.838,0.24,Negombo,Sri Lanka,7.23N,80.27E
1979-10-01,25.965999999999998,0.187,Negombo,Sri Lanka,7.23N,80.27E
1979-11-01,25.636999999999997,0.135,Negombo,Sri Lanka,7.23N,80.27E
1979-12-01,25.828000000000003,0.314,Negombo,Sri Lanka,7.23N,80.27E
1980-01-01,25.541,0.256,Negombo,Sri Lanka,7.23N,80.27E
1980-02-01,26.565,0.32899999999999996,Negombo,Sri Lanka,7.23N,80.27E
1980-03-01,27.628,0.20800000000000002,Negombo,Sri Lanka,7.23N,80.27E
1980-04-01,27.675,0.183,Negombo,Sri Lanka,7.23N,80.27E
1980-05-01,27.998,0.26,Negombo,Sri Lanka,7.23N,80.27E
1980-06-01,27.05,0.281,Negombo,Sri Lanka,7.23N,80.27E
1980-07-01,26.758000000000003,0.33399999999999996,Negombo,Sri Lanka,7.23N,80.27E
1980-08-01,26.51,0.465,Negombo,Sri Lanka,7.23N,80.27E
1980-09-01,26.635,0.235,Negombo,Sri Lanka,7.23N,80.27E
1980-10-01,26.041,0.281,Negombo,Sri Lanka,7.23N,80.27E
1980-11-01,25.865,0.11599999999999999,Negombo,Sri Lanka,7.23N,80.27E
1980-12-01,25.365,0.21600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1981-01-01,25.136,0.301,Negombo,Sri Lanka,7.23N,80.27E
1981-02-01,25.984,0.21600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1981-03-01,27.672,0.511,Negombo,Sri Lanka,7.23N,80.27E
1981-04-01,27.721,0.171,Negombo,Sri Lanka,7.23N,80.27E
1981-05-01,27.412,0.282,Negombo,Sri Lanka,7.23N,80.27E
1981-06-01,26.252,0.332,Negombo,Sri Lanka,7.23N,80.27E
1981-07-01,26.441,0.35200000000000004,Negombo,Sri Lanka,7.23N,80.27E
1981-08-01,26.418000000000003,0.381,Negombo,Sri Lanka,7.23N,80.27E
1981-09-01,25.941999999999997,0.222,Negombo,Sri Lanka,7.23N,80.27E
1981-10-01,25.933000000000003,0.38799999999999996,Negombo,Sri Lanka,7.23N,80.27E
1981-11-01,25.843000000000004,0.271,Negombo,Sri Lanka,7.23N,80.27E
1981-12-01,25.036,0.365,Negombo,Sri Lanka,7.23N,80.27E
1982-01-01,25.455,0.29,Negombo,Sri Lanka,7.23N,80.27E
1982-02-01,25.987,0.23199999999999998,Negombo,Sri Lanka,7.23N,80.27E
1982-03-01,27.359,0.262,Negombo,Sri Lanka,7.23N,80.27E
1982-04-01,27.906,0.37,Negombo,Sri Lanka,7.23N,80.27E
1982-05-01,27.104,0.395,Negombo,Sri Lanka,7.23N,80.27E
1982-06-01,26.428,0.39299999999999996,Negombo,Sri Lanka,7.23N,80.27E
1982-07-01,26.188000000000002,0.509,Negombo,Sri Lanka,7.23N,80.27E
1982-08-01,26.596999999999998,0.382,Negombo,Sri Lanka,7.23N,80.27E
1982-09-01,26.72,0.37200000000000005,Negombo,Sri Lanka,7.23N,80.27E
1982-10-01,25.9,0.401,Negombo,Sri Lanka,7.23N,80.27E
1982-11-01,25.576,0.45899999999999996,Negombo,Sri Lanka,7.23N,80.27E
1982-12-01,25.178,0.32899999999999996,Negombo,Sri Lanka,7.23N,80.27E
1983-01-01,25.648000000000003,0.319,Negombo,Sri Lanka,7.23N,80.27E
1983-02-01,26.941999999999997,0.23800000000000002,Negombo,Sri Lanka,7.23N,80.27E
1983-03-01,27.989,0.264,Negombo,Sri Lanka,7.23N,80.27E
1983-04-01,28.643,0.145,Negombo,Sri Lanka,7.23N,80.27E
1983-05-01,28.093000000000004,0.355,Negombo,Sri Lanka,7.23N,80.27E
1983-06-01,27.44,0.514,Negombo,Sri Lanka,7.23N,80.27E
1983-07-01,26.805999999999997,0.5,Negombo,Sri Lanka,7.23N,80.27E
1983-08-01,26.854,0.359,Negombo,Sri Lanka,7.23N,80.27E
1983-09-01,26.211,0.371,Negombo,Sri Lanka,7.23N,80.27E
1983-10-01,26.334,0.239,Negombo,Sri Lanka,7.23N,80.27E
1983-11-01,25.678,0.392,Negombo,Sri Lanka,7.23N,80.27E
1983-12-01,25.341,0.35100000000000003,Negombo,Sri Lanka,7.23N,80.27E
1984-01-01,25.267,0.353,Negombo,Sri Lanka,7.23N,80.27E
1984-02-01,25.803,0.235,Negombo,Sri Lanka,7.23N,80.27E
1984-03-01,26.944000000000003,0.21600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1984-04-01,27.125,0.32,Negombo,Sri Lanka,7.23N,80.27E
1984-05-01,27.533,0.26,Negombo,Sri Lanka,7.23N,80.27E
1984-06-01,26.26,0.28,Negombo,Sri Lanka,7.23N,80.27E
1984-07-01,25.596999999999998,0.861,Negombo,Sri Lanka,7.23N,80.27E
1984-08-01,26.296999999999997,0.581,Negombo,Sri Lanka,7.23N,80.27E
1984-09-01,25.875,0.301,Negombo,Sri Lanka,7.23N,80.27E
1984-10-01,25.706999999999997,0.657,Negombo,Sri Lanka,7.23N,80.27E
1984-11-01,25.063000000000002,0.39899999999999997,Negombo,Sri Lanka,7.23N,80.27E
1984-12-01,25.035,0.295,Negombo,Sri Lanka,7.23N,80.27E
1985-01-01,25.674,0.266,Negombo,Sri Lanka,7.23N,80.27E
1985-02-01,26.355,0.253,Negombo,Sri Lanka,7.23N,80.27E
1985-03-01,27.378,0.28800000000000003,Negombo,Sri Lanka,7.23N,80.27E
1985-04-01,27.945,0.43700000000000006,Negombo,Sri Lanka,7.23N,80.27E
1985-05-01,27.734,0.223,Negombo,Sri Lanka,7.23N,80.27E
1985-06-01,25.653,0.345,Negombo,Sri Lanka,7.23N,80.27E
1985-07-01,25.974,0.391,Negombo,Sri Lanka,7.23N,80.27E
1985-08-01,26.119,0.354,Negombo,Sri Lanka,7.23N,80.27E
1985-09-01,26.41,0.41100000000000003,Negombo,Sri Lanka,7.23N,80.27E
1985-10-01,25.908,0.34,Negombo,Sri Lanka,7.23N,80.27E
1985-11-01,25.37,0.29100000000000004,Negombo,Sri Lanka,7.23N,80.27E
1985-12-01,25.283,0.435,Negombo,Sri Lanka,7.23N,80.27E
1986-01-01,24.943,0.263,Negombo,Sri Lanka,7.23N,80.27E
1986-02-01,25.941999999999997,0.20199999999999999,Negombo,Sri Lanka,7.23N,80.27E
1986-03-01,26.99,0.249,Negombo,Sri Lanka,7.23N,80.27E
1986-04-01,27.646,0.193,Negombo,Sri Lanka,7.23N,80.27E
1986-05-01,27.523000000000003,0.23199999999999998,Negombo,Sri Lanka,7.23N,80.27E
1986-06-01,27.228,0.462,Negombo,Sri Lanka,7.23N,80.27E
1986-07-01,26.656,0.41100000000000003,Negombo,Sri Lanka,7.23N,80.27E
1986-08-01,26.031999999999996,0.183,Negombo,Sri Lanka,7.23N,80.27E
1986-09-01,26.285999999999998,0.475,Negombo,Sri Lanka,7.23N,80.27E
1986-10-01,25.976,0.171,Negombo,Sri Lanka,7.23N,80.27E
1986-11-01,25.75,0.51,Negombo,Sri Lanka,7.23N,80.27E
1986-12-01,25.715,0.353,Negombo,Sri Lanka,7.23N,80.27E
1987-01-01,25.819000000000003,0.253,Negombo,Sri Lanka,7.23N,80.27E
1987-02-01,26.044,0.215,Negombo,Sri Lanka,7.23N,80.27E
1987-03-01,27.935,0.27899999999999997,Negombo,Sri Lanka,7.23N,80.27E
1987-04-01,27.89,0.38,Negombo,Sri Lanka,7.23N,80.27E
1987-05-01,27.555999999999997,0.15,Negombo,Sri Lanka,7.23N,80.27E
1987-06-01,27.5,0.428,Negombo,Sri Lanka,7.23N,80.27E
1987-07-01,27.143,0.495,Negombo,Sri Lanka,7.23N,80.27E
1987-08-01,26.711,0.7240000000000001,Negombo,Sri Lanka,7.23N,80.27E
1987-09-01,26.881,0.574,Negombo,Sri Lanka,7.23N,80.27E
1987-10-01,26.403000000000002,0.465,Negombo,Sri Lanka,7.23N,80.27E
1987-11-01,26.389,0.326,Negombo,Sri Lanka,7.23N,80.27E
1987-12-01,25.748,0.29100000000000004,Negombo,Sri Lanka,7.23N,80.27E
1988-01-01,26.119,0.6579999999999999,Negombo,Sri Lanka,7.23N,80.27E
1988-02-01,26.94,0.602,Negombo,Sri Lanka,7.23N,80.27E
1988-03-01,28.294,0.325,Negombo,Sri Lanka,7.23N,80.27E
1988-04-01,27.585,0.344,Negombo,Sri Lanka,7.23N,80.27E
1988-05-01,28.011,0.5670000000000001,Negombo,Sri Lanka,7.23N,80.27E
1988-06-01,26.563,0.414,Negombo,Sri Lanka,7.23N,80.27E
1988-07-01,26.554000000000002,0.267,Negombo,Sri Lanka,7.23N,80.27E
1988-08-01,26.284,0.391,Negombo,Sri Lanka,7.23N,80.27E
1988-09-01,25.943,0.446,Negombo,Sri Lanka,7.23N,80.27E
1988-10-01,26.678,0.48100000000000004,Negombo,Sri Lanka,7.23N,80.27E
1988-11-01,25.619,0.326,Negombo,Sri Lanka,7.23N,80.27E
1988-12-01,25.281999999999996,0.332,Negombo,Sri Lanka,7.23N,80.27E
1989-01-01,25.31,0.294,Negombo,Sri Lanka,7.23N,80.27E
1989-02-01,25.648000000000003,0.44799999999999995,Negombo,Sri Lanka,7.23N,80.27E
1989-03-01,26.802,0.48100000000000004,Negombo,Sri Lanka,7.23N,80.27E
1989-04-01,27.654,0.248,Negombo,Sri Lanka,7.23N,80.27E
1989-05-01,27.444000000000003,0.215,Negombo,Sri Lanka,7.23N,80.27E
1989-06-01,26.03,0.21,Negombo,Sri Lanka,7.23N,80.27E
1989-07-01,25.908,0.48,Negombo,Sri Lanka,7.23N,80.27E
1989-08-01,26.276999999999997,0.23,Negombo,Sri Lanka,7.23N,80.27E
1989-09-01,26.419,0.304,Negombo,Sri Lanka,7.23N,80.27E
1989-10-01,26.093000000000004,0.312,Negombo,Sri Lanka,7.23N,80.27E
1989-11-01,26.043000000000003,0.281,Negombo,Sri Lanka,7.23N,80.27E
1989-12-01,25.516,0.304,Negombo,Sri Lanka,7.23N,80.27E
1990-01-01,24.994,0.35,Negombo,Sri Lanka,7.23N,80.27E
1990-02-01,27.189,0.19399999999999998,Negombo,Sri Lanka,7.23N,80.27E
1990-03-01,27.79,0.45799999999999996,Negombo,Sri Lanka,7.23N,80.27E
1990-04-01,28.073,0.523,Negombo,Sri Lanka,7.23N,80.27E
1990-05-01,27.388,0.251,Negombo,Sri Lanka,7.23N,80.27E
1990-06-01,26.689,0.366,Negombo,Sri Lanka,7.23N,80.27E
1990-07-01,26.077,0.19899999999999998,Negombo,Sri Lanka,7.23N,80.27E
1990-08-01,26.182,0.738,Negombo,Sri Lanka,7.23N,80.27E
1990-09-01,26.808000000000003,0.5820000000000001,Negombo,Sri Lanka,7.23N,80.27E
1990-10-01,26.194000000000003,0.36700000000000005,Negombo,Sri Lanka,7.23N,80.27E
1990-11-01,25.783,0.302,Negombo,Sri Lanka,7.23N,80.27E
1990-12-01,25.233,0.429,Negombo,Sri Lanka,7.23N,80.27E
1991-01-01,25.474,0.28600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1991-02-01,26.132,0.353,Negombo,Sri Lanka,7.23N,80.27E
1991-03-01,27.627,0.451,Negombo,Sri Lanka,7.23N,80.27E
1991-04-01,27.596999999999998,0.257,Negombo,Sri Lanka,7.23N,80.27E
1991-05-01,27.921,0.326,Negombo,Sri Lanka,7.23N,80.27E
1991-06-01,26.539,0.22,Negombo,Sri Lanka,7.23N,80.27E
1991-07-01,26.730999999999998,0.136,Negombo,Sri Lanka,7.23N,80.27E
1991-08-01,26.848000000000006,0.315,Negombo,Sri Lanka,7.23N,80.27E
1991-09-01,27.083,0.285,Negombo,Sri Lanka,7.23N,80.27E
1991-10-01,25.691999999999997,0.165,Negombo,Sri Lanka,7.23N,80.27E
1991-11-01,25.64,0.207,Negombo,Sri Lanka,7.23N,80.27E
1991-12-01,25.086,0.275,Negombo,Sri Lanka,7.23N,80.27E
1992-01-01,25.204,0.34,Negombo,Sri Lanka,7.23N,80.27E
1992-02-01,25.895,0.20800000000000002,Negombo,Sri Lanka,7.23N,80.27E
1992-03-01,27.218000000000004,0.38,Negombo,Sri Lanka,7.23N,80.27E
1992-04-01,27.903,0.41700000000000004,Negombo,Sri Lanka,7.23N,80.27E
1992-05-01,27.191,0.268,Negombo,Sri Lanka,7.23N,80.27E
1992-06-01,26.744,0.387,Negombo,Sri Lanka,7.23N,80.27E
1992-07-01,25.981,0.18100000000000002,Negombo,Sri Lanka,7.23N,80.27E
1992-08-01,26.323,0.354,Negombo,Sri Lanka,7.23N,80.27E
1992-09-01,26.316999999999997,0.305,Negombo,Sri Lanka,7.23N,80.27E
1992-10-01,25.839,0.233,Negombo,Sri Lanka,7.23N,80.27E
1992-11-01,25.635,0.365,Negombo,Sri Lanka,7.23N,80.27E
1992-12-01,24.827,0.34600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1993-01-01,25.079,0.34,Negombo,Sri Lanka,7.23N,80.27E
1993-02-01,26.221999999999998,0.21600000000000003,Negombo,Sri Lanka,7.23N,80.27E
1993-03-01,27.227,0.23,Negombo,Sri Lanka,7.23N,80.27E
1993-04-01,27.592,0.418,Negombo,Sri Lanka,7.23N,80.27E
1993-05-01,27.333000000000002,0.433,Negombo,Sri Lanka,7.23N,80.27E
1993-06-01,26.932,0.214,Negombo,Sri Lanka,7.23N,80.27E
1993-07-01,26.13,0.376,Negombo,Sri Lanka,7.23N,80.27E
1993-08-01,26.505000000000006,0.282,Negombo,Sri Lanka,7.23N,80.27E
1993-09-01,26.721,0.179,Negombo,Sri Lanka,7.23N,80.27E
1993-10-01,25.874000000000002,0.255,Negombo,Sri Lanka,7.23N,80.27E
1993-11-01,25.685,0.41,Negombo,Sri Lanka,7.23N,80.27E
1993-12-01,25.139,0.414,Negombo,Sri Lanka,7.23N,80.27E
1994-01-01,25.37,0.406,Negombo,Sri Lanka,7.23N,80.27E
1994-02-01,26.073,0.452,Negombo,Sri Lanka,7.23N,80.27E
1994-03-01,27.212,0.223,Negombo,Sri Lanka,7.23N,80.27E
1994-04-01,27.414,0.157,Negombo,Sri Lanka,7.23N,80.27E
1994-05-01,27.612,0.24600000000000002,Negombo,Sri Lanka,7.23N,80.27E
1994-06-01,26.778,0.262,Negombo,Sri Lanka,7.23N,80.27E
1994-07-01,26.489,0.24,Negombo,Sri Lanka,7.23N,80.27E
1994-08-01,26.464,0.183,Negombo,Sri Lanka,7.23N,80.27E
1994-09-01,26.365,0.235,Negombo,Sri Lanka,7.23N,80.27E
1994-10-01,25.294,0.32299999999999995,Negombo,Sri Lanka,7.23N,80.27E
1994-11-01,25.392,0.324,Negombo,Sri Lanka,7.23N,80.27E
1994-12-01,25.606,0.33799999999999997,Negombo,Sri Lanka,7.23N,80.27E
1995-01-01,25.737,0.19899999999999998,Negombo,Sri Lanka,7.23N,80.27E
1995-02-01,26.323,0.272,Negombo,Sri Lanka,7.23N,80.27E
1995-03-01,27.615,0.235,Negombo,Sri Lanka,7.23N,80.27E
1995-04-01,27.261000000000006,0.547,Negombo,Sri Lanka,7.23N,80.27E
1995-05-01,27.305,0.231,Negombo,Sri Lanka,7.23N,80.27E
1995-06-01,26.866,0.204,Negombo,Sri Lanka,7.23N,80.27E
1995-07-01,26.671,0.20199999999999999,Negombo,Sri Lanka,7.23N,80.27E
1995-08-01,26.541999999999998,0.11199999999999999,Negombo,Sri Lanka,7.23N,80.27E
1995-09-01,26.908,0.262,Negombo,Sri Lanka,7.23N,80.27E
1995-10-01,26.513,0.139,Negombo,Sri Lanka,7.23N,80.27E
1995-11-01,26.05,0.243,Negombo,Sri Lanka,7.23N,80.27E
1995-12-01,25.33,0.38299999999999995,Negombo,Sri Lanka,7.23N,80.27E
1996-01-01,25.232,0.423,Negombo,Sri Lanka,7.23N,80.27E
1996-02-01,26.177,0.28,Negombo,Sri Lanka,7.23N,80.27E
1996-03-01,27.513,0.14400000000000002,Negombo,Sri Lanka,7.23N,80.27E
1996-04-01,27.403,0.258,Negombo,Sri Lanka,7.23N,80.27E
1996-05-01,28.096999999999998,0.222,Negombo,Sri Lanka,7.23N,80.27E
1996-06-01,26.461,0.38299999999999995,Negombo,Sri Lanka,7.23N,80.27E
1996-07-01,26.354,0.371,Negombo,Sri Lanka,7.23N,80.27E
1996-08-01,26.491,0.253,Negombo,Sri Lanka,7.23N,80.27E
1996-09-01,26.275,0.247,Negombo,Sri Lanka,7.23N,80.27E
1996-10-01,25.941,0.302,Negombo,Sri Lanka,7.23N,80.27E
1996-11-01,25.674,0.303,Negombo,Sri Lanka,7.23N,80.27E
1996-12-01,24.946,0.368,Negombo,Sri Lanka,7.23N,80.27E
1997-01-01,25.298,0.308,Negombo,Sri Lanka,7.23N,80.27E
1997-02-01,25.976999999999997,0.278,Negombo,Sri Lanka,7.23N,80.27E
1997-03-01,27.597,0.51,Negombo,Sri Lanka,7.23N,80.27E
1997-04-01,27.458,0.297,Negombo,Sri Lanka,7.23N,80.27E
1997-05-01,27.377,0.306,Negombo,Sri Lanka,7.23N,80.27E
1997-06-01,27.130000000000006,0.32,Negombo,Sri Lanka,7.23N,80.27E
1997-07-01,26.976999999999997,0.384,Negombo,Sri Lanka,7.23N,80.27E
1997-08-01,27.176,0.256,Negombo,Sri Lanka,7.23N,80.27E
1997-09-01,26.409,0.35,Negombo,Sri Lanka,7.23N,80.27E
1997-10-01,26.215999999999998,0.363,Negombo,Sri Lanka,7.23N,80.27E
1997-11-01,26.131999999999998,0.54,Negombo,Sri Lanka,7.23N,80.27E
1997-12-01,26.116,0.34700000000000003,Negombo,Sri Lanka,7.23N,80.27E
1998-01-01,26.429,0.23399999999999999,Negombo,Sri Lanka,7.23N,80.27E
1998-02-01,27.674,0.52,Negombo,Sri Lanka,7.23N,80.27E
1998-03-01,28.626,0.45899999999999996,Negombo,Sri Lanka,7.23N,80.27E
1998-04-01,28.808000000000003,0.311,Negombo,Sri Lanka,7.23N,80.27E
1998-05-01,28.445999999999998,0.445,Negombo,Sri Lanka,7.23N,80.27E
1998-06-01,27.541999999999998,0.22899999999999998,Negombo,Sri Lanka,7.23N,80.27E
1998-07-01,26.763,0.235,Negombo,Sri Lanka,7.23N,80.27E
1998-08-01,26.627,0.209,Negombo,Sri Lanka,7.23N,80.27E
1998-09-01,26.730999999999998,0.58,Negombo,Sri Lanka,7.23N,80.27E
1998-10-01,26.384,0.326,Negombo,Sri Lanka,7.23N,80.27E
1998-11-01,26.206,0.311,Negombo,Sri Lanka,7.23N,80.27E
