000000000002,0.405,Chimalhuacán,Mexico,20.09N,98.96W
1949-06-01,16.93,0.474,Chingola,Zambia,12.05S,27.95E
1949-07-01,17.299,0.444,Chingola,Zambia,12.05S,27.95E
1949-08-01,20.022000000000002,0.42100000000000004,Chingola,Zambia,12.05S,27.95E
1949-09-01,22.572,0.32,Chingola,Zambia,12.05S,27.95E
1949-10-01,23.722,0.847,Chingola,Zambia,12.05S,27.95E
1949-11-01,23.66,0.327,Chingola,Zambia,12.05S,27.95E
1949-12-01,21.638,0.306,Chingola,Zambia,12.05S,27.95E
1950-01-01,21.341,0.428,Chingola,Zambia,12.05S,27.95E
1950-02-01,21.463,0.34600000000000003,Chingola,Zambia,12.05S,27.95E
1950-03-01,21.517,0.419,Chingola,Zambia,12.05S,27.95E
1950-04-01,20.63,0.604,Chingola,Zambia,12.05S,27.95E
1950-05-01,17.215999999999998,0.705,Chingola,Zambia,12.05S,27.95E
1950-06-01,15.899000000000001,1.0190000000000001,Chingola,Zambia,12.05S,27.95E
1950-07-01,16.842000000000002,0.527,Chingola,Zambia,12.05S,27.95E
1950-08-01,17.764,0.602,Chingola,Zambia,12.05S,27.95E
1950-09-01,21.429000000000002,0.494,Chingola,Zambia,12.05S,27.95E
1950-10-01,22.093000000000004,0.508,Chingola,Zambia,12.05S,27.95E
1950-11-01,22.104,0.496,Chingola,Zambia,12.05S,27.95E
1950-12-01,21.482,0.469,Chingola,Zambia,12.05S,27.95E
1951-01-01,21.087,0.531,Chingola,Zambia,12.05S,27.95E
1951-02-01,21.092,0.39299999999999996,Chingola,Zambia,12.05S,27.95E
1951-03-01,22.147,0.287,Chingola,Zambia,12.05S,27.95E
1951-04-01,21.375,0.494,Chingola,Zambia,12.05S,27.95E
1951-05-01,19.421,0.38,Chingola,Zambia,12.05S,27.95E
1951-06-01,16.395,0.521,Chingola,Zambia,12.05S,27.95E
1951-07-01,16.283,0.316,Chingola,Zambia,12.05S,27.95E
1951-08-01,18.93,0.255,Chingola,Zambia,12.05S,27.95E
1951-09-01,22.368000000000002,0.32899999999999996,Chingola,Zambia,12.05S,27.95E
1951-10-01,23.956999999999997,0.226,Chingola,Zambia,12.05S,27.95E
1951-11-01,22.634,0.314,Chingola,Zambia,12.05S,27.95E
1951-12-01,21.409000000000002,0.188,Chingola,Zambia,12.05S,27.95E
1952-01-01,22.273000000000003,0.273,Chingola,Zambia,12.05S,27.95E
1952-02-01,21.686999999999998,0.18,Chingola,Zambia,12.05S,27.95E
1952-03-01,22.034000000000002,0.41,Chingola,Zambia,12.05S,27.95E
1952-04-01,21.039,0.2,Chingola,Zambia,12.05S,27.95E
1952-05-01,18.753,0.18600000000000003,Chingola,Zambia,12.05S,27.95E
1952-06-01,17.145,0.355,Chingola,Zambia,12.05S,27.95E
1952-07-01,16.94,0.34299999999999997,Chingola,Zambia,12.05S,27.95E
1952-08-01,19.619,0.33399999999999996,Chingola,Zambia,12.05S,27.95E
1952-09-01,22.811,0.23600000000000002,Chingola,Zambia,12.05S,27.95E
1952-10-01,24.248,0.54,Chingola,Zambia,12.05S,27.95E
1952-11-01,22.063,0.278,Chingola,Zambia,12.05S,27.95E
1952-12-01,22.471,0.31,Chingola,Zambia,12.05S,27.95E
1953-01-01,21.823,0.358,Chingola,Zambia,12.05S,27.95E
1953-02-01,22.429,0.34600000000000003,Chingola,Zambia,12.05S,27.95E
1953-03-01,21.997,0.313,Chingola,Zambia,12.05S,27.95E
1953-04-01,21.237,0.23199999999999998,Chingola,Zambia,12.05S,27.95E
1953-05-01,19.481,0.23800000000000002,Chingola,Zambia,12.05S,27.95E
1953-06-01,16.293,0.21,Chingola,Zambia,12.05S,27.95E
1953-07-01,16.521,0.28300000000000003,Chingola,Zambia,12.05S,27.95E
1953-08-01,19.117,0.166,Chingola,Zambia,12.05S,27.95E
1953-09-01,21.1,0.28600000000000003,Chingola,Zambia,12.05S,27.95E
1953-10-01,24.075,0.415,Chingola,Zambia,12.05S,27.95E
1953-11-01,24.134,0.384,Chingola,Zambia,12.05S,27.95E
1953-12-01,21.901,0.348,Chingola,Zambia,12.05S,27.95E
1954-01-01,21.322,0.8640000000000001,Chingola,Zambia,12.05S,27.95E
1954-02-01,21.66,1.131,Chingola,Zambia,12.05S,27.95E
1954-03-01,21.484,0.746,Chingola,Zambia,12.05S,27.95E
1954-04-01,20.523000000000003,0.528,Chingola,Zambia,12.05S,27.95E
1954-05-01,19.676,0.302,Chingola,Zambia,12.05S,27.95E
1954-06-01,15.93,0.322,Chingola,Zambia,12.05S,27.95E
1954-07-01,16.589000000000002,1.1740000000000002,Chingola,Zambia,12.05S,27.95E
1954-08-01,19.025,0.23399999999999999,Chingola,Zambia,12.05S,27.95E
1954-09-01,22.051,0.445,Chingola,Zambia,12.05S,27.95E
1954-10-01,24.16,0.312,Chingola,Zambia,12.05S,27.95E
1954-11-01,22.528,0.37,Chingola,Zambia,12.05S,27.95E
1954-12-01,21.676,0.35200000000000004,Chingola,Zambia,12.05S,27.95E
1955-01-01,21.516,0.41200000000000003,Chingola,Zambia,12.05S,27.95E
1955-02-01,21.761999999999997,0.436,Chingola,Zambia,12.05S,27.95E
1955-03-01,21.63,0.27,Chingola,Zambia,12.05S,27.95E
1955-04-01,20.621,0.243,Chingola,Zambia,12.05S,27.95E
1955-05-01,18.419,0.765,Chingola,Zambia,12.05S,27.95E
1955-06-01,16.761,0.33799999999999997,Chingola,Zambia,12.05S,27.95E
1955-07-01,16.848000000000006,0.431,Chingola,Zambia,12.05S,27.95E
1955-08-01,18.744,0.523,Chingola,Zambia,12.05S,27.95E
1955-09-01,21.91,0.337,Chingola,Zambia,12.05S,27.95E
1955-10-01,23.779,0.212,Chingola,Zambia,12.05S,27.95E
1955-11-01,23.355,0.302,Chingola,Zambia,12.05S,27.95E
1955-12-01,21.497,0.32899999999999996,Chingola,Zambia,12.05S,27.95E
1956-01-01,20.905,0.495,Chingola,Zambia,12.05S,27.95E
1956-02-01,21.403,0.382,Chingola,Zambia,12.05S,27.95E
1956-03-01,21.823,0.373,Chingola,Zambia,12.05S,27.95E
1956-04-01,20.502,0.289,Chingola,Zambia,12.05S,27.95E
1956-05-01,18.74,0.413,Chingola,Zambia,12.05S,27.95E
1956-06-01,16.544,0.141,Chingola,Zambia,12.05S,27.95E
1956-07-01,15.762,0.207,Chingola,Zambia,12.05S,27.95E
1956-08-01,18.901,0.529,Chingola,Zambia,12.05S,27.95E
1956-09-01,21.984,0.7609999999999999,Chingola,Zambia,12.05S,27.95E
1956-10-01,23.432,0.493,Chingola,Zambia,12.05S,27.95E
1956-11-01,21.971999999999998,0.305,Chingola,Zambia,12.05S,27.95E
1956-12-01,21.143,0.503,Chingola,Zambia,12.05S,27.95E
1957-01-01,21.654,0.727,Chingola,Zambia,12.05S,27.95E
1957-02-01,21.449,0.402,Chingola,Zambia,12.05S,27.95E
1957-03-01,21.592,0.39799999999999996,Chingola,Zambia,12.05S,27.95E
1957-04-01,20.939,0.43,Chingola,Zambia,12.05S,27.95E
1957-05-01,18.382,0.22,Chingola,Zambia,12.05S,27.95E
1957-06-01,16.354,0.545,Chingola,Zambia,12.05S,27.95E
1957-07-01,17.349,0.446,Chingola,Zambia,12.05S,27.95E
1957-08-01,19.487000000000002,0.695,Chingola,Zambia,12.05S,27.95E
1957-09-01,23.0,0.429,Chingola,Zambia,12.05S,27.95E
1957-10-01,23.971,0.478,Chingola,Zambia,12.05S,27.95E
1957-11-01,24.735,0.6459999999999999,Chingola,Zambia,12.05S,27.95E
1957-12-01,22.127,0.595,Chingola,Zambia,12.05S,27.95E
1958-01-01,22.254,0.746,Chingola,Zambia,12.05S,27.95E
1958-02-01,22.288,0.622,Chingola,Zambia,12.05S,27.95E
1958-03-01,22.099,0.27899999999999997,Chingola,Zambia,12.05S,27.95E
1958-04-01,21.845,0.324,Chingola,Zambia,12.05S,27.95E
1958-05-01,19.16,0.336,Chingola,Zambia,12.05S,27.95E
1958-06-01,17.046,0.309,Chingola,Zambia,12.05S,27.95E
1958-07-01,15.91,0.32799999999999996,Chingola,Zambia,12.05S,27.95E
1958-08-01,18.299,0.287,Chingola,Zambia,12.05S,27.95E
1958-09-01,23.012,0.264,Chingola,Zambia,12.05S,27.95E
1958-10-01,23.781999999999996,0.53,Chingola,Zambia,12.05S,27.95E
1958-11-01,23.776999999999997,0.341,Chingola,Zambia,12.05S,27.95E
1958-12-01,22.1,0.546,Chingola,Zambia,12.05S,27.95E
1959-01-01,22.255,0.701,Chingola,Zambia,12.05S,27.95E
1959-02-01,21.862,0.452,Chingola,Zambia,12.05S,27.95E
1959-03-01,21.843000000000004,0.429,Chingola,Zambia,12.05S,27.95E
1959-04-01,21.316,0.9840000000000001,Chingola,Zambia,12.05S,27.95E
1959-05-01,20.112000000000002,0.17800000000000002,Chingola,Zambia,12.05S,27.95E
1959-06-01,17.39,0.28300000000000003,Chingola,Zambia,12.05S,27.95E
1959-07-01,17.524,0.39,Chingola,Zambia,12.05S,27.95E
1959-08-01,19.18,0.23600000000000002,Chingola,Zambia,12.05S,27.95E
1959-09-01,22.349,0.336,Chingola,Zambia,12.05S,27.95E
1959-10-01,23.809,0.32799999999999996,Chingola,Zambia,12.05S,27.95E
1959-11-01,23.338,0.441,Chingola,Zambia,12.05S,27.95E
1959-12-01,21.92,0.379,Chingola,Zambia,12.05S,27.95E
1960-01-01,21.813000000000002,0.61,Chingola,Zambia,12.05S,27.95E
1960-02-01,21.588,0.568,Chingola,Zambia,12.05S,27.95E
1960-03-01,21.156,0.326,Chingola,Zambia,12.05S,27.95E
1960-04-01,20.647,0.22899999999999998,Chingola,Zambia,12.05S,27.95E
1960-05-01,18.921,0.47200000000000003,Chingola,Zambia,12.05S,27.95E
1960-06-01,17.79,0.535,Chingola,Zambia,12.05S,27.95E
1960-07-01,16.081,0.287,Chingola,Zambia,12.05S,27.95E
1960-08-01,19.551,0.298,Chingola,Zambia,12.05S,27.95E
1960-09-01,22.207,0.446,Chingola,Zambia,12.05S,27.95E
1960-10-01,24.256,0.248,Chingola,Zambia,12.05S,27.95E
1960-11-01,23.141,0.792,Chingola,Zambia,12.05S,27.95E
1960-12-01,22.734,0.561,Chingola,Zambia,12.05S,27.95E
1961-01-01,21.997,0.633,Chingola,Zambia,12.05S,27.95E
1961-02-01,21.544,0.2,Chingola,Zambia,12.05S,27.95E
1961-03-01,22.278000000000002,0.24600000000000002,Chingola,Zambia,12.05S,27.95E
1961-04-01,21.616,0.315,Chingola,Zambia,12.05S,27.95E
1961-05-01,20.4,0.36200000000000004,Chingola,Zambia,12.05S,27.95E
1961-06-01,17.843,0.305,Chingola,Zambia,12.05S,27.95E
1961-07-01,17.619,0.147,Chingola,Zambia,12.05S,27.95E
1961-08-01,17.979,0.36,Chingola,Zambia,12.05S,27.95E
1961-09-01,22.006,0.473,Chingola,Zambia,12.05S,27.95E
1961-10-01,24.334,0.517,Chingola,Zambia,12.05S,27.95E
1961-11-01,22.188,0.193,Chingola,Zambia,12.05S,27.95E
1961-12-01,21.05,0.172,Chingola,Zambia,12.05S,27.95E
1962-01-01,21.429000000000002,0.28800000000000003,Chingola,Zambia,12.05S,27.95E
1962-02-01,21.794,0.205,Chingola,Zambia,12.05S,27.95E
1962-03-01,21.521,0.22,Chingola,Zambia,12.05S,27.95E
1962-04-01,21.393,0.45,Chingola,Zambia,12.05S,27.95E
1962-05-01,17.301,0.483,Chingola,Zambia,12.05S,27.95E
1962-06-01,16.929000000000002,0.69,Chingola,Zambia,12.05S,27.95E
1962-07-01,17.195,0.273,Chingola,Zambia,12.05S,27.95E
1962-08-01,19.331,0.44,Chingola,Zambia,12.05S,27.95E
1962-09-01,21.98,0.508,Chingola,Zambia,12.05S,27.95E
1962-10-01,23.194000000000003,1.015,Chingola,Zambia,12.05S,27.95E
1962-11-01,23.024,0.706,Chingola,Zambia,12.05S,27.95E
1962-12-01,21.724,0.365,Chingola,Zambia,12.05S,27.95E
1963-01-01,21.726,0.42200000000000004,Chingola,Zambia,12.05S,27.95E
1963-02-01,22.069000000000006,0.5770000000000001,Chingola,Zambia,12.05S,27.95E
1963-03-01,21.359,0.32299999999999995,Chingola,Zambia,12.05S,27.95E
1963-04-01,20.387,0.252,Chingola,Zambia,12.05S,27.95E
1963-05-01,17.997,0.467,Chingola,Zambia,12.05S,27.95E
1963-06-01,16.266,0.247,Chingola,Zambia,12.05S,27.95E
1963-07-01,17.339000000000002,0.532,Chingola,Zambia,12.05S,27.95E
1963-08-01,18.746,0.406,Chingola,Zambia,12.05S,27.95E
1963-09-01,22.183000000000003,0.254,Chingola,Zambia,12.05S,27.95E
1963-10-01,23.792,0.579,Chingola,Zambia,12.05S,27.95E
1963-11-01,22.325,0.27699999999999997,Chingola,Zambia,12.05S,27.95E
1963-12-01,21.316,0.434,Chingola,Zambia,12.05S,27.95E
1964-01-01,22.0,0.28600000000000003,Chingola,Zambia,12.05S,27.95E
1964-02-01,22.141,0.63,Chingola,Zambia,12.05S,27.95E
1964-03-01,22.305999999999997,0.401,Chingola,Zambia,12.05S,27.95E
1964-04-01,20.585,0.529,Chingola,Zambia,12.05S,27.95E
1964-05-01,18.365,0.389,Chingola,Zambia,12.05S,27.95E
1964-06-01,16.953,0.502,Chingola,Zambia,12.05S,27.95E
1964-07-01,15.175999999999998,0.34,Chingola,Zambia,12.05S,27.95E
1964-08-01,18.458,0.872,Chingola,Zambia,12.05S,27.95E
1964-09-01,21.092,0.353,Chingola,Zambia,12.05S,27.95E
1964-10-01,23.412,0.374,Chingola,Zambia,12.05S,27.95E
1964-11-01,22.58,0.273,Chingola,Zambia,12.05S,27.95E
1964-12-01,21.346,0.537,Chingola,Zambia,12.05S,27.95E
1965-01-01,21.272,0.21600000000000003,Chingola,Zambia,12.05S,27.95E
1965-02-01,21.296999999999997,0.478,Chingola,Zambia,12.05S,27.95E
1965-03-01,21.296,0.341,Chingola,Zambia,12.05S,27.95E
1965-04-01,20.309,0.365,Chingola,Zambia,12.05S,27.95E
1965-05-01,17.719,0.34299999999999997,Chingola,Zambia,12.05S,27.95E
1965-06-01,16.596999999999998,0.523,Chingola,Zambia,12.05S,27.95E
1965-07-01,16.465,0.37,Chingola,Zambia,12.05S,27.95E
1965-08-01,18.587,0.214,Chingola,Zambia,12.05S,27.95E
1965-09-01,21.859,0.319,Chingola,Zambia,12.05S,27.95E
1965-10-01,22.956,0.32,Chingola,Zambia,12.05S,27.95E
1965-11-01,23.035999999999998,0.42200000000000004,Chingola,Zambia,12.05S,27.95E
1965-12-01,21.809,0.595,Chingola,Zambia,12.05S,27.95E
1966-01-01,21.978,0.703,Chingola,Zambia,12.05S,27.95E
1966-02-01,22.247,0.17,Chingola,Zambia,12.05S,27.95E
1966-03-01,21.531999999999996,0.396,Chingola,Zambia,12.05S,27.95E
1966-04-01,20.703000000000003,0.434,Chingola,Zambia,12.05S,27.95E
1966-05-01,19.812,0.46399999999999997,Chingola,Zambia,12.05S,27.95E
1966-06-01,17.488,0.713,Chingola,Zambia,12.05S,27.95E
1966-07-01,17.573,1.068,Chingola,Zambia,12.05S,27.95E
1966-08-01,19.814,0.28,Chingola,Zambia,12.05S,27.95E
1966-09-01,22.615,0.364,Chingola,Zambia,12.05S,27.95E
1966-10-01,23.565,0.264,Chingola,Zambia,12.05S,27.95E
1966-11-01,23.557,0.376,Chingola,Zambia,12.05S,27.95E
1966-12-01,21.895,0.324,Chingola,Zambia,12.05S,27.95E
1967-01-01,21.239,0.292,Chingola,Zambia,12.05S,27.95E
1967-02-01,21.619,0.364,Chingola,Zambia,12.05S,27.95E
1967-03-01,21.471999999999998,0.35100000000000003,Chingola,Zambia,12.05S,27.95E
1967-04-01,20.952,0.19699999999999998,Chingola,Zambia,12.05S,27.95E
1967-05-01,18.836,0.311,Chingola,Zambia,12.05S,27.95E
1967-06-01,17.108,0.5820000000000001,Chingola,Zambia,12.05S,27.95E
1967-07-01,16.248,1.3430000000000002,Chingola,Zambia,12.05S,27.95E
1967-08-01,18.52,0.5820000000000001,Chingola,Zambia,12.05S,27.95E
1967-09-01,21.684,0.46799999999999997,Chingola,Zambia,12.05S,27.95E
1967-10-01,23.914,0.21,Chingola,Zambia,12.05S,27.95E
1967-11-01,22.229,0.583,Chingola,Zambia,12.05S,27.95E
1967-12-01,21.071,0.3,Chingola,Zambia,12.05S,27.95E
1968-01-01,21.004,0.622,Chingola,Zambia,12.05S,27.95E
1968-02-01,21.491999999999997,0.79,Chingola,Zambia,12.05S,27.95E
1968-03-01,20.994,0.32799999999999996,Chingola,Zambia,12.05S,27.95E
1968-04-01,20.529,0.191,Chingola,Zambia,12.05S,27.95E
1968-05-01,18.785999999999998,0.221,Chingola,Zambia,12.05S,27.95E
1968-06-01,16.506999999999998,0.431,Chingola,Zambia,12.05S,27.95E
1968-07-01,17.042,1.0759999999999998,Chingola,Zambia,12.05S,27.95E
1968-08-01,19.403,0.295,Chingola,Zambia,12.05S,27.95E
1968-09-01,22.302,0.375,Chingola,Zambia,12.05S,27.95E
1968-10-01,24.443,0.551,Chingola,Zambia,12.05S,27.95E
1968-11-01,22.31,0.244,Chingola,Zambia,12.05S,27.95E
1968-12-01,21.192,0.205,Chingola,Zambia,12.05S,27.95E
1969-01-01,21.654,0.777,Chingola,Zambia,12.05S,27.95E
1969-02-01,21.704,0.9329999999999999,Chingola,Zambia,12.05S,27.95E
1969-03-01,22.065,0.68,Chingola,Zambia,12.05S,27.95E
1969-04-01,21.748,0.6859999999999999,Chingola,Zambia,12.05S,27.95E
1969-05-01,19.067999999999998,0.28600000000000003,Chingola,Zambia,12.05S,27.95E
1969-06-01,17.115,0.312,Chingola,Zambia,12.05S,27.95E
1969-07-01,17.101,0.315,Chingola,Zambia,12.05S,27.95E
1969-08-01,19.789,0.386,Chingola,Zambia,12.05S,27.95E
1969-09-01,22.605,0.318,Chingola,Zambia,12.05S,27.95E
1969-10-01,23.756,0.11800000000000001,Chingola,Zambia,12.05S,27.95E
1969-11-01,23.105999999999998,0.516,Chingola,Zambia,12.05S,27.95E
1969-12-01,21.422,0.494,Chingola,Zambia,12.05S,27.95E
1970-01-01,21.597,0.441,Chingola,Zambia,12.05S,27.95E
1970-02-01,21.91,0.426,Chingola,Zambia,12.05S,27.95E
1970-03-01,21.625999999999998,0.363,Chingola,Zambia,12.05S,27.95E
1970-04-01,21.103,0.377,Chingola,Zambia,12.05S,27.95E
1970-05-01,19.303,0.18899999999999997,Chingola,Zambia,12.05S,27.95E
1970-06-01,17.523999999999994,0.42,Chingola,Zambia,12.05S,27.95E
1970-07-01,17.96,0.299,Chingola,Zambia,12.05S,27.95E
1970-08-01,19.948,0.295,Chingola,Zambia,12.05S,27.95E
1970-09-01,23.005,0.264,Chingola,Zambia,12.05S,27.95E
1970-10-01,23.596,0.22,Chingola,Zambia,12.05S,27.95E
1970-11-01,22.213,0.292,Chingola,Zambia,12.05S,27.95E
1970-12-01,21.048000000000002,0.149,Chingola,Zambia,12.05S,27.95E
1971-01-01,21.051,0.23800000000000002,Chingola,Zambia,12.05S,27.95E
1971-02-01,21.138,0.23800000000000002,Chingola,Zambia,12.05S,27.95E
1971-03-01,21.491,0.276,Chingola,Zambia,12.05S,27.95E
1971-04-01,20.926,0.248,Chingola,Zambia,12.05S,27.95E
1971-05-01,18.475,0.207,Chingola,Zambia,12.05S,27.95E
1971-06-01,16.360999999999994,0.18600000000000003,Chingola,Zambia,12.05S,27.95E
1971-07-01,17.365000000000002,0.662,Chingola,Zambia,12.05S,27.95E
1971-08-01,19.37,0.489,Chingola,Zambia,12.05S,27.95E
1971-09-01,22.134,0.262,Chingola,Zambia,12.05S,27.95E
1971-10-01,23.251,0.337,Chingola,Zambia,12.05S,27.95E
1971-11-01,21.985,0.35,Chingola,Zambia,12.05S,27.95E
1971-12-01,21.194000000000003,0.226,Chingola,Zambia,12.05S,27.95E
1972-01-01,21.328000000000003,0.215,Chingola,Zambia,12.05S,27.95E
1972-02-01,21.228,0.231,Chingola,Zambia,12.05S,27.95E
1972-03-01,21.502,0.187,Chingola,Zambia,12.05S,27.95E
1972-04-01,20.822,0.3,Chingola,Zambia,12.05S,27.95E
1972-05-01,19.783,0.205,Chingola,Zambia,12.05S,27.95E
1972-06-01,16.467,0.337,Chingola,Zambia,12.05S,27.95E
1972-07-01,16.832,0.385,Chingola,Zambia,12.05S,27.95E
1972-08-01,19.154,0.36200000000000004,Chingola,Zambia,12.05S,27.95E
1972-09-01,22.847,0.26899999999999996,Chingola,Zambia,12.05S,27.95E
1972-10-01,23.754,0.24600000000000002,Chingola,Zambia,12.05S,27.95E
1972-11-01,22.801,0.628,Chingola,Zambia,12.05S,27.95E
1972-12-01,22.497,0.358,Chingola,Zambia,12.05S,27.95E
1973-01-01,22.201,0.344,Chingola,Zambia,12.05S,27.95E
1973-02-01,21.836,1.3419999999999999,Chingola,Zambia,12.05S,27.95E
1973-03-01,22.717,0.366,Chingola,Zambia,12.05S,27.95E
1973-04-01,20.739,0.305,Chingola,Zambia,12.05S,27.95E
1973-05-01,19.563,0.4,Chingola,Zambia,12.05S,27.95E
1973-06-01,16.333,0.391,Chingola,Zambia,12.05S,27.95E
1973-07-01,16.567,0.93,Chingola,Zambia,12.05S,27.95E
1973-08-01,19.166,0.368,Chingola,Zambia,12.05S,27.95E
1973-09-01,22.818,0.24100000000000002,Chingola,Zambia,12.05S,27.95E
1973-10-01,24.035,0.32899999999999996,Chingola,Zambia,12.05S,27.95E
1973-11-01,22.088,0.253,Chingola,Zambia,12.05S,27.95E
1973-12-01,20.935,0.317,Chingola,Zambia,12.05S,27.95E
1974-01-01,20.76,0.375,Chingola,Zambia,12.05S,27.95E
1974-02-01,21.423,0.38299999999999995,Chingola,Zambia,12.05S,27.95E
1974-03-01,21.112,0.32,Chingola,Zambia,12.05S,27.95E
1974-04-01,19.985,0.34700000000000003,Chingola,Zambia,12.05S,27.95E
1974-05-01,18.312,0.377,Chingola,Zambia,12.05S,27.95E
1974-06-01,16.057000000000002,0.275,Chingola,Zambia,12.05S,27.95E
1974-07-01,16.105,0.39399999999999996,Chingola,Zambia,12.05S,27.95E
1974-08-01,19.558,0.265,Chingola,Zambia,12.05S,27.95E
1974-09-01,21.585,0.342,Chingola,Zambia,12.05S,27.95E
1974-10-01,23.868000000000002,0.284,Chingola,Zambia,12.05S,27.95E
1974-11-01,22.771,0.635,Chingola,Zambia,12.05S,27.95E
1974-12-01,21.152,0.318,Chingola,Zambia,12.05S,27.95E
1975-01-01,21.31,0.23800000000000002,Chingola,Zambia,12.05S,27.95E
1975-02-01,21.515,0.22699999999999998,Chingola,Zambia,12.05S,27.95E
1975-03-01,21.195,0.207,Chingola,Zambia,12.05S,27.95E
1975-04-01,20.94,0.35200000000000004,Chingola,Zambia,12.05S,27.95E
1975-05-01,19.374000000000002,0.27899999999999997,Chingola,Zambia,12.05S,27.95E
1975-06-01,16.685,0.36,Chingola,Zambia,12.05S,27.95E
1975-07-01,16.963,0.326,Chingola,Zambia,12.05S,27.95E
1975-08-01,18.731,0.586,Chingola,Zambia,12.05S,27.95E
1975-09-01,22.024,0.25,Chingola,Zambia,12.05S,27.95E
1975-10-01,22.741,0.36700000000000005,Chingola,Zambia,12.05S,27.95E
1975-11-01,23.478,0.547,Chingola,Zambia,12.05S,27.95E
1975-12-01,21.263,0.19699999999999998,Chingola,Zambia,12.05S,27.95E
1976-01-01,20.985,0.19899999999999998,Chingola,Zambia,12.05S,27.95E
1976-02-01,21.018,0.268,Chingola,Zambia,12.05S,27.95E
1976-03-01,21.073,0.23600000000000002,Chingola,Zambia,12.05S,27.95E
1976-04-01,20.204,0.22699999999999998,Chingola,Zambia,12.05S,27.95E
1976-05-01,17.81,0.524,Chingola,Zambia,12.05S,27.95E
1976-06-01,16.261,0.33,Chingola,Zambia,12.05S,27.95E
1976-07-01,16.335,0.35100000000000003,Chingola,Zambia,12.05S,27.95E
1976-08-01,17.93,0.38799999999999996,Chingola,Zambia,12.05S,27.95E
1976-09-01,22.202,0.312,Chingola,Zambia,12.05S,27.95E
1976-10-01,23.279,0.4,Chingola,Zambia,12.05S,27.95E
1976-11-01,22.944000000000006,1.0759999999999998,Chingola,Zambia,12.05S,27.95E
1976-12-01,21.599,0.32299999999999995,Chingola,Zambia,12.05S,27.95E
1977-01-01,21.49,0.389,Chingola,Zambia,12.05S,27.95E
1977-02-01,21.635,0.435,Chingola,Zambia,12.05S,27.95E
1977-03-01,21.53,0.625,Chingola,Zambia,12.05S,27.95E
1977-04-01,20.521,0.66,Chingola,Zambia,12.05S,27.95E
1977-05-01,19.624000000000002,0.5379999999999999,Chingola,Zambia,12.05S,27.95E
1977-06-01,17.017999999999994,0.28,Chingola,Zambia,12.05S,27.95E
1977-07-01,17.067999999999998,0.368,Chingola,Zambia,12.05S,27.95E
1977-08-01,19.43,0.348,Chingola,Zambia,12.05S,27.95E
1977-09-01,23.049,0.307,Chingola,Zambia,12.05S,27.95E
1977-10-01,24.799,0.47200000000000003,Chingola,Zambia,12.05S,27.95E
1977-11-01,23.343000000000004,0.451,Chingola,Zambia,12.05S,27.95E
1977-12-01,21.632,0.34700000000000003,Chingola,Zambia,12.05S,27.95E
1978-01-01,21.502,0.521,Chingola,Zambia,12.05S,27.95E
1978-02-01,21.818,0.693,Chingola,Zambia,12.05S,27.95E
1978-03-01,21.495,0.45299999999999996,Chingola,Zambia,12.05S,27.95E
1978-04-01,20.706999999999997,0.62,Chingola,Zambia,12.05S,27.95E
1978-05-01,18.631,0.469,Chingola,Zambia,12.05S,27.95E
1978-06-01,16.323,0.475,Chingola,Zambia,12.05S,27.95E
1978-07-01,15.889,0.45399999999999996,Chingola,Zambia,12.05S,27.95E
1978-08-01,20.127,0.479,Chingola,Zambia,12.05S,27.95E
1978-09-01,23.119,0.275,Chingola,Zambia,12.05S,27.95E
1978-10-01,23.987,0.287,Chingola,Zambia,12.05S,27.95E
1978-11-01,22.346,0.27399999999999997,Chingola,Zambia,12.05S,27.95E
1978-12-01,21.193,0.387,Chingola,Zambia,12.05S,27.95E
1979-01-01,21.445,0.335,Chingola,Zambia,12.05S,27.95E
1979-02-01,21.718000000000004,0.36,Chingola,Zambia,12.05S,27.95E
1979-03-01,21.69,0.478,Chingola,Zambia,12.05S,27.95E
1979-04-01,20.822,0.348,Chingola,Zambia,12.05S,27.95E
1979-05-01,18.961,0.35600000000000004,Chingola,Zambia,12.05S,27.95E
1979-06-01,16.105,0.418,Chingola,Zambia,12.05S,27.95E
1979-07-01,16.578,0.602,Chingola,Zambia,12.05S,27.95E
1979-08-01,19.824,0.9009999999999999,Chingola,Zambia,12.05S,27.95E
1979-09-01,22.939,0.813,Chingola,Zambia,12.05S,27.95E
1979-10-01,24.061,1.048,Chingola,Zambia,12.05S,27.95E
1979-11-01,22.774,0.39,Chingola,Zambia,12.05S,27.95E
1979-12-01,21.397,0.287,Chingola,Zambia,12.05S,27.95E
1980-01-01,21.93,0.425,Chingola,Zambia,12.05S,27.95E
1980-02-01,22.334,0.51,Chingola,Zambia,12.05S,27.95E
1980-03-01,21.741999999999997,0.5710000000000001,Chingola,Zambia,12.05S,27.95E
1980-04-01,20.763,0.251,Chingola,Zambia,12.05S,27.95E
1980-05-01,18.715999999999998,0.278,Chingola,Zambia,12.05S,27.95E
1980-06-01,16.012,0.59,Chingola,Zambia,12.05S,27.95E
1980-07-01,16.074,0.57,Chingola,Zambia,12.05S,27.95E
1980-08-01,19.182000000000002,0.24600000000000002,Chingola,Zambia,12.05S,27.95E
1980-09-01,23.058000000000003,0.568,Chingola,Zambia,12.05S,27.95E
1980-10-01,23.494,0.726,Chingola,Zambia,12.05S,27.95E
1980-11-01,23.325,0.315,Chingola,Zambia,12.05S,27.95E
