,22.24,0.564,Chandpur,Bangladesh,23.31N,90.00E
1957-02-01,0.9660000000000002,0.26,Chaohu,China,31.35N,118.74E
1957-03-01,7.761,0.335,Chaohu,China,31.35N,118.74E
1957-04-01,14.844,0.547,Chaohu,China,31.35N,118.74E
1957-05-01,19.519000000000002,0.268,Chaohu,China,31.35N,118.74E
1957-06-01,23.941,0.36200000000000004,Chaohu,China,31.35N,118.74E
1957-07-01,28.682,0.33299999999999996,Chaohu,China,31.35N,118.74E
1957-08-01,27.065,0.879,Chaohu,China,31.35N,118.74E
1957-09-01,21.09,0.47700000000000004,Chaohu,China,31.35N,118.74E
1957-10-01,16.432000000000002,0.429,Chaohu,China,31.35N,118.74E
1957-11-01,12.613,0.305,Chaohu,China,31.35N,118.74E
1957-12-01,6.282,0.26,Chaohu,China,31.35N,118.74E
1958-01-01,1.829,0.35100000000000003,Chaohu,China,31.35N,118.74E
1958-02-01,4.671,0.33,Chaohu,China,31.35N,118.74E
1958-03-01,10.055,0.289,Chaohu,China,31.35N,118.74E
1958-04-01,16.077,0.305,Chaohu,China,31.35N,118.74E
1958-05-01,19.346,0.31,Chaohu,China,31.35N,118.74E
1958-06-01,25.581999999999997,0.396,Chaohu,China,31.35N,118.74E
1958-07-01,29.717,0.45299999999999996,Chaohu,China,31.35N,118.74E
1958-08-01,26.497,0.418,Chaohu,China,31.35N,118.74E
1958-09-01,22.518,0.364,Chaohu,China,31.35N,118.74E
1958-10-01,14.819,0.17,Chaohu,China,31.35N,118.74E
1958-11-01,10.544,0.268,Chaohu,China,31.35N,118.74E
1958-12-01,6.551,0.303,Chaohu,China,31.35N,118.74E
1959-01-01,1.761,0.485,Chaohu,China,31.35N,118.74E
1959-02-01,4.979,0.19899999999999998,Chaohu,China,31.35N,118.74E
1959-03-01,11.167,0.285,Chaohu,China,31.35N,118.74E
1959-04-01,15.251,0.325,Chaohu,China,31.35N,118.74E
1959-05-01,19.629,0.125,Chaohu,China,31.35N,118.74E
1959-06-01,24.825,0.231,Chaohu,China,31.35N,118.74E
1959-07-01,29.126,0.3,Chaohu,China,31.35N,118.74E
1959-08-01,29.491,0.254,Chaohu,China,31.35N,118.74E
1959-09-01,23.046999999999997,0.23800000000000002,Chaohu,China,31.35N,118.74E
1959-10-01,17.837,0.32,Chaohu,China,31.35N,118.74E
1959-11-01,10.517,0.20199999999999999,Chaohu,China,31.35N,118.74E
1959-12-01,5.590000000000002,0.262,Chaohu,China,31.35N,118.74E
1960-01-01,3.47,0.20199999999999999,Chaohu,China,31.35N,118.74E
1960-02-01,6.8260000000000005,0.348,Chaohu,China,31.35N,118.74E
1960-03-01,11.095999999999998,0.152,Chaohu,China,31.35N,118.74E
1960-04-01,14.844,0.242,Chaohu,China,31.35N,118.74E
1960-05-01,19.578,0.341,Chaohu,China,31.35N,118.74E
1960-06-01,25.171,0.23600000000000002,Chaohu,China,31.35N,118.74E
1960-07-01,29.188000000000002,0.26,Chaohu,China,31.35N,118.74E
1960-08-01,27.114,0.335,Chaohu,China,31.35N,118.74E
1960-09-01,24.081999999999997,0.259,Chaohu,China,31.35N,118.74E
1960-10-01,16.844,0.5489999999999999,Chaohu,China,31.35N,118.74E
1960-11-01,11.309,0.312,Chaohu,China,31.35N,118.74E
1960-12-01,3.69,0.141,Chaohu,China,31.35N,118.74E
1961-01-01,2.802,0.344,Chaohu,China,31.35N,118.74E
1961-02-01,5.621,0.424,Chaohu,China,31.35N,118.74E
1961-03-01,9.982999999999999,0.652,Chaohu,China,31.35N,118.74E
1961-04-01,16.324,0.342,Chaohu,China,31.35N,118.74E
1961-05-01,20.701,0.325,Chaohu,China,31.35N,118.74E
1961-06-01,26.08,0.29600000000000004,Chaohu,China,31.35N,118.74E
1961-07-01,30.018,0.42100000000000004,Chaohu,China,31.35N,118.74E
1961-08-01,28.961,0.204,Chaohu,China,31.35N,118.74E
1961-09-01,23.468000000000004,0.184,Chaohu,China,31.35N,118.74E
1961-10-01,17.660999999999994,0.381,Chaohu,China,31.35N,118.74E
1961-11-01,12.966,0.271,Chaohu,China,31.35N,118.74E
1961-12-01,5.712999999999999,0.314,Chaohu,China,31.35N,118.74E
1962-01-01,1.754,0.49700000000000005,Chaohu,China,31.35N,118.74E
1962-02-01,6.497999999999999,0.374,Chaohu,China,31.35N,118.74E
1962-03-01,9.298,0.256,Chaohu,China,31.35N,118.74E
1962-04-01,13.849,0.254,Chaohu,China,31.35N,118.74E
1962-05-01,20.385,0.09300000000000001,Chaohu,China,31.35N,118.74E
1962-06-01,24.728,0.441,Chaohu,China,31.35N,118.74E
1962-07-01,28.972,0.306,Chaohu,China,31.35N,118.74E
1962-08-01,27.615,0.154,Chaohu,China,31.35N,118.74E
1962-09-01,23.396,0.335,Chaohu,China,31.35N,118.74E
1962-10-01,16.965999999999998,0.373,Chaohu,China,31.35N,118.74E
1962-11-01,10.505999999999998,0.332,Chaohu,China,31.35N,118.74E
1962-12-01,6.115,0.321,Chaohu,China,31.35N,118.74E
1963-01-01,1.2790000000000001,0.57,Chaohu,China,31.35N,118.74E
1963-02-01,4.359,0.33399999999999996,Chaohu,China,31.35N,118.74E
1963-03-01,10.264000000000001,0.17,Chaohu,China,31.35N,118.74E
1963-04-01,14.995999999999999,0.23,Chaohu,China,31.35N,118.74E
1963-05-01,20.951,0.39399999999999996,Chaohu,China,31.35N,118.74E
1963-06-01,24.112,0.237,Chaohu,China,31.35N,118.74E
1963-07-01,28.306,0.263,Chaohu,China,31.35N,118.74E
1963-08-01,27.813000000000002,0.292,Chaohu,China,31.35N,118.74E
1963-09-01,23.715,0.32799999999999996,Chaohu,China,31.35N,118.74E
1963-10-01,16.372,0.21,Chaohu,China,31.35N,118.74E
1963-11-01,12.369000000000002,0.292,Chaohu,China,31.35N,118.74E
1963-12-01,5.7589999999999995,0.166,Chaohu,China,31.35N,118.74E
1964-01-01,3.846,0.27699999999999997,Chaohu,China,31.35N,118.74E
1964-02-01,0.3570000000000002,0.299,Chaohu,China,31.35N,118.74E
1964-03-01,9.783,0.146,Chaohu,China,31.35N,118.74E
1964-04-01,17.592,0.32799999999999996,Chaohu,China,31.35N,118.74E
1964-05-01,20.11,0.214,Chaohu,China,31.35N,118.74E
1964-06-01,24.316999999999997,0.324,Chaohu,China,31.35N,118.74E
1964-07-01,30.118000000000002,0.177,Chaohu,China,31.35N,118.74E
1964-08-01,28.497,0.142,Chaohu,China,31.35N,118.74E
1964-09-01,24.910999999999998,0.256,Chaohu,China,31.35N,118.74E
1964-10-01,17.642,0.294,Chaohu,China,31.35N,118.74E
1964-11-01,11.003,0.304,Chaohu,China,31.35N,118.74E
1964-12-01,5.317,0.198,Chaohu,China,31.35N,118.74E
1965-01-01,4.558,0.19899999999999998,Chaohu,China,31.35N,118.74E
1965-02-01,5.665,0.29,Chaohu,China,31.35N,118.74E
1965-03-01,8.413,0.29,Chaohu,China,31.35N,118.74E
1965-04-01,13.405,0.174,Chaohu,China,31.35N,118.74E
1965-05-01,21.333000000000002,0.409,Chaohu,China,31.35N,118.74E
1965-06-01,23.781,0.41100000000000003,Chaohu,China,31.35N,118.74E
1965-07-01,28.588,0.435,Chaohu,China,31.35N,118.74E
1965-08-01,26.496,0.376,Chaohu,China,31.35N,118.74E
1965-09-01,22.256999999999998,0.294,Chaohu,China,31.35N,118.74E
1965-10-01,17.535999999999998,0.17600000000000002,Chaohu,China,31.35N,118.74E
1965-11-01,12.644,0.3,Chaohu,China,31.35N,118.74E
1965-12-01,4.066000000000002,0.342,Chaohu,China,31.35N,118.74E
1966-01-01,3.971,0.252,Chaohu,China,31.35N,118.74E
1966-02-01,6.7650000000000015,0.32799999999999996,Chaohu,China,31.35N,118.74E
1966-03-01,10.552999999999999,0.319,Chaohu,China,31.35N,118.74E
1966-04-01,14.988,0.135,Chaohu,China,31.35N,118.74E
1966-05-01,20.225,0.21100000000000002,Chaohu,China,31.35N,118.74E
1966-06-01,24.761999999999997,0.285,Chaohu,China,31.35N,118.74E
1966-07-01,28.708000000000002,0.205,Chaohu,China,31.35N,118.74E
1966-08-01,29.373,0.303,Chaohu,China,31.35N,118.74E
1966-09-01,21.561999999999998,0.266,Chaohu,China,31.35N,118.74E
1966-10-01,17.659000000000002,0.231,Chaohu,China,31.35N,118.74E
1966-11-01,11.455,0.203,Chaohu,China,31.35N,118.74E
1966-12-01,3.719,0.235,Chaohu,China,31.35N,118.74E
1967-01-01,1.9880000000000002,0.18899999999999997,Chaohu,China,31.35N,118.74E
1967-02-01,4.128,0.46,Chaohu,China,31.35N,118.74E
1967-03-01,9.554,0.28,Chaohu,China,31.35N,118.74E
1967-04-01,14.717,0.14300000000000002,Chaohu,China,31.35N,118.74E
1967-05-01,21.309,0.225,Chaohu,China,31.35N,118.74E
1967-06-01,26.114,0.245,Chaohu,China,31.35N,118.74E
1967-07-01,28.623,0.38,Chaohu,China,31.35N,118.74E
1967-08-01,30.66,0.474,Chaohu,China,31.35N,118.74E
1967-09-01,23.335,0.434,Chaohu,China,31.35N,118.74E
1967-10-01,17.0,0.39399999999999996,Chaohu,China,31.35N,118.74E
1967-11-01,10.458,0.278,Chaohu,China,31.35N,118.74E
1967-12-01,1.043,0.519,Chaohu,China,31.35N,118.74E
1968-01-01,2.349,0.217,Chaohu,China,31.35N,118.74E
1968-02-01,2.049,0.841,Chaohu,China,31.35N,118.74E
1968-03-01,10.084,0.248,Chaohu,China,31.35N,118.74E
1968-04-01,15.216,0.215,Chaohu,China,31.35N,118.74E
1968-05-01,20.276,0.171,Chaohu,China,31.35N,118.74E
1968-06-01,24.906999999999996,0.374,Chaohu,China,31.35N,118.74E
1968-07-01,27.295,0.297,Chaohu,China,31.35N,118.74E
1968-08-01,27.58,0.135,Chaohu,China,31.35N,118.74E
1968-09-01,23.474,0.203,Chaohu,China,31.35N,118.74E
1968-10-01,16.009999999999998,0.285,Chaohu,China,31.35N,118.74E
1968-11-01,12.967,0.212,Chaohu,China,31.35N,118.74E
1968-12-01,8.151,0.221,Chaohu,China,31.35N,118.74E
1969-01-01,2.162,0.222,Chaohu,China,31.35N,118.74E
1969-02-01,0.8069999999999999,0.414,Chaohu,China,31.35N,118.74E
1969-03-01,7.931,0.18600000000000003,Chaohu,China,31.35N,118.74E
1969-04-01,15.56,0.40399999999999997,Chaohu,China,31.35N,118.74E
1969-05-01,21.714000000000002,0.27699999999999997,Chaohu,China,31.35N,118.74E
1969-06-01,23.791,0.244,Chaohu,China,31.35N,118.74E
1969-07-01,26.969,0.313,Chaohu,China,31.35N,118.74E
1969-08-01,28.208000000000002,0.353,Chaohu,China,31.35N,118.74E
1969-09-01,24.399,0.29,Chaohu,China,31.35N,118.74E
1969-10-01,17.392,0.28,Chaohu,China,31.35N,118.74E
1969-11-01,9.308,0.406,Chaohu,China,31.35N,118.74E
1969-12-01,4.3100000000000005,0.23800000000000002,Chaohu,China,31.35N,118.74E
1970-01-01,1.374,0.355,Chaohu,China,31.35N,118.74E
1970-02-01,5.977,0.349,Chaohu,China,31.35N,118.74E
1970-03-01,6.2040000000000015,0.318,Chaohu,China,31.35N,118.74E
1970-04-01,14.17,0.35200000000000004,Chaohu,China,31.35N,118.74E
1970-05-01,20.589000000000002,0.185,Chaohu,China,31.35N,118.74E
1970-06-01,23.389,0.32799999999999996,Chaohu,China,31.35N,118.74E
1970-07-01,27.506,0.203,Chaohu,China,31.35N,118.74E
1970-08-01,28.479,0.397,Chaohu,China,31.35N,118.74E
1970-09-01,23.177,0.375,Chaohu,China,31.35N,118.74E
1970-10-01,17.53,0.255,Chaohu,China,31.35N,118.74E
1970-11-01,10.841,0.14,Chaohu,China,31.35N,118.74E
1970-12-01,5.715,0.239,Chaohu,China,31.35N,118.74E
1971-01-01,2.524,0.195,Chaohu,China,31.35N,118.74E
1971-02-01,3.893,0.369,Chaohu,China,31.35N,118.74E
1971-03-01,8.248,0.239,Chaohu,China,31.35N,118.74E
1971-04-01,15.325999999999999,0.17,Chaohu,China,31.35N,118.74E
1971-05-01,20.628,0.294,Chaohu,China,31.35N,118.74E
1971-06-01,25.48,0.204,Chaohu,China,31.35N,118.74E
1971-07-01,30.389,0.318,Chaohu,China,31.35N,118.74E
1971-08-01,28.565,0.428,Chaohu,China,31.35N,118.74E
1971-09-01,22.584,0.244,Chaohu,China,31.35N,118.74E
1971-10-01,15.432,0.284,Chaohu,China,31.35N,118.74E
1971-11-01,11.144,0.152,Chaohu,China,31.35N,118.74E
1971-12-01,4.968,0.142,Chaohu,China,31.35N,118.74E
1972-01-01,3.428,0.46399999999999997,Chaohu,China,31.35N,118.74E
1972-02-01,1.431,0.28300000000000003,Chaohu,China,31.35N,118.74E
1972-03-01,9.501,0.213,Chaohu,China,31.35N,118.74E
1972-04-01,14.534,0.252,Chaohu,China,31.35N,118.74E
1972-05-01,19.908,0.134,Chaohu,China,31.35N,118.74E
1972-06-01,24.859,0.153,Chaohu,China,31.35N,118.74E
1972-07-01,27.321,0.45399999999999996,Chaohu,China,31.35N,118.74E
1972-08-01,27.002,0.312,Chaohu,China,31.35N,118.74E
1972-09-01,22.002,0.49200000000000005,Chaohu,China,31.35N,118.74E
1972-10-01,16.857,0.36,Chaohu,China,31.35N,118.74E
1972-11-01,11.417,0.17600000000000002,Chaohu,China,31.35N,118.74E
1972-12-01,5.622000000000001,0.242,Chaohu,China,31.35N,118.74E
1973-01-01,3.735,0.359,Chaohu,China,31.35N,118.74E
1973-02-01,6.055,0.539,Chaohu,China,31.35N,118.74E
1973-03-01,10.385,0.34700000000000003,Chaohu,China,31.35N,118.74E
1973-04-01,16.736,0.146,Chaohu,China,31.35N,118.74E
1973-05-01,19.426,0.302,Chaohu,China,31.35N,118.74E
1973-06-01,24.006,0.10400000000000001,Chaohu,China,31.35N,118.74E
1973-07-01,28.373,0.364,Chaohu,China,31.35N,118.74E
1973-08-01,28.948,0.306,Chaohu,China,31.35N,118.74E
1973-09-01,21.526,0.304,Chaohu,China,31.35N,118.74E
1973-10-01,16.692999999999998,0.235,Chaohu,China,31.35N,118.74E
1973-11-01,11.239,0.183,Chaohu,China,31.35N,118.74E
1973-12-01,4.198,0.282,Chaohu,China,31.35N,118.74E
1974-01-01,2.505,0.311,Chaohu,China,31.35N,118.74E
1974-02-01,3.405,0.327,Chaohu,China,31.35N,118.74E
1974-03-01,8.975,0.237,Chaohu,China,31.35N,118.74E
1974-04-01,16.722,0.15,Chaohu,China,31.35N,118.74E
1974-05-01,21.336,0.233,Chaohu,China,31.35N,118.74E
1974-06-01,23.68,0.152,Chaohu,China,31.35N,118.74E
1974-07-01,26.924,0.3,Chaohu,China,31.35N,118.74E
1974-08-01,27.081,0.312,Chaohu,China,31.35N,118.74E
1974-09-01,23.055,0.26,Chaohu,China,31.35N,118.74E
1974-10-01,16.685,0.23800000000000002,Chaohu,China,31.35N,118.74E
1974-11-01,12.165,0.371,Chaohu,China,31.35N,118.74E
1974-12-01,4.189,0.287,Chaohu,China,31.35N,118.74E
1975-01-01,4.251,0.311,Chaohu,China,31.35N,118.74E
1975-02-01,5.365,0.161,Chaohu,China,31.35N,118.74E
1975-03-01,9.517000000000001,0.127,Chaohu,China,31.35N,118.74E
1975-04-01,15.072,0.102,Chaohu,China,31.35N,118.74E
1975-05-01,19.714000000000002,0.23600000000000002,Chaohu,China,31.35N,118.74E
1975-06-01,24.241,0.13,Chaohu,China,31.35N,118.74E
1975-07-01,27.882,0.301,Chaohu,China,31.35N,118.74E
1975-08-01,28.291999999999998,0.35700000000000004,Chaohu,China,31.35N,118.74E
1975-09-01,25.513,0.25,Chaohu,China,31.35N,118.74E
1975-10-01,17.87,0.19399999999999998,Chaohu,China,31.35N,118.74E
1975-11-01,11.019,0.282,Chaohu,China,31.35N,118.74E
1975-12-01,3.4610000000000003,0.32,Chaohu,China,31.35N,118.74E
1976-01-01,3.155,0.237,Chaohu,China,31.35N,118.74E
1976-02-01,6.367999999999999,0.205,Chaohu,China,31.35N,118.74E
1976-03-01,8.405,0.223,Chaohu,China,31.35N,118.74E
1976-04-01,14.505,0.16899999999999998,Chaohu,China,31.35N,118.74E
1976-05-01,20.963,0.45899999999999996,Chaohu,China,31.35N,118.74E
1976-06-01,24.128,0.21100000000000002,Chaohu,China,31.35N,118.74E
1976-07-01,26.875,0.244,Chaohu,China,31.35N,118.74E
1976-08-01,28.816999999999997,0.19399999999999998,Chaohu,China,31.35N,118.74E
1976-09-01,21.975,0.33799999999999997,Chaohu,China,31.35N,118.74E
1976-10-01,17.427,0.253,Chaohu,China,31.35N,118.74E
1976-11-01,7.780000000000001,0.205,Chaohu,China,31.35N,118.74E
1976-12-01,5.2,0.18,Chaohu,China,31.35N,118.74E
1977-01-01,-0.6499999999999999,0.149,Chaohu,China,31.35N,118.74E
1977-02-01,3.4480000000000004,0.44,Chaohu,China,31.35N,118.74E
1977-03-01,10.625,0.264,Chaohu,China,31.35N,118.74E
1977-04-01,16.384,0.175,Chaohu,China,31.35N,118.74E
1977-05-01,19.185,0.449,Chaohu,China,31.35N,118.74E
1977-06-01,23.991999999999997,0.16399999999999998,Chaohu,China,31.35N,118.74E
1977-07-01,28.607,0.281,Chaohu,China,31.35N,118.74E
1977-08-01,26.603,0.247,Chaohu,China,31.35N,118.74E
1977-09-01,23.094,0.237,Chaohu,China,31.35N,118.74E
1977-10-01,18.891,0.114,Chaohu,China,31.35N,118.74E
1977-11-01,10.875,0.21899999999999997,Chaohu,China,31.35N,118.74E
1977-12-01,7.445,0.267,Chaohu,China,31.35N,118.74E
1978-01-01,3.4789999999999996,0.319,Chaohu,China,31.35N,118.74E
1978-02-01,4.457,0.155,Chaohu,China,31.35N,118.74E
1978-03-01,8.423,0.201,Chaohu,China,31.35N,118.74E
1978-04-01,16.409000000000002,0.289,Chaohu,China,31.35N,118.74E
1978-05-01,21.208000000000002,0.212,Chaohu,China,31.35N,118.74E
1978-06-01,25.660999999999998,0.26,Chaohu,China,31.35N,118.74E
1978-07-01,29.912,0.121,Chaohu,China,31.35N,118.74E
1978-08-01,29.56,0.39299999999999996,Chaohu,China,31.35N,118.74E
1978-09-01,23.596,0.149,Chaohu,China,31.35N,118.74E
1978-10-01,17.278,0.11900000000000001,Chaohu,China,31.35N,118.74E
1978-11-01,11.11,0.261,Chaohu,China,31.35N,118.74E
1978-12-01,6.035,0.43,Chaohu,China,31.35N,118.74E
1979-01-01,4.227,0.261,Chaohu,China,31.35N,118.74E
1979-02-01,6.924,0.207,Chaohu,China,31.35N,118.74E
1979-03-01,9.565,0.085,Chaohu,China,31.35N,118.74E
1979-04-01,14.937,0.244,Chaohu,China,31.35N,118.74E
1979-05-01,19.756,0.29100000000000004,Chaohu,China,31.35N,118.74E
1979-06-01,26.008000000000003,0.27899999999999997,Chaohu,China,31.35N,118.74E
1979-07-01,27.988000000000003,0.12,Chaohu,China,31.35N,118.74E
1979-08-01,28.065,0.348,Chaohu,China,31.35N,118.74E
1979-09-01,22.144,0.166,Chaohu,China,31.35N,118.74E
1979-10-01,17.98,0.332,Chaohu,China,31.35N,118.74E
1979-11-01,10.138,0.267,Chaohu,China,31.35N,118.74E
1979-12-01,6.65,0.237,Chaohu,China,31.35N,118.74E
1980-01-01,3.065,0.154,Chaohu,China,31.35N,118.74E
1980-02-01,3.46,0.303,Chaohu,China,31.35N,118.74E
1980-03-01,7.492999999999999,0.4,Chaohu,China,31.35N,118.74E
1980-04-01,14.356,0.17800000000000002,Chaohu,China,31.35N,118.74E
1980-05-01,20.628,0.261,Chaohu,China,31.35N,118.74E
1980-06-01,25.029,0.282,Chaohu,China,31.35N,118.74E
1980-07-01,26.849,0.262,Chaohu,China,31.35N,118.74E
1980-08-01,24.791,0.474,Chaohu,China,31.35N,118.74E
1980-09-01,21.598000000000003,0.18,Chaohu,China,31.35N,118.74E
1980-10-01,17.272000000000002,0.079,Chaohu,China,31.35N,118.74E
1980-11-01,12.885000000000002,0.147,Chaohu,China,31.35N,118.74E
1980-12-01,4.5680000000000005,0.245,Chaohu,China,31.35N,118.74E
1981-01-01,1.511,0.16,Chaohu,China,31.35N,118.74E
1981-02-01,4.779,0.141,Chaohu,China,31.35N,118.74E
1981-03-01,10.997,0.13,Chaohu,China,31.35N,118.74E
1981-04-01,15.592,0.235,Chaohu,China,31.35N,118.74E
1981-05-01,21.003,0.39799999999999996,Chaohu,China,31.35N,118.74E
1981-06-01,25.118,0.43,Chaohu,China,31.35N,118.74E
1981-07-01,28.613000000000003,0.336,Chaohu,China,31.35N,118.74E
1981-08-01,27.835,0.16,Chaohu,China,31.35N,118.74E
1981-09-01,22.05,0.177,Chaohu,China,31.35N,118.74E
1981-10-01,15.133,0.145,Chaohu,China,31.35N,118.74E
1981-11-01,9.344,0.233,Chaohu,China,31.35N,118.74E
1981-12-01,4.388,0.21899999999999997,Chaohu,China,31.35N,118.74E
1982-01-01,3.422,0.18899999999999997,Chaohu,China,31.35N,118.74E
1982-02-01,4.463,0.19699999999999998,Chaohu,China,31.35N,118.74E
1982-03-01,9.156,0.33799999999999997,Chaohu,China,31.35N,118.74E
1982-04-01,14.589,0.159,Chaohu,China,31.35N,118.74E
1982-05-01,22.515,0.314,Chaohu,China,31.35N,118.74E
1982-06-01,24.278000000000002,0.29600000000000004,Chaohu,China,31.35N,118.74E
1982-07-01,26.652,0.17800000000000002,Chaohu,China,31.35N,118.74E
1982-08-01,26.926,0.11199999999999999,Chaohu,China,31.35N,118.74E
1982-09-01,21.948,0.217,Chaohu,China,31.35N,118.74E
1982-10-01,18.854,0.151,Chaohu,China,31.35N,118.74E
1982-11-01,12.081,0.425,Chaohu,China,31.35N,118.74E
1982-12-01,4.612,0.204,Chaohu,China,31.35N,118.74E
1983-01-01,3.0860000000000003,0.159,Chaohu,China,31.35N,118.74E
1983-02-01,4.6530000000000005,0.3,Chaohu,China,31.35N,118.74E
1983-03-01,8.769,0.192,Chaohu,China,31.35N,118.74E
1983-04-01,15.785,0.203,Chaohu,China,31.35N,118.74E
1983-05-01,21.707,0.184,Chaohu,China,31.35N,118.74E
1983-06-01,23.444000000000003,0.435,Chaohu,China,31.35N,118.74E
1983-07-01,27.478,0.191,Chaohu,China,31.35N,118.74E
1983-08-01,28.048000000000002,0.20600000000000002,Chaohu,China,31.35N,118.74E
1983-09-01,24.354,0.19699999999999998,Chaohu,China,31.35N,118.74E
1983-10-01,17.43,0.415,Chaohu,China,31.35N,118.74E
1983-11-01,10.945,0.20199999999999999,Chaohu,China,31.35N,118.74E
1983-12-01,4.692,0.32299999999999995,Chaohu,China,31.35N,118.74E
1984-01-01,0.6969999999999998,0.258,Chaohu,China,31.35N,118.74E
1984-02-01,2.185,0.267,Chaohu,China,31.35N,118.74E
1984-03-01,9.151,0.22399999999999998,Chaohu,China,31.35N,118.74E
1984-04-01,14.35,0.184,Chaohu,China,31.35N,118.74E
1984-05-01,19.788,0.131,Chaohu,China,31.35N,118.74E
1984-06-01,25.008000000000003,0.205,Chaohu,China,31.35N,118.74E
1984-07-01,28.487,0.373,Chaohu,China,31.35N,118.74E
1984-08-01,28.057,0.233,Chaohu,China,31.35N,118.74E
1984-09-01,22.389,0.23199999999999998,Chaohu,China,31.35N,118.74E
1984-10-01,17.116,0.267,Chaohu,China,31.35N,118.74E
1984-11-01,12.714,0.09,Chaohu,China,31.35N,118.74E
1984-12-01,3.5900000000000003,0.256,Chaohu,China,31.35N,118.74E
1985-01-01,2.815,0.19399999999999998,Chaohu,China,31.35N,118.74E
1985-02-01,4.582,0.15,Chaohu,China,31.35N,118.74E
1985-03-01,6.872999999999999,0.248,Chaohu,China,31.35N,118.74E
1985-04-01,16.094,0.349,Chaohu,China,31.35N,118.74E
1985-05-01,21.462,0.226,Chaohu,China,31.35N,118.74E
1985-06-01,23.963,0.28800000000000003,Chaohu,China,31.35N,118.74E
1985-07-01,28.094,0.198,Chaohu,China,31.35N,118.74E
1985-08-01,28.21,0.235,Chaohu,China,31.35N,118.74E
1985-09-01,23.773000000000003,0.172,Chaohu,China,31.35N,118.74E
1985-10-01,17.285,0.184,Chaohu,China,31.35N,118.74E
1985-11-01,10.794,0.14,Chaohu,China,31.35N,118.74E
1985-12-01,3.0290000000000004,0.424,Chaohu,China,31.35N,118.74E
1986-01-01,3.148,0.265,Chaohu,China,31.35N,118.74E
1986-02-01,3.719,0.24100000000000002,Chaohu,China,31.35N,118.74E
1986-03-01,9.399,0.282,Chaohu,China,31.35N,118.74E
1986-04-01,15.089,0.27399999999999997,Chaohu,China,31.35N,118.74E
1986-05-01,21.702,0.35700000000000004,Chaohu,China,31.35N,118.74E
1986-06-01,24.732,0.324,Chaohu,China,31.35N,118.74E
1986-07-01,27.367,0.262,Chaohu,China,31.35N,118.74E
1986-08-01,27.279,0.225,Chaohu,China,31.35N,118.74E
1986-09-01,22.401999999999997,0.349,Chaohu,China,31.35N,118.74E
1986-10-01,16.274,0.13,Chaohu,China,31.35N,118.74E
1986-11-01,10.479,0.179,Chaohu,China,31.35N,118.74E
1986-12-01,5.510000000000002,0.375,Chaohu,China,31.35N,118.74E
1987-01-01,4.494,0.31,Chaohu,China,31.35N,118.74E
1987-02-01,5.9670000000000005,0.282,Chaohu,China,31.35N,118.74E
1987-03-01,8.392999999999999,0.36200000000000004,Chaohu,China,31.35N,118.74E
1987-04-01,14.77,0.21,Chaohu,China,31.35N,118.74E
1987-05-01,20.705,0.221,Chaohu,China,31.35N,118.74E
1987-06-01,23.18,0.314,Chaohu,China,31.35N,118.74E
1987-07-01,26.715,0.34700000000000003,Chaohu,China,31.35N,118.74E
1987-08-01,27.886999999999997,0.297,Chaohu,China,31.35N,118.74E
1987-09-01,22.732,0.21,Chaohu,China,31.35N,118.74E
1987-10-01,18.551,0.201,Chaohu,China,31.35N,118.74E
1987-11-01,11.552,0.115,Chaohu,China,31.35N,118.74E
1987-12-01,5.0360000000000005,0.466,Chaohu,China,31.35N,118.74E
1988-01-01,3.622,0.245,Chaohu,China,31.35N,118.74E
1988-02-01,3.322,0.195,Chaohu,China,31.35N,118.74E
1988-03-01,7.3130000000000015,0.124,Chaohu,China,31.35N,118.74E
1988-04-01,15.886,0.235,Chaohu,China,31.35N,118.74E
1988-05-01,20.74,0.23800000000000002,Chaohu,China,31.35N,118.74E
1988-06-01,24.91,0.386,Chaohu,China,31.35N,118.74E
1988-07-01,30.166,0.256,Chaohu,China,31.35N,118.74E
1988-08-01,26.809,0.366,Chaohu,China,31.35N,118.74E
1988-09-01,22.214000000000002,0.248,Chaohu,China,31.35N,118.74E
1988-10-01,17.527,0.209,Chaohu,China,31.35N,118.74E
1988-11-01,10.815999999999999,0.325,Chaohu,China,31.35N,118.74E
1988-12-01,6.12,0.349,Chaohu,China,31.35N,118.74E
1989-01-01,4.131,0.348,Chaohu,China,31.35N,118.74E
1989-02-01,4.704,0.18600000000000003,Chaohu,China,31.35N,118.74E
1989-03-01,9.674,0.239,Chaohu,China,31.35N,118.74E
1989-04-01,15.360999999999999,0.239,Chaohu,China,31.35N,118.74E
1989-05-01,19.969,0.212,Chaohu,China,31.35N,118.74E
1989-06-01,24.54,0.22399999999999998,Chaohu,China,31.35N,118.74E
1989-07-01,26.891,0.212,Chaohu,China,31.35N,118.74E
1989-08-01,26.809,0.33,Chaohu,China,31.35N,118.74E
1989-09-01,22.929,0.165,Chaohu,China,31.35N,118.74E
1989-10-01,17.608,0.237,Chaohu,China,31.35N,118.74E
1989-11-01,10.648,0.248,Chaohu,China,31.35N,118.74E
1989-12-01,6.702000000000001,0.13,Chaohu,China,31.35N,118.74E
1990-01-01,3.355,0.327,Chaohu,China,31.35N,118.74E
1990-02-01,4.779,0.325,Chaohu,China,31.35N,118.74E
1990-03-01,11.536,0.212,Chaohu,China,31.35N,118.74E
1990-04-01,15.127,0.193,Chaohu,China,31.35N,118.74E
