999997,0.253,Bettiah,India,26.52N,84.18E
2005-09-01,29.486,0.231,Bhagalpur,India,24.92N,86.90E
2005-10-01,26.521,0.307,Bhagalpur,India,24.92N,86.90E
2005-11-01,22.038,0.218,Bhagalpur,India,24.92N,86.90E
2005-12-01,18.311,0.243,Bhagalpur,India,24.92N,86.90E
2006-01-01,17.930999999999994,0.534,Bhagalpur,India,24.92N,86.90E
2006-02-01,23.609,0.44,Bhagalpur,India,24.92N,86.90E
2006-03-01,26.388,0.371,Bhagalpur,India,24.92N,86.90E
2006-04-01,30.329,0.34600000000000003,Bhagalpur,India,24.92N,86.90E
2006-05-01,31.057,0.41,Bhagalpur,India,24.92N,86.90E
2006-06-01,30.296,0.355,Bhagalpur,India,24.92N,86.90E
2006-07-01,29.593000000000004,0.41200000000000003,Bhagalpur,India,24.92N,86.90E
2006-08-01,29.28,0.361,Bhagalpur,India,24.92N,86.90E
2006-09-01,29.087,0.308,Bhagalpur,India,24.92N,86.90E
2006-10-01,27.464000000000002,0.414,Bhagalpur,India,24.92N,86.90E
2006-11-01,23.107,0.204,Bhagalpur,India,24.92N,86.90E
2006-12-01,19.27,0.672,Bhagalpur,India,24.92N,86.90E
2007-01-01,17.262,0.365,Bhagalpur,India,24.92N,86.90E
2007-02-01,20.361,0.39899999999999997,Bhagalpur,India,24.92N,86.90E
2007-03-01,25.311999999999998,0.449,Bhagalpur,India,24.92N,86.90E
2007-04-01,30.409000000000002,0.512,Bhagalpur,India,24.92N,86.90E
2007-05-01,31.641,0.47200000000000003,Bhagalpur,India,24.92N,86.90E
2007-06-01,30.605,0.24,Bhagalpur,India,24.92N,86.90E
2007-07-01,28.976999999999997,0.521,Bhagalpur,India,24.92N,86.90E
2007-08-01,29.678,0.292,Bhagalpur,India,24.92N,86.90E
2007-09-01,28.998,0.428,Bhagalpur,India,24.92N,86.90E
2007-10-01,27.122,0.263,Bhagalpur,India,24.92N,86.90E
2007-11-01,23.377,0.449,Bhagalpur,India,24.92N,86.90E
2007-12-01,18.403,0.292,Bhagalpur,India,24.92N,86.90E
2008-01-01,17.648,0.303,Bhagalpur,India,24.92N,86.90E
2008-02-01,19.145,0.29600000000000004,Bhagalpur,India,24.92N,86.90E
2008-03-01,26.733,0.42,Bhagalpur,India,24.92N,86.90E
2008-04-01,30.467,0.568,Bhagalpur,India,24.92N,86.90E
2008-05-01,31.392,0.214,Bhagalpur,India,24.92N,86.90E
2008-06-01,29.264,0.353,Bhagalpur,India,24.92N,86.90E
2008-07-01,28.816,0.24600000000000002,Bhagalpur,India,24.92N,86.90E
2008-08-01,29.314,0.441,Bhagalpur,India,24.92N,86.90E
2008-09-01,28.985,0.22399999999999998,Bhagalpur,India,24.92N,86.90E
2008-10-01,27.12,0.547,Bhagalpur,India,24.92N,86.90E
2008-11-01,23.447,0.652,Bhagalpur,India,24.92N,86.90E
2008-12-01,19.67,0.21600000000000003,Bhagalpur,India,24.92N,86.90E
2009-01-01,18.771,0.276,Bhagalpur,India,24.92N,86.90E
2009-02-01,22.166999999999998,0.183,Bhagalpur,India,24.92N,86.90E
2009-03-01,26.888,0.23199999999999998,Bhagalpur,India,24.92N,86.90E
2009-04-01,31.267,0.341,Bhagalpur,India,24.92N,86.90E
2009-05-01,30.654,0.245,Bhagalpur,India,24.92N,86.90E
2009-06-01,32.165,0.35,Bhagalpur,India,24.92N,86.90E
2009-07-01,29.967,0.43200000000000005,Bhagalpur,India,24.92N,86.90E
2009-08-01,29.413,0.293,Bhagalpur,India,24.92N,86.90E
2009-09-01,29.630000000000006,0.20800000000000002,Bhagalpur,India,24.92N,86.90E
2009-10-01,26.824,0.389,Bhagalpur,India,24.92N,86.90E
2009-11-01,23.058000000000003,0.496,Bhagalpur,India,24.92N,86.90E
2009-12-01,18.767,0.289,Bhagalpur,India,24.92N,86.90E
2010-01-01,15.707999999999998,0.45299999999999996,Bhagalpur,India,24.92N,86.90E
2010-02-01,21.392000000000003,0.177,Bhagalpur,India,24.92N,86.90E
2010-03-01,28.522,0.528,Bhagalpur,India,24.92N,86.90E
2010-04-01,32.359,0.302,Bhagalpur,India,24.92N,86.90E
2010-05-01,31.846999999999998,0.58,Bhagalpur,India,24.92N,86.90E
2010-06-01,31.721999999999998,0.29100000000000004,Bhagalpur,India,24.92N,86.90E
2010-07-01,30.107,0.299,Bhagalpur,India,24.92N,86.90E
2010-08-01,30.212,0.494,Bhagalpur,India,24.92N,86.90E
2010-09-01,29.631,0.499,Bhagalpur,India,24.92N,86.90E
2010-10-01,27.695,0.599,Bhagalpur,India,24.92N,86.90E
2010-11-01,24.515,0.175,Bhagalpur,India,24.92N,86.90E
2010-12-01,18.554000000000002,0.419,Bhagalpur,India,24.92N,86.90E
2011-01-01,15.928,0.758,Bhagalpur,India,24.92N,86.90E
2011-02-01,20.97,0.359,Bhagalpur,India,24.92N,86.90E
2011-03-01,26.545,0.489,Bhagalpur,India,24.92N,86.90E
2011-04-01,29.178,0.24100000000000002,Bhagalpur,India,24.92N,86.90E
2011-05-01,30.826,0.387,Bhagalpur,India,24.92N,86.90E
2011-06-01,30.04,0.306,Bhagalpur,India,24.92N,86.90E
2011-07-01,29.566999999999997,0.261,Bhagalpur,India,24.92N,86.90E
2011-08-01,29.021,0.282,Bhagalpur,India,24.92N,86.90E
2011-09-01,29.09,0.34600000000000003,Bhagalpur,India,24.92N,86.90E
2011-10-01,27.515,0.848,Bhagalpur,India,24.92N,86.90E
2011-11-01,23.197,0.19899999999999998,Bhagalpur,India,24.92N,86.90E
2011-12-01,18.084,0.674,Bhagalpur,India,24.92N,86.90E
2012-01-01,16.944000000000003,0.256,Bhagalpur,India,24.92N,86.90E
2012-02-01,20.898000000000003,0.128,Bhagalpur,India,24.92N,86.90E
2012-03-01,26.261000000000006,0.303,Bhagalpur,India,24.92N,86.90E
2012-04-01,30.439,0.628,Bhagalpur,India,24.92N,86.90E
2012-05-01,33.005,0.9259999999999999,Bhagalpur,India,24.92N,86.90E
2012-06-01,32.601,0.6709999999999999,Bhagalpur,India,24.92N,86.90E
2012-07-01,29.381,0.5589999999999999,Bhagalpur,India,24.92N,86.90E
2012-08-01,29.739,0.377,Bhagalpur,India,24.92N,86.90E
2012-09-01,29.331999999999997,0.33299999999999996,Bhagalpur,India,24.92N,86.90E
2012-10-01,26.723000000000003,0.605,Bhagalpur,India,24.92N,86.90E
2012-11-01,22.115,0.529,Bhagalpur,India,24.92N,86.90E
2012-12-01,18.305,0.6729999999999999,Bhagalpur,India,24.92N,86.90E
2013-01-01,15.931,0.336,Bhagalpur,India,24.92N,86.90E
2013-02-01,20.561,0.353,Bhagalpur,India,24.92N,86.90E
2013-03-01,26.236,0.373,Bhagalpur,India,24.92N,86.90E
2013-04-01,29.858,0.292,Bhagalpur,India,24.92N,86.90E
2013-05-01,31.456,0.418,Bhagalpur,India,24.92N,86.90E
2013-06-01,30.929000000000002,0.545,Bhagalpur,India,24.92N,86.90E
2013-07-01,30.19,0.354,Bhagalpur,India,24.92N,86.90E
2013-08-01,29.608,0.265,Bhagalpur,India,24.92N,86.90E
2013-09-01,,,Bhagalpur,India,24.92N,86.90E
1796-01-01,17.668,2.31,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-02-01,19.774,1.751,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-03-01,22.697,2.38,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-04-01,26.195,1.949,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-05-01,27.572,1.645,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-06-01,28.198,2.7119999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-07-01,28.045,2.077,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-08-01,28.938000000000002,2.69,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-09-01,27.802,3.029,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-10-01,26.086,1.511,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-11-01,22.517000000000003,2.597,Bhairab Bazar,Bangladesh,24.92N,90.44E
1796-12-01,16.732,3.4339999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-01-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-02-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-03-01,23.205,2.037,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-04-01,25.239,2.7689999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-05-01,26.622,2.161,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-06-01,28.384,1.923,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-07-01,27.829,2.039,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-08-01,28.585,1.89,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-09-01,27.875,2.745,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-10-01,25.647,2.021,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-11-01,21.290000000000006,1.9180000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1797-12-01,18.570999999999998,2.477,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-01-01,17.934,1.901,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-02-01,19.938,1.9609999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-03-01,25.036,1.902,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-06-01,27.804,1.8780000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-07-01,29.01,2.119,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-08-01,29.248,3.655,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-09-01,27.668000000000003,2.36,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-10-01,25.684,2.168,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-11-01,23.066000000000006,2.376,Bhairab Bazar,Bangladesh,24.92N,90.44E
1798-12-01,18.049,1.939,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-01-01,17.23,2.13,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-02-01,18.378,2.313,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-03-01,23.449,2.366,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-04-01,27.125,2.997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-05-01,27.706,1.649,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-06-01,28.534,2.272,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-07-01,28.528000000000002,1.849,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-08-01,28.752,1.284,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-09-01,28.004,2.1959999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-10-01,26.58,1.9,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-11-01,22.745,1.625,Bhairab Bazar,Bangladesh,24.92N,90.44E
1799-12-01,18.242,1.58,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-01-01,17.604,1.9669999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-02-01,20.446,3.141,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-03-01,23.298000000000002,2.75,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-04-01,27.448,1.9709999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-05-01,26.807,1.63,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-06-01,27.914,1.4809999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-07-01,27.651,1.625,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-08-01,28.125,2.0,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-09-01,26.699,2.009,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-10-01,26.305999999999997,2.164,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-11-01,22.789,2.278,Bhairab Bazar,Bangladesh,24.92N,90.44E
1800-12-01,19.268,1.6969999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-01-01,18.011,1.7890000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-02-01,19.444000000000003,1.632,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-03-01,25.586,1.9580000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-06-01,27.215,1.801,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-07-01,28.511999999999997,2.296,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-08-01,27.847,1.443,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-09-01,27.408,1.4409999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-10-01,25.963,1.626,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-11-01,22.802000000000003,1.646,Bhairab Bazar,Bangladesh,24.92N,90.44E
1801-12-01,19.914,2.9530000000000003,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-01-01,18.586,1.9869999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-02-01,20.259,1.851,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-03-01,25.275,2.083,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-04-01,26.709,2.178,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-05-01,26.63,1.946,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-06-01,28.993,1.5959999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-07-01,28.837,1.5190000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-08-01,28.66,1.4969999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-09-01,28.180999999999997,1.806,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-10-01,26.539,2.7710000000000004,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-11-01,22.473000000000006,1.925,Bhairab Bazar,Bangladesh,24.92N,90.44E
1802-12-01,18.262999999999998,1.831,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-01-01,15.847000000000001,2.142,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-02-01,18.65,2.5839999999999996,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-03-01,23.701,2.239,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-04-01,27.387,2.032,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-05-01,27.906999999999996,1.758,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-06-01,28.226999999999997,1.4609999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-07-01,28.986,1.47,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-08-01,29.893,1.732,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-09-01,28.44,1.4580000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-10-01,26.241,2.316,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-11-01,22.984,2.101,Bhairab Bazar,Bangladesh,24.92N,90.44E
1803-12-01,18.154,2.228,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-01-01,17.695999999999998,3.27,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-02-01,19.345,1.8330000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-03-01,23.57,3.008,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-04-01,28.224,2.0269999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-05-01,28.153000000000002,1.798,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-06-01,28.428,1.4180000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-07-01,29.698,2.0869999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-08-01,28.891,1.625,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-09-01,28.238000000000003,2.826,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-10-01,26.051,1.818,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-11-01,23.875,3.017,Bhairab Bazar,Bangladesh,24.92N,90.44E
1804-12-01,17.851,2.9739999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-01-01,17.76,1.883,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-02-01,19.539,2.2359999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-03-01,24.499000000000002,1.791,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-04-01,26.127,2.292,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-05-01,27.425,1.511,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-06-01,28.502,2.063,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-07-01,28.286,1.5919999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-08-01,29.475,1.337,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-09-01,27.776,1.9980000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-10-01,24.624000000000002,1.857,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-11-01,21.901999999999997,2.299,Bhairab Bazar,Bangladesh,24.92N,90.44E
1805-12-01,19.572,1.499,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-01-01,17.727,1.906,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-02-01,19.737000000000002,2.4130000000000003,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-03-01,23.565,2.06,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-04-01,26.414,2.734,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-05-01,27.581,1.83,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-06-01,26.748,1.641,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-07-01,27.976999999999997,1.45,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-08-01,29.056,1.61,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-09-01,28.523000000000003,1.858,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-10-01,25.531,1.432,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-11-01,22.447000000000006,1.673,Bhairab Bazar,Bangladesh,24.92N,90.44E
1806-12-01,19.21,1.973,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-01-01,16.3,2.1830000000000003,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-02-01,19.775,2.793,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-03-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-05-01,25.396,1.795,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-06-01,27.991999999999997,1.34,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-07-01,28.425,1.974,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-08-01,28.519000000000002,1.7619999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-09-01,28.355,1.401,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-10-01,25.632,1.4509999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-11-01,22.659,2.09,Bhairab Bazar,Bangladesh,24.92N,90.44E
1807-12-01,19.817,1.652,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-01-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-02-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-03-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-06-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-07-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-08-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-09-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-10-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-11-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1808-12-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-01-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-02-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-03-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-06-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-07-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-08-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-09-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-10-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-11-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1809-12-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-01-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-02-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-03-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-06-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-07-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-08-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-09-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-10-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-11-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1810-12-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-01-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-02-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-03-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-06-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-07-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-08-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-09-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-10-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-11-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1811-12-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-01-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-02-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-03-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-04-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-06-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-07-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-08-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-09-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-10-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-11-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1812-12-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-01-01,14.459000000000001,2.6919999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-02-01,18.969,1.7469999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-03-01,21.482,4.915,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-04-01,26.845,1.83,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-05-01,28.1,4.183,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-06-01,27.130000000000006,2.11,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-07-01,28.096,1.594,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-08-01,27.487,1.226,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-09-01,27.83,1.53,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-10-01,25.136999999999997,1.4980000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-11-01,23.697000000000006,1.4669999999999999,Bhairab Bazar,Bangladesh,24.92N,90.44E
1813-12-01,17.366,1.745,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-01-01,15.917,2.759,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-02-01,19.242,1.7,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-03-01,22.653000000000002,2.127,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-04-01,25.414,1.858,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-05-01,,,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-06-01,27.468000000000004,1.6340000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-07-01,26.215,2.306,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-08-01,27.362,1.4380000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-09-01,26.405,1.3940000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-10-01,24.331999999999997,2.924,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-11-01,23.548,4.03,Bhairab Bazar,Bangladesh,24.92N,90.44E
1814-12-01,20.524,4.361000000000001,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-01-01,16.655,2.137,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-02-01,19.73,4.159,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-03-01,22.668000000000003,3.0869999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-04-01,25.876,2.548,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-05-01,26.412,2.719,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-06-01,25.233,1.761,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-07-01,27.796,2.041,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-08-01,27.69,1.597,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-09-01,26.948,1.3530000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-10-01,23.980999999999998,2.5669999999999997,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-11-01,21.139000000000006,2.063,Bhairab Bazar,Bangladesh,24.92N,90.44E
1815-12-01,16.783,1.9380000000000002,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-01-01,17.258,3.468,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-02-01,16.758,2.122,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-03-01,23.776,2.476,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-04-01,25.468,3.48,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-05-01,27.136999999999997,2.209,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-06-01,27.114,2.889,Bhairab Bazar,Bangladesh,24.92N,90.44E
1816-07-01,26.285,1.0759999999999998,Bhairab Bazar,Bangladesh,24.92N,90.44E
