999997,0.956,Majalaya,Indonesia,7.23S,107.84E
1899-10-01,24.892,0.6779999999999999,Majalaya,Indonesia,7.23S,107.84E
1899-11-01,24.861,0.545,Majalaya,Indonesia,7.23S,107.84E
1899-12-01,24.029,0.898,Majalaya,Indonesia,7.23S,107.84E
1900-01-01,24.497,0.7,Majalaya,Indonesia,7.23S,107.84E
1900-02-01,24.577,1.052,Majalaya,Indonesia,7.23S,107.84E
1900-03-01,24.601999999999997,0.609,Majalaya,Indonesia,7.23S,107.84E
1900-04-01,24.523000000000003,0.488,Majalaya,Indonesia,7.23S,107.84E
1900-05-01,24.742,0.428,Majalaya,Indonesia,7.23S,107.84E
1900-06-01,24.557,0.782,Majalaya,Indonesia,7.23S,107.84E
1900-07-01,23.74,0.564,Majalaya,Indonesia,7.23S,107.84E
1900-08-01,24.078000000000007,0.54,Majalaya,Indonesia,7.23S,107.84E
1900-09-01,24.958000000000002,0.8809999999999999,Majalaya,Indonesia,7.23S,107.84E
1900-10-01,25.243,0.649,Majalaya,Indonesia,7.23S,107.84E
1900-11-01,25.098000000000003,1.006,Majalaya,Indonesia,7.23S,107.84E
1900-12-01,24.765,0.626,Majalaya,Indonesia,7.23S,107.84E
1901-01-01,24.249000000000002,0.526,Majalaya,Indonesia,7.23S,107.84E
1901-02-01,23.866,0.758,Majalaya,Indonesia,7.23S,107.84E
1901-03-01,24.073,0.696,Majalaya,Indonesia,7.23S,107.84E
1901-04-01,24.877,0.716,Majalaya,Indonesia,7.23S,107.84E
1901-05-01,25.182,0.386,Majalaya,Indonesia,7.23S,107.84E
1901-06-01,24.303,0.516,Majalaya,Indonesia,7.23S,107.84E
1901-07-01,23.844,0.657,Majalaya,Indonesia,7.23S,107.84E
1901-08-01,23.736,0.7909999999999999,Majalaya,Indonesia,7.23S,107.84E
1901-09-01,24.761,0.441,Majalaya,Indonesia,7.23S,107.84E
1901-10-01,25.129,0.722,Majalaya,Indonesia,7.23S,107.84E
1901-11-01,24.987,0.523,Majalaya,Indonesia,7.23S,107.84E
1901-12-01,24.076,0.5579999999999999,Majalaya,Indonesia,7.23S,107.84E
1902-01-01,24.057,0.647,Majalaya,Indonesia,7.23S,107.84E
1902-02-01,23.648000000000003,0.708,Majalaya,Indonesia,7.23S,107.84E
1902-03-01,24.476999999999997,0.49200000000000005,Majalaya,Indonesia,7.23S,107.84E
1902-04-01,24.565,0.435,Majalaya,Indonesia,7.23S,107.84E
1902-05-01,24.675,0.435,Majalaya,Indonesia,7.23S,107.84E
1902-06-01,24.154,0.507,Majalaya,Indonesia,7.23S,107.84E
1902-07-01,23.901999999999997,0.503,Majalaya,Indonesia,7.23S,107.84E
1902-08-01,24.180000000000003,0.684,Majalaya,Indonesia,7.23S,107.84E
1902-09-01,24.623,0.8540000000000001,Majalaya,Indonesia,7.23S,107.84E
1902-10-01,25.031,0.8690000000000001,Majalaya,Indonesia,7.23S,107.84E
1902-11-01,24.959,1.148,Majalaya,Indonesia,7.23S,107.84E
1902-12-01,24.49,0.826,Majalaya,Indonesia,7.23S,107.84E
1903-01-01,24.794,1.3119999999999998,Majalaya,Indonesia,7.23S,107.84E
1903-02-01,24.168000000000003,1.0490000000000002,Majalaya,Indonesia,7.23S,107.84E
1903-03-01,24.898000000000003,0.48200000000000004,Majalaya,Indonesia,7.23S,107.84E
1903-04-01,24.551,0.465,Majalaya,Indonesia,7.23S,107.84E
1903-05-01,24.578000000000003,0.359,Majalaya,Indonesia,7.23S,107.84E
1903-06-01,24.417,0.478,Majalaya,Indonesia,7.23S,107.84E
1903-07-01,24.057,0.451,Majalaya,Indonesia,7.23S,107.84E
1903-08-01,24.51,0.616,Majalaya,Indonesia,7.23S,107.84E
1903-09-01,24.926,0.599,Majalaya,Indonesia,7.23S,107.84E
1903-10-01,24.712,0.6559999999999999,Majalaya,Indonesia,7.23S,107.84E
1903-11-01,24.721999999999998,0.83,Majalaya,Indonesia,7.23S,107.84E
1903-12-01,23.643,0.584,Majalaya,Indonesia,7.23S,107.84E
1904-01-01,24.048000000000002,0.758,Majalaya,Indonesia,7.23S,107.84E
1904-02-01,23.689,0.5589999999999999,Majalaya,Indonesia,7.23S,107.84E
1904-03-01,24.14,0.48100000000000004,Majalaya,Indonesia,7.23S,107.84E
1904-04-01,24.184,0.276,Majalaya,Indonesia,7.23S,107.84E
1904-05-01,24.285,0.36700000000000005,Majalaya,Indonesia,7.23S,107.84E
1904-06-01,23.768,0.41200000000000003,Majalaya,Indonesia,7.23S,107.84E
1904-07-01,23.73,0.423,Majalaya,Indonesia,7.23S,107.84E
1904-08-01,23.811,0.48,Majalaya,Indonesia,7.23S,107.84E
1904-09-01,24.327,0.49700000000000005,Majalaya,Indonesia,7.23S,107.84E
1904-10-01,24.378,0.373,Majalaya,Indonesia,7.23S,107.84E
1904-11-01,24.638,0.565,Majalaya,Indonesia,7.23S,107.84E
1904-12-01,24.101,0.49,Majalaya,Indonesia,7.23S,107.84E
1905-01-01,24.244,0.669,Majalaya,Indonesia,7.23S,107.84E
1905-02-01,24.332,0.545,Majalaya,Indonesia,7.23S,107.84E
1905-03-01,25.128,0.494,Majalaya,Indonesia,7.23S,107.84E
1905-04-01,24.831999999999997,0.335,Majalaya,Indonesia,7.23S,107.84E
1905-05-01,24.752,0.698,Majalaya,Indonesia,7.23S,107.84E
1905-06-01,24.799,0.33299999999999996,Majalaya,Indonesia,7.23S,107.84E
1905-07-01,24.009,0.8079999999999999,Majalaya,Indonesia,7.23S,107.84E
1905-08-01,24.250999999999998,0.40399999999999997,Majalaya,Indonesia,7.23S,107.84E
1905-09-01,24.503,0.64,Majalaya,Indonesia,7.23S,107.84E
1905-10-01,25.423,0.706,Majalaya,Indonesia,7.23S,107.84E
1905-11-01,25.011999999999997,0.495,Majalaya,Indonesia,7.23S,107.84E
1905-12-01,24.858,0.736,Majalaya,Indonesia,7.23S,107.84E
1906-01-01,24.746,0.643,Majalaya,Indonesia,7.23S,107.84E
1906-02-01,25.036,0.7140000000000001,Majalaya,Indonesia,7.23S,107.84E
1906-03-01,24.809,0.64,Majalaya,Indonesia,7.23S,107.84E
1906-04-01,24.829,0.8029999999999999,Majalaya,Indonesia,7.23S,107.84E
1906-05-01,24.915,0.5710000000000001,Majalaya,Indonesia,7.23S,107.84E
1906-06-01,24.56,0.373,Majalaya,Indonesia,7.23S,107.84E
1906-07-01,24.293000000000003,0.465,Majalaya,Indonesia,7.23S,107.84E
1906-08-01,24.374,0.46399999999999997,Majalaya,Indonesia,7.23S,107.84E
1906-09-01,24.902,0.525,Majalaya,Indonesia,7.23S,107.84E
1906-10-01,24.773000000000003,0.36200000000000004,Majalaya,Indonesia,7.23S,107.84E
1906-11-01,24.749000000000002,0.504,Majalaya,Indonesia,7.23S,107.84E
1906-12-01,24.372,0.69,Majalaya,Indonesia,7.23S,107.84E
1907-01-01,24.375,0.397,Majalaya,Indonesia,7.23S,107.84E
1907-02-01,24.191,0.555,Majalaya,Indonesia,7.23S,107.84E
1907-03-01,24.354,0.35700000000000004,Majalaya,Indonesia,7.23S,107.84E
1907-04-01,24.613000000000003,0.722,Majalaya,Indonesia,7.23S,107.84E
1907-05-01,24.642,0.479,Majalaya,Indonesia,7.23S,107.84E
1907-06-01,24.078000000000003,0.514,Majalaya,Indonesia,7.23S,107.84E
1907-07-01,24.043000000000003,0.22699999999999998,Majalaya,Indonesia,7.23S,107.84E
1907-08-01,23.877,0.434,Majalaya,Indonesia,7.23S,107.84E
1907-09-01,24.475,0.402,Majalaya,Indonesia,7.23S,107.84E
1907-10-01,25.151999999999997,0.424,Majalaya,Indonesia,7.23S,107.84E
1907-11-01,24.898000000000003,0.332,Majalaya,Indonesia,7.23S,107.84E
1907-12-01,24.343000000000004,0.478,Majalaya,Indonesia,7.23S,107.84E
1908-01-01,24.429000000000002,0.6709999999999999,Majalaya,Indonesia,7.23S,107.84E
1908-02-01,24.501,0.6829999999999999,Majalaya,Indonesia,7.23S,107.84E
1908-03-01,24.673000000000002,0.361,Majalaya,Indonesia,7.23S,107.84E
1908-04-01,24.873,0.319,Majalaya,Indonesia,7.23S,107.84E
1908-05-01,24.811,0.516,Majalaya,Indonesia,7.23S,107.84E
1908-06-01,23.908,0.358,Majalaya,Indonesia,7.23S,107.84E
1908-07-01,23.489,0.7070000000000001,Majalaya,Indonesia,7.23S,107.84E
1908-08-01,24.009,0.496,Majalaya,Indonesia,7.23S,107.84E
1908-09-01,24.454,0.408,Majalaya,Indonesia,7.23S,107.84E
1908-10-01,24.794,0.327,Majalaya,Indonesia,7.23S,107.84E
1908-11-01,24.598000000000003,0.353,Majalaya,Indonesia,7.23S,107.84E
1908-12-01,24.35,0.47600000000000003,Majalaya,Indonesia,7.23S,107.84E
1909-01-01,24.673000000000002,0.69,Majalaya,Indonesia,7.23S,107.84E
1909-02-01,24.458000000000002,0.469,Majalaya,Indonesia,7.23S,107.84E
1909-03-01,24.377,0.38,Majalaya,Indonesia,7.23S,107.84E
1909-04-01,24.497,0.436,Majalaya,Indonesia,7.23S,107.84E
1909-05-01,24.629,0.444,Majalaya,Indonesia,7.23S,107.84E
1909-06-01,24.037,0.616,Majalaya,Indonesia,7.23S,107.84E
1909-07-01,23.962,0.29100000000000004,Majalaya,Indonesia,7.23S,107.84E
1909-08-01,24.215,0.499,Majalaya,Indonesia,7.23S,107.84E
1909-09-01,24.883000000000003,0.32899999999999996,Majalaya,Indonesia,7.23S,107.84E
1909-10-01,24.741,0.617,Majalaya,Indonesia,7.23S,107.84E
1909-11-01,24.302,0.44299999999999995,Majalaya,Indonesia,7.23S,107.84E
1909-12-01,23.965,1.385,Majalaya,Indonesia,7.23S,107.84E
1910-01-01,24.412,0.6920000000000001,Majalaya,Indonesia,7.23S,107.84E
1910-02-01,24.391,0.61,Majalaya,Indonesia,7.23S,107.84E
1910-03-01,24.546999999999997,0.474,Majalaya,Indonesia,7.23S,107.84E
1910-04-01,24.616,0.528,Majalaya,Indonesia,7.23S,107.84E
1910-05-01,24.697,0.321,Majalaya,Indonesia,7.23S,107.84E
1910-06-01,24.113000000000003,0.462,Majalaya,Indonesia,7.23S,107.84E
1910-07-01,24.256,0.34,Majalaya,Indonesia,7.23S,107.84E
1910-08-01,24.153,0.368,Majalaya,Indonesia,7.23S,107.84E
1910-09-01,24.956,0.266,Majalaya,Indonesia,7.23S,107.84E
1910-10-01,24.522,0.475,Majalaya,Indonesia,7.23S,107.84E
1910-11-01,24.638,0.893,Majalaya,Indonesia,7.23S,107.84E
1910-12-01,23.995,0.39299999999999996,Majalaya,Indonesia,7.23S,107.84E
1911-01-01,24.081999999999997,0.389,Majalaya,Indonesia,7.23S,107.84E
1911-02-01,23.89,0.769,Majalaya,Indonesia,7.23S,107.84E
1911-03-01,24.924,0.682,Majalaya,Indonesia,7.23S,107.84E
1911-04-01,24.866,0.578,Majalaya,Indonesia,7.23S,107.84E
1911-05-01,24.791,0.44799999999999995,Majalaya,Indonesia,7.23S,107.84E
1911-06-01,24.424,0.45799999999999996,Majalaya,Indonesia,7.23S,107.84E
1911-07-01,23.896,0.354,Majalaya,Indonesia,7.23S,107.84E
1911-08-01,23.732000000000006,1.1179999999999999,Majalaya,Indonesia,7.23S,107.84E
1911-09-01,24.777,0.875,Majalaya,Indonesia,7.23S,107.84E
1911-10-01,24.921,0.74,Majalaya,Indonesia,7.23S,107.84E
1911-11-01,24.947,1.0070000000000001,Majalaya,Indonesia,7.23S,107.84E
1911-12-01,24.432,0.539,Majalaya,Indonesia,7.23S,107.84E
1912-01-01,24.749000000000002,0.6990000000000001,Majalaya,Indonesia,7.23S,107.84E
1912-02-01,24.922,0.625,Majalaya,Indonesia,7.23S,107.84E
1912-03-01,25.011999999999997,0.637,Majalaya,Indonesia,7.23S,107.84E
1912-04-01,25.281999999999996,0.228,Majalaya,Indonesia,7.23S,107.84E
1912-05-01,24.983,0.626,Majalaya,Indonesia,7.23S,107.84E
1912-06-01,24.431,0.35100000000000003,Majalaya,Indonesia,7.23S,107.84E
1912-07-01,23.984,0.267,Majalaya,Indonesia,7.23S,107.84E
1912-08-01,24.224,0.5529999999999999,Majalaya,Indonesia,7.23S,107.84E
1912-09-01,24.88,0.297,Majalaya,Indonesia,7.23S,107.84E
1912-10-01,24.791,0.44,Majalaya,Indonesia,7.23S,107.84E
1912-11-01,24.643,0.292,Majalaya,Indonesia,7.23S,107.84E
1912-12-01,24.642,0.332,Majalaya,Indonesia,7.23S,107.84E
1913-01-01,24.536,0.381,Majalaya,Indonesia,7.23S,107.84E
1913-02-01,24.979,0.46399999999999997,Majalaya,Indonesia,7.23S,107.84E
1913-03-01,24.394000000000002,0.207,Majalaya,Indonesia,7.23S,107.84E
1913-04-01,24.475,0.20199999999999999,Majalaya,Indonesia,7.23S,107.84E
1913-05-01,24.523000000000003,0.311,Majalaya,Indonesia,7.23S,107.84E
1913-06-01,24.359,0.18600000000000003,Majalaya,Indonesia,7.23S,107.84E
1913-07-01,23.769000000000002,0.203,Majalaya,Indonesia,7.23S,107.84E
1913-08-01,23.939,0.368,Majalaya,Indonesia,7.23S,107.84E
1913-09-01,24.499000000000002,0.402,Majalaya,Indonesia,7.23S,107.84E
1913-10-01,24.544,0.579,Majalaya,Indonesia,7.23S,107.84E
1913-11-01,24.771,0.359,Majalaya,Indonesia,7.23S,107.84E
1913-12-01,24.607,0.42100000000000004,Majalaya,Indonesia,7.23S,107.84E
1914-01-01,24.737,0.5770000000000001,Majalaya,Indonesia,7.23S,107.84E
1914-02-01,24.777,0.43799999999999994,Majalaya,Indonesia,7.23S,107.84E
1914-03-01,24.865,0.342,Majalaya,Indonesia,7.23S,107.84E
1914-04-01,24.774,0.442,Majalaya,Indonesia,7.23S,107.84E
1914-05-01,24.755,0.488,Majalaya,Indonesia,7.23S,107.84E
1914-06-01,24.127,0.295,Majalaya,Indonesia,7.23S,107.84E
1914-07-01,23.604,0.377,Majalaya,Indonesia,7.23S,107.84E
1914-08-01,23.628,0.5429999999999999,Majalaya,Indonesia,7.23S,107.84E
1914-09-01,24.671,0.359,Majalaya,Indonesia,7.23S,107.84E
1914-10-01,25.737,0.376,Majalaya,Indonesia,7.23S,107.84E
1914-11-01,25.693,0.5539999999999999,Majalaya,Indonesia,7.23S,107.84E
1914-12-01,24.798000000000002,0.498,Majalaya,Indonesia,7.23S,107.84E
1915-01-01,24.758000000000003,0.332,Majalaya,Indonesia,7.23S,107.84E
1915-02-01,24.671,0.392,Majalaya,Indonesia,7.23S,107.84E
1915-03-01,24.908,0.614,Majalaya,Indonesia,7.23S,107.84E
1915-04-01,24.875999999999998,0.434,Majalaya,Indonesia,7.23S,107.84E
1915-05-01,25.162,0.483,Majalaya,Indonesia,7.23S,107.84E
1915-06-01,24.838,0.446,Majalaya,Indonesia,7.23S,107.84E
1915-07-01,24.201,0.41700000000000004,Majalaya,Indonesia,7.23S,107.84E
1915-08-01,24.320999999999998,0.293,Majalaya,Indonesia,7.23S,107.84E
1915-09-01,24.745,0.27399999999999997,Majalaya,Indonesia,7.23S,107.84E
1915-10-01,25.171999999999997,0.28,Majalaya,Indonesia,7.23S,107.84E
1915-11-01,24.9,0.409,Majalaya,Indonesia,7.23S,107.84E
1915-12-01,24.599,0.46,Majalaya,Indonesia,7.23S,107.84E
1916-01-01,24.331999999999997,0.541,Majalaya,Indonesia,7.23S,107.84E
1916-02-01,24.387,0.504,Majalaya,Indonesia,7.23S,107.84E
1916-03-01,24.57,0.431,Majalaya,Indonesia,7.23S,107.84E
1916-04-01,24.659,0.366,Majalaya,Indonesia,7.23S,107.84E
1916-05-01,24.392,0.21,Majalaya,Indonesia,7.23S,107.84E
1916-06-01,24.286,0.29,Majalaya,Indonesia,7.23S,107.84E
1916-07-01,24.202,0.431,Majalaya,Indonesia,7.23S,107.84E
1916-08-01,24.409,0.557,Majalaya,Indonesia,7.23S,107.84E
1916-09-01,24.965,0.51,Majalaya,Indonesia,7.23S,107.84E
1916-10-01,24.803,0.45299999999999996,Majalaya,Indonesia,7.23S,107.84E
1916-11-01,24.424,0.397,Majalaya,Indonesia,7.23S,107.84E
1916-12-01,24.088,0.565,Majalaya,Indonesia,7.23S,107.84E
1917-01-01,23.966,0.505,Majalaya,Indonesia,7.23S,107.84E
1917-02-01,23.989,0.268,Majalaya,Indonesia,7.23S,107.84E
1917-03-01,24.294,0.42100000000000004,Majalaya,Indonesia,7.23S,107.84E
1917-04-01,24.325,0.307,Majalaya,Indonesia,7.23S,107.84E
1917-05-01,24.359,0.302,Majalaya,Indonesia,7.23S,107.84E
1917-06-01,24.129,0.253,Majalaya,Indonesia,7.23S,107.84E
1917-07-01,24.252,0.632,Majalaya,Indonesia,7.23S,107.84E
1917-08-01,24.205,0.486,Majalaya,Indonesia,7.23S,107.84E
1917-09-01,24.7,0.406,Majalaya,Indonesia,7.23S,107.84E
1917-10-01,24.359,0.305,Majalaya,Indonesia,7.23S,107.84E
1917-11-01,24.826,0.457,Majalaya,Indonesia,7.23S,107.84E
1917-12-01,23.775,0.48,Majalaya,Indonesia,7.23S,107.84E
1918-01-01,23.561,0.45299999999999996,Majalaya,Indonesia,7.23S,107.84E
1918-02-01,23.389,0.237,Majalaya,Indonesia,7.23S,107.84E
1918-03-01,24.073,0.312,Majalaya,Indonesia,7.23S,107.84E
1918-04-01,24.119,0.37,Majalaya,Indonesia,7.23S,107.84E
1918-05-01,24.481,0.24100000000000002,Majalaya,Indonesia,7.23S,107.84E
1918-06-01,23.531999999999996,0.552,Majalaya,Indonesia,7.23S,107.84E
1918-07-01,23.741,0.27699999999999997,Majalaya,Indonesia,7.23S,107.84E
1918-08-01,24.053,0.364,Majalaya,Indonesia,7.23S,107.84E
1918-09-01,24.776,0.272,Majalaya,Indonesia,7.23S,107.84E
1918-10-01,25.219,0.389,Majalaya,Indonesia,7.23S,107.84E
1918-11-01,25.122,0.385,Majalaya,Indonesia,7.23S,107.84E
1918-12-01,24.636,0.365,Majalaya,Indonesia,7.23S,107.84E
1919-01-01,24.625,0.583,Majalaya,Indonesia,7.23S,107.84E
1919-02-01,24.937,0.424,Majalaya,Indonesia,7.23S,107.84E
1919-03-01,25.041999999999998,0.5670000000000001,Majalaya,Indonesia,7.23S,107.84E
1919-04-01,24.835,0.611,Majalaya,Indonesia,7.23S,107.84E
1919-05-01,24.639,0.36,Majalaya,Indonesia,7.23S,107.84E
1919-06-01,24.271,0.348,Majalaya,Indonesia,7.23S,107.84E
1919-07-01,23.609,0.261,Majalaya,Indonesia,7.23S,107.84E
1919-08-01,24.162000000000006,0.284,Majalaya,Indonesia,7.23S,107.84E
1919-09-01,24.9,0.402,Majalaya,Indonesia,7.23S,107.84E
1919-10-01,24.881999999999998,0.474,Majalaya,Indonesia,7.23S,107.84E
1919-11-01,24.609,0.385,Majalaya,Indonesia,7.23S,107.84E
1919-12-01,24.588,0.465,Majalaya,Indonesia,7.23S,107.84E
1920-01-01,24.273000000000003,0.515,Majalaya,Indonesia,7.23S,107.84E
1920-02-01,24.427,0.473,Majalaya,Indonesia,7.23S,107.84E
1920-03-01,24.24,0.33899999999999997,Majalaya,Indonesia,7.23S,107.84E
1920-04-01,24.351,0.639,Majalaya,Indonesia,7.23S,107.84E
1920-05-01,24.513,0.49,Majalaya,Indonesia,7.23S,107.84E
1920-06-01,24.37,0.6509999999999999,Majalaya,Indonesia,7.23S,107.84E
1920-07-01,24.087,0.408,Majalaya,Indonesia,7.23S,107.84E
1920-08-01,24.123,0.45899999999999996,Majalaya,Indonesia,7.23S,107.84E
1920-09-01,24.685,0.20199999999999999,Majalaya,Indonesia,7.23S,107.84E
1920-10-01,24.389,0.46,Majalaya,Indonesia,7.23S,107.84E
1920-11-01,24.95,0.7190000000000001,Majalaya,Indonesia,7.23S,107.84E
1920-12-01,24.569000000000003,0.833,Majalaya,Indonesia,7.23S,107.84E
1921-01-01,24.555,0.7140000000000001,Majalaya,Indonesia,7.23S,107.84E
1921-02-01,24.547,0.469,Majalaya,Indonesia,7.23S,107.84E
1921-03-01,24.517,0.35100000000000003,Majalaya,Indonesia,7.23S,107.84E
1921-04-01,24.574,0.5770000000000001,Majalaya,Indonesia,7.23S,107.84E
1921-05-01,24.781,0.51,Majalaya,Indonesia,7.23S,107.84E
1921-06-01,24.249000000000002,0.304,Majalaya,Indonesia,7.23S,107.84E
1921-07-01,24.05,0.33299999999999996,Majalaya,Indonesia,7.23S,107.84E
1921-08-01,24.476999999999997,0.313,Majalaya,Indonesia,7.23S,107.84E
1921-09-01,24.858,0.436,Majalaya,Indonesia,7.23S,107.84E
1921-10-01,24.971999999999998,0.875,Majalaya,Indonesia,7.23S,107.84E
1921-11-01,24.535,0.608,Majalaya,Indonesia,7.23S,107.84E
1921-12-01,24.385,0.687,Majalaya,Indonesia,7.23S,107.84E
1922-01-01,24.458000000000002,0.42700000000000005,Majalaya,Indonesia,7.23S,107.84E
1922-02-01,24.176,0.26899999999999996,Majalaya,Indonesia,7.23S,107.84E
1922-03-01,24.455,0.35100000000000003,Majalaya,Indonesia,7.23S,107.84E
1922-04-01,24.779,0.307,Majalaya,Indonesia,7.23S,107.84E
1922-05-01,24.46,0.33899999999999997,Majalaya,Indonesia,7.23S,107.84E
1922-06-01,24.189,0.223,Majalaya,Indonesia,7.23S,107.84E
1922-07-01,23.783,0.302,Majalaya,Indonesia,7.23S,107.84E
1922-08-01,24.19,0.552,Majalaya,Indonesia,7.23S,107.84E
1922-09-01,24.677,0.45,Majalaya,Indonesia,7.23S,107.84E
1922-10-01,24.723000000000003,0.42700000000000005,Majalaya,Indonesia,7.23S,107.84E
1922-11-01,24.743,0.45,Majalaya,Indonesia,7.23S,107.84E
1922-12-01,24.447,0.379,Majalaya,Indonesia,7.23S,107.84E
1923-01-01,24.246,0.805,Majalaya,Indonesia,7.23S,107.84E
1923-02-01,24.344,0.445,Majalaya,Indonesia,7.23S,107.84E
1923-03-01,24.621,0.536,Majalaya,Indonesia,7.23S,107.84E
1923-04-01,24.831,0.308,Majalaya,Indonesia,7.23S,107.84E
1923-05-01,24.622,0.264,Majalaya,Indonesia,7.23S,107.84E
1923-06-01,24.346,0.273,Majalaya,Indonesia,7.23S,107.84E
1923-07-01,23.675,0.374,Majalaya,Indonesia,7.23S,107.84E
1923-08-01,23.391,0.494,Majalaya,Indonesia,7.23S,107.84E
1923-09-01,24.168000000000003,0.568,Majalaya,Indonesia,7.23S,107.84E
1923-10-01,25.237,0.659,Majalaya,Indonesia,7.23S,107.84E
1923-11-01,25.139,0.522,Majalaya,Indonesia,7.23S,107.84E
1923-12-01,24.667,0.371,Majalaya,Indonesia,7.23S,107.84E
1924-01-01,24.774,0.284,Majalaya,Indonesia,7.23S,107.84E
1924-02-01,24.769000000000002,0.363,Majalaya,Indonesia,7.23S,107.84E
1924-03-01,24.85,0.359,Majalaya,Indonesia,7.23S,107.84E
1924-04-01,24.467,0.27699999999999997,Majalaya,Indonesia,7.23S,107.84E
1924-05-01,24.938000000000002,0.281,Majalaya,Indonesia,7.23S,107.84E
1924-06-01,24.452,0.23,Majalaya,Indonesia,7.23S,107.84E
1924-07-01,24.085,0.42700000000000005,Majalaya,Indonesia,7.23S,107.84E
1924-08-01,24.423,0.391,Majalaya,Indonesia,7.23S,107.84E
1924-09-01,25.222,0.32299999999999995,Majalaya,Indonesia,7.23S,107.84E
1924-10-01,24.394,0.311,Majalaya,Indonesia,7.23S,107.84E
1924-11-01,24.545,0.35,Majalaya,Indonesia,7.23S,107.84E
1924-12-01,24.175,0.486,Majalaya,Indonesia,7.23S,107.84E
1925-01-01,24.118000000000002,0.552,Majalaya,Indonesia,7.23S,107.84E
1925-02-01,24.083000000000002,0.38799999999999996,Majalaya,Indonesia,7.23S,107.84E
1925-03-01,24.217,0.447,Majalaya,Indonesia,7.23S,107.84E
1925-04-01,24.339,0.23199999999999998,Majalaya,Indonesia,7.23S,107.84E
1925-05-01,24.621,0.233,Majalaya,Indonesia,7.23S,107.84E
1925-06-01,23.926,0.326,Majalaya,Indonesia,7.23S,107.84E
1925-07-01,23.717,0.408,Majalaya,Indonesia,7.23S,107.84E
1925-08-01,24.194000000000006,0.545,Majalaya,Indonesia,7.23S,107.84E
1925-09-01,24.973000000000003,0.568,Majalaya,Indonesia,7.23S,107.84E
1925-10-01,25.186999999999998,0.42700000000000005,Majalaya,Indonesia,7.23S,107.84E
1925-11-01,25.706,0.38299999999999995,Majalaya,Indonesia,7.23S,107.84E
1925-12-01,24.886999999999997,0.282,Majalaya,Indonesia,7.23S,107.84E
1926-01-01,24.435,0.35700000000000004,Majalaya,Indonesia,7.23S,107.84E
1926-02-01,24.816,0.32899999999999996,Majalaya,Indonesia,7.23S,107.84E
1926-03-01,24.894000000000002,0.28300000000000003,Majalaya,Indonesia,7.23S,107.84E
1926-04-01,25.320999999999998,0.281,Majalaya,Indonesia,7.23S,107.84E
1926-05-01,25.207,0.384,Majalaya,Indonesia,7.23S,107.84E
1926-06-01,24.348000000000003,0.502,Majalaya,Indonesia,7.23S,107.84E
1926-07-01,24.276999999999997,0.541,Majalaya,Indonesia,7.23S,107.84E
1926-08-01,24.55,0.3,Majalaya,Indonesia,7.23S,107.84E
1926-09-01,25.19,0.276,Majalaya,Indonesia,7.23S,107.84E
1926-10-01,25.326999999999998,0.517,Majalaya,Indonesia,7.23S,107.84E
1926-11-01,25.683000000000003,0.33299999999999996,Majalaya,Indonesia,7.23S,107.84E
1926-12-01,24.61,0.17800000000000002,Majalaya,Indonesia,7.23S,107.84E
1927-01-01,24.483,0.312,Majalaya,Indonesia,7.23S,107.84E
1927-02-01,24.535,0.41600000000000004,Majalaya,Indonesia,7.23S,107.84E
1927-03-01,24.715,0.295,Majalaya,Indonesia,7.23S,107.84E
1927-04-01,24.57,0.27899999999999997,Majalaya,Indonesia,7.23S,107.84E
1927-05-01,24.546,0.304,Majalaya,Indonesia,7.23S,107.84E
1927-06-01,24.298000000000002,0.316,Majalaya,Indonesia,7.23S,107.84E
1927-07-01,24.099,0.312,Majalaya,Indonesia,7.23S,107.84E
1927-08-01,24.308000000000003,0.299,Majalaya,Indonesia,7.23S,107.84E
1927-09-01,25.02,0.3,Majalaya,Indonesia,7.23S,107.84E
1927-10-01,25.01,0.321,Majalaya,Indonesia,7.23S,107.84E
1927-11-01,24.976999999999997,0.428,Majalaya,Indonesia,7.23S,107.84E
1927-12-01,24.601,0.342,Majalaya,Indonesia,7.23S,107.84E
1928-01-01,24.766,0.42700000000000005,Majalaya,Indonesia,7.23S,107.84E
1928-02-01,24.928,0.42,Majalaya,Indonesia,7.23S,107.84E
1928-03-01,25.022,0.295,Majalaya,Indonesia,7.23S,107.84E
1928-04-01,24.774,0.41200000000000003,Majalaya,Indonesia,7.23S,107.84E
1928-05-01,24.922,0.313,Majalaya,Indonesia,7.23S,107.84E
1928-06-01,24.507,0.41200000000000003,Majalaya,Indonesia,7.23S,107.84E
1928-07-01,23.911,0.33299999999999996,Majalaya,Indonesia,7.23S,107.84E
1928-08-01,24.419,0.7,Majalaya,Indonesia,7.23S,107.84E
1928-09-01,24.95,0.265,Majalaya,Indonesia,7.23S,107.84E
1928-10-01,25.046999999999997,0.496,Majalaya,Indonesia,7.23S,107.84E
1928-11-01,25.326999999999998,0.546,Majalaya,Indonesia,7.23S,107.84E
