3.691,0.987,Da Lat,Vietnam,12.05N,108.49E
1841-02-01,7.968999999999999,1.771,Daan,China,29.74N,105.23E
1841-03-01,11.59,2.059,Daan,China,29.74N,105.23E
1841-04-01,17.174,2.296,Daan,China,29.74N,105.23E
1841-05-01,21.232,1.261,Daan,China,29.74N,105.23E
1841-06-01,23.904,2.081,Daan,China,29.74N,105.23E
1841-07-01,27.153000000000002,1.8530000000000002,Daan,China,29.74N,105.23E
1841-08-01,26.435,1.896,Daan,China,29.74N,105.23E
1841-09-01,21.881,1.297,Daan,China,29.74N,105.23E
1841-10-01,17.171,1.733,Daan,China,29.74N,105.23E
1841-11-01,12.412,1.5590000000000002,Daan,China,29.74N,105.23E
1841-12-01,7.867999999999999,1.431,Daan,China,29.74N,105.23E
1842-01-01,6.746,1.7619999999999998,Daan,China,29.74N,105.23E
1842-02-01,8.633000000000001,1.6780000000000002,Daan,China,29.74N,105.23E
1842-03-01,13.909,1.966,Daan,China,29.74N,105.23E
1842-04-01,18.202,1.607,Daan,China,29.74N,105.23E
1842-05-01,21.179,1.248,Daan,China,29.74N,105.23E
1842-06-01,24.103,1.44,Daan,China,29.74N,105.23E
1842-07-01,25.927,1.215,Daan,China,29.74N,105.23E
1842-08-01,25.95,1.7309999999999999,Daan,China,29.74N,105.23E
1842-09-01,21.946,1.3319999999999999,Daan,China,29.74N,105.23E
1842-10-01,16.304000000000002,1.695,Daan,China,29.74N,105.23E
1842-11-01,12.049000000000001,1.555,Daan,China,29.74N,105.23E
1842-12-01,9.398,1.5619999999999998,Daan,China,29.74N,105.23E
1843-01-01,7.425,1.568,Daan,China,29.74N,105.23E
1843-02-01,9.777999999999999,1.892,Daan,China,29.74N,105.23E
1843-03-01,12.31,2.08,Daan,China,29.74N,105.23E
1843-04-01,17.882,1.3940000000000001,Daan,China,29.74N,105.23E
1843-05-01,20.648000000000003,1.3330000000000002,Daan,China,29.74N,105.23E
1843-06-01,24.311,1.656,Daan,China,29.74N,105.23E
1843-07-01,26.579,1.525,Daan,China,29.74N,105.23E
1843-08-01,26.428,1.588,Daan,China,29.74N,105.23E
1843-09-01,22.203000000000003,1.192,Daan,China,29.74N,105.23E
1843-10-01,16.508,2.01,Daan,China,29.74N,105.23E
1843-11-01,12.124,1.319,Daan,China,29.74N,105.23E
1843-12-01,9.383,1.992,Daan,China,29.74N,105.23E
1844-01-01,6.723,1.47,Daan,China,29.74N,105.23E
1844-02-01,8.772,2.752,Daan,China,29.74N,105.23E
1844-03-01,13.644,1.511,Daan,China,29.74N,105.23E
1844-04-01,17.486,1.429,Daan,China,29.74N,105.23E
1844-05-01,20.506,1.479,Daan,China,29.74N,105.23E
1844-06-01,23.906999999999996,1.3969999999999998,Daan,China,29.74N,105.23E
1844-07-01,26.243000000000002,1.666,Daan,China,29.74N,105.23E
1844-08-01,26.215999999999998,1.599,Daan,China,29.74N,105.23E
1844-09-01,21.666,1.224,Daan,China,29.74N,105.23E
1844-10-01,16.97,1.291,Daan,China,29.74N,105.23E
1844-11-01,12.175,1.921,Daan,China,29.74N,105.23E
1844-12-01,7.434,1.495,Daan,China,29.74N,105.23E
1845-01-01,6.699,2.0180000000000002,Daan,China,29.74N,105.23E
1845-02-01,8.0,2.734,Daan,China,29.74N,105.23E
1845-03-01,13.138,1.655,Daan,China,29.74N,105.23E
1845-04-01,17.546,1.952,Daan,China,29.74N,105.23E
1845-05-01,21.506999999999998,1.374,Daan,China,29.74N,105.23E
1845-06-01,24.901,1.558,Daan,China,29.74N,105.23E
1845-07-01,26.717,1.3780000000000001,Daan,China,29.74N,105.23E
1845-08-01,25.899,1.554,Daan,China,29.74N,105.23E
1845-09-01,22.116,1.186,Daan,China,29.74N,105.23E
1845-10-01,16.211,1.337,Daan,China,29.74N,105.23E
1845-11-01,11.981,1.3219999999999998,Daan,China,29.74N,105.23E
1845-12-01,6.3100000000000005,1.506,Daan,China,29.74N,105.23E
1846-01-01,7.465999999999998,2.015,Daan,China,29.74N,105.23E
1846-02-01,9.267999999999999,2.1590000000000003,Daan,China,29.74N,105.23E
1846-03-01,13.78,2.0069999999999997,Daan,China,29.74N,105.23E
1846-04-01,17.274,1.558,Daan,China,29.74N,105.23E
1846-05-01,20.676,1.295,Daan,China,29.74N,105.23E
1846-06-01,24.82,1.645,Daan,China,29.74N,105.23E
1846-07-01,27.59,1.4780000000000002,Daan,China,29.74N,105.23E
1846-08-01,26.845,1.341,Daan,China,29.74N,105.23E
1846-09-01,22.541,1.28,Daan,China,29.74N,105.23E
1846-10-01,16.651,1.219,Daan,China,29.74N,105.23E
1846-11-01,11.890999999999998,1.442,Daan,China,29.74N,105.23E
1846-12-01,9.24,1.5090000000000001,Daan,China,29.74N,105.23E
1847-01-01,7.009,3.295,Daan,China,29.74N,105.23E
1847-02-01,8.208,1.464,Daan,China,29.74N,105.23E
1847-03-01,12.669,1.975,Daan,China,29.74N,105.23E
1847-04-01,18.079,1.334,Daan,China,29.74N,105.23E
1847-05-01,20.725,1.107,Daan,China,29.74N,105.23E
1847-06-01,23.896,1.351,Daan,China,29.74N,105.23E
1847-07-01,27.636999999999997,1.5630000000000002,Daan,China,29.74N,105.23E
1847-08-01,26.114,1.248,Daan,China,29.74N,105.23E
1847-09-01,22.439,1.073,Daan,China,29.74N,105.23E
1847-10-01,16.476,1.107,Daan,China,29.74N,105.23E
1847-11-01,12.96,1.381,Daan,China,29.74N,105.23E
1847-12-01,7.632999999999999,1.92,Daan,China,29.74N,105.23E
1848-01-01,5.052,1.798,Daan,China,29.74N,105.23E
1848-02-01,8.818,2.044,Daan,China,29.74N,105.23E
1848-03-01,12.917,1.601,Daan,China,29.74N,105.23E
1848-04-01,17.107,1.818,Daan,China,29.74N,105.23E
1848-05-01,21.238000000000003,1.406,Daan,China,29.74N,105.23E
1848-06-01,23.985,1.557,Daan,China,29.74N,105.23E
1848-07-01,27.072,1.4580000000000002,Daan,China,29.74N,105.23E
1848-08-01,25.750999999999998,1.358,Daan,China,29.74N,105.23E
1848-09-01,21.778000000000002,1.4280000000000002,Daan,China,29.74N,105.23E
1848-10-01,16.531,1.4569999999999999,Daan,China,29.74N,105.23E
1848-11-01,11.355,1.4080000000000001,Daan,China,29.74N,105.23E
1848-12-01,8.225,1.631,Daan,China,29.74N,105.23E
1849-01-01,6.4110000000000005,1.659,Daan,China,29.74N,105.23E
1849-02-01,8.766,1.805,Daan,China,29.74N,105.23E
1849-03-01,13.445,2.022,Daan,China,29.74N,105.23E
1849-04-01,16.88,1.886,Daan,China,29.74N,105.23E
1849-05-01,20.37,1.43,Daan,China,29.74N,105.23E
1849-06-01,24.239,1.28,Daan,China,29.74N,105.23E
1849-07-01,26.729,1.37,Daan,China,29.74N,105.23E
1849-08-01,26.386999999999997,1.4369999999999998,Daan,China,29.74N,105.23E
1849-09-01,22.342,1.615,Daan,China,29.74N,105.23E
1849-10-01,16.756,2.103,Daan,China,29.74N,105.23E
1849-11-01,12.264000000000001,1.736,Daan,China,29.74N,105.23E
1849-12-01,7.434,1.617,Daan,China,29.74N,105.23E
1850-01-01,6.259,1.899,Daan,China,29.74N,105.23E
1850-02-01,8.374,2.01,Daan,China,29.74N,105.23E
1850-03-01,13.285,2.414,Daan,China,29.74N,105.23E
1850-04-01,17.079,2.0869999999999997,Daan,China,29.74N,105.23E
1850-05-01,20.803,1.423,Daan,China,29.74N,105.23E
1850-06-01,24.324,1.204,Daan,China,29.74N,105.23E
1850-07-01,26.947,1.214,Daan,China,29.74N,105.23E
1850-08-01,26.459,1.972,Daan,China,29.74N,105.23E
1850-09-01,22.42,1.314,Daan,China,29.74N,105.23E
1850-10-01,17.535999999999998,2.247,Daan,China,29.74N,105.23E
1850-11-01,12.114,2.0140000000000002,Daan,China,29.74N,105.23E
1850-12-01,8.056000000000001,2.0380000000000003,Daan,China,29.74N,105.23E
1851-01-01,7.109,1.4340000000000002,Daan,China,29.74N,105.23E
1851-02-01,8.292,1.8969999999999998,Daan,China,29.74N,105.23E
1851-03-01,11.963,1.8019999999999998,Daan,China,29.74N,105.23E
1851-04-01,16.899,1.921,Daan,China,29.74N,105.23E
1851-05-01,21.337,1.382,Daan,China,29.74N,105.23E
1851-06-01,24.886,1.432,Daan,China,29.74N,105.23E
1851-07-01,27.274,1.516,Daan,China,29.74N,105.23E
1851-08-01,26.695,1.696,Daan,China,29.74N,105.23E
1851-09-01,22.356,1.347,Daan,China,29.74N,105.23E
1851-10-01,17.142,2.092,Daan,China,29.74N,105.23E
1851-11-01,12.091,1.734,Daan,China,29.74N,105.23E
1851-12-01,8.885,2.793,Daan,China,29.74N,105.23E
1852-01-01,7.065,2.323,Daan,China,29.74N,105.23E
1852-02-01,8.035,1.76,Daan,China,29.74N,105.23E
1852-03-01,11.629000000000001,1.956,Daan,China,29.74N,105.23E
1852-04-01,17.233,1.9969999999999999,Daan,China,29.74N,105.23E
1852-05-01,21.739,1.7819999999999998,Daan,China,29.74N,105.23E
1852-06-01,24.851999999999997,1.347,Daan,China,29.74N,105.23E
1852-07-01,27.526,1.2919999999999998,Daan,China,29.74N,105.23E
1852-08-01,26.291,1.433,Daan,China,29.74N,105.23E
1852-09-01,22.057,1.341,Daan,China,29.74N,105.23E
1852-10-01,17.426,1.3419999999999999,Daan,China,29.74N,105.23E
1852-11-01,11.622,1.608,Daan,China,29.74N,105.23E
1852-12-01,7.997999999999999,2.2359999999999998,Daan,China,29.74N,105.23E
1853-01-01,5.362,1.473,Daan,China,29.74N,105.23E
1853-02-01,8.071,2.628,Daan,China,29.74N,105.23E
1853-03-01,13.864,1.742,Daan,China,29.74N,105.23E
1853-04-01,18.147000000000002,1.675,Daan,China,29.74N,105.23E
1853-05-01,21.758000000000003,1.1,Daan,China,29.74N,105.23E
1853-06-01,25.167,0.895,Daan,China,29.74N,105.23E
1853-07-01,27.954,1.081,Daan,China,29.74N,105.23E
1853-08-01,27.043000000000003,1.1420000000000001,Daan,China,29.74N,105.23E
1853-09-01,23.053,0.96,Daan,China,29.74N,105.23E
1853-10-01,16.692,1.393,Daan,China,29.74N,105.23E
1853-11-01,12.484000000000002,1.5959999999999999,Daan,China,29.74N,105.23E
1853-12-01,8.287,1.2309999999999999,Daan,China,29.74N,105.23E
1854-01-01,7.431999999999999,1.37,Daan,China,29.74N,105.23E
1854-02-01,6.7860000000000005,2.582,Daan,China,29.74N,105.23E
1854-03-01,13.467,1.3659999999999999,Daan,China,29.74N,105.23E
1854-04-01,17.111,1.766,Daan,China,29.74N,105.23E
1854-05-01,22.206999999999997,1.357,Daan,China,29.74N,105.23E
1854-06-01,24.653000000000002,1.5190000000000001,Daan,China,29.74N,105.23E
1854-07-01,28.285,1.216,Daan,China,29.74N,105.23E
1854-08-01,27.025,1.5019999999999998,Daan,China,29.74N,105.23E
1854-09-01,22.246,1.347,Daan,China,29.74N,105.23E
1854-10-01,17.358999999999998,1.956,Daan,China,29.74N,105.23E
1854-11-01,12.494000000000002,1.4880000000000002,Daan,China,29.74N,105.23E
1854-12-01,8.392000000000001,2.275,Daan,China,29.74N,105.23E
1855-01-01,6.135,1.584,Daan,China,29.74N,105.23E
1855-02-01,8.721,2.366,Daan,China,29.74N,105.23E
1855-03-01,13.005999999999998,1.6280000000000001,Daan,China,29.74N,105.23E
1855-04-01,18.948,1.42,Daan,China,29.74N,105.23E
1855-05-01,22.195999999999998,1.675,Daan,China,29.74N,105.23E
1855-06-01,24.232,1.4569999999999999,Daan,China,29.74N,105.23E
1855-07-01,26.906999999999996,1.3,Daan,China,29.74N,105.23E
1855-08-01,26.403000000000002,1.3619999999999999,Daan,China,29.74N,105.23E
1855-09-01,21.944000000000003,1.3319999999999999,Daan,China,29.74N,105.23E
1855-10-01,16.593999999999998,1.7009999999999998,Daan,China,29.74N,105.23E
1855-11-01,11.812999999999999,1.3619999999999999,Daan,China,29.74N,105.23E
1855-12-01,7.888,1.96,Daan,China,29.74N,105.23E
1856-01-01,5.904,1.626,Daan,China,29.74N,105.23E
1856-02-01,7.1979999999999995,1.78,Daan,China,29.74N,105.23E
1856-03-01,12.720999999999998,1.604,Daan,China,29.74N,105.23E
1856-04-01,17.649,1.4769999999999999,Daan,China,29.74N,105.23E
1856-05-01,21.272,1.587,Daan,China,29.74N,105.23E
1856-06-01,24.766,1.494,Daan,China,29.74N,105.23E
1856-07-01,26.786,1.459,Daan,China,29.74N,105.23E
1856-08-01,26.028000000000002,1.848,Daan,China,29.74N,105.23E
1856-09-01,22.276,1.4080000000000001,Daan,China,29.74N,105.23E
1856-10-01,16.381999999999998,1.406,Daan,China,29.74N,105.23E
1856-11-01,11.687000000000001,1.7009999999999998,Daan,China,29.74N,105.23E
1856-12-01,8.134,1.63,Daan,China,29.74N,105.23E
1857-01-01,6.06,1.587,Daan,China,29.74N,105.23E
1857-02-01,8.708,2.035,Daan,China,29.74N,105.23E
1857-03-01,13.203,1.828,Daan,China,29.74N,105.23E
1857-04-01,17.371,1.449,Daan,China,29.74N,105.23E
1857-05-01,20.774,1.298,Daan,China,29.74N,105.23E
1857-06-01,23.967,1.287,Daan,China,29.74N,105.23E
1857-07-01,26.993000000000002,1.205,Daan,China,29.74N,105.23E
1857-08-01,25.805999999999997,1.653,Daan,China,29.74N,105.23E
1857-09-01,21.895,1.235,Daan,China,29.74N,105.23E
1857-10-01,16.753,1.4369999999999998,Daan,China,29.74N,105.23E
1857-11-01,12.023,1.61,Daan,China,29.74N,105.23E
1857-12-01,8.802,1.75,Daan,China,29.74N,105.23E
1858-01-01,7.196000000000001,1.8980000000000001,Daan,China,29.74N,105.23E
1858-02-01,8.273,1.59,Daan,China,29.74N,105.23E
1858-03-01,12.985,1.469,Daan,China,29.74N,105.23E
1858-04-01,18.070999999999998,1.859,Daan,China,29.74N,105.23E
1858-05-01,20.906,1.3519999999999999,Daan,China,29.74N,105.23E
1858-06-01,24.29,1.371,Daan,China,29.74N,105.23E
1858-07-01,26.582,1.272,Daan,China,29.74N,105.23E
1858-08-01,25.993000000000002,1.4669999999999999,Daan,China,29.74N,105.23E
1858-09-01,22.309,1.4469999999999998,Daan,China,29.74N,105.23E
1858-10-01,17.250999999999998,1.25,Daan,China,29.74N,105.23E
1858-11-01,12.468,1.514,Daan,China,29.74N,105.23E
1858-12-01,8.122,1.319,Daan,China,29.74N,105.23E
1859-01-01,6.614999999999998,1.261,Daan,China,29.74N,105.23E
1859-02-01,8.4,1.584,Daan,China,29.74N,105.23E
1859-03-01,12.814,1.4609999999999999,Daan,China,29.74N,105.23E
1859-04-01,18.527,1.452,Daan,China,29.74N,105.23E
1859-05-01,22.256999999999998,1.092,Daan,China,29.74N,105.23E
1859-06-01,24.91,1.042,Daan,China,29.74N,105.23E
1859-07-01,26.975,0.91,Daan,China,29.74N,105.23E
1859-08-01,26.531,1.189,Daan,China,29.74N,105.23E
1859-09-01,22.217,1.099,Daan,China,29.74N,105.23E
1859-10-01,17.45,1.295,Daan,China,29.74N,105.23E
1859-11-01,12.140999999999998,1.6119999999999999,Daan,China,29.74N,105.23E
1859-12-01,8.433,2.367,Daan,China,29.74N,105.23E
1860-01-01,6.502000000000001,1.589,Daan,China,29.74N,105.23E
1860-02-01,8.677,1.3769999999999998,Daan,China,29.74N,105.23E
1860-03-01,12.001,2.222,Daan,China,29.74N,105.23E
1860-04-01,17.438,1.36,Daan,China,29.74N,105.23E
1860-05-01,20.474,1.39,Daan,China,29.74N,105.23E
1860-06-01,24.452,1.114,Daan,China,29.74N,105.23E
1860-07-01,26.145,1.643,Daan,China,29.74N,105.23E
1860-08-01,26.688000000000002,1.271,Daan,China,29.74N,105.23E
1860-09-01,22.91,1.253,Daan,China,29.74N,105.23E
1860-10-01,16.794999999999998,1.285,Daan,China,29.74N,105.23E
1860-11-01,11.605,1.3419999999999999,Daan,China,29.74N,105.23E
1860-12-01,8.145,1.811,Daan,China,29.74N,105.23E
1861-01-01,5.7860000000000005,1.871,Daan,China,29.74N,105.23E
1861-02-01,6.949,1.367,Daan,China,29.74N,105.23E
1861-03-01,12.67,1.32,Daan,China,29.74N,105.23E
1861-04-01,17.705,1.5859999999999999,Daan,China,29.74N,105.23E
1861-05-01,20.465,1.6130000000000002,Daan,China,29.74N,105.23E
1861-06-01,24.746,1.3559999999999999,Daan,China,29.74N,105.23E
1861-07-01,26.957,1.25,Daan,China,29.74N,105.23E
1861-08-01,26.574,1.264,Daan,China,29.74N,105.23E
1861-09-01,21.86,1.185,Daan,China,29.74N,105.23E
1861-10-01,17.016,1.162,Daan,China,29.74N,105.23E
1861-11-01,12.825,1.45,Daan,China,29.74N,105.23E
1861-12-01,8.036,1.839,Daan,China,29.74N,105.23E
1862-01-01,4.448,1.7480000000000002,Daan,China,29.74N,105.23E
1862-02-01,6.7730000000000015,1.868,Daan,China,29.74N,105.23E
1862-03-01,11.981,1.5759999999999998,Daan,China,29.74N,105.23E
1862-04-01,17.261,1.797,Daan,China,29.74N,105.23E
1862-05-01,21.521,1.8519999999999999,Daan,China,29.74N,105.23E
1862-06-01,24.342,1.5430000000000001,Daan,China,29.74N,105.23E
1862-07-01,26.797,1.425,Daan,China,29.74N,105.23E
1862-08-01,25.835,1.8019999999999998,Daan,China,29.74N,105.23E
1862-09-01,21.945,1.624,Daan,China,29.74N,105.23E
1862-10-01,16.616999999999994,1.7380000000000002,Daan,China,29.74N,105.23E
1862-11-01,10.865,1.729,Daan,China,29.74N,105.23E
1862-12-01,6.681,1.8940000000000001,Daan,China,29.74N,105.23E
1863-01-01,7.401999999999999,1.975,Daan,China,29.74N,105.23E
1863-02-01,9.191,2.529,Daan,China,29.74N,105.23E
1863-03-01,12.960999999999999,1.568,Daan,China,29.74N,105.23E
1863-04-01,17.375,1.98,Daan,China,29.74N,105.23E
1863-05-01,21.176,1.6059999999999999,Daan,China,29.74N,105.23E
1863-06-01,24.438000000000002,1.496,Daan,China,29.74N,105.23E
1863-07-01,27.313000000000002,1.4369999999999998,Daan,China,29.74N,105.23E
1863-08-01,25.967,1.534,Daan,China,29.74N,105.23E
1863-09-01,21.961,1.31,Daan,China,29.74N,105.23E
1863-10-01,16.304000000000002,1.526,Daan,China,29.74N,105.23E
1863-11-01,11.199000000000002,1.7930000000000001,Daan,China,29.74N,105.23E
1863-12-01,7.831,1.7409999999999999,Daan,China,29.74N,105.23E
1864-01-01,5.419,1.886,Daan,China,29.74N,105.23E
1864-02-01,7.393000000000002,2.125,Daan,China,29.74N,105.23E
1864-03-01,11.84,1.911,Daan,China,29.74N,105.23E
1864-04-01,17.5,1.473,Daan,China,29.74N,105.23E
1864-05-01,21.076,1.411,Daan,China,29.74N,105.23E
1864-06-01,24.46,1.278,Daan,China,29.74N,105.23E
1864-07-01,26.9,1.196,Daan,China,29.74N,105.23E
1864-08-01,25.814,1.4469999999999998,Daan,China,29.74N,105.23E
1864-09-01,21.932,1.462,Daan,China,29.74N,105.23E
1864-10-01,17.351,1.473,Daan,China,29.74N,105.23E
1864-11-01,12.023,1.531,Daan,China,29.74N,105.23E
1864-12-01,7.337000000000001,1.6380000000000001,Daan,China,29.74N,105.23E
1865-01-01,7.598999999999998,1.646,Daan,China,29.74N,105.23E
1865-02-01,8.391,2.305,Daan,China,29.74N,105.23E
1865-03-01,12.607000000000001,1.6569999999999998,Daan,China,29.74N,105.23E
1865-04-01,17.689,2.293,Daan,China,29.74N,105.23E
1865-05-01,21.515,1.5090000000000001,Daan,China,29.74N,105.23E
1865-06-01,24.868000000000002,1.329,Daan,China,29.74N,105.23E
1865-07-01,27.059,1.4609999999999999,Daan,China,29.74N,105.23E
1865-08-01,26.664,1.475,Daan,China,29.74N,105.23E
1865-09-01,22.844,1.31,Daan,China,29.74N,105.23E
1865-10-01,17.47,1.317,Daan,China,29.74N,105.23E
1865-11-01,12.356,1.6280000000000001,Daan,China,29.74N,105.23E
1865-12-01,7.869,1.946,Daan,China,29.74N,105.23E
1866-01-01,7.504,1.652,Daan,China,29.74N,105.23E
1866-02-01,8.607999999999999,1.629,Daan,China,29.74N,105.23E
1866-03-01,12.643,1.758,Daan,China,29.74N,105.23E
1866-04-01,17.519000000000002,1.429,Daan,China,29.74N,105.23E
1866-05-01,21.658,1.232,Daan,China,29.74N,105.23E
1866-06-01,23.908,1.155,Daan,China,29.74N,105.23E
1866-07-01,27.33,1.4080000000000001,Daan,China,29.74N,105.23E
1866-08-01,26.976999999999997,1.686,Daan,China,29.74N,105.23E
1866-09-01,22.375,1.17,Daan,China,29.74N,105.23E
1866-10-01,17.031,1.2,Daan,China,29.74N,105.23E
1866-11-01,12.304,1.395,Daan,China,29.74N,105.23E
1866-12-01,9.066,1.4909999999999999,Daan,China,29.74N,105.23E
1867-01-01,6.634,1.3359999999999999,Daan,China,29.74N,105.23E
1867-02-01,8.744,1.527,Daan,China,29.74N,105.23E
1867-03-01,13.448,1.4669999999999999,Daan,China,29.74N,105.23E
1867-04-01,18.511,1.695,Daan,China,29.74N,105.23E
1867-05-01,21.403,1.3,Daan,China,29.74N,105.23E
1867-06-01,24.955,1.238,Daan,China,29.74N,105.23E
1867-07-01,27.189,1.479,Daan,China,29.74N,105.23E
1867-08-01,26.287,1.4409999999999998,Daan,China,29.74N,105.23E
1867-09-01,22.61,1.338,Daan,China,29.74N,105.23E
1867-10-01,17.834,1.239,Daan,China,29.74N,105.23E
1867-11-01,12.773,1.5330000000000001,Daan,China,29.74N,105.23E
1867-12-01,8.993,1.611,Daan,China,29.74N,105.23E
1868-01-01,6.947,1.7269999999999999,Daan,China,29.74N,105.23E
1868-02-01,8.591000000000001,2.3209999999999997,Daan,China,29.74N,105.23E
1868-03-01,12.832,1.5819999999999999,Daan,China,29.74N,105.23E
1868-04-01,17.954,1.64,Daan,China,29.74N,105.23E
1868-05-01,21.221999999999998,1.3659999999999999,Daan,China,29.74N,105.23E
1868-06-01,24.31,1.185,Daan,China,29.74N,105.23E
1868-07-01,27.293000000000003,1.036,Daan,China,29.74N,105.23E
1868-08-01,26.792,1.42,Daan,China,29.74N,105.23E
1868-09-01,22.653000000000002,1.2790000000000001,Daan,China,29.74N,105.23E
1868-10-01,18.077,1.273,Daan,China,29.74N,105.23E
1868-11-01,12.57,1.367,Daan,China,29.74N,105.23E
1868-12-01,8.603,2.031,Daan,China,29.74N,105.23E
1869-01-01,6.689,1.9809999999999999,Daan,China,29.74N,105.23E
1869-02-01,9.037,2.004,Daan,China,29.74N,105.23E
1869-03-01,12.633,1.6340000000000001,Daan,China,29.74N,105.23E
1869-04-01,17.491,1.6740000000000002,Daan,China,29.74N,105.23E
1869-05-01,22.072,1.439,Daan,China,29.74N,105.23E
1869-06-01,24.826,1.2770000000000001,Daan,China,29.74N,105.23E
1869-07-01,27.707,1.3430000000000002,Daan,China,29.74N,105.23E
1869-08-01,27.095,1.374,Daan,China,29.74N,105.23E
1869-09-01,23.144000000000002,1.2890000000000001,Daan,China,29.74N,105.23E
1869-10-01,17.615,1.369,Daan,China,29.74N,105.23E
1869-11-01,11.918,1.7930000000000001,Daan,China,29.74N,105.23E
1869-12-01,7.627000000000002,1.469,Daan,China,29.74N,105.23E
1870-01-01,6.351,1.088,Daan,China,29.74N,105.23E
1870-02-01,7.916,1.4809999999999999,Daan,China,29.74N,105.23E
1870-03-01,13.137,1.38,Daan,China,29.74N,105.23E
1870-04-01,18.715,2.273,Daan,China,29.74N,105.23E
1870-05-01,22.444000000000003,1.159,Daan,China,29.74N,105.23E
1870-06-01,24.843000000000004,1.138,Daan,China,29.74N,105.23E
1870-07-01,27.48,1.045,Daan,China,29.74N,105.23E
1870-08-01,26.465999999999998,0.897,Daan,China,29.74N,105.23E
1870-09-01,22.868000000000002,1.331,Daan,China,29.74N,105.23E
1870-10-01,17.729,1.594,Daan,China,29.74N,105.23E
1870-11-01,11.468,1.4809999999999999,Daan,China,29.74N,105.23E
1870-12-01,7.127000000000002,1.127,Daan,China,29.74N,105.23E
1871-01-01,6.481,1.672,Daan,China,29.74N,105.23E
1871-02-01,8.317,2.1180000000000003,Daan,China,29.74N,105.23E
1871-03-01,13.185,1.436,Daan,China,29.74N,105.23E
1871-04-01,18.527,1.141,Daan,China,29.74N,105.23E
1871-05-01,22.253,1.266,Daan,China,29.74N,105.23E
1871-06-01,25.151,1.014,Daan,China,29.74N,105.23E
1871-07-01,27.25,0.792,Daan,China,29.74N,105.23E
1871-08-01,26.901,0.898,Daan,China,29.74N,105.23E
1871-09-01,23.074,0.9390000000000001,Daan,China,29.74N,105.23E
1871-10-01,17.822,0.98,Daan,China,29.74N,105.23E
1871-11-01,11.815,1.0070000000000001,Daan,China,29.74N,105.23E
1871-12-01,7.0440000000000005,1.248,Daan,China,29.74N,105.23E
1872-01-01,6.76,2.4659999999999997,Daan,China,29.74N,105.23E
1872-02-01,7.0310000000000015,1.7630000000000001,Daan,China,29.74N,105.23E
1872-03-01,13.227,1.078,Daan,China,29.74N,105.23E
1872-04-01,18.567,2.126,Daan,China,29.74N,105.23E
1872-05-01,22.125,1.2590000000000001,Daan,China,29.74N,105.23E
1872-06-01,24.892,1.8619999999999999,Daan,China,29.74N,105.23E
1872-07-01,27.283,1.054,Daan,China,29.74N,105.23E
1872-08-01,26.962,1.5530000000000002,Daan,China,29.74N,105.23E
1872-09-01,22.84,0.972,Daan,China,29.74N,105.23E
1872-10-01,17.337999999999994,0.853,Daan,China,29.74N,105.23E
1872-11-01,12.478,1.173,Daan,China,29.74N,105.23E
1872-12-01,9.843,2.127,Daan,China,29.74N,105.23E
1873-01-01,5.791,1.188,Daan,China,29.74N,105.23E
1873-02-01,9.158999999999999,1.788,Daan,China,29.74N,105.23E
1873-03-01,12.618,1.1340000000000001,Daan,China,29.74N,105.23E
1873-04-01,18.727,1.845,Daan,China,29.74N,105.23E
1873-05-01,21.965999999999998,0.902,Daan,China,29.74N,105.23E
1873-06-01,24.930999999999997,1.3130000000000002,Daan,China,29.74N,105.23E
1873-07-01,27.187,0.935,Daan,China,29.74N,105.23E
1873-08-01,26.301,1.0170000000000001,Daan,China,29.74N,105.23E
1873-09-01,23.223000000000003,1.338,Daan,China,29.74N,105.23E
1873-10-01,17.378999999999998,0.956,Daan,China,29.74N,105.23E
1873-11-01,13.115,1.2209999999999999,Daan,China,29.74N,105.23E
1873-12-01,9.199,1.114,Daan,China,29.74N,105.23E
1874-01-01,5.228999999999999,2.194,Daan,China,29.74N,105.23E
1874-02-01,8.35,1.214,Daan,China,29.74N,105.23E
1874-03-01,12.205,1.4080000000000001,Daan,China,29.74N,105.23E
1874-04-01,18.38,1.113,Daan,China,29.74N,105.23E
1874-05-01,21.122,1.5330000000000001,Daan,China,29.74N,105.23E
1874-06-01,25.701,1.651,Daan,China,29.74N,105.23E
1874-07-01,26.761999999999997,1.473,Daan,China,29.74N,105.23E
1874-08-01,26.717,0.965,Daan,China,29.74N,105.23E
1874-09-01,23.392,1.137,Daan,China,29.74N,105.23E
1874-10-01,18.349,2.061,Daan,China,29.74N,105.23E
1874-11-01,12.21,1.2209999999999999,Daan,China,29.74N,105.23E
1874-12-01,8.57,1.124,Daan,China,29.74N,105.23E
1875-01-01,5.609,1.295,Daan,China,29.74N,105.23E
1875-02-01,9.321,1.671,Daan,China,29.74N,105.23E
1875-03-01,13.107000000000001,1.875,Daan,China,29.74N,105.23E
1875-04-01,17.407,1.224,Daan,China,29.74N,105.23E
1875-05-01,22.247,1.301,Daan,China,29.74N,105.23E
1875-06-01,25.024,1.444,Daan,China,29.74N,105.23E
1875-07-01,26.948,0.9990000000000001,Daan,China,29.74N,105.23E
1875-08-01,26.893,1.4909999999999999,Daan,China,29.74N,105.23E
1875-09-01,22.598000000000003,0.8340000000000001,Daan,China,29.74N,105.23E
1875-10-01,17.335,0.873,Daan,China,29.74N,105.23E
