358,0.163,Leghorn,Italy,44.20N,11.18E
1864-02-01,4.9670000000000005,2.479,Leiyang,China,26.52N,112.84E
1864-03-01,9.265,2.549,Leiyang,China,26.52N,112.84E
1864-04-01,16.116,1.383,Leiyang,China,26.52N,112.84E
1864-05-01,20.985,1.4669999999999999,Leiyang,China,26.52N,112.84E
1864-06-01,25.366999999999997,1.401,Leiyang,China,26.52N,112.84E
1864-07-01,27.950000000000006,1.082,Leiyang,China,26.52N,112.84E
1864-08-01,26.671,1.2930000000000001,Leiyang,China,26.52N,112.84E
1864-09-01,22.805,1.496,Leiyang,China,26.52N,112.84E
1864-10-01,18.134,1.605,Leiyang,China,26.52N,112.84E
1864-11-01,11.639,1.443,Leiyang,China,26.52N,112.84E
1864-12-01,6.363,1.83,Leiyang,China,26.52N,112.84E
1865-01-01,6.399,2.282,Leiyang,China,26.52N,112.84E
1865-02-01,7.534,3.889,Leiyang,China,26.52N,112.84E
1865-03-01,10.899000000000001,1.8159999999999998,Leiyang,China,26.52N,112.84E
1865-04-01,16.764999999999993,2.8680000000000003,Leiyang,China,26.52N,112.84E
1865-05-01,21.51,1.337,Leiyang,China,26.52N,112.84E
1865-06-01,25.733,1.146,Leiyang,China,26.52N,112.84E
1865-07-01,27.938,1.493,Leiyang,China,26.52N,112.84E
1865-08-01,27.539,1.288,Leiyang,China,26.52N,112.84E
1865-09-01,23.577,1.14,Leiyang,China,26.52N,112.84E
1865-10-01,17.814,1.078,Leiyang,China,26.52N,112.84E
1865-11-01,11.82,1.8980000000000001,Leiyang,China,26.52N,112.84E
1865-12-01,6.294,1.9580000000000002,Leiyang,China,26.52N,112.84E
1866-01-01,5.422999999999999,1.6,Leiyang,China,26.52N,112.84E
1866-02-01,6.6560000000000015,1.535,Leiyang,China,26.52N,112.84E
1866-03-01,10.451,1.7830000000000001,Leiyang,China,26.52N,112.84E
1866-04-01,15.267000000000001,1.3980000000000001,Leiyang,China,26.52N,112.84E
1866-05-01,22.221,1.35,Leiyang,China,26.52N,112.84E
1866-06-01,24.405,1.092,Leiyang,China,26.52N,112.84E
1866-07-01,28.305,1.255,Leiyang,China,26.52N,112.84E
1866-08-01,28.427,1.9180000000000001,Leiyang,China,26.52N,112.84E
1866-09-01,23.136999999999997,0.948,Leiyang,China,26.52N,112.84E
1866-10-01,17.47,0.884,Leiyang,China,26.52N,112.84E
1866-11-01,11.754,1.23,Leiyang,China,26.52N,112.84E
1866-12-01,7.184,1.7009999999999998,Leiyang,China,26.52N,112.84E
1867-01-01,4.367,1.285,Leiyang,China,26.52N,112.84E
1867-02-01,7.013999999999999,1.2229999999999999,Leiyang,China,26.52N,112.84E
1867-03-01,11.807,1.3359999999999999,Leiyang,China,26.52N,112.84E
1867-04-01,17.221999999999998,1.699,Leiyang,China,26.52N,112.84E
1867-05-01,21.327,1.004,Leiyang,China,26.52N,112.84E
1867-06-01,26.22,1.204,Leiyang,China,26.52N,112.84E
1867-07-01,28.031999999999996,1.501,Leiyang,China,26.52N,112.84E
1867-08-01,26.921999999999997,0.9279999999999999,Leiyang,China,26.52N,112.84E
1867-09-01,23.454,1.395,Leiyang,China,26.52N,112.84E
1867-10-01,18.657,1.035,Leiyang,China,26.52N,112.84E
1867-11-01,11.56,1.7180000000000002,Leiyang,China,26.52N,112.84E
1867-12-01,7.529,1.744,Leiyang,China,26.52N,112.84E
1868-01-01,5.7090000000000005,2.301,Leiyang,China,26.52N,112.84E
1868-02-01,7.5470000000000015,3.85,Leiyang,China,26.52N,112.84E
1868-03-01,10.97,1.347,Leiyang,China,26.52N,112.84E
1868-04-01,16.654999999999998,1.581,Leiyang,China,26.52N,112.84E
1868-05-01,21.246,1.151,Leiyang,China,26.52N,112.84E
1868-06-01,24.921,1.148,Leiyang,China,26.52N,112.84E
1868-07-01,28.054,0.8109999999999999,Leiyang,China,26.52N,112.84E
1868-08-01,27.465,1.0959999999999999,Leiyang,China,26.52N,112.84E
1868-09-01,23.623,1.3359999999999999,Leiyang,China,26.52N,112.84E
1868-10-01,18.767,1.159,Leiyang,China,26.52N,112.84E
1868-11-01,12.728000000000002,1.3769999999999998,Leiyang,China,26.52N,112.84E
1868-12-01,7.655,2.106,Leiyang,China,26.52N,112.84E
1869-01-01,5.1850000000000005,2.11,Leiyang,China,26.52N,112.84E
1869-02-01,7.176,1.879,Leiyang,China,26.52N,112.84E
1869-03-01,10.791,1.528,Leiyang,China,26.52N,112.84E
1869-04-01,16.023999999999994,1.5719999999999998,Leiyang,China,26.52N,112.84E
1869-05-01,22.039,1.198,Leiyang,China,26.52N,112.84E
1869-06-01,25.875,1.117,Leiyang,China,26.52N,112.84E
1869-07-01,28.964,1.6059999999999999,Leiyang,China,26.52N,112.84E
1869-08-01,27.906,0.997,Leiyang,China,26.52N,112.84E
1869-09-01,24.011,1.053,Leiyang,China,26.52N,112.84E
1869-10-01,18.179000000000002,1.075,Leiyang,China,26.52N,112.84E
1869-11-01,11.204,2.354,Leiyang,China,26.52N,112.84E
1869-12-01,7.022,1.47,Leiyang,China,26.52N,112.84E
1870-01-01,5.013,1.205,Leiyang,China,26.52N,112.84E
1870-02-01,6.1880000000000015,1.58,Leiyang,China,26.52N,112.84E
1870-03-01,11.962,2.401,Leiyang,China,26.52N,112.84E
1870-04-01,17.924,3.3480000000000003,Leiyang,China,26.52N,112.84E
1870-05-01,22.237,1.0759999999999998,Leiyang,China,26.52N,112.84E
1870-06-01,26.519,1.79,Leiyang,China,26.52N,112.84E
1870-07-01,28.779,1.618,Leiyang,China,26.52N,112.84E
1870-08-01,27.33,0.867,Leiyang,China,26.52N,112.84E
1870-09-01,23.348000000000003,1.665,Leiyang,China,26.52N,112.84E
1870-10-01,18.427,1.558,Leiyang,China,26.52N,112.84E
1870-11-01,11.324000000000002,1.35,Leiyang,China,26.52N,112.84E
1870-12-01,6.593,1.589,Leiyang,China,26.52N,112.84E
1871-01-01,5.4700000000000015,2.279,Leiyang,China,26.52N,112.84E
1871-02-01,6.567,1.923,Leiyang,China,26.52N,112.84E
1871-03-01,11.573,1.554,Leiyang,China,26.52N,112.84E
1871-04-01,17.939999999999994,2.343,Leiyang,China,26.52N,112.84E
1871-05-01,22.856,1.7719999999999998,Leiyang,China,26.52N,112.84E
1871-06-01,25.858,0.929,Leiyang,China,26.52N,112.84E
1871-07-01,28.409,0.996,Leiyang,China,26.52N,112.84E
1871-08-01,27.699,0.992,Leiyang,China,26.52N,112.84E
1871-09-01,23.716,1.835,Leiyang,China,26.52N,112.84E
1871-10-01,18.344,1.314,Leiyang,China,26.52N,112.84E
1871-11-01,11.385000000000002,1.12,Leiyang,China,26.52N,112.84E
1871-12-01,5.023,1.7819999999999998,Leiyang,China,26.52N,112.84E
1872-01-01,4.711,2.3080000000000003,Leiyang,China,26.52N,112.84E
1872-02-01,4.442,2.335,Leiyang,China,26.52N,112.84E
1872-03-01,11.101,1.2670000000000001,Leiyang,China,26.52N,112.84E
1872-04-01,18.028,2.19,Leiyang,China,26.52N,112.84E
1872-05-01,22.411,1.125,Leiyang,China,26.52N,112.84E
1872-06-01,25.485,1.922,Leiyang,China,26.52N,112.84E
1872-07-01,28.905,1.469,Leiyang,China,26.52N,112.84E
1872-08-01,28.06,1.821,Leiyang,China,26.52N,112.84E
1872-09-01,23.616999999999997,0.945,Leiyang,China,26.52N,112.84E
1872-10-01,17.840999999999998,0.643,Leiyang,China,26.52N,112.84E
1872-11-01,12.260000000000002,1.036,Leiyang,China,26.52N,112.84E
1872-12-01,8.782,1.4969999999999999,Leiyang,China,26.52N,112.84E
1873-01-01,3.804,1.5,Leiyang,China,26.52N,112.84E
1873-02-01,6.5280000000000005,1.255,Leiyang,China,26.52N,112.84E
1873-03-01,10.557,1.038,Leiyang,China,26.52N,112.84E
1873-04-01,17.136,1.567,Leiyang,China,26.52N,112.84E
1873-05-01,21.549,1.465,Leiyang,China,26.52N,112.84E
1873-06-01,25.109,0.862,Leiyang,China,26.52N,112.84E
1873-07-01,27.846,1.2930000000000001,Leiyang,China,26.52N,112.84E
1873-08-01,26.729,1.041,Leiyang,China,26.52N,112.84E
1873-09-01,23.82,1.047,Leiyang,China,26.52N,112.84E
1873-10-01,17.667,0.8059999999999999,Leiyang,China,26.52N,112.84E
1873-11-01,13.039,1.287,Leiyang,China,26.52N,112.84E
1873-12-01,8.247,1.185,Leiyang,China,26.52N,112.84E
1874-01-01,3.423,1.624,Leiyang,China,26.52N,112.84E
1874-02-01,6.4479999999999995,1.008,Leiyang,China,26.52N,112.84E
1874-03-01,10.318,1.59,Leiyang,China,26.52N,112.84E
