358,0.163,Leghorn,Italy,44.20N,11.18E
1758-08-01,16.392000000000003,7.175,Legnica,Poland,50.63N,16.48E
1758-09-01,11.094000000000001,3.283,Legnica,Poland,50.63N,16.48E
1758-10-01,5.381,12.354000000000001,Legnica,Poland,50.63N,16.48E
1758-11-01,2.7750000000000004,9.541,Legnica,Poland,50.63N,16.48E
1758-12-01,-0.968,6.395,Legnica,Poland,50.63N,16.48E
1759-01-01,-0.16000000000000014,6.994,Legnica,Poland,50.63N,16.48E
1759-02-01,0.33399999999999985,8.558,Legnica,Poland,50.63N,16.48E
1759-03-01,2.7960000000000003,3.657,Legnica,Poland,50.63N,16.48E
1759-04-01,6.475,6.457999999999999,Legnica,Poland,50.63N,16.48E
1759-05-01,10.738,3.423,Legnica,Poland,50.63N,16.48E
1759-06-01,16.730999999999998,6.457999999999999,Legnica,Poland,50.63N,16.48E
1759-07-01,18.638,4.944,Legnica,Poland,50.63N,16.48E
1759-08-01,17.312,7.443,Legnica,Poland,50.63N,16.48E
1759-09-01,12.973,6.775,Legnica,Poland,50.63N,16.48E
1759-10-01,8.322000000000001,5.056,Legnica,Poland,50.63N,16.48E
1759-11-01,-0.21099999999999985,6.653,Legnica,Poland,50.63N,16.48E
1759-12-01,-5.143000000000002,9.867,Legnica,Poland,50.63N,16.48E
1760-01-01,-5.067,4.815,Legnica,Poland,50.63N,16.48E
1760-02-01,-2.8110000000000004,3.408,Legnica,Poland,50.63N,16.48E
1760-03-01,0.22799999999999976,10.121,Legnica,Poland,50.63N,16.48E
1760-04-01,7.0120000000000005,6.7139999999999995,Legnica,Poland,50.63N,16.48E
1760-05-01,12.354000000000001,4.229,Legnica,Poland,50.63N,16.48E
1760-06-01,16.378,2.7319999999999998,Legnica,Poland,50.63N,16.48E
1760-07-01,17.206,4.541,Legnica,Poland,50.63N,16.48E
1760-08-01,16.692999999999998,8.51,Legnica,Poland,50.63N,16.48E
1760-09-01,14.078,5.89,Legnica,Poland,50.63N,16.48E
1760-10-01,7.882000000000001,5.466,Legnica,Poland,50.63N,16.48E
1760-11-01,2.733,3.553,Legnica,Poland,50.63N,16.48E
1760-12-01,0.8340000000000001,3.113,Legnica,Poland,50.63N,16.48E
1761-01-01,-3.3789999999999996,7.311,Legnica,Poland,50.63N,16.48E
1761-02-01,0.002999999999999892,4.104,Legnica,Poland,50.63N,16.48E
1761-03-01,4.441,1.6219999999999999,Legnica,Poland,50.63N,16.48E
1761-04-01,6.382000000000001,4.437,Legnica,Poland,50.63N,16.48E
1761-05-01,13.978,5.265,Legnica,Poland,50.63N,16.48E
1761-06-01,18.014,2.4019999999999997,Legnica,Poland,50.63N,16.48E
1761-07-01,17.666999999999994,6.702000000000001,Legnica,Poland,50.63N,16.48E
1761-08-01,18.255000000000006,3.735,Legnica,Poland,50.63N,16.48E
1761-09-01,14.998,4.4030000000000005,Legnica,Poland,50.63N,16.48E
1761-10-01,5.787999999999999,5.461,Legnica,Poland,50.63N,16.48E
1761-11-01,2.3710000000000004,2.425,Legnica,Poland,50.63N,16.48E
1761-12-01,-4.761,1.7180000000000002,Legnica,Poland,50.63N,16.48E
1762-01-01,-0.7050000000000001,2.877,Legnica,Poland,50.63N,16.48E
1762-02-01,-1.175,8.844,Legnica,Poland,50.63N,16.48E
1762-03-01,-0.7130000000000001,5.084,Legnica,Poland,50.63N,16.48E
1762-04-01,9.085,4.07,Legnica,Poland,50.63N,16.48E
1762-05-01,12.754000000000001,6.859,Legnica,Poland,50.63N,16.48E
1762-06-01,16.652,7.0889999999999995,Legnica,Poland,50.63N,16.48E
1762-07-01,17.711,3.0389999999999997,Legnica,Poland,50.63N,16.48E
1762-08-01,15.062999999999999,2.853,Legnica,Poland,50.63N,16.48E
1762-09-01,12.545,8.828,Legnica,Poland,50.63N,16.48E
1762-10-01,5.364,4.435,Legnica,Poland,50.63N,16.48E
1762-11-01,2.54,2.2230000000000003,Legnica,Poland,50.63N,16.48E
1762-12-01,-3.765,6.347,Legnica,Poland,50.63N,16.48E
1763-01-01,-6.654,6.537000000000001,Legnica,Poland,50.63N,16.48E
1763-02-01,0.8300000000000001,5.003,Legnica,Poland,50.63N,16.48E
1763-03-01,0.35299999999999976,7.662000000000001,Legnica,Poland,50.63N,16.48E
1763-04-01,5.877999999999999,2.031,Legnica,Poland,50.63N,16.48E
1763-05-01,11.366,3.082,Legnica,Poland,50.63N,16.48E
1763-06-01,15.272,6.347,Legnica,Poland,50.63N,16.48E
1763-07-01,18.106,2.267,Legnica,Poland,50.63N,16.48E
1763-08-01,17.605999999999998,3.4419999999999997,Legnica,Poland,50.63N,16.48E
1763-09-01,11.637,3.043,Legnica,Poland,50.63N,16.48E
1763-10-01,5.675000000000002,6.537000000000001,Legnica,Poland,50.63N,16.48E
1763-11-01,1.831,3.583,Legnica,Poland,50.63N,16.48E
1763-12-01,0.998,2.411,Legnica,Poland,50.63N,16.48E
1764-01-01,-0.6139999999999999,5.56,Legnica,Poland,50.63N,16.48E
1764-02-01,2.019,3.4160000000000004,Legnica,Poland,50.63N,16.48E
1764-03-01,1.225,3.426,Legnica,Poland,50.63N,16.48E
1764-04-01,6.193,4.886,Legnica,Poland,50.63N,16.48E
1764-05-01,13.775,7.769,Legnica,Poland,50.63N,16.48E
1764-06-01,14.497,3.181,Legnica,Poland,50.63N,16.48E
1764-07-01,18.430999999999997,5.716,Legnica,Poland,50.63N,16.48E
1764-08-01,15.408,1.5030000000000001,Legnica,Poland,50.63N,16.48E
1764-09-01,11.364,5.234,Legnica,Poland,50.63N,16.48E
1764-10-01,6.774,2.897,Legnica,Poland,50.63N,16.48E
1764-11-01,1.8719999999999999,3.5789999999999997,Legnica,Poland,50.63N,16.48E
1764-12-01,-1.085,4.361000000000001,Legnica,Poland,50.63N,16.48E
1765-01-01,-0.6590000000000003,10.517999999999999,Legnica,Poland,50.63N,16.48E
1765-02-01,-3.923,4.648,Legnica,Poland,50.63N,16.48E
1765-03-01,3.827,3.123,Legnica,Poland,50.63N,16.48E
1765-04-01,7.624,1.7409999999999999,Legnica,Poland,50.63N,16.48E
1765-05-01,10.335,2.589,Legnica,Poland,50.63N,16.48E
1765-06-01,15.434000000000001,3.221,Legnica,Poland,50.63N,16.48E
1765-07-01,15.107000000000001,4.084,Legnica,Poland,50.63N,16.48E
1765-08-01,17.1,3.017,Legnica,Poland,50.63N,16.48E
1765-09-01,12.049000000000001,1.7469999999999999,Legnica,Poland,50.63N,16.48E
1765-10-01,8.132,1.2409999999999999,Legnica,Poland,50.63N,16.48E
1765-11-01,3.0050000000000003,4.081,Legnica,Poland,50.63N,16.48E
1765-12-01,-2.016,2.654,Legnica,Poland,50.63N,16.48E
1766-01-01,-5.546,7.472,Legnica,Poland,50.63N,16.48E
1766-02-01,-2.739,4.739,Legnica,Poland,50.63N,16.48E
1766-03-01,2.645,3.048,Legnica,Poland,50.63N,16.48E
1766-04-01,8.5,3.66,Legnica,Poland,50.63N,16.48E
1766-05-01,13.148,2.5660000000000003,Legnica,Poland,50.63N,16.48E
1766-06-01,16.271,7.483,Legnica,Poland,50.63N,16.48E
1766-07-01,16.596999999999998,4.338,Legnica,Poland,50.63N,16.48E
1766-08-01,16.307000000000002,3.597,Legnica,Poland,50.63N,16.48E
1766-09-01,13.465,4.006,Legnica,Poland,50.63N,16.48E
1766-10-01,6.9030000000000005,2.157,Legnica,Poland,50.63N,16.48E
1766-11-01,3.763,5.522,Legnica,Poland,50.63N,16.48E
1766-12-01,-2.441,3.9930000000000003,Legnica,Poland,50.63N,16.48E
1767-01-01,-10.043,6.986000000000001,Legnica,Poland,50.63N,16.48E
1767-02-01,-0.02200000000000002,8.375,Legnica,Poland,50.63N,16.48E
1767-03-01,1.954,8.967,Legnica,Poland,50.63N,16.48E
1767-04-01,4.465999999999998,6.792999999999999,Legnica,Poland,50.63N,16.48E
1767-05-01,10.635,2.542,Legnica,Poland,50.63N,16.48E
1767-06-01,14.729000000000001,4.026,Legnica,Poland,50.63N,16.48E
1767-07-01,16.994,4.37,Legnica,Poland,50.63N,16.48E
1767-08-01,17.097,2.439,Legnica,Poland,50.63N,16.48E
1767-09-01,13.449000000000002,4.377,Legnica,Poland,50.63N,16.48E
1767-10-01,8.035,2.9560000000000004,Legnica,Poland,50.63N,16.48E
1767-11-01,5.541,8.401,Legnica,Poland,50.63N,16.48E
1767-12-01,-3.676,5.894,Legnica,Poland,50.63N,16.48E
1768-01-01,-8.09,12.966,Legnica,Poland,50.63N,16.48E
1768-02-01,-3.823,8.898,Legnica,Poland,50.63N,16.48E
1768-03-01,-0.16700000000000026,6.632999999999999,Legnica,Poland,50.63N,16.48E
1768-04-01,6.314,3.924,Legnica,Poland,50.63N,16.48E
1768-05-01,11.218,2.778,Legnica,Poland,50.63N,16.48E
1768-06-01,15.272,5.1610000000000005,Legnica,Poland,50.63N,16.48E
1768-07-01,17.405,5.074,Legnica,Poland,50.63N,16.48E
1768-08-01,16.442999999999998,1.706,Legnica,Poland,50.63N,16.48E
1768-09-01,11.769,4.9110000000000005,Legnica,Poland,50.63N,16.48E
1768-10-01,6.5089999999999995,5.829,Legnica,Poland,50.63N,16.48E
1768-11-01,2.7150000000000003,5.489,Legnica,Poland,50.63N,16.48E
1768-12-01,-0.9690000000000001,7.436,Legnica,Poland,50.63N,16.48E
1769-01-01,-1.0490000000000002,6.356,Legnica,Poland,50.63N,16.48E
1769-02-01,-1.8630000000000002,3.909,Legnica,Poland,50.63N,16.48E
1769-03-01,1.7799999999999998,6.232,Legnica,Poland,50.63N,16.48E
1769-04-01,7.2269999999999985,6.585,Legnica,Poland,50.63N,16.48E
1769-05-01,11.223999999999998,9.198,Legnica,Poland,50.63N,16.48E
1769-06-01,15.347999999999999,4.893,Legnica,Poland,50.63N,16.48E
1769-07-01,16.954,5.984,Legnica,Poland,50.63N,16.48E
1769-08-01,15.52,5.553,Legnica,Poland,50.63N,16.48E
1769-09-01,13.231,1.421,Legnica,Poland,50.63N,16.48E
1769-10-01,3.6020000000000003,2.9530000000000003,Legnica,Poland,50.63N,16.48E
1769-11-01,2.4430000000000005,1.521,Legnica,Poland,50.63N,16.48E
1769-12-01,-1.224,4.338,Legnica,Poland,50.63N,16.48E
1770-01-01,-3.698,7.563,Legnica,Poland,50.63N,16.48E
1770-02-01,-1.713,3.878,Legnica,Poland,50.63N,16.48E
1770-03-01,-1.8280000000000003,4.369,Legnica,Poland,50.63N,16.48E
1770-04-01,5.603999999999999,12.987,Legnica,Poland,50.63N,16.48E
1770-05-01,11.86,1.9509999999999998,Legnica,Poland,50.63N,16.48E
1770-06-01,14.675,4.372,Legnica,Poland,50.63N,16.48E
1770-07-01,16.346,8.755,Legnica,Poland,50.63N,16.48E
1770-08-01,16.283,4.985,Legnica,Poland,50.63N,16.48E
1770-09-01,13.818,3.437,Legnica,Poland,50.63N,16.48E
1770-10-01,8.274000000000001,5.395,Legnica,Poland,50.63N,16.48E
1770-11-01,2.8790000000000004,7.075,Legnica,Poland,50.63N,16.48E
1770-12-01,1.136,10.177999999999999,Legnica,Poland,50.63N,16.48E
1771-01-01,-3.3169999999999997,8.218,Legnica,Poland,50.63N,16.48E
1771-02-01,-5.44,4.46,Legnica,Poland,50.63N,16.48E
1771-03-01,-2.458,8.443999999999999,Legnica,Poland,50.63N,16.48E
1771-04-01,2.8119999999999994,7.702999999999999,Legnica,Poland,50.63N,16.48E
1771-05-01,14.037,11.948,Legnica,Poland,50.63N,16.48E
1771-06-01,15.571,3.102,Legnica,Poland,50.63N,16.48E
1771-07-01,16.128,1.7830000000000001,Legnica,Poland,50.63N,16.48E
1771-08-01,15.235999999999999,2.589,Legnica,Poland,50.63N,16.48E
1771-09-01,13.021,1.926,Legnica,Poland,50.63N,16.48E
1771-10-01,7.907,1.76,Legnica,Poland,50.63N,16.48E
1771-11-01,-0.2629999999999999,5.0,Legnica,Poland,50.63N,16.48E
1771-12-01,-0.402,4.249,Legnica,Poland,50.63N,16.48E
1772-01-01,-1.849,9.175,Legnica,Poland,50.63N,16.48E
1772-02-01,-0.3200000000000001,10.857999999999999,Legnica,Poland,50.63N,16.48E
1772-03-01,2.224,4.82,Legnica,Poland,50.63N,16.48E
1772-04-01,6.278,4.901,Legnica,Poland,50.63N,16.48E
1772-05-01,9.637999999999998,1.736,Legnica,Poland,50.63N,16.48E
1772-06-01,16.521,5.2170000000000005,Legnica,Poland,50.63N,16.48E
1772-07-01,17.39,3.353,Legnica,Poland,50.63N,16.48E
1772-08-01,16.774,4.947,Legnica,Poland,50.63N,16.48E
1772-09-01,13.973,3.525,Legnica,Poland,50.63N,16.48E
1772-10-01,8.995000000000003,2.8480000000000003,Legnica,Poland,50.63N,16.48E
1772-11-01,5.523,6.085,Legnica,Poland,50.63N,16.48E
1772-12-01,0.278,3.7680000000000002,Legnica,Poland,50.63N,16.48E
1773-01-01,-1.271,2.803,Legnica,Poland,50.63N,16.48E
1773-02-01,-2.4859999999999998,3.365,Legnica,Poland,50.63N,16.48E
1773-03-01,0.969,2.2359999999999998,Legnica,Poland,50.63N,16.48E
1773-04-01,7.135,3.8569999999999998,Legnica,Poland,50.63N,16.48E
1773-05-01,14.409,4.016,Legnica,Poland,50.63N,16.48E
1773-06-01,15.039000000000001,1.6869999999999998,Legnica,Poland,50.63N,16.48E
1773-07-01,16.58,2.363,Legnica,Poland,50.63N,16.48E
1773-08-01,16.540000000000006,2.278,Legnica,Poland,50.63N,16.48E
1773-09-01,14.102,2.289,Legnica,Poland,50.63N,16.48E
1773-10-01,9.367,2.572,Legnica,Poland,50.63N,16.48E
1773-11-01,2.819,7.356,Legnica,Poland,50.63N,16.48E
1773-12-01,1.8440000000000003,6.306,Legnica,Poland,50.63N,16.48E
1774-01-01,-3.7039999999999997,9.02,Legnica,Poland,50.63N,16.48E
1774-02-01,-0.5680000000000001,8.123,Legnica,Poland,50.63N,16.48E
1774-03-01,3.338,3.033,Legnica,Poland,50.63N,16.48E
1774-04-01,9.22,6.007999999999999,Legnica,Poland,50.63N,16.48E
1774-05-01,13.149000000000001,2.3930000000000002,Legnica,Poland,50.63N,16.48E
1774-06-01,17.083,7.466,Legnica,Poland,50.63N,16.48E
1774-07-01,17.457,7.784,Legnica,Poland,50.63N,16.48E
1774-08-01,16.878,3.218,Legnica,Poland,50.63N,16.48E
1774-09-01,11.992,3.4789999999999996,Legnica,Poland,50.63N,16.48E
1774-10-01,7.678,5.167000000000001,Legnica,Poland,50.63N,16.48E
1774-11-01,-2.329,7.371,Legnica,Poland,50.63N,16.48E
1774-12-01,-2.974,6.276,Legnica,Poland,50.63N,16.48E
1775-01-01,-2.676,5.307,Legnica,Poland,50.63N,16.48E
1775-02-01,2.187,5.409,Legnica,Poland,50.63N,16.48E
1775-03-01,3.9160000000000004,2.392,Legnica,Poland,50.63N,16.48E
1775-04-01,5.172000000000001,1.2590000000000001,Legnica,Poland,50.63N,16.48E
1775-05-01,11.068,4.065,Legnica,Poland,50.63N,16.48E
1775-06-01,18.012,5.545,Legnica,Poland,50.63N,16.48E
1775-07-01,18.345,1.669,Legnica,Poland,50.63N,16.48E
1775-08-01,19.116,1.536,Legnica,Poland,50.63N,16.48E
1775-09-01,15.142000000000001,3.6489999999999996,Legnica,Poland,50.63N,16.48E
1775-10-01,9.288,2.9939999999999998,Legnica,Poland,50.63N,16.48E
1775-11-01,2.806,7.3260000000000005,Legnica,Poland,50.63N,16.48E
1775-12-01,-0.755,1.963,Legnica,Poland,50.63N,16.48E
1776-01-01,-9.421,6.426,Legnica,Poland,50.63N,16.48E
1776-02-01,1.0749999999999995,3.9419999999999997,Legnica,Poland,50.63N,16.48E
1776-03-01,3.1039999999999996,3.451,Legnica,Poland,50.63N,16.48E
1776-04-01,6.18,1.2409999999999999,Legnica,Poland,50.63N,16.48E
1776-05-01,10.081,4.077,Legnica,Poland,50.63N,16.48E
1776-06-01,16.008,3.5989999999999998,Legnica,Poland,50.63N,16.48E
1776-07-01,17.759,3.063,Legnica,Poland,50.63N,16.48E
1776-08-01,17.028000000000002,4.824,Legnica,Poland,50.63N,16.48E
1776-09-01,12.561,3.405,Legnica,Poland,50.63N,16.48E
1776-10-01,6.684,3.577,Legnica,Poland,50.63N,16.48E
1776-11-01,2.2230000000000003,6.841,Legnica,Poland,50.63N,16.48E
1776-12-01,-1.885,3.7089999999999996,Legnica,Poland,50.63N,16.48E
1777-01-01,-3.832,4.239,Legnica,Poland,50.63N,16.48E
1777-02-01,-2.6460000000000004,4.303,Legnica,Poland,50.63N,16.48E
1777-03-01,2.091,2.044,Legnica,Poland,50.63N,16.48E
1777-04-01,4.568999999999999,1.82,Legnica,Poland,50.63N,16.48E
1777-05-01,12.553,3.7680000000000002,Legnica,Poland,50.63N,16.48E
1777-06-01,15.004000000000001,2.992,Legnica,Poland,50.63N,16.48E
1777-07-01,15.789000000000001,1.797,Legnica,Poland,50.63N,16.48E
1777-08-01,16.840999999999998,1.781,Legnica,Poland,50.63N,16.48E
1777-09-01,11.556,5.154,Legnica,Poland,50.63N,16.48E
1777-10-01,7.354,5.722,Legnica,Poland,50.63N,16.48E
1777-11-01,4.2490000000000006,2.2359999999999998,Legnica,Poland,50.63N,16.48E
1777-12-01,-1.239,2.2840000000000003,Legnica,Poland,50.63N,16.48E
1778-01-01,-1.93,3.217,Legnica,Poland,50.63N,16.48E
1778-02-01,-2.483,4.111000000000001,Legnica,Poland,50.63N,16.48E
1778-03-01,2.5780000000000003,4.512,Legnica,Poland,50.63N,16.48E
1778-04-01,9.352,1.452,Legnica,Poland,50.63N,16.48E
1778-05-01,13.337,3.208,Legnica,Poland,50.63N,16.48E
1778-06-01,15.262,6.439,Legnica,Poland,50.63N,16.48E
1778-07-01,19.41,1.439,Legnica,Poland,50.63N,16.48E
1778-08-01,17.462,3.795,Legnica,Poland,50.63N,16.48E
1778-09-01,11.38,1.514,Legnica,Poland,50.63N,16.48E
1778-10-01,6.027,7.33,Legnica,Poland,50.63N,16.48E
1778-11-01,4.1419999999999995,5.093,Legnica,Poland,50.63N,16.48E
1778-12-01,3.075,3.503,Legnica,Poland,50.63N,16.48E
1779-01-01,-4.8100000000000005,3.98,Legnica,Poland,50.63N,16.48E
1779-02-01,2.216,9.253,Legnica,Poland,50.63N,16.48E
1779-03-01,4.112,4.306,Legnica,Poland,50.63N,16.48E
1779-04-01,9.541,4.105,Legnica,Poland,50.63N,16.48E
1779-05-01,14.114,2.033,Legnica,Poland,50.63N,16.48E
1779-06-01,14.425999999999998,4.231,Legnica,Poland,50.63N,16.48E
1779-07-01,16.447,2.7760000000000002,Legnica,Poland,50.63N,16.48E
1779-08-01,17.474,3.9760000000000004,Legnica,Poland,50.63N,16.48E
1779-09-01,14.316,2.8360000000000003,Legnica,Poland,50.63N,16.48E
1779-10-01,9.425,3.915,Legnica,Poland,50.63N,16.48E
1779-11-01,3.947,2.505,Legnica,Poland,50.63N,16.48E
1779-12-01,2.0540000000000003,10.349,Legnica,Poland,50.63N,16.48E
1780-01-01,-5.0760000000000005,6.327000000000001,Legnica,Poland,50.63N,16.48E
1780-02-01,-4.17,3.9760000000000004,Legnica,Poland,50.63N,16.48E
1780-03-01,5.087,1.6030000000000002,Legnica,Poland,50.63N,16.48E
1780-04-01,5.76,3.335,Legnica,Poland,50.63N,16.48E
1780-05-01,12.495,3.036,Legnica,Poland,50.63N,16.48E
1780-06-01,14.872,5.876,Legnica,Poland,50.63N,16.48E
1780-07-01,16.928,2.5610000000000004,Legnica,Poland,50.63N,16.48E
1780-08-01,16.759,5.207999999999999,Legnica,Poland,50.63N,16.48E
1780-09-01,11.848,4.482,Legnica,Poland,50.63N,16.48E
1780-10-01,9.075,2.43,Legnica,Poland,50.63N,16.48E
1780-11-01,2.9080000000000004,3.012,Legnica,Poland,50.63N,16.48E
1780-12-01,-2.8760000000000003,2.526,Legnica,Poland,50.63N,16.48E
1781-01-01,-3.5,8.287,Legnica,Poland,50.63N,16.48E
1781-02-01,-0.905,12.318,Legnica,Poland,50.63N,16.48E
1781-03-01,2.852,1.617,Legnica,Poland,50.63N,16.48E
1781-04-01,8.389,3.11,Legnica,Poland,50.63N,16.48E
1781-05-01,12.800999999999998,3.322,Legnica,Poland,50.63N,16.48E
1781-06-01,17.572,1.7180000000000002,Legnica,Poland,50.63N,16.48E
1781-07-01,18.234,3.638,Legnica,Poland,50.63N,16.48E
1781-08-01,20.018,0.988,Legnica,Poland,50.63N,16.48E
1781-09-01,15.509,7.064,Legnica,Poland,50.63N,16.48E
1781-10-01,6.267,1.0070000000000001,Legnica,Poland,50.63N,16.48E
1781-11-01,3.838,2.762,Legnica,Poland,50.63N,16.48E
1781-12-01,-2.045,7.471,Legnica,Poland,50.63N,16.48E
1782-01-01,-0.9309999999999999,4.87,Legnica,Poland,50.63N,16.48E
1782-02-01,-5.26,9.841000000000001,Legnica,Poland,50.63N,16.48E
1782-03-01,1.307,2.543,Legnica,Poland,50.63N,16.48E
1782-04-01,6.129,4.9110000000000005,Legnica,Poland,50.63N,16.48E
1782-05-01,12.352,4.323,Legnica,Poland,50.63N,16.48E
1782-06-01,16.387,3.61,Legnica,Poland,50.63N,16.48E
1782-07-01,18.883,6.146,Legnica,Poland,50.63N,16.48E
1782-08-01,16.894000000000002,3.983,Legnica,Poland,50.63N,16.48E
1782-09-01,13.276,3.7310000000000003,Legnica,Poland,50.63N,16.48E
1782-10-01,6.206,4.963,Legnica,Poland,50.63N,16.48E
1782-11-01,-0.016000000000000014,9.437999999999999,Legnica,Poland,50.63N,16.48E
1782-12-01,-1.66,6.994,Legnica,Poland,50.63N,16.48E
1783-01-01,-0.885,9.738,Legnica,Poland,50.63N,16.48E
1783-02-01,2.155,5.539,Legnica,Poland,50.63N,16.48E
1783-03-01,0.6239999999999999,3.387,Legnica,Poland,50.63N,16.48E
1783-04-01,7.122000000000001,1.916,Legnica,Poland,50.63N,16.48E
1783-05-01,13.855,5.987,Legnica,Poland,50.63N,16.48E
1783-06-01,17.387,2.305,Legnica,Poland,50.63N,16.48E
1783-07-01,18.295,2.6489999999999996,Legnica,Poland,50.63N,16.48E
1783-08-01,17.877000000000006,2.339,Legnica,Poland,50.63N,16.48E
1783-09-01,14.513,5.033,Legnica,Poland,50.63N,16.48E
1783-10-01,8.81,4.9239999999999995,Legnica,Poland,50.63N,16.48E
1783-11-01,2.327,3.0839999999999996,Legnica,Poland,50.63N,16.48E
1783-12-01,-5.045,3.534,Legnica,Poland,50.63N,16.48E
1784-01-01,-8.696,11.095999999999998,Legnica,Poland,50.63N,16.48E
1784-02-01,-4.712,9.054,Legnica,Poland,50.63N,16.48E
1784-03-01,-0.10600000000000033,4.828,Legnica,Poland,50.63N,16.48E
1784-04-01,4.688,9.297,Legnica,Poland,50.63N,16.48E
1784-05-01,13.626,2.22,Legnica,Poland,50.63N,16.48E
1784-06-01,16.09,2.5469999999999997,Legnica,Poland,50.63N,16.48E
1784-07-01,17.000999999999998,5.53,Legnica,Poland,50.63N,16.48E
1784-08-01,17.343,8.22,Legnica,Poland,50.63N,16.48E
1784-09-01,14.42,5.791,Legnica,Poland,50.63N,16.48E
1784-10-01,5.41,5.239,Legnica,Poland,50.63N,16.48E
1784-11-01,3.9589999999999996,2.53,Legnica,Poland,50.63N,16.48E
1784-12-01,-1.8230000000000002,3.443,Legnica,Poland,50.63N,16.48E
1785-01-01,-4.5169999999999995,4.785,Legnica,Poland,50.63N,16.48E
1785-02-01,-4.289,6.34,Legnica,Poland,50.63N,16.48E
1785-03-01,-5.601,4.931,Legnica,Poland,50.63N,16.48E
1785-04-01,3.427,3.4219999999999997,Legnica,Poland,50.63N,16.48E
1785-05-01,11.23,5.693,Legnica,Poland,50.63N,16.48E
1785-06-01,14.542,4.978,Legnica,Poland,50.63N,16.48E
1785-07-01,16.218,4.841,Legnica,Poland,50.63N,16.48E
1785-08-01,15.958000000000002,4.481,Legnica,Poland,50.63N,16.48E
1785-09-01,14.659,2.608,Legnica,Poland,50.63N,16.48E
1785-10-01,7.0470000000000015,3.525,Legnica,Poland,50.63N,16.48E
1785-11-01,3.3369999999999997,5.033,Legnica,Poland,50.63N,16.48E
1785-12-01,-1.9909999999999999,2.474,Legnica,Poland,50.63N,16.48E
1786-01-01,-3.241,2.935,Legnica,Poland,50.63N,16.48E
1786-02-01,-2.585,2.73,Legnica,Poland,50.63N,16.48E
1786-03-01,0.4809999999999999,7.127999999999999,Legnica,Poland,50.63N,16.48E
1786-04-01,8.327,4.439,Legnica,Poland,50.63N,16.48E
1786-05-01,10.477,4.685,Legnica,Poland,50.63N,16.48E
1786-06-01,15.831,1.595,Legnica,Poland,50.63N,16.48E
1786-07-01,15.033,4.998,Legnica,Poland,50.63N,16.48E
1786-08-01,14.668,7.957999999999999,Legnica,Poland,50.63N,16.48E
1786-09-01,11.265,9.328,Legnica,Poland,50.63N,16.48E
1786-10-01,4.79,1.858,Legnica,Poland,50.63N,16.48E
1786-11-01,-1.455,6.285,Legnica,Poland,50.63N,16.48E
1786-12-01,-1.7000000000000002,3.0389999999999997,Legnica,Poland,50.63N,16.48E
1787-01-01,-4.235,4.817,Legnica,Poland,50.63N,16.48E
1787-02-01,-0.15600000000000014,5.072,Legnica,Poland,50.63N,16.48E
1787-03-01,2.7379999999999995,3.827,Legnica,Poland,50.63N,16.48E
1787-04-01,5.297000000000001,3.08,Legnica,Poland,50.63N,16.48E
1787-05-01,11.071,5.774,Legnica,Poland,50.63N,16.48E
1787-06-01,16.903,5.2139999999999995,Legnica,Poland,50.63N,16.48E
1787-07-01,16.937,7.715,Legnica,Poland,50.63N,16.48E
1787-08-01,17.026,5.778,Legnica,Poland,50.63N,16.48E
1787-09-01,12.163,3.346,Legnica,Poland,50.63N,16.48E
1787-10-01,9.448,8.449,Legnica,Poland,50.63N,16.48E
1787-11-01,3.438,1.399,Legnica,Poland,50.63N,16.48E
1787-12-01,1.164,4.73,Legnica,Poland,50.63N,16.48E
1788-01-01,-0.947,2.22,Legnica,Poland,50.63N,16.48E
1788-02-01,-2.45,7.519,Legnica,Poland,50.63N,16.48E
1788-03-01,1.013,4.166,Legnica,Poland,50.63N,16.48E
1788-04-01,6.651999999999999,4.282,Legnica,Poland,50.63N,16.48E
1788-05-01,12.415,2.419,Legnica,Poland,50.63N,16.48E
1788-06-01,16.964000000000002,3.003,Legnica,Poland,50.63N,16.48E
1788-07-01,19.817,5.297000000000001,Legnica,Poland,50.63N,16.48E
1788-08-01,15.506000000000002,2.6919999999999997,Legnica,Poland,50.63N,16.48E
1788-09-01,14.332,1.8719999999999999,Legnica,Poland,50.63N,16.48E
1788-10-01,7.221,3.3480000000000003,Legnica,Poland,50.63N,16.48E
1788-11-01,1.2390000000000003,3.411,Legnica,Poland,50.63N,16.48E
1788-12-01,-9.986,6.284,Legnica,Poland,50.63N,16.48E
1789-01-01,-6.752999999999999,7.2,Legnica,Poland,50.63N,16.48E
1789-02-01,0.11999999999999987,4.649,Legnica,Poland,50.63N,16.48E
1789-03-01,-2.9739999999999998,5.035,Legnica,Poland,50.63N,16.48E
1789-04-01,7.4110000000000005,3.15,Legnica,Poland,50.63N,16.48E
1789-05-01,15.282,4.522,Legnica,Poland,50.63N,16.48E
1789-06-01,15.415,2.08,Legnica,Poland,50.63N,16.48E
1789-07-01,18.199,3.3160000000000003,Legnica,Poland,50.63N,16.48E
1789-08-01,16.878,1.76,Legnica,Poland,50.63N,16.48E
1789-09-01,13.960999999999999,1.7930000000000001,Legnica,Poland,50.63N,16.48E
