4,4.599,Baranagar,India,23.31N,88.25E
1968-10-01,26.794,0.21,Barasat,India,23.31N,88.25E
1968-11-01,23.337,0.26899999999999996,Barasat,India,23.31N,88.25E
1968-12-01,19.272,0.413,Barasat,India,23.31N,88.25E
1969-01-01,18.552000000000003,0.311,Barasat,India,23.31N,88.25E
1969-02-01,22.635,0.381,Barasat,India,23.31N,88.25E
1969-03-01,28.011999999999997,0.462,Barasat,India,23.31N,88.25E
1969-04-01,30.609,0.478,Barasat,India,23.31N,88.25E
1969-05-01,30.718000000000004,0.215,Barasat,India,23.31N,88.25E
1969-06-01,30.563000000000002,0.22899999999999998,Barasat,India,23.31N,88.25E
1969-07-01,29.21,0.307,Barasat,India,23.31N,88.25E
1969-08-01,28.506,0.28800000000000003,Barasat,India,23.31N,88.25E
1969-09-01,28.785,0.249,Barasat,India,23.31N,88.25E
1969-10-01,27.308000000000003,0.325,Barasat,India,23.31N,88.25E
1969-11-01,24.193,0.244,Barasat,India,23.31N,88.25E
1969-12-01,19.775,0.239,Barasat,India,23.31N,88.25E
1970-01-01,19.162000000000006,0.317,Barasat,India,23.31N,88.25E
1970-02-01,22.259,0.166,Barasat,India,23.31N,88.25E
1970-03-01,27.014000000000006,0.389,Barasat,India,23.31N,88.25E
1970-04-01,30.776,0.537,Barasat,India,23.31N,88.25E
1970-05-01,31.725,0.508,Barasat,India,23.31N,88.25E
1970-06-01,29.685,0.5429999999999999,Barasat,India,23.31N,88.25E
1970-07-01,29.011,0.24,Barasat,India,23.31N,88.25E
1970-08-01,29.181,0.245,Barasat,India,23.31N,88.25E
1970-09-01,28.646,0.203,Barasat,India,23.31N,88.25E
1970-10-01,27.258000000000003,0.322,Barasat,India,23.31N,88.25E
1970-11-01,23.146,0.309,Barasat,India,23.31N,88.25E
1970-12-01,19.006,0.402,Barasat,India,23.31N,88.25E
1971-01-01,19.055000000000003,0.233,Barasat,India,23.31N,88.25E
1971-02-01,21.323,0.321,Barasat,India,23.31N,88.25E
1971-03-01,26.022,0.28600000000000003,Barasat,India,23.31N,88.25E
1971-04-01,27.732,0.42,Barasat,India,23.31N,88.25E
1971-05-01,29.26,0.382,Barasat,India,23.31N,88.25E
1971-06-01,28.935,0.304,Barasat,India,23.31N,88.25E
1971-07-01,28.388,0.27699999999999997,Barasat,India,23.31N,88.25E
1971-08-01,27.734,0.28,Barasat,India,23.31N,88.25E
1971-09-01,29.011999999999997,0.22699999999999998,Barasat,India,23.31N,88.25E
1971-10-01,27.278000000000002,0.45399999999999996,Barasat,India,23.31N,88.25E
1971-11-01,22.862,0.335,Barasat,India,23.31N,88.25E
1971-12-01,19.692,0.33399999999999996,Barasat,India,23.31N,88.25E
1972-01-01,18.878,0.442,Barasat,India,23.31N,88.25E
1972-02-01,19.54,0.282,Barasat,India,23.31N,88.25E
1972-03-01,27.110000000000007,0.24100000000000002,Barasat,India,23.31N,88.25E
1972-04-01,30.081,0.431,Barasat,India,23.31N,88.25E
1972-05-01,31.853,0.536,Barasat,India,23.31N,88.25E
1972-06-01,30.969,0.217,Barasat,India,23.31N,88.25E
1972-07-01,29.555999999999997,0.325,Barasat,India,23.31N,88.25E
1972-08-01,28.533,0.429,Barasat,India,23.31N,88.25E
1972-09-01,29.03,0.341,Barasat,India,23.31N,88.25E
1972-10-01,27.441,0.28600000000000003,Barasat,India,23.31N,88.25E
1972-11-01,23.842,0.308,Barasat,India,23.31N,88.25E
1972-12-01,20.26,0.32299999999999995,Barasat,India,23.31N,88.25E
1973-01-01,20.105999999999998,0.445,Barasat,India,23.31N,88.25E
1973-02-01,23.446,0.429,Barasat,India,23.31N,88.25E
1973-03-01,26.108,0.34600000000000003,Barasat,India,23.31N,88.25E
1973-04-01,31.242,0.802,Barasat,India,23.31N,88.25E
1973-05-01,30.093000000000004,0.257,Barasat,India,23.31N,88.25E
1973-06-01,29.986,0.278,Barasat,India,23.31N,88.25E
1973-07-01,29.055999999999997,0.43200000000000005,Barasat,India,23.31N,88.25E
1973-08-01,28.863000000000003,0.29,Barasat,India,23.31N,88.25E
1973-09-01,28.45,0.18,Barasat,India,23.31N,88.25E
1973-10-01,26.983,0.303,Barasat,India,23.31N,88.25E
1973-11-01,23.353,0.235,Barasat,India,23.31N,88.25E
1973-12-01,18.999,0.196,Barasat,India,23.31N,88.25E
1974-01-01,18.56,0.239,Barasat,India,23.31N,88.25E
1974-02-01,21.518,0.285,Barasat,India,23.31N,88.25E
1974-03-01,26.936999999999998,0.22899999999999998,Barasat,India,23.31N,88.25E
1974-04-01,30.022,0.359,Barasat,India,23.31N,88.25E
1974-05-01,30.418000000000003,0.433,Barasat,India,23.31N,88.25E
1974-06-01,30.496,0.326,Barasat,India,23.31N,88.25E
1974-07-01,28.27,0.226,Barasat,India,23.31N,88.25E
1974-08-01,29.241,0.23600000000000002,Barasat,India,23.31N,88.25E
1974-09-01,28.516,0.298,Barasat,India,23.31N,88.25E
1974-10-01,28.239,0.166,Barasat,India,23.31N,88.25E
1974-11-01,24.554000000000002,0.365,Barasat,India,23.31N,88.25E
1974-12-01,18.67,0.251,Barasat,India,23.31N,88.25E
1975-01-01,18.500999999999998,0.284,Barasat,India,23.31N,88.25E
1975-02-01,22.06,0.255,Barasat,India,23.31N,88.25E
1975-03-01,27.383000000000006,0.192,Barasat,India,23.31N,88.25E
1975-04-01,30.728,0.622,Barasat,India,23.31N,88.25E
1975-05-01,31.365,0.27,Barasat,India,23.31N,88.25E
1975-06-01,30.42,0.441,Barasat,India,23.31N,88.25E
1975-07-01,28.395,0.263,Barasat,India,23.31N,88.25E
1975-08-01,28.898000000000003,0.539,Barasat,India,23.31N,88.25E
1975-09-01,28.721,0.47100000000000003,Barasat,India,23.31N,88.25E
1975-10-01,28.25,0.355,Barasat,India,23.31N,88.25E
1975-11-01,22.763,0.28300000000000003,Barasat,India,23.31N,88.25E
1975-12-01,18.778,0.225,Barasat,India,23.31N,88.25E
1976-01-01,19.039,0.305,Barasat,India,23.31N,88.25E
1976-02-01,22.62,0.29600000000000004,Barasat,India,23.31N,88.25E
1976-03-01,27.649,0.165,Barasat,India,23.31N,88.25E
1976-04-01,30.125,0.41700000000000004,Barasat,India,23.31N,88.25E
1976-05-01,30.015,0.584,Barasat,India,23.31N,88.25E
1976-06-01,30.083000000000002,0.584,Barasat,India,23.31N,88.25E
1976-07-01,29.054000000000002,0.25,Barasat,India,23.31N,88.25E
1976-08-01,28.403000000000002,0.298,Barasat,India,23.31N,88.25E
1976-09-01,28.7,0.317,Barasat,India,23.31N,88.25E
1976-10-01,27.696,0.298,Barasat,India,23.31N,88.25E
1976-11-01,25.427,0.423,Barasat,India,23.31N,88.25E
1976-12-01,19.605999999999998,0.298,Barasat,India,23.31N,88.25E
1977-01-01,18.703000000000007,0.253,Barasat,India,23.31N,88.25E
1977-02-01,21.962,0.239,Barasat,India,23.31N,88.25E
1977-03-01,28.639000000000006,0.49200000000000005,Barasat,India,23.31N,88.25E
1977-04-01,29.283,0.445,Barasat,India,23.31N,88.25E
1977-05-01,28.914,0.309,Barasat,India,23.31N,88.25E
1977-06-01,29.083000000000002,0.431,Barasat,India,23.31N,88.25E
1977-07-01,28.921999999999997,0.41200000000000003,Barasat,India,23.31N,88.25E
1977-08-01,29.286,0.22899999999999998,Barasat,India,23.31N,88.25E
1977-09-01,29.295,0.239,Barasat,India,23.31N,88.25E
1977-10-01,27.207,0.316,Barasat,India,23.31N,88.25E
1977-11-01,24.708000000000002,0.324,Barasat,India,23.31N,88.25E
1977-12-01,19.719,0.225,Barasat,India,23.31N,88.25E
1978-01-01,17.912000000000006,0.302,Barasat,India,23.31N,88.25E
1978-02-01,21.514,0.253,Barasat,India,23.31N,88.25E
1978-03-01,25.826,0.537,Barasat,India,23.31N,88.25E
1978-04-01,29.587,0.623,Barasat,India,23.31N,88.25E
1978-05-01,30.47,0.491,Barasat,India,23.31N,88.25E
1978-06-01,29.776999999999997,0.358,Barasat,India,23.31N,88.25E
1978-07-01,28.995,0.27699999999999997,Barasat,India,23.31N,88.25E
1978-08-01,29.204,0.24100000000000002,Barasat,India,23.31N,88.25E
1978-09-01,28.463,0.146,Barasat,India,23.31N,88.25E
1978-10-01,27.548000000000002,0.18100000000000002,Barasat,India,23.31N,88.25E
1978-11-01,24.811999999999998,0.37799999999999995,Barasat,India,23.31N,88.25E
1978-12-01,19.637999999999998,0.415,Barasat,India,23.31N,88.25E
1979-01-01,19.994,0.27,Barasat,India,23.31N,88.25E
1979-02-01,20.801,0.252,Barasat,India,23.31N,88.25E
1979-03-01,26.826,0.526,Barasat,India,23.31N,88.25E
1979-04-01,30.419,0.745,Barasat,India,23.31N,88.25E
1979-05-01,32.199,0.575,Barasat,India,23.31N,88.25E
1979-06-01,30.926,0.265,Barasat,India,23.31N,88.25E
1979-07-01,29.595,0.195,Barasat,India,23.31N,88.25E
1979-08-01,29.569000000000003,0.209,Barasat,India,23.31N,88.25E
1979-09-01,29.369,0.24,Barasat,India,23.31N,88.25E
1979-10-01,27.956,0.153,Barasat,India,23.31N,88.25E
1979-11-01,26.212,0.27899999999999997,Barasat,India,23.31N,88.25E
1979-12-01,20.074,0.318,Barasat,India,23.31N,88.25E
1980-01-01,19.298,0.371,Barasat,India,23.31N,88.25E
1980-02-01,22.487,0.28300000000000003,Barasat,India,23.31N,88.25E
1980-03-01,27.118,0.43700000000000006,Barasat,India,23.31N,88.25E
1980-04-01,31.471,0.7,Barasat,India,23.31N,88.25E
1980-05-01,30.616999999999997,0.39,Barasat,India,23.31N,88.25E
1980-06-01,29.577,0.254,Barasat,India,23.31N,88.25E
1980-07-01,29.261999999999997,0.272,Barasat,India,23.31N,88.25E
1980-08-01,29.5,0.44799999999999995,Barasat,India,23.31N,88.25E
1980-09-01,29.456,0.17,Barasat,India,23.31N,88.25E
1980-10-01,27.183000000000003,0.14800000000000002,Barasat,India,23.31N,88.25E
1980-11-01,23.747,0.35700000000000004,Barasat,India,23.31N,88.25E
1980-12-01,20.255000000000006,0.193,Barasat,India,23.31N,88.25E
1981-01-01,18.832,0.12300000000000001,Barasat,India,23.31N,88.25E
1981-02-01,22.019000000000002,0.257,Barasat,India,23.31N,88.25E
1981-03-01,25.949,0.152,Barasat,India,23.31N,88.25E
1981-04-01,28.19,0.6409999999999999,Barasat,India,23.31N,88.25E
1981-05-01,29.188,0.45299999999999996,Barasat,India,23.31N,88.25E
1981-06-01,30.222,0.256,Barasat,India,23.31N,88.25E
1981-07-01,28.768,0.266,Barasat,India,23.31N,88.25E
1981-08-01,29.382,0.26899999999999996,Barasat,India,23.31N,88.25E
1981-09-01,28.934,0.287,Barasat,India,23.31N,88.25E
1981-10-01,27.564,0.27399999999999997,Barasat,India,23.31N,88.25E
1981-11-01,23.256,0.154,Barasat,India,23.31N,88.25E
1981-12-01,19.038,0.308,Barasat,India,23.31N,88.25E
1982-01-01,20.048,0.27,Barasat,India,23.31N,88.25E
1982-02-01,21.873,0.278,Barasat,India,23.31N,88.25E
1982-03-01,25.432,0.409,Barasat,India,23.31N,88.25E
1982-04-01,29.54,0.355,Barasat,India,23.31N,88.25E
1982-05-01,31.996,0.53,Barasat,India,23.31N,88.25E
1982-06-01,30.054000000000002,0.33,Barasat,India,23.31N,88.25E
1982-07-01,30.08,0.207,Barasat,India,23.31N,88.25E
1982-08-01,28.755,0.185,Barasat,India,23.31N,88.25E
1982-09-01,29.546,0.28300000000000003,Barasat,India,23.31N,88.25E
1982-10-01,27.682,0.209,Barasat,India,23.31N,88.25E
1982-11-01,23.426,0.22699999999999998,Barasat,India,23.31N,88.25E
1982-12-01,19.385,0.23199999999999998,Barasat,India,23.31N,88.25E
1983-01-01,18.596,0.38,Barasat,India,23.31N,88.25E
1983-02-01,21.373,0.41100000000000003,Barasat,India,23.31N,88.25E
1983-03-01,27.066999999999997,0.161,Barasat,India,23.31N,88.25E
1983-04-01,29.564,0.24600000000000002,Barasat,India,23.31N,88.25E
1983-05-01,30.215999999999998,0.183,Barasat,India,23.31N,88.25E
1983-06-01,31.074,0.555,Barasat,India,23.31N,88.25E
1983-07-01,29.776999999999997,0.245,Barasat,India,23.31N,88.25E
1983-08-01,29.111,0.22399999999999998,Barasat,India,23.31N,88.25E
1983-09-01,29.087,0.2,Barasat,India,23.31N,88.25E
1983-10-01,27.203000000000003,0.254,Barasat,India,23.31N,88.25E
1983-11-01,23.745,0.23399999999999999,Barasat,India,23.31N,88.25E
1983-12-01,19.053,0.381,Barasat,India,23.31N,88.25E
1984-01-01,18.611,0.34299999999999997,Barasat,India,23.31N,88.25E
1984-02-01,20.948,0.284,Barasat,India,23.31N,88.25E
1984-03-01,27.465999999999998,0.24600000000000002,Barasat,India,23.31N,88.25E
1984-04-01,30.739,0.24,Barasat,India,23.31N,88.25E
1984-05-01,31.186,0.614,Barasat,India,23.31N,88.25E
1984-06-01,29.08,0.40700000000000003,Barasat,India,23.31N,88.25E
1984-07-01,28.701,0.35100000000000003,Barasat,India,23.31N,88.25E
1984-08-01,28.852,0.297,Barasat,India,23.31N,88.25E
1984-09-01,28.62,0.2,Barasat,India,23.31N,88.25E
1984-10-01,27.762,0.17600000000000002,Barasat,India,23.31N,88.25E
1984-11-01,22.919,0.311,Barasat,India,23.31N,88.25E
1984-12-01,19.73,0.35600000000000004,Barasat,India,23.31N,88.25E
1985-01-01,19.781,0.275,Barasat,India,23.31N,88.25E
1985-02-01,21.932,0.23600000000000002,Barasat,India,23.31N,88.25E
1985-03-01,28.765,0.32,Barasat,India,23.31N,88.25E
1985-04-01,31.169,0.38799999999999996,Barasat,India,23.31N,88.25E
1985-05-01,30.316000000000006,0.381,Barasat,India,23.31N,88.25E
1985-06-01,30.311999999999998,0.376,Barasat,India,23.31N,88.25E
1985-07-01,28.456,0.278,Barasat,India,23.31N,88.25E
1985-08-01,29.294,0.40399999999999997,Barasat,India,23.31N,88.25E
1985-09-01,28.83,0.41600000000000004,Barasat,India,23.31N,88.25E
1985-10-01,27.132,0.23199999999999998,Barasat,India,23.31N,88.25E
1985-11-01,23.486,0.377,Barasat,India,23.31N,88.25E
1985-12-01,20.569000000000006,0.35200000000000004,Barasat,India,23.31N,88.25E
1986-01-01,19.188,0.483,Barasat,India,23.31N,88.25E
1986-02-01,22.245,0.33299999999999996,Barasat,India,23.31N,88.25E
1986-03-01,27.594,0.479,Barasat,India,23.31N,88.25E
1986-04-01,29.835,0.308,Barasat,India,23.31N,88.25E
1986-05-01,29.803,0.556,Barasat,India,23.31N,88.25E
1986-06-01,30.673000000000002,0.34,Barasat,India,23.31N,88.25E
1986-07-01,28.835,0.369,Barasat,India,23.31N,88.25E
1986-08-01,29.455,0.583,Barasat,India,23.31N,88.25E
1986-09-01,28.623,0.363,Barasat,India,23.31N,88.25E
1986-10-01,26.511,0.253,Barasat,India,23.31N,88.25E
1986-11-01,24.209,0.268,Barasat,India,23.31N,88.25E
1986-12-01,20.495,0.308,Barasat,India,23.31N,88.25E
1987-01-01,18.983,0.418,Barasat,India,23.31N,88.25E
1987-02-01,23.008000000000003,0.381,Barasat,India,23.31N,88.25E
1987-03-01,27.156,0.13699999999999998,Barasat,India,23.31N,88.25E
1987-04-01,30.128,0.244,Barasat,India,23.31N,88.25E
1987-05-01,31.226,0.53,Barasat,India,23.31N,88.25E
1987-06-01,31.208000000000002,0.314,Barasat,India,23.31N,88.25E
1987-07-01,29.036,0.212,Barasat,India,23.31N,88.25E
1987-08-01,29.283,0.254,Barasat,India,23.31N,88.25E
1987-09-01,29.429000000000002,0.266,Barasat,India,23.31N,88.25E
1987-10-01,28.081,0.344,Barasat,India,23.31N,88.25E
1987-11-01,24.265,0.418,Barasat,India,23.31N,88.25E
1987-12-01,20.447000000000006,0.342,Barasat,India,23.31N,88.25E
1988-01-01,19.627,0.37799999999999995,Barasat,India,23.31N,88.25E
1988-02-01,23.016,0.34,Barasat,India,23.31N,88.25E
1988-03-01,27.209000000000003,0.302,Barasat,India,23.31N,88.25E
1988-04-01,30.744,0.34,Barasat,India,23.31N,88.25E
1988-05-01,31.061,0.377,Barasat,India,23.31N,88.25E
1988-06-01,29.58,0.33,Barasat,India,23.31N,88.25E
1988-07-01,29.273000000000003,0.28800000000000003,Barasat,India,23.31N,88.25E
1988-08-01,29.311,0.105,Barasat,India,23.31N,88.25E
1988-09-01,29.759,0.27899999999999997,Barasat,India,23.31N,88.25E
1988-10-01,27.88,0.522,Barasat,India,23.31N,88.25E
1988-11-01,24.135,0.31,Barasat,India,23.31N,88.25E
1988-12-01,21.086,0.527,Barasat,India,23.31N,88.25E
1989-01-01,17.865000000000006,0.39299999999999996,Barasat,India,23.31N,88.25E
1989-02-01,22.135,0.518,Barasat,India,23.31N,88.25E
1989-03-01,27.013,0.313,Barasat,India,23.31N,88.25E
1989-04-01,31.323,0.664,Barasat,India,23.31N,88.25E
1989-05-01,31.436999999999998,0.179,Barasat,India,23.31N,88.25E
1989-06-01,29.66,0.207,Barasat,India,23.31N,88.25E
1989-07-01,29.15,0.318,Barasat,India,23.31N,88.25E
1989-08-01,29.365,0.32899999999999996,Barasat,India,23.31N,88.25E
1989-09-01,29.098000000000003,0.18899999999999997,Barasat,India,23.31N,88.25E
1989-10-01,27.804000000000002,0.37200000000000005,Barasat,India,23.31N,88.25E
1989-11-01,23.781,0.33399999999999996,Barasat,India,23.31N,88.25E
1989-12-01,19.304,0.215,Barasat,India,23.31N,88.25E
1990-01-01,19.523000000000003,0.529,Barasat,India,23.31N,88.25E
1990-02-01,22.717,0.363,Barasat,India,23.31N,88.25E
1990-03-01,25.475,0.645,Barasat,India,23.31N,88.25E
1990-04-01,29.415,0.406,Barasat,India,23.31N,88.25E
1990-05-01,30.178,0.20199999999999999,Barasat,India,23.31N,88.25E
1990-06-01,30.254,0.272,Barasat,India,23.31N,88.25E
1990-07-01,28.684,0.324,Barasat,India,23.31N,88.25E
1990-08-01,29.597,0.205,Barasat,India,23.31N,88.25E
1990-09-01,29.299,0.276,Barasat,India,23.31N,88.25E
1990-10-01,26.336,0.319,Barasat,India,23.31N,88.25E
1990-11-01,24.763,0.231,Barasat,India,23.31N,88.25E
1990-12-01,20.108,0.223,Barasat,India,23.31N,88.25E
1991-01-01,18.441000000000006,0.22699999999999998,Barasat,India,23.31N,88.25E
1991-02-01,23.642,0.22,Barasat,India,23.31N,88.25E
1991-03-01,27.799000000000003,0.209,Barasat,India,23.31N,88.25E
1991-04-01,30.406999999999996,0.158,Barasat,India,23.31N,88.25E
1991-05-01,31.074,0.35,Barasat,India,23.31N,88.25E
1991-06-01,29.781,0.235,Barasat,India,23.31N,88.25E
1991-07-01,29.438000000000002,0.23800000000000002,Barasat,India,23.31N,88.25E
1991-08-01,29.428,0.326,Barasat,India,23.31N,88.25E
1991-09-01,29.011999999999997,0.345,Barasat,India,23.31N,88.25E
1991-10-01,27.292,0.19399999999999998,Barasat,India,23.31N,88.25E
1991-11-01,22.94,0.214,Barasat,India,23.31N,88.25E
1991-12-01,19.248,0.23800000000000002,Barasat,India,23.31N,88.25E
1992-01-01,18.324,0.22,Barasat,India,23.31N,88.25E
1992-02-01,21.22,0.213,Barasat,India,23.31N,88.25E
1992-03-01,27.822000000000006,0.257,Barasat,India,23.31N,88.25E
1992-04-01,31.369,0.26,Barasat,India,23.31N,88.25E
1992-05-01,30.194000000000003,0.187,Barasat,India,23.31N,88.25E
1992-06-01,30.493000000000002,0.302,Barasat,India,23.31N,88.25E
1992-07-01,28.856,0.191,Barasat,India,23.31N,88.25E
1992-08-01,29.184,0.13699999999999998,Barasat,India,23.31N,88.25E
1992-09-01,29.138,0.214,Barasat,India,23.31N,88.25E
1992-10-01,27.484,0.17300000000000001,Barasat,India,23.31N,88.25E
1992-11-01,23.726999999999997,0.368,Barasat,India,23.31N,88.25E
1992-12-01,19.141,0.316,Barasat,India,23.31N,88.25E
1993-01-01,18.722,0.382,Barasat,India,23.31N,88.25E
1993-02-01,23.158,0.254,Barasat,India,23.31N,88.25E
1993-03-01,25.971999999999998,0.205,Barasat,India,23.31N,88.25E
1993-04-01,29.349,0.314,Barasat,India,23.31N,88.25E
1993-05-01,30.168000000000003,0.27699999999999997,Barasat,India,23.31N,88.25E
1993-06-01,29.705,0.183,Barasat,India,23.31N,88.25E
1993-07-01,29.392,0.22899999999999998,Barasat,India,23.31N,88.25E
1993-08-01,29.05,0.14400000000000002,Barasat,India,23.31N,88.25E
1993-09-01,28.537,0.20199999999999999,Barasat,India,23.31N,88.25E
1993-10-01,27.751,0.193,Barasat,India,23.31N,88.25E
1993-11-01,24.083000000000002,0.171,Barasat,India,23.31N,88.25E
1993-12-01,20.25,0.204,Barasat,India,23.31N,88.25E
1994-01-01,19.662000000000006,0.25,Barasat,India,23.31N,88.25E
1994-02-01,21.457,0.17,Barasat,India,23.31N,88.25E
1994-03-01,27.809,0.14800000000000002,Barasat,India,23.31N,88.25E
1994-04-01,29.781999999999996,0.254,Barasat,India,23.31N,88.25E
1994-05-01,31.489,0.222,Barasat,India,23.31N,88.25E
1994-06-01,29.794,0.253,Barasat,India,23.31N,88.25E
1994-07-01,29.221,0.237,Barasat,India,23.31N,88.25E
1994-08-01,29.178,0.237,Barasat,India,23.31N,88.25E
1994-09-01,29.139,0.26,Barasat,India,23.31N,88.25E
1994-10-01,27.617,0.209,Barasat,India,23.31N,88.25E
1994-11-01,23.761999999999997,0.35100000000000003,Barasat,India,23.31N,88.25E
1994-12-01,19.577,0.39899999999999997,Barasat,India,23.31N,88.25E
1995-01-01,17.935000000000006,0.271,Barasat,India,23.31N,88.25E
1995-02-01,22.048000000000002,0.242,Barasat,India,23.31N,88.25E
1995-03-01,26.834000000000003,0.389,Barasat,India,23.31N,88.25E
1995-04-01,31.445,0.242,Barasat,India,23.31N,88.25E
1995-05-01,32.014,0.217,Barasat,India,23.31N,88.25E
1995-06-01,30.406999999999996,0.242,Barasat,India,23.31N,88.25E
1995-07-01,29.085,0.271,Barasat,India,23.31N,88.25E
1995-08-01,29.365,0.307,Barasat,India,23.31N,88.25E
1995-09-01,28.951,0.18899999999999997,Barasat,India,23.31N,88.25E
1995-10-01,27.735,0.203,Barasat,India,23.31N,88.25E
1995-11-01,23.705,0.165,Barasat,India,23.31N,88.25E
1995-12-01,19.880000000000006,0.285,Barasat,India,23.31N,88.25E
1996-01-01,19.283,0.345,Barasat,India,23.31N,88.25E
1996-02-01,22.374000000000002,0.154,Barasat,India,23.31N,88.25E
1996-03-01,28.349,0.193,Barasat,India,23.31N,88.25E
1996-04-01,30.415,0.187,Barasat,India,23.31N,88.25E
1996-05-01,31.965,0.18100000000000002,Barasat,India,23.31N,88.25E
1996-06-01,29.566999999999997,0.276,Barasat,India,23.31N,88.25E
1996-07-01,29.385,0.201,Barasat,India,23.31N,88.25E
1996-08-01,28.631,0.348,Barasat,India,23.31N,88.25E
1996-09-01,29.695,0.331,Barasat,India,23.31N,88.25E
1996-10-01,27.139,0.141,Barasat,India,23.31N,88.25E
1996-11-01,23.594,0.237,Barasat,India,23.31N,88.25E
1996-12-01,19.395,0.155,Barasat,India,23.31N,88.25E
1997-01-01,18.24,0.185,Barasat,India,23.31N,88.25E
1997-02-01,21.471,0.094,Barasat,India,23.31N,88.25E
1997-03-01,27.491999999999997,0.242,Barasat,India,23.31N,88.25E
1997-04-01,27.59,0.271,Barasat,India,23.31N,88.25E
1997-05-01,30.893,0.146,Barasat,India,23.31N,88.25E
1997-06-01,30.473000000000003,0.157,Barasat,India,23.31N,88.25E
1997-07-01,29.121,0.225,Barasat,India,23.31N,88.25E
1997-08-01,29.254,0.175,Barasat,India,23.31N,88.25E
1997-09-01,28.783,0.306,Barasat,India,23.31N,88.25E
1997-10-01,26.927,0.207,Barasat,India,23.31N,88.25E
1997-11-01,24.698,0.265,Barasat,India,23.31N,88.25E
1997-12-01,19.334,0.18600000000000003,Barasat,India,23.31N,88.25E
1998-01-01,17.639000000000006,0.226,Barasat,India,23.31N,88.25E
1998-02-01,22.461,0.152,Barasat,India,23.31N,88.25E
1998-03-01,25.213,0.321,Barasat,India,23.31N,88.25E
