4,4.599,Baranagar,India,23.31N,88.25E
1863-08-01,28.288,1.112,Barddhaman,India,23.31N,88.25E
1863-09-01,27.871,1.104,Barddhaman,India,23.31N,88.25E
1863-10-01,26.083000000000002,1.4140000000000001,Barddhaman,India,23.31N,88.25E
1863-11-01,22.415,1.516,Barddhaman,India,23.31N,88.25E
1863-12-01,18.538,1.492,Barddhaman,India,23.31N,88.25E
1864-01-01,17.722,1.661,Barddhaman,India,23.31N,88.25E
1864-02-01,20.731,1.864,Barddhaman,India,23.31N,88.25E
1864-03-01,25.618,1.745,Barddhaman,India,23.31N,88.25E
1864-04-01,29.439,1.7530000000000001,Barddhaman,India,23.31N,88.25E
1864-05-01,30.416999999999998,1.564,Barddhaman,India,23.31N,88.25E
1864-06-01,29.941999999999997,1.538,Barddhaman,India,23.31N,88.25E
1864-07-01,28.873,1.19,Barddhaman,India,23.31N,88.25E
1864-08-01,28.402,1.19,Barddhaman,India,23.31N,88.25E
1864-09-01,28.095,1.3090000000000002,Barddhaman,India,23.31N,88.25E
1864-10-01,26.501,1.338,Barddhaman,India,23.31N,88.25E
1864-11-01,22.433000000000003,1.537,Barddhaman,India,23.31N,88.25E
1864-12-01,18.358,1.642,Barddhaman,India,23.31N,88.25E
1865-01-01,18.605,1.659,Barddhaman,India,23.31N,88.25E
1865-02-01,21.142,1.9409999999999998,Barddhaman,India,23.31N,88.25E
1865-03-01,25.735000000000007,1.591,Barddhaman,India,23.31N,88.25E
1865-04-01,28.94,1.618,Barddhaman,India,23.31N,88.25E
1865-05-01,30.541,1.635,Barddhaman,India,23.31N,88.25E
1865-06-01,30.057,1.337,Barddhaman,India,23.31N,88.25E
1865-07-01,28.926,1.06,Barddhaman,India,23.31N,88.25E
1865-08-01,28.816,0.995,Barddhaman,India,23.31N,88.25E
1865-09-01,28.769000000000002,0.99,Barddhaman,India,23.31N,88.25E
1865-10-01,26.998,1.291,Barddhaman,India,23.31N,88.25E
1865-11-01,23.59,1.435,Barddhaman,India,23.31N,88.25E
1865-12-01,18.945,1.545,Barddhaman,India,23.31N,88.25E
1866-01-01,19.003,1.632,Barddhaman,India,23.31N,88.25E
1866-02-01,21.259,1.643,Barddhaman,India,23.31N,88.25E
1866-03-01,26.084000000000003,1.6269999999999998,Barddhaman,India,23.31N,88.25E
1866-04-01,29.921,1.849,Barddhaman,India,23.31N,88.25E
1866-05-01,30.756999999999998,1.5730000000000002,Barddhaman,India,23.31N,88.25E
1866-06-01,29.761,1.463,Barddhaman,India,23.31N,88.25E
1866-07-01,29.164,1.139,Barddhaman,India,23.31N,88.25E
1866-08-01,28.72,1.093,Barddhaman,India,23.31N,88.25E
1866-09-01,28.676,1.2229999999999999,Barddhaman,India,23.31N,88.25E
1866-10-01,26.476,1.281,Barddhaman,India,23.31N,88.25E
1866-11-01,22.97,1.3519999999999999,Barddhaman,India,23.31N,88.25E
1866-12-01,19.555,1.48,Barddhaman,India,23.31N,88.25E
1867-01-01,18.464,1.632,Barddhaman,India,23.31N,88.25E
1867-02-01,21.322,1.452,Barddhaman,India,23.31N,88.25E
1867-03-01,26.134,1.608,Barddhaman,India,23.31N,88.25E
1867-04-01,29.721,1.632,Barddhaman,India,23.31N,88.25E
1867-05-01,30.386999999999997,1.385,Barddhaman,India,23.31N,88.25E
1867-06-01,29.856,1.341,Barddhaman,India,23.31N,88.25E
1867-07-01,28.947,1.094,Barddhaman,India,23.31N,88.25E
1867-08-01,28.777,1.115,Barddhaman,India,23.31N,88.25E
1867-09-01,28.493000000000002,1.034,Barddhaman,India,23.31N,88.25E
1867-10-01,26.865,1.198,Barddhaman,India,23.31N,88.25E
1867-11-01,23.651999999999997,1.74,Barddhaman,India,23.31N,88.25E
1867-12-01,19.299,1.681,Barddhaman,India,23.31N,88.25E
1868-01-01,17.533,1.883,Barddhaman,India,23.31N,88.25E
1868-02-01,20.38,2.123,Barddhaman,India,23.31N,88.25E
1868-03-01,25.544,1.8980000000000001,Barddhaman,India,23.31N,88.25E
1868-04-01,29.508000000000003,1.796,Barddhaman,India,23.31N,88.25E
1868-05-01,30.498,1.5759999999999998,Barddhaman,India,23.31N,88.25E
1868-06-01,29.763,1.2770000000000001,Barddhaman,India,23.31N,88.25E
1868-07-01,28.804000000000002,0.975,Barddhaman,India,23.31N,88.25E
1868-08-01,28.897,1.05,Barddhaman,India,23.31N,88.25E
1868-09-01,28.5,1.088,Barddhaman,India,23.31N,88.25E
1868-10-01,27.022,1.32,Barddhaman,India,23.31N,88.25E
1868-11-01,22.538,1.5230000000000001,Barddhaman,India,23.31N,88.25E
1868-12-01,18.639000000000006,1.83,Barddhaman,India,23.31N,88.25E
1869-01-01,17.927000000000003,1.9240000000000002,Barddhaman,India,23.31N,88.25E
1869-02-01,21.449,2.344,Barddhaman,India,23.31N,88.25E
1869-03-01,25.574,1.847,Barddhaman,India,23.31N,88.25E
1869-04-01,29.519000000000002,1.841,Barddhaman,India,23.31N,88.25E
1869-05-01,30.511,1.699,Barddhaman,India,23.31N,88.25E
1869-06-01,29.702,1.445,Barddhaman,India,23.31N,88.25E
1869-07-01,28.809,1.218,Barddhaman,India,23.31N,88.25E
1869-08-01,28.577,1.128,Barddhaman,India,23.31N,88.25E
1869-09-01,28.504,1.139,Barddhaman,India,23.31N,88.25E
1869-10-01,26.539,1.44,Barddhaman,India,23.31N,88.25E
1869-11-01,22.521,1.629,Barddhaman,India,23.31N,88.25E
1869-12-01,18.1,1.6019999999999999,Barddhaman,India,23.31N,88.25E
1870-01-01,18.098000000000006,1.206,Barddhaman,India,23.31N,88.25E
1870-02-01,21.226999999999997,1.761,Barddhaman,India,23.31N,88.25E
1870-03-01,25.924000000000003,1.057,Barddhaman,India,23.31N,88.25E
1870-04-01,29.85,1.345,Barddhaman,India,23.31N,88.25E
1870-05-01,31.261,1.1520000000000001,Barddhaman,India,23.31N,88.25E
1870-06-01,29.382,1.422,Barddhaman,India,23.31N,88.25E
1870-07-01,28.635,0.9540000000000001,Barddhaman,India,23.31N,88.25E
1870-08-01,28.131,0.66,Barddhaman,India,23.31N,88.25E
1870-09-01,28.122,0.784,Barddhaman,India,23.31N,88.25E
1870-10-01,26.711,1.248,Barddhaman,India,23.31N,88.25E
1870-11-01,22.872,1.4609999999999999,Barddhaman,India,23.31N,88.25E
1870-12-01,17.84,1.185,Barddhaman,India,23.31N,88.25E
1871-01-01,17.928,1.479,Barddhaman,India,23.31N,88.25E
1871-02-01,21.894000000000002,2.7680000000000002,Barddhaman,India,23.31N,88.25E
1871-03-01,26.025,1.676,Barddhaman,India,23.31N,88.25E
1871-04-01,29.738000000000003,1.161,Barddhaman,India,23.31N,88.25E
1871-05-01,30.564,1.419,Barddhaman,India,23.31N,88.25E
1871-06-01,30.453000000000003,1.952,Barddhaman,India,23.31N,88.25E
1871-07-01,28.465,0.965,Barddhaman,India,23.31N,88.25E
1871-08-01,28.671,0.617,Barddhaman,India,23.31N,88.25E
1871-09-01,28.930999999999997,1.08,Barddhaman,India,23.31N,88.25E
1871-10-01,26.827,0.821,Barddhaman,India,23.31N,88.25E
1871-11-01,22.511999999999997,1.036,Barddhaman,India,23.31N,88.25E
1871-12-01,18.725,0.9470000000000001,Barddhaman,India,23.31N,88.25E
1872-01-01,18.202,1.89,Barddhaman,India,23.31N,88.25E
1872-02-01,20.681,1.413,Barddhaman,India,23.31N,88.25E
1872-03-01,27.168000000000006,1.785,Barddhaman,India,23.31N,88.25E
1872-04-01,29.608,1.565,Barddhaman,India,23.31N,88.25E
1872-05-01,30.375999999999998,1.097,Barddhaman,India,23.31N,88.25E
1872-06-01,30.037,1.3619999999999999,Barddhaman,India,23.31N,88.25E
1872-07-01,28.546999999999997,0.695,Barddhaman,India,23.31N,88.25E
1872-08-01,28.711,1.286,Barddhaman,India,23.31N,88.25E
1872-09-01,28.322,0.642,Barddhaman,India,23.31N,88.25E
1872-10-01,26.842,0.735,Barddhaman,India,23.31N,88.25E
1872-11-01,23.035999999999998,1.159,Barddhaman,India,23.31N,88.25E
1872-12-01,19.009,1.651,Barddhaman,India,23.31N,88.25E
1873-01-01,17.78,1.148,Barddhaman,India,23.31N,88.25E
1873-02-01,21.681,1.2930000000000001,Barddhaman,India,23.31N,88.25E
1873-03-01,25.834000000000003,1.258,Barddhaman,India,23.31N,88.25E
1873-04-01,29.472,1.349,Barddhaman,India,23.31N,88.25E
1873-05-01,31.151,1.766,Barddhaman,India,23.31N,88.25E
1873-06-01,29.904,1.011,Barddhaman,India,23.31N,88.25E
1873-07-01,29.167,1.229,Barddhaman,India,23.31N,88.25E
1873-08-01,28.86,0.741,Barddhaman,India,23.31N,88.25E
1873-09-01,28.666,1.185,Barddhaman,India,23.31N,88.25E
1873-10-01,26.645,1.0759999999999998,Barddhaman,India,23.31N,88.25E
1873-11-01,22.671999999999997,0.841,Barddhaman,India,23.31N,88.25E
1873-12-01,18.972,1.172,Barddhaman,India,23.31N,88.25E
1874-01-01,17.215000000000003,2.342,Barddhaman,India,23.31N,88.25E
1874-02-01,20.976,1.5859999999999999,Barddhaman,India,23.31N,88.25E
1874-03-01,25.175,1.556,Barddhaman,India,23.31N,88.25E
1874-04-01,29.682,1.022,Barddhaman,India,23.31N,88.25E
1874-05-01,30.221999999999998,1.5219999999999998,Barddhaman,India,23.31N,88.25E
1874-06-01,29.997,1.4469999999999998,Barddhaman,India,23.31N,88.25E
1874-07-01,28.878,0.8909999999999999,Barddhaman,India,23.31N,88.25E
1874-08-01,28.76,0.723,Barddhaman,India,23.31N,88.25E
1874-09-01,28.374000000000002,0.733,Barddhaman,India,23.31N,88.25E
1874-10-01,27.447,1.212,Barddhaman,India,23.31N,88.25E
1874-11-01,23.476,1.167,Barddhaman,India,23.31N,88.25E
1874-12-01,18.272,2.009,Barddhaman,India,23.31N,88.25E
1875-01-01,17.590999999999998,0.6679999999999999,Barddhaman,India,23.31N,88.25E
1875-02-01,20.92,0.759,Barddhaman,India,23.31N,88.25E
1875-03-01,27.149,0.545,Barddhaman,India,23.31N,88.25E
1875-04-01,30.083000000000002,0.537,Barddhaman,India,23.31N,88.25E
1875-05-01,29.784000000000002,0.489,Barddhaman,India,23.31N,88.25E
1875-06-01,29.715999999999998,0.8740000000000001,Barddhaman,India,23.31N,88.25E
1875-07-01,29.026999999999997,0.932,Barddhaman,India,23.31N,88.25E
1875-08-01,28.524,0.539,Barddhaman,India,23.31N,88.25E
1875-09-01,28.784000000000002,0.763,Barddhaman,India,23.31N,88.25E
1875-10-01,26.7,0.654,Barddhaman,India,23.31N,88.25E
1875-11-01,22.336,0.7,Barddhaman,India,23.31N,88.25E
1875-12-01,19.424,0.7,Barddhaman,India,23.31N,88.25E
1876-01-01,18.33,0.8270000000000001,Barddhaman,India,23.31N,88.25E
1876-02-01,21.371,0.5660000000000001,Barddhaman,India,23.31N,88.25E
1876-03-01,27.023000000000003,1.345,Barddhaman,India,23.31N,88.25E
1876-04-01,30.149,1.077,Barddhaman,India,23.31N,88.25E
1876-05-01,30.552,0.848,Barddhaman,India,23.31N,88.25E
1876-06-01,30.132,0.451,Barddhaman,India,23.31N,88.25E
1876-07-01,28.631,0.767,Barddhaman,India,23.31N,88.25E
1876-08-01,28.766,0.665,Barddhaman,India,23.31N,88.25E
1876-09-01,28.579,0.713,Barddhaman,India,23.31N,88.25E
1876-10-01,25.731,0.451,Barddhaman,India,23.31N,88.25E
1876-11-01,21.995,0.956,Barddhaman,India,23.31N,88.25E
1876-12-01,18.061,1.166,Barddhaman,India,23.31N,88.25E
1877-01-01,18.477,1.599,Barddhaman,India,23.31N,88.25E
1877-02-01,18.82,1.587,Barddhaman,India,23.31N,88.25E
1877-03-01,25.796999999999997,0.5429999999999999,Barddhaman,India,23.31N,88.25E
1877-04-01,28.022,1.042,Barddhaman,India,23.31N,88.25E
1877-05-01,30.224,1.036,Barddhaman,India,23.31N,88.25E
1877-06-01,30.063000000000002,1.767,Barddhaman,India,23.31N,88.25E
1877-07-01,29.087,0.6679999999999999,Barddhaman,India,23.31N,88.25E
1877-08-01,28.882,0.759,Barddhaman,India,23.31N,88.25E
1877-09-01,28.948,0.39399999999999996,Barddhaman,India,23.31N,88.25E
1877-10-01,26.876,0.716,Barddhaman,India,23.31N,88.25E
1877-11-01,24.011,1.025,Barddhaman,India,23.31N,88.25E
1877-12-01,19.483,1.649,Barddhaman,India,23.31N,88.25E
1878-01-01,17.929000000000006,1.442,Barddhaman,India,23.31N,88.25E
1878-02-01,22.769000000000002,1.0659999999999998,Barddhaman,India,23.31N,88.25E
1878-03-01,26.829,0.8490000000000001,Barddhaman,India,23.31N,88.25E
1878-04-01,29.721,1.002,Barddhaman,India,23.31N,88.25E
1878-05-01,29.122,0.647,Barddhaman,India,23.31N,88.25E
1878-06-01,31.318,1.079,Barddhaman,India,23.31N,88.25E
1878-07-01,29.528000000000002,0.647,Barddhaman,India,23.31N,88.25E
1878-08-01,28.811,0.831,Barddhaman,India,23.31N,88.25E
1878-09-01,28.958000000000002,0.596,Barddhaman,India,23.31N,88.25E
1878-10-01,27.776,0.473,Barddhaman,India,23.31N,88.25E
1878-11-01,24.081999999999997,0.895,Barddhaman,India,23.31N,88.25E
1878-12-01,19.334,1.07,Barddhaman,India,23.31N,88.25E
1879-01-01,18.651000000000003,0.7070000000000001,Barddhaman,India,23.31N,88.25E
1879-02-01,22.092,0.764,Barddhaman,India,23.31N,88.25E
1879-03-01,27.208,0.6759999999999999,Barddhaman,India,23.31N,88.25E
1879-04-01,32.008,1.579,Barddhaman,India,23.31N,88.25E
1879-05-01,31.846999999999998,1.229,Barddhaman,India,23.31N,88.25E
1879-06-01,29.784000000000002,0.61,Barddhaman,India,23.31N,88.25E
1879-07-01,28.619,0.91,Barddhaman,India,23.31N,88.25E
1879-08-01,28.33,0.63,Barddhaman,India,23.31N,88.25E
1879-09-01,28.612,0.5820000000000001,Barddhaman,India,23.31N,88.25E
1879-10-01,27.105,0.8420000000000001,Barddhaman,India,23.31N,88.25E
1879-11-01,22.375999999999998,0.413,Barddhaman,India,23.31N,88.25E
1879-12-01,18.49,0.7290000000000001,Barddhaman,India,23.31N,88.25E
1880-01-01,18.852999999999998,0.705,Barddhaman,India,23.31N,88.25E
1880-02-01,20.865,0.5,Barddhaman,India,23.31N,88.25E
1880-03-01,26.48,0.7759999999999999,Barddhaman,India,23.31N,88.25E
1880-04-01,30.195,0.838,Barddhaman,India,23.31N,88.25E
1880-05-01,29.495,1.193,Barddhaman,India,23.31N,88.25E
1880-06-01,29.26,0.505,Barddhaman,India,23.31N,88.25E
1880-07-01,28.642,0.507,Barddhaman,India,23.31N,88.25E
1880-08-01,28.65,0.556,Barddhaman,India,23.31N,88.25E
1880-09-01,28.225,0.71,Barddhaman,India,23.31N,88.25E
1880-10-01,27.226999999999997,0.509,Barddhaman,India,23.31N,88.25E
1880-11-01,22.737,1.8130000000000002,Barddhaman,India,23.31N,88.25E
1880-12-01,18.008000000000006,0.7509999999999999,Barddhaman,India,23.31N,88.25E
1881-01-01,17.665000000000006,0.49700000000000005,Barddhaman,India,23.31N,88.25E
1881-02-01,22.308000000000003,0.799,Barddhaman,India,23.31N,88.25E
1881-03-01,25.289,0.9259999999999999,Barddhaman,India,23.31N,88.25E
1881-04-01,30.393,0.597,Barddhaman,India,23.31N,88.25E
1881-05-01,29.805,0.5379999999999999,Barddhaman,India,23.31N,88.25E
1881-06-01,29.3,0.618,Barddhaman,India,23.31N,88.25E
1881-07-01,29.018,0.324,Barddhaman,India,23.31N,88.25E
1881-08-01,28.554000000000002,0.647,Barddhaman,India,23.31N,88.25E
1881-09-01,28.701,0.35700000000000004,Barddhaman,India,23.31N,88.25E
1881-10-01,26.921,0.429,Barddhaman,India,23.31N,88.25E
1881-11-01,22.541,0.389,Barddhaman,India,23.31N,88.25E
1881-12-01,18.445999999999998,0.7020000000000001,Barddhaman,India,23.31N,88.25E
1882-01-01,19.554,0.6920000000000001,Barddhaman,India,23.31N,88.25E
1882-02-01,21.103,0.584,Barddhaman,India,23.31N,88.25E
1882-03-01,27.555999999999997,0.601,Barddhaman,India,23.31N,88.25E
1882-04-01,29.814,0.679,Barddhaman,India,23.31N,88.25E
1882-05-01,29.104,0.562,Barddhaman,India,23.31N,88.25E
1882-06-01,29.340999999999998,0.44299999999999995,Barddhaman,India,23.31N,88.25E
1882-07-01,28.941999999999997,0.46399999999999997,Barddhaman,India,23.31N,88.25E
1882-08-01,28.357,0.519,Barddhaman,India,23.31N,88.25E
1882-09-01,28.498,0.326,Barddhaman,India,23.31N,88.25E
1882-10-01,26.433000000000003,0.28300000000000003,Barddhaman,India,23.31N,88.25E
1882-11-01,23.063000000000002,1.018,Barddhaman,India,23.31N,88.25E
1882-12-01,19.507,0.429,Barddhaman,India,23.31N,88.25E
1883-01-01,17.935000000000006,0.5379999999999999,Barddhaman,India,23.31N,88.25E
1883-02-01,19.88,1.016,Barddhaman,India,23.31N,88.25E
1883-03-01,26.006999999999998,0.8240000000000001,Barddhaman,India,23.31N,88.25E
1883-04-01,29.81,0.54,Barddhaman,India,23.31N,88.25E
1883-05-01,30.581,0.48200000000000004,Barddhaman,India,23.31N,88.25E
1883-06-01,29.476999999999997,0.355,Barddhaman,India,23.31N,88.25E
1883-07-01,28.833000000000002,0.624,Barddhaman,India,23.31N,88.25E
1883-08-01,28.553,0.447,Barddhaman,India,23.31N,88.25E
1883-09-01,28.643,0.21,Barddhaman,India,23.31N,88.25E
1883-10-01,26.957,0.46399999999999997,Barddhaman,India,23.31N,88.25E
1883-11-01,21.848000000000003,0.244,Barddhaman,India,23.31N,88.25E
1883-12-01,17.325000000000006,0.623,Barddhaman,India,23.31N,88.25E
1884-01-01,18.011000000000006,0.445,Barddhaman,India,23.31N,88.25E
1884-02-01,20.253,0.518,Barddhaman,India,23.31N,88.25E
1884-03-01,27.614,0.721,Barddhaman,India,23.31N,88.25E
1884-04-01,29.559,0.8270000000000001,Barddhaman,India,23.31N,88.25E
1884-05-01,29.503,0.715,Barddhaman,India,23.31N,88.25E
1884-06-01,28.883000000000003,0.642,Barddhaman,India,23.31N,88.25E
1884-07-01,28.864,0.369,Barddhaman,India,23.31N,88.25E
1884-08-01,28.716,0.46299999999999997,Barddhaman,India,23.31N,88.25E
1884-09-01,28.02,0.5589999999999999,Barddhaman,India,23.31N,88.25E
1884-10-01,25.799,0.6809999999999999,Barddhaman,India,23.31N,88.25E
1884-11-01,21.394000000000002,0.535,Barddhaman,India,23.31N,88.25E
1884-12-01,18.48,0.7290000000000001,Barddhaman,India,23.31N,88.25E
1885-01-01,19.077,0.511,Barddhaman,India,23.31N,88.25E
1885-02-01,19.916,0.484,Barddhaman,India,23.31N,88.25E
1885-03-01,26.568,0.373,Barddhaman,India,23.31N,88.25E
1885-04-01,30.564,0.6459999999999999,Barddhaman,India,23.31N,88.25E
1885-05-01,30.344,0.573,Barddhaman,India,23.31N,88.25E
1885-06-01,30.124000000000002,0.408,Barddhaman,India,23.31N,88.25E
1885-07-01,28.916,0.373,Barddhaman,India,23.31N,88.25E
1885-08-01,28.227,0.6920000000000001,Barddhaman,India,23.31N,88.25E
1885-09-01,28.244,0.61,Barddhaman,India,23.31N,88.25E
1885-10-01,27.11,0.605,Barddhaman,India,23.31N,88.25E
1885-11-01,22.829,0.629,Barddhaman,India,23.31N,88.25E
1885-12-01,18.782,0.8440000000000001,Barddhaman,India,23.31N,88.25E
1886-01-01,18.46,0.628,Barddhaman,India,23.31N,88.25E
1886-02-01,20.386,0.935,Barddhaman,India,23.31N,88.25E
1886-03-01,26.276000000000003,0.514,Barddhaman,India,23.31N,88.25E
1886-04-01,29.759,0.213,Barddhaman,India,23.31N,88.25E
1886-05-01,29.918000000000003,0.619,Barddhaman,India,23.31N,88.25E
1886-06-01,29.991999999999997,0.32799999999999996,Barddhaman,India,23.31N,88.25E
1886-07-01,28.906999999999996,0.354,Barddhaman,India,23.31N,88.25E
1886-08-01,28.589000000000002,0.445,Barddhaman,India,23.31N,88.25E
1886-09-01,28.415,0.396,Barddhaman,India,23.31N,88.25E
1886-10-01,27.71,0.635,Barddhaman,India,23.31N,88.25E
1886-11-01,23.539,0.537,Barddhaman,India,23.31N,88.25E
1886-12-01,19.719,0.9390000000000001,Barddhaman,India,23.31N,88.25E
1887-01-01,17.646,0.992,Barddhaman,India,23.31N,88.25E
1887-02-01,20.084,1.185,Barddhaman,India,23.31N,88.25E
1887-03-01,26.304,1.006,Barddhaman,India,23.31N,88.25E
1887-04-01,29.024,0.7170000000000001,Barddhaman,India,23.31N,88.25E
1887-05-01,30.296999999999997,0.7709999999999999,Barddhaman,India,23.31N,88.25E
1887-06-01,29.464000000000002,0.284,Barddhaman,India,23.31N,88.25E
1887-07-01,28.74,0.523,Barddhaman,India,23.31N,88.25E
1887-08-01,28.54,0.45899999999999996,Barddhaman,India,23.31N,88.25E
1887-09-01,28.59,0.5429999999999999,Barddhaman,India,23.31N,88.25E
1887-10-01,26.346,0.47600000000000003,Barddhaman,India,23.31N,88.25E
1887-11-01,22.84,0.7070000000000001,Barddhaman,India,23.31N,88.25E
1887-12-01,18.538,0.542,Barddhaman,India,23.31N,88.25E
1888-01-01,17.527,1.1340000000000001,Barddhaman,India,23.31N,88.25E
1888-02-01,20.864,1.153,Barddhaman,India,23.31N,88.25E
1888-03-01,26.976000000000006,0.687,Barddhaman,India,23.31N,88.25E
1888-04-01,29.745,0.924,Barddhaman,India,23.31N,88.25E
1888-05-01,30.371,0.743,Barddhaman,India,23.31N,88.25E
1888-06-01,31.013,0.764,Barddhaman,India,23.31N,88.25E
1888-07-01,28.78,0.33399999999999996,Barddhaman,India,23.31N,88.25E
1888-08-01,28.323,0.6509999999999999,Barddhaman,India,23.31N,88.25E
1888-09-01,28.622,0.523,Barddhaman,India,23.31N,88.25E
1888-10-01,26.765,0.503,Barddhaman,India,23.31N,88.25E
1888-11-01,22.834,0.489,Barddhaman,India,23.31N,88.25E
1888-12-01,18.076,0.7929999999999999,Barddhaman,India,23.31N,88.25E
1889-01-01,19.352,0.483,Barddhaman,India,23.31N,88.25E
1889-02-01,20.763,0.8590000000000001,Barddhaman,India,23.31N,88.25E
1889-03-01,27.349,0.809,Barddhaman,India,23.31N,88.25E
1889-04-01,30.821,0.787,Barddhaman,India,23.31N,88.25E
1889-05-01,31.58,0.7809999999999999,Barddhaman,India,23.31N,88.25E
1889-06-01,29.851999999999997,0.337,Barddhaman,India,23.31N,88.25E
1889-07-01,29.281999999999996,0.27699999999999997,Barddhaman,India,23.31N,88.25E
1889-08-01,28.793000000000003,0.28300000000000003,Barddhaman,India,23.31N,88.25E
1889-09-01,28.444000000000003,0.56,Barddhaman,India,23.31N,88.25E
1889-10-01,27.066,0.256,Barddhaman,India,23.31N,88.25E
1889-11-01,23.394000000000002,0.731,Barddhaman,India,23.31N,88.25E
1889-12-01,19.165000000000006,1.077,Barddhaman,India,23.31N,88.25E
1890-01-01,18.875999999999998,0.568,Barddhaman,India,23.31N,88.25E
1890-02-01,21.53,0.99,Barddhaman,India,23.31N,88.25E
1890-03-01,27.160999999999998,0.8540000000000001,Barddhaman,India,23.31N,88.25E
1890-04-01,29.984,0.757,Barddhaman,India,23.31N,88.25E
1890-05-01,30.488000000000003,0.861,Barddhaman,India,23.31N,88.25E
1890-06-01,29.386,0.39799999999999996,Barddhaman,India,23.31N,88.25E
1890-07-01,28.186999999999998,0.376,Barddhaman,India,23.31N,88.25E
1890-08-01,28.106,0.381,Barddhaman,India,23.31N,88.25E
1890-09-01,28.385,0.469,Barddhaman,India,23.31N,88.25E
1890-10-01,26.142,0.45399999999999996,Barddhaman,India,23.31N,88.25E
1890-11-01,22.028000000000002,0.529,Barddhaman,India,23.31N,88.25E
1890-12-01,19.016,0.675,Barddhaman,India,23.31N,88.25E
1891-01-01,18.363000000000003,0.685,Barddhaman,India,23.31N,88.25E
1891-02-01,20.119,0.555,Barddhaman,India,23.31N,88.25E
1891-03-01,24.406999999999996,0.867,Barddhaman,India,23.31N,88.25E
1891-04-01,30.061,0.38799999999999996,Barddhaman,India,23.31N,88.25E
1891-05-01,29.807,0.512,Barddhaman,India,23.31N,88.25E
1891-06-01,30.7,0.429,Barddhaman,India,23.31N,88.25E
1891-07-01,28.778000000000002,0.298,Barddhaman,India,23.31N,88.25E
1891-08-01,28.624000000000002,0.27699999999999997,Barddhaman,India,23.31N,88.25E
1891-09-01,28.575,0.395,Barddhaman,India,23.31N,88.25E
1891-10-01,26.634,0.35100000000000003,Barddhaman,India,23.31N,88.25E
1891-11-01,23.223000000000003,0.669,Barddhaman,India,23.31N,88.25E
1891-12-01,19.371,0.494,Barddhaman,India,23.31N,88.25E
1892-01-01,19.051,0.561,Barddhaman,India,23.31N,88.25E
1892-02-01,22.152,0.385,Barddhaman,India,23.31N,88.25E
1892-03-01,27.194000000000006,0.92,Barddhaman,India,23.31N,88.25E
1892-04-01,30.529,0.529,Barddhaman,India,23.31N,88.25E
1892-05-01,31.018,0.574,Barddhaman,India,23.31N,88.25E
1892-06-01,29.554000000000002,0.382,Barddhaman,India,23.31N,88.25E
1892-07-01,28.721,0.282,Barddhaman,India,23.31N,88.25E
1892-08-01,28.364,0.28800000000000003,Barddhaman,India,23.31N,88.25E
1892-09-01,28.701,0.27899999999999997,Barddhaman,India,23.31N,88.25E
1892-10-01,26.944000000000003,0.384,Barddhaman,India,23.31N,88.25E
1892-11-01,21.718000000000004,0.767,Barddhaman,India,23.31N,88.25E
1892-12-01,17.791,0.764,Barddhaman,India,23.31N,88.25E
1893-01-01,17.415000000000006,0.675,Barddhaman,India,23.31N,88.25E
1893-02-01,18.123,0.703,Barddhaman,India,23.31N,88.25E
1893-03-01,23.603,0.586,Barddhaman,India,23.31N,88.25E
1893-04-01,28.976999999999997,0.37,Barddhaman,India,23.31N,88.25E
1893-05-01,28.688,0.595,Barddhaman,India,23.31N,88.25E
1893-06-01,28.589000000000002,0.643,Barddhaman,India,23.31N,88.25E
1893-07-01,28.456,0.46399999999999997,Barddhaman,India,23.31N,88.25E
1893-08-01,28.762,0.369,Barddhaman,India,23.31N,88.25E
1893-09-01,28.173000000000002,0.433,Barddhaman,India,23.31N,88.25E
1893-10-01,26.976,0.335,Barddhaman,India,23.31N,88.25E
1893-11-01,22.994,0.5539999999999999,Barddhaman,India,23.31N,88.25E
1893-12-01,18.561,0.621,Barddhaman,India,23.31N,88.25E
1894-01-01,18.789,0.53,Barddhaman,India,23.31N,88.25E
1894-02-01,22.219,0.591,Barddhaman,India,23.31N,88.25E
1894-03-01,26.755000000000006,0.584,Barddhaman,India,23.31N,88.25E
1894-04-01,29.891,0.469,Barddhaman,India,23.31N,88.25E
1894-05-01,31.753,0.465,Barddhaman,India,23.31N,88.25E
1894-06-01,29.433000000000003,0.233,Barddhaman,India,23.31N,88.25E
1894-07-01,28.52,0.287,Barddhaman,India,23.31N,88.25E
1894-08-01,28.102,0.5329999999999999,Barddhaman,India,23.31N,88.25E
1894-09-01,28.538,0.345,Barddhaman,India,23.31N,88.25E
1894-10-01,27.18,0.281,Barddhaman,India,23.31N,88.25E
1894-11-01,22.316,0.596,Barddhaman,India,23.31N,88.25E
1894-12-01,19.1,0.509,Barddhaman,India,23.31N,88.25E
1895-01-01,18.472,0.627,Barddhaman,India,23.31N,88.25E
1895-02-01,20.746,0.48700000000000004,Barddhaman,India,23.31N,88.25E
1895-03-01,26.384,0.429,Barddhaman,India,23.31N,88.25E
1895-04-01,28.699,0.40399999999999997,Barddhaman,India,23.31N,88.25E
1895-05-01,31.134,0.49,Barddhaman,India,23.31N,88.25E
1895-06-01,29.81,0.4,Barddhaman,India,23.31N,88.25E
1895-07-01,29.101999999999997,0.401,Barddhaman,India,23.31N,88.25E
