03,0.321,Brunswick,Germany,52.24N,10.51E
1820-06-01,32.068000000000005,1.5959999999999999,Budaun,India,28.13N,79.09E
1820-07-01,29.336,2.682,Budaun,India,28.13N,79.09E
1820-08-01,27.66,1.973,Budaun,India,28.13N,79.09E
1820-09-01,27.515,1.694,Budaun,India,28.13N,79.09E
1820-10-01,24.019000000000002,1.44,Budaun,India,28.13N,79.09E
1820-11-01,18.912000000000006,1.3159999999999998,Budaun,India,28.13N,79.09E
1820-12-01,13.924,1.67,Budaun,India,28.13N,79.09E
1821-01-01,15.012,2.832,Budaun,India,28.13N,79.09E
1821-02-01,18.081,3.614,Budaun,India,28.13N,79.09E
1821-03-01,22.934,1.9880000000000002,Budaun,India,28.13N,79.09E
1821-04-01,28.259,1.7990000000000002,Budaun,India,28.13N,79.09E
1821-05-01,32.736999999999995,1.865,Budaun,India,28.13N,79.09E
1821-06-01,32.293,2.568,Budaun,India,28.13N,79.09E
1821-07-01,29.469,1.9169999999999998,Budaun,India,28.13N,79.09E
1821-08-01,28.514,1.499,Budaun,India,28.13N,79.09E
1821-09-01,26.64,1.3659999999999999,Budaun,India,28.13N,79.09E
1821-10-01,24.488000000000003,1.324,Budaun,India,28.13N,79.09E
1821-11-01,20.096,2.327,Budaun,India,28.13N,79.09E
1821-12-01,15.227,1.59,Budaun,India,28.13N,79.09E
1822-01-01,15.473,2.7760000000000002,Budaun,India,28.13N,79.09E
1822-02-01,18.96,2.285,Budaun,India,28.13N,79.09E
1822-03-01,25.099,1.932,Budaun,India,28.13N,79.09E
1822-04-01,28.509,1.7080000000000002,Budaun,India,28.13N,79.09E
1822-05-01,32.529999999999994,1.6640000000000001,Budaun,India,28.13N,79.09E
1822-06-01,32.236,1.71,Budaun,India,28.13N,79.09E
1822-07-01,30.160999999999998,1.489,Budaun,India,28.13N,79.09E
1822-08-01,28.311,2.154,Budaun,India,28.13N,79.09E
1822-09-01,27.136999999999997,1.733,Budaun,India,28.13N,79.09E
1822-10-01,23.934,1.389,Budaun,India,28.13N,79.09E
1822-11-01,18.861,1.686,Budaun,India,28.13N,79.09E
1822-12-01,13.958,2.077,Budaun,India,28.13N,79.09E
1823-01-01,14.526,1.83,Budaun,India,28.13N,79.09E
1823-02-01,17.273999999999994,2.641,Budaun,India,28.13N,79.09E
1823-03-01,22.76,1.954,Budaun,India,28.13N,79.09E
1823-04-01,29.035999999999998,2.5380000000000003,Budaun,India,28.13N,79.09E
1823-05-01,32.358999999999995,1.702,Budaun,India,28.13N,79.09E
1823-06-01,32.915,2.252,Budaun,India,28.13N,79.09E
1823-07-01,29.968000000000004,1.578,Budaun,India,28.13N,79.09E
1823-08-01,28.114,1.535,Budaun,India,28.13N,79.09E
1823-09-01,26.45,1.412,Budaun,India,28.13N,79.09E
1823-10-01,24.285,1.685,Budaun,India,28.13N,79.09E
1823-11-01,18.778,2.778,Budaun,India,28.13N,79.09E
1823-12-01,15.037,1.6769999999999998,Budaun,India,28.13N,79.09E
1824-01-01,14.979000000000001,1.7819999999999998,Budaun,India,28.13N,79.09E
1824-02-01,17.247999999999998,2.512,Budaun,India,28.13N,79.09E
1824-03-01,22.961,2.169,Budaun,India,28.13N,79.09E
1824-04-01,28.752,2.4090000000000003,Budaun,India,28.13N,79.09E
1824-05-01,32.583,2.017,Budaun,India,28.13N,79.09E
1824-06-01,32.864000000000004,2.7039999999999997,Budaun,India,28.13N,79.09E
1824-07-01,31.203000000000007,2.905,Budaun,India,28.13N,79.09E
1824-08-01,28.854,1.7269999999999999,Budaun,India,28.13N,79.09E
1824-09-01,28.213,1.7180000000000002,Budaun,India,28.13N,79.09E
1824-10-01,24.27,1.7469999999999999,Budaun,India,28.13N,79.09E
1824-11-01,20.202,1.891,Budaun,India,28.13N,79.09E
1824-12-01,17.142,2.503,Budaun,India,28.13N,79.09E
1825-01-01,15.294,2.441,Budaun,India,28.13N,79.09E
1825-02-01,17.570999999999998,1.9869999999999999,Budaun,India,28.13N,79.09E
1825-03-01,22.936,2.465,Budaun,India,28.13N,79.09E
1825-04-01,29.371,2.523,Budaun,India,28.13N,79.09E
1825-05-01,32.456,1.851,Budaun,India,28.13N,79.09E
1825-06-01,32.931,1.849,Budaun,India,28.13N,79.09E
1825-07-01,30.174000000000003,2.291,Budaun,India,28.13N,79.09E
1825-08-01,28.425,1.99,Budaun,India,28.13N,79.09E
1825-09-01,27.498,1.7209999999999999,Budaun,India,28.13N,79.09E
1825-10-01,24.430999999999997,1.903,Budaun,India,28.13N,79.09E
1825-11-01,20.671,1.925,Budaun,India,28.13N,79.09E
1825-12-01,15.312,1.594,Budaun,India,28.13N,79.09E
1826-01-01,14.625,1.774,Budaun,India,28.13N,79.09E
1826-02-01,16.156,2.133,Budaun,India,28.13N,79.09E
1826-03-01,22.908,2.169,Budaun,India,28.13N,79.09E
1826-04-01,29.0,2.665,Budaun,India,28.13N,79.09E
1826-05-01,33.48,1.962,Budaun,India,28.13N,79.09E
1826-06-01,32.14,2.437,Budaun,India,28.13N,79.09E
1826-07-01,30.529,1.733,Budaun,India,28.13N,79.09E
1826-08-01,28.219,1.49,Budaun,India,28.13N,79.09E
1826-09-01,27.513,1.94,Budaun,India,28.13N,79.09E
1826-10-01,24.851,2.18,Budaun,India,28.13N,79.09E
1826-11-01,20.771,1.5619999999999998,Budaun,India,28.13N,79.09E
1826-12-01,16.932000000000002,2.26,Budaun,India,28.13N,79.09E
1827-01-01,15.860999999999999,2.5380000000000003,Budaun,India,28.13N,79.09E
1827-02-01,18.044,1.844,Budaun,India,28.13N,79.09E
1827-03-01,23.566999999999997,2.396,Budaun,India,28.13N,79.09E
1827-04-01,29.634,2.977,Budaun,India,28.13N,79.09E
1827-05-01,32.916,2.447,Budaun,India,28.13N,79.09E
1827-06-01,32.705,2.325,Budaun,India,28.13N,79.09E
1827-07-01,30.71,1.776,Budaun,India,28.13N,79.09E
1827-08-01,28.851999999999997,1.505,Budaun,India,28.13N,79.09E
1827-09-01,27.26,1.4040000000000001,Budaun,India,28.13N,79.09E
1827-10-01,24.679000000000002,1.6369999999999998,Budaun,India,28.13N,79.09E
1827-11-01,20.655,1.619,Budaun,India,28.13N,79.09E
1827-12-01,15.058,2.878,Budaun,India,28.13N,79.09E
1828-01-01,13.439,2.51,Budaun,India,28.13N,79.09E
1828-02-01,16.595999999999997,2.309,Budaun,India,28.13N,79.09E
1828-03-01,23.101,2.463,Budaun,India,28.13N,79.09E
1828-04-01,28.685,2.35,Budaun,India,28.13N,79.09E
1828-05-01,32.69,2.471,Budaun,India,28.13N,79.09E
1828-06-01,33.363,2.4219999999999997,Budaun,India,28.13N,79.09E
1828-07-01,30.609,1.8330000000000002,Budaun,India,28.13N,79.09E
1828-08-01,28.791999999999998,1.7380000000000002,Budaun,India,28.13N,79.09E
1828-09-01,26.447,1.4080000000000001,Budaun,India,28.13N,79.09E
1828-10-01,24.855,1.781,Budaun,India,28.13N,79.09E
1828-11-01,20.403,1.801,Budaun,India,28.13N,79.09E
1828-12-01,15.529000000000002,2.228,Budaun,India,28.13N,79.09E
1829-01-01,14.534,1.929,Budaun,India,28.13N,79.09E
1829-02-01,16.224999999999998,2.64,Budaun,India,28.13N,79.09E
1829-03-01,22.618000000000002,2.167,Budaun,India,28.13N,79.09E
1829-04-01,28.235,1.999,Budaun,India,28.13N,79.09E
1829-05-01,32.88099999999999,2.972,Budaun,India,28.13N,79.09E
1829-06-01,32.313,2.373,Budaun,India,28.13N,79.09E
1829-07-01,30.272,1.837,Budaun,India,28.13N,79.09E
1829-08-01,28.639,1.61,Budaun,India,28.13N,79.09E
1829-09-01,27.088,1.675,Budaun,India,28.13N,79.09E
1829-10-01,25.093000000000004,1.992,Budaun,India,28.13N,79.09E
1829-11-01,19.349,2.4730000000000003,Budaun,India,28.13N,79.09E
1829-12-01,14.960999999999999,3.365,Budaun,India,28.13N,79.09E
1830-01-01,14.892000000000001,2.5140000000000002,Budaun,India,28.13N,79.09E
1830-02-01,18.105,1.935,Budaun,India,28.13N,79.09E
1830-03-01,22.201,2.0909999999999997,Budaun,India,28.13N,79.09E
1830-04-01,28.929,2.062,Budaun,India,28.13N,79.09E
1830-05-01,31.286999999999995,2.036,Budaun,India,28.13N,79.09E
1830-06-01,32.221000000000004,2.568,Budaun,India,28.13N,79.09E
1830-07-01,30.878,1.994,Budaun,India,28.13N,79.09E
1830-08-01,28.535999999999998,1.81,Budaun,India,28.13N,79.09E
1830-09-01,26.989,1.94,Budaun,India,28.13N,79.09E
1830-10-01,24.46,2.488,Budaun,India,28.13N,79.09E
1830-11-01,21.513,1.8730000000000002,Budaun,India,28.13N,79.09E
1830-12-01,16.48,1.973,Budaun,India,28.13N,79.09E
1831-01-01,14.357999999999999,2.325,Budaun,India,28.13N,79.09E
1831-02-01,17.005,3.6210000000000004,Budaun,India,28.13N,79.09E
1831-03-01,22.581,3.029,Budaun,India,28.13N,79.09E
1831-04-01,27.955,1.9509999999999998,Budaun,India,28.13N,79.09E
1831-05-01,32.718,2.575,Budaun,India,28.13N,79.09E
1831-06-01,32.715,2.352,Budaun,India,28.13N,79.09E
1831-07-01,29.641,1.874,Budaun,India,28.13N,79.09E
1831-08-01,27.846999999999998,1.631,Budaun,India,28.13N,79.09E
1831-09-01,26.491,1.554,Budaun,India,28.13N,79.09E
1831-10-01,24.161,1.8030000000000002,Budaun,India,28.13N,79.09E
1831-11-01,18.823,3.6310000000000002,Budaun,India,28.13N,79.09E
1831-12-01,14.571,3.0039999999999996,Budaun,India,28.13N,79.09E
1832-01-01,13.982999999999999,2.019,Budaun,India,28.13N,79.09E
1832-02-01,16.314,2.313,Budaun,India,28.13N,79.09E
1832-03-01,22.665,2.289,Budaun,India,28.13N,79.09E
1832-04-01,28.719,2.949,Budaun,India,28.13N,79.09E
1832-05-01,32.601,2.3040000000000003,Budaun,India,28.13N,79.09E
1832-06-01,,,Budaun,India,28.13N,79.09E
1832-07-01,30.24,2.237,Budaun,India,28.13N,79.09E
1832-08-01,27.955,1.86,Budaun,India,28.13N,79.09E
1832-09-01,26.750999999999998,1.9869999999999999,Budaun,India,28.13N,79.09E
1832-10-01,24.636999999999997,2.114,Budaun,India,28.13N,79.09E
1832-11-01,19.019,1.595,Budaun,India,28.13N,79.09E
1832-12-01,,,Budaun,India,28.13N,79.09E
1833-01-01,14.876,2.4859999999999998,Budaun,India,28.13N,79.09E
1833-02-01,17.435,1.7930000000000001,Budaun,India,28.13N,79.09E
1833-03-01,22.427,2.6039999999999996,Budaun,India,28.13N,79.09E
1833-04-01,28.125,1.8619999999999999,Budaun,India,28.13N,79.09E
1833-05-01,31.825,1.7269999999999999,Budaun,India,28.13N,79.09E
1833-06-01,32.766,2.208,Budaun,India,28.13N,79.09E
1833-07-01,30.058000000000003,1.6030000000000002,Budaun,India,28.13N,79.09E
1833-08-01,28.285,1.64,Budaun,India,28.13N,79.09E
1833-09-01,27.572,1.431,Budaun,India,28.13N,79.09E
1833-10-01,24.340999999999998,1.642,Budaun,India,28.13N,79.09E
1833-11-01,20.630000000000006,1.537,Budaun,India,28.13N,79.09E
1833-12-01,15.588,2.248,Budaun,India,28.13N,79.09E
1834-01-01,13.21,1.882,Budaun,India,28.13N,79.09E
1834-02-01,17.250999999999998,2.198,Budaun,India,28.13N,79.09E
1834-03-01,23.011,2.366,Budaun,India,28.13N,79.09E
1834-04-01,28.188,2.279,Budaun,India,28.13N,79.09E
1834-05-01,33.061,1.7080000000000002,Budaun,India,28.13N,79.09E
1834-06-01,31.885,2.322,Budaun,India,28.13N,79.09E
1834-07-01,30.046000000000006,1.7380000000000002,Budaun,India,28.13N,79.09E
1834-08-01,28.445999999999998,1.2770000000000001,Budaun,India,28.13N,79.09E
1834-09-01,27.726,1.993,Budaun,India,28.13N,79.09E
1834-10-01,24.403000000000002,1.3630000000000002,Budaun,India,28.13N,79.09E
1834-11-01,20.160999999999998,1.9180000000000001,Budaun,India,28.13N,79.09E
1834-12-01,15.923,1.527,Budaun,India,28.13N,79.09E
1835-01-01,14.876,2.138,Budaun,India,28.13N,79.09E
1835-02-01,17.25,2.156,Budaun,India,28.13N,79.09E
1835-03-01,21.586,1.714,Budaun,India,28.13N,79.09E
1835-04-01,27.561,2.2430000000000003,Budaun,India,28.13N,79.09E
1835-05-01,31.143,1.574,Budaun,India,28.13N,79.09E
1835-06-01,31.208000000000002,1.9180000000000001,Budaun,India,28.13N,79.09E
1835-07-01,28.894,1.6469999999999998,Budaun,India,28.13N,79.09E
1835-08-01,27.416,1.28,Budaun,India,28.13N,79.09E
1835-09-01,26.372,1.339,Budaun,India,28.13N,79.09E
1835-10-01,23.962,1.413,Budaun,India,28.13N,79.09E
1835-11-01,18.194000000000006,1.472,Budaun,India,28.13N,79.09E
1835-12-01,13.665,1.507,Budaun,India,28.13N,79.09E
1836-01-01,14.024000000000001,1.442,Budaun,India,28.13N,79.09E
1836-02-01,16.738999999999994,1.7819999999999998,Budaun,India,28.13N,79.09E
1836-03-01,22.501,1.778,Budaun,India,28.13N,79.09E
1836-04-01,27.958,1.739,Budaun,India,28.13N,79.09E
1836-05-01,31.978,2.009,Budaun,India,28.13N,79.09E
1836-06-01,32.283,1.6469999999999998,Budaun,India,28.13N,79.09E
1836-07-01,29.76,1.6469999999999998,Budaun,India,28.13N,79.09E
1836-08-01,28.17,1.891,Budaun,India,28.13N,79.09E
1836-09-01,27.494,2.052,Budaun,India,28.13N,79.09E
1836-10-01,25.026999999999997,3.685,Budaun,India,28.13N,79.09E
1836-11-01,18.945999999999998,1.93,Budaun,India,28.13N,79.09E
1836-12-01,15.569,2.156,Budaun,India,28.13N,79.09E
1837-01-01,14.734000000000002,2.079,Budaun,India,28.13N,79.09E
1837-02-01,17.532,1.9340000000000002,Budaun,India,28.13N,79.09E
1837-03-01,21.57,2.289,Budaun,India,28.13N,79.09E
1837-04-01,26.993,2.042,Budaun,India,28.13N,79.09E
1837-05-01,31.297,1.9869999999999999,Budaun,India,28.13N,79.09E
1837-06-01,31.671999999999997,2.113,Budaun,India,28.13N,79.09E
1837-07-01,29.725,1.514,Budaun,India,28.13N,79.09E
1837-08-01,28.393,1.162,Budaun,India,28.13N,79.09E
1837-09-01,27.763,1.455,Budaun,India,28.13N,79.09E
1837-10-01,24.357,2.213,Budaun,India,28.13N,79.09E
1837-11-01,19.292,2.1069999999999998,Budaun,India,28.13N,79.09E
1837-12-01,15.597,3.1860000000000004,Budaun,India,28.13N,79.09E
1838-01-01,11.927,2.395,Budaun,India,28.13N,79.09E
1838-02-01,16.083,1.8869999999999998,Budaun,India,28.13N,79.09E
1838-03-01,21.476,2.05,Budaun,India,28.13N,79.09E
1838-04-01,28.323,2.084,Budaun,India,28.13N,79.09E
1838-05-01,31.535,1.8359999999999999,Budaun,India,28.13N,79.09E
1838-06-01,32.296,1.89,Budaun,India,28.13N,79.09E
1838-07-01,30.576999999999998,2.568,Budaun,India,28.13N,79.09E
1838-08-01,28.719,2.426,Budaun,India,28.13N,79.09E
1838-09-01,27.695,1.496,Budaun,India,28.13N,79.09E
1838-10-01,24.999000000000002,2.74,Budaun,India,28.13N,79.09E
1838-11-01,19.67,2.252,Budaun,India,28.13N,79.09E
1838-12-01,15.125,2.052,Budaun,India,28.13N,79.09E
1839-01-01,14.609000000000002,1.886,Budaun,India,28.13N,79.09E
1839-02-01,18.058,2.001,Budaun,India,28.13N,79.09E
1839-03-01,20.646,2.23,Budaun,India,28.13N,79.09E
1839-04-01,28.443,2.063,Budaun,India,28.13N,79.09E
1839-05-01,31.863,1.8090000000000002,Budaun,India,28.13N,79.09E
1839-06-01,31.913,1.916,Budaun,India,28.13N,79.09E
1839-07-01,30.395000000000003,2.46,Budaun,India,28.13N,79.09E
1839-08-01,28.888,1.8559999999999999,Budaun,India,28.13N,79.09E
1839-09-01,27.265,1.5859999999999999,Budaun,India,28.13N,79.09E
1839-10-01,24.776,2.04,Budaun,India,28.13N,79.09E
1839-11-01,18.424,1.831,Budaun,India,28.13N,79.09E
1839-12-01,13.89,2.059,Budaun,India,28.13N,79.09E
1840-01-01,15.26,1.9480000000000002,Budaun,India,28.13N,79.09E
1840-02-01,17.386,2.458,Budaun,India,28.13N,79.09E
1840-03-01,22.136,2.27,Budaun,India,28.13N,79.09E
1840-04-01,28.561999999999998,2.0709999999999997,Budaun,India,28.13N,79.09E
1840-05-01,32.285999999999994,2.1319999999999997,Budaun,India,28.13N,79.09E
1840-06-01,32.275999999999996,2.1919999999999997,Budaun,India,28.13N,79.09E
1840-07-01,30.781,1.472,Budaun,India,28.13N,79.09E
1840-08-01,28.383000000000003,1.337,Budaun,India,28.13N,79.09E
1840-09-01,27.346,1.3319999999999999,Budaun,India,28.13N,79.09E
1840-10-01,24.261,1.778,Budaun,India,28.13N,79.09E
1840-11-01,19.011000000000006,3.014,Budaun,India,28.13N,79.09E
1840-12-01,14.925,1.4469999999999998,Budaun,India,28.13N,79.09E
1841-01-01,14.203,2.687,Budaun,India,28.13N,79.09E
1841-02-01,17.179000000000002,1.8419999999999999,Budaun,India,28.13N,79.09E
1841-03-01,21.394000000000002,2.905,Budaun,India,28.13N,79.09E
1841-04-01,27.343000000000004,1.9409999999999998,Budaun,India,28.13N,79.09E
1841-05-01,31.992,1.6680000000000001,Budaun,India,28.13N,79.09E
1841-06-01,32.285000000000004,1.7480000000000002,Budaun,India,28.13N,79.09E
1841-07-01,30.427000000000003,1.671,Budaun,India,28.13N,79.09E
1841-08-01,28.605,1.561,Budaun,India,28.13N,79.09E
1841-09-01,27.576,1.272,Budaun,India,28.13N,79.09E
1841-10-01,24.583000000000002,1.7480000000000002,Budaun,India,28.13N,79.09E
1841-11-01,19.574,1.689,Budaun,India,28.13N,79.09E
1841-12-01,14.883,1.733,Budaun,India,28.13N,79.09E
1842-01-01,14.317,1.949,Budaun,India,28.13N,79.09E
1842-02-01,17.366,2.233,Budaun,India,28.13N,79.09E
1842-03-01,23.096,2.568,Budaun,India,28.13N,79.09E
1842-04-01,28.735,1.902,Budaun,India,28.13N,79.09E
1842-05-01,32.264,1.568,Budaun,India,28.13N,79.09E
1842-06-01,31.747,1.858,Budaun,India,28.13N,79.09E
1842-07-01,29.855999999999998,1.601,Budaun,India,28.13N,79.09E
1842-08-01,28.311999999999998,1.52,Budaun,India,28.13N,79.09E
1842-09-01,27.186999999999998,1.485,Budaun,India,28.13N,79.09E
1842-10-01,24.436,1.614,Budaun,India,28.13N,79.09E
1842-11-01,19.509,1.594,Budaun,India,28.13N,79.09E
1842-12-01,16.102,1.287,Budaun,India,28.13N,79.09E
1843-01-01,15.017000000000001,1.849,Budaun,India,28.13N,79.09E
1843-02-01,18.199,1.796,Budaun,India,28.13N,79.09E
1843-03-01,22.237,1.959,Budaun,India,28.13N,79.09E
1843-04-01,28.18,1.77,Budaun,India,28.13N,79.09E
1843-05-01,31.632,1.5590000000000002,Budaun,India,28.13N,79.09E
1843-06-01,32.021,1.4480000000000002,Budaun,India,28.13N,79.09E
1843-07-01,30.144,1.3619999999999999,Budaun,India,28.13N,79.09E
1843-08-01,28.619,1.4140000000000001,Budaun,India,28.13N,79.09E
1843-09-01,27.592,1.092,Budaun,India,28.13N,79.09E
1843-10-01,24.767,1.337,Budaun,India,28.13N,79.09E
1843-11-01,19.129,1.179,Budaun,India,28.13N,79.09E
1843-12-01,15.181,2.944,Budaun,India,28.13N,79.09E
1844-01-01,14.277999999999999,1.4469999999999998,Budaun,India,28.13N,79.09E
1844-02-01,15.965999999999998,1.911,Budaun,India,28.13N,79.09E
1844-03-01,22.385,2.022,Budaun,India,28.13N,79.09E
1844-04-01,27.954,1.5759999999999998,Budaun,India,28.13N,79.09E
1844-05-01,31.366,1.568,Budaun,India,28.13N,79.09E
1844-06-01,31.88,1.462,Budaun,India,28.13N,79.09E
1844-07-01,29.630000000000006,1.475,Budaun,India,28.13N,79.09E
1844-08-01,28.409000000000002,2.373,Budaun,India,28.13N,79.09E
1844-09-01,27.193,1.097,Budaun,India,28.13N,79.09E
1844-10-01,24.748,1.268,Budaun,India,28.13N,79.09E
1844-11-01,19.315,1.298,Budaun,India,28.13N,79.09E
1844-12-01,14.787,1.626,Budaun,India,28.13N,79.09E
1845-01-01,14.855,1.758,Budaun,India,28.13N,79.09E
1845-02-01,16.218999999999998,2.165,Budaun,India,28.13N,79.09E
1845-03-01,22.734,1.831,Budaun,India,28.13N,79.09E
1845-04-01,28.096,2.0709999999999997,Budaun,India,28.13N,79.09E
1845-05-01,32.242999999999995,1.5719999999999998,Budaun,India,28.13N,79.09E
1845-06-01,32.038000000000004,1.6540000000000001,Budaun,India,28.13N,79.09E
1845-07-01,30.296000000000006,1.432,Budaun,India,28.13N,79.09E
1845-08-01,28.763,1.256,Budaun,India,28.13N,79.09E
1845-09-01,27.82,1.1640000000000001,Budaun,India,28.13N,79.09E
1845-10-01,24.369,1.423,Budaun,India,28.13N,79.09E
1845-11-01,19.387,1.411,Budaun,India,28.13N,79.09E
1845-12-01,14.083,1.692,Budaun,India,28.13N,79.09E
1846-01-01,15.642000000000001,2.095,Budaun,India,28.13N,79.09E
1846-02-01,17.68,1.643,Budaun,India,28.13N,79.09E
1846-03-01,23.793000000000003,2.2359999999999998,Budaun,India,28.13N,79.09E
1846-04-01,27.965999999999998,1.9280000000000002,Budaun,India,28.13N,79.09E
1846-05-01,32.334,1.764,Budaun,India,28.13N,79.09E
1846-06-01,32.426,2.33,Budaun,India,28.13N,79.09E
1846-07-01,30.826999999999998,2.052,Budaun,India,28.13N,79.09E
1846-08-01,29.186999999999998,1.5190000000000001,Budaun,India,28.13N,79.09E
1846-09-01,27.721,1.84,Budaun,India,28.13N,79.09E
1846-10-01,24.114,1.6230000000000002,Budaun,India,28.13N,79.09E
1846-11-01,19.803,1.764,Budaun,India,28.13N,79.09E
1846-12-01,15.637,1.551,Budaun,India,28.13N,79.09E
1847-01-01,15.113,2.8689999999999998,Budaun,India,28.13N,79.09E
1847-02-01,17.377999999999997,2.086,Budaun,India,28.13N,79.09E
1847-03-01,22.024,1.896,Budaun,India,28.13N,79.09E
1847-04-01,28.503,1.7990000000000002,Budaun,India,28.13N,79.09E
1847-05-01,31.888,1.67,Budaun,India,28.13N,79.09E
1847-06-01,31.906,1.8659999999999999,Budaun,India,28.13N,79.09E
1847-07-01,30.201999999999998,1.754,Budaun,India,28.13N,79.09E
1847-08-01,28.752,1.248,Budaun,India,28.13N,79.09E
1847-09-01,27.746,1.371,Budaun,India,28.13N,79.09E
1847-10-01,24.605,1.492,Budaun,India,28.13N,79.09E
1847-11-01,19.655,1.61,Budaun,India,28.13N,79.09E
1847-12-01,13.663,1.435,Budaun,India,28.13N,79.09E
1848-01-01,13.389000000000001,1.587,Budaun,India,28.13N,79.09E
1848-02-01,17.349999999999998,1.6740000000000002,Budaun,India,28.13N,79.09E
1848-03-01,22.222,1.3459999999999999,Budaun,India,28.13N,79.09E
1848-04-01,27.944000000000006,1.5719999999999998,Budaun,India,28.13N,79.09E
1848-05-01,31.668,1.705,Budaun,India,28.13N,79.09E
1848-06-01,31.611,1.962,Budaun,India,28.13N,79.09E
1848-07-01,30.225,1.6480000000000001,Budaun,India,28.13N,79.09E
1848-08-01,28.723000000000003,1.2109999999999999,Budaun,India,28.13N,79.09E
1848-09-01,27.423,1.5090000000000001,Budaun,India,28.13N,79.09E
1848-10-01,24.38,1.5230000000000001,Budaun,India,28.13N,79.09E
1848-11-01,19.061,1.112,Budaun,India,28.13N,79.09E
1848-12-01,14.908,1.3459999999999999,Budaun,India,28.13N,79.09E
1849-01-01,13.777000000000001,1.135,Budaun,India,28.13N,79.09E
1849-02-01,16.311999999999998,2.661,Budaun,India,28.13N,79.09E
1849-03-01,22.609,2.145,Budaun,India,28.13N,79.09E
1849-04-01,28.526999999999997,2.334,Budaun,India,28.13N,79.09E
1849-05-01,31.908999999999995,1.2209999999999999,Budaun,India,28.13N,79.09E
1849-06-01,31.712,1.6130000000000002,Budaun,India,28.13N,79.09E
1849-07-01,29.971999999999998,1.1640000000000001,Budaun,India,28.13N,79.09E
1849-08-01,28.5,1.3840000000000001,Budaun,India,28.13N,79.09E
1849-09-01,27.664,1.376,Budaun,India,28.13N,79.09E
1849-10-01,24.661,1.7790000000000001,Budaun,India,28.13N,79.09E
1849-11-01,19.609,1.504,Budaun,India,28.13N,79.09E
1849-12-01,14.179,1.298,Budaun,India,28.13N,79.09E
1850-01-01,13.724,1.618,Budaun,India,28.13N,79.09E
1850-02-01,16.581,2.3080000000000003,Budaun,India,28.13N,79.09E
1850-03-01,22.156,3.137,Budaun,India,28.13N,79.09E
1850-04-01,28.105,1.48,Budaun,India,28.13N,79.09E
1850-05-01,31.587,1.1340000000000001,Budaun,India,28.13N,79.09E
1850-06-01,32.501999999999995,1.242,Budaun,India,28.13N,79.09E
1850-07-01,30.436999999999998,1.069,Budaun,India,28.13N,79.09E
1850-08-01,29.064,1.173,Budaun,India,28.13N,79.09E
1850-09-01,28.059,0.867,Budaun,India,28.13N,79.09E
1850-10-01,25.949,2.7310000000000003,Budaun,India,28.13N,79.09E
1850-11-01,20.433,3.5260000000000002,Budaun,India,28.13N,79.09E
1850-12-01,14.81,1.3980000000000001,Budaun,India,28.13N,79.09E
1851-01-01,13.825,1.255,Budaun,India,28.13N,79.09E
1851-02-01,16.514,1.745,Budaun,India,28.13N,79.09E
