03,0.321,Brunswick,Germany,52.24N,10.51E
1960-05-01,12.985,0.341,Brunswick,Germany,52.24N,10.51E
1960-06-01,16.357,0.35600000000000004,Brunswick,Germany,52.24N,10.51E
1960-07-01,15.999,0.22899999999999998,Brunswick,Germany,52.24N,10.51E
1960-08-01,16.291999999999998,0.322,Brunswick,Germany,52.24N,10.51E
1960-09-01,13.344,0.10400000000000001,Brunswick,Germany,52.24N,10.51E
1960-10-01,9.541,0.221,Brunswick,Germany,52.24N,10.51E
1960-11-01,6.7,0.316,Brunswick,Germany,52.24N,10.51E
1960-12-01,1.8030000000000002,0.076,Brunswick,Germany,52.24N,10.51E
1961-01-01,-0.35100000000000003,0.191,Brunswick,Germany,52.24N,10.51E
1961-02-01,5.319,0.205,Brunswick,Germany,52.24N,10.51E
1961-03-01,6.638999999999999,0.253,Brunswick,Germany,52.24N,10.51E
1961-04-01,10.513,0.32,Brunswick,Germany,52.24N,10.51E
1961-05-01,10.582,0.25,Brunswick,Germany,52.24N,10.51E
1961-06-01,16.456,0.382,Brunswick,Germany,52.24N,10.51E
1961-07-01,15.481,0.215,Brunswick,Germany,52.24N,10.51E
1961-08-01,16.13,0.113,Brunswick,Germany,52.24N,10.51E
1961-09-01,16.995,0.196,Brunswick,Germany,52.24N,10.51E
1961-10-01,11.196000000000002,0.40299999999999997,Brunswick,Germany,52.24N,10.51E
1961-11-01,4.368,0.166,Brunswick,Germany,52.24N,10.51E
1961-12-01,-0.4239999999999999,0.22399999999999998,Brunswick,Germany,52.24N,10.51E
1962-01-01,2.551,0.221,Brunswick,Germany,52.24N,10.51E
1962-02-01,0.9359999999999999,0.419,Brunswick,Germany,52.24N,10.51E
1962-03-01,0.4209999999999998,0.281,Brunswick,Germany,52.24N,10.51E
1962-04-01,8.347000000000001,0.24100000000000002,Brunswick,Germany,52.24N,10.51E
1962-05-01,9.964,0.254,Brunswick,Germany,52.24N,10.51E
1962-06-01,14.110999999999999,0.518,Brunswick,Germany,52.24N,10.51E
1962-07-01,14.93,0.244,Brunswick,Germany,52.24N,10.51E
1962-08-01,15.607000000000001,0.281,Brunswick,Germany,52.24N,10.51E
1962-09-01,12.706,0.22899999999999998,Brunswick,Germany,52.24N,10.51E
1962-10-01,9.812,0.483,Brunswick,Germany,52.24N,10.51E
1962-11-01,3.5,0.237,Brunswick,Germany,52.24N,10.51E
1962-12-01,-2.3400000000000003,0.33,Brunswick,Germany,52.24N,10.51E
1963-01-01,-7.391,0.446,Brunswick,Germany,52.24N,10.51E
1963-02-01,-5.569,0.319,Brunswick,Germany,52.24N,10.51E
1963-03-01,3.037,0.182,Brunswick,Germany,52.24N,10.51E
1963-04-01,8.376,0.257,Brunswick,Germany,52.24N,10.51E
1963-05-01,12.457,0.34299999999999997,Brunswick,Germany,52.24N,10.51E
1963-06-01,16.326,0.307,Brunswick,Germany,52.24N,10.51E
1963-07-01,17.884,0.325,Brunswick,Germany,52.24N,10.51E
1963-08-01,16.598,0.152,Brunswick,Germany,52.24N,10.51E
1963-09-01,14.19,0.20600000000000002,Brunswick,Germany,52.24N,10.51E
1963-10-01,8.794,0.301,Brunswick,Germany,52.24N,10.51E
1963-11-01,7.9060000000000015,0.325,Brunswick,Germany,52.24N,10.51E
1963-12-01,-2.423,0.31,Brunswick,Germany,52.24N,10.51E
1964-01-01,-1.538,0.368,Brunswick,Germany,52.24N,10.51E
1964-02-01,0.805,0.287,Brunswick,Germany,52.24N,10.51E
1964-03-01,0.3730000000000002,0.37,Brunswick,Germany,52.24N,10.51E
1964-04-01,8.756,0.203,Brunswick,Germany,52.24N,10.51E
1964-05-01,13.677,0.43200000000000005,Brunswick,Germany,52.24N,10.51E
1964-06-01,17.199,0.325,Brunswick,Germany,52.24N,10.51E
1964-07-01,17.951999999999995,0.319,Brunswick,Germany,52.24N,10.51E
1964-08-01,16.375999999999998,0.317,Brunswick,Germany,52.24N,10.51E
1964-09-01,14.208,0.146,Brunswick,Germany,52.24N,10.51E
1964-10-01,7.421000000000001,0.24600000000000002,Brunswick,Germany,52.24N,10.51E
1964-11-01,5.3210000000000015,0.268,Brunswick,Germany,52.24N,10.51E
1964-12-01,1.207,0.156,Brunswick,Germany,52.24N,10.51E
1965-01-01,1.829,0.16399999999999998,Brunswick,Germany,52.24N,10.51E
1965-02-01,-0.8639999999999999,0.37,Brunswick,Germany,52.24N,10.51E
1965-03-01,2.555,0.297,Brunswick,Germany,52.24N,10.51E
1965-04-01,7.0779999999999985,0.095,Brunswick,Germany,52.24N,10.51E
1965-05-01,11.505999999999998,0.382,Brunswick,Germany,52.24N,10.51E
1965-06-01,15.58,0.47,Brunswick,Germany,52.24N,10.51E
1965-07-01,15.199000000000002,0.28800000000000003,Brunswick,Germany,52.24N,10.51E
1965-08-01,15.261,0.196,Brunswick,Germany,52.24N,10.51E
1965-09-01,13.649,0.21899999999999997,Brunswick,Germany,52.24N,10.51E
1965-10-01,8.969000000000003,0.442,Brunswick,Germany,52.24N,10.51E
1965-11-01,1.1430000000000002,0.253,Brunswick,Germany,52.24N,10.51E
1965-12-01,2.8110000000000004,0.21,Brunswick,Germany,52.24N,10.51E
1966-01-01,-2.112,0.331,Brunswick,Germany,52.24N,10.51E
1966-02-01,2.603,0.435,Brunswick,Germany,52.24N,10.51E
1966-03-01,3.932,0.38,Brunswick,Germany,52.24N,10.51E
1966-04-01,8.304,0.314,Brunswick,Germany,52.24N,10.51E
1966-05-01,13.495,0.353,Brunswick,Germany,52.24N,10.51E
1966-06-01,17.588,0.225,Brunswick,Germany,52.24N,10.51E
1966-07-01,16.201999999999998,0.3,Brunswick,Germany,52.24N,10.51E
1966-08-01,16.137,0.248,Brunswick,Germany,52.24N,10.51E
1966-09-01,13.43,0.28800000000000003,Brunswick,Germany,52.24N,10.51E
1966-10-01,11.401,0.257,Brunswick,Germany,52.24N,10.51E
1966-11-01,3.002,0.18,Brunswick,Germany,52.24N,10.51E
1966-12-01,2.492,0.278,Brunswick,Germany,52.24N,10.51E
1967-01-01,1.7,0.19899999999999998,Brunswick,Germany,52.24N,10.51E
1967-02-01,3.555,0.257,Brunswick,Germany,52.24N,10.51E
1967-03-01,6.081,0.32299999999999995,Brunswick,Germany,52.24N,10.51E
1967-04-01,6.545,0.18100000000000002,Brunswick,Germany,52.24N,10.51E
1967-05-01,13.052,0.354,Brunswick,Germany,52.24N,10.51E
1967-06-01,15.074000000000002,0.217,Brunswick,Germany,52.24N,10.51E
1967-07-01,18.762,0.452,Brunswick,Germany,52.24N,10.51E
1967-08-01,16.962,0.326,Brunswick,Germany,52.24N,10.51E
1967-09-01,14.642999999999999,0.29,Brunswick,Germany,52.24N,10.51E
1967-10-01,11.619000000000002,0.381,Brunswick,Germany,52.24N,10.51E
1967-11-01,4.812,0.345,Brunswick,Germany,52.24N,10.51E
1967-12-01,1.4389999999999998,0.161,Brunswick,Germany,52.24N,10.51E
1968-01-01,-0.4910000000000001,0.18100000000000002,Brunswick,Germany,52.24N,10.51E
1968-02-01,0.804,0.193,Brunswick,Germany,52.24N,10.51E
1968-03-01,4.972,0.245,Brunswick,Germany,52.24N,10.51E
1968-04-01,9.388,0.195,Brunswick,Germany,52.24N,10.51E
1968-05-01,10.948,0.19699999999999998,Brunswick,Germany,52.24N,10.51E
1968-06-01,16.64,0.32,Brunswick,Germany,52.24N,10.51E
1968-07-01,16.518,0.244,Brunswick,Germany,52.24N,10.51E
1968-08-01,17.464000000000002,0.247,Brunswick,Germany,52.24N,10.51E
1968-09-01,14.379000000000001,0.17800000000000002,Brunswick,Germany,52.24N,10.51E
1968-10-01,10.8,0.38299999999999995,Brunswick,Germany,52.24N,10.51E
1968-11-01,4.606,0.272,Brunswick,Germany,52.24N,10.51E
1968-12-01,-1.519,0.5429999999999999,Brunswick,Germany,52.24N,10.51E
1969-01-01,1.337,0.311,Brunswick,Germany,52.24N,10.51E
1969-02-01,-1.925,0.261,Brunswick,Germany,52.24N,10.51E
1969-03-01,-0.049999999999999815,0.366,Brunswick,Germany,52.24N,10.51E
1969-04-01,7.108,0.18100000000000002,Brunswick,Germany,52.24N,10.51E
1969-05-01,13.21,0.263,Brunswick,Germany,52.24N,10.51E
1969-06-01,15.530999999999999,0.247,Brunswick,Germany,52.24N,10.51E
1969-07-01,18.953,0.226,Brunswick,Germany,52.24N,10.51E
1969-08-01,17.362000000000002,0.285,Brunswick,Germany,52.24N,10.51E
1969-09-01,14.343,0.21,Brunswick,Germany,52.24N,10.51E
1969-10-01,11.015,0.203,Brunswick,Germany,52.24N,10.51E
1969-11-01,5.729,0.273,Brunswick,Germany,52.24N,10.51E
1969-12-01,-4.513,0.684,Brunswick,Germany,52.24N,10.51E
1970-01-01,-2.721,0.514,Brunswick,Germany,52.24N,10.51E
1970-02-01,-1.272,0.25,Brunswick,Germany,52.24N,10.51E
1970-03-01,1.484,0.354,Brunswick,Germany,52.24N,10.51E
1970-04-01,5.4510000000000005,0.251,Brunswick,Germany,52.24N,10.51E
1970-05-01,11.994000000000002,0.254,Brunswick,Germany,52.24N,10.51E
1970-06-01,17.469,0.245,Brunswick,Germany,52.24N,10.51E
1970-07-01,16.434,0.129,Brunswick,Germany,52.24N,10.51E
1970-08-01,17.334999999999994,0.192,Brunswick,Germany,52.24N,10.51E
1970-09-01,13.696,0.125,Brunswick,Germany,52.24N,10.51E
1970-10-01,9.441,0.354,Brunswick,Germany,52.24N,10.51E
1970-11-01,6.455,0.191,Brunswick,Germany,52.24N,10.51E
1970-12-01,1.581,0.196,Brunswick,Germany,52.24N,10.51E
1971-01-01,-0.114,0.537,Brunswick,Germany,52.24N,10.51E
1971-02-01,2.303,0.308,Brunswick,Germany,52.24N,10.51E
1971-03-01,1.4980000000000002,0.231,Brunswick,Germany,52.24N,10.51E
1971-04-01,7.962000000000001,0.282,Brunswick,Germany,52.24N,10.51E
1971-05-01,14.26,0.318,Brunswick,Germany,52.24N,10.51E
1971-06-01,14.481,0.11800000000000001,Brunswick,Germany,52.24N,10.51E
1971-07-01,17.994,0.255,Brunswick,Germany,52.24N,10.51E
1971-08-01,18.53,0.262,Brunswick,Germany,52.24N,10.51E
1971-09-01,12.692,0.24,Brunswick,Germany,52.24N,10.51E
1971-10-01,9.744000000000002,0.28600000000000003,Brunswick,Germany,52.24N,10.51E
1971-11-01,4.323,0.305,Brunswick,Germany,52.24N,10.51E
1971-12-01,4.57,0.175,Brunswick,Germany,52.24N,10.51E
1972-01-01,-2.3040000000000003,0.484,Brunswick,Germany,52.24N,10.51E
1972-02-01,2.404,0.273,Brunswick,Germany,52.24N,10.51E
1972-03-01,5.566,0.175,Brunswick,Germany,52.24N,10.51E
1972-04-01,7.31,0.233,Brunswick,Germany,52.24N,10.51E
1972-05-01,11.952,0.20600000000000002,Brunswick,Germany,52.24N,10.51E
1972-06-01,14.819,0.326,Brunswick,Germany,52.24N,10.51E
1972-07-01,18.149,0.31,Brunswick,Germany,52.24N,10.51E
1972-08-01,16.098,0.228,Brunswick,Germany,52.24N,10.51E
1972-09-01,11.421,0.203,Brunswick,Germany,52.24N,10.51E
1972-10-01,7.558000000000002,0.33799999999999997,Brunswick,Germany,52.24N,10.51E
1972-11-01,5.0600000000000005,0.195,Brunswick,Germany,52.24N,10.51E
1972-12-01,2.156,0.502,Brunswick,Germany,52.24N,10.51E
1973-01-01,1.219,0.36700000000000005,Brunswick,Germany,52.24N,10.51E
1973-02-01,2.0860000000000003,0.163,Brunswick,Germany,52.24N,10.51E
1973-03-01,4.953,0.428,Brunswick,Germany,52.24N,10.51E
1973-04-01,5.151,0.163,Brunswick,Germany,52.24N,10.51E
1973-05-01,12.518,0.44299999999999995,Brunswick,Germany,52.24N,10.51E
1973-06-01,16.596,0.23399999999999999,Brunswick,Germany,52.24N,10.51E
1973-07-01,17.778,0.248,Brunswick,Germany,52.24N,10.51E
1973-08-01,18.052,0.423,Brunswick,Germany,52.24N,10.51E
1973-09-01,14.667,0.18100000000000002,Brunswick,Germany,52.24N,10.51E
1973-10-01,7.716000000000001,0.299,Brunswick,Germany,52.24N,10.51E
1973-11-01,4.0200000000000005,0.26899999999999996,Brunswick,Germany,52.24N,10.51E
1973-12-01,1.137,0.179,Brunswick,Germany,52.24N,10.51E
1974-01-01,4.134,0.22699999999999998,Brunswick,Germany,52.24N,10.51E
1974-02-01,3.741,0.237,Brunswick,Germany,52.24N,10.51E
1974-03-01,5.5760000000000005,0.19899999999999998,Brunswick,Germany,52.24N,10.51E
1974-04-01,8.190999999999999,0.387,Brunswick,Germany,52.24N,10.51E
1974-05-01,11.262,0.226,Brunswick,Germany,52.24N,10.51E
1974-06-01,14.353,0.201,Brunswick,Germany,52.24N,10.51E
1974-07-01,15.445,0.358,Brunswick,Germany,52.24N,10.51E
1974-08-01,17.529999999999998,0.324,Brunswick,Germany,52.24N,10.51E
1974-09-01,13.953,0.26,Brunswick,Germany,52.24N,10.51E
1974-10-01,6.224,0.29100000000000004,Brunswick,Germany,52.24N,10.51E
1974-11-01,5.835,0.349,Brunswick,Germany,52.24N,10.51E
1974-12-01,5.585,0.24600000000000002,Brunswick,Germany,52.24N,10.51E
1975-01-01,5.563,0.226,Brunswick,Germany,52.24N,10.51E
1975-02-01,1.986,0.33399999999999996,Brunswick,Germany,52.24N,10.51E
1975-03-01,4.031000000000001,0.162,Brunswick,Germany,52.24N,10.51E
1975-04-01,6.702000000000001,0.158,Brunswick,Germany,52.24N,10.51E
1975-05-01,11.874,0.33,Brunswick,Germany,52.24N,10.51E
1975-06-01,15.152,0.266,Brunswick,Germany,52.24N,10.51E
1975-07-01,18.787,0.35200000000000004,Brunswick,Germany,52.24N,10.51E
1975-08-01,20.088,0.5539999999999999,Brunswick,Germany,52.24N,10.51E
1975-09-01,16.209,0.252,Brunswick,Germany,52.24N,10.51E
1975-10-01,8.075000000000001,0.365,Brunswick,Germany,52.24N,10.51E
1975-11-01,3.671,0.25,Brunswick,Germany,52.24N,10.51E
1975-12-01,2.469,0.069,Brunswick,Germany,52.24N,10.51E
1976-01-01,1.388,0.163,Brunswick,Germany,52.24N,10.51E
1976-02-01,0.8720000000000001,0.38299999999999995,Brunswick,Germany,52.24N,10.51E
1976-03-01,1.2240000000000002,0.11,Brunswick,Germany,52.24N,10.51E
1976-04-01,6.9510000000000005,0.292,Brunswick,Germany,52.24N,10.51E
1976-05-01,13.113,0.436,Brunswick,Germany,52.24N,10.51E
1976-06-01,17.492,0.308,Brunswick,Germany,52.24N,10.51E
1976-07-01,19.788,0.418,Brunswick,Germany,52.24N,10.51E
1976-08-01,16.837999999999994,0.33899999999999997,Brunswick,Germany,52.24N,10.51E
1976-09-01,13.433,0.28800000000000003,Brunswick,Germany,52.24N,10.51E
1976-10-01,9.762,0.353,Brunswick,Germany,52.24N,10.51E
1976-11-01,5.457000000000002,0.209,Brunswick,Germany,52.24N,10.51E
1976-12-01,-0.15800000000000014,0.16899999999999998,Brunswick,Germany,52.24N,10.51E
1977-01-01,0.892,0.141,Brunswick,Germany,52.24N,10.51E
1977-02-01,3.468,0.18600000000000003,Brunswick,Germany,52.24N,10.51E
1977-03-01,6.3,0.17600000000000002,Brunswick,Germany,52.24N,10.51E
1977-04-01,5.819,0.24100000000000002,Brunswick,Germany,52.24N,10.51E
1977-05-01,12.007,0.20800000000000002,Brunswick,Germany,52.24N,10.51E
1977-06-01,15.865,0.20199999999999999,Brunswick,Germany,52.24N,10.51E
1977-07-01,16.508,0.175,Brunswick,Germany,52.24N,10.51E
1977-08-01,16.366999999999994,0.166,Brunswick,Germany,52.24N,10.51E
1977-09-01,12.489,0.13699999999999998,Brunswick,Germany,52.24N,10.51E
1977-10-01,10.924,0.273,Brunswick,Germany,52.24N,10.51E
1977-11-01,5.971,0.278,Brunswick,Germany,52.24N,10.51E
1977-12-01,3.0410000000000004,0.256,Brunswick,Germany,52.24N,10.51E
1978-01-01,1.4809999999999999,0.153,Brunswick,Germany,52.24N,10.51E
1978-02-01,-1.0859999999999999,0.248,Brunswick,Germany,52.24N,10.51E
1978-03-01,5.577000000000001,0.267,Brunswick,Germany,52.24N,10.51E
1978-04-01,6.4209999999999985,0.247,Brunswick,Germany,52.24N,10.51E
1978-05-01,12.495,0.133,Brunswick,Germany,52.24N,10.51E
1978-06-01,15.454,0.242,Brunswick,Germany,52.24N,10.51E
1978-07-01,15.71,0.18,Brunswick,Germany,52.24N,10.51E
1978-08-01,15.852,0.319,Brunswick,Germany,52.24N,10.51E
1978-09-01,12.399,0.17,Brunswick,Germany,52.24N,10.51E
1978-10-01,10.056,0.17300000000000001,Brunswick,Germany,52.24N,10.51E
1978-11-01,5.4879999999999995,0.377,Brunswick,Germany,52.24N,10.51E
1978-12-01,0.341,0.45299999999999996,Brunswick,Germany,52.24N,10.51E
1979-01-01,-3.9389999999999996,0.243,Brunswick,Germany,52.24N,10.51E
1979-02-01,-2.8230000000000004,0.287,Brunswick,Germany,52.24N,10.51E
1979-03-01,3.392,0.161,Brunswick,Germany,52.24N,10.51E
1979-04-01,6.622999999999998,0.252,Brunswick,Germany,52.24N,10.51E
1979-05-01,12.955,0.38299999999999995,Brunswick,Germany,52.24N,10.51E
1979-06-01,16.748,0.226,Brunswick,Germany,52.24N,10.51E
1979-07-01,15.197000000000001,0.244,Brunswick,Germany,52.24N,10.51E
1979-08-01,16.044999999999998,0.273,Brunswick,Germany,52.24N,10.51E
1979-09-01,13.754000000000001,0.109,Brunswick,Germany,52.24N,10.51E
1979-10-01,8.831000000000003,0.153,Brunswick,Germany,52.24N,10.51E
1979-11-01,4.399,0.177,Brunswick,Germany,52.24N,10.51E
1979-12-01,4.44,0.348,Brunswick,Germany,52.24N,10.51E
1980-01-01,-2.4219999999999997,0.35700000000000004,Brunswick,Germany,52.24N,10.51E
1980-02-01,2.282,0.242,Brunswick,Germany,52.24N,10.51E
1980-03-01,3.0239999999999996,0.166,Brunswick,Germany,52.24N,10.51E
1980-04-01,6.526999999999999,0.18600000000000003,Brunswick,Germany,52.24N,10.51E
1980-05-01,10.763,0.07400000000000001,Brunswick,Germany,52.24N,10.51E
1980-06-01,15.235999999999999,0.16399999999999998,Brunswick,Germany,52.24N,10.51E
1980-07-01,15.536,0.27699999999999997,Brunswick,Germany,52.24N,10.51E
1980-08-01,16.915,0.304,Brunswick,Germany,52.24N,10.51E
1980-09-01,14.62,0.10300000000000001,Brunswick,Germany,52.24N,10.51E
1980-10-01,8.571000000000002,0.193,Brunswick,Germany,52.24N,10.51E
1980-11-01,3.709000000000001,0.27699999999999997,Brunswick,Germany,52.24N,10.51E
1980-12-01,1.531,0.179,Brunswick,Germany,52.24N,10.51E
1981-01-01,-0.4,0.159,Brunswick,Germany,52.24N,10.51E
1981-02-01,0.38799999999999996,0.182,Brunswick,Germany,52.24N,10.51E
1981-03-01,7.013,0.212,Brunswick,Germany,52.24N,10.51E
1981-04-01,7.681999999999999,0.293,Brunswick,Germany,52.24N,10.51E
1981-05-01,14.095,0.201,Brunswick,Germany,52.24N,10.51E
1981-06-01,15.431,0.425,Brunswick,Germany,52.24N,10.51E
1981-07-01,16.666999999999998,0.21600000000000003,Brunswick,Germany,52.24N,10.51E
1981-08-01,16.755,0.131,Brunswick,Germany,52.24N,10.51E
1981-09-01,14.534,0.177,Brunswick,Germany,52.24N,10.51E
1981-10-01,8.197000000000001,0.25,Brunswick,Germany,52.24N,10.51E
1981-11-01,5.1800000000000015,0.34299999999999997,Brunswick,Germany,52.24N,10.51E
1981-12-01,-2.631,0.311,Brunswick,Germany,52.24N,10.51E
1982-01-01,-1.575,0.474,Brunswick,Germany,52.24N,10.51E
1982-02-01,0.6409999999999999,0.297,Brunswick,Germany,52.24N,10.51E
1982-03-01,4.791,0.23800000000000002,Brunswick,Germany,52.24N,10.51E
1982-04-01,7.001,0.158,Brunswick,Germany,52.24N,10.51E
1982-05-01,12.601,0.185,Brunswick,Germany,52.24N,10.51E
1982-06-01,16.576,0.24600000000000002,Brunswick,Germany,52.24N,10.51E
1982-07-01,19.202,0.312,Brunswick,Germany,52.24N,10.51E
1982-08-01,18.087,0.12300000000000001,Brunswick,Germany,52.24N,10.51E
1982-09-01,16.613,0.318,Brunswick,Germany,52.24N,10.51E
1982-10-01,10.437,0.16899999999999998,Brunswick,Germany,52.24N,10.51E
1982-11-01,6.974,0.23,Brunswick,Germany,52.24N,10.51E
1982-12-01,2.677,0.272,Brunswick,Germany,52.24N,10.51E
1983-01-01,4.91,0.24600000000000002,Brunswick,Germany,52.24N,10.51E
1983-02-01,-1.082,0.321,Brunswick,Germany,52.24N,10.51E
1983-03-01,4.9510000000000005,0.11699999999999999,Brunswick,Germany,52.24N,10.51E
1983-04-01,8.666,0.243,Brunswick,Germany,52.24N,10.51E
1983-05-01,11.764000000000001,0.147,Brunswick,Germany,52.24N,10.51E
1983-06-01,16.421,0.175,Brunswick,Germany,52.24N,10.51E
1983-07-01,20.205,0.321,Brunswick,Germany,52.24N,10.51E
1983-08-01,18.862000000000002,0.22699999999999998,Brunswick,Germany,52.24N,10.51E
1983-09-01,14.494000000000002,0.166,Brunswick,Germany,52.24N,10.51E
1983-10-01,9.711,0.155,Brunswick,Germany,52.24N,10.51E
1983-11-01,4.6880000000000015,0.196,Brunswick,Germany,52.24N,10.51E
1983-12-01,1.472,0.336,Brunswick,Germany,52.24N,10.51E
1984-01-01,1.8259999999999998,0.159,Brunswick,Germany,52.24N,10.51E
1984-02-01,0.384,0.163,Brunswick,Germany,52.24N,10.51E
1984-03-01,2.385,0.23,Brunswick,Germany,52.24N,10.51E
1984-04-01,6.856,0.27,Brunswick,Germany,52.24N,10.51E
1984-05-01,11.529000000000002,0.212,Brunswick,Germany,52.24N,10.51E
1984-06-01,13.857999999999999,0.253,Brunswick,Germany,52.24N,10.51E
1984-07-01,15.658,0.409,Brunswick,Germany,52.24N,10.51E
1984-08-01,17.750999999999994,0.175,Brunswick,Germany,52.24N,10.51E
1984-09-01,12.748,0.17800000000000002,Brunswick,Germany,52.24N,10.51E
1984-10-01,10.937,0.156,Brunswick,Germany,52.24N,10.51E
1984-11-01,5.48,0.465,Brunswick,Germany,52.24N,10.51E
1984-12-01,1.7739999999999998,0.332,Brunswick,Germany,52.24N,10.51E
1985-01-01,-4.918,0.266,Brunswick,Germany,52.24N,10.51E
1985-02-01,-2.361,0.18899999999999997,Brunswick,Germany,52.24N,10.51E
1985-03-01,3.1830000000000003,0.15,Brunswick,Germany,52.24N,10.51E
1985-04-01,7.859,0.36200000000000004,Brunswick,Germany,52.24N,10.51E
1985-05-01,13.932,0.266,Brunswick,Germany,52.24N,10.51E
1985-06-01,13.835,0.5579999999999999,Brunswick,Germany,52.24N,10.51E
1985-07-01,17.207,0.376,Brunswick,Germany,52.24N,10.51E
1985-08-01,16.593999999999998,0.29600000000000004,Brunswick,Germany,52.24N,10.51E
1985-09-01,13.667,0.16899999999999998,Brunswick,Germany,52.24N,10.51E
1985-10-01,9.628,0.21,Brunswick,Germany,52.24N,10.51E
1985-11-01,1.3120000000000005,0.284,Brunswick,Germany,52.24N,10.51E
1985-12-01,4.551,0.348,Brunswick,Germany,52.24N,10.51E
1986-01-01,0.382,0.273,Brunswick,Germany,52.24N,10.51E
1986-02-01,-6.7349999999999985,0.35100000000000003,Brunswick,Germany,52.24N,10.51E
1986-03-01,3.303,0.18,Brunswick,Germany,52.24N,10.51E
1986-04-01,6.196000000000001,0.309,Brunswick,Germany,52.24N,10.51E
1986-05-01,14.43,0.303,Brunswick,Germany,52.24N,10.51E
1986-06-01,16.070999999999998,0.248,Brunswick,Germany,52.24N,10.51E
1986-07-01,17.54,0.115,Brunswick,Germany,52.24N,10.51E
1986-08-01,16.523999999999994,0.161,Brunswick,Germany,52.24N,10.51E
1986-09-01,11.392999999999999,0.168,Brunswick,Germany,52.24N,10.51E
1986-10-01,10.315,0.159,Brunswick,Germany,52.24N,10.51E
1986-11-01,7.1400000000000015,0.273,Brunswick,Germany,52.24N,10.51E
1986-12-01,2.7880000000000003,0.109,Brunswick,Germany,52.24N,10.51E
1987-01-01,-6.1960000000000015,0.384,Brunswick,Germany,52.24N,10.51E
1987-02-01,-0.04499999999999993,0.251,Brunswick,Germany,52.24N,10.51E
1987-03-01,-0.5450000000000004,0.177,Brunswick,Germany,52.24N,10.51E
1987-04-01,9.185,0.222,Brunswick,Germany,52.24N,10.51E
1987-05-01,10.015,0.242,Brunswick,Germany,52.24N,10.51E
1987-06-01,14.048,0.27,Brunswick,Germany,52.24N,10.51E
1987-07-01,16.907999999999998,0.222,Brunswick,Germany,52.24N,10.51E
1987-08-01,15.648,0.287,Brunswick,Germany,52.24N,10.51E
1987-09-01,14.417,0.31,Brunswick,Germany,52.24N,10.51E
1987-10-01,9.677,0.187,Brunswick,Germany,52.24N,10.51E
1987-11-01,5.816000000000002,0.18600000000000003,Brunswick,Germany,52.24N,10.51E
1987-12-01,2.825,0.21100000000000002,Brunswick,Germany,52.24N,10.51E
1988-01-01,4.435,0.158,Brunswick,Germany,52.24N,10.51E
1988-02-01,2.874,0.212,Brunswick,Germany,52.24N,10.51E
1988-03-01,3.005,0.221,Brunswick,Germany,52.24N,10.51E
1988-04-01,7.694,0.231,Brunswick,Germany,52.24N,10.51E
1988-05-01,14.675999999999998,0.244,Brunswick,Germany,52.24N,10.51E
1988-06-01,15.095999999999998,0.31,Brunswick,Germany,52.24N,10.51E
1988-07-01,17.38,0.418,Brunswick,Germany,52.24N,10.51E
1988-08-01,17.122,0.28,Brunswick,Germany,52.24N,10.51E
1988-09-01,13.708,0.298,Brunswick,Germany,52.24N,10.51E
1988-10-01,9.658999999999999,0.21100000000000002,Brunswick,Germany,52.24N,10.51E
