9999999999998,0.318,Ulyanovsk,Russia,53.84N,47.73E
1983-04-01,13.339,0.19,Urayasu,Japan,36.17N,139.23E
1983-05-01,17.139999999999993,0.278,Urayasu,Japan,36.17N,139.23E
1983-06-01,18.617,0.303,Urayasu,Japan,36.17N,139.23E
1983-07-01,22.157000000000004,0.251,Urayasu,Japan,36.17N,139.23E
1983-08-01,25.291,0.29,Urayasu,Japan,36.17N,139.23E
1983-09-01,20.682,0.172,Urayasu,Japan,36.17N,139.23E
1983-10-01,13.923,0.24100000000000002,Urayasu,Japan,36.17N,139.23E
1983-11-01,8.395,0.23199999999999998,Urayasu,Japan,36.17N,139.23E
1983-12-01,2.615,0.327,Urayasu,Japan,36.17N,139.23E
1984-01-01,-0.4999999999999998,0.314,Urayasu,Japan,36.17N,139.23E
1984-02-01,-0.9620000000000002,0.218,Urayasu,Japan,36.17N,139.23E
1984-03-01,2.457,0.278,Urayasu,Japan,36.17N,139.23E
1984-04-01,9.252,0.115,Urayasu,Japan,36.17N,139.23E
1984-05-01,15.405,0.105,Urayasu,Japan,36.17N,139.23E
1984-06-01,20.383,0.195,Urayasu,Japan,36.17N,139.23E
1984-07-01,24.561999999999998,0.307,Urayasu,Japan,36.17N,139.23E
1984-08-01,26.381999999999998,0.38,Urayasu,Japan,36.17N,139.23E
1984-09-01,20.647,0.217,Urayasu,Japan,36.17N,139.23E
1984-10-01,14.169,0.32799999999999996,Urayasu,Japan,36.17N,139.23E
1984-11-01,8.402000000000001,0.221,Urayasu,Japan,36.17N,139.23E
1984-12-01,3.5409999999999995,0.203,Urayasu,Japan,36.17N,139.23E
1985-01-01,-0.04899999999999993,0.203,Urayasu,Japan,36.17N,139.23E
1985-02-01,3.157,0.20600000000000002,Urayasu,Japan,36.17N,139.23E
1985-03-01,5.43,0.122,Urayasu,Japan,36.17N,139.23E
1985-04-01,11.808,0.196,Urayasu,Japan,36.17N,139.23E
1985-05-01,17.076999999999998,0.25,Urayasu,Japan,36.17N,139.23E
1985-06-01,18.622,0.335,Urayasu,Japan,36.17N,139.23E
1985-07-01,24.478,0.28600000000000003,Urayasu,Japan,36.17N,139.23E
1985-08-01,26.482000000000006,0.272,Urayasu,Japan,36.17N,139.23E
1985-09-01,20.905,0.146,Urayasu,Japan,36.17N,139.23E
1985-10-01,14.364,0.166,Urayasu,Japan,36.17N,139.23E
1985-11-01,9.309,0.177,Urayasu,Japan,36.17N,139.23E
1985-12-01,3.157,0.203,Urayasu,Japan,36.17N,139.23E
1986-01-01,0.278,0.19,Urayasu,Japan,36.17N,139.23E
1986-02-01,0.5169999999999999,0.254,Urayasu,Japan,36.17N,139.23E
1986-03-01,4.8180000000000005,0.222,Urayasu,Japan,36.17N,139.23E
1986-04-01,11.058,0.258,Urayasu,Japan,36.17N,139.23E
1986-05-01,15.62,0.192,Urayasu,Japan,36.17N,139.23E
1986-06-01,19.232,0.24,Urayasu,Japan,36.17N,139.23E
1986-07-01,22.383000000000006,0.19699999999999998,Urayasu,Japan,36.17N,139.23E
1986-08-01,25.045,0.281,Urayasu,Japan,36.17N,139.23E
1986-09-01,21.270000000000003,0.158,Urayasu,Japan,36.17N,139.23E
1986-10-01,13.365,0.152,Urayasu,Japan,36.17N,139.23E
1986-11-01,8.51,0.19,Urayasu,Japan,36.17N,139.23E
1986-12-01,4.492,0.185,Urayasu,Japan,36.17N,139.23E
1987-01-01,2.017,0.184,Urayasu,Japan,36.17N,139.23E
1987-02-01,3.258,0.14400000000000002,Urayasu,Japan,36.17N,139.23E
1987-03-01,6.237,0.10400000000000001,Urayasu,Japan,36.17N,139.23E
1987-04-01,11.597999999999999,0.121,Urayasu,Japan,36.17N,139.23E
1987-05-01,16.840999999999998,0.192,Urayasu,Japan,36.17N,139.23E
1987-06-01,20.436,0.255,Urayasu,Japan,36.17N,139.23E
1987-07-01,25.151000000000003,0.102,Urayasu,Japan,36.17N,139.23E
1987-08-01,25.279,0.261,Urayasu,Japan,36.17N,139.23E
1987-09-01,20.826,0.14800000000000002,Urayasu,Japan,36.17N,139.23E
1987-10-01,15.819,0.23399999999999999,Urayasu,Japan,36.17N,139.23E
1987-11-01,9.183,0.158,Urayasu,Japan,36.17N,139.23E
1987-12-01,4.323,0.332,Urayasu,Japan,36.17N,139.23E
1988-01-01,3.712,0.193,Urayasu,Japan,36.17N,139.23E
1988-02-01,1.2590000000000001,0.213,Urayasu,Japan,36.17N,139.23E
1988-03-01,5.238,0.172,Urayasu,Japan,36.17N,139.23E
1988-04-01,11.099,0.253,Urayasu,Japan,36.17N,139.23E
1988-05-01,15.787999999999998,0.163,Urayasu,Japan,36.17N,139.23E
1988-06-01,20.245,0.266,Urayasu,Japan,36.17N,139.23E
1988-07-01,21.028,0.38799999999999996,Urayasu,Japan,36.17N,139.23E
1988-08-01,25.218000000000004,0.141,Urayasu,Japan,36.17N,139.23E
1988-09-01,20.627,0.26,Urayasu,Japan,36.17N,139.23E
1988-10-01,13.807,0.19699999999999998,Urayasu,Japan,36.17N,139.23E
1988-11-01,7.303000000000001,0.221,Urayasu,Japan,36.17N,139.23E
1988-12-01,4.007,0.235,Urayasu,Japan,36.17N,139.23E
1989-01-01,4.284,0.258,Urayasu,Japan,36.17N,139.23E
1989-02-01,4.086,0.17600000000000002,Urayasu,Japan,36.17N,139.23E
1989-03-01,6.464,0.278,Urayasu,Japan,36.17N,139.23E
1989-04-01,12.401,0.191,Urayasu,Japan,36.17N,139.23E
1989-05-01,15.249999999999998,0.28300000000000003,Urayasu,Japan,36.17N,139.23E
1989-06-01,18.695999999999998,0.313,Urayasu,Japan,36.17N,139.23E
1989-07-01,22.528,0.294,Urayasu,Japan,36.17N,139.23E
1989-08-01,25.072000000000006,0.261,Urayasu,Japan,36.17N,139.23E
1989-09-01,22.357000000000006,0.21600000000000003,Urayasu,Japan,36.17N,139.23E
1989-10-01,14.058,0.212,Urayasu,Japan,36.17N,139.23E
1989-11-01,10.372,0.18600000000000003,Urayasu,Japan,36.17N,139.23E
1989-12-01,4.682,0.214,Urayasu,Japan,36.17N,139.23E
1990-01-01,1.213,0.263,Urayasu,Japan,36.17N,139.23E
1990-02-01,4.7810000000000015,0.28800000000000003,Urayasu,Japan,36.17N,139.23E
1990-03-01,7.447,0.39,Urayasu,Japan,36.17N,139.23E
1990-04-01,11.644,0.172,Urayasu,Japan,36.17N,139.23E
1990-05-01,16.695,0.165,Urayasu,Japan,36.17N,139.23E
1990-06-01,21.59,0.39899999999999997,Urayasu,Japan,36.17N,139.23E
1990-07-01,24.201,0.28600000000000003,Urayasu,Japan,36.17N,139.23E
1990-08-01,26.805999999999997,0.306,Urayasu,Japan,36.17N,139.23E
1990-09-01,22.139000000000006,0.215,Urayasu,Japan,36.17N,139.23E
1990-10-01,15.895999999999999,0.207,Urayasu,Japan,36.17N,139.23E
1990-11-01,11.487,0.35200000000000004,Urayasu,Japan,36.17N,139.23E
1990-12-01,5.766,0.316,Urayasu,Japan,36.17N,139.23E
1991-01-01,2.11,0.272,Urayasu,Japan,36.17N,139.23E
1991-02-01,2.563,0.22399999999999998,Urayasu,Japan,36.17N,139.23E
1991-03-01,6.437,0.235,Urayasu,Japan,36.17N,139.23E
1991-04-01,12.472000000000001,0.21600000000000003,Urayasu,Japan,36.17N,139.23E
1991-05-01,16.532,0.151,Urayasu,Japan,36.17N,139.23E
1991-06-01,21.624000000000002,0.162,Urayasu,Japan,36.17N,139.23E
1991-07-01,24.085,0.266,Urayasu,Japan,36.17N,139.23E
1991-08-01,23.480999999999998,0.23,Urayasu,Japan,36.17N,139.23E
1991-09-01,21.228,0.183,Urayasu,Japan,36.17N,139.23E
1991-10-01,15.155,0.155,Urayasu,Japan,36.17N,139.23E
1991-11-01,9.078,0.19699999999999998,Urayasu,Japan,36.17N,139.23E
1991-12-01,5.016,0.319,Urayasu,Japan,36.17N,139.23E
1992-01-01,2.825,0.258,Urayasu,Japan,36.17N,139.23E
1992-02-01,3.057,0.152,Urayasu,Japan,36.17N,139.23E
1992-03-01,6.718,0.125,Urayasu,Japan,36.17N,139.23E
1992-04-01,11.902999999999999,0.226,Urayasu,Japan,36.17N,139.23E
1992-05-01,14.682,0.19899999999999998,Urayasu,Japan,36.17N,139.23E
1992-06-01,18.715,0.285,Urayasu,Japan,36.17N,139.23E
1992-07-01,23.833,0.32299999999999995,Urayasu,Japan,36.17N,139.23E
1992-08-01,24.643,0.215,Urayasu,Japan,36.17N,139.23E
1992-09-01,20.438,0.348,Urayasu,Japan,36.17N,139.23E
1992-10-01,14.12,0.13699999999999998,Urayasu,Japan,36.17N,139.23E
1992-11-01,9.372,0.28600000000000003,Urayasu,Japan,36.17N,139.23E
1992-12-01,4.948,0.44,Urayasu,Japan,36.17N,139.23E
1993-01-01,2.8160000000000003,0.308,Urayasu,Japan,36.17N,139.23E
1993-02-01,3.834,0.14400000000000002,Urayasu,Japan,36.17N,139.23E
1993-03-01,5.681,0.266,Urayasu,Japan,36.17N,139.23E
1993-04-01,10.265,0.217,Urayasu,Japan,36.17N,139.23E
1993-05-01,15.816,0.289,Urayasu,Japan,36.17N,139.23E
1993-06-01,19.589000000000002,0.217,Urayasu,Japan,36.17N,139.23E
1993-07-01,20.769,0.23,Urayasu,Japan,36.17N,139.23E
1993-08-01,22.528,0.226,Urayasu,Japan,36.17N,139.23E
1993-09-01,19.824,0.183,Urayasu,Japan,36.17N,139.23E
1993-10-01,13.804,0.124,Urayasu,Japan,36.17N,139.23E
1993-11-01,10.437999999999999,0.27699999999999997,Urayasu,Japan,36.17N,139.23E
1993-12-01,4.5219999999999985,0.266,Urayasu,Japan,36.17N,139.23E
1994-01-01,1.635,0.31,Urayasu,Japan,36.17N,139.23E
1994-02-01,2.859,0.272,Urayasu,Japan,36.17N,139.23E
1994-03-01,4.939,0.08900000000000001,Urayasu,Japan,36.17N,139.23E
1994-04-01,12.89,0.419,Urayasu,Japan,36.17N,139.23E
1994-05-01,17.073,0.306,Urayasu,Japan,36.17N,139.23E
1994-06-01,20.324,0.213,Urayasu,Japan,36.17N,139.23E
1994-07-01,26.045,0.22699999999999998,Urayasu,Japan,36.17N,139.23E
1994-08-01,26.824,0.395,Urayasu,Japan,36.17N,139.23E
1994-09-01,22.025,0.258,Urayasu,Japan,36.17N,139.23E
1994-10-01,16.552,0.191,Urayasu,Japan,36.17N,139.23E
1994-11-01,9.517999999999999,0.20199999999999999,Urayasu,Japan,36.17N,139.23E
1994-12-01,4.675,0.163,Urayasu,Japan,36.17N,139.23E
1995-01-01,1.861,0.174,Urayasu,Japan,36.17N,139.23E
1995-02-01,2.74,0.292,Urayasu,Japan,36.17N,139.23E
1995-03-01,5.803,0.12300000000000001,Urayasu,Japan,36.17N,139.23E
1995-04-01,12.026,0.41,Urayasu,Japan,36.17N,139.23E
1995-05-01,16.645,0.153,Urayasu,Japan,36.17N,139.23E
1995-06-01,18.456,0.226,Urayasu,Japan,36.17N,139.23E
1995-07-01,24.255000000000006,0.23399999999999999,Urayasu,Japan,36.17N,139.23E
1995-08-01,26.67,0.28,Urayasu,Japan,36.17N,139.23E
1995-09-01,20.313,0.345,Urayasu,Japan,36.17N,139.23E
1995-10-01,15.897,0.209,Urayasu,Japan,36.17N,139.23E
1995-11-01,8.038,0.14400000000000002,Urayasu,Japan,36.17N,139.23E
1995-12-01,3.0329999999999995,0.384,Urayasu,Japan,36.17N,139.23E
1996-01-01,2.139,0.215,Urayasu,Japan,36.17N,139.23E
1996-02-01,1.7959999999999998,0.203,Urayasu,Japan,36.17N,139.23E
1996-03-01,5.885,0.34600000000000003,Urayasu,Japan,36.17N,139.23E
1996-04-01,9.578,0.336,Urayasu,Japan,36.17N,139.23E
1996-05-01,15.566,0.223,Urayasu,Japan,36.17N,139.23E
1996-06-01,20.305999999999997,0.19699999999999998,Urayasu,Japan,36.17N,139.23E
1996-07-01,24.096999999999998,0.1,Urayasu,Japan,36.17N,139.23E
1996-08-01,24.023000000000003,0.3,Urayasu,Japan,36.17N,139.23E
1996-09-01,19.473000000000006,0.254,Urayasu,Japan,36.17N,139.23E
1996-10-01,14.352,0.102,Urayasu,Japan,36.17N,139.23E
1996-11-01,9.378,0.122,Urayasu,Japan,36.17N,139.23E
1996-12-01,4.692,0.102,Urayasu,Japan,36.17N,139.23E
1997-01-01,2.028,0.139,Urayasu,Japan,36.17N,139.23E
1997-02-01,3.087,0.131,Urayasu,Japan,36.17N,139.23E
1997-03-01,7.09,0.168,Urayasu,Japan,36.17N,139.23E
1997-04-01,12.224,0.305,Urayasu,Japan,36.17N,139.23E
1997-05-01,16.711,0.307,Urayasu,Japan,36.17N,139.23E
1997-06-01,20.645,0.266,Urayasu,Japan,36.17N,139.23E
1997-07-01,24.450000000000006,0.25,Urayasu,Japan,36.17N,139.23E
1997-08-01,24.894,0.18899999999999997,Urayasu,Japan,36.17N,139.23E
1997-09-01,20.169,0.265,Urayasu,Japan,36.17N,139.23E
1997-10-01,14.466,0.24,Urayasu,Japan,36.17N,139.23E
1997-11-01,10.415999999999999,0.175,Urayasu,Japan,36.17N,139.23E
1997-12-01,5.018,0.161,Urayasu,Japan,36.17N,139.23E
1998-01-01,1.395,0.17800000000000002,Urayasu,Japan,36.17N,139.23E
1998-02-01,3.507,0.177,Urayasu,Japan,36.17N,139.23E
1998-03-01,6.7860000000000005,0.18,Urayasu,Japan,36.17N,139.23E
1998-04-01,13.943,0.308,Urayasu,Japan,36.17N,139.23E
1998-05-01,18.142,0.212,Urayasu,Japan,36.17N,139.23E
1998-06-01,19.637,0.24600000000000002,Urayasu,Japan,36.17N,139.23E
1998-07-01,23.529000000000003,0.27,Urayasu,Japan,36.17N,139.23E
1998-08-01,24.76,0.23,Urayasu,Japan,36.17N,139.23E
1998-09-01,22.011000000000006,0.177,Urayasu,Japan,36.17N,139.23E
1998-10-01,16.631,0.156,Urayasu,Japan,36.17N,139.23E
1998-11-01,9.607999999999999,0.23,Urayasu,Japan,36.17N,139.23E
1998-12-01,4.925,0.121,Urayasu,Japan,36.17N,139.23E
1999-01-01,2.248,0.105,Urayasu,Japan,36.17N,139.23E
1999-02-01,2.6,0.217,Urayasu,Japan,36.17N,139.23E
1999-03-01,7.061,0.139,Urayasu,Japan,36.17N,139.23E
1999-04-01,11.929,0.204,Urayasu,Japan,36.17N,139.23E
1999-05-01,17.287,0.183,Urayasu,Japan,36.17N,139.23E
1999-06-01,20.73,0.198,Urayasu,Japan,36.17N,139.23E
1999-07-01,24.101000000000006,0.25,Urayasu,Japan,36.17N,139.23E
1999-08-01,26.136999999999997,0.147,Urayasu,Japan,36.17N,139.23E
1999-09-01,23.245,0.21899999999999997,Urayasu,Japan,36.17N,139.23E
1999-10-01,15.652999999999999,0.168,Urayasu,Japan,36.17N,139.23E
1999-11-01,10.089,0.13699999999999998,Urayasu,Japan,36.17N,139.23E
1999-12-01,4.3,0.107,Urayasu,Japan,36.17N,139.23E
2000-01-01,3.66,0.243,Urayasu,Japan,36.17N,139.23E
2000-02-01,1.765,0.295,Urayasu,Japan,36.17N,139.23E
2000-03-01,5.709,0.159,Urayasu,Japan,36.17N,139.23E
2000-04-01,11.155,0.172,Urayasu,Japan,36.17N,139.23E
2000-05-01,17.261,0.228,Urayasu,Japan,36.17N,139.23E
2000-06-01,20.396,0.21100000000000002,Urayasu,Japan,36.17N,139.23E
2000-07-01,25.214,0.311,Urayasu,Japan,36.17N,139.23E
2000-08-01,25.843000000000004,0.34700000000000003,Urayasu,Japan,36.17N,139.23E
2000-09-01,22.005000000000006,0.138,Urayasu,Japan,36.17N,139.23E
2000-10-01,15.197000000000001,0.10800000000000001,Urayasu,Japan,36.17N,139.23E
2000-11-01,9.572,0.253,Urayasu,Japan,36.17N,139.23E
2000-12-01,4.245,0.265,Urayasu,Japan,36.17N,139.23E
2001-01-01,0.5730000000000001,0.19,Urayasu,Japan,36.17N,139.23E
2001-02-01,2.519,0.162,Urayasu,Japan,36.17N,139.23E
2001-03-01,6.037999999999999,0.106,Urayasu,Japan,36.17N,139.23E
2001-04-01,12.373,0.188,Urayasu,Japan,36.17N,139.23E
2001-05-01,17.246,0.174,Urayasu,Japan,36.17N,139.23E
2001-06-01,20.659000000000002,0.262,Urayasu,Japan,36.17N,139.23E
2001-07-01,26.326,0.263,Urayasu,Japan,36.17N,139.23E
2001-08-01,24.092,0.205,Urayasu,Japan,36.17N,139.23E
2001-09-01,20.184,0.306,Urayasu,Japan,36.17N,139.23E
2001-10-01,14.845999999999998,0.27899999999999997,Urayasu,Japan,36.17N,139.23E
2001-11-01,8.923,0.293,Urayasu,Japan,36.17N,139.23E
2001-12-01,3.7310000000000003,0.365,Urayasu,Japan,36.17N,139.23E
2002-01-01,3.005,0.22,Urayasu,Japan,36.17N,139.23E
2002-02-01,4.092,0.361,Urayasu,Japan,36.17N,139.23E
2002-03-01,8.548,0.18,Urayasu,Japan,36.17N,139.23E
2002-04-01,13.205,0.28,Urayasu,Japan,36.17N,139.23E
2002-05-01,16.116999999999994,0.255,Urayasu,Japan,36.17N,139.23E
2002-06-01,19.479,0.265,Urayasu,Japan,36.17N,139.23E
2002-07-01,25.685,0.3,Urayasu,Japan,36.17N,139.23E
2002-08-01,25.631,0.22699999999999998,Urayasu,Japan,36.17N,139.23E
2002-09-01,20.241000000000003,0.11900000000000001,Urayasu,Japan,36.17N,139.23E
2002-10-01,14.95,0.204,Urayasu,Japan,36.17N,139.23E
2002-11-01,7.1030000000000015,0.32,Urayasu,Japan,36.17N,139.23E
2002-12-01,3.008,0.201,Urayasu,Japan,36.17N,139.23E
2003-01-01,1.164,0.185,Urayasu,Japan,36.17N,139.23E
2003-02-01,2.789,0.231,Urayasu,Japan,36.17N,139.23E
2003-03-01,5.273,0.239,Urayasu,Japan,36.17N,139.23E
2003-04-01,12.088,0.207,Urayasu,Japan,36.17N,139.23E
2003-05-01,16.532,0.201,Urayasu,Japan,36.17N,139.23E
2003-06-01,20.775,0.27699999999999997,Urayasu,Japan,36.17N,139.23E
2003-07-01,20.805,0.284,Urayasu,Japan,36.17N,139.23E
2003-08-01,23.813,0.41700000000000004,Urayasu,Japan,36.17N,139.23E
2003-09-01,21.429,0.218,Urayasu,Japan,36.17N,139.23E
2003-10-01,14.056,0.264,Urayasu,Japan,36.17N,139.23E
2003-11-01,11.183,0.278,Urayasu,Japan,36.17N,139.23E
2003-12-01,4.7189999999999985,0.266,Urayasu,Japan,36.17N,139.23E
2004-01-01,1.898,0.22899999999999998,Urayasu,Japan,36.17N,139.23E
2004-02-01,4.399,0.215,Urayasu,Japan,36.17N,139.23E
2004-03-01,6.466,0.22899999999999998,Urayasu,Japan,36.17N,139.23E
2004-04-01,13.145,0.198,Urayasu,Japan,36.17N,139.23E
2004-05-01,17.273999999999994,0.21100000000000002,Urayasu,Japan,36.17N,139.23E
2004-06-01,21.453000000000003,0.301,Urayasu,Japan,36.17N,139.23E
2004-07-01,25.975,0.309,Urayasu,Japan,36.17N,139.23E
2004-08-01,24.476000000000006,0.355,Urayasu,Japan,36.17N,139.23E
2004-09-01,22.198,0.171,Urayasu,Japan,36.17N,139.23E
2004-10-01,14.292,0.237,Urayasu,Japan,36.17N,139.23E
2004-11-01,11.446000000000002,0.184,Urayasu,Japan,36.17N,139.23E
2004-12-01,5.545,0.08900000000000001,Urayasu,Japan,36.17N,139.23E
2005-01-01,1.7280000000000002,0.115,Urayasu,Japan,36.17N,139.23E
2005-02-01,2.326,0.21600000000000003,Urayasu,Japan,36.17N,139.23E
2005-03-01,5.343999999999999,0.153,Urayasu,Japan,36.17N,139.23E
2005-04-01,12.135,0.109,Urayasu,Japan,36.17N,139.23E
2005-05-01,15.378999999999998,0.231,Urayasu,Japan,36.17N,139.23E
2005-06-01,21.476,0.11599999999999999,Urayasu,Japan,36.17N,139.23E
2005-07-01,23.463,0.2,Urayasu,Japan,36.17N,139.23E
2005-08-01,25.566999999999997,0.243,Urayasu,Japan,36.17N,139.23E
2005-09-01,22.075000000000006,0.133,Urayasu,Japan,36.17N,139.23E
2005-10-01,15.911,0.11900000000000001,Urayasu,Japan,36.17N,139.23E
2005-11-01,8.857000000000003,0.168,Urayasu,Japan,36.17N,139.23E
2005-12-01,1.5849999999999995,0.306,Urayasu,Japan,36.17N,139.23E
2006-01-01,1.052,0.354,Urayasu,Japan,36.17N,139.23E
2006-02-01,3.292,0.292,Urayasu,Japan,36.17N,139.23E
2006-03-01,6.321000000000001,0.313,Urayasu,Japan,36.17N,139.23E
2006-04-01,10.677999999999999,0.273,Urayasu,Japan,36.17N,139.23E
2006-05-01,16.482999999999997,0.265,Urayasu,Japan,36.17N,139.23E
2006-06-01,20.363,0.225,Urayasu,Japan,36.17N,139.23E
2006-07-01,23.176,0.217,Urayasu,Japan,36.17N,139.23E
2006-08-01,25.503,0.261,Urayasu,Japan,36.17N,139.23E
2006-09-01,20.793000000000006,0.154,Urayasu,Japan,36.17N,139.23E
2006-10-01,16.147000000000002,0.162,Urayasu,Japan,36.17N,139.23E
2006-11-01,10.37,0.2,Urayasu,Japan,36.17N,139.23E
2006-12-01,5.1869999999999985,0.264,Urayasu,Japan,36.17N,139.23E
2007-01-01,3.323,0.27399999999999997,Urayasu,Japan,36.17N,139.23E
2007-02-01,4.868,0.159,Urayasu,Japan,36.17N,139.23E
2007-03-01,7.174,0.2,Urayasu,Japan,36.17N,139.23E
2007-04-01,10.628,0.248,Urayasu,Japan,36.17N,139.23E
2007-05-01,16.878,0.121,Urayasu,Japan,36.17N,139.23E
2007-06-01,20.837,0.17300000000000001,Urayasu,Japan,36.17N,139.23E
2007-07-01,22.166999999999998,0.319,Urayasu,Japan,36.17N,139.23E
2007-08-01,26.36,0.195,Urayasu,Japan,36.17N,139.23E
2007-09-01,22.578000000000007,0.38,Urayasu,Japan,36.17N,139.23E
2007-10-01,15.334000000000001,0.165,Urayasu,Japan,36.17N,139.23E
2007-11-01,9.304,0.259,Urayasu,Japan,36.17N,139.23E
2007-12-01,4.725,0.18899999999999997,Urayasu,Japan,36.17N,139.23E
2008-01-01,1.869,0.29,Urayasu,Japan,36.17N,139.23E
2008-02-01,1.6740000000000002,0.273,Urayasu,Japan,36.17N,139.23E
2008-03-01,7.500999999999999,0.175,Urayasu,Japan,36.17N,139.23E
2008-04-01,12.027999999999999,0.157,Urayasu,Japan,36.17N,139.23E
2008-05-01,16.163999999999998,0.127,Urayasu,Japan,36.17N,139.23E
2008-06-01,19.392,0.185,Urayasu,Japan,36.17N,139.23E
2008-07-01,24.848000000000006,0.24,Urayasu,Japan,36.17N,139.23E
2008-08-01,24.506,0.299,Urayasu,Japan,36.17N,139.23E
2008-09-01,21.323,0.166,Urayasu,Japan,36.17N,139.23E
2008-10-01,15.745999999999999,0.201,Urayasu,Japan,36.17N,139.23E
2008-11-01,9.247,0.13,Urayasu,Japan,36.17N,139.23E
2008-12-01,5.43,0.172,Urayasu,Japan,36.17N,139.23E
2009-01-01,2.864,0.191,Urayasu,Japan,36.17N,139.23E
2009-02-01,4.269,0.249,Urayasu,Japan,36.17N,139.23E
2009-03-01,6.678,0.096,Urayasu,Japan,36.17N,139.23E
2009-04-01,12.56,0.317,Urayasu,Japan,36.17N,139.23E
2009-05-01,17.633,0.24100000000000002,Urayasu,Japan,36.17N,139.23E
2009-06-01,20.317999999999998,0.303,Urayasu,Japan,36.17N,139.23E
2009-07-01,23.875,0.38299999999999995,Urayasu,Japan,36.17N,139.23E
2009-08-01,24.193,0.26,Urayasu,Japan,36.17N,139.23E
2009-09-01,20.272,0.179,Urayasu,Japan,36.17N,139.23E
2009-10-01,15.161,0.09300000000000001,Urayasu,Japan,36.17N,139.23E
2009-11-01,9.835,0.264,Urayasu,Japan,36.17N,139.23E
2009-12-01,4.895,0.247,Urayasu,Japan,36.17N,139.23E
2010-01-01,2.608,0.136,Urayasu,Japan,36.17N,139.23E
2010-02-01,3.306,0.166,Urayasu,Japan,36.17N,139.23E
2010-03-01,6.103,0.26,Urayasu,Japan,36.17N,139.23E
2010-04-01,9.589,0.099,Urayasu,Japan,36.17N,139.23E
2010-05-01,16.337,0.17300000000000001,Urayasu,Japan,36.17N,139.23E
2010-06-01,21.521,0.254,Urayasu,Japan,36.17N,139.23E
2010-07-01,25.558000000000003,0.312,Urayasu,Japan,36.17N,139.23E
2010-08-01,27.295,0.26,Urayasu,Japan,36.17N,139.23E
2010-09-01,22.414,0.19699999999999998,Urayasu,Japan,36.17N,139.23E
2010-10-01,15.880999999999998,0.153,Urayasu,Japan,36.17N,139.23E
2010-11-01,9.515,0.251,Urayasu,Japan,36.17N,139.23E
2010-12-01,5.7189999999999985,0.39,Urayasu,Japan,36.17N,139.23E
2011-01-01,0.8170000000000001,0.282,Urayasu,Japan,36.17N,139.23E
2011-02-01,3.734,0.225,Urayasu,Japan,36.17N,139.23E
2011-03-01,4.674,0.32299999999999995,Urayasu,Japan,36.17N,139.23E
2011-04-01,11.175,0.166,Urayasu,Japan,36.17N,139.23E
2011-05-01,16.147000000000002,0.149,Urayasu,Japan,36.17N,139.23E
2011-06-01,21.085,0.249,Urayasu,Japan,36.17N,139.23E
2011-07-01,25.288,0.3,Urayasu,Japan,36.17N,139.23E
2011-08-01,25.201999999999998,0.18899999999999997,Urayasu,Japan,36.17N,139.23E
2011-09-01,22.199,0.152,Urayasu,Japan,36.17N,139.23E
2011-10-01,15.488,0.226,Urayasu,Japan,36.17N,139.23E
2011-11-01,10.802999999999999,0.245,Urayasu,Japan,36.17N,139.23E
2011-12-01,3.25,0.252,Urayasu,Japan,36.17N,139.23E
2012-01-01,0.7150000000000001,0.319,Urayasu,Japan,36.17N,139.23E
2012-02-01,1.8419999999999999,0.19,Urayasu,Japan,36.17N,139.23E
2012-03-01,5.617000000000001,0.157,Urayasu,Japan,36.17N,139.23E
2012-04-01,11.355,0.231,Urayasu,Japan,36.17N,139.23E
2012-05-01,16.669999999999998,0.262,Urayasu,Japan,36.17N,139.23E
2012-06-01,19.359,0.215,Urayasu,Japan,36.17N,139.23E
2012-07-01,24.444000000000006,0.38799999999999996,Urayasu,Japan,36.17N,139.23E
2012-08-01,26.680999999999997,0.48200000000000004,Urayasu,Japan,36.17N,139.23E
2012-09-01,23.275,0.348,Urayasu,Japan,36.17N,139.23E
2012-10-01,15.722000000000001,0.284,Urayasu,Japan,36.17N,139.23E
2012-11-01,8.718,0.316,Urayasu,Japan,36.17N,139.23E
2012-12-01,2.9609999999999994,0.38,Urayasu,Japan,36.17N,139.23E
2013-01-01,1.288,0.287,Urayasu,Japan,36.17N,139.23E
2013-02-01,2.046,0.5589999999999999,Urayasu,Japan,36.17N,139.23E
2013-03-01,7.955,1.12,Urayasu,Japan,36.17N,139.23E
2013-04-01,11.31,0.493,Urayasu,Japan,36.17N,139.23E
2013-05-01,16.756999999999998,0.396,Urayasu,Japan,36.17N,139.23E
2013-06-01,20.927,0.489,Urayasu,Japan,36.17N,139.23E
2013-07-01,24.645000000000003,0.40399999999999997,Urayasu,Japan,36.17N,139.23E
2013-08-01,26.364,0.461,Urayasu,Japan,36.17N,139.23E
2013-09-01,,,Urayasu,Japan,36.17N,139.23E
1845-01-01,24.995,1.871,Urdaneta,Philippines,15.27N,120.83E
1845-02-01,24.63,2.228,Urdaneta,Philippines,15.27N,120.83E
1845-03-01,26.512,1.369,Urdaneta,Philippines,15.27N,120.83E
1845-04-01,,,Urdaneta,Philippines,15.27N,120.83E
1845-05-01,27.564,1.4980000000000002,Urdaneta,Philippines,15.27N,120.83E
1845-06-01,26.819000000000006,1.38,Urdaneta,Philippines,15.27N,120.83E
1845-07-01,26.414,1.306,Urdaneta,Philippines,15.27N,120.83E
1845-08-01,25.856,1.157,Urdaneta,Philippines,15.27N,120.83E
