1,0.515,Jind,India,29.74N,75.69E
1929-07-01,27.748,0.301,Jinhua,China,29.74N,120.00E
1929-08-01,27.549,0.218,Jinhua,China,29.74N,120.00E
1929-09-01,22.948,0.574,Jinhua,China,29.74N,120.00E
1929-10-01,17.299,0.466,Jinhua,China,29.74N,120.00E
1929-11-01,10.627,0.526,Jinhua,China,29.74N,120.00E
1929-12-01,5.55,0.6809999999999999,Jinhua,China,29.74N,120.00E
1930-01-01,1.132,1.053,Jinhua,China,29.74N,120.00E
1930-02-01,6.6690000000000005,0.379,Jinhua,China,29.74N,120.00E
1930-03-01,10.689,0.271,Jinhua,China,29.74N,120.00E
1930-04-01,15.843,0.27699999999999997,Jinhua,China,29.74N,120.00E
1930-05-01,20.921000000000006,0.423,Jinhua,China,29.74N,120.00E
1930-06-01,24.456,0.449,Jinhua,China,29.74N,120.00E
1930-07-01,28.006999999999998,1.0090000000000001,Jinhua,China,29.74N,120.00E
1930-08-01,27.712,0.504,Jinhua,China,29.74N,120.00E
1930-09-01,22.201999999999998,0.502,Jinhua,China,29.74N,120.00E
1930-10-01,17.145,0.409,Jinhua,China,29.74N,120.00E
1930-11-01,10.529000000000002,0.366,Jinhua,China,29.74N,120.00E
1930-12-01,6.968,0.301,Jinhua,China,29.74N,120.00E
1931-01-01,3.717,0.317,Jinhua,China,29.74N,120.00E
1931-02-01,3.7039999999999997,0.7020000000000001,Jinhua,China,29.74N,120.00E
1931-03-01,10.44,0.451,Jinhua,China,29.74N,120.00E
1931-04-01,14.898,0.8270000000000001,Jinhua,China,29.74N,120.00E
1931-05-01,18.743,0.95,Jinhua,China,29.74N,120.00E
1931-06-01,24.628,0.331,Jinhua,China,29.74N,120.00E
1931-07-01,26.499000000000002,0.607,Jinhua,China,29.74N,120.00E
1931-08-01,27.726,0.5670000000000001,Jinhua,China,29.74N,120.00E
1931-09-01,22.495,0.903,Jinhua,China,29.74N,120.00E
1931-10-01,16.584,0.23199999999999998,Jinhua,China,29.74N,120.00E
1931-11-01,12.798,0.259,Jinhua,China,29.74N,120.00E
1931-12-01,6.0859999999999985,0.303,Jinhua,China,29.74N,120.00E
1932-01-01,5.225,0.49700000000000005,Jinhua,China,29.74N,120.00E
1932-02-01,3.737,0.46399999999999997,Jinhua,China,29.74N,120.00E
1932-03-01,9.451,0.633,Jinhua,China,29.74N,120.00E
1932-04-01,15.38,0.318,Jinhua,China,29.74N,120.00E
1932-05-01,20.324,0.32,Jinhua,China,29.74N,120.00E
1932-06-01,23.446,0.273,Jinhua,China,29.74N,120.00E
1932-07-01,28.92,0.237,Jinhua,China,29.74N,120.00E
1932-08-01,27.811,0.312,Jinhua,China,29.74N,120.00E
1932-09-01,21.956999999999997,0.255,Jinhua,China,29.74N,120.00E
1932-10-01,16.467000000000002,0.35,Jinhua,China,29.74N,120.00E
1932-11-01,11.646999999999998,0.21600000000000003,Jinhua,China,29.74N,120.00E
1932-12-01,6.3420000000000005,0.26,Jinhua,China,29.74N,120.00E
1933-01-01,0.4830000000000001,0.708,Jinhua,China,29.74N,120.00E
1933-02-01,4.3919999999999995,0.374,Jinhua,China,29.74N,120.00E
1933-03-01,8.017999999999999,0.27899999999999997,Jinhua,China,29.74N,120.00E
1933-04-01,14.848,0.513,Jinhua,China,29.74N,120.00E
1933-05-01,21.248,0.647,Jinhua,China,29.74N,120.00E
1933-06-01,23.923000000000002,0.46799999999999997,Jinhua,China,29.74N,120.00E
1933-07-01,28.655,0.818,Jinhua,China,29.74N,120.00E
1933-08-01,28.206999999999997,0.504,Jinhua,China,29.74N,120.00E
1933-09-01,23.858,0.51,Jinhua,China,29.74N,120.00E
1933-10-01,17.098000000000006,0.774,Jinhua,China,29.74N,120.00E
1933-11-01,12.072000000000001,0.846,Jinhua,China,29.74N,120.00E
1933-12-01,7.792000000000001,0.8190000000000001,Jinhua,China,29.74N,120.00E
1934-01-01,0.7519999999999998,0.424,Jinhua,China,29.74N,120.00E
1934-02-01,4.99,0.522,Jinhua,China,29.74N,120.00E
1934-03-01,8.895,0.385,Jinhua,China,29.74N,120.00E
1934-04-01,13.328,0.193,Jinhua,China,29.74N,120.00E
1934-05-01,20.854000000000006,0.193,Jinhua,China,29.74N,120.00E
1934-06-01,24.809,0.564,Jinhua,China,29.74N,120.00E
1934-07-01,29.515,0.62,Jinhua,China,29.74N,120.00E
1934-08-01,29.130000000000006,0.845,Jinhua,China,29.74N,120.00E
1934-09-01,23.298,0.39899999999999997,Jinhua,China,29.74N,120.00E
1934-10-01,15.966,0.139,Jinhua,China,29.74N,120.00E
1934-11-01,10.711,0.348,Jinhua,China,29.74N,120.00E
1934-12-01,8.041,0.235,Jinhua,China,29.74N,120.00E
1935-01-01,4.347,0.272,Jinhua,China,29.74N,120.00E
1935-02-01,6.086,0.354,Jinhua,China,29.74N,120.00E
1935-03-01,12.509,0.659,Jinhua,China,29.74N,120.00E
1935-04-01,14.807,0.498,Jinhua,China,29.74N,120.00E
1935-05-01,20.971999999999998,0.493,Jinhua,China,29.74N,120.00E
1935-06-01,24.039,0.385,Jinhua,China,29.74N,120.00E
1935-07-01,28.337,0.395,Jinhua,China,29.74N,120.00E
1935-08-01,27.398000000000003,0.281,Jinhua,China,29.74N,120.00E
1935-09-01,22.291999999999998,0.256,Jinhua,China,29.74N,120.00E
1935-10-01,19.035999999999998,0.32899999999999996,Jinhua,China,29.74N,120.00E
1935-11-01,12.872,0.405,Jinhua,China,29.74N,120.00E
1935-12-01,3.548,0.41600000000000004,Jinhua,China,29.74N,120.00E
1936-01-01,2.0340000000000003,0.601,Jinhua,China,29.74N,120.00E
1936-02-01,4.077,0.408,Jinhua,China,29.74N,120.00E
1936-03-01,6.26,0.652,Jinhua,China,29.74N,120.00E
1936-04-01,14.973,0.525,Jinhua,China,29.74N,120.00E
1936-05-01,18.839,0.446,Jinhua,China,29.74N,120.00E
1936-06-01,24.733,0.249,Jinhua,China,29.74N,120.00E
1936-07-01,27.521,0.525,Jinhua,China,29.74N,120.00E
1936-08-01,27.096,0.591,Jinhua,China,29.74N,120.00E
1936-09-01,23.279,0.5660000000000001,Jinhua,China,29.74N,120.00E
1936-10-01,17.637999999999998,0.43700000000000006,Jinhua,China,29.74N,120.00E
1936-11-01,12.023,0.423,Jinhua,China,29.74N,120.00E
1936-12-01,6.018,0.525,Jinhua,China,29.74N,120.00E
1937-01-01,4.571000000000001,0.535,Jinhua,China,29.74N,120.00E
1937-02-01,5.486000000000001,0.262,Jinhua,China,29.74N,120.00E
1937-03-01,9.408,0.43200000000000005,Jinhua,China,29.74N,120.00E
1937-04-01,15.482999999999999,0.355,Jinhua,China,29.74N,120.00E
1937-05-01,20.581999999999997,0.365,Jinhua,China,29.74N,120.00E
1937-06-01,22.891,0.318,Jinhua,China,29.74N,120.00E
1937-07-01,28.421999999999997,0.976,Jinhua,China,29.74N,120.00E
1937-08-01,27.090999999999998,0.495,Jinhua,China,29.74N,120.00E
1937-09-01,23.725,0.278,Jinhua,China,29.74N,120.00E
1937-10-01,17.873,0.40299999999999997,Jinhua,China,29.74N,120.00E
1937-11-01,11.713,0.53,Jinhua,China,29.74N,120.00E
1937-12-01,6.662000000000001,0.611,Jinhua,China,29.74N,120.00E
1938-01-01,3.1839999999999997,0.452,Jinhua,China,29.74N,120.00E
1938-02-01,5.073,0.485,Jinhua,China,29.74N,120.00E
1938-03-01,9.424,0.35100000000000003,Jinhua,China,29.74N,120.00E
1938-04-01,16.774,0.551,Jinhua,China,29.74N,120.00E
1938-05-01,21.739,0.7390000000000001,Jinhua,China,29.74N,120.00E
1938-06-01,24.822,1.083,Jinhua,China,29.74N,120.00E
1938-07-01,27.794,0.462,Jinhua,China,29.74N,120.00E
1938-08-01,27.246,0.494,Jinhua,China,29.74N,120.00E
1938-09-01,22.975,0.325,Jinhua,China,29.74N,120.00E
1938-10-01,19.375,0.302,Jinhua,China,29.74N,120.00E
1938-11-01,11.457999999999998,0.46,Jinhua,China,29.74N,120.00E
1938-12-01,7.399,0.35100000000000003,Jinhua,China,29.74N,120.00E
1939-01-01,4.466,0.332,Jinhua,China,29.74N,120.00E
1939-02-01,6.017,0.508,Jinhua,China,29.74N,120.00E
1939-03-01,10.226,0.316,Jinhua,China,29.74N,120.00E
1939-04-01,14.443,0.235,Jinhua,China,29.74N,120.00E
1939-05-01,20.317999999999998,0.222,Jinhua,China,29.74N,120.00E
1939-06-01,24.571,0.439,Jinhua,China,29.74N,120.00E
1939-07-01,26.954,0.33799999999999997,Jinhua,China,29.74N,120.00E
1939-08-01,27.059,0.22899999999999998,Jinhua,China,29.74N,120.00E
1939-09-01,22.770000000000003,0.466,Jinhua,China,29.74N,120.00E
1939-10-01,17.945999999999998,0.413,Jinhua,China,29.74N,120.00E
1939-11-01,11.857000000000001,0.325,Jinhua,China,29.74N,120.00E
1939-12-01,5.5699999999999985,0.626,Jinhua,China,29.74N,120.00E
1940-01-01,4.174,0.5920000000000001,Jinhua,China,29.74N,120.00E
1940-02-01,5.627000000000001,0.361,Jinhua,China,29.74N,120.00E
1940-03-01,9.105,0.293,Jinhua,China,29.74N,120.00E
1940-04-01,15.135,0.518,Jinhua,China,29.74N,120.00E
1940-05-01,19.933,0.434,Jinhua,China,29.74N,120.00E
1940-06-01,24.096,0.304,Jinhua,China,29.74N,120.00E
1940-07-01,28.169,0.405,Jinhua,China,29.74N,120.00E
1940-08-01,27.031999999999996,0.486,Jinhua,China,29.74N,120.00E
1940-09-01,22.793000000000006,0.29,Jinhua,China,29.74N,120.00E
1940-10-01,17.624000000000006,0.486,Jinhua,China,29.74N,120.00E
1940-11-01,12.355,0.389,Jinhua,China,29.74N,120.00E
1940-12-01,7.678,0.428,Jinhua,China,29.74N,120.00E
1941-01-01,5.857,0.475,Jinhua,China,29.74N,120.00E
1941-02-01,6.101,0.47,Jinhua,China,29.74N,120.00E
1941-03-01,10.732999999999999,0.34700000000000003,Jinhua,China,29.74N,120.00E
1941-04-01,15.537,0.37799999999999995,Jinhua,China,29.74N,120.00E
1941-05-01,20.74,0.32899999999999996,Jinhua,China,29.74N,120.00E
1941-06-01,24.79,0.35700000000000004,Jinhua,China,29.74N,120.00E
1941-07-01,26.62,0.594,Jinhua,China,29.74N,120.00E
1941-08-01,27.009,0.39399999999999996,Jinhua,China,29.74N,120.00E
1941-09-01,22.175,0.348,Jinhua,China,29.74N,120.00E
1941-10-01,17.734,0.363,Jinhua,China,29.74N,120.00E
1941-11-01,12.276,0.38299999999999995,Jinhua,China,29.74N,120.00E
1941-12-01,7.899,0.7,Jinhua,China,29.74N,120.00E
1942-01-01,3.767,0.389,Jinhua,China,29.74N,120.00E
1942-02-01,4.099,0.511,Jinhua,China,29.74N,120.00E
1942-03-01,11.912,0.39799999999999996,Jinhua,China,29.74N,120.00E
1942-04-01,15.657,0.331,Jinhua,China,29.74N,120.00E
1942-05-01,19.954,0.359,Jinhua,China,29.74N,120.00E
1942-06-01,23.915,0.685,Jinhua,China,29.74N,120.00E
1942-07-01,28.857,0.5589999999999999,Jinhua,China,29.74N,120.00E
1942-08-01,28.201,0.74,Jinhua,China,29.74N,120.00E
1942-09-01,23.671000000000006,0.523,Jinhua,China,29.74N,120.00E
1942-10-01,17.59,0.331,Jinhua,China,29.74N,120.00E
1942-11-01,12.316,0.26899999999999996,Jinhua,China,29.74N,120.00E
1942-12-01,5.244,0.479,Jinhua,China,29.74N,120.00E
1943-01-01,2.877,0.816,Jinhua,China,29.74N,120.00E
1943-02-01,5.305,0.598,Jinhua,China,29.74N,120.00E
1943-03-01,10.696,0.635,Jinhua,China,29.74N,120.00E
1943-04-01,15.008,0.63,Jinhua,China,29.74N,120.00E
1943-05-01,20.897,0.273,Jinhua,China,29.74N,120.00E
1943-06-01,23.779,0.6579999999999999,Jinhua,China,29.74N,120.00E
1943-07-01,26.691999999999997,0.606,Jinhua,China,29.74N,120.00E
1943-08-01,27.178,0.41100000000000003,Jinhua,China,29.74N,120.00E
1943-09-01,23.557,0.377,Jinhua,China,29.74N,120.00E
1943-10-01,17.658,0.373,Jinhua,China,29.74N,120.00E
1943-11-01,12.358,0.41200000000000003,Jinhua,China,29.74N,120.00E
1943-12-01,7.569,0.46,Jinhua,China,29.74N,120.00E
1944-01-01,5.729,0.467,Jinhua,China,29.74N,120.00E
1944-02-01,5.224,0.483,Jinhua,China,29.74N,120.00E
1944-03-01,9.68,0.588,Jinhua,China,29.74N,120.00E
1944-04-01,14.887,0.504,Jinhua,China,29.74N,120.00E
1944-05-01,20.265,0.391,Jinhua,China,29.74N,120.00E
1944-06-01,24.349,0.295,Jinhua,China,29.74N,120.00E
1944-07-01,28.773000000000003,0.319,Jinhua,China,29.74N,120.00E
1944-08-01,27.33,0.27,Jinhua,China,29.74N,120.00E
1944-09-01,24.162000000000006,0.391,Jinhua,China,29.74N,120.00E
1944-10-01,17.78,0.579,Jinhua,China,29.74N,120.00E
1944-11-01,13.444,0.789,Jinhua,China,29.74N,120.00E
1944-12-01,2.937,1.127,Jinhua,China,29.74N,120.00E
1945-01-01,2.285,0.38799999999999996,Jinhua,China,29.74N,120.00E
1945-02-01,2.6140000000000003,0.778,Jinhua,China,29.74N,120.00E
1945-03-01,9.581,0.619,Jinhua,China,29.74N,120.00E
1945-04-01,15.782,0.524,Jinhua,China,29.74N,120.00E
1945-05-01,19.538,0.49200000000000005,Jinhua,China,29.74N,120.00E
1945-06-01,24.718000000000004,1.185,Jinhua,China,29.74N,120.00E
1945-07-01,27.91,0.325,Jinhua,China,29.74N,120.00E
1945-08-01,27.506999999999998,0.225,Jinhua,China,29.74N,120.00E
1945-09-01,23.991000000000003,0.539,Jinhua,China,29.74N,120.00E
1945-10-01,16.436,0.813,Jinhua,China,29.74N,120.00E
1945-11-01,14.572000000000001,0.69,Jinhua,China,29.74N,120.00E
1945-12-01,6.439,0.376,Jinhua,China,29.74N,120.00E
1946-01-01,5.827000000000001,0.43,Jinhua,China,29.74N,120.00E
1946-02-01,7.5950000000000015,0.523,Jinhua,China,29.74N,120.00E
1946-03-01,9.456,0.7859999999999999,Jinhua,China,29.74N,120.00E
1946-04-01,17.453,1.202,Jinhua,China,29.74N,120.00E
1946-05-01,20.096,0.201,Jinhua,China,29.74N,120.00E
1946-06-01,25.392,0.426,Jinhua,China,29.74N,120.00E
1946-07-01,27.215999999999998,0.294,Jinhua,China,29.74N,120.00E
1946-08-01,28.322,0.934,Jinhua,China,29.74N,120.00E
1946-09-01,24.934,0.83,Jinhua,China,29.74N,120.00E
1946-10-01,17.148,0.605,Jinhua,China,29.74N,120.00E
1946-11-01,13.241,0.345,Jinhua,China,29.74N,120.00E
1946-12-01,5.117,1.0759999999999998,Jinhua,China,29.74N,120.00E
1947-01-01,4.919,0.912,Jinhua,China,29.74N,120.00E
1947-02-01,3.2190000000000003,0.48,Jinhua,China,29.74N,120.00E
1947-03-01,10.008,0.528,Jinhua,China,29.74N,120.00E
1947-04-01,15.325,0.574,Jinhua,China,29.74N,120.00E
1947-05-01,19.851000000000006,0.444,Jinhua,China,29.74N,120.00E
1947-06-01,23.084,0.446,Jinhua,China,29.74N,120.00E
1947-07-01,28.378,0.7909999999999999,Jinhua,China,29.74N,120.00E
1947-08-01,28.011,0.406,Jinhua,China,29.74N,120.00E
1947-09-01,24.185,0.33899999999999997,Jinhua,China,29.74N,120.00E
1947-10-01,15.729,0.758,Jinhua,China,29.74N,120.00E
1947-11-01,12.321,0.4,Jinhua,China,29.74N,120.00E
1947-12-01,5.39,0.7879999999999999,Jinhua,China,29.74N,120.00E
1948-01-01,3.3960000000000004,0.485,Jinhua,China,29.74N,120.00E
1948-02-01,6.204,0.457,Jinhua,China,29.74N,120.00E
1948-03-01,10.22,0.376,Jinhua,China,29.74N,120.00E
1948-04-01,16.351,0.451,Jinhua,China,29.74N,120.00E
1948-05-01,19.625,0.5710000000000001,Jinhua,China,29.74N,120.00E
1948-06-01,24.538,0.618,Jinhua,China,29.74N,120.00E
1948-07-01,27.445,0.456,Jinhua,China,29.74N,120.00E
1948-08-01,27.964,0.474,Jinhua,China,29.74N,120.00E
1948-09-01,24.085,0.513,Jinhua,China,29.74N,120.00E
1948-10-01,17.691000000000006,0.7120000000000001,Jinhua,China,29.74N,120.00E
1948-11-01,10.696,0.318,Jinhua,China,29.74N,120.00E
1948-12-01,9.232000000000001,0.725,Jinhua,China,29.74N,120.00E
1949-01-01,3.5639999999999996,0.685,Jinhua,China,29.74N,120.00E
1949-02-01,7.162999999999999,0.486,Jinhua,China,29.74N,120.00E
1949-03-01,10.155,0.43,Jinhua,China,29.74N,120.00E
1949-04-01,15.581,0.446,Jinhua,China,29.74N,120.00E
1949-05-01,21.399,0.603,Jinhua,China,29.74N,120.00E
1949-06-01,23.191999999999997,0.514,Jinhua,China,29.74N,120.00E
1949-07-01,27.453000000000003,0.493,Jinhua,China,29.74N,120.00E
1949-08-01,27.134,0.395,Jinhua,China,29.74N,120.00E
1949-09-01,24.730999999999998,0.267,Jinhua,China,29.74N,120.00E
1949-10-01,17.565,0.507,Jinhua,China,29.74N,120.00E
1949-11-01,12.073,0.645,Jinhua,China,29.74N,120.00E
1949-12-01,7.8119999999999985,0.963,Jinhua,China,29.74N,120.00E
1950-01-01,6.821000000000001,0.621,Jinhua,China,29.74N,120.00E
1950-02-01,4.994,0.354,Jinhua,China,29.74N,120.00E
1950-03-01,10.617,0.39,Jinhua,China,29.74N,120.00E
1950-04-01,15.294,0.565,Jinhua,China,29.74N,120.00E
1950-05-01,20.525,0.406,Jinhua,China,29.74N,120.00E
1950-06-01,23.946,0.43,Jinhua,China,29.74N,120.00E
1950-07-01,28.156,0.395,Jinhua,China,29.74N,120.00E
1950-08-01,27.037,0.522,Jinhua,China,29.74N,120.00E
1950-09-01,22.866999999999997,0.373,Jinhua,China,29.74N,120.00E
1950-10-01,18.437,0.515,Jinhua,China,29.74N,120.00E
1950-11-01,11.457,0.503,Jinhua,China,29.74N,120.00E
1950-12-01,4.749,0.444,Jinhua,China,29.74N,120.00E
1951-01-01,3.962,0.441,Jinhua,China,29.74N,120.00E
1951-02-01,5.945,0.466,Jinhua,China,29.74N,120.00E
1951-03-01,8.562000000000001,0.361,Jinhua,China,29.74N,120.00E
1951-04-01,13.743,0.353,Jinhua,China,29.74N,120.00E
1951-05-01,21.441999999999997,0.36,Jinhua,China,29.74N,120.00E
1951-06-01,23.937,0.527,Jinhua,China,29.74N,120.00E
1951-07-01,27.334,0.44299999999999995,Jinhua,China,29.74N,120.00E
1951-08-01,28.643,0.49,Jinhua,China,29.74N,120.00E
1951-09-01,22.651000000000003,0.504,Jinhua,China,29.74N,120.00E
1951-10-01,18.774,0.526,Jinhua,China,29.74N,120.00E
1951-11-01,12.06,0.545,Jinhua,China,29.74N,120.00E
1951-12-01,8.455,0.349,Jinhua,China,29.74N,120.00E
1952-01-01,5.375,0.5479999999999999,Jinhua,China,29.74N,120.00E
1952-02-01,4.196000000000001,0.42700000000000005,Jinhua,China,29.74N,120.00E
1952-03-01,8.652999999999999,0.375,Jinhua,China,29.74N,120.00E
1952-04-01,16.262,0.33,Jinhua,China,29.74N,120.00E
1952-05-01,20.779,0.379,Jinhua,China,29.74N,120.00E
1952-06-01,24.914,0.38,Jinhua,China,29.74N,120.00E
1952-07-01,27.579,0.258,Jinhua,China,29.74N,120.00E
1952-08-01,27.479,0.32799999999999996,Jinhua,China,29.74N,120.00E
1952-09-01,23.688,0.447,Jinhua,China,29.74N,120.00E
1952-10-01,16.750999999999998,0.602,Jinhua,China,29.74N,120.00E
1952-11-01,14.387999999999998,0.623,Jinhua,China,29.74N,120.00E
1952-12-01,4.659,0.255,Jinhua,China,29.74N,120.00E
1953-01-01,3.917,0.34700000000000003,Jinhua,China,29.74N,120.00E
1953-02-01,6.466,0.267,Jinhua,China,29.74N,120.00E
1953-03-01,10.325999999999999,0.285,Jinhua,China,29.74N,120.00E
1953-04-01,14.305,0.344,Jinhua,China,29.74N,120.00E
1953-05-01,21.021,0.39899999999999997,Jinhua,China,29.74N,120.00E
1953-06-01,25.228,0.319,Jinhua,China,29.74N,120.00E
1953-07-01,29.956999999999997,0.479,Jinhua,China,29.74N,120.00E
1953-08-01,29.134,0.593,Jinhua,China,29.74N,120.00E
1953-09-01,22.288,0.401,Jinhua,China,29.74N,120.00E
1953-10-01,18.535,0.33,Jinhua,China,29.74N,120.00E
1953-11-01,12.722000000000001,0.284,Jinhua,China,29.74N,120.00E
1953-12-01,7.811,0.237,Jinhua,China,29.74N,120.00E
1954-01-01,5.55,0.275,Jinhua,China,29.74N,120.00E
1954-02-01,5.8950000000000005,0.204,Jinhua,China,29.74N,120.00E
1954-03-01,8.012,0.46799999999999997,Jinhua,China,29.74N,120.00E
1954-04-01,15.042,0.13699999999999998,Jinhua,China,29.74N,120.00E
1954-05-01,20.009,0.16399999999999998,Jinhua,China,29.74N,120.00E
1954-06-01,23.15,0.301,Jinhua,China,29.74N,120.00E
1954-07-01,26.636999999999997,0.28600000000000003,Jinhua,China,29.74N,120.00E
1954-08-01,27.805,0.493,Jinhua,China,29.74N,120.00E
1954-09-01,23.64,0.332,Jinhua,China,29.74N,120.00E
1954-10-01,17.176000000000002,0.252,Jinhua,China,29.74N,120.00E
1954-11-01,14.024000000000001,0.142,Jinhua,China,29.74N,120.00E
1954-12-01,4.180999999999999,0.489,Jinhua,China,29.74N,120.00E
1955-01-01,1.2819999999999998,0.201,Jinhua,China,29.74N,120.00E
1955-02-01,6.917000000000001,0.155,Jinhua,China,29.74N,120.00E
1955-03-01,9.473,0.263,Jinhua,China,29.74N,120.00E
1955-04-01,15.524000000000001,0.271,Jinhua,China,29.74N,120.00E
1955-05-01,20.230999999999998,0.213,Jinhua,China,29.74N,120.00E
1955-06-01,24.299,0.289,Jinhua,China,29.74N,120.00E
1955-07-01,27.583,0.249,Jinhua,China,29.74N,120.00E
1955-08-01,26.767,0.318,Jinhua,China,29.74N,120.00E
1955-09-01,25.349,0.426,Jinhua,China,29.74N,120.00E
1955-10-01,16.192,0.363,Jinhua,China,29.74N,120.00E
1955-11-01,10.493,0.285,Jinhua,China,29.74N,120.00E
1955-12-01,8.171,0.268,Jinhua,China,29.74N,120.00E
1956-01-01,3.3,0.365,Jinhua,China,29.74N,120.00E
1956-02-01,5.077,0.489,Jinhua,China,29.74N,120.00E
1956-03-01,9.058,0.377,Jinhua,China,29.74N,120.00E
1956-04-01,16.156,0.335,Jinhua,China,29.74N,120.00E
1956-05-01,18.636000000000006,0.244,Jinhua,China,29.74N,120.00E
1956-06-01,25.685,0.218,Jinhua,China,29.74N,120.00E
1956-07-01,29.443,0.28600000000000003,Jinhua,China,29.74N,120.00E
1956-08-01,27.33,0.32799999999999996,Jinhua,China,29.74N,120.00E
1956-09-01,23.03,0.271,Jinhua,China,29.74N,120.00E
1956-10-01,16.680999999999997,0.183,Jinhua,China,29.74N,120.00E
1956-11-01,9.643,0.428,Jinhua,China,29.74N,120.00E
1956-12-01,5.231999999999998,0.307,Jinhua,China,29.74N,120.00E
1957-01-01,5.131,0.28600000000000003,Jinhua,China,29.74N,120.00E
1957-02-01,2.389,0.20600000000000002,Jinhua,China,29.74N,120.00E
1957-03-01,8.789,0.23600000000000002,Jinhua,China,29.74N,120.00E
1957-04-01,15.689,0.5539999999999999,Jinhua,China,29.74N,120.00E
1957-05-01,19.37,0.207,Jinhua,China,29.74N,120.00E
1957-06-01,23.559,0.406,Jinhua,China,29.74N,120.00E
1957-07-01,29.206999999999997,0.61,Jinhua,China,29.74N,120.00E
1957-08-01,27.044,0.784,Jinhua,China,29.74N,120.00E
1957-09-01,21.105,0.503,Jinhua,China,29.74N,120.00E
1957-10-01,16.267,0.428,Jinhua,China,29.74N,120.00E
1957-11-01,13.345999999999998,0.32299999999999995,Jinhua,China,29.74N,120.00E
1957-12-01,7.7269999999999985,0.183,Jinhua,China,29.74N,120.00E
1958-01-01,3.091,0.371,Jinhua,China,29.74N,120.00E
1958-02-01,5.132999999999999,0.298,Jinhua,China,29.74N,120.00E
1958-03-01,11.056,0.263,Jinhua,China,29.74N,120.00E
1958-04-01,16.972,0.27699999999999997,Jinhua,China,29.74N,120.00E
1958-05-01,19.185,0.26,Jinhua,China,29.74N,120.00E
1958-06-01,24.717,0.408,Jinhua,China,29.74N,120.00E
1958-07-01,28.857,0.46299999999999997,Jinhua,China,29.74N,120.00E
1958-08-01,27.052,0.35,Jinhua,China,29.74N,120.00E
1958-09-01,22.963,0.278,Jinhua,China,29.74N,120.00E
1958-10-01,15.389,0.204,Jinhua,China,29.74N,120.00E
1958-11-01,11.186,0.32299999999999995,Jinhua,China,29.74N,120.00E
1958-12-01,7.544,0.369,Jinhua,China,29.74N,120.00E
1959-01-01,2.735,0.375,Jinhua,China,29.74N,120.00E
1959-02-01,6.2,0.2,Jinhua,China,29.74N,120.00E
1959-03-01,11.784,0.281,Jinhua,China,29.74N,120.00E
1959-04-01,15.827,0.331,Jinhua,China,29.74N,120.00E
1959-05-01,19.613000000000003,0.179,Jinhua,China,29.74N,120.00E
1959-06-01,24.159000000000002,0.192,Jinhua,China,29.74N,120.00E
1959-07-01,28.372,0.385,Jinhua,China,29.74N,120.00E
1959-08-01,28.309,0.225,Jinhua,China,29.74N,120.00E
1959-09-01,22.873,0.278,Jinhua,China,29.74N,120.00E
1959-10-01,17.935000000000006,0.441,Jinhua,China,29.74N,120.00E
1959-11-01,12.008,0.266,Jinhua,China,29.74N,120.00E
1959-12-01,7.444,0.282,Jinhua,China,29.74N,120.00E
1960-01-01,4.558,0.259,Jinhua,China,29.74N,120.00E
1960-02-01,7.8290000000000015,0.303,Jinhua,China,29.74N,120.00E
1960-03-01,12.482000000000001,0.09699999999999999,Jinhua,China,29.74N,120.00E
1960-04-01,14.831,0.223,Jinhua,China,29.74N,120.00E
1960-05-01,19.527,0.29100000000000004,Jinhua,China,29.74N,120.00E
1960-06-01,24.594,0.215,Jinhua,China,29.74N,120.00E
