1,0.515,Jind,India,29.74N,75.69E
1917-10-01,10.283,0.465,Jinzhou,China,40.99N,121.42E
1917-11-01,-0.21100000000000008,0.381,Jinzhou,China,40.99N,121.42E
1917-12-01,-10.438,0.6859999999999999,Jinzhou,China,40.99N,121.42E
1918-01-01,-9.849,0.68,Jinzhou,China,40.99N,121.42E
1918-02-01,-5.03,0.556,Jinzhou,China,40.99N,121.42E
1918-03-01,2.185,0.616,Jinzhou,China,40.99N,121.42E
1918-04-01,9.323,0.486,Jinzhou,China,40.99N,121.42E
1918-05-01,14.933,0.521,Jinzhou,China,40.99N,121.42E
1918-06-01,20.53,0.49,Jinzhou,China,40.99N,121.42E
1918-07-01,23.655,0.361,Jinzhou,China,40.99N,121.42E
1918-08-01,23.618,0.359,Jinzhou,China,40.99N,121.42E
1918-09-01,17.814,0.424,Jinzhou,China,40.99N,121.42E
1918-10-01,10.898,0.317,Jinzhou,China,40.99N,121.42E
1918-11-01,0.18500000000000005,0.36,Jinzhou,China,40.99N,121.42E
1918-12-01,-7.853999999999999,0.409,Jinzhou,China,40.99N,121.42E
1919-01-01,-12.332,0.525,Jinzhou,China,40.99N,121.42E
1919-02-01,-4.29,0.56,Jinzhou,China,40.99N,121.42E
1919-03-01,1.6540000000000001,0.51,Jinzhou,China,40.99N,121.42E
1919-04-01,8.626,0.64,Jinzhou,China,40.99N,121.42E
1919-05-01,15.345,0.7929999999999999,Jinzhou,China,40.99N,121.42E
1919-06-01,21.131,0.371,Jinzhou,China,40.99N,121.42E
1919-07-01,25.688000000000002,0.502,Jinzhou,China,40.99N,121.42E
1919-08-01,25.293000000000006,0.575,Jinzhou,China,40.99N,121.42E
1919-09-01,18.398,0.27699999999999997,Jinzhou,China,40.99N,121.42E
1919-10-01,10.66,0.324,Jinzhou,China,40.99N,121.42E
1919-11-01,1.381,0.39799999999999996,Jinzhou,China,40.99N,121.42E
1919-12-01,-7.266999999999999,0.655,Jinzhou,China,40.99N,121.42E
1920-01-01,-8.351,0.42200000000000004,Jinzhou,China,40.99N,121.42E
1920-02-01,-10.251,0.6829999999999999,Jinzhou,China,40.99N,121.42E
1920-03-01,2.1340000000000003,0.49700000000000005,Jinzhou,China,40.99N,121.42E
1920-04-01,11.023,0.8420000000000001,Jinzhou,China,40.99N,121.42E
1920-05-01,18.7,0.731,Jinzhou,China,40.99N,121.42E
1920-06-01,21.15,0.292,Jinzhou,China,40.99N,121.42E
1920-07-01,25.443,0.361,Jinzhou,China,40.99N,121.42E
1920-08-01,24.147,0.552,Jinzhou,China,40.99N,121.42E
1920-09-01,17.107,0.23199999999999998,Jinzhou,China,40.99N,121.42E
1920-10-01,12.468,0.451,Jinzhou,China,40.99N,121.42E
1920-11-01,1.901,0.41200000000000003,Jinzhou,China,40.99N,121.42E
1920-12-01,-6.398,0.5920000000000001,Jinzhou,China,40.99N,121.42E
1921-01-01,-7.184000000000001,0.505,Jinzhou,China,40.99N,121.42E
1921-02-01,-5.367000000000001,0.537,Jinzhou,China,40.99N,121.42E
1921-03-01,0.2,0.295,Jinzhou,China,40.99N,121.42E
1921-04-01,8.646,0.679,Jinzhou,China,40.99N,121.42E
1921-05-01,15.802999999999999,0.622,Jinzhou,China,40.99N,121.42E
1921-06-01,20.754,0.287,Jinzhou,China,40.99N,121.42E
1921-07-01,23.686,0.386,Jinzhou,China,40.99N,121.42E
1921-08-01,23.65,0.263,Jinzhou,China,40.99N,121.42E
1921-09-01,17.785999999999994,0.376,Jinzhou,China,40.99N,121.42E
1921-10-01,10.2,0.39,Jinzhou,China,40.99N,121.42E
1921-11-01,0.17199999999999993,0.423,Jinzhou,China,40.99N,121.42E
1921-12-01,-5.836,0.752,Jinzhou,China,40.99N,121.42E
1922-01-01,-14.083000000000002,0.409,Jinzhou,China,40.99N,121.42E
1922-02-01,-3.0469999999999997,0.833,Jinzhou,China,40.99N,121.42E
1922-03-01,0.6409999999999999,0.569,Jinzhou,China,40.99N,121.42E
1922-04-01,11.321,0.35100000000000003,Jinzhou,China,40.99N,121.42E
1922-05-01,14.992,0.932,Jinzhou,China,40.99N,121.42E
1922-06-01,21.876,0.331,Jinzhou,China,40.99N,121.42E
1922-07-01,24.614,0.315,Jinzhou,China,40.99N,121.42E
1922-08-01,23.701999999999998,0.41,Jinzhou,China,40.99N,121.42E
1922-09-01,17.493,0.43799999999999994,Jinzhou,China,40.99N,121.42E
1922-10-01,12.122,0.381,Jinzhou,China,40.99N,121.42E
1922-11-01,-2.421,0.961,Jinzhou,China,40.99N,121.42E
1922-12-01,-6.318,0.629,Jinzhou,China,40.99N,121.42E
1923-01-01,-9.87,0.723,Jinzhou,China,40.99N,121.42E
1923-02-01,-7.002000000000002,1.042,Jinzhou,China,40.99N,121.42E
1923-03-01,1.731,0.608,Jinzhou,China,40.99N,121.42E
1923-04-01,7.7589999999999995,0.879,Jinzhou,China,40.99N,121.42E
1923-05-01,16.344,0.496,Jinzhou,China,40.99N,121.42E
1923-06-01,20.662,0.444,Jinzhou,China,40.99N,121.42E
1923-07-01,23.698,0.35,Jinzhou,China,40.99N,121.42E
1923-08-01,24.021,0.212,Jinzhou,China,40.99N,121.42E
1923-09-01,17.486,0.335,Jinzhou,China,40.99N,121.42E
1923-10-01,9.491,0.301,Jinzhou,China,40.99N,121.42E
1923-11-01,0.1419999999999999,0.275,Jinzhou,China,40.99N,121.42E
1923-12-01,-5.784,0.307,Jinzhou,China,40.99N,121.42E
1924-01-01,-7.69,0.302,Jinzhou,China,40.99N,121.42E
1924-02-01,-7.206,0.6609999999999999,Jinzhou,China,40.99N,121.42E
1924-03-01,-1.281,0.785,Jinzhou,China,40.99N,121.42E
1924-04-01,8.517000000000001,0.7120000000000001,Jinzhou,China,40.99N,121.42E
1924-05-01,16.671,0.596,Jinzhou,China,40.99N,121.42E
1924-06-01,21.646,0.47700000000000004,Jinzhou,China,40.99N,121.42E
1924-07-01,23.731,0.27,Jinzhou,China,40.99N,121.42E
1924-08-01,24.845,0.446,Jinzhou,China,40.99N,121.42E
1924-09-01,19.078,0.353,Jinzhou,China,40.99N,121.42E
1924-10-01,10.017,0.488,Jinzhou,China,40.99N,121.42E
1924-11-01,-0.5860000000000001,0.529,Jinzhou,China,40.99N,121.42E
1924-12-01,-6.398,0.46799999999999997,Jinzhou,China,40.99N,121.42E
1925-01-01,-9.129,0.557,Jinzhou,China,40.99N,121.42E
1925-02-01,-6.574,0.628,Jinzhou,China,40.99N,121.42E
1925-03-01,-0.563,0.713,Jinzhou,China,40.99N,121.42E
1925-04-01,9.593,0.34600000000000003,Jinzhou,China,40.99N,121.42E
1925-05-01,15.718,0.596,Jinzhou,China,40.99N,121.42E
1925-06-01,20.841,0.629,Jinzhou,China,40.99N,121.42E
1925-07-01,23.941999999999997,0.275,Jinzhou,China,40.99N,121.42E
1925-08-01,22.948,0.258,Jinzhou,China,40.99N,121.42E
1925-09-01,19.073,0.298,Jinzhou,China,40.99N,121.42E
1925-10-01,11.645999999999999,0.41600000000000004,Jinzhou,China,40.99N,121.42E
1925-11-01,3.6839999999999997,0.5,Jinzhou,China,40.99N,121.42E
1925-12-01,-7.093,0.382,Jinzhou,China,40.99N,121.42E
1926-01-01,-8.372,0.535,Jinzhou,China,40.99N,121.42E
1926-02-01,-4.728,0.45799999999999996,Jinzhou,China,40.99N,121.42E
1926-03-01,1.5,0.46,Jinzhou,China,40.99N,121.42E
1926-04-01,9.074,0.442,Jinzhou,China,40.99N,121.42E
1926-05-01,17.187,0.531,Jinzhou,China,40.99N,121.42E
1926-06-01,22.067,0.5379999999999999,Jinzhou,China,40.99N,121.42E
1926-07-01,24.548000000000002,0.33399999999999996,Jinzhou,China,40.99N,121.42E
1926-08-01,24.111,0.364,Jinzhou,China,40.99N,121.42E
1926-09-01,18.65,0.20199999999999999,Jinzhou,China,40.99N,121.42E
1926-10-01,8.783999999999999,0.28800000000000003,Jinzhou,China,40.99N,121.42E
1926-11-01,2.276,0.41600000000000004,Jinzhou,China,40.99N,121.42E
1926-12-01,-9.829,0.363,Jinzhou,China,40.99N,121.42E
1927-01-01,-8.751000000000001,0.787,Jinzhou,China,40.99N,121.42E
1927-02-01,-6.537000000000001,0.845,Jinzhou,China,40.99N,121.42E
1927-03-01,-0.325,0.637,Jinzhou,China,40.99N,121.42E
1927-04-01,10.039,0.344,Jinzhou,China,40.99N,121.42E
1927-05-01,14.818,0.501,Jinzhou,China,40.99N,121.42E
1927-06-01,21.389,0.27699999999999997,Jinzhou,China,40.99N,121.42E
1927-07-01,24.642,0.35100000000000003,Jinzhou,China,40.99N,121.42E
1927-08-01,23.572000000000006,0.366,Jinzhou,China,40.99N,121.42E
1927-09-01,19.427,0.342,Jinzhou,China,40.99N,121.42E
1927-10-01,10.552999999999999,0.28300000000000003,Jinzhou,China,40.99N,121.42E
1927-11-01,3.647,0.516,Jinzhou,China,40.99N,121.42E
1927-12-01,-7.692,0.794,Jinzhou,China,40.99N,121.42E
1928-01-01,-9.334,0.541,Jinzhou,China,40.99N,121.42E
1928-02-01,-6.921,0.366,Jinzhou,China,40.99N,121.42E
1928-03-01,1.1059999999999999,0.545,Jinzhou,China,40.99N,121.42E
1928-04-01,10.689,0.662,Jinzhou,China,40.99N,121.42E
1928-05-01,16.442,0.5820000000000001,Jinzhou,China,40.99N,121.42E
1928-06-01,20.958000000000002,0.375,Jinzhou,China,40.99N,121.42E
1928-07-01,24.191999999999997,0.311,Jinzhou,China,40.99N,121.42E
1928-08-01,23.855999999999998,0.465,Jinzhou,China,40.99N,121.42E
1928-09-01,18.234,0.31,Jinzhou,China,40.99N,121.42E
1928-10-01,10.06,0.396,Jinzhou,China,40.99N,121.42E
1928-11-01,0.7569999999999999,0.5539999999999999,Jinzhou,China,40.99N,121.42E
1928-12-01,-7.625999999999999,0.635,Jinzhou,China,40.99N,121.42E
1929-01-01,-9.584,0.537,Jinzhou,China,40.99N,121.42E
1929-02-01,-6.9510000000000005,0.5920000000000001,Jinzhou,China,40.99N,121.42E
1929-03-01,1.296,0.40399999999999997,Jinzhou,China,40.99N,121.42E
1929-04-01,8.745000000000001,0.36200000000000004,Jinzhou,China,40.99N,121.42E
1929-05-01,16.16,0.44299999999999995,Jinzhou,China,40.99N,121.42E
1929-06-01,22.553,0.47100000000000003,Jinzhou,China,40.99N,121.42E
1929-07-01,24.239,0.33799999999999997,Jinzhou,China,40.99N,121.42E
1929-08-01,23.75,0.249,Jinzhou,China,40.99N,121.42E
1929-09-01,18.496,0.35200000000000004,Jinzhou,China,40.99N,121.42E
1929-10-01,10.613,0.39399999999999996,Jinzhou,China,40.99N,121.42E
1929-11-01,1.8630000000000002,0.41200000000000003,Jinzhou,China,40.99N,121.42E
1929-12-01,-7.5779999999999985,0.706,Jinzhou,China,40.99N,121.42E
1930-01-01,-10.168,0.53,Jinzhou,China,40.99N,121.42E
1930-02-01,-4.7650000000000015,0.586,Jinzhou,China,40.99N,121.42E
1930-03-01,2.704,0.447,Jinzhou,China,40.99N,121.42E
1930-04-01,10.047,0.391,Jinzhou,China,40.99N,121.42E
1930-05-01,17.139,0.434,Jinzhou,China,40.99N,121.42E
1930-06-01,21.42,0.262,Jinzhou,China,40.99N,121.42E
1930-07-01,24.635,0.292,Jinzhou,China,40.99N,121.42E
1930-08-01,24.118,0.36200000000000004,Jinzhou,China,40.99N,121.42E
1930-09-01,18.465,0.239,Jinzhou,China,40.99N,121.42E
1930-10-01,10.932,0.569,Jinzhou,China,40.99N,121.42E
1930-11-01,-1.6840000000000002,0.53,Jinzhou,China,40.99N,121.42E
1930-12-01,-5.692,0.33,Jinzhou,China,40.99N,121.42E
1931-01-01,-9.248,0.606,Jinzhou,China,40.99N,121.42E
1931-02-01,-8.486,0.65,Jinzhou,China,40.99N,121.42E
1931-03-01,1.4480000000000002,0.5479999999999999,Jinzhou,China,40.99N,121.42E
1931-04-01,7.4380000000000015,0.49,Jinzhou,China,40.99N,121.42E
1931-05-01,15.612,0.38299999999999995,Jinzhou,China,40.99N,121.42E
1931-06-01,20.519000000000002,0.451,Jinzhou,China,40.99N,121.42E
1931-07-01,23.039,0.748,Jinzhou,China,40.99N,121.42E
1931-08-01,23.485000000000007,0.20800000000000002,Jinzhou,China,40.99N,121.42E
1931-09-01,18.999000000000002,0.42200000000000004,Jinzhou,China,40.99N,121.42E
1931-10-01,10.198,0.507,Jinzhou,China,40.99N,121.42E
1931-11-01,2.9589999999999996,0.41,Jinzhou,China,40.99N,121.42E
1931-12-01,-6.755,0.534,Jinzhou,China,40.99N,121.42E
1932-01-01,-4.567000000000001,0.764,Jinzhou,China,40.99N,121.42E
1932-02-01,-8.690000000000001,1.0490000000000002,Jinzhou,China,40.99N,121.42E
1932-03-01,-0.335,0.41100000000000003,Jinzhou,China,40.99N,121.42E
1932-04-01,9.052,0.899,Jinzhou,China,40.99N,121.42E
1932-05-01,16.42,0.775,Jinzhou,China,40.99N,121.42E
1932-06-01,21.55,0.376,Jinzhou,China,40.99N,121.42E
1932-07-01,24.571,0.385,Jinzhou,China,40.99N,121.42E
1932-08-01,23.860000000000007,0.5870000000000001,Jinzhou,China,40.99N,121.42E
1932-09-01,18.903,0.301,Jinzhou,China,40.99N,121.42E
1932-10-01,10.687999999999999,0.551,Jinzhou,China,40.99N,121.42E
1932-11-01,2.434,0.606,Jinzhou,China,40.99N,121.42E
1932-12-01,-4.376,0.851,Jinzhou,China,40.99N,121.42E
1933-01-01,-11.200999999999999,0.447,Jinzhou,China,40.99N,121.42E
1933-02-01,-8.181000000000001,0.474,Jinzhou,China,40.99N,121.42E
1933-03-01,-2.6860000000000004,0.613,Jinzhou,China,40.99N,121.42E
1933-04-01,9.291,0.904,Jinzhou,China,40.99N,121.42E
1933-05-01,17.031,0.369,Jinzhou,China,40.99N,121.42E
1933-06-01,20.88,0.526,Jinzhou,China,40.99N,121.42E
1933-07-01,25.025,0.29600000000000004,Jinzhou,China,40.99N,121.42E
1933-08-01,23.325000000000006,0.217,Jinzhou,China,40.99N,121.42E
1933-09-01,19.464000000000002,0.429,Jinzhou,China,40.99N,121.42E
1933-10-01,10.874,0.353,Jinzhou,China,40.99N,121.42E
1933-11-01,1.114,0.41100000000000003,Jinzhou,China,40.99N,121.42E
1933-12-01,-5.962999999999999,0.58,Jinzhou,China,40.99N,121.42E
1934-01-01,-13.249,1.148,Jinzhou,China,40.99N,121.42E
1934-02-01,-5.28,0.7170000000000001,Jinzhou,China,40.99N,121.42E
1934-03-01,-1.1209999999999998,0.425,Jinzhou,China,40.99N,121.42E
1934-04-01,8.077,0.493,Jinzhou,China,40.99N,121.42E
1934-05-01,17.493000000000002,0.46399999999999997,Jinzhou,China,40.99N,121.42E
1934-06-01,20.401,0.301,Jinzhou,China,40.99N,121.42E
1934-07-01,24.037,0.239,Jinzhou,China,40.99N,121.42E
1934-08-01,22.779000000000003,0.293,Jinzhou,China,40.99N,121.42E
1934-09-01,18.073,0.22,Jinzhou,China,40.99N,121.42E
1934-10-01,10.010000000000002,0.304,Jinzhou,China,40.99N,121.42E
1934-11-01,1.9809999999999999,0.266,Jinzhou,China,40.99N,121.42E
1934-12-01,-3.014,0.41,Jinzhou,China,40.99N,121.42E
1935-01-01,-6.672999999999999,0.517,Jinzhou,China,40.99N,121.42E
1935-02-01,-2.2070000000000003,0.483,Jinzhou,China,40.99N,121.42E
1935-03-01,3.342,0.5589999999999999,Jinzhou,China,40.99N,121.42E
1935-04-01,10.357000000000001,0.5760000000000001,Jinzhou,China,40.99N,121.42E
1935-05-01,16.772000000000002,0.536,Jinzhou,China,40.99N,121.42E
1935-06-01,20.426,0.28600000000000003,Jinzhou,China,40.99N,121.42E
1935-07-01,23.761999999999997,0.3,Jinzhou,China,40.99N,121.42E
1935-08-01,24.195999999999998,0.285,Jinzhou,China,40.99N,121.42E
1935-09-01,19.254,0.316,Jinzhou,China,40.99N,121.42E
1935-10-01,12.993,0.326,Jinzhou,China,40.99N,121.42E
1935-11-01,0.21500000000000008,0.516,Jinzhou,China,40.99N,121.42E
1935-12-01,-10.2,0.9279999999999999,Jinzhou,China,40.99N,121.42E
1936-01-01,-12.749,0.413,Jinzhou,China,40.99N,121.42E
1936-02-01,-10.209,0.639,Jinzhou,China,40.99N,121.42E
1936-03-01,-1.868,0.479,Jinzhou,China,40.99N,121.42E
1936-04-01,8.325,0.736,Jinzhou,China,40.99N,121.42E
1936-05-01,16.143,0.872,Jinzhou,China,40.99N,121.42E
1936-06-01,21.091,0.39399999999999996,Jinzhou,China,40.99N,121.42E
1936-07-01,24.391,0.575,Jinzhou,China,40.99N,121.42E
1936-08-01,23.596,0.429,Jinzhou,China,40.99N,121.42E
1936-09-01,19.034000000000002,0.501,Jinzhou,China,40.99N,121.42E
1936-10-01,11.784,0.3,Jinzhou,China,40.99N,121.42E
1936-11-01,2.329,0.40399999999999997,Jinzhou,China,40.99N,121.42E
1936-12-01,-5.202000000000001,0.473,Jinzhou,China,40.99N,121.42E
1937-01-01,-7.931000000000001,0.85,Jinzhou,China,40.99N,121.42E
1937-02-01,-5.721,0.7440000000000001,Jinzhou,China,40.99N,121.42E
1937-03-01,-0.8909999999999999,0.34299999999999997,Jinzhou,China,40.99N,121.42E
1937-04-01,8.706,0.39,Jinzhou,China,40.99N,121.42E
1937-05-01,16.679000000000002,0.326,Jinzhou,China,40.99N,121.42E
1937-06-01,21.786,0.34700000000000003,Jinzhou,China,40.99N,121.42E
1937-07-01,25.295,0.285,Jinzhou,China,40.99N,121.42E
1937-08-01,24.559,0.40700000000000003,Jinzhou,China,40.99N,121.42E
1937-09-01,18.91,0.46399999999999997,Jinzhou,China,40.99N,121.42E
1937-10-01,11.931,0.349,Jinzhou,China,40.99N,121.42E
1937-11-01,1.857,0.3,Jinzhou,China,40.99N,121.42E
1937-12-01,-8.701,0.823,Jinzhou,China,40.99N,121.42E
1938-01-01,-10.484000000000002,0.527,Jinzhou,China,40.99N,121.42E
1938-02-01,-5.899,0.89,Jinzhou,China,40.99N,121.42E
1938-03-01,2.7910000000000004,0.7040000000000001,Jinzhou,China,40.99N,121.42E
1938-04-01,11.655,0.485,Jinzhou,China,40.99N,121.42E
1938-05-01,15.261,0.35,Jinzhou,China,40.99N,121.42E
1938-06-01,21.263,0.37,Jinzhou,China,40.99N,121.42E
1938-07-01,24.77,0.474,Jinzhou,China,40.99N,121.42E
1938-08-01,24.519,0.371,Jinzhou,China,40.99N,121.42E
1938-09-01,17.825,0.406,Jinzhou,China,40.99N,121.42E
1938-10-01,12.703,0.273,Jinzhou,China,40.99N,121.42E
1938-11-01,1.271,0.239,Jinzhou,China,40.99N,121.42E
1938-12-01,-7.667999999999999,0.534,Jinzhou,China,40.99N,121.42E
1939-01-01,-9.544,0.5820000000000001,Jinzhou,China,40.99N,121.42E
1939-02-01,-5.195,0.513,Jinzhou,China,40.99N,121.42E
1939-03-01,1.768,0.688,Jinzhou,China,40.99N,121.42E
1939-04-01,11.011,0.179,Jinzhou,China,40.99N,121.42E
1939-05-01,16.410999999999998,0.267,Jinzhou,China,40.99N,121.42E
1939-06-01,20.915,0.295,Jinzhou,China,40.99N,121.42E
1939-07-01,25.814,0.29600000000000004,Jinzhou,China,40.99N,121.42E
1939-08-01,25.719,0.18899999999999997,Jinzhou,China,40.99N,121.42E
1939-09-01,18.0,0.414,Jinzhou,China,40.99N,121.42E
1939-10-01,10.661,0.568,Jinzhou,China,40.99N,121.42E
1939-11-01,2.14,0.423,Jinzhou,China,40.99N,121.42E
1939-12-01,-4.0889999999999995,0.55,Jinzhou,China,40.99N,121.42E
1940-01-01,-11.748,0.45299999999999996,Jinzhou,China,40.99N,121.42E
1940-02-01,-5.735,0.539,Jinzhou,China,40.99N,121.42E
1940-03-01,2.1340000000000003,0.5489999999999999,Jinzhou,China,40.99N,121.42E
1940-04-01,9.65,0.307,Jinzhou,China,40.99N,121.42E
1940-05-01,17.517,0.212,Jinzhou,China,40.99N,121.42E
1940-06-01,20.897,0.48700000000000004,Jinzhou,China,40.99N,121.42E
1940-07-01,25.261999999999997,0.29600000000000004,Jinzhou,China,40.99N,121.42E
1940-08-01,21.801,0.305,Jinzhou,China,40.99N,121.42E
1940-09-01,19.209,0.386,Jinzhou,China,40.99N,121.42E
1940-10-01,12.37,0.231,Jinzhou,China,40.99N,121.42E
1940-11-01,2.214,0.401,Jinzhou,China,40.99N,121.42E
1940-12-01,-5.7010000000000005,0.267,Jinzhou,China,40.99N,121.42E
1941-01-01,-7.86,0.5429999999999999,Jinzhou,China,40.99N,121.42E
1941-02-01,-6.11,0.428,Jinzhou,China,40.99N,121.42E
1941-03-01,0.9109999999999999,0.727,Jinzhou,China,40.99N,121.42E
1941-04-01,8.514,0.401,Jinzhou,China,40.99N,121.42E
1941-05-01,16.439,0.345,Jinzhou,China,40.99N,121.42E
1941-06-01,21.323,0.491,Jinzhou,China,40.99N,121.42E
1941-07-01,23.82,0.27399999999999997,Jinzhou,China,40.99N,121.42E
1941-08-01,23.078000000000007,0.436,Jinzhou,China,40.99N,121.42E
1941-09-01,18.594,0.561,Jinzhou,China,40.99N,121.42E
1941-10-01,10.835999999999999,0.253,Jinzhou,China,40.99N,121.42E
1941-11-01,3.488,0.579,Jinzhou,China,40.99N,121.42E
1941-12-01,-5.092,0.354,Jinzhou,China,40.99N,121.42E
1942-01-01,-9.067,0.5489999999999999,Jinzhou,China,40.99N,121.42E
1942-02-01,-7.955,0.478,Jinzhou,China,40.99N,121.42E
1942-03-01,3.738,0.6559999999999999,Jinzhou,China,40.99N,121.42E
1942-04-01,9.567,0.498,Jinzhou,China,40.99N,121.42E
1942-05-01,14.997,0.264,Jinzhou,China,40.99N,121.42E
1942-06-01,22.971,0.601,Jinzhou,China,40.99N,121.42E
1942-07-01,24.668000000000003,0.228,Jinzhou,China,40.99N,121.42E
1942-08-01,23.291,0.611,Jinzhou,China,40.99N,121.42E
1942-09-01,18.587,0.596,Jinzhou,China,40.99N,121.42E
1942-10-01,10.907,0.627,Jinzhou,China,40.99N,121.42E
1942-11-01,2.149,0.514,Jinzhou,China,40.99N,121.42E
1942-12-01,-6.632000000000001,0.8740000000000001,Jinzhou,China,40.99N,121.42E
1943-01-01,-10.15,0.522,Jinzhou,China,40.99N,121.42E
1943-02-01,-4.698,0.586,Jinzhou,China,40.99N,121.42E
1943-03-01,2.864,0.518,Jinzhou,China,40.99N,121.42E
1943-04-01,9.696,0.379,Jinzhou,China,40.99N,121.42E
1943-05-01,17.567999999999998,0.335,Jinzhou,China,40.99N,121.42E
1943-06-01,22.131,0.507,Jinzhou,China,40.99N,121.42E
1943-07-01,25.469,0.642,Jinzhou,China,40.99N,121.42E
1943-08-01,24.691000000000006,0.256,Jinzhou,China,40.99N,121.42E
1943-09-01,18.093,0.47600000000000003,Jinzhou,China,40.99N,121.42E
1943-10-01,11.864,0.617,Jinzhou,China,40.99N,121.42E
1943-11-01,2.151,0.39399999999999996,Jinzhou,China,40.99N,121.42E
1943-12-01,-4.68,0.439,Jinzhou,China,40.99N,121.42E
1944-01-01,-7.82,0.589,Jinzhou,China,40.99N,121.42E
1944-02-01,-5.598,0.526,Jinzhou,China,40.99N,121.42E
1944-03-01,1.2329999999999999,0.568,Jinzhou,China,40.99N,121.42E
1944-04-01,9.687999999999999,0.461,Jinzhou,China,40.99N,121.42E
1944-05-01,15.899,0.63,Jinzhou,China,40.99N,121.42E
1944-06-01,21.704,0.521,Jinzhou,China,40.99N,121.42E
1944-07-01,25.575,0.7909999999999999,Jinzhou,China,40.99N,121.42E
1944-08-01,23.934,0.385,Jinzhou,China,40.99N,121.42E
1944-09-01,19.526,0.401,Jinzhou,China,40.99N,121.42E
1944-10-01,10.855,0.654,Jinzhou,China,40.99N,121.42E
1944-11-01,0.8370000000000001,1.216,Jinzhou,China,40.99N,121.42E
1944-12-01,-10.154,0.8540000000000001,Jinzhou,China,40.99N,121.42E
1945-01-01,-11.325,0.488,Jinzhou,China,40.99N,121.42E
1945-02-01,-9.07,0.616,Jinzhou,China,40.99N,121.42E
1945-03-01,-0.30499999999999994,0.5720000000000001,Jinzhou,China,40.99N,121.42E
1945-04-01,11.004000000000001,0.758,Jinzhou,China,40.99N,121.42E
1945-05-01,14.784,0.745,Jinzhou,China,40.99N,121.42E
1945-06-01,21.011,0.6829999999999999,Jinzhou,China,40.99N,121.42E
1945-07-01,23.289,0.711,Jinzhou,China,40.99N,121.42E
1945-08-01,24.291,0.457,Jinzhou,China,40.99N,121.42E
1945-09-01,19.191,0.418,Jinzhou,China,40.99N,121.42E
1945-10-01,11.549,0.38299999999999995,Jinzhou,China,40.99N,121.42E
1945-11-01,4.238,0.5489999999999999,Jinzhou,China,40.99N,121.42E
1945-12-01,-6.263999999999999,0.39799999999999996,Jinzhou,China,40.99N,121.42E
1946-01-01,-7.867999999999999,0.635,Jinzhou,China,40.99N,121.42E
1946-02-01,-4.369,0.6859999999999999,Jinzhou,China,40.99N,121.42E
1946-03-01,-1.213,0.591,Jinzhou,China,40.99N,121.42E
1946-04-01,10.618,0.473,Jinzhou,China,40.99N,121.42E
1946-05-01,15.687,0.535,Jinzhou,China,40.99N,121.42E
1946-06-01,23.245,0.7909999999999999,Jinzhou,China,40.99N,121.42E
1946-07-01,25.166,0.33799999999999997,Jinzhou,China,40.99N,121.42E
1946-08-01,24.730999999999998,0.239,Jinzhou,China,40.99N,121.42E
1946-09-01,18.655,0.368,Jinzhou,China,40.99N,121.42E
1946-10-01,12.089,0.425,Jinzhou,China,40.99N,121.42E
1946-11-01,4.093,0.5710000000000001,Jinzhou,China,40.99N,121.42E
1946-12-01,-8.867,0.6679999999999999,Jinzhou,China,40.99N,121.42E
1947-01-01,-10.835999999999999,1.5590000000000002,Jinzhou,China,40.99N,121.42E
1947-02-01,-10.118,0.789,Jinzhou,China,40.99N,121.42E
1947-03-01,-2.4690000000000003,0.529,Jinzhou,China,40.99N,121.42E
1947-04-01,10.1,0.48700000000000004,Jinzhou,China,40.99N,121.42E
1947-05-01,16.295,0.624,Jinzhou,China,40.99N,121.42E
1947-06-01,20.838,0.562,Jinzhou,China,40.99N,121.42E
1947-07-01,23.563000000000002,0.287,Jinzhou,China,40.99N,121.42E
1947-08-01,23.429,0.657,Jinzhou,China,40.99N,121.42E
1947-09-01,18.005,0.348,Jinzhou,China,40.99N,121.42E
1947-10-01,10.087,0.325,Jinzhou,China,40.99N,121.42E
1947-11-01,-2.096,0.43200000000000005,Jinzhou,China,40.99N,121.42E
1947-12-01,-11.425999999999998,0.991,Jinzhou,China,40.99N,121.42E
1948-01-01,-9.388,0.593,Jinzhou,China,40.99N,121.42E
1948-02-01,-5.4639999999999995,0.685,Jinzhou,China,40.99N,121.42E
1948-03-01,1.575,0.49200000000000005,Jinzhou,China,40.99N,121.42E
1948-04-01,11.974,0.46799999999999997,Jinzhou,China,40.99N,121.42E
1948-05-01,15.812,0.644,Jinzhou,China,40.99N,121.42E
1948-06-01,22.326,0.48100000000000004,Jinzhou,China,40.99N,121.42E
1948-07-01,24.072,0.381,Jinzhou,China,40.99N,121.42E
1948-08-01,24.791,0.27899999999999997,Jinzhou,China,40.99N,121.42E
1948-09-01,18.598,0.319,Jinzhou,China,40.99N,121.42E
1948-10-01,10.328,0.29100000000000004,Jinzhou,China,40.99N,121.42E
1948-11-01,1.416,0.498,Jinzhou,China,40.99N,121.42E
1948-12-01,-2.862,0.655,Jinzhou,China,40.99N,121.42E
1949-01-01,-6.769,0.685,Jinzhou,China,40.99N,121.42E
1949-02-01,-3.5610000000000004,0.85,Jinzhou,China,40.99N,121.42E
1949-03-01,0.28200000000000003,0.391,Jinzhou,China,40.99N,121.42E
1949-04-01,9.375,0.542,Jinzhou,China,40.99N,121.42E
