,23.428,1.442,Udupi,India,13.66N,75.14E
1888-09-01,24.528000000000002,0.575,Udupi,India,13.66N,75.14E
1888-10-01,25.071,0.603,Udupi,India,13.66N,75.14E
1888-11-01,24.707,0.498,Udupi,India,13.66N,75.14E
1888-12-01,23.584000000000003,0.831,Udupi,India,13.66N,75.14E
1889-01-01,24.22,0.6559999999999999,Udupi,India,13.66N,75.14E
1889-02-01,25.839,0.55,Udupi,India,13.66N,75.14E
1889-03-01,28.096999999999998,0.645,Udupi,India,13.66N,75.14E
1889-04-01,29.063000000000002,0.748,Udupi,India,13.66N,75.14E
1889-05-01,28.497,0.628,Udupi,India,13.66N,75.14E
1889-06-01,24.68,0.376,Udupi,India,13.66N,75.14E
1889-07-01,23.503,0.5820000000000001,Udupi,India,13.66N,75.14E
1889-08-01,23.711,0.639,Udupi,India,13.66N,75.14E
1889-09-01,24.333000000000002,0.693,Udupi,India,13.66N,75.14E
1889-10-01,24.07,0.368,Udupi,India,13.66N,75.14E
1889-11-01,23.784000000000002,0.733,Udupi,India,13.66N,75.14E
1889-12-01,23.357000000000006,0.965,Udupi,India,13.66N,75.14E
1890-01-01,23.537,0.878,Udupi,India,13.66N,75.14E
1890-02-01,25.741999999999997,1.079,Udupi,India,13.66N,75.14E
1890-03-01,27.953000000000003,0.945,Udupi,India,13.66N,75.14E
1890-04-01,28.425,0.9940000000000001,Udupi,India,13.66N,75.14E
1890-05-01,27.454,1.3119999999999998,Udupi,India,13.66N,75.14E
1890-06-01,24.04,0.665,Udupi,India,13.66N,75.14E
1890-07-01,23.027,0.727,Udupi,India,13.66N,75.14E
1890-08-01,22.798000000000002,0.49,Udupi,India,13.66N,75.14E
1890-09-01,23.631,0.8290000000000001,Udupi,India,13.66N,75.14E
1890-10-01,24.45,0.8290000000000001,Udupi,India,13.66N,75.14E
1890-11-01,24.353,0.669,Udupi,India,13.66N,75.14E
1890-12-01,24.195999999999998,0.741,Udupi,India,13.66N,75.14E
1891-01-01,23.732,0.742,Udupi,India,13.66N,75.14E
1891-02-01,26.104000000000006,0.77,Udupi,India,13.66N,75.14E
1891-03-01,27.688,0.512,Udupi,India,13.66N,75.14E
1891-04-01,28.84,0.8079999999999999,Udupi,India,13.66N,75.14E
1891-05-01,28.308000000000003,0.97,Udupi,India,13.66N,75.14E
1891-06-01,25.521,0.8340000000000001,Udupi,India,13.66N,75.14E
1891-07-01,23.705,0.455,Udupi,India,13.66N,75.14E
1891-08-01,24.072,0.32799999999999996,Udupi,India,13.66N,75.14E
1891-09-01,24.456,0.409,Udupi,India,13.66N,75.14E
1891-10-01,24.765,0.354,Udupi,India,13.66N,75.14E
1891-11-01,24.562,0.523,Udupi,India,13.66N,75.14E
1891-12-01,24.772,0.7120000000000001,Udupi,India,13.66N,75.14E
1892-01-01,24.570999999999998,0.78,Udupi,India,13.66N,75.14E
1892-02-01,26.159,0.317,Udupi,India,13.66N,75.14E
1892-03-01,28.235,0.763,Udupi,India,13.66N,75.14E
1892-04-01,29.23,0.48,Udupi,India,13.66N,75.14E
1892-05-01,27.540000000000006,0.632,Udupi,India,13.66N,75.14E
1892-06-01,24.764,0.455,Udupi,India,13.66N,75.14E
1892-07-01,23.493000000000002,0.474,Udupi,India,13.66N,75.14E
1892-08-01,22.888,0.467,Udupi,India,13.66N,75.14E
1892-09-01,23.67,0.26,Udupi,India,13.66N,75.14E
1892-10-01,24.335,0.32299999999999995,Udupi,India,13.66N,75.14E
1892-11-01,23.916,0.589,Udupi,India,13.66N,75.14E
1892-12-01,23.578000000000007,0.721,Udupi,India,13.66N,75.14E
1893-01-01,23.835,0.654,Udupi,India,13.66N,75.14E
1893-02-01,25.281,0.831,Udupi,India,13.66N,75.14E
1893-03-01,27.147,0.636,Udupi,India,13.66N,75.14E
1893-04-01,28.518,0.53,Udupi,India,13.66N,75.14E
1893-05-01,26.770000000000003,0.522,Udupi,India,13.66N,75.14E
1893-06-01,24.271,0.5660000000000001,Udupi,India,13.66N,75.14E
1893-07-01,22.992,0.515,Udupi,India,13.66N,75.14E
1893-08-01,23.578000000000003,0.281,Udupi,India,13.66N,75.14E
1893-09-01,23.948,0.536,Udupi,India,13.66N,75.14E
1893-10-01,24.156,0.48100000000000004,Udupi,India,13.66N,75.14E
1893-11-01,24.674,0.6940000000000001,Udupi,India,13.66N,75.14E
1893-12-01,23.225,0.789,Udupi,India,13.66N,75.14E
1894-01-01,24.24,0.626,Udupi,India,13.66N,75.14E
1894-02-01,26.039,0.58,Udupi,India,13.66N,75.14E
1894-03-01,28.11,0.736,Udupi,India,13.66N,75.14E
1894-04-01,28.349,0.34600000000000003,Udupi,India,13.66N,75.14E
1894-05-01,27.905,0.763,Udupi,India,13.66N,75.14E
1894-06-01,24.906999999999996,0.341,Udupi,India,13.66N,75.14E
1894-07-01,23.619,0.47700000000000004,Udupi,India,13.66N,75.14E
1894-08-01,23.574,0.485,Udupi,India,13.66N,75.14E
1894-09-01,23.803,0.433,Udupi,India,13.66N,75.14E
1894-10-01,24.364,0.33899999999999997,Udupi,India,13.66N,75.14E
1894-11-01,24.179000000000002,0.636,Udupi,India,13.66N,75.14E
1894-12-01,24.197000000000006,0.7,Udupi,India,13.66N,75.14E
1895-01-01,24.351,0.647,Udupi,India,13.66N,75.14E
1895-02-01,25.721,0.627,Udupi,India,13.66N,75.14E
1895-03-01,28.070999999999998,0.594,Udupi,India,13.66N,75.14E
1895-04-01,28.386999999999997,0.907,Udupi,India,13.66N,75.14E
1895-05-01,28.096999999999998,0.9640000000000001,Udupi,India,13.66N,75.14E
1895-06-01,25.372,0.382,Udupi,India,13.66N,75.14E
1895-07-01,22.941999999999997,0.379,Udupi,India,13.66N,75.14E
1895-08-01,23.617,0.44,Udupi,India,13.66N,75.14E
1895-09-01,24.19,0.44299999999999995,Udupi,India,13.66N,75.14E
1895-10-01,24.66,0.826,Udupi,India,13.66N,75.14E
1895-11-01,25.017,0.807,Udupi,India,13.66N,75.14E
1895-12-01,23.573,0.54,Udupi,India,13.66N,75.14E
1896-01-01,23.999,0.649,Udupi,India,13.66N,75.14E
1896-02-01,25.537000000000006,0.45399999999999996,Udupi,India,13.66N,75.14E
1896-03-01,27.872,0.565,Udupi,India,13.66N,75.14E
1896-04-01,29.628,0.532,Udupi,India,13.66N,75.14E
1896-05-01,28.246,0.33899999999999997,Udupi,India,13.66N,75.14E
1896-06-01,24.635,0.523,Udupi,India,13.66N,75.14E
1896-07-01,23.915,0.34600000000000003,Udupi,India,13.66N,75.14E
1896-08-01,23.199,0.41700000000000004,Udupi,India,13.66N,75.14E
1896-09-01,24.75,0.635,Udupi,India,13.66N,75.14E
1896-10-01,25.724,0.48700000000000004,Udupi,India,13.66N,75.14E
1896-11-01,25.713,0.298,Udupi,India,13.66N,75.14E
1896-12-01,24.997,0.715,Udupi,India,13.66N,75.14E
1897-01-01,25.059,0.8340000000000001,Udupi,India,13.66N,75.14E
1897-02-01,26.613000000000003,0.7959999999999999,Udupi,India,13.66N,75.14E
1897-03-01,28.093000000000004,0.675,Udupi,India,13.66N,75.14E
1897-04-01,29.054000000000002,0.6890000000000001,Udupi,India,13.66N,75.14E
1897-05-01,28.648000000000003,0.5670000000000001,Udupi,India,13.66N,75.14E
1897-06-01,25.49,0.39799999999999996,Udupi,India,13.66N,75.14E
1897-07-01,23.937,0.34,Udupi,India,13.66N,75.14E
1897-08-01,24.307,0.278,Udupi,India,13.66N,75.14E
1897-09-01,24.174,0.593,Udupi,India,13.66N,75.14E
1897-10-01,24.771,0.6759999999999999,Udupi,India,13.66N,75.14E
1897-11-01,24.642,0.924,Udupi,India,13.66N,75.14E
1897-12-01,23.541,0.375,Udupi,India,13.66N,75.14E
1898-01-01,24.093000000000004,1.248,Udupi,India,13.66N,75.14E
1898-02-01,25.175,0.441,Udupi,India,13.66N,75.14E
1898-03-01,28.064,0.89,Udupi,India,13.66N,75.14E
1898-04-01,29.131,0.7390000000000001,Udupi,India,13.66N,75.14E
1898-05-01,28.039,0.613,Udupi,India,13.66N,75.14E
1898-06-01,24.733,0.523,Udupi,India,13.66N,75.14E
1898-07-01,23.51,0.475,Udupi,India,13.66N,75.14E
1898-08-01,23.98,0.384,Udupi,India,13.66N,75.14E
1898-09-01,23.748,0.21,Udupi,India,13.66N,75.14E
1898-10-01,25.094,0.336,Udupi,India,13.66N,75.14E
1898-11-01,24.404,0.64,Udupi,India,13.66N,75.14E
1898-12-01,24.316999999999997,0.738,Udupi,India,13.66N,75.14E
1899-01-01,23.418000000000003,0.6829999999999999,Udupi,India,13.66N,75.14E
1899-02-01,25.728,0.599,Udupi,India,13.66N,75.14E
1899-03-01,28.093000000000004,0.446,Udupi,India,13.66N,75.14E
1899-04-01,27.757,0.41700000000000004,Udupi,India,13.66N,75.14E
1899-05-01,27.399,0.364,Udupi,India,13.66N,75.14E
1899-06-01,24.789,0.55,Udupi,India,13.66N,75.14E
1899-07-01,24.617,0.462,Udupi,India,13.66N,75.14E
1899-08-01,24.398000000000003,0.531,Udupi,India,13.66N,75.14E
1899-09-01,24.255,0.475,Udupi,India,13.66N,75.14E
1899-10-01,25.267,0.536,Udupi,India,13.66N,75.14E
1899-11-01,24.525,0.503,Udupi,India,13.66N,75.14E
1899-12-01,23.644,0.7290000000000001,Udupi,India,13.66N,75.14E
1900-01-01,24.730999999999998,1.518,Udupi,India,13.66N,75.14E
1900-02-01,26.39,1.368,Udupi,India,13.66N,75.14E
1900-03-01,28.116,0.784,Udupi,India,13.66N,75.14E
1900-04-01,28.889,0.8390000000000001,Udupi,India,13.66N,75.14E
1900-05-01,28.436,0.647,Udupi,India,13.66N,75.14E
1900-06-01,25.368000000000002,0.971,Udupi,India,13.66N,75.14E
1900-07-01,23.868000000000002,0.722,Udupi,India,13.66N,75.14E
1900-08-01,24.263,0.48100000000000004,Udupi,India,13.66N,75.14E
1900-09-01,24.241999999999997,0.304,Udupi,India,13.66N,75.14E
1900-10-01,25.226999999999997,0.501,Udupi,India,13.66N,75.14E
1900-11-01,25.421,0.303,Udupi,India,13.66N,75.14E
1900-12-01,25.128,0.49700000000000005,Udupi,India,13.66N,75.14E
1901-01-01,24.993,0.61,Udupi,India,13.66N,75.14E
1901-02-01,26.096,0.479,Udupi,India,13.66N,75.14E
1901-03-01,28.267,0.591,Udupi,India,13.66N,75.14E
1901-04-01,29.193,0.503,Udupi,India,13.66N,75.14E
1901-05-01,27.75,0.271,Udupi,India,13.66N,75.14E
1901-06-01,24.985,0.43700000000000006,Udupi,India,13.66N,75.14E
1901-07-01,23.923000000000002,0.45299999999999996,Udupi,India,13.66N,75.14E
1901-08-01,23.961,0.308,Udupi,India,13.66N,75.14E
1901-09-01,24.721,0.586,Udupi,India,13.66N,75.14E
1901-10-01,24.879,0.6709999999999999,Udupi,India,13.66N,75.14E
1901-11-01,24.886,0.745,Udupi,India,13.66N,75.14E
1901-12-01,23.948,0.769,Udupi,India,13.66N,75.14E
1902-01-01,24.686,0.634,Udupi,India,13.66N,75.14E
1902-02-01,26.055,0.39399999999999996,Udupi,India,13.66N,75.14E
1902-03-01,28.528,0.26899999999999996,Udupi,India,13.66N,75.14E
1902-04-01,29.203000000000003,0.405,Udupi,India,13.66N,75.14E
1902-05-01,28.576999999999998,0.555,Udupi,India,13.66N,75.14E
1902-06-01,25.308000000000003,0.586,Udupi,India,13.66N,75.14E
1902-07-01,23.831,0.612,Udupi,India,13.66N,75.14E
1902-08-01,24.447,0.484,Udupi,India,13.66N,75.14E
1902-09-01,23.997,0.361,Udupi,India,13.66N,75.14E
1902-10-01,24.935,0.261,Udupi,India,13.66N,75.14E
1902-11-01,24.689,0.32899999999999996,Udupi,India,13.66N,75.14E
1902-12-01,24.383000000000006,0.733,Udupi,India,13.66N,75.14E
1903-01-01,24.7,0.537,Udupi,India,13.66N,75.14E
1903-02-01,25.814,0.536,Udupi,India,13.66N,75.14E
1903-03-01,27.663,0.8490000000000001,Udupi,India,13.66N,75.14E
1903-04-01,28.666,0.446,Udupi,India,13.66N,75.14E
1903-05-01,27.638,0.418,Udupi,India,13.66N,75.14E
1903-06-01,25.283,0.43,Udupi,India,13.66N,75.14E
1903-07-01,23.501,0.479,Udupi,India,13.66N,75.14E
1903-08-01,23.648000000000003,0.281,Udupi,India,13.66N,75.14E
1903-09-01,23.962,0.385,Udupi,India,13.66N,75.14E
1903-10-01,24.239,0.379,Udupi,India,13.66N,75.14E
1903-11-01,23.92,0.573,Udupi,India,13.66N,75.14E
1903-12-01,23.256999999999998,0.5760000000000001,Udupi,India,13.66N,75.14E
1904-01-01,24.163,0.711,Udupi,India,13.66N,75.14E
1904-02-01,25.374,0.58,Udupi,India,13.66N,75.14E
1904-03-01,27.541,0.35600000000000004,Udupi,India,13.66N,75.14E
1904-04-01,28.503,0.33399999999999996,Udupi,India,13.66N,75.14E
1904-05-01,27.488000000000003,0.45,Udupi,India,13.66N,75.14E
1904-06-01,24.076,0.66,Udupi,India,13.66N,75.14E
1904-07-01,23.199,0.467,Udupi,India,13.66N,75.14E
1904-08-01,23.969,0.364,Udupi,India,13.66N,75.14E
1904-09-01,24.072,0.28,Udupi,India,13.66N,75.14E
1904-10-01,24.768,0.33899999999999997,Udupi,India,13.66N,75.14E
1904-11-01,23.955,0.38299999999999995,Udupi,India,13.66N,75.14E
1904-12-01,23.636000000000006,0.35600000000000004,Udupi,India,13.66N,75.14E
1905-01-01,23.658,0.878,Udupi,India,13.66N,75.14E
1905-02-01,25.039,0.5920000000000001,Udupi,India,13.66N,75.14E
1905-03-01,27.1,0.606,Udupi,India,13.66N,75.14E
1905-04-01,27.294,0.593,Udupi,India,13.66N,75.14E
1905-05-01,27.723000000000006,0.5379999999999999,Udupi,India,13.66N,75.14E
1905-06-01,25.037,0.657,Udupi,India,13.66N,75.14E
1905-07-01,24.429000000000002,0.38799999999999996,Udupi,India,13.66N,75.14E
1905-08-01,23.766,0.456,Udupi,India,13.66N,75.14E
1905-09-01,24.533,0.341,Udupi,India,13.66N,75.14E
1905-10-01,24.842,0.622,Udupi,India,13.66N,75.14E
1905-11-01,25.247,0.44,Udupi,India,13.66N,75.14E
1905-12-01,23.419,1.121,Udupi,India,13.66N,75.14E
1906-01-01,24.405,0.721,Udupi,India,13.66N,75.14E
1906-02-01,25.385,0.995,Udupi,India,13.66N,75.14E
1906-03-01,27.185,0.46399999999999997,Udupi,India,13.66N,75.14E
1906-04-01,28.998,1.011,Udupi,India,13.66N,75.14E
1906-05-01,28.675,0.598,Udupi,India,13.66N,75.14E
1906-06-01,24.999000000000002,0.396,Udupi,India,13.66N,75.14E
1906-07-01,23.676,0.489,Udupi,India,13.66N,75.14E
1906-08-01,23.515,0.294,Udupi,India,13.66N,75.14E
1906-09-01,23.849,0.479,Udupi,India,13.66N,75.14E
1906-10-01,24.68,0.32899999999999996,Udupi,India,13.66N,75.14E
1906-11-01,24.83,0.35100000000000003,Udupi,India,13.66N,75.14E
1906-12-01,24.026999999999997,0.735,Udupi,India,13.66N,75.14E
1907-01-01,24.204,0.41700000000000004,Udupi,India,13.66N,75.14E
1907-02-01,25.831,0.413,Udupi,India,13.66N,75.14E
1907-03-01,27.654,0.242,Udupi,India,13.66N,75.14E
1907-04-01,27.771,0.654,Udupi,India,13.66N,75.14E
1907-05-01,27.781,0.44799999999999995,Udupi,India,13.66N,75.14E
1907-06-01,24.95,0.324,Udupi,India,13.66N,75.14E
1907-07-01,23.57,0.24600000000000002,Udupi,India,13.66N,75.14E
1907-08-01,23.08,0.375,Udupi,India,13.66N,75.14E
1907-09-01,24.028000000000002,0.597,Udupi,India,13.66N,75.14E
1907-10-01,25.302,0.34,Udupi,India,13.66N,75.14E
1907-11-01,24.957,0.336,Udupi,India,13.66N,75.14E
1907-12-01,23.771,0.46,Udupi,India,13.66N,75.14E
1908-01-01,24.046,0.5870000000000001,Udupi,India,13.66N,75.14E
1908-02-01,25.754,0.594,Udupi,India,13.66N,75.14E
1908-03-01,27.27,0.33,Udupi,India,13.66N,75.14E
1908-04-01,28.9,0.255,Udupi,India,13.66N,75.14E
1908-05-01,27.750999999999998,0.426,Udupi,India,13.66N,75.14E
1908-06-01,25.275,0.40399999999999997,Udupi,India,13.66N,75.14E
1908-07-01,22.849,0.237,Udupi,India,13.66N,75.14E
1908-08-01,23.337,0.307,Udupi,India,13.66N,75.14E
1908-09-01,23.983,0.4,Udupi,India,13.66N,75.14E
1908-10-01,24.772,0.392,Udupi,India,13.66N,75.14E
1908-11-01,23.93,0.40299999999999997,Udupi,India,13.66N,75.14E
1908-12-01,23.111,0.6759999999999999,Udupi,India,13.66N,75.14E
1909-01-01,24.267,0.632,Udupi,India,13.66N,75.14E
1909-02-01,25.318,0.324,Udupi,India,13.66N,75.14E
1909-03-01,28.084,0.34700000000000003,Udupi,India,13.66N,75.14E
1909-04-01,28.14,0.386,Udupi,India,13.66N,75.14E
1909-05-01,27.523000000000003,0.43,Udupi,India,13.66N,75.14E
1909-06-01,24.588,0.217,Udupi,India,13.66N,75.14E
1909-07-01,22.979,0.374,Udupi,India,13.66N,75.14E
1909-08-01,23.334,0.307,Udupi,India,13.66N,75.14E
1909-09-01,23.569000000000003,0.214,Udupi,India,13.66N,75.14E
1909-10-01,24.583000000000002,0.46399999999999997,Udupi,India,13.66N,75.14E
1909-11-01,24.61,0.23399999999999999,Udupi,India,13.66N,75.14E
1909-12-01,24.134,0.575,Udupi,India,13.66N,75.14E
1910-01-01,24.061,0.424,Udupi,India,13.66N,75.14E
1910-02-01,25.519,0.496,Udupi,India,13.66N,75.14E
1910-03-01,27.594,0.617,Udupi,India,13.66N,75.14E
1910-04-01,28.776,0.213,Udupi,India,13.66N,75.14E
1910-05-01,27.829,0.248,Udupi,India,13.66N,75.14E
1910-06-01,24.046,0.754,Udupi,India,13.66N,75.14E
1910-07-01,23.319000000000003,0.638,Udupi,India,13.66N,75.14E
1910-08-01,23.066,0.745,Udupi,India,13.66N,75.14E
1910-09-01,23.055,0.485,Udupi,India,13.66N,75.14E
1910-10-01,24.077,0.5539999999999999,Udupi,India,13.66N,75.14E
1910-11-01,23.337,0.467,Udupi,India,13.66N,75.14E
1910-12-01,22.755000000000006,0.6829999999999999,Udupi,India,13.66N,75.14E
1911-01-01,23.983,0.9,Udupi,India,13.66N,75.14E
1911-02-01,24.625,0.56,Udupi,India,13.66N,75.14E
1911-03-01,26.926,0.917,Udupi,India,13.66N,75.14E
1911-04-01,27.944000000000003,0.635,Udupi,India,13.66N,75.14E
1911-05-01,27.596999999999998,0.292,Udupi,India,13.66N,75.14E
1911-06-01,24.634,0.295,Udupi,India,13.66N,75.14E
1911-07-01,23.322,0.254,Udupi,India,13.66N,75.14E
1911-08-01,23.575,0.345,Udupi,India,13.66N,75.14E
1911-09-01,24.546,0.34299999999999997,Udupi,India,13.66N,75.14E
1911-10-01,24.822,0.447,Udupi,India,13.66N,75.14E
1911-11-01,25.217,0.5760000000000001,Udupi,India,13.66N,75.14E
1911-12-01,24.639000000000006,0.51,Udupi,India,13.66N,75.14E
1912-01-01,24.131,0.664,Udupi,India,13.66N,75.14E
1912-02-01,26.291,0.606,Udupi,India,13.66N,75.14E
1912-03-01,27.982000000000006,0.39399999999999996,Udupi,India,13.66N,75.14E
1912-04-01,29.166,0.47,Udupi,India,13.66N,75.14E
1912-05-01,28.678,0.419,Udupi,India,13.66N,75.14E
1912-06-01,25.103,0.741,Udupi,India,13.66N,75.14E
1912-07-01,23.607,0.185,Udupi,India,13.66N,75.14E
1912-08-01,23.705,0.27699999999999997,Udupi,India,13.66N,75.14E
1912-09-01,24.566999999999997,0.75,Udupi,India,13.66N,75.14E
1912-10-01,24.759,0.39899999999999997,Udupi,India,13.66N,75.14E
1912-11-01,24.443,0.373,Udupi,India,13.66N,75.14E
1912-12-01,23.500999999999998,0.242,Udupi,India,13.66N,75.14E
1913-01-01,23.539,0.517,Udupi,India,13.66N,75.14E
1913-02-01,26.014000000000006,0.556,Udupi,India,13.66N,75.14E
1913-03-01,27.441000000000006,0.887,Udupi,India,13.66N,75.14E
1913-04-01,29.06,0.33899999999999997,Udupi,India,13.66N,75.14E
1913-05-01,28.034,0.297,Udupi,India,13.66N,75.14E
1913-06-01,24.811,0.21100000000000002,Udupi,India,13.66N,75.14E
1913-07-01,23.49,0.381,Udupi,India,13.66N,75.14E
1913-08-01,23.954,0.36200000000000004,Udupi,India,13.66N,75.14E
1913-09-01,24.480999999999998,0.946,Udupi,India,13.66N,75.14E
1913-10-01,24.688000000000002,0.435,Udupi,India,13.66N,75.14E
1913-11-01,24.915,0.402,Udupi,India,13.66N,75.14E
1913-12-01,24.564,0.35200000000000004,Udupi,India,13.66N,75.14E
1914-01-01,23.964,0.672,Udupi,India,13.66N,75.14E
1914-02-01,25.884,0.381,Udupi,India,13.66N,75.14E
1914-03-01,27.3,0.615,Udupi,India,13.66N,75.14E
1914-04-01,27.982,0.511,Udupi,India,13.66N,75.14E
1914-05-01,28.459,0.565,Udupi,India,13.66N,75.14E
1914-06-01,25.165,0.41700000000000004,Udupi,India,13.66N,75.14E
1914-07-01,23.422,0.226,Udupi,India,13.66N,75.14E
1914-08-01,23.229,0.426,Udupi,India,13.66N,75.14E
1914-09-01,24.351,0.466,Udupi,India,13.66N,75.14E
1914-10-01,25.151,0.565,Udupi,India,13.66N,75.14E
1914-11-01,25.139,0.47,Udupi,India,13.66N,75.14E
1914-12-01,24.686,0.428,Udupi,India,13.66N,75.14E
1915-01-01,24.755,0.47200000000000003,Udupi,India,13.66N,75.14E
1915-02-01,25.924,0.44299999999999995,Udupi,India,13.66N,75.14E
1915-03-01,27.69,0.604,Udupi,India,13.66N,75.14E
1915-04-01,28.749000000000002,0.33299999999999996,Udupi,India,13.66N,75.14E
1915-05-01,28.583,0.647,Udupi,India,13.66N,75.14E
1915-06-01,25.835,0.324,Udupi,India,13.66N,75.14E
1915-07-01,23.985,0.37,Udupi,India,13.66N,75.14E
1915-08-01,24.108,0.253,Udupi,India,13.66N,75.14E
1915-09-01,24.392,0.25,Udupi,India,13.66N,75.14E
1915-10-01,24.838,0.387,Udupi,India,13.66N,75.14E
1915-11-01,24.97,0.47100000000000003,Udupi,India,13.66N,75.14E
1915-12-01,23.241000000000003,0.478,Udupi,India,13.66N,75.14E
1916-01-01,24.052,0.542,Udupi,India,13.66N,75.14E
1916-02-01,25.568,0.991,Udupi,India,13.66N,75.14E
1916-03-01,28.124,0.662,Udupi,India,13.66N,75.14E
1916-04-01,28.86,0.395,Udupi,India,13.66N,75.14E
1916-05-01,27.546999999999997,0.428,Udupi,India,13.66N,75.14E
1916-06-01,23.999000000000002,0.223,Udupi,India,13.66N,75.14E
1916-07-01,23.652,0.327,Udupi,India,13.66N,75.14E
1916-08-01,23.726,0.588,Udupi,India,13.66N,75.14E
1916-09-01,23.801,0.248,Udupi,India,13.66N,75.14E
1916-10-01,24.342,0.557,Udupi,India,13.66N,75.14E
1916-11-01,24.408,0.489,Udupi,India,13.66N,75.14E
1916-12-01,23.346,0.49700000000000005,Udupi,India,13.66N,75.14E
1917-01-01,23.816999999999997,0.494,Udupi,India,13.66N,75.14E
1917-02-01,25.435,0.281,Udupi,India,13.66N,75.14E
1917-03-01,27.375,0.515,Udupi,India,13.66N,75.14E
1917-04-01,28.305999999999997,0.731,Udupi,India,13.66N,75.14E
1917-05-01,27.127,0.607,Udupi,India,13.66N,75.14E
1917-06-01,23.952,0.336,Udupi,India,13.66N,75.14E
1917-07-01,24.04,0.752,Udupi,India,13.66N,75.14E
1917-08-01,23.67,0.376,Udupi,India,13.66N,75.14E
1917-09-01,23.904,0.446,Udupi,India,13.66N,75.14E
1917-10-01,23.918000000000003,0.493,Udupi,India,13.66N,75.14E
1917-11-01,24.504,0.5820000000000001,Udupi,India,13.66N,75.14E
1917-12-01,23.605,1.001,Udupi,India,13.66N,75.14E
1918-01-01,24.000999999999998,0.441,Udupi,India,13.66N,75.14E
1918-02-01,25.224,0.9159999999999999,Udupi,India,13.66N,75.14E
1918-03-01,27.628,0.8340000000000001,Udupi,India,13.66N,75.14E
1918-04-01,28.186,0.524,Udupi,India,13.66N,75.14E
1918-05-01,26.131,0.368,Udupi,India,13.66N,75.14E
1918-06-01,24.47,0.292,Udupi,India,13.66N,75.14E
1918-07-01,24.675,0.309,Udupi,India,13.66N,75.14E
1918-08-01,24.053,0.517,Udupi,India,13.66N,75.14E
1918-09-01,24.403000000000002,0.38,Udupi,India,13.66N,75.14E
1918-10-01,25.542,0.307,Udupi,India,13.66N,75.14E
1918-11-01,25.53,0.44799999999999995,Udupi,India,13.66N,75.14E
1918-12-01,24.366000000000003,0.226,Udupi,India,13.66N,75.14E
1919-01-01,25.078000000000003,0.446,Udupi,India,13.66N,75.14E
1919-02-01,26.288,0.366,Udupi,India,13.66N,75.14E
1919-03-01,27.773000000000003,0.41700000000000004,Udupi,India,13.66N,75.14E
1919-04-01,28.885,0.596,Udupi,India,13.66N,75.14E
1919-05-01,27.986,0.51,Udupi,India,13.66N,75.14E
1919-06-01,24.652,0.408,Udupi,India,13.66N,75.14E
1919-07-01,23.473000000000003,0.252,Udupi,India,13.66N,75.14E
1919-08-01,23.815,0.344,Udupi,India,13.66N,75.14E
1919-09-01,24.432,0.16,Udupi,India,13.66N,75.14E
1919-10-01,24.961,0.324,Udupi,India,13.66N,75.14E
1919-11-01,24.897,0.361,Udupi,India,13.66N,75.14E
1919-12-01,24.168000000000006,0.43799999999999994,Udupi,India,13.66N,75.14E
1920-01-01,24.736,0.628,Udupi,India,13.66N,75.14E
1920-02-01,25.961,0.425,Udupi,India,13.66N,75.14E
1920-03-01,28.21,0.308,Udupi,India,13.66N,75.14E
1920-04-01,28.455,0.59,Udupi,India,13.66N,75.14E
1920-05-01,28.212,0.366,Udupi,India,13.66N,75.14E
1920-06-01,24.778000000000002,0.40299999999999997,Udupi,India,13.66N,75.14E
1920-07-01,23.888,0.237,Udupi,India,13.66N,75.14E
1920-08-01,23.613000000000003,0.586,Udupi,India,13.66N,75.14E
1920-09-01,24.375999999999998,0.2,Udupi,India,13.66N,75.14E
1920-10-01,25.149,0.294,Udupi,India,13.66N,75.14E
1920-11-01,25.319000000000003,0.444,Udupi,India,13.66N,75.14E
1920-12-01,23.693,0.7490000000000001,Udupi,India,13.66N,75.14E
