,23.428,1.442,Udupi,India,13.66N,75.14E
1997-10-01,24.289,0.821,Ujjain,India,23.31N,76.02E
1997-11-01,22.633000000000003,0.578,Ujjain,India,23.31N,76.02E
1997-12-01,17.424,0.675,Ujjain,India,23.31N,76.02E
1998-01-01,17.914,0.37,Ujjain,India,23.31N,76.02E
1998-02-01,20.409000000000002,0.165,Ujjain,India,23.31N,76.02E
1998-03-01,24.502,0.62,Ujjain,India,23.31N,76.02E
1998-04-01,31.124,0.275,Ujjain,India,23.31N,76.02E
1998-05-01,34.532999999999994,0.198,Ujjain,India,23.31N,76.02E
1998-06-01,32.304,0.743,Ujjain,India,23.31N,76.02E
1998-07-01,27.598000000000003,0.254,Ujjain,India,23.31N,76.02E
1998-08-01,27.397,0.187,Ujjain,India,23.31N,76.02E
1998-09-01,27.108,0.198,Ujjain,India,23.31N,76.02E
1998-10-01,26.265,0.344,Ujjain,India,23.31N,76.02E
1998-11-01,22.277,0.24,Ujjain,India,23.31N,76.02E
1998-12-01,19.063,0.406,Ujjain,India,23.31N,76.02E
1999-01-01,17.633,0.7090000000000001,Ujjain,India,23.31N,76.02E
1999-02-01,21.329,0.665,Ujjain,India,23.31N,76.02E
1999-03-01,26.096999999999998,0.162,Ujjain,India,23.31N,76.02E
1999-04-01,31.572000000000006,0.48100000000000004,Ujjain,India,23.31N,76.02E
1999-05-01,33.546,0.23600000000000002,Ujjain,India,23.31N,76.02E
1999-06-01,30.364,0.19699999999999998,Ujjain,India,23.31N,76.02E
1999-07-01,27.376,0.237,Ujjain,India,23.31N,76.02E
1999-08-01,26.124000000000002,0.275,Ujjain,India,23.31N,76.02E
1999-09-01,26.368,0.359,Ujjain,India,23.31N,76.02E
1999-10-01,24.961,0.345,Ujjain,India,23.31N,76.02E
1999-11-01,22.45,0.22399999999999998,Ujjain,India,23.31N,76.02E
1999-12-01,18.125,0.248,Ujjain,India,23.31N,76.02E
2000-01-01,18.779,0.201,Ujjain,India,23.31N,76.02E
2000-02-01,19.18,0.31,Ujjain,India,23.31N,76.02E
2000-03-01,24.927,0.313,Ujjain,India,23.31N,76.02E
2000-04-01,31.766,0.278,Ujjain,India,23.31N,76.02E
2000-05-01,32.093,0.55,Ujjain,India,23.31N,76.02E
2000-06-01,30.688,0.209,Ujjain,India,23.31N,76.02E
2000-07-01,26.714000000000002,0.33899999999999997,Ujjain,India,23.31N,76.02E
2000-08-01,27.133000000000003,0.364,Ujjain,India,23.31N,76.02E
2000-09-01,26.980999999999998,0.537,Ujjain,India,23.31N,76.02E
2000-10-01,26.932,0.59,Ujjain,India,23.31N,76.02E
2000-11-01,23.145,0.28300000000000003,Ujjain,India,23.31N,76.02E
2000-12-01,19.115,0.41,Ujjain,India,23.31N,76.02E
2001-01-01,18.105999999999998,0.41,Ujjain,India,23.31N,76.02E
2001-02-01,21.645,0.386,Ujjain,India,23.31N,76.02E
2001-03-01,25.840999999999998,0.309,Ujjain,India,23.31N,76.02E
2001-04-01,29.984,0.491,Ujjain,India,23.31N,76.02E
2001-05-01,33.235,0.34299999999999997,Ujjain,India,23.31N,76.02E
2001-06-01,29.171999999999997,0.419,Ujjain,India,23.31N,76.02E
2001-07-01,25.978,0.38299999999999995,Ujjain,India,23.31N,76.02E
2001-08-01,26.373,0.136,Ujjain,India,23.31N,76.02E
2001-09-01,28.138,0.32299999999999995,Ujjain,India,23.31N,76.02E
2001-10-01,26.285999999999998,0.151,Ujjain,India,23.31N,76.02E
2001-11-01,22.521,0.212,Ujjain,India,23.31N,76.02E
2001-12-01,19.744,0.53,Ujjain,India,23.31N,76.02E
2002-01-01,17.658,0.304,Ujjain,India,23.31N,76.02E
2002-02-01,20.824,0.423,Ujjain,India,23.31N,76.02E
2002-03-01,26.151,0.213,Ujjain,India,23.31N,76.02E
2002-04-01,31.46,0.307,Ujjain,India,23.31N,76.02E
2002-05-01,34.571,0.203,Ujjain,India,23.31N,76.02E
2002-06-01,31.343000000000004,0.261,Ujjain,India,23.31N,76.02E
2002-07-01,28.81,0.6940000000000001,Ujjain,India,23.31N,76.02E
2002-08-01,25.796999999999997,0.261,Ujjain,India,23.31N,76.02E
2002-09-01,26.820999999999998,0.419,Ujjain,India,23.31N,76.02E
2002-10-01,26.778,0.247,Ujjain,India,23.31N,76.02E
2002-11-01,22.906999999999996,0.456,Ujjain,India,23.31N,76.02E
2002-12-01,20.649,0.384,Ujjain,India,23.31N,76.02E
2003-01-01,18.511,0.441,Ujjain,India,23.31N,76.02E
2003-02-01,21.296,0.391,Ujjain,India,23.31N,76.02E
2003-03-01,25.798,0.27,Ujjain,India,23.31N,76.02E
2003-04-01,31.44,0.349,Ujjain,India,23.31N,76.02E
2003-05-01,33.833,0.32299999999999995,Ujjain,India,23.31N,76.02E
2003-06-01,31.916999999999998,0.456,Ujjain,India,23.31N,76.02E
2003-07-01,27.251,0.369,Ujjain,India,23.31N,76.02E
2003-08-01,26.3,0.391,Ujjain,India,23.31N,76.02E
2003-09-01,25.656999999999996,0.40299999999999997,Ujjain,India,23.31N,76.02E
2003-10-01,25.101000000000006,0.38299999999999995,Ujjain,India,23.31N,76.02E
2003-11-01,23.412,0.46799999999999997,Ujjain,India,23.31N,76.02E
2003-12-01,19.308,0.52,Ujjain,India,23.31N,76.02E
2004-01-01,18.039,0.562,Ujjain,India,23.31N,76.02E
2004-02-01,20.861,0.38799999999999996,Ujjain,India,23.31N,76.02E
2004-03-01,27.954,0.268,Ujjain,India,23.31N,76.02E
2004-04-01,31.923,0.28,Ujjain,India,23.31N,76.02E
2004-05-01,33.326,0.289,Ujjain,India,23.31N,76.02E
2004-06-01,31.046999999999997,0.495,Ujjain,India,23.31N,76.02E
2004-07-01,28.342,0.23600000000000002,Ujjain,India,23.31N,76.02E
2004-08-01,25.566,0.23,Ujjain,India,23.31N,76.02E
2004-09-01,27.643,0.28800000000000003,Ujjain,India,23.31N,76.02E
2004-10-01,25.021,0.428,Ujjain,India,23.31N,76.02E
2004-11-01,22.721,0.131,Ujjain,India,23.31N,76.02E
2004-12-01,19.355,0.15,Ujjain,India,23.31N,76.02E
2005-01-01,17.219,0.28,Ujjain,India,23.31N,76.02E
2005-02-01,20.627,0.254,Ujjain,India,23.31N,76.02E
2005-03-01,26.163,0.39,Ujjain,India,23.31N,76.02E
2005-04-01,29.845,0.423,Ujjain,India,23.31N,76.02E
2005-05-01,33.406,0.491,Ujjain,India,23.31N,76.02E
2005-06-01,32.674,0.47100000000000003,Ujjain,India,23.31N,76.02E
2005-07-01,27.236,0.556,Ujjain,India,23.31N,76.02E
2005-08-01,26.458000000000002,0.32899999999999996,Ujjain,India,23.31N,76.02E
2005-09-01,26.691000000000006,0.419,Ujjain,India,23.31N,76.02E
2005-10-01,25.043000000000003,0.405,Ujjain,India,23.31N,76.02E
2005-11-01,21.675,0.184,Ujjain,India,23.31N,76.02E
2005-12-01,17.752000000000006,0.29100000000000004,Ujjain,India,23.31N,76.02E
2006-01-01,18.73,0.5479999999999999,Ujjain,India,23.31N,76.02E
2006-02-01,23.751,0.268,Ujjain,India,23.31N,76.02E
2006-03-01,24.529,0.563,Ujjain,India,23.31N,76.02E
2006-04-01,30.56,0.455,Ujjain,India,23.31N,76.02E
2006-05-01,33.703,0.467,Ujjain,India,23.31N,76.02E
2006-06-01,31.186,0.441,Ujjain,India,23.31N,76.02E
2006-07-01,26.808000000000003,0.185,Ujjain,India,23.31N,76.02E
2006-08-01,25.383000000000003,0.74,Ujjain,India,23.31N,76.02E
2006-09-01,26.87,0.142,Ujjain,India,23.31N,76.02E
2006-10-01,26.025,0.21600000000000003,Ujjain,India,23.31N,76.02E
2006-11-01,22.351,0.307,Ujjain,India,23.31N,76.02E
2006-12-01,19.484,0.262,Ujjain,India,23.31N,76.02E
2007-01-01,18.468,0.271,Ujjain,India,23.31N,76.02E
2007-02-01,21.33,0.098,Ujjain,India,23.31N,76.02E
2007-03-01,25.32,0.382,Ujjain,India,23.31N,76.02E
2007-04-01,31.469,0.24100000000000002,Ujjain,India,23.31N,76.02E
2007-05-01,33.486999999999995,0.493,Ujjain,India,23.31N,76.02E
2007-06-01,31.573,0.48100000000000004,Ujjain,India,23.31N,76.02E
2007-07-01,27.048000000000002,0.254,Ujjain,India,23.31N,76.02E
2007-08-01,26.253,0.24,Ujjain,India,23.31N,76.02E
2007-09-01,26.879,0.40299999999999997,Ujjain,India,23.31N,76.02E
2007-10-01,24.965999999999998,0.426,Ujjain,India,23.31N,76.02E
2007-11-01,22.41,0.147,Ujjain,India,23.31N,76.02E
2007-12-01,18.750999999999998,0.373,Ujjain,India,23.31N,76.02E
2008-01-01,17.35,0.547,Ujjain,India,23.31N,76.02E
2008-02-01,18.582,0.583,Ujjain,India,23.31N,76.02E
2008-03-01,26.721999999999998,0.23199999999999998,Ujjain,India,23.31N,76.02E
2008-04-01,30.139000000000006,0.295,Ujjain,India,23.31N,76.02E
2008-05-01,32.748000000000005,0.209,Ujjain,India,23.31N,76.02E
2008-06-01,29.099,0.498,Ujjain,India,23.31N,76.02E
2008-07-01,27.088,0.17800000000000002,Ujjain,India,23.31N,76.02E
2008-08-01,25.905,0.345,Ujjain,India,23.31N,76.02E
2008-09-01,26.49,0.257,Ujjain,India,23.31N,76.02E
2008-10-01,26.123,0.37799999999999995,Ujjain,India,23.31N,76.02E
2008-11-01,22.523000000000003,0.431,Ujjain,India,23.31N,76.02E
2008-12-01,20.863000000000003,0.361,Ujjain,India,23.31N,76.02E
2009-01-01,20.033,0.434,Ujjain,India,23.31N,76.02E
2009-02-01,22.635,0.40700000000000003,Ujjain,India,23.31N,76.02E
2009-03-01,27.053,0.267,Ujjain,India,23.31N,76.02E
2009-04-01,30.822000000000006,0.423,Ujjain,India,23.31N,76.02E
2009-05-01,34.034,0.336,Ujjain,India,23.31N,76.02E
2009-06-01,32.59,0.253,Ujjain,India,23.31N,76.02E
2009-07-01,27.461,0.201,Ujjain,India,23.31N,76.02E
2009-08-01,26.979,0.33399999999999996,Ujjain,India,23.31N,76.02E
2009-09-01,27.932,0.306,Ujjain,India,23.31N,76.02E
2009-10-01,25.581999999999997,0.37799999999999995,Ujjain,India,23.31N,76.02E
2009-11-01,21.812,0.35600000000000004,Ujjain,India,23.31N,76.02E
2009-12-01,20.005000000000006,0.7240000000000001,Ujjain,India,23.31N,76.02E
2010-01-01,17.852,0.522,Ujjain,India,23.31N,76.02E
2010-02-01,21.396,0.313,Ujjain,India,23.31N,76.02E
2010-03-01,27.953000000000007,0.35,Ujjain,India,23.31N,76.02E
2010-04-01,32.238,0.3,Ujjain,India,23.31N,76.02E
2010-05-01,35.22499999999999,0.294,Ujjain,India,23.31N,76.02E
2010-06-01,32.573,0.302,Ujjain,India,23.31N,76.02E
2010-07-01,27.926,0.35,Ujjain,India,23.31N,76.02E
2010-08-01,26.572,0.33399999999999996,Ujjain,India,23.31N,76.02E
2010-09-01,26.475,0.34600000000000003,Ujjain,India,23.31N,76.02E
2010-10-01,26.451999999999998,0.377,Ujjain,India,23.31N,76.02E
2010-11-01,23.188000000000002,0.527,Ujjain,India,23.31N,76.02E
2010-12-01,17.836000000000006,0.29,Ujjain,India,23.31N,76.02E
2011-01-01,16.823,0.419,Ujjain,India,23.31N,76.02E
2011-02-01,20.936,0.20600000000000002,Ujjain,India,23.31N,76.02E
2011-03-01,25.98,0.245,Ujjain,India,23.31N,76.02E
2011-04-01,29.999,0.41200000000000003,Ujjain,India,23.31N,76.02E
2011-05-01,33.73,0.40700000000000003,Ujjain,India,23.31N,76.02E
2011-06-01,30.287000000000006,0.42200000000000004,Ujjain,India,23.31N,76.02E
2011-07-01,26.958000000000002,0.23,Ujjain,India,23.31N,76.02E
2011-08-01,26.136,0.153,Ujjain,India,23.31N,76.02E
2011-09-01,26.279000000000003,0.39299999999999996,Ujjain,India,23.31N,76.02E
2011-10-01,25.885,0.40399999999999997,Ujjain,India,23.31N,76.02E
2011-11-01,23.115,0.281,Ujjain,India,23.31N,76.02E
2011-12-01,19.32,0.612,Ujjain,India,23.31N,76.02E
2012-01-01,16.639,0.449,Ujjain,India,23.31N,76.02E
2012-02-01,19.956,0.335,Ujjain,India,23.31N,76.02E
2012-03-01,25.291,0.225,Ujjain,India,23.31N,76.02E
2012-04-01,30.779,0.598,Ujjain,India,23.31N,76.02E
2012-05-01,33.285,0.266,Ujjain,India,23.31N,76.02E
2012-06-01,31.967,0.214,Ujjain,India,23.31N,76.02E
2012-07-01,27.588,0.306,Ujjain,India,23.31N,76.02E
2012-08-01,25.738000000000003,0.462,Ujjain,India,23.31N,76.02E
2012-09-01,26.589,0.363,Ujjain,India,23.31N,76.02E
2012-10-01,25.807,0.703,Ujjain,India,23.31N,76.02E
2012-11-01,21.513,0.28800000000000003,Ujjain,India,23.31N,76.02E
2012-12-01,19.511000000000006,0.593,Ujjain,India,23.31N,76.02E
2013-01-01,17.076,0.32,Ujjain,India,23.31N,76.02E
2013-02-01,20.548000000000002,0.69,Ujjain,India,23.31N,76.02E
2013-03-01,25.409,0.519,Ujjain,India,23.31N,76.02E
2013-04-01,29.801,0.507,Ujjain,India,23.31N,76.02E
2013-05-01,34.041,0.8809999999999999,Ujjain,India,23.31N,76.02E
2013-06-01,29.087000000000003,0.841,Ujjain,India,23.31N,76.02E
2013-07-01,25.988000000000003,0.451,Ujjain,India,23.31N,76.02E
2013-08-01,25.603,0.364,Ujjain,India,23.31N,76.02E
2013-09-01,,,Ujjain,India,23.31N,76.02E
1743-11-01,-9.637,2.861,Ukhta,Russia,63.49N,52.20E
1743-12-01,,,Ukhta,Russia,63.49N,52.20E
1744-01-01,,,Ukhta,Russia,63.49N,52.20E
1744-02-01,,,Ukhta,Russia,63.49N,52.20E
1744-03-01,,,Ukhta,Russia,63.49N,52.20E
1744-04-01,0.375,2.862,Ukhta,Russia,63.49N,52.20E
1744-05-01,4.148,2.4219999999999997,Ukhta,Russia,63.49N,52.20E
1744-06-01,11.797,2.209,Ukhta,Russia,63.49N,52.20E
1744-07-01,14.857999999999999,2.116,Ukhta,Russia,63.49N,52.20E
1744-08-01,,,Ukhta,Russia,63.49N,52.20E
1744-09-01,5.401,2.022,Ukhta,Russia,63.49N,52.20E
1744-10-01,-3.797,2.391,Ukhta,Russia,63.49N,52.20E
1744-11-01,-8.494,2.7560000000000002,Ukhta,Russia,63.49N,52.20E
1744-12-01,-15.545,3.2110000000000003,Ukhta,Russia,63.49N,52.20E
1745-01-01,-19.142,3.08,Ukhta,Russia,63.49N,52.20E
1745-02-01,-16.18,3.0460000000000003,Ukhta,Russia,63.49N,52.20E
1745-03-01,-11.209000000000001,2.714,Ukhta,Russia,63.49N,52.20E
1745-04-01,-2.74,2.4659999999999997,Ukhta,Russia,63.49N,52.20E
1745-05-01,,,Ukhta,Russia,63.49N,52.20E
1745-06-01,,,Ukhta,Russia,63.49N,52.20E
1745-07-01,,,Ukhta,Russia,63.49N,52.20E
1745-08-01,,,Ukhta,Russia,63.49N,52.20E
1745-09-01,,,Ukhta,Russia,63.49N,52.20E
1745-10-01,,,Ukhta,Russia,63.49N,52.20E
1745-11-01,,,Ukhta,Russia,63.49N,52.20E
1745-12-01,,,Ukhta,Russia,63.49N,52.20E
1746-01-01,,,Ukhta,Russia,63.49N,52.20E
1746-02-01,,,Ukhta,Russia,63.49N,52.20E
1746-03-01,,,Ukhta,Russia,63.49N,52.20E
1746-04-01,,,Ukhta,Russia,63.49N,52.20E
1746-05-01,,,Ukhta,Russia,63.49N,52.20E
1746-06-01,,,Ukhta,Russia,63.49N,52.20E
1746-07-01,,,Ukhta,Russia,63.49N,52.20E
1746-08-01,,,Ukhta,Russia,63.49N,52.20E
1746-09-01,,,Ukhta,Russia,63.49N,52.20E
1746-10-01,,,Ukhta,Russia,63.49N,52.20E
1746-11-01,,,Ukhta,Russia,63.49N,52.20E
1746-12-01,,,Ukhta,Russia,63.49N,52.20E
1747-01-01,,,Ukhta,Russia,63.49N,52.20E
1747-02-01,,,Ukhta,Russia,63.49N,52.20E
1747-03-01,,,Ukhta,Russia,63.49N,52.20E
1747-04-01,,,Ukhta,Russia,63.49N,52.20E
1747-05-01,,,Ukhta,Russia,63.49N,52.20E
1747-06-01,,,Ukhta,Russia,63.49N,52.20E
1747-07-01,,,Ukhta,Russia,63.49N,52.20E
1747-08-01,,,Ukhta,Russia,63.49N,52.20E
1747-09-01,,,Ukhta,Russia,63.49N,52.20E
1747-10-01,,,Ukhta,Russia,63.49N,52.20E
1747-11-01,,,Ukhta,Russia,63.49N,52.20E
1747-12-01,,,Ukhta,Russia,63.49N,52.20E
1748-01-01,,,Ukhta,Russia,63.49N,52.20E
1748-02-01,,,Ukhta,Russia,63.49N,52.20E
1748-03-01,,,Ukhta,Russia,63.49N,52.20E
1748-04-01,,,Ukhta,Russia,63.49N,52.20E
1748-05-01,,,Ukhta,Russia,63.49N,52.20E
1748-06-01,,,Ukhta,Russia,63.49N,52.20E
1748-07-01,,,Ukhta,Russia,63.49N,52.20E
1748-08-01,,,Ukhta,Russia,63.49N,52.20E
1748-09-01,,,Ukhta,Russia,63.49N,52.20E
1748-10-01,,,Ukhta,Russia,63.49N,52.20E
1748-11-01,,,Ukhta,Russia,63.49N,52.20E
1748-12-01,,,Ukhta,Russia,63.49N,52.20E
1749-01-01,,,Ukhta,Russia,63.49N,52.20E
1749-02-01,,,Ukhta,Russia,63.49N,52.20E
1749-03-01,,,Ukhta,Russia,63.49N,52.20E
1749-04-01,,,Ukhta,Russia,63.49N,52.20E
1749-05-01,,,Ukhta,Russia,63.49N,52.20E
1749-06-01,,,Ukhta,Russia,63.49N,52.20E
1749-07-01,,,Ukhta,Russia,63.49N,52.20E
1749-08-01,,,Ukhta,Russia,63.49N,52.20E
1749-09-01,,,Ukhta,Russia,63.49N,52.20E
1749-10-01,,,Ukhta,Russia,63.49N,52.20E
1749-11-01,,,Ukhta,Russia,63.49N,52.20E
1749-12-01,,,Ukhta,Russia,63.49N,52.20E
1750-01-01,-16.063,3.2239999999999998,Ukhta,Russia,63.49N,52.20E
1750-02-01,-14.304,3.536,Ukhta,Russia,63.49N,52.20E
1750-03-01,-8.477,3.417,Ukhta,Russia,63.49N,52.20E
1750-04-01,-1.304,2.677,Ukhta,Russia,63.49N,52.20E
1750-05-01,5.529,2.5639999999999996,Ukhta,Russia,63.49N,52.20E
1750-06-01,12.027000000000001,2.2359999999999998,Ukhta,Russia,63.49N,52.20E
1750-07-01,16.656,2.271,Ukhta,Russia,63.49N,52.20E
1750-08-01,13.734000000000002,2.147,Ukhta,Russia,63.49N,52.20E
1750-09-01,5.143000000000002,2.248,Ukhta,Russia,63.49N,52.20E
1750-10-01,-4.783,2.542,Ukhta,Russia,63.49N,52.20E
1750-11-01,,,Ukhta,Russia,63.49N,52.20E
1750-12-01,-17.35,3.523,Ukhta,Russia,63.49N,52.20E
1751-01-01,-18.012,3.29,Ukhta,Russia,63.49N,52.20E
1751-02-01,-18.394000000000002,3.508,Ukhta,Russia,63.49N,52.20E
1751-03-01,-8.032,3.023,Ukhta,Russia,63.49N,52.20E
1751-04-01,-1.643,2.645,Ukhta,Russia,63.49N,52.20E
1751-05-01,,,Ukhta,Russia,63.49N,52.20E
1751-06-01,12.081,2.293,Ukhta,Russia,63.49N,52.20E
1751-07-01,15.751,2.224,Ukhta,Russia,63.49N,52.20E
1751-08-01,12.869000000000002,2.15,Ukhta,Russia,63.49N,52.20E
1751-09-01,4.7010000000000005,2.142,Ukhta,Russia,63.49N,52.20E
1751-10-01,,,Ukhta,Russia,63.49N,52.20E
1751-11-01,,,Ukhta,Russia,63.49N,52.20E
1751-12-01,,,Ukhta,Russia,63.49N,52.20E
1752-01-01,-20.533,3.167,Ukhta,Russia,63.49N,52.20E
1752-02-01,,,Ukhta,Russia,63.49N,52.20E
1752-03-01,-7.5360000000000005,2.761,Ukhta,Russia,63.49N,52.20E
1752-04-01,-1.7719999999999998,2.536,Ukhta,Russia,63.49N,52.20E
1752-05-01,,,Ukhta,Russia,63.49N,52.20E
1752-06-01,,,Ukhta,Russia,63.49N,52.20E
1752-07-01,,,Ukhta,Russia,63.49N,52.20E
1752-08-01,,,Ukhta,Russia,63.49N,52.20E
1752-09-01,,,Ukhta,Russia,63.49N,52.20E
1752-10-01,-2.573,2.418,Ukhta,Russia,63.49N,52.20E
1752-11-01,-7.3130000000000015,2.674,Ukhta,Russia,63.49N,52.20E
1752-12-01,-13.929,3.1069999999999998,Ukhta,Russia,63.49N,52.20E
1753-01-01,-18.134,5.48,Ukhta,Russia,63.49N,52.20E
1753-02-01,-16.817999999999998,3.207,Ukhta,Russia,63.49N,52.20E
1753-03-01,-7.553999999999999,3.4,Ukhta,Russia,63.49N,52.20E
1753-04-01,-1.861,4.1739999999999995,Ukhta,Russia,63.49N,52.20E
1753-05-01,6.526,2.5810000000000004,Ukhta,Russia,63.49N,52.20E
1753-06-01,12.894,2.951,Ukhta,Russia,63.49N,52.20E
1753-07-01,15.379,2.491,Ukhta,Russia,63.49N,52.20E
1753-08-01,12.442,5.422000000000001,Ukhta,Russia,63.49N,52.20E
1753-09-01,5.912999999999999,2.077,Ukhta,Russia,63.49N,52.20E
1753-10-01,-1.057,2.536,Ukhta,Russia,63.49N,52.20E
1753-11-01,-8.719,3.424,Ukhta,Russia,63.49N,52.20E
1753-12-01,-19.742,4.564,Ukhta,Russia,63.49N,52.20E
1754-01-01,-18.709,3.178,Ukhta,Russia,63.49N,52.20E
1754-02-01,-18.938,3.4130000000000003,Ukhta,Russia,63.49N,52.20E
1754-03-01,-9.435,2.987,Ukhta,Russia,63.49N,52.20E
1754-04-01,2.061,4.316,Ukhta,Russia,63.49N,52.20E
1754-05-01,6.412000000000001,2.98,Ukhta,Russia,63.49N,52.20E
1754-06-01,13.59,2.104,Ukhta,Russia,63.49N,52.20E
1754-07-01,15.415,2.685,Ukhta,Russia,63.49N,52.20E
1754-08-01,11.488,3.457,Ukhta,Russia,63.49N,52.20E
1754-09-01,4.913,2.503,Ukhta,Russia,63.49N,52.20E
1754-10-01,-0.96,2.448,Ukhta,Russia,63.49N,52.20E
1754-11-01,-8.63,2.772,Ukhta,Russia,63.49N,52.20E
1754-12-01,-14.210999999999999,3.588,Ukhta,Russia,63.49N,52.20E
1755-01-01,-18.902,3.95,Ukhta,Russia,63.49N,52.20E
1755-02-01,-17.631,3.965,Ukhta,Russia,63.49N,52.20E
1755-03-01,-9.976,3.5010000000000003,Ukhta,Russia,63.49N,52.20E
1755-04-01,-1.358,3.02,Ukhta,Russia,63.49N,52.20E
1755-05-01,7.471999999999999,2.7960000000000003,Ukhta,Russia,63.49N,52.20E
1755-06-01,14.343,2.529,Ukhta,Russia,63.49N,52.20E
1755-07-01,16.125999999999998,2.459,Ukhta,Russia,63.49N,52.20E
1755-08-01,11.475,2.696,Ukhta,Russia,63.49N,52.20E
1755-09-01,5.7090000000000005,1.99,Ukhta,Russia,63.49N,52.20E
1755-10-01,-1.248,4.98,Ukhta,Russia,63.49N,52.20E
1755-11-01,-7.916,5.478,Ukhta,Russia,63.49N,52.20E
1755-12-01,-17.3,4.933,Ukhta,Russia,63.49N,52.20E
1756-01-01,-16.092,4.9510000000000005,Ukhta,Russia,63.49N,52.20E
1756-02-01,-11.029000000000002,3.9989999999999997,Ukhta,Russia,63.49N,52.20E
1756-03-01,-9.242,4.675,Ukhta,Russia,63.49N,52.20E
1756-04-01,0.1930000000000001,2.8939999999999997,Ukhta,Russia,63.49N,52.20E
1756-05-01,7.0600000000000005,4.659,Ukhta,Russia,63.49N,52.20E
1756-06-01,13.537,2.762,Ukhta,Russia,63.49N,52.20E
1756-07-01,15.145,2.238,Ukhta,Russia,63.49N,52.20E
1756-08-01,10.878,6.285,Ukhta,Russia,63.49N,52.20E
1756-09-01,5.849,2.865,Ukhta,Russia,63.49N,52.20E
1756-10-01,-2.744,3.345,Ukhta,Russia,63.49N,52.20E
1756-11-01,-10.347000000000001,3.892,Ukhta,Russia,63.49N,52.20E
1756-12-01,-17.825,3.4389999999999996,Ukhta,Russia,63.49N,52.20E
1757-01-01,-20.81,3.305,Ukhta,Russia,63.49N,52.20E
1757-02-01,-13.297,3.843,Ukhta,Russia,63.49N,52.20E
1757-03-01,-8.952,3.0989999999999998,Ukhta,Russia,63.49N,52.20E
1757-04-01,-0.831,4.915,Ukhta,Russia,63.49N,52.20E
1757-05-01,7.292999999999999,3.264,Ukhta,Russia,63.49N,52.20E
1757-06-01,16.308999999999994,2.832,Ukhta,Russia,63.49N,52.20E
1757-07-01,19.079,4.266,Ukhta,Russia,63.49N,52.20E
1757-08-01,13.869000000000002,3.5589999999999997,Ukhta,Russia,63.49N,52.20E
1757-09-01,8.259,5.6370000000000005,Ukhta,Russia,63.49N,52.20E
1757-10-01,-4.809,7.6610000000000005,Ukhta,Russia,63.49N,52.20E
1757-11-01,-9.954,4.575,Ukhta,Russia,63.49N,52.20E
1757-12-01,-18.986,6.917999999999999,Ukhta,Russia,63.49N,52.20E
1758-01-01,-22.993000000000002,3.324,Ukhta,Russia,63.49N,52.20E
1758-02-01,-17.157,3.335,Ukhta,Russia,63.49N,52.20E
1758-03-01,-10.198,3.642,Ukhta,Russia,63.49N,52.20E
1758-04-01,-2.859,4.629,Ukhta,Russia,63.49N,52.20E
1758-05-01,3.5860000000000003,3.855,Ukhta,Russia,63.49N,52.20E
1758-06-01,11.71,3.852,Ukhta,Russia,63.49N,52.20E
1758-07-01,15.017,5.773,Ukhta,Russia,63.49N,52.20E
1758-08-01,10.068,4.474,Ukhta,Russia,63.49N,52.20E
1758-09-01,3.515,2.681,Ukhta,Russia,63.49N,52.20E
1758-10-01,-6.824,6.962000000000001,Ukhta,Russia,63.49N,52.20E
1758-11-01,-8.994,6.5729999999999995,Ukhta,Russia,63.49N,52.20E
1758-12-01,-16.535,4.8469999999999995,Ukhta,Russia,63.49N,52.20E
1759-01-01,-15.313,5.459,Ukhta,Russia,63.49N,52.20E
1759-02-01,-13.732999999999999,5.247000000000001,Ukhta,Russia,63.49N,52.20E
1759-03-01,-9.408999999999999,3.54,Ukhta,Russia,63.49N,52.20E
1759-04-01,-3.909,3.623,Ukhta,Russia,63.49N,52.20E
1759-05-01,3.9789999999999996,3.0260000000000002,Ukhta,Russia,63.49N,52.20E
1759-06-01,12.486,4.391,Ukhta,Russia,63.49N,52.20E
1759-07-01,13.398,3.36,Ukhta,Russia,63.49N,52.20E
1759-08-01,13.823,4.7010000000000005,Ukhta,Russia,63.49N,52.20E
1759-09-01,6.1320000000000014,4.6339999999999995,Ukhta,Russia,63.49N,52.20E
1759-10-01,-2.968,3.4130000000000003,Ukhta,Russia,63.49N,52.20E
1759-11-01,-10.677999999999999,4.485,Ukhta,Russia,63.49N,52.20E
1759-12-01,-20.971,7.297999999999999,Ukhta,Russia,63.49N,52.20E
1760-01-01,-23.296999999999997,3.7880000000000003,Ukhta,Russia,63.49N,52.20E
1760-02-01,-15.208,3.6639999999999997,Ukhta,Russia,63.49N,52.20E
1760-03-01,-12.583,6.785,Ukhta,Russia,63.49N,52.20E
1760-04-01,-3.889,4.046,Ukhta,Russia,63.49N,52.20E
1760-05-01,4.555,3.185,Ukhta,Russia,63.49N,52.20E
1760-06-01,10.339,2.293,Ukhta,Russia,63.49N,52.20E
1760-07-01,13.431,3.7769999999999997,Ukhta,Russia,63.49N,52.20E
1760-08-01,11.99,5.6979999999999995,Ukhta,Russia,63.49N,52.20E
1760-09-01,5.558,3.862,Ukhta,Russia,63.49N,52.20E
1760-10-01,-4.207,3.7,Ukhta,Russia,63.49N,52.20E
1760-11-01,-9.503,3.458,Ukhta,Russia,63.49N,52.20E
