113,0.8390000000000001,Kuytun,China,44.20N,84.97E
1964-07-01,20.147,0.521,Kuytun,China,44.20N,84.97E
1964-08-01,19.507,0.415,Kuytun,China,44.20N,84.97E
1964-09-01,13.116,0.41200000000000003,Kuytun,China,44.20N,84.97E
1964-10-01,3.031,0.39399999999999996,Kuytun,China,44.20N,84.97E
1964-11-01,-4.206,0.905,Kuytun,China,44.20N,84.97E
1964-12-01,-15.207,0.402,Kuytun,China,44.20N,84.97E
1965-01-01,-17.401000000000003,0.556,Kuytun,China,44.20N,84.97E
1965-02-01,-15.218,1.3619999999999999,Kuytun,China,44.20N,84.97E
1965-03-01,-3.008,0.613,Kuytun,China,44.20N,84.97E
1965-04-01,8.955,0.535,Kuytun,China,44.20N,84.97E
1965-05-01,15.761,0.33399999999999996,Kuytun,China,44.20N,84.97E
1965-06-01,18.98,0.5,Kuytun,China,44.20N,84.97E
1965-07-01,21.744,0.589,Kuytun,China,44.20N,84.97E
1965-08-01,19.437,0.245,Kuytun,China,44.20N,84.97E
1965-09-01,13.579,0.22899999999999998,Kuytun,China,44.20N,84.97E
1965-10-01,5.635,0.504,Kuytun,China,44.20N,84.97E
1965-11-01,-4.117,0.29600000000000004,Kuytun,China,44.20N,84.97E
1965-12-01,-16.272000000000002,1.6,Kuytun,China,44.20N,84.97E
1966-01-01,-18.213,1.329,Kuytun,China,44.20N,84.97E
1966-02-01,-13.343,0.579,Kuytun,China,44.20N,84.97E
1966-03-01,-2.853,1.068,Kuytun,China,44.20N,84.97E
1966-04-01,5.096,0.265,Kuytun,China,44.20N,84.97E
1966-05-01,12.119000000000002,0.264,Kuytun,China,44.20N,84.97E
1966-06-01,19.675,0.259,Kuytun,China,44.20N,84.97E
1966-07-01,20.223000000000006,0.34700000000000003,Kuytun,China,44.20N,84.97E
1966-08-01,20.23,0.322,Kuytun,China,44.20N,84.97E
1966-09-01,15.467,0.252,Kuytun,China,44.20N,84.97E
1966-10-01,4.1339999999999995,0.428,Kuytun,China,44.20N,84.97E
1966-11-01,-8.177999999999999,0.937,Kuytun,China,44.20N,84.97E
1966-12-01,-18.27,0.9620000000000001,Kuytun,China,44.20N,84.97E
1967-01-01,-23.534,1.314,Kuytun,China,44.20N,84.97E
1967-02-01,-18.416,0.6940000000000001,Kuytun,China,44.20N,84.97E
1967-03-01,-4.226,0.727,Kuytun,China,44.20N,84.97E
1967-04-01,8.222000000000001,0.413,Kuytun,China,44.20N,84.97E
1967-05-01,16.192,0.37200000000000005,Kuytun,China,44.20N,84.97E
1967-06-01,19.173,0.262,Kuytun,China,44.20N,84.97E
1967-07-01,19.997,0.42100000000000004,Kuytun,China,44.20N,84.97E
1967-08-01,17.67,0.294,Kuytun,China,44.20N,84.97E
1967-09-01,12.386,0.371,Kuytun,China,44.20N,84.97E
1967-10-01,5.549,0.456,Kuytun,China,44.20N,84.97E
1967-11-01,-9.158,0.43700000000000006,Kuytun,China,44.20N,84.97E
1967-12-01,-15.583,1.172,Kuytun,China,44.20N,84.97E
1968-01-01,-17.578000000000007,0.415,Kuytun,China,44.20N,84.97E
1968-02-01,-17.073999999999998,0.273,Kuytun,China,44.20N,84.97E
1968-03-01,-1.113,1.217,Kuytun,China,44.20N,84.97E
1968-04-01,5.602,0.988,Kuytun,China,44.20N,84.97E
1968-05-01,16.023,0.32299999999999995,Kuytun,China,44.20N,84.97E
1968-06-01,18.985000000000007,0.255,Kuytun,China,44.20N,84.97E
1968-07-01,20.734,0.25,Kuytun,China,44.20N,84.97E
1968-08-01,18.878,0.318,Kuytun,China,44.20N,84.97E
1968-09-01,10.863,0.441,Kuytun,China,44.20N,84.97E
1968-10-01,4.114,0.727,Kuytun,China,44.20N,84.97E
1968-11-01,-5.992000000000001,0.843,Kuytun,China,44.20N,84.97E
1968-12-01,-15.686,1.422,Kuytun,China,44.20N,84.97E
1969-01-01,-24.095,1.1179999999999999,Kuytun,China,44.20N,84.97E
1969-02-01,-22.816999999999997,1.351,Kuytun,China,44.20N,84.97E
1969-03-01,-5.215,1.2429999999999999,Kuytun,China,44.20N,84.97E
1969-04-01,7.507999999999999,0.561,Kuytun,China,44.20N,84.97E
1969-05-01,14.165999999999999,0.284,Kuytun,China,44.20N,84.97E
1969-06-01,18.160999999999998,0.603,Kuytun,China,44.20N,84.97E
1969-07-01,20.753,0.722,Kuytun,China,44.20N,84.97E
1969-08-01,17.887999999999998,0.228,Kuytun,China,44.20N,84.97E
1969-09-01,12.015999999999998,0.20600000000000002,Kuytun,China,44.20N,84.97E
1969-10-01,5.439,0.531,Kuytun,China,44.20N,84.97E
1969-11-01,-4.56,0.779,Kuytun,China,44.20N,84.97E
1969-12-01,-13.424000000000001,1.203,Kuytun,China,44.20N,84.97E
1970-01-01,-19.155,0.586,Kuytun,China,44.20N,84.97E
1970-02-01,-13.443,0.526,Kuytun,China,44.20N,84.97E
1970-03-01,-6.013999999999999,0.9640000000000001,Kuytun,China,44.20N,84.97E
1970-04-01,7.627999999999999,0.6970000000000001,Kuytun,China,44.20N,84.97E
1970-05-01,13.735999999999999,0.361,Kuytun,China,44.20N,84.97E
1970-06-01,18.062,0.504,Kuytun,China,44.20N,84.97E
1970-07-01,20.102999999999998,0.43,Kuytun,China,44.20N,84.97E
1970-08-01,19.230999999999998,0.39,Kuytun,China,44.20N,84.97E
1970-09-01,13.175,0.22899999999999998,Kuytun,China,44.20N,84.97E
1970-10-01,4.224,0.5329999999999999,Kuytun,China,44.20N,84.97E
1970-11-01,-5.855,1.1,Kuytun,China,44.20N,84.97E
1970-12-01,-16.97,1.171,Kuytun,China,44.20N,84.97E
1971-01-01,-20.295,0.368,Kuytun,China,44.20N,84.97E
1971-02-01,-15.815,0.34700000000000003,Kuytun,China,44.20N,84.97E
1971-03-01,-5.988,1.074,Kuytun,China,44.20N,84.97E
1971-04-01,7.521,0.6409999999999999,Kuytun,China,44.20N,84.97E
1971-05-01,13.411,0.306,Kuytun,China,44.20N,84.97E
1971-06-01,18.836,0.171,Kuytun,China,44.20N,84.97E
1971-07-01,19.512999999999998,0.474,Kuytun,China,44.20N,84.97E
1971-08-01,19.249000000000002,0.376,Kuytun,China,44.20N,84.97E
1971-09-01,13.08,0.39,Kuytun,China,44.20N,84.97E
1971-10-01,5.85,0.616,Kuytun,China,44.20N,84.97E
1971-11-01,-2.6260000000000003,0.763,Kuytun,China,44.20N,84.97E
1971-12-01,-10.116,0.795,Kuytun,China,44.20N,84.97E
1972-01-01,-18.723000000000006,1.037,Kuytun,China,44.20N,84.97E
1972-02-01,-20.603,1.656,Kuytun,China,44.20N,84.97E
1972-03-01,-4.271,1.0190000000000001,Kuytun,China,44.20N,84.97E
1972-04-01,7.6339999999999995,0.41200000000000003,Kuytun,China,44.20N,84.97E
1972-05-01,15.682,0.221,Kuytun,China,44.20N,84.97E
1972-06-01,18.762,0.45899999999999996,Kuytun,China,44.20N,84.97E
1972-07-01,18.49,0.664,Kuytun,China,44.20N,84.97E
1972-08-01,19.208,0.509,Kuytun,China,44.20N,84.97E
1972-09-01,12.272,0.302,Kuytun,China,44.20N,84.97E
1972-10-01,4.287,0.455,Kuytun,China,44.20N,84.97E
1972-11-01,-3.326,0.605,Kuytun,China,44.20N,84.97E
1972-12-01,-13.415999999999999,1.463,Kuytun,China,44.20N,84.97E
1973-01-01,-16.901000000000003,1.5,Kuytun,China,44.20N,84.97E
1973-02-01,-13.980999999999998,1.298,Kuytun,China,44.20N,84.97E
1973-03-01,-3.655,0.415,Kuytun,China,44.20N,84.97E
1973-04-01,8.91,0.41200000000000003,Kuytun,China,44.20N,84.97E
1973-05-01,13.015,0.239,Kuytun,China,44.20N,84.97E
1973-06-01,18.428,0.228,Kuytun,China,44.20N,84.97E
1973-07-01,21.275,0.204,Kuytun,China,44.20N,84.97E
1973-08-01,19.375999999999998,0.235,Kuytun,China,44.20N,84.97E
1973-09-01,13.453,0.17300000000000001,Kuytun,China,44.20N,84.97E
1973-10-01,3.905,0.45899999999999996,Kuytun,China,44.20N,84.97E
1973-11-01,-2.6519999999999997,0.713,Kuytun,China,44.20N,84.97E
1973-12-01,-12.838,1.205,Kuytun,China,44.20N,84.97E
1974-01-01,-19.287000000000006,1.068,Kuytun,China,44.20N,84.97E
1974-02-01,-19.931,0.884,Kuytun,China,44.20N,84.97E
1974-03-01,-5.284,0.521,Kuytun,China,44.20N,84.97E
1974-04-01,10.164,0.647,Kuytun,China,44.20N,84.97E
1974-05-01,16.578,0.32299999999999995,Kuytun,China,44.20N,84.97E
1974-06-01,19.410999999999998,0.284,Kuytun,China,44.20N,84.97E
1974-07-01,22.666999999999998,0.415,Kuytun,China,44.20N,84.97E
1974-08-01,19.137999999999998,0.40299999999999997,Kuytun,China,44.20N,84.97E
1974-09-01,12.547,0.253,Kuytun,China,44.20N,84.97E
1974-10-01,3.1830000000000003,0.519,Kuytun,China,44.20N,84.97E
1974-11-01,-3.8680000000000003,0.594,Kuytun,China,44.20N,84.97E
1974-12-01,-20.088,1.69,Kuytun,China,44.20N,84.97E
1975-01-01,-17.543000000000006,1.327,Kuytun,China,44.20N,84.97E
1975-02-01,-14.212,0.851,Kuytun,China,44.20N,84.97E
1975-03-01,-1.845,0.616,Kuytun,China,44.20N,84.97E
1975-04-01,6.8660000000000005,0.293,Kuytun,China,44.20N,84.97E
1975-05-01,12.282,0.131,Kuytun,China,44.20N,84.97E
1975-06-01,18.110000000000007,0.34,Kuytun,China,44.20N,84.97E
1975-07-01,21.018,0.496,Kuytun,China,44.20N,84.97E
1975-08-01,19.852999999999998,0.49,Kuytun,China,44.20N,84.97E
1975-09-01,13.682,0.49200000000000005,Kuytun,China,44.20N,84.97E
1975-10-01,5.172000000000001,0.423,Kuytun,China,44.20N,84.97E
1975-11-01,-7.939,0.555,Kuytun,China,44.20N,84.97E
1975-12-01,-18.383,1.506,Kuytun,China,44.20N,84.97E
1976-01-01,-17.982000000000006,1.274,Kuytun,China,44.20N,84.97E
1976-02-01,-13.744000000000002,0.307,Kuytun,China,44.20N,84.97E
1976-03-01,-6.5489999999999995,0.638,Kuytun,China,44.20N,84.97E
1976-04-01,6.577999999999999,0.316,Kuytun,China,44.20N,84.97E
1976-05-01,15.71,0.355,Kuytun,China,44.20N,84.97E
1976-06-01,18.608,0.3,Kuytun,China,44.20N,84.97E
1976-07-01,20.201,0.361,Kuytun,China,44.20N,84.97E
1976-08-01,18.726,0.436,Kuytun,China,44.20N,84.97E
1976-09-01,13.03,0.249,Kuytun,China,44.20N,84.97E
1976-10-01,3.937,0.364,Kuytun,China,44.20N,84.97E
1976-11-01,-9.502,1.25,Kuytun,China,44.20N,84.97E
1976-12-01,-18.895,0.613,Kuytun,China,44.20N,84.97E
1977-01-01,-23.572000000000006,1.122,Kuytun,China,44.20N,84.97E
1977-02-01,-18.924,1.74,Kuytun,China,44.20N,84.97E
1977-03-01,-5.84,1.061,Kuytun,China,44.20N,84.97E
1977-04-01,7.784,0.413,Kuytun,China,44.20N,84.97E
1977-05-01,14.24,0.485,Kuytun,China,44.20N,84.97E
1977-06-01,21.055999999999997,0.282,Kuytun,China,44.20N,84.97E
1977-07-01,19.965999999999998,0.21899999999999997,Kuytun,China,44.20N,84.97E
1977-08-01,20.186,0.243,Kuytun,China,44.20N,84.97E
1977-09-01,15.197,0.267,Kuytun,China,44.20N,84.97E
1977-10-01,6.074,0.325,Kuytun,China,44.20N,84.97E
1977-11-01,-2.13,0.254,Kuytun,China,44.20N,84.97E
1977-12-01,-13.991,0.941,Kuytun,China,44.20N,84.97E
1978-01-01,-22.581000000000003,0.878,Kuytun,China,44.20N,84.97E
1978-02-01,-18.043,0.873,Kuytun,China,44.20N,84.97E
1978-03-01,-3.534,0.644,Kuytun,China,44.20N,84.97E
1978-04-01,10.11,0.307,Kuytun,China,44.20N,84.97E
1978-05-01,14.773,0.184,Kuytun,China,44.20N,84.97E
1978-06-01,19.604000000000006,0.35600000000000004,Kuytun,China,44.20N,84.97E
1978-07-01,21.889,0.272,Kuytun,China,44.20N,84.97E
1978-08-01,18.408,0.266,Kuytun,China,44.20N,84.97E
1978-09-01,14.578,0.34700000000000003,Kuytun,China,44.20N,84.97E
1978-10-01,4.6339999999999995,0.26899999999999996,Kuytun,China,44.20N,84.97E
1978-11-01,-3.968,0.32899999999999996,Kuytun,China,44.20N,84.97E
1978-12-01,-10.849,0.6559999999999999,Kuytun,China,44.20N,84.97E
1979-01-01,-18.484,0.9670000000000001,Kuytun,China,44.20N,84.97E
1979-02-01,-12.826999999999998,1.094,Kuytun,China,44.20N,84.97E
1979-03-01,-6.0600000000000005,0.7240000000000001,Kuytun,China,44.20N,84.97E
1979-04-01,5.617999999999999,0.8909999999999999,Kuytun,China,44.20N,84.97E
1979-05-01,13.112,0.626,Kuytun,China,44.20N,84.97E
1979-06-01,18.544,0.20199999999999999,Kuytun,China,44.20N,84.97E
1979-07-01,20.168,0.19399999999999998,Kuytun,China,44.20N,84.97E
1979-08-01,19.615,0.391,Kuytun,China,44.20N,84.97E
1979-09-01,12.689,0.376,Kuytun,China,44.20N,84.97E
1979-10-01,6.907,0.8220000000000001,Kuytun,China,44.20N,84.97E
1979-11-01,-7.779,0.868,Kuytun,China,44.20N,84.97E
1979-12-01,-14.023,1.7080000000000002,Kuytun,China,44.20N,84.97E
1980-01-01,-20.994,0.8590000000000001,Kuytun,China,44.20N,84.97E
1980-02-01,-15.979000000000001,0.75,Kuytun,China,44.20N,84.97E
1980-03-01,-7.352,1.374,Kuytun,China,44.20N,84.97E
1980-04-01,7.047999999999999,0.5489999999999999,Kuytun,China,44.20N,84.97E
1980-05-01,15.982000000000001,0.115,Kuytun,China,44.20N,84.97E
1980-06-01,17.736,0.37,Kuytun,China,44.20N,84.97E
1980-07-01,21.381,0.354,Kuytun,China,44.20N,84.97E
1980-08-01,19.827,0.305,Kuytun,China,44.20N,84.97E
1980-09-01,14.013,0.174,Kuytun,China,44.20N,84.97E
1980-10-01,6.197,0.595,Kuytun,China,44.20N,84.97E
1980-11-01,-0.585,0.315,Kuytun,China,44.20N,84.97E
1980-12-01,-13.702,1.615,Kuytun,China,44.20N,84.97E
1981-01-01,-19.598000000000006,0.741,Kuytun,China,44.20N,84.97E
1981-02-01,-16.918,0.9470000000000001,Kuytun,China,44.20N,84.97E
1981-03-01,-2.225,1.153,Kuytun,China,44.20N,84.97E
1981-04-01,9.014,0.325,Kuytun,China,44.20N,84.97E
1981-05-01,15.6,0.294,Kuytun,China,44.20N,84.97E
1981-06-01,20.274,0.313,Kuytun,China,44.20N,84.97E
1981-07-01,20.909,0.47100000000000003,Kuytun,China,44.20N,84.97E
1981-08-01,18.823,0.536,Kuytun,China,44.20N,84.97E
1981-09-01,13.082,0.255,Kuytun,China,44.20N,84.97E
1981-10-01,2.789,0.511,Kuytun,China,44.20N,84.97E
1981-11-01,-7.221,1.1079999999999999,Kuytun,China,44.20N,84.97E
1981-12-01,-16.548000000000002,1.395,Kuytun,China,44.20N,84.97E
1982-01-01,-16.087000000000003,1.456,Kuytun,China,44.20N,84.97E
1982-02-01,-13.157,1.8,Kuytun,China,44.20N,84.97E
1982-03-01,-3.5989999999999998,1.218,Kuytun,China,44.20N,84.97E
1982-04-01,8.56,0.282,Kuytun,China,44.20N,84.97E
1982-05-01,15.555,0.295,Kuytun,China,44.20N,84.97E
1982-06-01,19.663,0.414,Kuytun,China,44.20N,84.97E
1982-07-01,20.980999999999998,0.311,Kuytun,China,44.20N,84.97E
1982-08-01,19.14,0.225,Kuytun,China,44.20N,84.97E
1982-09-01,12.97,0.39299999999999996,Kuytun,China,44.20N,84.97E
1982-10-01,6.8740000000000006,0.22,Kuytun,China,44.20N,84.97E
1982-11-01,-5.01,0.784,Kuytun,China,44.20N,84.97E
1982-12-01,-15.079,0.6809999999999999,Kuytun,China,44.20N,84.97E
1983-01-01,-16.232000000000006,1.216,Kuytun,China,44.20N,84.97E
1983-02-01,-12.049000000000001,0.7290000000000001,Kuytun,China,44.20N,84.97E
1983-03-01,-0.4969999999999999,0.723,Kuytun,China,44.20N,84.97E
1983-04-01,7.835,0.344,Kuytun,China,44.20N,84.97E
1983-05-01,13.651,0.18899999999999997,Kuytun,China,44.20N,84.97E
1983-06-01,17.96,0.337,Kuytun,China,44.20N,84.97E
1983-07-01,20.718000000000004,0.213,Kuytun,China,44.20N,84.97E
1983-08-01,20.655,0.115,Kuytun,China,44.20N,84.97E
1983-09-01,13.005999999999998,0.311,Kuytun,China,44.20N,84.97E
1983-10-01,5.287999999999999,0.5329999999999999,Kuytun,China,44.20N,84.97E
1983-11-01,-3.36,1.105,Kuytun,China,44.20N,84.97E
1983-12-01,-13.899,1.6580000000000001,Kuytun,China,44.20N,84.97E
1984-01-01,-21.319000000000006,1.507,Kuytun,China,44.20N,84.97E
1984-02-01,-19.292,0.5529999999999999,Kuytun,China,44.20N,84.97E
1984-03-01,-3.873,1.7369999999999999,Kuytun,China,44.20N,84.97E
1984-04-01,5.392,0.46799999999999997,Kuytun,China,44.20N,84.97E
1984-05-01,14.67,0.235,Kuytun,China,44.20N,84.97E
1984-06-01,18.493,0.237,Kuytun,China,44.20N,84.97E
1984-07-01,19.682,0.311,Kuytun,China,44.20N,84.97E
1984-08-01,20.452,0.315,Kuytun,China,44.20N,84.97E
1984-09-01,13.012,0.319,Kuytun,China,44.20N,84.97E
1984-10-01,4.104,0.44799999999999995,Kuytun,China,44.20N,84.97E
1984-11-01,-4.825,0.303,Kuytun,China,44.20N,84.97E
1984-12-01,-22.793000000000003,1.182,Kuytun,China,44.20N,84.97E
1985-01-01,-21.009,0.7509999999999999,Kuytun,China,44.20N,84.97E
1985-02-01,-14.691999999999998,0.5710000000000001,Kuytun,China,44.20N,84.97E
1985-03-01,-8.052999999999999,0.485,Kuytun,China,44.20N,84.97E
1985-04-01,8.486,0.39299999999999996,Kuytun,China,44.20N,84.97E
1985-05-01,13.389000000000001,0.298,Kuytun,China,44.20N,84.97E
1985-06-01,18.087000000000003,0.47100000000000003,Kuytun,China,44.20N,84.97E
1985-07-01,21.316000000000006,0.239,Kuytun,China,44.20N,84.97E
1985-08-01,19.618,0.32299999999999995,Kuytun,China,44.20N,84.97E
1985-09-01,13.043,0.45299999999999996,Kuytun,China,44.20N,84.97E
1985-10-01,4.589,0.262,Kuytun,China,44.20N,84.97E
1985-11-01,-6.072,0.465,Kuytun,China,44.20N,84.97E
1985-12-01,-14.731,0.865,Kuytun,China,44.20N,84.97E
1986-01-01,-19.41,1.317,Kuytun,China,44.20N,84.97E
1986-02-01,-16.227,0.7829999999999999,Kuytun,China,44.20N,84.97E
1986-03-01,-4.388999999999999,0.6859999999999999,Kuytun,China,44.20N,84.97E
1986-04-01,6.479,0.31,Kuytun,China,44.20N,84.97E
1986-05-01,15.334000000000001,0.309,Kuytun,China,44.20N,84.97E
1986-06-01,17.715999999999998,0.382,Kuytun,China,44.20N,84.97E
1986-07-01,22.017,0.306,Kuytun,China,44.20N,84.97E
1986-08-01,19.247,0.424,Kuytun,China,44.20N,84.97E
1986-09-01,14.238,0.321,Kuytun,China,44.20N,84.97E
1986-10-01,4.622,0.43200000000000005,Kuytun,China,44.20N,84.97E
1986-11-01,-6.5729999999999995,0.924,Kuytun,China,44.20N,84.97E
1986-12-01,-15.210999999999999,0.511,Kuytun,China,44.20N,84.97E
1987-01-01,-17.619,1.1079999999999999,Kuytun,China,44.20N,84.97E
1987-02-01,-12.230999999999998,0.764,Kuytun,China,44.20N,84.97E
1987-03-01,-5.327999999999999,0.276,Kuytun,China,44.20N,84.97E
1987-04-01,7.294,0.441,Kuytun,China,44.20N,84.97E
1987-05-01,14.17,0.32899999999999996,Kuytun,China,44.20N,84.97E
1987-06-01,16.643,0.601,Kuytun,China,44.20N,84.97E
1987-07-01,21.948,0.37,Kuytun,China,44.20N,84.97E
1987-08-01,20.455,0.45799999999999996,Kuytun,China,44.20N,84.97E
1987-09-01,13.845,0.44799999999999995,Kuytun,China,44.20N,84.97E
1987-10-01,1.5730000000000002,0.5479999999999999,Kuytun,China,44.20N,84.97E
1987-11-01,-8.016,0.997,Kuytun,China,44.20N,84.97E
1987-12-01,-13.501,1.178,Kuytun,China,44.20N,84.97E
1988-01-01,-18.233,0.9059999999999999,Kuytun,China,44.20N,84.97E
1988-02-01,-19.82,1.139,Kuytun,China,44.20N,84.97E
1988-03-01,-7.5939999999999985,0.611,Kuytun,China,44.20N,84.97E
1988-04-01,7.435,0.875,Kuytun,China,44.20N,84.97E
1988-05-01,11.729000000000001,0.597,Kuytun,China,44.20N,84.97E
1988-06-01,18.668000000000006,0.545,Kuytun,China,44.20N,84.97E
1988-07-01,20.741999999999997,0.342,Kuytun,China,44.20N,84.97E
1988-08-01,18.980999999999998,0.374,Kuytun,China,44.20N,84.97E
1988-09-01,15.174000000000001,0.405,Kuytun,China,44.20N,84.97E
1988-10-01,4.475,0.263,Kuytun,China,44.20N,84.97E
1988-11-01,-3.0780000000000003,0.805,Kuytun,China,44.20N,84.97E
1988-12-01,-10.834000000000001,1.168,Kuytun,China,44.20N,84.97E
1989-01-01,-17.999000000000006,0.708,Kuytun,China,44.20N,84.97E
1989-02-01,-16.756999999999998,0.912,Kuytun,China,44.20N,84.97E
1989-03-01,-4.239,0.894,Kuytun,China,44.20N,84.97E
1989-04-01,6.136,0.228,Kuytun,China,44.20N,84.97E
1989-05-01,15.094000000000001,0.364,Kuytun,China,44.20N,84.97E
1989-06-01,18.003,0.34299999999999997,Kuytun,China,44.20N,84.97E
1989-07-01,20.926,0.287,Kuytun,China,44.20N,84.97E
1989-08-01,19.471,0.54,Kuytun,China,44.20N,84.97E
1989-09-01,13.537,0.309,Kuytun,China,44.20N,84.97E
1989-10-01,6.149,0.562,Kuytun,China,44.20N,84.97E
1989-11-01,-5.033,0.588,Kuytun,China,44.20N,84.97E
1989-12-01,-7.592,1.5219999999999998,Kuytun,China,44.20N,84.97E
1990-01-01,-17.105999999999998,1.246,Kuytun,China,44.20N,84.97E
1990-02-01,-14.425999999999998,0.7040000000000001,Kuytun,China,44.20N,84.97E
1990-03-01,-3.022,1.203,Kuytun,China,44.20N,84.97E
1990-04-01,7.212000000000001,0.17,Kuytun,China,44.20N,84.97E
1990-05-01,15.175999999999998,0.312,Kuytun,China,44.20N,84.97E
1990-06-01,21.076,0.451,Kuytun,China,44.20N,84.97E
1990-07-01,20.221,0.613,Kuytun,China,44.20N,84.97E
1990-08-01,19.266,0.336,Kuytun,China,44.20N,84.97E
1990-09-01,14.747,0.444,Kuytun,China,44.20N,84.97E
1990-10-01,6.145,0.41700000000000004,Kuytun,China,44.20N,84.97E
1990-11-01,-3.858,0.41100000000000003,Kuytun,China,44.20N,84.97E
1990-12-01,-12.020999999999999,0.49700000000000005,Kuytun,China,44.20N,84.97E
1991-01-01,-18.063,0.395,Kuytun,China,44.20N,84.97E
1991-02-01,-16.747999999999998,0.496,Kuytun,China,44.20N,84.97E
1991-03-01,-5.308,0.45899999999999996,Kuytun,China,44.20N,84.97E
1991-04-01,8.588,0.33399999999999996,Kuytun,China,44.20N,84.97E
1991-05-01,15.532,0.462,Kuytun,China,44.20N,84.97E
1991-06-01,19.724,0.17600000000000002,Kuytun,China,44.20N,84.97E
1991-07-01,21.679,0.368,Kuytun,China,44.20N,84.97E
1991-08-01,18.583,0.513,Kuytun,China,44.20N,84.97E
1991-09-01,14.745,0.311,Kuytun,China,44.20N,84.97E
1991-10-01,6.138999999999999,0.86,Kuytun,China,44.20N,84.97E
1991-11-01,-4.522,0.575,Kuytun,China,44.20N,84.97E
1991-12-01,-13.242,0.6779999999999999,Kuytun,China,44.20N,84.97E
1992-01-01,-17.482000000000006,0.597,Kuytun,China,44.20N,84.97E
1992-02-01,-13.604000000000001,0.551,Kuytun,China,44.20N,84.97E
1992-03-01,-3.906,0.799,Kuytun,China,44.20N,84.97E
1992-04-01,9.31,0.31,Kuytun,China,44.20N,84.97E
1992-05-01,13.536,0.59,Kuytun,China,44.20N,84.97E
1992-06-01,18.444000000000006,0.298,Kuytun,China,44.20N,84.97E
1992-07-01,20.585,0.273,Kuytun,China,44.20N,84.97E
1992-08-01,17.704,0.295,Kuytun,China,44.20N,84.97E
1992-09-01,10.565999999999999,0.593,Kuytun,China,44.20N,84.97E
1992-10-01,3.6060000000000003,0.7070000000000001,Kuytun,China,44.20N,84.97E
1992-11-01,-6.222,1.101,Kuytun,China,44.20N,84.97E
1992-12-01,-13.575999999999999,0.652,Kuytun,China,44.20N,84.97E
1993-01-01,-20.144,1.5190000000000001,Kuytun,China,44.20N,84.97E
1993-02-01,-11.880999999999998,1.216,Kuytun,China,44.20N,84.97E
1993-03-01,-2.655,0.53,Kuytun,China,44.20N,84.97E
1993-04-01,6.892,0.39299999999999996,Kuytun,China,44.20N,84.97E
1993-05-01,12.262,0.387,Kuytun,China,44.20N,84.97E
1993-06-01,18.776000000000003,0.721,Kuytun,China,44.20N,84.97E
1993-07-01,20.249,0.509,Kuytun,China,44.20N,84.97E
1993-08-01,17.992,0.527,Kuytun,China,44.20N,84.97E
1993-09-01,13.106,0.365,Kuytun,China,44.20N,84.97E
1993-10-01,4.33,0.242,Kuytun,China,44.20N,84.97E
1993-11-01,-7.452000000000001,1.473,Kuytun,China,44.20N,84.97E
1993-12-01,-17.317,2.447,Kuytun,China,44.20N,84.97E
1994-01-01,-20.180999999999997,1.1159999999999999,Kuytun,China,44.20N,84.97E
1994-02-01,-16.509999999999998,0.451,Kuytun,China,44.20N,84.97E
1994-03-01,-4.981,1.228,Kuytun,China,44.20N,84.97E
1994-04-01,6.321000000000001,0.371,Kuytun,China,44.20N,84.97E
1994-05-01,15.184000000000001,0.505,Kuytun,China,44.20N,84.97E
1994-06-01,19.269,0.8420000000000001,Kuytun,China,44.20N,84.97E
1994-07-01,21.468000000000004,0.262,Kuytun,China,44.20N,84.97E
1994-08-01,19.521,0.39,Kuytun,China,44.20N,84.97E
1994-09-01,11.549000000000001,0.47,Kuytun,China,44.20N,84.97E
1994-10-01,3.73,0.342,Kuytun,China,44.20N,84.97E
1994-11-01,-0.3369999999999997,0.6990000000000001,Kuytun,China,44.20N,84.97E
1994-12-01,-13.799000000000001,2.209,Kuytun,China,44.20N,84.97E
1995-01-01,-21.342,1.465,Kuytun,China,44.20N,84.97E
1995-02-01,-13.65,1.361,Kuytun,China,44.20N,84.97E
1995-03-01,-4.102,1.5230000000000001,Kuytun,China,44.20N,84.97E
1995-04-01,8.385,0.251,Kuytun,China,44.20N,84.97E
1995-05-01,14.397,0.589,Kuytun,China,44.20N,84.97E
1995-06-01,19.793000000000006,0.5920000000000001,Kuytun,China,44.20N,84.97E
1995-07-01,20.881,0.317,Kuytun,China,44.20N,84.97E
1995-08-01,19.766,0.247,Kuytun,China,44.20N,84.97E
1995-09-01,14.877,0.38299999999999995,Kuytun,China,44.20N,84.97E
1995-10-01,4.518,0.6629999999999999,Kuytun,China,44.20N,84.97E
1995-11-01,-3.926,1.124,Kuytun,China,44.20N,84.97E
1995-12-01,-16.240000000000002,1.875,Kuytun,China,44.20N,84.97E
