113,0.8390000000000001,Kuytun,China,44.20N,84.97E
1852-06-01,25.226,1.0959999999999999,La Ceiba,Honduras,15.27N,87.50W
1852-07-01,24.749000000000002,1.4469999999999998,La Ceiba,Honduras,15.27N,87.50W
1852-08-01,24.965999999999998,1.39,La Ceiba,Honduras,15.27N,87.50W
1852-09-01,24.43,1.165,La Ceiba,Honduras,15.27N,87.50W
1852-10-01,22.629,1.51,La Ceiba,Honduras,15.27N,87.50W
1852-11-01,21.935,2.035,La Ceiba,Honduras,15.27N,87.50W
1852-12-01,21.993000000000002,1.6540000000000001,La Ceiba,Honduras,15.27N,87.50W
1853-01-01,19.984,1.44,La Ceiba,Honduras,15.27N,87.50W
1853-02-01,20.952,1.511,La Ceiba,Honduras,15.27N,87.50W
1853-03-01,23.39,1.6540000000000001,La Ceiba,Honduras,15.27N,87.50W
1853-04-01,24.789,1.296,La Ceiba,Honduras,15.27N,87.50W
1853-05-01,25.85,1.128,La Ceiba,Honduras,15.27N,87.50W
1853-06-01,24.769,1.526,La Ceiba,Honduras,15.27N,87.50W
1853-07-01,25.029,0.987,La Ceiba,Honduras,15.27N,87.50W
1853-08-01,24.65,1.105,La Ceiba,Honduras,15.27N,87.50W
1853-09-01,24.354,1.001,La Ceiba,Honduras,15.27N,87.50W
1853-10-01,23.450000000000006,1.3090000000000002,La Ceiba,Honduras,15.27N,87.50W
1853-11-01,21.467,1.921,La Ceiba,Honduras,15.27N,87.50W
1853-12-01,20.340999999999998,1.364,La Ceiba,Honduras,15.27N,87.50W
1854-01-01,20.517,1.751,La Ceiba,Honduras,15.27N,87.50W
1854-02-01,21.135,1.555,La Ceiba,Honduras,15.27N,87.50W
1854-03-01,24.32,1.466,La Ceiba,Honduras,15.27N,87.50W
1854-04-01,24.408,1.2009999999999998,La Ceiba,Honduras,15.27N,87.50W
1854-05-01,26.089000000000002,1.121,La Ceiba,Honduras,15.27N,87.50W
1854-06-01,24.986,1.235,La Ceiba,Honduras,15.27N,87.50W
1854-07-01,24.173000000000002,1.365,La Ceiba,Honduras,15.27N,87.50W
1854-08-01,24.18,1.5719999999999998,La Ceiba,Honduras,15.27N,87.50W
1854-09-01,23.829,1.175,La Ceiba,Honduras,15.27N,87.50W
1854-10-01,23.221999999999998,1.646,La Ceiba,Honduras,15.27N,87.50W
1854-11-01,21.212,1.4680000000000002,La Ceiba,Honduras,15.27N,87.50W
1854-12-01,20.227,2.556,La Ceiba,Honduras,15.27N,87.50W
1855-01-01,21.04,2.0869999999999997,La Ceiba,Honduras,15.27N,87.50W
1855-02-01,21.268,1.775,La Ceiba,Honduras,15.27N,87.50W
1855-03-01,23.311,1.565,La Ceiba,Honduras,15.27N,87.50W
1855-04-01,25.158,1.7519999999999998,La Ceiba,Honduras,15.27N,87.50W
1855-05-01,26.278000000000002,1.5659999999999998,La Ceiba,Honduras,15.27N,87.50W
1855-06-01,25.302,1.2209999999999999,La Ceiba,Honduras,15.27N,87.50W
1855-07-01,23.81,1.2409999999999999,La Ceiba,Honduras,15.27N,87.50W
1855-08-01,24.573,1.432,La Ceiba,Honduras,15.27N,87.50W
1855-09-01,23.932,1.224,La Ceiba,Honduras,15.27N,87.50W
1855-10-01,22.511000000000006,1.463,La Ceiba,Honduras,15.27N,87.50W
1855-11-01,21.91,1.2890000000000001,La Ceiba,Honduras,15.27N,87.50W
1855-12-01,20.837,1.775,La Ceiba,Honduras,15.27N,87.50W
1856-01-01,20.603,1.6869999999999998,La Ceiba,Honduras,15.27N,87.50W
1856-02-01,21.854,1.804,La Ceiba,Honduras,15.27N,87.50W
1856-03-01,24.314,1.6880000000000002,La Ceiba,Honduras,15.27N,87.50W
1856-04-01,24.822,1.411,La Ceiba,Honduras,15.27N,87.50W
1856-05-01,25.943,1.5490000000000002,La Ceiba,Honduras,15.27N,87.50W
1856-06-01,25.689,1.839,La Ceiba,Honduras,15.27N,87.50W
1856-07-01,24.414,1.046,La Ceiba,Honduras,15.27N,87.50W
1856-08-01,24.991999999999997,1.382,La Ceiba,Honduras,15.27N,87.50W
1856-09-01,24.075,1.256,La Ceiba,Honduras,15.27N,87.50W
1856-10-01,22.381,1.351,La Ceiba,Honduras,15.27N,87.50W
1856-11-01,21.864,1.624,La Ceiba,Honduras,15.27N,87.50W
1856-12-01,21.445,1.474,La Ceiba,Honduras,15.27N,87.50W
1857-01-01,20.921,1.517,La Ceiba,Honduras,15.27N,87.50W
1857-02-01,21.419,2.391,La Ceiba,Honduras,15.27N,87.50W
1857-03-01,22.427,1.984,La Ceiba,Honduras,15.27N,87.50W
1857-04-01,24.916999999999998,2.27,La Ceiba,Honduras,15.27N,87.50W
1857-05-01,25.463,1.6369999999999998,La Ceiba,Honduras,15.27N,87.50W
1857-06-01,25.34,1.567,La Ceiba,Honduras,15.27N,87.50W
1857-07-01,24.75,1.153,La Ceiba,Honduras,15.27N,87.50W
1857-08-01,24.649,1.071,La Ceiba,Honduras,15.27N,87.50W
1857-09-01,24.180999999999997,0.912,La Ceiba,Honduras,15.27N,87.50W
1857-10-01,23.737,2.2840000000000003,La Ceiba,Honduras,15.27N,87.50W
1857-11-01,21.905,1.053,La Ceiba,Honduras,15.27N,87.50W
1857-12-01,20.601999999999997,1.905,La Ceiba,Honduras,15.27N,87.50W
1858-01-01,22.761,3.1630000000000003,La Ceiba,Honduras,15.27N,87.50W
1858-02-01,21.93,0.728,La Ceiba,Honduras,15.27N,87.50W
1858-03-01,22.416,2.134,La Ceiba,Honduras,15.27N,87.50W
1858-04-01,24.862,1.626,La Ceiba,Honduras,15.27N,87.50W
1858-05-01,26.546,1.2329999999999999,La Ceiba,Honduras,15.27N,87.50W
1858-06-01,25.686,2.3890000000000002,La Ceiba,Honduras,15.27N,87.50W
1858-07-01,24.126,1.4369999999999998,La Ceiba,Honduras,15.27N,87.50W
1858-08-01,24.405,0.883,La Ceiba,Honduras,15.27N,87.50W
1858-09-01,25.339,3.022,La Ceiba,Honduras,15.27N,87.50W
1858-10-01,23.535,1.514,La Ceiba,Honduras,15.27N,87.50W
1858-11-01,21.552,1.6340000000000001,La Ceiba,Honduras,15.27N,87.50W
1858-12-01,20.795,1.035,La Ceiba,Honduras,15.27N,87.50W
1859-01-01,20.721999999999998,1.031,La Ceiba,Honduras,15.27N,87.50W
1859-02-01,22.36,1.413,La Ceiba,Honduras,15.27N,87.50W
1859-03-01,24.441999999999997,1.673,La Ceiba,Honduras,15.27N,87.50W
1859-04-01,25.375,2.231,La Ceiba,Honduras,15.27N,87.50W
1859-05-01,26.017,0.9890000000000001,La Ceiba,Honduras,15.27N,87.50W
1859-06-01,24.818,1.619,La Ceiba,Honduras,15.27N,87.50W
1859-07-01,24.78,0.858,La Ceiba,Honduras,15.27N,87.50W
1859-08-01,24.915,0.556,La Ceiba,Honduras,15.27N,87.50W
1859-09-01,24.326,0.747,La Ceiba,Honduras,15.27N,87.50W
1859-10-01,23.307,1.006,La Ceiba,Honduras,15.27N,87.50W
1859-11-01,20.926,1.756,La Ceiba,Honduras,15.27N,87.50W
1859-12-01,20.132,1.47,La Ceiba,Honduras,15.27N,87.50W
1860-01-01,20.623,1.242,La Ceiba,Honduras,15.27N,87.50W
1860-02-01,21.482,1.197,La Ceiba,Honduras,15.27N,87.50W
1860-03-01,22.102,1.982,La Ceiba,Honduras,15.27N,87.50W
1860-04-01,25.19,0.9890000000000001,La Ceiba,Honduras,15.27N,87.50W
1860-05-01,24.799,1.25,La Ceiba,Honduras,15.27N,87.50W
1860-06-01,25.721999999999998,1.185,La Ceiba,Honduras,15.27N,87.50W
1860-07-01,24.531999999999996,1.215,La Ceiba,Honduras,15.27N,87.50W
1860-08-01,24.718000000000004,1.137,La Ceiba,Honduras,15.27N,87.50W
1860-09-01,24.676,0.736,La Ceiba,Honduras,15.27N,87.50W
1860-10-01,22.669,0.8440000000000001,La Ceiba,Honduras,15.27N,87.50W
1860-11-01,22.022,1.4480000000000002,La Ceiba,Honduras,15.27N,87.50W
1860-12-01,20.546,1.248,La Ceiba,Honduras,15.27N,87.50W
1861-01-01,20.813,1.8,La Ceiba,Honduras,15.27N,87.50W
1861-02-01,21.656,1.391,La Ceiba,Honduras,15.27N,87.50W
1861-03-01,23.425,1.274,La Ceiba,Honduras,15.27N,87.50W
1861-04-01,25.180999999999997,1.2770000000000001,La Ceiba,Honduras,15.27N,87.50W
1861-05-01,25.923000000000002,1.3090000000000002,La Ceiba,Honduras,15.27N,87.50W
1861-06-01,25.558000000000003,1.501,La Ceiba,Honduras,15.27N,87.50W
1861-07-01,25.031999999999996,1.242,La Ceiba,Honduras,15.27N,87.50W
1861-08-01,24.728,1.46,La Ceiba,Honduras,15.27N,87.50W
1861-09-01,24.482,1.525,La Ceiba,Honduras,15.27N,87.50W
1861-10-01,23.112,1.561,La Ceiba,Honduras,15.27N,87.50W
1861-11-01,22.56,1.7519999999999998,La Ceiba,Honduras,15.27N,87.50W
1861-12-01,21.31,1.9280000000000002,La Ceiba,Honduras,15.27N,87.50W
1862-01-01,21.219,1.77,La Ceiba,Honduras,15.27N,87.50W
1862-02-01,22.267,2.3819999999999997,La Ceiba,Honduras,15.27N,87.50W
1862-03-01,23.926,1.4569999999999999,La Ceiba,Honduras,15.27N,87.50W
1862-04-01,25.752,1.5430000000000001,La Ceiba,Honduras,15.27N,87.50W
1862-05-01,25.956,1.486,La Ceiba,Honduras,15.27N,87.50W
1862-06-01,25.269,1.148,La Ceiba,Honduras,15.27N,87.50W
1862-07-01,24.953000000000003,1.092,La Ceiba,Honduras,15.27N,87.50W
1862-08-01,25.061,1.495,La Ceiba,Honduras,15.27N,87.50W
1862-09-01,24.575,1.474,La Ceiba,Honduras,15.27N,87.50W
1862-10-01,22.678,1.7469999999999999,La Ceiba,Honduras,15.27N,87.50W
1862-11-01,21.059,1.466,La Ceiba,Honduras,15.27N,87.50W
1862-12-01,19.543,1.635,La Ceiba,Honduras,15.27N,87.50W
1863-01-01,20.793000000000003,2.031,La Ceiba,Honduras,15.27N,87.50W
1863-02-01,23.063000000000002,2.9619999999999997,La Ceiba,Honduras,15.27N,87.50W
1863-03-01,24.506,1.042,La Ceiba,Honduras,15.27N,87.50W
1863-04-01,24.986,2.2969999999999997,La Ceiba,Honduras,15.27N,87.50W
1863-05-01,25.825,1.55,La Ceiba,Honduras,15.27N,87.50W
1863-06-01,25.653000000000002,1.33,La Ceiba,Honduras,15.27N,87.50W
1863-07-01,24.725,1.105,La Ceiba,Honduras,15.27N,87.50W
1863-08-01,24.701,1.077,La Ceiba,Honduras,15.27N,87.50W
1863-09-01,24.287,1.18,La Ceiba,Honduras,15.27N,87.50W
1863-10-01,23.092,0.91,La Ceiba,Honduras,15.27N,87.50W
1863-11-01,21.54,1.111,La Ceiba,Honduras,15.27N,87.50W
1863-12-01,20.0,1.2,La Ceiba,Honduras,15.27N,87.50W
1864-01-01,21.285,1.838,La Ceiba,Honduras,15.27N,87.50W
1864-02-01,22.153000000000002,1.936,La Ceiba,Honduras,15.27N,87.50W
1864-03-01,22.751,1.656,La Ceiba,Honduras,15.27N,87.50W
1864-04-01,24.483,1.3130000000000002,La Ceiba,Honduras,15.27N,87.50W
1864-05-01,24.679000000000002,1.141,La Ceiba,Honduras,15.27N,87.50W
1864-06-01,25.225,1.092,La Ceiba,Honduras,15.27N,87.50W
1864-07-01,24.687,0.975,La Ceiba,Honduras,15.27N,87.50W
1864-08-01,24.278000000000002,1.193,La Ceiba,Honduras,15.27N,87.50W
1864-09-01,24.976,1.485,La Ceiba,Honduras,15.27N,87.50W
1864-10-01,22.916,1.1540000000000001,La Ceiba,Honduras,15.27N,87.50W
1864-11-01,21.572,1.554,La Ceiba,Honduras,15.27N,87.50W
1864-12-01,21.066999999999997,1.8559999999999999,La Ceiba,Honduras,15.27N,87.50W
1865-01-01,21.56,1.525,La Ceiba,Honduras,15.27N,87.50W
1865-02-01,21.911,1.8359999999999999,La Ceiba,Honduras,15.27N,87.50W
1865-03-01,23.265,1.405,La Ceiba,Honduras,15.27N,87.50W
1865-04-01,25.185,1.405,La Ceiba,Honduras,15.27N,87.50W
1865-05-01,26.06,1.272,La Ceiba,Honduras,15.27N,87.50W
1865-06-01,25.576999999999998,1.159,La Ceiba,Honduras,15.27N,87.50W
1865-07-01,24.961,1.169,La Ceiba,Honduras,15.27N,87.50W
1865-08-01,25.479,1.178,La Ceiba,Honduras,15.27N,87.50W
1865-09-01,24.081,1.209,La Ceiba,Honduras,15.27N,87.50W
1865-10-01,23.148000000000003,1.307,La Ceiba,Honduras,15.27N,87.50W
1865-11-01,21.813,1.575,La Ceiba,Honduras,15.27N,87.50W
1865-12-01,21.64,1.932,La Ceiba,Honduras,15.27N,87.50W
1866-01-01,21.225,1.3980000000000001,La Ceiba,Honduras,15.27N,87.50W
1866-02-01,21.464000000000002,1.632,La Ceiba,Honduras,15.27N,87.50W
1866-03-01,23.378,1.042,La Ceiba,Honduras,15.27N,87.50W
1866-04-01,24.745,1.1159999999999999,La Ceiba,Honduras,15.27N,87.50W
1866-05-01,26.025,1.274,La Ceiba,Honduras,15.27N,87.50W
1866-06-01,24.967,1.0290000000000001,La Ceiba,Honduras,15.27N,87.50W
1866-07-01,24.531999999999996,1.056,La Ceiba,Honduras,15.27N,87.50W
1866-08-01,24.734,0.978,La Ceiba,Honduras,15.27N,87.50W
1866-09-01,24.714,0.6829999999999999,La Ceiba,Honduras,15.27N,87.50W
1866-10-01,22.701999999999998,0.7829999999999999,La Ceiba,Honduras,15.27N,87.50W
1866-11-01,21.116999999999997,1.123,La Ceiba,Honduras,15.27N,87.50W
1866-12-01,21.329,1.349,La Ceiba,Honduras,15.27N,87.50W
1867-01-01,21.564,1.484,La Ceiba,Honduras,15.27N,87.50W
1867-02-01,22.654,0.857,La Ceiba,Honduras,15.27N,87.50W
1867-03-01,25.197,1.479,La Ceiba,Honduras,15.27N,87.50W
1867-04-01,25.505,1.045,La Ceiba,Honduras,15.27N,87.50W
1867-05-01,26.105,0.7,La Ceiba,Honduras,15.27N,87.50W
1867-06-01,25.701999999999998,0.875,La Ceiba,Honduras,15.27N,87.50W
1867-07-01,24.915,0.9420000000000001,La Ceiba,Honduras,15.27N,87.50W
1867-08-01,25.133000000000003,0.9109999999999999,La Ceiba,Honduras,15.27N,87.50W
1867-09-01,24.749,0.971,La Ceiba,Honduras,15.27N,87.50W
1867-10-01,23.136999999999997,1.008,La Ceiba,Honduras,15.27N,87.50W
1867-11-01,20.761999999999997,1.8090000000000002,La Ceiba,Honduras,15.27N,87.50W
1867-12-01,21.023000000000003,1.835,La Ceiba,Honduras,15.27N,87.50W
1868-01-01,21.548,1.2209999999999999,La Ceiba,Honduras,15.27N,87.50W
1868-02-01,21.048000000000002,1.7530000000000001,La Ceiba,Honduras,15.27N,87.50W
1868-03-01,24.148000000000003,1.003,La Ceiba,Honduras,15.27N,87.50W
1868-04-01,24.814,1.2570000000000001,La Ceiba,Honduras,15.27N,87.50W
1868-05-01,25.531,1.085,La Ceiba,Honduras,15.27N,87.50W
1868-06-01,24.944000000000003,0.723,La Ceiba,Honduras,15.27N,87.50W
1868-07-01,24.955,0.6609999999999999,La Ceiba,Honduras,15.27N,87.50W
1868-08-01,24.921999999999997,0.9109999999999999,La Ceiba,Honduras,15.27N,87.50W
1868-09-01,24.426,0.9470000000000001,La Ceiba,Honduras,15.27N,87.50W
1868-10-01,23.338,0.9670000000000001,La Ceiba,Honduras,15.27N,87.50W
1868-11-01,20.924,1.36,La Ceiba,Honduras,15.27N,87.50W
1868-12-01,20.295,1.2790000000000001,La Ceiba,Honduras,15.27N,87.50W
1869-01-01,23.013,1.86,La Ceiba,Honduras,15.27N,87.50W
1869-02-01,24.669,1.7369999999999999,La Ceiba,Honduras,15.27N,87.50W
1869-03-01,25.168000000000003,1.272,La Ceiba,Honduras,15.27N,87.50W
1869-04-01,27.045,1.5759999999999998,La Ceiba,Honduras,15.27N,87.50W
1869-05-01,26.851999999999997,0.981,La Ceiba,Honduras,15.27N,87.50W
1869-06-01,25.934,1.13,La Ceiba,Honduras,15.27N,87.50W
1869-07-01,25.499000000000002,1.213,La Ceiba,Honduras,15.27N,87.50W
1869-08-01,25.188000000000002,1.044,La Ceiba,Honduras,15.27N,87.50W
1869-09-01,25.493,1.0090000000000001,La Ceiba,Honduras,15.27N,87.50W
1869-10-01,23.393,1.253,La Ceiba,Honduras,15.27N,87.50W
1869-11-01,22.159000000000002,1.44,La Ceiba,Honduras,15.27N,87.50W
1869-12-01,20.263,1.8630000000000002,La Ceiba,Honduras,15.27N,87.50W
1870-01-01,21.62,1.476,La Ceiba,Honduras,15.27N,87.50W
1870-02-01,21.674,1.29,La Ceiba,Honduras,15.27N,87.50W
1870-03-01,24.177,1.324,La Ceiba,Honduras,15.27N,87.50W
1870-04-01,25.215999999999998,1.3090000000000002,La Ceiba,Honduras,15.27N,87.50W
1870-05-01,26.022,1.2690000000000001,La Ceiba,Honduras,15.27N,87.50W
1870-06-01,26.372,1.739,La Ceiba,Honduras,15.27N,87.50W
1870-07-01,25.402,1.2409999999999999,La Ceiba,Honduras,15.27N,87.50W
1870-08-01,25.171999999999997,1.1640000000000001,La Ceiba,Honduras,15.27N,87.50W
1870-09-01,25.785999999999998,1.33,La Ceiba,Honduras,15.27N,87.50W
1870-10-01,23.23,1.226,La Ceiba,Honduras,15.27N,87.50W
1870-11-01,21.337,1.683,La Ceiba,Honduras,15.27N,87.50W
1870-12-01,19.719,1.541,La Ceiba,Honduras,15.27N,87.50W
1871-01-01,20.298,1.5130000000000001,La Ceiba,Honduras,15.27N,87.50W
1871-02-01,22.175,1.733,La Ceiba,Honduras,15.27N,87.50W
1871-03-01,24.025,1.742,La Ceiba,Honduras,15.27N,87.50W
1871-04-01,25.526,1.395,La Ceiba,Honduras,15.27N,87.50W
1871-05-01,25.598000000000003,1.225,La Ceiba,Honduras,15.27N,87.50W
1871-06-01,24.951999999999998,1.486,La Ceiba,Honduras,15.27N,87.50W
1871-07-01,24.38,1.416,La Ceiba,Honduras,15.27N,87.50W
1871-08-01,25.159000000000002,0.89,La Ceiba,Honduras,15.27N,87.50W
1871-09-01,24.840999999999998,0.977,La Ceiba,Honduras,15.27N,87.50W
1871-10-01,22.97,1.162,La Ceiba,Honduras,15.27N,87.50W
1871-11-01,21.641,1.838,La Ceiba,Honduras,15.27N,87.50W
1871-12-01,20.452,1.541,La Ceiba,Honduras,15.27N,87.50W
1872-01-01,20.678,1.882,La Ceiba,Honduras,15.27N,87.50W
1872-02-01,22.463,2.079,La Ceiba,Honduras,15.27N,87.50W
1872-03-01,24.066,1.368,La Ceiba,Honduras,15.27N,87.50W
1872-04-01,25.988000000000003,2.053,La Ceiba,Honduras,15.27N,87.50W
1872-05-01,26.311999999999998,1.38,La Ceiba,Honduras,15.27N,87.50W
1872-06-01,25.795,1.3619999999999999,La Ceiba,Honduras,15.27N,87.50W
1872-07-01,25.042,1.696,La Ceiba,Honduras,15.27N,87.50W
1872-08-01,25.225,2.0709999999999997,La Ceiba,Honduras,15.27N,87.50W
1872-09-01,25.551,1.4709999999999999,La Ceiba,Honduras,15.27N,87.50W
1872-10-01,23.634,1.04,La Ceiba,Honduras,15.27N,87.50W
1872-11-01,21.421999999999997,1.395,La Ceiba,Honduras,15.27N,87.50W
1872-12-01,19.797,1.865,La Ceiba,Honduras,15.27N,87.50W
1873-01-01,20.194000000000003,1.3769999999999998,La Ceiba,Honduras,15.27N,87.50W
1873-02-01,23.162,1.409,La Ceiba,Honduras,15.27N,87.50W
1873-03-01,23.576,1.2790000000000001,La Ceiba,Honduras,15.27N,87.50W
1873-04-01,24.668000000000003,1.686,La Ceiba,Honduras,15.27N,87.50W
1873-05-01,26.072,1.265,La Ceiba,Honduras,15.27N,87.50W
1873-06-01,25.413,1.074,La Ceiba,Honduras,15.27N,87.50W
1873-07-01,24.84,1.213,La Ceiba,Honduras,15.27N,87.50W
1873-08-01,24.779,1.0859999999999999,La Ceiba,Honduras,15.27N,87.50W
1873-09-01,23.851,1.082,La Ceiba,Honduras,15.27N,87.50W
1873-10-01,22.464,1.217,La Ceiba,Honduras,15.27N,87.50W
1873-11-01,20.761,1.232,La Ceiba,Honduras,15.27N,87.50W
1873-12-01,21.639,1.314,La Ceiba,Honduras,15.27N,87.50W
1874-01-01,21.198,1.569,La Ceiba,Honduras,15.27N,87.50W
1874-02-01,23.29,1.545,La Ceiba,Honduras,15.27N,87.50W
1874-03-01,24.622,1.4369999999999998,La Ceiba,Honduras,15.27N,87.50W
1874-04-01,24.987,1.402,La Ceiba,Honduras,15.27N,87.50W
1874-05-01,25.706,1.153,La Ceiba,Honduras,15.27N,87.50W
1874-06-01,24.704,1.095,La Ceiba,Honduras,15.27N,87.50W
1874-07-01,24.326,1.268,La Ceiba,Honduras,15.27N,87.50W
1874-08-01,25.21,0.9440000000000001,La Ceiba,Honduras,15.27N,87.50W
1874-09-01,24.811999999999998,1.012,La Ceiba,Honduras,15.27N,87.50W
1874-10-01,23.055,1.327,La Ceiba,Honduras,15.27N,87.50W
1874-11-01,21.906999999999996,1.2930000000000001,La Ceiba,Honduras,15.27N,87.50W
1874-12-01,21.301,1.29,La Ceiba,Honduras,15.27N,87.50W
1875-01-01,20.65,1.942,La Ceiba,Honduras,15.27N,87.50W
1875-02-01,21.778000000000002,1.505,La Ceiba,Honduras,15.27N,87.50W
1875-03-01,23.89,1.507,La Ceiba,Honduras,15.27N,87.50W
1875-04-01,24.682,1.263,La Ceiba,Honduras,15.27N,87.50W
1875-05-01,26.136,1.06,La Ceiba,Honduras,15.27N,87.50W
1875-06-01,25.244,1.071,La Ceiba,Honduras,15.27N,87.50W
1875-07-01,24.809,0.915,La Ceiba,Honduras,15.27N,87.50W
1875-08-01,24.872,0.8909999999999999,La Ceiba,Honduras,15.27N,87.50W
1875-09-01,24.304,0.873,La Ceiba,Honduras,15.27N,87.50W
1875-10-01,23.033,1.069,La Ceiba,Honduras,15.27N,87.50W
1875-11-01,21.878,1.208,La Ceiba,Honduras,15.27N,87.50W
1875-12-01,21.46,1.192,La Ceiba,Honduras,15.27N,87.50W
1876-01-01,22.362,1.452,La Ceiba,Honduras,15.27N,87.50W
1876-02-01,22.956999999999997,1.868,La Ceiba,Honduras,15.27N,87.50W
1876-03-01,23.841,1.57,La Ceiba,Honduras,15.27N,87.50W
1876-04-01,25.323,1.197,La Ceiba,Honduras,15.27N,87.50W
1876-05-01,25.623,1.095,La Ceiba,Honduras,15.27N,87.50W
1876-06-01,25.522,1.09,La Ceiba,Honduras,15.27N,87.50W
1876-07-01,24.738000000000003,0.882,La Ceiba,Honduras,15.27N,87.50W
1876-08-01,24.954,0.9470000000000001,La Ceiba,Honduras,15.27N,87.50W
1876-09-01,24.787,1.136,La Ceiba,Honduras,15.27N,87.50W
1876-10-01,22.773000000000003,1.1,La Ceiba,Honduras,15.27N,87.50W
1876-11-01,21.404,1.218,La Ceiba,Honduras,15.27N,87.50W
1876-12-01,19.284000000000002,1.4140000000000001,La Ceiba,Honduras,15.27N,87.50W
1877-01-01,20.732,1.6059999999999999,La Ceiba,Honduras,15.27N,87.50W
1877-02-01,22.225,1.507,La Ceiba,Honduras,15.27N,87.50W
1877-03-01,23.22,1.32,La Ceiba,Honduras,15.27N,87.50W
1877-04-01,25.451,1.482,La Ceiba,Honduras,15.27N,87.50W
1877-05-01,25.872,1.31,La Ceiba,Honduras,15.27N,87.50W
1877-06-01,25.076999999999998,1.694,La Ceiba,Honduras,15.27N,87.50W
1877-07-01,25.399,1.026,La Ceiba,Honduras,15.27N,87.50W
1877-08-01,25.866999999999997,0.915,La Ceiba,Honduras,15.27N,87.50W
1877-09-01,25.625999999999998,0.925,La Ceiba,Honduras,15.27N,87.50W
1877-10-01,24.275,1.2570000000000001,La Ceiba,Honduras,15.27N,87.50W
1877-11-01,22.463,1.395,La Ceiba,Honduras,15.27N,87.50W
1877-12-01,21.548000000000002,2.591,La Ceiba,Honduras,15.27N,87.50W
1878-01-01,21.525,2.2,La Ceiba,Honduras,15.27N,87.50W
1878-02-01,23.284000000000002,1.629,La Ceiba,Honduras,15.27N,87.50W
1878-03-01,25.521,1.12,La Ceiba,Honduras,15.27N,87.50W
1878-04-01,26.999000000000002,0.9359999999999999,La Ceiba,Honduras,15.27N,87.50W
1878-05-01,27.014,1.053,La Ceiba,Honduras,15.27N,87.50W
1878-06-01,26.881999999999998,1.119,La Ceiba,Honduras,15.27N,87.50W
1878-07-01,25.695,0.9440000000000001,La Ceiba,Honduras,15.27N,87.50W
1878-08-01,25.329,0.8909999999999999,La Ceiba,Honduras,15.27N,87.50W
1878-09-01,25.203000000000003,0.8640000000000001,La Ceiba,Honduras,15.27N,87.50W
1878-10-01,23.763,0.9440000000000001,La Ceiba,Honduras,15.27N,87.50W
1878-11-01,22.51,1.127,La Ceiba,Honduras,15.27N,87.50W
1878-12-01,20.934,1.3090000000000002,La Ceiba,Honduras,15.27N,87.50W
1879-01-01,21.458,1.135,La Ceiba,Honduras,15.27N,87.50W
1879-02-01,21.911,1.043,La Ceiba,Honduras,15.27N,87.50W
1879-03-01,23.436,0.961,La Ceiba,Honduras,15.27N,87.50W
1879-04-01,25.513,1.16,La Ceiba,Honduras,15.27N,87.50W
1879-05-01,25.784000000000002,1.235,La Ceiba,Honduras,15.27N,87.50W
1879-06-01,24.814,1.137,La Ceiba,Honduras,15.27N,87.50W
1879-07-01,24.974,1.234,La Ceiba,Honduras,15.27N,87.50W
1879-08-01,24.982,1.19,La Ceiba,Honduras,15.27N,87.50W
1879-09-01,24.537,0.8959999999999999,La Ceiba,Honduras,15.27N,87.50W
1879-10-01,23.186999999999998,1.13,La Ceiba,Honduras,15.27N,87.50W
1879-11-01,21.819000000000003,1.3019999999999998,La Ceiba,Honduras,15.27N,87.50W
1879-12-01,20.851999999999997,1.315,La Ceiba,Honduras,15.27N,87.50W
1880-01-01,21.74,1.2790000000000001,La Ceiba,Honduras,15.27N,87.50W
1880-02-01,22.706,1.119,La Ceiba,Honduras,15.27N,87.50W
1880-03-01,24.459,1.3159999999999998,La Ceiba,Honduras,15.27N,87.50W
1880-04-01,24.978,1.225,La Ceiba,Honduras,15.27N,87.50W
1880-05-01,25.875999999999998,1.051,La Ceiba,Honduras,15.27N,87.50W
1880-06-01,25.04,0.9690000000000001,La Ceiba,Honduras,15.27N,87.50W
1880-07-01,24.801,0.8290000000000001,La Ceiba,Honduras,15.27N,87.50W
1880-08-01,25.164,1.089,La Ceiba,Honduras,15.27N,87.50W
1880-09-01,24.807,0.941,La Ceiba,Honduras,15.27N,87.50W
1880-10-01,23.425,0.998,La Ceiba,Honduras,15.27N,87.50W
1880-11-01,22.462,1.706,La Ceiba,Honduras,15.27N,87.50W
1880-12-01,20.901999999999997,1.06,La Ceiba,Honduras,15.27N,87.50W
1881-01-01,21.299,1.19,La Ceiba,Honduras,15.27N,87.50W
1881-02-01,21.838,1.026,La Ceiba,Honduras,15.27N,87.50W
1881-03-01,23.324,1.192,La Ceiba,Honduras,15.27N,87.50W
1881-04-01,24.929000000000002,1.056,La Ceiba,Honduras,15.27N,87.50W
1881-05-01,26.671999999999997,1.156,La Ceiba,Honduras,15.27N,87.50W
1881-06-01,25.771,1.315,La Ceiba,Honduras,15.27N,87.50W
1881-07-01,25.47,0.727,La Ceiba,Honduras,15.27N,87.50W
1881-08-01,25.486,0.6459999999999999,La Ceiba,Honduras,15.27N,87.50W
1881-09-01,24.611,0.8,La Ceiba,Honduras,15.27N,87.50W
1881-10-01,23.576999999999998,0.8959999999999999,La Ceiba,Honduras,15.27N,87.50W
1881-11-01,22.693,1.107,La Ceiba,Honduras,15.27N,87.50W
1881-12-01,21.281999999999996,1.3359999999999999,La Ceiba,Honduras,15.27N,87.50W
