6,0.311,Athens,Greece,37.78N,24.41E
1789-09-01,16.937,2.094,Atyrau,Kazakhstan,47.42N,50.92E
1789-10-01,5.51,2.9019999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1789-11-01,0.0050000000000000044,2.369,Atyrau,Kazakhstan,47.42N,50.92E
1789-12-01,-5.66,2.802,Atyrau,Kazakhstan,47.42N,50.92E
1790-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1790-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1791-01-01,-8.988,3.2089999999999996,Atyrau,Kazakhstan,47.42N,50.92E
1791-02-01,-7.159,3.1039999999999996,Atyrau,Kazakhstan,47.42N,50.92E
1791-03-01,-1.3430000000000002,2.783,Atyrau,Kazakhstan,47.42N,50.92E
1791-04-01,10.02,2.66,Atyrau,Kazakhstan,47.42N,50.92E
1791-05-01,17.004,2.089,Atyrau,Kazakhstan,47.42N,50.92E
1791-06-01,24.259,2.3,Atyrau,Kazakhstan,47.42N,50.92E
1791-07-01,24.719,2.242,Atyrau,Kazakhstan,47.42N,50.92E
1791-08-01,23.561999999999998,1.859,Atyrau,Kazakhstan,47.42N,50.92E
1791-09-01,16.035999999999998,2.425,Atyrau,Kazakhstan,47.42N,50.92E
1791-10-01,6.541,2.227,Atyrau,Kazakhstan,47.42N,50.92E
1791-11-01,0.8140000000000001,2.795,Atyrau,Kazakhstan,47.42N,50.92E
1791-12-01,-4.815,2.847,Atyrau,Kazakhstan,47.42N,50.92E
1792-01-01,-12.909,3.385,Atyrau,Kazakhstan,47.42N,50.92E
1792-02-01,-7.527,3.361,Atyrau,Kazakhstan,47.42N,50.92E
1792-03-01,-1.946,2.8339999999999996,Atyrau,Kazakhstan,47.42N,50.92E
1792-04-01,8.44,2.5540000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1792-05-01,18.704,2.136,Atyrau,Kazakhstan,47.42N,50.92E
1792-06-01,24.335,1.993,Atyrau,Kazakhstan,47.42N,50.92E
1792-07-01,25.967,2.261,Atyrau,Kazakhstan,47.42N,50.92E
1792-08-01,22.33,2.141,Atyrau,Kazakhstan,47.42N,50.92E
1792-09-01,18.230999999999998,2.265,Atyrau,Kazakhstan,47.42N,50.92E
1792-10-01,6.194,2.313,Atyrau,Kazakhstan,47.42N,50.92E
1792-11-01,-1.324,2.89,Atyrau,Kazakhstan,47.42N,50.92E
1792-12-01,-5.752000000000001,3.199,Atyrau,Kazakhstan,47.42N,50.92E
1793-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1793-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1794-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1795-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1796-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1797-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1798-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1799-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1800-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1801-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1802-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1803-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1804-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1805-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1806-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-10-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-11-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1807-12-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-01-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-02-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-03-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-04-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-05-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-06-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-07-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-08-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-09-01,,,Atyrau,Kazakhstan,47.42N,50.92E
1808-10-01,7.399,2.237,Atyrau,Kazakhstan,47.42N,50.92E
1808-11-01,-1.4909999999999999,2.708,Atyrau,Kazakhstan,47.42N,50.92E
1808-12-01,-10.214,2.988,Atyrau,Kazakhstan,47.42N,50.92E
1809-01-01,-14.759,3.6439999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1809-02-01,-10.885,3.313,Atyrau,Kazakhstan,47.42N,50.92E
1809-03-01,-5.821000000000001,3.333,Atyrau,Kazakhstan,47.42N,50.92E
1809-04-01,8.102,3.486,Atyrau,Kazakhstan,47.42N,50.92E
1809-05-01,15.454,2.379,Atyrau,Kazakhstan,47.42N,50.92E
1809-06-01,23.743000000000002,2.145,Atyrau,Kazakhstan,47.42N,50.92E
1809-07-01,23.664,2.471,Atyrau,Kazakhstan,47.42N,50.92E
1809-08-01,22.807,1.874,Atyrau,Kazakhstan,47.42N,50.92E
1809-09-01,15.950999999999999,2.291,Atyrau,Kazakhstan,47.42N,50.92E
1809-10-01,7.2360000000000015,4.016,Atyrau,Kazakhstan,47.42N,50.92E
1809-11-01,-4.561,2.83,Atyrau,Kazakhstan,47.42N,50.92E
1809-12-01,-7.362999999999999,3.3510000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1810-01-01,-11.921,3.658,Atyrau,Kazakhstan,47.42N,50.92E
1810-02-01,-8.607000000000001,3.298,Atyrau,Kazakhstan,47.42N,50.92E
1810-03-01,-1.432,2.735,Atyrau,Kazakhstan,47.42N,50.92E
1810-04-01,7.254,2.9019999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1810-05-01,15.23,2.31,Atyrau,Kazakhstan,47.42N,50.92E
1810-06-01,21.688000000000002,2.406,Atyrau,Kazakhstan,47.42N,50.92E
1810-07-01,23.414,2.259,Atyrau,Kazakhstan,47.42N,50.92E
1810-08-01,21.85,2.146,Atyrau,Kazakhstan,47.42N,50.92E
1810-09-01,13.708,2.089,Atyrau,Kazakhstan,47.42N,50.92E
1810-10-01,4.073,2.9419999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1810-11-01,-3.952,2.8689999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1810-12-01,-6.778,3.522,Atyrau,Kazakhstan,47.42N,50.92E
1811-01-01,-10.648,3.2319999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1811-02-01,-11.107000000000001,3.573,Atyrau,Kazakhstan,47.42N,50.92E
1811-03-01,-1.3849999999999998,2.9989999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1811-04-01,6.199999999999998,2.431,Atyrau,Kazakhstan,47.42N,50.92E
1811-05-01,15.641000000000002,2.438,Atyrau,Kazakhstan,47.42N,50.92E
1811-06-01,22.101,2.075,Atyrau,Kazakhstan,47.42N,50.92E
1811-07-01,22.964000000000002,2.314,Atyrau,Kazakhstan,47.42N,50.92E
1811-08-01,23.671,2.8080000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1811-09-01,14.413,2.862,Atyrau,Kazakhstan,47.42N,50.92E
1811-10-01,3.892,3.855,Atyrau,Kazakhstan,47.42N,50.92E
1811-11-01,-2.5469999999999997,3.338,Atyrau,Kazakhstan,47.42N,50.92E
1811-12-01,-5.511,3.073,Atyrau,Kazakhstan,47.42N,50.92E
1812-01-01,-10.66,3.281,Atyrau,Kazakhstan,47.42N,50.92E
1812-02-01,-12.564,2.388,Atyrau,Kazakhstan,47.42N,50.92E
1812-03-01,-4.753,2.612,Atyrau,Kazakhstan,47.42N,50.92E
1812-04-01,8.199,3.4760000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1812-05-01,16.066000000000006,2.199,Atyrau,Kazakhstan,47.42N,50.92E
1812-06-01,22.413,1.851,Atyrau,Kazakhstan,47.42N,50.92E
1812-07-01,27.951,1.965,Atyrau,Kazakhstan,47.42N,50.92E
1812-08-01,26.858,1.9909999999999999,Atyrau,Kazakhstan,47.42N,50.92E
1812-09-01,14.232000000000001,2.7039999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1812-10-01,5.795,2.576,Atyrau,Kazakhstan,47.42N,50.92E
1812-11-01,-1.4380000000000002,3.627,Atyrau,Kazakhstan,47.42N,50.92E
1812-12-01,-11.915,3.045,Atyrau,Kazakhstan,47.42N,50.92E
1813-01-01,-16.858,3.08,Atyrau,Kazakhstan,47.42N,50.92E
1813-02-01,-10.413,2.483,Atyrau,Kazakhstan,47.42N,50.92E
1813-03-01,-5.2589999999999995,3.6060000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1813-04-01,9.357000000000001,2.106,Atyrau,Kazakhstan,47.42N,50.92E
1813-05-01,18.834000000000003,3.7430000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1813-06-01,23.513,1.705,Atyrau,Kazakhstan,47.42N,50.92E
1813-07-01,25.992,2.424,Atyrau,Kazakhstan,47.42N,50.92E
1813-08-01,23.397,1.5719999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1813-09-01,16.98,2.613,Atyrau,Kazakhstan,47.42N,50.92E
1813-10-01,7.075,1.979,Atyrau,Kazakhstan,47.42N,50.92E
1813-11-01,2.761,2.8139999999999996,Atyrau,Kazakhstan,47.42N,50.92E
1813-12-01,-7.474,2.6910000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1814-01-01,-10.564,3.1069999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1814-02-01,-9.439,2.821,Atyrau,Kazakhstan,47.42N,50.92E
1814-03-01,-2.39,2.549,Atyrau,Kazakhstan,47.42N,50.92E
1814-04-01,7.75,1.9480000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1814-05-01,14.533,1.899,Atyrau,Kazakhstan,47.42N,50.92E
1814-06-01,23.246,1.786,Atyrau,Kazakhstan,47.42N,50.92E
1814-07-01,22.953000000000003,1.715,Atyrau,Kazakhstan,47.42N,50.92E
1814-08-01,22.518,1.7530000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1814-09-01,15.799000000000001,2.026,Atyrau,Kazakhstan,47.42N,50.92E
1814-10-01,4.8069999999999995,3.318,Atyrau,Kazakhstan,47.42N,50.92E
1814-11-01,0.8290000000000001,5.318,Atyrau,Kazakhstan,47.42N,50.92E
1814-12-01,-1.987,5.984,Atyrau,Kazakhstan,47.42N,50.92E
1815-01-01,-10.713,2.792,Atyrau,Kazakhstan,47.42N,50.92E
1815-02-01,-10.085,4.2410000000000005,Atyrau,Kazakhstan,47.42N,50.92E
1815-03-01,-3.424,3.325,Atyrau,Kazakhstan,47.42N,50.92E
1815-04-01,7.297000000000001,2.6639999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1815-05-01,16.309,2.5140000000000002,Atyrau,Kazakhstan,47.42N,50.92E
1815-06-01,21.279,2.17,Atyrau,Kazakhstan,47.42N,50.92E
1815-07-01,26.05,2.3409999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1815-08-01,23.349,2.4290000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1815-09-01,16.046,2.0580000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1815-10-01,5.553999999999999,2.721,Atyrau,Kazakhstan,47.42N,50.92E
1815-11-01,-0.7490000000000001,2.5610000000000004,Atyrau,Kazakhstan,47.42N,50.92E
1815-12-01,-10.076,2.537,Atyrau,Kazakhstan,47.42N,50.92E
1816-01-01,-9.03,3.397,Atyrau,Kazakhstan,47.42N,50.92E
1816-02-01,-12.575999999999999,3.0989999999999998,Atyrau,Kazakhstan,47.42N,50.92E
1816-03-01,-1.826,2.904,Atyrau,Kazakhstan,47.42N,50.92E
1816-04-01,7.651999999999999,2.737,Atyrau,Kazakhstan,47.42N,50.92E
1816-05-01,17.324,2.102,Atyrau,Kazakhstan,47.42N,50.92E
1816-06-01,22.101999999999997,1.733,Atyrau,Kazakhstan,47.42N,50.92E
1816-07-01,23.128,2.504,Atyrau,Kazakhstan,47.42N,50.92E
1816-08-01,22.561,1.618,Atyrau,Kazakhstan,47.42N,50.92E
1816-09-01,15.299000000000001,1.791,Atyrau,Kazakhstan,47.42N,50.92E
1816-10-01,4.115,4.811,Atyrau,Kazakhstan,47.42N,50.92E
1816-11-01,-0.565,5.712000000000001,Atyrau,Kazakhstan,47.42N,50.92E
1816-12-01,-8.727,2.623,Atyrau,Kazakhstan,47.42N,50.92E
1817-01-01,-9.737,4.316,Atyrau,Kazakhstan,47.42N,50.92E
1817-02-01,-6.654,3.9130000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1817-03-01,-0.4899999999999999,3.077,Atyrau,Kazakhstan,47.42N,50.92E
1817-04-01,8.991,2.461,Atyrau,Kazakhstan,47.42N,50.92E
1817-05-01,15.551000000000002,1.994,Atyrau,Kazakhstan,47.42N,50.92E
1817-06-01,20.382,2.061,Atyrau,Kazakhstan,47.42N,50.92E
1817-07-01,24.025,1.661,Atyrau,Kazakhstan,47.42N,50.92E
1817-08-01,24.281999999999996,1.649,Atyrau,Kazakhstan,47.42N,50.92E
1817-09-01,11.970999999999998,2.181,Atyrau,Kazakhstan,47.42N,50.92E
1817-10-01,3.5330000000000004,2.917,Atyrau,Kazakhstan,47.42N,50.92E
1817-11-01,-2.7889999999999997,2.362,Atyrau,Kazakhstan,47.42N,50.92E
1817-12-01,-10.859000000000002,2.911,Atyrau,Kazakhstan,47.42N,50.92E
1818-01-01,-9.799,3.3080000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1818-02-01,-10.245999999999999,2.4619999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1818-03-01,0.06200000000000005,2.705,Atyrau,Kazakhstan,47.42N,50.92E
1818-04-01,12.258,4.959,Atyrau,Kazakhstan,47.42N,50.92E
1818-05-01,18.865,2.946,Atyrau,Kazakhstan,47.42N,50.92E
1818-06-01,24.717,4.066,Atyrau,Kazakhstan,47.42N,50.92E
1818-07-01,25.223000000000003,1.82,Atyrau,Kazakhstan,47.42N,50.92E
1818-08-01,24.541999999999998,1.902,Atyrau,Kazakhstan,47.42N,50.92E
1818-09-01,15.217,1.994,Atyrau,Kazakhstan,47.42N,50.92E
1818-10-01,4.665,2.5980000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1818-11-01,-2.3369999999999997,3.543,Atyrau,Kazakhstan,47.42N,50.92E
1818-12-01,-7.978999999999999,2.474,Atyrau,Kazakhstan,47.42N,50.92E
1819-01-01,-11.053,2.91,Atyrau,Kazakhstan,47.42N,50.92E
1819-02-01,-11.185,2.658,Atyrau,Kazakhstan,47.42N,50.92E
1819-03-01,-3.575,5.89,Atyrau,Kazakhstan,47.42N,50.92E
1819-04-01,8.151,2.097,Atyrau,Kazakhstan,47.42N,50.92E
1819-05-01,16.115000000000002,2.234,Atyrau,Kazakhstan,47.42N,50.92E
1819-06-01,21.484,2.2569999999999997,Atyrau,Kazakhstan,47.42N,50.92E
1819-07-01,23.083000000000002,1.719,Atyrau,Kazakhstan,47.42N,50.92E
1819-08-01,21.261999999999997,1.7,Atyrau,Kazakhstan,47.42N,50.92E
1819-09-01,16.339000000000002,1.806,Atyrau,Kazakhstan,47.42N,50.92E
1819-10-01,9.245,2.767,Atyrau,Kazakhstan,47.42N,50.92E
1819-11-01,-0.5710000000000001,2.6630000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1819-12-01,-8.106,2.395,Atyrau,Kazakhstan,47.42N,50.92E
1820-01-01,-11.156,5.811,Atyrau,Kazakhstan,47.42N,50.92E
1820-02-01,-11.218,3.017,Atyrau,Kazakhstan,47.42N,50.92E
1820-03-01,-0.8869999999999999,3.568,Atyrau,Kazakhstan,47.42N,50.92E
1820-04-01,10.737,2.1790000000000003,Atyrau,Kazakhstan,47.42N,50.92E
1820-05-01,18.867,1.915,Atyrau,Kazakhstan,47.42N,50.92E
1820-06-01,22.697,1.689,Atyrau,Kazakhstan,47.42N,50.92E
1820-07-01,24.56,2.495,Atyrau,Kazakhstan,47.42N,50.92E
1820-08-01,21.156999999999996,2.088,Atyrau,Kazakhstan,47.42N,50.92E
1820-09-01,15.547,2.214,Atyrau,Kazakhstan,47.42N,50.92E
1820-10-01,5.83,2.097,Atyrau,Kazakhstan,47.42N,50.92E
1820-11-01,-1.418,1.765,Atyrau,Kazakhstan,47.42N,50.92E
