6,0.311,Athens,Greece,37.78N,24.41E
1814-06-01,10.365,1.8630000000000002,Augsburg,Germany,47.42N,10.66E
1814-07-01,14.196,3.763,Augsburg,Germany,47.42N,10.66E
1814-08-01,12.249,1.719,Augsburg,Germany,47.42N,10.66E
1814-09-01,7.4049999999999985,2.026,Augsburg,Germany,47.42N,10.66E
1814-10-01,4.029,5.197,Augsburg,Germany,47.42N,10.66E
1814-11-01,1.143,7.785,Augsburg,Germany,47.42N,10.66E
1814-12-01,-1.861,8.086,Augsburg,Germany,47.42N,10.66E
1815-01-01,-8.668,2.109,Augsburg,Germany,47.42N,10.66E
1815-02-01,-1.4390000000000005,7.101,Augsburg,Germany,47.42N,10.66E
1815-03-01,2.063,5.187,Augsburg,Germany,47.42N,10.66E
1815-04-01,4.868,2.176,Augsburg,Germany,47.42N,10.66E
1815-05-01,10.364,3.3739999999999997,Augsburg,Germany,47.42N,10.66E
1815-06-01,11.618,3.0260000000000002,Augsburg,Germany,47.42N,10.66E
1815-07-01,11.742,3.002,Augsburg,Germany,47.42N,10.66E
1815-08-01,11.598,2.6260000000000003,Augsburg,Germany,47.42N,10.66E
1815-09-01,9.524,1.3319999999999999,Augsburg,Germany,47.42N,10.66E
1815-10-01,5.322,4.107,Augsburg,Germany,47.42N,10.66E
1815-11-01,-2.6069999999999998,2.912,Augsburg,Germany,47.42N,10.66E
1815-12-01,-6.287999999999999,2.668,Augsburg,Germany,47.42N,10.66E
1816-01-01,-5.388999999999999,4.601,Augsburg,Germany,47.42N,10.66E
1816-02-01,-6.162000000000001,2.865,Augsburg,Germany,47.42N,10.66E
1816-03-01,-1.706,3.071,Augsburg,Germany,47.42N,10.66E
1816-04-01,3.4800000000000004,5.129,Augsburg,Germany,47.42N,10.66E
1816-05-01,7.071999999999999,2.492,Augsburg,Germany,47.42N,10.66E
1816-06-01,9.897,2.003,Augsburg,Germany,47.42N,10.66E
1816-07-01,11.162,2.555,Augsburg,Germany,47.42N,10.66E
1816-08-01,10.636,0.914,Augsburg,Germany,47.42N,10.66E
1816-09-01,8.674999999999999,1.173,Augsburg,Germany,47.42N,10.66E
1816-10-01,5.0840000000000005,7.569,Augsburg,Germany,47.42N,10.66E
1816-11-01,-1.865,8.556000000000001,Augsburg,Germany,47.42N,10.66E
1816-12-01,-5.324999999999998,2.35,Augsburg,Germany,47.42N,10.66E
1817-01-01,-2.6889999999999996,5.781000000000001,Augsburg,Germany,47.42N,10.66E
1817-02-01,-1.0630000000000002,3.3169999999999997,Augsburg,Germany,47.42N,10.66E
1817-03-01,-1.116,3.4330000000000003,Augsburg,Germany,47.42N,10.66E
1817-04-01,-0.6229999999999998,2.7689999999999997,Augsburg,Germany,47.42N,10.66E
1817-05-01,7.9449999999999985,2.948,Augsburg,Germany,47.42N,10.66E
1817-06-01,13.182,1.805,Augsburg,Germany,47.42N,10.66E
1817-07-01,12.785,1.5130000000000001,Augsburg,Germany,47.42N,10.66E
1817-08-01,12.454,2.459,Augsburg,Germany,47.42N,10.66E
1817-09-01,11.559000000000001,2.926,Augsburg,Germany,47.42N,10.66E
1817-10-01,1.6720000000000002,3.8110000000000004,Augsburg,Germany,47.42N,10.66E
1817-11-01,1.12,2.582,Augsburg,Germany,47.42N,10.66E
1817-12-01,-4.746,3.2030000000000003,Augsburg,Germany,47.42N,10.66E
1818-01-01,-3.747,4.458,Augsburg,Germany,47.42N,10.66E
1818-02-01,-2.668,2.214,Augsburg,Germany,47.42N,10.66E
1818-03-01,-0.009000000000000008,2.457,Augsburg,Germany,47.42N,10.66E
1818-04-01,5.638999999999999,7.127000000000001,Augsburg,Germany,47.42N,10.66E
1818-05-01,8.218,4.129,Augsburg,Germany,47.42N,10.66E
1818-06-01,12.995999999999999,5.452999999999999,Augsburg,Germany,47.42N,10.66E
1818-07-01,13.877,3.87,Augsburg,Germany,47.42N,10.66E
1818-08-01,11.741,1.439,Augsburg,Germany,47.42N,10.66E
1818-09-01,9.431000000000001,2.8930000000000002,Augsburg,Germany,47.42N,10.66E
1818-10-01,4.728,2.866,Augsburg,Germany,47.42N,10.66E
1818-11-01,1.224,6.412000000000001,Augsburg,Germany,47.42N,10.66E
1818-12-01,-5.483,2.045,Augsburg,Germany,47.42N,10.66E
1819-01-01,-4.334,3.4389999999999996,Augsburg,Germany,47.42N,10.66E
1819-02-01,-2.5970000000000004,4.081,Augsburg,Germany,47.42N,10.66E
1819-03-01,0.685,7.779,Augsburg,Germany,47.42N,10.66E
1819-04-01,5.641,1.51,Augsburg,Germany,47.42N,10.66E
1819-05-01,9.51,2.249,Augsburg,Germany,47.42N,10.66E
1819-06-01,12.484000000000002,1.8719999999999999,Augsburg,Germany,47.42N,10.66E
1819-07-01,14.143,1.3330000000000002,Augsburg,Germany,47.42N,10.66E
1819-08-01,13.511,1.886,Augsburg,Germany,47.42N,10.66E
1819-09-01,10.366,1.324,Augsburg,Germany,47.42N,10.66E
1819-10-01,4.703,1.7630000000000001,Augsburg,Germany,47.42N,10.66E
1819-11-01,-0.19899999999999995,2.6,Augsburg,Germany,47.42N,10.66E
1819-12-01,-4.239,2.437,Augsburg,Germany,47.42N,10.66E
1820-01-01,-7.733,8.479,Augsburg,Germany,47.42N,10.66E
1820-02-01,-2.9450000000000003,3.556,Augsburg,Germany,47.42N,10.66E
1820-03-01,-2.032,2.971,Augsburg,Germany,47.42N,10.66E
1820-04-01,5.885,1.3019999999999998,Augsburg,Germany,47.42N,10.66E
1820-05-01,10.055,2.246,Augsburg,Germany,47.42N,10.66E
1820-06-01,10.159,1.1159999999999999,Augsburg,Germany,47.42N,10.66E
1820-07-01,13.262,3.9939999999999998,Augsburg,Germany,47.42N,10.66E
1820-08-01,15.475,3.052,Augsburg,Germany,47.42N,10.66E
1820-09-01,8.256,1.9880000000000002,Augsburg,Germany,47.42N,10.66E
1820-10-01,4.1930000000000005,1.003,Augsburg,Germany,47.42N,10.66E
1820-11-01,-2.6710000000000003,1.016,Augsburg,Germany,47.42N,10.66E
1820-12-01,-5.401,1.742,Augsburg,Germany,47.42N,10.66E
1821-01-01,-3.642,3.804,Augsburg,Germany,47.42N,10.66E
1821-02-01,-5.569000000000001,5.166,Augsburg,Germany,47.42N,10.66E
1821-03-01,-0.437,1.8730000000000002,Augsburg,Germany,47.42N,10.66E
1821-04-01,5.7989999999999995,2.386,Augsburg,Germany,47.42N,10.66E
1821-05-01,7.856999999999998,2.001,Augsburg,Germany,47.42N,10.66E
1821-06-01,9.315,3.253,Augsburg,Germany,47.42N,10.66E
1821-07-01,11.841,2.541,Augsburg,Germany,47.42N,10.66E
1821-08-01,13.523,1.5730000000000002,Augsburg,Germany,47.42N,10.66E
1821-09-01,10.567,1.5330000000000001,Augsburg,Germany,47.42N,10.66E
1821-10-01,4.655,0.607,Augsburg,Germany,47.42N,10.66E
1821-11-01,2.219,2.983,Augsburg,Germany,47.42N,10.66E
1821-12-01,-1.0829999999999995,2.21,Augsburg,Germany,47.42N,10.66E
1822-01-01,-4.034,3.875,Augsburg,Germany,47.42N,10.66E
1822-02-01,-1.825,2.387,Augsburg,Germany,47.42N,10.66E
1822-03-01,3.455,1.314,Augsburg,Germany,47.42N,10.66E
1822-04-01,5.192,1.3880000000000001,Augsburg,Germany,47.42N,10.66E
1822-05-01,11.027000000000001,1.9409999999999998,Augsburg,Germany,47.42N,10.66E
1822-06-01,16.031,1.81,Augsburg,Germany,47.42N,10.66E
1822-07-01,14.524000000000001,1.206,Augsburg,Germany,47.42N,10.66E
1822-08-01,12.967,3.136,Augsburg,Germany,47.42N,10.66E
1822-09-01,10.077,2.612,Augsburg,Germany,47.42N,10.66E
1822-10-01,6.8450000000000015,1.544,Augsburg,Germany,47.42N,10.66E
1822-11-01,2.478,2.457,Augsburg,Germany,47.42N,10.66E
1822-12-01,-6.582999999999999,3.449,Augsburg,Germany,47.42N,10.66E
1823-01-01,-8.213000000000001,2.501,Augsburg,Germany,47.42N,10.66E
1823-02-01,-2.17,2.952,Augsburg,Germany,47.42N,10.66E
1823-03-01,-0.6609999999999999,1.818,Augsburg,Germany,47.42N,10.66E
1823-04-01,2.6820000000000004,3.147,Augsburg,Germany,47.42N,10.66E
1823-05-01,10.084,2.375,Augsburg,Germany,47.42N,10.66E
1823-06-01,10.885,2.738,Augsburg,Germany,47.42N,10.66E
1823-07-01,12.589,1.16,Augsburg,Germany,47.42N,10.66E
1823-08-01,14.073,1.6980000000000002,Augsburg,Germany,47.42N,10.66E
1823-09-01,10.470999999999998,1.79,Augsburg,Germany,47.42N,10.66E
1823-10-01,4.947,2.252,Augsburg,Germany,47.42N,10.66E
1823-11-01,-1.436,3.863,Augsburg,Germany,47.42N,10.66E
1823-12-01,-2.668,1.235,Augsburg,Germany,47.42N,10.66E
1824-01-01,-5.371,1.61,Augsburg,Germany,47.42N,10.66E
1824-02-01,-1.9390000000000005,3.012,Augsburg,Germany,47.42N,10.66E
1824-03-01,-1.338,1.788,Augsburg,Germany,47.42N,10.66E
1824-04-01,2.1910000000000003,2.517,Augsburg,Germany,47.42N,10.66E
1824-05-01,8.064,1.819,Augsburg,Germany,47.42N,10.66E
1824-06-01,10.895,3.3680000000000003,Augsburg,Germany,47.42N,10.66E
1824-07-01,14.518,4.083,Augsburg,Germany,47.42N,10.66E
1824-08-01,13.392000000000001,2.336,Augsburg,Germany,47.42N,10.66E
1824-09-01,11.121,2.373,Augsburg,Germany,47.42N,10.66E
1824-10-01,5.237,1.541,Augsburg,Germany,47.42N,10.66E
1824-11-01,1.8880000000000001,2.254,Augsburg,Germany,47.42N,10.66E
1824-12-01,0.05699999999999994,3.873,Augsburg,Germany,47.42N,10.66E
1825-01-01,-4.551,3.0210000000000004,Augsburg,Germany,47.42N,10.66E
1825-02-01,-4.273,1.992,Augsburg,Germany,47.42N,10.66E
1825-03-01,-2.398,3.0260000000000002,Augsburg,Germany,47.42N,10.66E
1825-04-01,5.8229999999999995,3.5039999999999996,Augsburg,Germany,47.42N,10.66E
1825-05-01,9.298,0.8420000000000001,Augsburg,Germany,47.42N,10.66E
1825-06-01,11.838,0.677,Augsburg,Germany,47.42N,10.66E
1825-07-01,13.729000000000001,3.182,Augsburg,Germany,47.42N,10.66E
1825-08-01,13.399000000000001,3.036,Augsburg,Germany,47.42N,10.66E
1825-09-01,10.771,2.6319999999999997,Augsburg,Germany,47.42N,10.66E
1825-10-01,4.284000000000002,2.351,Augsburg,Germany,47.42N,10.66E
1825-11-01,2.06,2.3369999999999997,Augsburg,Germany,47.42N,10.66E
1825-12-01,0.8320000000000003,1.01,Augsburg,Germany,47.42N,10.66E
1826-01-01,-9.657,1.839,Augsburg,Germany,47.42N,10.66E
1826-02-01,-2.359,2.359,Augsburg,Germany,47.42N,10.66E
1826-03-01,0.6579999999999999,2.181,Augsburg,Germany,47.42N,10.66E
1826-04-01,4.26,3.281,Augsburg,Germany,47.42N,10.66E
1826-05-01,7.242000000000001,1.892,Augsburg,Germany,47.42N,10.66E
1826-06-01,12.203,2.937,Augsburg,Germany,47.42N,10.66E
1826-07-01,15.072000000000001,1.334,Augsburg,Germany,47.42N,10.66E
1826-08-01,16.011,1.865,Augsburg,Germany,47.42N,10.66E
1826-09-01,11.69,3.01,Augsburg,Germany,47.42N,10.66E
1826-10-01,6.569,2.945,Augsburg,Germany,47.42N,10.66E
1826-11-01,-1.1,0.784,Augsburg,Germany,47.42N,10.66E
1826-12-01,-2.841,2.8819999999999997,Augsburg,Germany,47.42N,10.66E
1827-01-01,-5.731,3.074,Augsburg,Germany,47.42N,10.66E
1827-02-01,-7.642,1.53,Augsburg,Germany,47.42N,10.66E
1827-03-01,1.132,1.9240000000000002,Augsburg,Germany,47.42N,10.66E
1827-04-01,5.212000000000001,4.226,Augsburg,Germany,47.42N,10.66E
1827-05-01,10.415999999999999,3.04,Augsburg,Germany,47.42N,10.66E
1827-06-01,12.526,2.366,Augsburg,Germany,47.42N,10.66E
1827-07-01,15.887,1.3,Augsburg,Germany,47.42N,10.66E
1827-08-01,12.52,1.984,Augsburg,Germany,47.42N,10.66E
1827-09-01,10.031,1.2819999999999998,Augsburg,Germany,47.42N,10.66E
1827-10-01,6.437,1.0590000000000002,Augsburg,Germany,47.42N,10.66E
1827-11-01,-2.9570000000000003,0.9440000000000001,Augsburg,Germany,47.42N,10.66E
1827-12-01,-1.332,4.59,Augsburg,Germany,47.42N,10.66E
1828-01-01,-2.6510000000000002,3.073,Augsburg,Germany,47.42N,10.66E
1828-02-01,-3.2089999999999996,2.417,Augsburg,Germany,47.42N,10.66E
1828-03-01,0.583,2.4859999999999998,Augsburg,Germany,47.42N,10.66E
1828-04-01,4.585,2.5469999999999997,Augsburg,Germany,47.42N,10.66E
1828-05-01,9.567,3.159,Augsburg,Germany,47.42N,10.66E
1828-06-01,12.856,2.818,Augsburg,Germany,47.42N,10.66E
1828-07-01,14.553999999999998,1.909,Augsburg,Germany,47.42N,10.66E
1828-08-01,12.130999999999998,2.56,Augsburg,Germany,47.42N,10.66E
1828-09-01,10.032,1.3330000000000002,Augsburg,Germany,47.42N,10.66E
1828-10-01,4.147,2.104,Augsburg,Germany,47.42N,10.66E
1828-11-01,-0.131,1.786,Augsburg,Germany,47.42N,10.66E
1828-12-01,-2.266,2.908,Augsburg,Germany,47.42N,10.66E
1829-01-01,-7.231,1.7719999999999998,Augsburg,Germany,47.42N,10.66E
1829-02-01,-6.607,3.153,Augsburg,Germany,47.42N,10.66E
1829-03-01,-1.037,1.876,Augsburg,Germany,47.42N,10.66E
1829-04-01,4.203,1.7790000000000001,Augsburg,Germany,47.42N,10.66E
1829-05-01,8.342,4.52,Augsburg,Germany,47.42N,10.66E
1829-06-01,10.725,2.766,Augsburg,Germany,47.42N,10.66E
1829-07-01,13.939,1.45,Augsburg,Germany,47.42N,10.66E
1829-08-01,11.231,2.129,Augsburg,Germany,47.42N,10.66E
1829-09-01,9.029,2.477,Augsburg,Germany,47.42N,10.66E
1829-10-01,3.4139999999999997,2.609,Augsburg,Germany,47.42N,10.66E
1829-11-01,-3.1889999999999996,3.346,Augsburg,Germany,47.42N,10.66E
1829-12-01,-9.311,5.292000000000001,Augsburg,Germany,47.42N,10.66E
1830-01-01,-11.51,2.727,Augsburg,Germany,47.42N,10.66E
1830-02-01,-7.195,1.3969999999999998,Augsburg,Germany,47.42N,10.66E
1830-03-01,1.4480000000000002,1.535,Augsburg,Germany,47.42N,10.66E
1830-04-01,6.223000000000001,1.7269999999999999,Augsburg,Germany,47.42N,10.66E
1830-05-01,9.716000000000001,1.4480000000000002,Augsburg,Germany,47.42N,10.66E
1830-06-01,11.372,3.54,Augsburg,Germany,47.42N,10.66E
1830-07-01,14.858,2.338,Augsburg,Germany,47.42N,10.66E
1830-08-01,13.369000000000002,2.577,Augsburg,Germany,47.42N,10.66E
1830-09-01,7.97,3.199,Augsburg,Germany,47.42N,10.66E
1830-10-01,3.821,4.223,Augsburg,Germany,47.42N,10.66E
1830-11-01,0.907,2.015,Augsburg,Germany,47.42N,10.66E
1830-12-01,-4.18,2.467,Augsburg,Germany,47.42N,10.66E
1831-01-01,-6.747000000000001,2.609,Augsburg,Germany,47.42N,10.66E
1831-02-01,-2.7190000000000003,6.0520000000000005,Augsburg,Germany,47.42N,10.66E
1831-03-01,1.037,4.76,Augsburg,Germany,47.42N,10.66E
1831-04-01,5.8580000000000005,1.295,Augsburg,Germany,47.42N,10.66E
1831-05-01,8.577,3.525,Augsburg,Germany,47.42N,10.66E
1831-06-01,11.303,2.6639999999999997,Augsburg,Germany,47.42N,10.66E
1831-07-01,13.957,1.8219999999999998,Augsburg,Germany,47.42N,10.66E
1831-08-01,13.134,1.725,Augsburg,Germany,47.42N,10.66E
1831-09-01,8.488,2.052,Augsburg,Germany,47.42N,10.66E
1831-10-01,7.916,1.617,Augsburg,Germany,47.42N,10.66E
1831-11-01,-0.133,5.655,Augsburg,Germany,47.42N,10.66E
1831-12-01,-2.839,4.42,Augsburg,Germany,47.42N,10.66E
1832-01-01,-4.598,3.3139999999999996,Augsburg,Germany,47.42N,10.66E
1832-02-01,-2.8360000000000003,2.569,Augsburg,Germany,47.42N,10.66E
1832-03-01,-0.14300000000000002,1.93,Augsburg,Germany,47.42N,10.66E
1832-04-01,4.085,4.04,Augsburg,Germany,47.42N,10.66E
1832-05-01,7.471999999999999,2.718,Augsburg,Germany,47.42N,10.66E
1832-06-01,10.869000000000002,2.215,Augsburg,Germany,47.42N,10.66E
1832-07-01,13.683,3.534,Augsburg,Germany,47.42N,10.66E
1832-08-01,14.444,2.699,Augsburg,Germany,47.42N,10.66E
1832-09-01,9.023,3.195,Augsburg,Germany,47.42N,10.66E
1832-10-01,4.381,2.488,Augsburg,Germany,47.42N,10.66E
1832-11-01,-0.8250000000000001,1.07,Augsburg,Germany,47.42N,10.66E
1832-12-01,-4.5,5.181,Augsburg,Germany,47.42N,10.66E
1833-01-01,-8.232999999999999,3.4130000000000003,Augsburg,Germany,47.42N,10.66E
1833-02-01,-0.6090000000000004,2.215,Augsburg,Germany,47.42N,10.66E
1833-03-01,-0.691,3.319,Augsburg,Germany,47.42N,10.66E
1833-04-01,2.5650000000000004,1.5930000000000002,Augsburg,Germany,47.42N,10.66E
1833-05-01,12.175,2.0380000000000003,Augsburg,Germany,47.42N,10.66E
1833-06-01,13.389000000000001,1.849,Augsburg,Germany,47.42N,10.66E
1833-07-01,11.567,1.305,Augsburg,Germany,47.42N,10.66E
1833-08-01,10.302,2.086,Augsburg,Germany,47.42N,10.66E
1833-09-01,8.109,1.091,Augsburg,Germany,47.42N,10.66E
1833-10-01,4.498,2.013,Augsburg,Germany,47.42N,10.66E
1833-11-01,0.318,1.4609999999999999,Augsburg,Germany,47.42N,10.66E
1833-12-01,-0.042999999999999705,2.8110000000000004,Augsburg,Germany,47.42N,10.66E
1834-01-01,-0.4139999999999997,2.238,Augsburg,Germany,47.42N,10.66E
1834-02-01,-2.947,2.824,Augsburg,Germany,47.42N,10.66E
1834-03-01,-0.501,2.379,Augsburg,Germany,47.42N,10.66E
1834-04-01,2.25,3.049,Augsburg,Germany,47.42N,10.66E
1834-05-01,11.704,1.3530000000000002,Augsburg,Germany,47.42N,10.66E
1834-06-01,13.707,3.2939999999999996,Augsburg,Germany,47.42N,10.66E
1834-07-01,16.439,1.5030000000000001,Augsburg,Germany,47.42N,10.66E
1834-08-01,14.439,1.008,Augsburg,Germany,47.42N,10.66E
1834-09-01,12.735999999999999,3.6069999999999998,Augsburg,Germany,47.42N,10.66E
1834-10-01,4.9860000000000015,1.235,Augsburg,Germany,47.42N,10.66E
1834-11-01,0.47,2.384,Augsburg,Germany,47.42N,10.66E
1834-12-01,-4.214,1.555,Augsburg,Germany,47.42N,10.66E
1835-01-01,-3.528,1.827,Augsburg,Germany,47.42N,10.66E
1835-02-01,-2.0820000000000003,2.08,Augsburg,Germany,47.42N,10.66E
1835-03-01,-0.8049999999999999,1.8159999999999998,Augsburg,Germany,47.42N,10.66E
1835-04-01,2.631,2.4859999999999998,Augsburg,Germany,47.42N,10.66E
1835-05-01,9.118,1.348,Augsburg,Germany,47.42N,10.66E
1835-06-01,12.003,2.255,Augsburg,Germany,47.42N,10.66E
1835-07-01,15.306,2.089,Augsburg,Germany,47.42N,10.66E
1835-08-01,13.07,1.119,Augsburg,Germany,47.42N,10.66E
1835-09-01,10.124,1.4240000000000002,Augsburg,Germany,47.42N,10.66E
1835-10-01,3.471,1.111,Augsburg,Germany,47.42N,10.66E
1835-11-01,-4.0680000000000005,1.238,Augsburg,Germany,47.42N,10.66E
1835-12-01,-6.361000000000001,1.3559999999999999,Augsburg,Germany,47.42N,10.66E
1836-01-01,-5.922999999999999,0.665,Augsburg,Germany,47.42N,10.66E
1836-02-01,-4.3870000000000005,1.939,Augsburg,Germany,47.42N,10.66E
1836-03-01,2.7319999999999998,1.226,Augsburg,Germany,47.42N,10.66E
1836-04-01,3.185,1.673,Augsburg,Germany,47.42N,10.66E
1836-05-01,6.314,1.882,Augsburg,Germany,47.42N,10.66E
1836-06-01,12.56,1.538,Augsburg,Germany,47.42N,10.66E
1836-07-01,14.236,1.944,Augsburg,Germany,47.42N,10.66E
1836-08-01,13.45,1.821,Augsburg,Germany,47.42N,10.66E
1836-09-01,8.795,2.516,Augsburg,Germany,47.42N,10.66E
1836-10-01,5.465,5.279,Augsburg,Germany,47.42N,10.66E
1836-11-01,-1.114,1.168,Augsburg,Germany,47.42N,10.66E
1836-12-01,-2.521,2.859,Augsburg,Germany,47.42N,10.66E
1837-01-01,-5.04,1.886,Augsburg,Germany,47.42N,10.66E
1837-02-01,-3.8989999999999996,1.2429999999999999,Augsburg,Germany,47.42N,10.66E
1837-03-01,-3.707,1.9469999999999998,Augsburg,Germany,47.42N,10.66E
1837-04-01,1.7480000000000002,1.6269999999999998,Augsburg,Germany,47.42N,10.66E
1837-05-01,5.9670000000000005,1.785,Augsburg,Germany,47.42N,10.66E
1837-06-01,13.399000000000001,2.128,Augsburg,Germany,47.42N,10.66E
1837-07-01,12.823,1.431,Augsburg,Germany,47.42N,10.66E
1837-08-01,15.493,1.3419999999999999,Augsburg,Germany,47.42N,10.66E
1837-09-01,7.894,1.527,Augsburg,Germany,47.42N,10.66E
1837-10-01,4.436,2.685,Augsburg,Germany,47.42N,10.66E
1837-11-01,-1.2120000000000002,1.97,Augsburg,Germany,47.42N,10.66E
1837-12-01,-3.733,4.9639999999999995,Augsburg,Germany,47.42N,10.66E
1838-01-01,-9.781,2.93,Augsburg,Germany,47.42N,10.66E
1838-02-01,-5.654,1.876,Augsburg,Germany,47.42N,10.66E
1838-03-01,-0.802,1.85,Augsburg,Germany,47.42N,10.66E
1838-04-01,0.8930000000000002,1.199,Augsburg,Germany,47.42N,10.66E
1838-05-01,8.6,0.8290000000000001,Augsburg,Germany,47.42N,10.66E
1838-06-01,11.890999999999998,1.3130000000000002,Augsburg,Germany,47.42N,10.66E
1838-07-01,13.125,3.6889999999999996,Augsburg,Germany,47.42N,10.66E
1838-08-01,11.525,3.721,Augsburg,Germany,47.42N,10.66E
1838-09-01,9.92,1.639,Augsburg,Germany,47.42N,10.66E
1838-10-01,3.8989999999999996,3.987,Augsburg,Germany,47.42N,10.66E
1838-11-01,0.8600000000000001,2.755,Augsburg,Germany,47.42N,10.66E
1838-12-01,-5.011,2.6460000000000004,Augsburg,Germany,47.42N,10.66E
1839-01-01,-5.3839999999999995,1.8230000000000002,Augsburg,Germany,47.42N,10.66E
1839-02-01,-4.096,1.9580000000000002,Augsburg,Germany,47.42N,10.66E
1839-03-01,-2.377,1.2670000000000001,Augsburg,Germany,47.42N,10.66E
1839-04-01,0.77,1.614,Augsburg,Germany,47.42N,10.66E
1839-05-01,7.474,0.467,Augsburg,Germany,47.42N,10.66E
1839-06-01,14.633,1.166,Augsburg,Germany,47.42N,10.66E
1839-07-01,14.878,3.1319999999999997,Augsburg,Germany,47.42N,10.66E
1839-08-01,11.68,2.7769999999999997,Augsburg,Germany,47.42N,10.66E
1839-09-01,10.242,1.3,Augsburg,Germany,47.42N,10.66E
1839-10-01,6.672999999999999,1.715,Augsburg,Germany,47.42N,10.66E
1839-11-01,2.3680000000000003,1.5659999999999998,Augsburg,Germany,47.42N,10.66E
1839-12-01,-0.9409999999999998,1.2429999999999999,Augsburg,Germany,47.42N,10.66E
1840-01-01,-3.759,1.9409999999999998,Augsburg,Germany,47.42N,10.66E
1840-02-01,-3.927000000000001,2.155,Augsburg,Germany,47.42N,10.66E
1840-03-01,-4.102,0.924,Augsburg,Germany,47.42N,10.66E
1840-04-01,4.646,2.6889999999999996,Augsburg,Germany,47.42N,10.66E
1840-05-01,8.574,1.5130000000000001,Augsburg,Germany,47.42N,10.66E
1840-06-01,12.137,1.4269999999999998,Augsburg,Germany,47.42N,10.66E
1840-07-01,11.924000000000001,1.219,Augsburg,Germany,47.42N,10.66E
1840-08-01,12.889000000000001,1.508,Augsburg,Germany,47.42N,10.66E
