36,0.5920000000000001,Junagadh,India,21.70N,70.10E
1880-10-01,17.203,0.575,Kadoma,Japan,34.56N,136.22E
1880-11-01,10.550999999999998,1.6840000000000002,Kadoma,Japan,34.56N,136.22E
1880-12-01,4.348,0.7509999999999999,Kadoma,Japan,34.56N,136.22E
1881-01-01,2.2840000000000003,0.813,Kadoma,Japan,34.56N,136.22E
1881-02-01,3.866000000000001,0.996,Kadoma,Japan,34.56N,136.22E
1881-03-01,5.5760000000000005,0.613,Kadoma,Japan,34.56N,136.22E
1881-04-01,11.606,0.515,Kadoma,Japan,34.56N,136.22E
1881-05-01,17.287,0.439,Kadoma,Japan,34.56N,136.22E
1881-06-01,21.851,1.131,Kadoma,Japan,34.56N,136.22E
1881-07-01,25.241,0.496,Kadoma,Japan,34.56N,136.22E
1881-08-01,27.365,0.439,Kadoma,Japan,34.56N,136.22E
1881-09-01,23.616000000000003,0.503,Kadoma,Japan,34.56N,136.22E
1881-10-01,16.093,0.613,Kadoma,Japan,34.56N,136.22E
1881-11-01,11.752,0.76,Kadoma,Japan,34.56N,136.22E
1881-12-01,5.306,0.7609999999999999,Kadoma,Japan,34.56N,136.22E
1882-01-01,5.478,0.893,Kadoma,Japan,34.56N,136.22E
1882-02-01,5.351000000000001,0.6920000000000001,Kadoma,Japan,34.56N,136.22E
1882-03-01,6.555,0.797,Kadoma,Japan,34.56N,136.22E
1882-04-01,13.107999999999999,0.524,Kadoma,Japan,34.56N,136.22E
1882-05-01,16.364,0.607,Kadoma,Japan,34.56N,136.22E
1882-06-01,20.33,0.625,Kadoma,Japan,34.56N,136.22E
1882-07-01,24.923,0.45399999999999996,Kadoma,Japan,34.56N,136.22E
1882-08-01,25.507,1.03,Kadoma,Japan,34.56N,136.22E
1882-09-01,22.021,0.512,Kadoma,Japan,34.56N,136.22E
1882-10-01,17.026,0.49200000000000005,Kadoma,Japan,34.56N,136.22E
1882-11-01,10.528,0.754,Kadoma,Japan,34.56N,136.22E
1882-12-01,4.769,0.8009999999999999,Kadoma,Japan,34.56N,136.22E
1883-01-01,3.612,0.385,Kadoma,Japan,34.56N,136.22E
1883-02-01,4.175000000000002,1.242,Kadoma,Japan,34.56N,136.22E
1883-03-01,6.3,0.8540000000000001,Kadoma,Japan,34.56N,136.22E
1883-04-01,11.970999999999998,0.552,Kadoma,Japan,34.56N,136.22E
1883-05-01,16.206,0.456,Kadoma,Japan,34.56N,136.22E
1883-06-01,21.057,0.494,Kadoma,Japan,34.56N,136.22E
1883-07-01,25.798,0.747,Kadoma,Japan,34.56N,136.22E
1883-08-01,26.385,0.48100000000000004,Kadoma,Japan,34.56N,136.22E
1883-09-01,22.78,0.29100000000000004,Kadoma,Japan,34.56N,136.22E
1883-10-01,17.676000000000005,0.43700000000000006,Kadoma,Japan,34.56N,136.22E
1883-11-01,10.372,0.425,Kadoma,Japan,34.56N,136.22E
1883-12-01,4.871,0.6859999999999999,Kadoma,Japan,34.56N,136.22E
1884-01-01,3.037,0.473,Kadoma,Japan,34.56N,136.22E
1884-02-01,2.881,0.893,Kadoma,Japan,34.56N,136.22E
1884-03-01,6.582000000000001,0.7929999999999999,Kadoma,Japan,34.56N,136.22E
1884-04-01,11.548,0.963,Kadoma,Japan,34.56N,136.22E
1884-05-01,16.532,0.531,Kadoma,Japan,34.56N,136.22E
1884-06-01,20.594,0.53,Kadoma,Japan,34.56N,136.22E
1884-07-01,24.796999999999997,0.355,Kadoma,Japan,34.56N,136.22E
1884-08-01,25.007,0.574,Kadoma,Japan,34.56N,136.22E
1884-09-01,23.153,0.413,Kadoma,Japan,34.56N,136.22E
1884-10-01,15.597999999999999,0.706,Kadoma,Japan,34.56N,136.22E
1884-11-01,8.232999999999999,0.6579999999999999,Kadoma,Japan,34.56N,136.22E
1884-12-01,3.889,0.812,Kadoma,Japan,34.56N,136.22E
1885-01-01,2.021,0.752,Kadoma,Japan,34.56N,136.22E
1885-02-01,2.4230000000000005,0.584,Kadoma,Japan,34.56N,136.22E
1885-03-01,4.886,0.35700000000000004,Kadoma,Japan,34.56N,136.22E
1885-04-01,12.292,0.728,Kadoma,Japan,34.56N,136.22E
1885-05-01,15.935,0.611,Kadoma,Japan,34.56N,136.22E
1885-06-01,21.215,0.644,Kadoma,Japan,34.56N,136.22E
1885-07-01,24.018,0.5539999999999999,Kadoma,Japan,34.56N,136.22E
1885-08-01,26.253,0.6729999999999999,Kadoma,Japan,34.56N,136.22E
1885-09-01,23.203000000000007,0.505,Kadoma,Japan,34.56N,136.22E
1885-10-01,17.180999999999997,0.39399999999999996,Kadoma,Japan,34.56N,136.22E
1885-11-01,10.969000000000001,0.557,Kadoma,Japan,34.56N,136.22E
1885-12-01,6.12,0.736,Kadoma,Japan,34.56N,136.22E
1886-01-01,2.422,0.474,Kadoma,Japan,34.56N,136.22E
1886-02-01,1.8460000000000003,0.7709999999999999,Kadoma,Japan,34.56N,136.22E
1886-03-01,7.444,0.722,Kadoma,Japan,34.56N,136.22E
1886-04-01,12.525,0.36700000000000005,Kadoma,Japan,34.56N,136.22E
1886-05-01,16.849,0.585,Kadoma,Japan,34.56N,136.22E
1886-06-01,21.125,0.254,Kadoma,Japan,34.56N,136.22E
1886-07-01,25.779,0.49,Kadoma,Japan,34.56N,136.22E
1886-08-01,26.932,0.303,Kadoma,Japan,34.56N,136.22E
1886-09-01,23.226999999999997,0.314,Kadoma,Japan,34.56N,136.22E
1886-10-01,17.516000000000002,0.631,Kadoma,Japan,34.56N,136.22E
1886-11-01,11.305,0.665,Kadoma,Japan,34.56N,136.22E
1886-12-01,5.104,0.97,Kadoma,Japan,34.56N,136.22E
1887-01-01,4.106,0.713,Kadoma,Japan,34.56N,136.22E
1887-02-01,4.1850000000000005,0.9009999999999999,Kadoma,Japan,34.56N,136.22E
1887-03-01,6.501,0.517,Kadoma,Japan,34.56N,136.22E
1887-04-01,12.588,0.518,Kadoma,Japan,34.56N,136.22E
1887-05-01,15.709000000000001,0.431,Kadoma,Japan,34.56N,136.22E
1887-06-01,20.453,0.264,Kadoma,Japan,34.56N,136.22E
1887-07-01,24.816999999999997,0.6859999999999999,Kadoma,Japan,34.56N,136.22E
1887-08-01,26.273000000000003,0.5,Kadoma,Japan,34.56N,136.22E
1887-09-01,21.927000000000003,0.436,Kadoma,Japan,34.56N,136.22E
1887-10-01,17.886000000000006,0.45799999999999996,Kadoma,Japan,34.56N,136.22E
1887-11-01,11.468,0.779,Kadoma,Japan,34.56N,136.22E
1887-12-01,5.892,0.562,Kadoma,Japan,34.56N,136.22E
1888-01-01,3.964,1.0759999999999998,Kadoma,Japan,34.56N,136.22E
1888-02-01,2.9640000000000004,0.8759999999999999,Kadoma,Japan,34.56N,136.22E
1888-03-01,8.182,0.645,Kadoma,Japan,34.56N,136.22E
1888-04-01,13.181,0.772,Kadoma,Japan,34.56N,136.22E
1888-05-01,16.947,0.366,Kadoma,Japan,34.56N,136.22E
1888-06-01,19.661,0.40700000000000003,Kadoma,Japan,34.56N,136.22E
1888-07-01,25.594,0.562,Kadoma,Japan,34.56N,136.22E
1888-08-01,26.55,0.563,Kadoma,Japan,34.56N,136.22E
1888-09-01,21.796000000000006,0.439,Kadoma,Japan,34.56N,136.22E
1888-10-01,15.628000000000002,0.6409999999999999,Kadoma,Japan,34.56N,136.22E
1888-11-01,12.638,0.483,Kadoma,Japan,34.56N,136.22E
1888-12-01,6.581,0.88,Kadoma,Japan,34.56N,136.22E
1889-01-01,2.852,0.547,Kadoma,Japan,34.56N,136.22E
1889-02-01,3.604000000000001,0.45799999999999996,Kadoma,Japan,34.56N,136.22E
1889-03-01,7.446000000000001,0.446,Kadoma,Japan,34.56N,136.22E
1889-04-01,12.294,0.431,Kadoma,Japan,34.56N,136.22E
1889-05-01,15.794,0.35100000000000003,Kadoma,Japan,34.56N,136.22E
1889-06-01,21.672,0.389,Kadoma,Japan,34.56N,136.22E
1889-07-01,24.451999999999998,0.45299999999999996,Kadoma,Japan,34.56N,136.22E
1889-08-01,26.334,0.7190000000000001,Kadoma,Japan,34.56N,136.22E
1889-09-01,21.015,0.608,Kadoma,Japan,34.56N,136.22E
1889-10-01,15.636,0.37200000000000005,Kadoma,Japan,34.56N,136.22E
1889-11-01,10.532,0.606,Kadoma,Japan,34.56N,136.22E
1889-12-01,5.985,1.024,Kadoma,Japan,34.56N,136.22E
1890-01-01,4.2989999999999995,0.556,Kadoma,Japan,34.56N,136.22E
1890-02-01,7.205,0.885,Kadoma,Japan,34.56N,136.22E
1890-03-01,9.142000000000001,0.912,Kadoma,Japan,34.56N,136.22E
1890-04-01,14.17,0.6629999999999999,Kadoma,Japan,34.56N,136.22E
1890-05-01,17.346,0.82,Kadoma,Japan,34.56N,136.22E
1890-06-01,22.042,0.45299999999999996,Kadoma,Japan,34.56N,136.22E
1890-07-01,24.883000000000006,0.41600000000000004,Kadoma,Japan,34.56N,136.22E
1890-08-01,26.578000000000003,0.43,Kadoma,Japan,34.56N,136.22E
1890-09-01,24.081999999999997,0.6,Kadoma,Japan,34.56N,136.22E
1890-10-01,16.778000000000002,0.377,Kadoma,Japan,34.56N,136.22E
1890-11-01,11.734000000000002,0.525,Kadoma,Japan,34.56N,136.22E
1890-12-01,9.554,0.512,Kadoma,Japan,34.56N,136.22E
1891-01-01,2.8339999999999996,0.597,Kadoma,Japan,34.56N,136.22E
1891-02-01,4.405,0.475,Kadoma,Japan,34.56N,136.22E
1891-03-01,8.458,0.32299999999999995,Kadoma,Japan,34.56N,136.22E
1891-04-01,12.503,0.33899999999999997,Kadoma,Japan,34.56N,136.22E
1891-05-01,17.736,0.431,Kadoma,Japan,34.56N,136.22E
1891-06-01,20.431,0.465,Kadoma,Japan,34.56N,136.22E
1891-07-01,25.149,0.27399999999999997,Kadoma,Japan,34.56N,136.22E
1891-08-01,25.645,0.23,Kadoma,Japan,34.56N,136.22E
1891-09-01,24.361,0.35600000000000004,Kadoma,Japan,34.56N,136.22E
1891-10-01,16.781000000000002,0.42100000000000004,Kadoma,Japan,34.56N,136.22E
1891-11-01,11.226,0.541,Kadoma,Japan,34.56N,136.22E
1891-12-01,6.17,0.391,Kadoma,Japan,34.56N,136.22E
1892-01-01,3.9019999999999997,0.47,Kadoma,Japan,34.56N,136.22E
1892-02-01,4.1819999999999995,0.337,Kadoma,Japan,34.56N,136.22E
1892-03-01,5.757999999999999,0.619,Kadoma,Japan,34.56N,136.22E
1892-04-01,12.599,0.299,Kadoma,Japan,34.56N,136.22E
1892-05-01,16.849,0.65,Kadoma,Japan,34.56N,136.22E
1892-06-01,21.344,0.374,Kadoma,Japan,34.56N,136.22E
1892-07-01,26.265,0.43799999999999994,Kadoma,Japan,34.56N,136.22E
1892-08-01,26.66,0.42,Kadoma,Japan,34.56N,136.22E
1892-09-01,23.355999999999998,0.295,Kadoma,Japan,34.56N,136.22E
1892-10-01,16.450000000000006,0.29600000000000004,Kadoma,Japan,34.56N,136.22E
1892-11-01,10.355,0.605,Kadoma,Japan,34.56N,136.22E
1892-12-01,3.7430000000000003,0.8079999999999999,Kadoma,Japan,34.56N,136.22E
1893-01-01,3.068,0.58,Kadoma,Japan,34.56N,136.22E
1893-02-01,2.2420000000000004,0.527,Kadoma,Japan,34.56N,136.22E
1893-03-01,6.268,0.441,Kadoma,Japan,34.56N,136.22E
1893-04-01,12.599,0.508,Kadoma,Japan,34.56N,136.22E
1893-05-01,16.067999999999998,0.355,Kadoma,Japan,34.56N,136.22E
1893-06-01,20.241,0.42700000000000005,Kadoma,Japan,34.56N,136.22E
1893-07-01,26.715999999999998,0.278,Kadoma,Japan,34.56N,136.22E
1893-08-01,26.704,0.36700000000000005,Kadoma,Japan,34.56N,136.22E
1893-09-01,23.785,0.41600000000000004,Kadoma,Japan,34.56N,136.22E
1893-10-01,16.952,0.48700000000000004,Kadoma,Japan,34.56N,136.22E
1893-11-01,9.975,0.475,Kadoma,Japan,34.56N,136.22E
1893-12-01,5.088,0.555,Kadoma,Japan,34.56N,136.22E
1894-01-01,3.608,0.58,Kadoma,Japan,34.56N,136.22E
1894-02-01,4.1560000000000015,0.539,Kadoma,Japan,34.56N,136.22E
1894-03-01,8.648,0.612,Kadoma,Japan,34.56N,136.22E
1894-04-01,13.970999999999998,0.292,Kadoma,Japan,34.56N,136.22E
1894-05-01,16.747,0.212,Kadoma,Japan,34.56N,136.22E
1894-06-01,23.608,0.293,Kadoma,Japan,34.56N,136.22E
1894-07-01,27.449,0.32799999999999996,Kadoma,Japan,34.56N,136.22E
1894-08-01,27.583000000000002,0.501,Kadoma,Japan,34.56N,136.22E
1894-09-01,23.016,0.436,Kadoma,Japan,34.56N,136.22E
1894-10-01,16.255000000000006,0.215,Kadoma,Japan,34.56N,136.22E
1894-11-01,12.311,0.5670000000000001,Kadoma,Japan,34.56N,136.22E
1894-12-01,6.058,0.501,Kadoma,Japan,34.56N,136.22E
1895-01-01,2.89,0.505,Kadoma,Japan,34.56N,136.22E
1895-02-01,3.735,0.512,Kadoma,Japan,34.56N,136.22E
1895-03-01,8.058,0.496,Kadoma,Japan,34.56N,136.22E
1895-04-01,13.105,0.493,Kadoma,Japan,34.56N,136.22E
1895-05-01,17.480999999999998,0.486,Kadoma,Japan,34.56N,136.22E
1895-06-01,20.955,0.379,Kadoma,Japan,34.56N,136.22E
1895-07-01,23.558000000000003,0.342,Kadoma,Japan,34.56N,136.22E
1895-08-01,26.63,0.354,Kadoma,Japan,34.56N,136.22E
1895-09-01,23.164,0.387,Kadoma,Japan,34.56N,136.22E
1895-10-01,17.155,0.365,Kadoma,Japan,34.56N,136.22E
1895-11-01,10.962,0.301,Kadoma,Japan,34.56N,136.22E
1895-12-01,5.837000000000001,0.5,Kadoma,Japan,34.56N,136.22E
1896-01-01,3.714,0.368,Kadoma,Japan,34.56N,136.22E
1896-02-01,4.088,0.503,Kadoma,Japan,34.56N,136.22E
1896-03-01,5.982,0.425,Kadoma,Japan,34.56N,136.22E
1896-04-01,13.797,0.57,Kadoma,Japan,34.56N,136.22E
1896-05-01,16.692999999999998,0.233,Kadoma,Japan,34.56N,136.22E
1896-06-01,22.255,0.261,Kadoma,Japan,34.56N,136.22E
1896-07-01,24.524,0.235,Kadoma,Japan,34.56N,136.22E
1896-08-01,25.972,0.392,Kadoma,Japan,34.56N,136.22E
1896-09-01,22.275,0.501,Kadoma,Japan,34.56N,136.22E
1896-10-01,16.392,0.46399999999999997,Kadoma,Japan,34.56N,136.22E
1896-11-01,11.342,0.39299999999999996,Kadoma,Japan,34.56N,136.22E
1896-12-01,5.388999999999999,0.45,Kadoma,Japan,34.56N,136.22E
1897-01-01,4.9639999999999995,0.833,Kadoma,Japan,34.56N,136.22E
1897-02-01,3.9220000000000006,0.456,Kadoma,Japan,34.56N,136.22E
1897-03-01,7.446000000000001,0.516,Kadoma,Japan,34.56N,136.22E
1897-04-01,11.564,0.474,Kadoma,Japan,34.56N,136.22E
1897-05-01,17.092000000000002,0.32899999999999996,Kadoma,Japan,34.56N,136.22E
1897-06-01,19.94,0.436,Kadoma,Japan,34.56N,136.22E
1897-07-01,24.925,0.242,Kadoma,Japan,34.56N,136.22E
1897-08-01,27.191999999999997,0.374,Kadoma,Japan,34.56N,136.22E
1897-09-01,22.328000000000007,0.451,Kadoma,Japan,34.56N,136.22E
1897-10-01,15.462000000000002,0.396,Kadoma,Japan,34.56N,136.22E
1897-11-01,11.899000000000001,0.805,Kadoma,Japan,34.56N,136.22E
1897-12-01,4.4110000000000005,0.73,Kadoma,Japan,34.56N,136.22E
1898-01-01,5.13,0.506,Kadoma,Japan,34.56N,136.22E
1898-02-01,5.375,0.573,Kadoma,Japan,34.56N,136.22E
1898-03-01,6.855,0.5820000000000001,Kadoma,Japan,34.56N,136.22E
1898-04-01,11.462,0.5720000000000001,Kadoma,Japan,34.56N,136.22E
1898-05-01,17.124000000000002,0.384,Kadoma,Japan,34.56N,136.22E
1898-06-01,21.129,0.39899999999999997,Kadoma,Japan,34.56N,136.22E
1898-07-01,26.131,0.33899999999999997,Kadoma,Japan,34.56N,136.22E
1898-08-01,27.133000000000003,0.391,Kadoma,Japan,34.56N,136.22E
1898-09-01,22.936999999999998,0.21600000000000003,Kadoma,Japan,34.56N,136.22E
1898-10-01,17.035,0.342,Kadoma,Japan,34.56N,136.22E
1898-11-01,12.645,0.456,Kadoma,Japan,34.56N,136.22E
1898-12-01,7.223,0.5710000000000001,Kadoma,Japan,34.56N,136.22E
1899-01-01,3.8080000000000003,0.58,Kadoma,Japan,34.56N,136.22E
1899-02-01,5.444000000000001,0.504,Kadoma,Japan,34.56N,136.22E
1899-03-01,8.786,0.445,Kadoma,Japan,34.56N,136.22E
1899-04-01,13.003,0.431,Kadoma,Japan,34.56N,136.22E
1899-05-01,18.541,0.396,Kadoma,Japan,34.56N,136.22E
1899-06-01,22.565,0.377,Kadoma,Japan,34.56N,136.22E
1899-07-01,24.989,0.28300000000000003,Kadoma,Japan,34.56N,136.22E
1899-08-01,26.003,0.257,Kadoma,Japan,34.56N,136.22E
1899-09-01,20.880000000000006,0.336,Kadoma,Japan,34.56N,136.22E
1899-10-01,14.048000000000002,0.251,Kadoma,Japan,34.56N,136.22E
1899-11-01,9.428,0.34,Kadoma,Japan,34.56N,136.22E
1899-12-01,6.8839999999999995,0.596,Kadoma,Japan,34.56N,136.22E
1900-01-01,2.7060000000000004,0.499,Kadoma,Japan,34.56N,136.22E
1900-02-01,3.985,0.639,Kadoma,Japan,34.56N,136.22E
1900-03-01,6.605,0.39399999999999996,Kadoma,Japan,34.56N,136.22E
1900-04-01,12.665999999999999,0.327,Kadoma,Japan,34.56N,136.22E
1900-05-01,17.803,0.254,Kadoma,Japan,34.56N,136.22E
1900-06-01,20.463,0.528,Kadoma,Japan,34.56N,136.22E
1900-07-01,24.037000000000006,0.519,Kadoma,Japan,34.56N,136.22E
1900-08-01,26.736,0.349,Kadoma,Japan,34.56N,136.22E
1900-09-01,23.397,0.376,Kadoma,Japan,34.56N,136.22E
1900-10-01,16.576,0.5589999999999999,Kadoma,Japan,34.56N,136.22E
1900-11-01,11.915,0.545,Kadoma,Japan,34.56N,136.22E
1900-12-01,5.92,0.703,Kadoma,Japan,34.56N,136.22E
1901-01-01,5.409,0.425,Kadoma,Japan,34.56N,136.22E
1901-02-01,3.0630000000000006,0.594,Kadoma,Japan,34.56N,136.22E
1901-03-01,6.799,0.444,Kadoma,Japan,34.56N,136.22E
1901-04-01,13.604,0.524,Kadoma,Japan,34.56N,136.22E
1901-05-01,16.517,0.392,Kadoma,Japan,34.56N,136.22E
1901-06-01,21.062,0.45399999999999996,Kadoma,Japan,34.56N,136.22E
1901-07-01,23.6,0.474,Kadoma,Japan,34.56N,136.22E
1901-08-01,26.196,0.361,Kadoma,Japan,34.56N,136.22E
1901-09-01,22.668000000000006,0.469,Kadoma,Japan,34.56N,136.22E
1901-10-01,17.823,0.39899999999999997,Kadoma,Japan,34.56N,136.22E
1901-11-01,10.648,0.368,Kadoma,Japan,34.56N,136.22E
1901-12-01,5.118,0.42700000000000005,Kadoma,Japan,34.56N,136.22E
1902-01-01,3.264,0.6829999999999999,Kadoma,Japan,34.56N,136.22E
1902-02-01,3.9620000000000006,0.395,Kadoma,Japan,34.56N,136.22E
1902-03-01,8.914,0.295,Kadoma,Japan,34.56N,136.22E
1902-04-01,11.304,0.307,Kadoma,Japan,34.56N,136.22E
1902-05-01,16.697,0.369,Kadoma,Japan,34.56N,136.22E
1902-06-01,20.359,0.43799999999999994,Kadoma,Japan,34.56N,136.22E
1902-07-01,23.214,0.39799999999999996,Kadoma,Japan,34.56N,136.22E
1902-08-01,24.673000000000002,0.418,Kadoma,Japan,34.56N,136.22E
1902-09-01,22.62,0.305,Kadoma,Japan,34.56N,136.22E
1902-10-01,16.473000000000006,0.27,Kadoma,Japan,34.56N,136.22E
1902-11-01,12.45,0.305,Kadoma,Japan,34.56N,136.22E
1902-12-01,8.195,0.675,Kadoma,Japan,34.56N,136.22E
1903-01-01,5.186,0.599,Kadoma,Japan,34.56N,136.22E
1903-02-01,4.840000000000002,0.602,Kadoma,Japan,34.56N,136.22E
1903-03-01,9.377,0.494,Kadoma,Japan,34.56N,136.22E
1903-04-01,13.552999999999999,0.369,Kadoma,Japan,34.56N,136.22E
1903-05-01,15.908,0.19899999999999998,Kadoma,Japan,34.56N,136.22E
1903-06-01,20.212,0.414,Kadoma,Japan,34.56N,136.22E
1903-07-01,23.418000000000006,0.381,Kadoma,Japan,34.56N,136.22E
1903-08-01,26.65,0.38,Kadoma,Japan,34.56N,136.22E
1903-09-01,24.003,0.45,Kadoma,Japan,34.56N,136.22E
1903-10-01,16.490000000000002,0.40299999999999997,Kadoma,Japan,34.56N,136.22E
1903-11-01,10.052,0.5579999999999999,Kadoma,Japan,34.56N,136.22E
1903-12-01,4.7620000000000005,0.45799999999999996,Kadoma,Japan,34.56N,136.22E
1904-01-01,2.72,0.684,Kadoma,Japan,34.56N,136.22E
1904-02-01,5.4190000000000005,0.573,Kadoma,Japan,34.56N,136.22E
1904-03-01,7.3,0.368,Kadoma,Japan,34.56N,136.22E
1904-04-01,13.883,0.251,Kadoma,Japan,34.56N,136.22E
1904-05-01,16.523,0.336,Kadoma,Japan,34.56N,136.22E
1904-06-01,21.786,0.39,Kadoma,Japan,34.56N,136.22E
1904-07-01,25.932,0.358,Kadoma,Japan,34.56N,136.22E
1904-08-01,26.249000000000002,0.381,Kadoma,Japan,34.56N,136.22E
1904-09-01,21.68,0.258,Kadoma,Japan,34.56N,136.22E
1904-10-01,16.257,0.289,Kadoma,Japan,34.56N,136.22E
1904-11-01,9.206,0.395,Kadoma,Japan,34.56N,136.22E
1904-12-01,6.432,0.355,Kadoma,Japan,34.56N,136.22E
1905-01-01,5.522,0.564,Kadoma,Japan,34.56N,136.22E
1905-02-01,3.5650000000000004,0.467,Kadoma,Japan,34.56N,136.22E
1905-03-01,7.346999999999999,0.41600000000000004,Kadoma,Japan,34.56N,136.22E
1905-04-01,11.550999999999998,0.276,Kadoma,Japan,34.56N,136.22E
1905-05-01,16.869,0.36200000000000004,Kadoma,Japan,34.56N,136.22E
1905-06-01,21.363000000000003,0.381,Kadoma,Japan,34.56N,136.22E
1905-07-01,25.408,0.322,Kadoma,Japan,34.56N,136.22E
1905-08-01,24.151999999999997,0.289,Kadoma,Japan,34.56N,136.22E
1905-09-01,22.619,0.20600000000000002,Kadoma,Japan,34.56N,136.22E
1905-10-01,16.823,0.34700000000000003,Kadoma,Japan,34.56N,136.22E
1905-11-01,11.32,0.423,Kadoma,Japan,34.56N,136.22E
1905-12-01,7.971,0.46799999999999997,Kadoma,Japan,34.56N,136.22E
1906-01-01,2.912,0.493,Kadoma,Japan,34.56N,136.22E
1906-02-01,4.2570000000000014,0.578,Kadoma,Japan,34.56N,136.22E
1906-03-01,7.586,0.265,Kadoma,Japan,34.56N,136.22E
1906-04-01,12.375,0.268,Kadoma,Japan,34.56N,136.22E
1906-05-01,16.871000000000002,0.524,Kadoma,Japan,34.56N,136.22E
1906-06-01,20.138,0.423,Kadoma,Japan,34.56N,136.22E
1906-07-01,24.81,0.434,Kadoma,Japan,34.56N,136.22E
1906-08-01,26.068,0.25,Kadoma,Japan,34.56N,136.22E
1906-09-01,21.349,0.226,Kadoma,Japan,34.56N,136.22E
1906-10-01,16.142,0.245,Kadoma,Japan,34.56N,136.22E
1906-11-01,10.033,0.324,Kadoma,Japan,34.56N,136.22E
1906-12-01,6.05,0.647,Kadoma,Japan,34.56N,136.22E
1907-01-01,5.183,0.23399999999999999,Kadoma,Japan,34.56N,136.22E
1907-02-01,2.9150000000000005,0.374,Kadoma,Japan,34.56N,136.22E
1907-03-01,6.99,0.12300000000000001,Kadoma,Japan,34.56N,136.22E
1907-04-01,12.362,0.25,Kadoma,Japan,34.56N,136.22E
1907-05-01,16.7,0.264,Kadoma,Japan,34.56N,136.22E
1907-06-01,19.917,0.213,Kadoma,Japan,34.56N,136.22E
1907-07-01,24.31,0.23399999999999999,Kadoma,Japan,34.56N,136.22E
1907-08-01,26.029,0.212,Kadoma,Japan,34.56N,136.22E
1907-09-01,22.093000000000004,0.27,Kadoma,Japan,34.56N,136.22E
1907-10-01,16.344,0.235,Kadoma,Japan,34.56N,136.22E
1907-11-01,12.050999999999998,0.259,Kadoma,Japan,34.56N,136.22E
1907-12-01,5.245,0.302,Kadoma,Japan,34.56N,136.22E
1908-01-01,4.5169999999999995,0.41700000000000004,Kadoma,Japan,34.56N,136.22E
1908-02-01,4.013999999999999,0.45,Kadoma,Japan,34.56N,136.22E
1908-03-01,7.047000000000001,0.327,Kadoma,Japan,34.56N,136.22E
1908-04-01,12.77,0.231,Kadoma,Japan,34.56N,136.22E
1908-05-01,16.401,0.22899999999999998,Kadoma,Japan,34.56N,136.22E
1908-06-01,21.233,0.33799999999999997,Kadoma,Japan,34.56N,136.22E
1908-07-01,23.83,0.225,Kadoma,Japan,34.56N,136.22E
1908-08-01,25.682,0.19699999999999998,Kadoma,Japan,34.56N,136.22E
1908-09-01,20.771,0.39899999999999997,Kadoma,Japan,34.56N,136.22E
1908-10-01,16.740000000000002,0.27899999999999997,Kadoma,Japan,34.56N,136.22E
1908-11-01,9.614,0.335,Kadoma,Japan,34.56N,136.22E
1908-12-01,6.329,0.612,Kadoma,Japan,34.56N,136.22E
1909-01-01,3.904,0.405,Kadoma,Japan,34.56N,136.22E
1909-02-01,3.2330000000000005,0.31,Kadoma,Japan,34.56N,136.22E
1909-03-01,6.662999999999999,0.23399999999999999,Kadoma,Japan,34.56N,136.22E
1909-04-01,12.86,0.435,Kadoma,Japan,34.56N,136.22E
1909-05-01,16.711000000000002,0.223,Kadoma,Japan,34.56N,136.22E
1909-06-01,20.751,0.268,Kadoma,Japan,34.56N,136.22E
1909-07-01,25.322000000000006,0.151,Kadoma,Japan,34.56N,136.22E
1909-08-01,26.413,0.215,Kadoma,Japan,34.56N,136.22E
1909-09-01,23.143,0.233,Kadoma,Japan,34.56N,136.22E
1909-10-01,15.168,0.35200000000000004,Kadoma,Japan,34.56N,136.22E
1909-11-01,10.875,0.256,Kadoma,Japan,34.56N,136.22E
1909-12-01,5.329,0.36,Kadoma,Japan,34.56N,136.22E
1910-01-01,5.5729999999999995,0.379,Kadoma,Japan,34.56N,136.22E
1910-02-01,3.1790000000000003,0.44799999999999995,Kadoma,Japan,34.56N,136.22E
1910-03-01,6.017,0.387,Kadoma,Japan,34.56N,136.22E
1910-04-01,11.825999999999999,0.191,Kadoma,Japan,34.56N,136.22E
1910-05-01,17.035999999999998,0.28800000000000003,Kadoma,Japan,34.56N,136.22E
1910-06-01,21.408,0.10099999999999999,Kadoma,Japan,34.56N,136.22E
1910-07-01,25.116,0.141,Kadoma,Japan,34.56N,136.22E
1910-08-01,25.321,0.174,Kadoma,Japan,34.56N,136.22E
1910-09-01,22.031999999999996,0.203,Kadoma,Japan,34.56N,136.22E
1910-10-01,16.547,0.267,Kadoma,Japan,34.56N,136.22E
1910-11-01,11.052,0.27899999999999997,Kadoma,Japan,34.56N,136.22E
1910-12-01,5.043,0.504,Kadoma,Japan,34.56N,136.22E
1911-01-01,3.957,0.38,Kadoma,Japan,34.56N,136.22E
1911-02-01,5.263999999999999,0.361,Kadoma,Japan,34.56N,136.22E
1911-03-01,8.491999999999999,0.33799999999999997,Kadoma,Japan,34.56N,136.22E
1911-04-01,12.6,0.23399999999999999,Kadoma,Japan,34.56N,136.22E
1911-05-01,16.402,0.23,Kadoma,Japan,34.56N,136.22E
1911-06-01,21.136,0.209,Kadoma,Japan,34.56N,136.22E
1911-07-01,25.32,0.228,Kadoma,Japan,34.56N,136.22E
1911-08-01,25.641,0.23600000000000002,Kadoma,Japan,34.56N,136.22E
