21.308000000000003,1.117,Jos,Nigeria,10.45N,9.00E
1921-12-01,23.68,0.613,Jos,Nigeria,10.45N,9.00E
1922-01-01,21.77,0.8640000000000001,Jos,Nigeria,10.45N,9.00E
1922-02-01,24.590999999999998,1.598,Jos,Nigeria,10.45N,9.00E
1922-03-01,26.361,1.256,Jos,Nigeria,10.45N,9.00E
1922-04-01,27.736,0.8170000000000001,Jos,Nigeria,10.45N,9.00E
1922-05-01,27.072000000000006,0.865,Jos,Nigeria,10.45N,9.00E
1922-06-01,26.555999999999997,0.68,Jos,Nigeria,10.45N,9.00E
1922-07-01,23.7,0.701,Jos,Nigeria,10.45N,9.00E
1922-08-01,22.833,0.569,Jos,Nigeria,10.45N,9.00E
1922-09-01,23.967,0.401,Jos,Nigeria,10.45N,9.00E
1922-10-01,24.658,0.809,Jos,Nigeria,10.45N,9.00E
1922-11-01,25.218000000000004,0.89,Jos,Nigeria,10.45N,9.00E
1922-12-01,22.055,0.65,Jos,Nigeria,10.45N,9.00E
1923-01-01,23.26,0.456,Jos,Nigeria,10.45N,9.00E
1923-02-01,23.355999999999998,0.721,Jos,Nigeria,10.45N,9.00E
1923-03-01,26.247,1.681,Jos,Nigeria,10.45N,9.00E
1923-04-01,27.611,0.639,Jos,Nigeria,10.45N,9.00E
1923-05-01,26.732000000000006,0.27699999999999997,Jos,Nigeria,10.45N,9.00E
1923-06-01,25.392000000000003,0.282,Jos,Nigeria,10.45N,9.00E
1923-07-01,23.527,1.0190000000000001,Jos,Nigeria,10.45N,9.00E
1923-08-01,22.933000000000003,0.598,Jos,Nigeria,10.45N,9.00E
1923-09-01,23.939,0.486,Jos,Nigeria,10.45N,9.00E
1923-10-01,24.356,0.607,Jos,Nigeria,10.45N,9.00E
1923-11-01,24.366999999999997,1.103,Jos,Nigeria,10.45N,9.00E
1923-12-01,22.046,0.752,Jos,Nigeria,10.45N,9.00E
1924-01-01,21.491999999999997,0.531,Jos,Nigeria,10.45N,9.00E
1924-02-01,25.956000000000003,1.155,Jos,Nigeria,10.45N,9.00E
1924-03-01,27.701,0.982,Jos,Nigeria,10.45N,9.00E
1924-04-01,28.320999999999998,0.9279999999999999,Jos,Nigeria,10.45N,9.00E
1924-05-01,27.57,0.502,Jos,Nigeria,10.45N,9.00E
1924-06-01,25.51,0.397,Jos,Nigeria,10.45N,9.00E
1924-07-01,23.469,0.382,Jos,Nigeria,10.45N,9.00E
1924-08-01,22.97,0.267,Jos,Nigeria,10.45N,9.00E
1924-09-01,23.58,0.429,Jos,Nigeria,10.45N,9.00E
1924-10-01,24.721,0.408,Jos,Nigeria,10.45N,9.00E
1924-11-01,23.718000000000004,0.44,Jos,Nigeria,10.45N,9.00E
1924-12-01,21.998,0.8420000000000001,Jos,Nigeria,10.45N,9.00E
1925-01-01,19.547,2.105,Jos,Nigeria,10.45N,9.00E
1925-02-01,23.313,1.569,Jos,Nigeria,10.45N,9.00E
1925-03-01,27.625,0.68,Jos,Nigeria,10.45N,9.00E
1925-04-01,27.584,0.536,Jos,Nigeria,10.45N,9.00E
1925-05-01,27.046999999999997,0.8059999999999999,Jos,Nigeria,10.45N,9.00E
1925-06-01,24.605,0.523,Jos,Nigeria,10.45N,9.00E
1925-07-01,23.864,0.5720000000000001,Jos,Nigeria,10.45N,9.00E
1925-08-01,22.872,0.373,Jos,Nigeria,10.45N,9.00E
1925-09-01,24.254,0.266,Jos,Nigeria,10.45N,9.00E
1925-10-01,24.913,0.532,Jos,Nigeria,10.45N,9.00E
1925-11-01,24.821,0.794,Jos,Nigeria,10.45N,9.00E
1925-12-01,21.575,1.3330000000000002,Jos,Nigeria,10.45N,9.00E
1926-01-01,21.745,0.9940000000000001,Jos,Nigeria,10.45N,9.00E
1926-02-01,23.794,1.117,Jos,Nigeria,10.45N,9.00E
1926-03-01,26.979,1.7480000000000002,Jos,Nigeria,10.45N,9.00E
1926-04-01,27.6,1.1159999999999999,Jos,Nigeria,10.45N,9.00E
1926-05-01,27.182,0.655,Jos,Nigeria,10.45N,9.00E
1926-06-01,25.256999999999998,0.78,Jos,Nigeria,10.45N,9.00E
1926-07-01,24.077,0.382,Jos,Nigeria,10.45N,9.00E
1926-08-01,24.180999999999997,1.171,Jos,Nigeria,10.45N,9.00E
1926-09-01,25.426,0.823,Jos,Nigeria,10.45N,9.00E
1926-10-01,25.499000000000002,0.44299999999999995,Jos,Nigeria,10.45N,9.00E
1926-11-01,24.599,0.731,Jos,Nigeria,10.45N,9.00E
1926-12-01,22.243000000000002,0.8370000000000001,Jos,Nigeria,10.45N,9.00E
1927-01-01,22.009,0.596,Jos,Nigeria,10.45N,9.00E
1927-02-01,24.215999999999998,0.9109999999999999,Jos,Nigeria,10.45N,9.00E
1927-03-01,25.775,0.7509999999999999,Jos,Nigeria,10.45N,9.00E
1927-04-01,27.279,0.71,Jos,Nigeria,10.45N,9.00E
1927-05-01,27.406999999999996,0.48100000000000004,Jos,Nigeria,10.45N,9.00E
1927-06-01,25.057,0.9209999999999999,Jos,Nigeria,10.45N,9.00E
1927-07-01,23.74,1.0490000000000002,Jos,Nigeria,10.45N,9.00E
1927-08-01,23.340999999999998,1.073,Jos,Nigeria,10.45N,9.00E
1927-09-01,24.09,0.42700000000000005,Jos,Nigeria,10.45N,9.00E
1927-10-01,25.743000000000002,0.591,Jos,Nigeria,10.45N,9.00E
1927-11-01,24.952,0.698,Jos,Nigeria,10.45N,9.00E
1927-12-01,23.822,1.016,Jos,Nigeria,10.45N,9.00E
1928-01-01,23.616,1.6119999999999999,Jos,Nigeria,10.45N,9.00E
1928-02-01,23.605,0.423,Jos,Nigeria,10.45N,9.00E
1928-03-01,28.124000000000002,0.6970000000000001,Jos,Nigeria,10.45N,9.00E
1928-04-01,27.599,0.57,Jos,Nigeria,10.45N,9.00E
1928-05-01,27.090999999999998,1.032,Jos,Nigeria,10.45N,9.00E
1928-06-01,25.305999999999997,0.598,Jos,Nigeria,10.45N,9.00E
1928-07-01,24.227,0.575,Jos,Nigeria,10.45N,9.00E
1928-08-01,23.079,1.008,Jos,Nigeria,10.45N,9.00E
1928-09-01,24.331,0.44,Jos,Nigeria,10.45N,9.00E
1928-10-01,25.069000000000003,0.85,Jos,Nigeria,10.45N,9.00E
1928-11-01,24.061999999999998,0.732,Jos,Nigeria,10.45N,9.00E
1928-12-01,22.046,0.595,Jos,Nigeria,10.45N,9.00E
1929-01-01,21.554,0.7559999999999999,Jos,Nigeria,10.45N,9.00E
1929-02-01,24.388,1.4709999999999999,Jos,Nigeria,10.45N,9.00E
1929-03-01,27.507,0.5529999999999999,Jos,Nigeria,10.45N,9.00E
1929-04-01,28.158,0.848,Jos,Nigeria,10.45N,9.00E
1929-05-01,27.149,0.526,Jos,Nigeria,10.45N,9.00E
1929-06-01,24.230999999999998,0.272,Jos,Nigeria,10.45N,9.00E
1929-07-01,23.533,1.0490000000000002,Jos,Nigeria,10.45N,9.00E
1929-08-01,23.139,0.371,Jos,Nigeria,10.45N,9.00E
1929-09-01,24.224,0.934,Jos,Nigeria,10.45N,9.00E
1929-10-01,24.628,0.5589999999999999,Jos,Nigeria,10.45N,9.00E
1929-11-01,24.578000000000003,0.40399999999999997,Jos,Nigeria,10.45N,9.00E
1929-12-01,20.541,0.601,Jos,Nigeria,10.45N,9.00E
1930-01-01,21.564,0.613,Jos,Nigeria,10.45N,9.00E
1930-02-01,25.398000000000003,0.27899999999999997,Jos,Nigeria,10.45N,9.00E
1930-03-01,26.726,1.0,Jos,Nigeria,10.45N,9.00E
1930-04-01,27.496,0.591,Jos,Nigeria,10.45N,9.00E
1930-05-01,27.005000000000006,0.52,Jos,Nigeria,10.45N,9.00E
1930-06-01,25.081000000000003,0.569,Jos,Nigeria,10.45N,9.00E
1930-07-01,24.004,0.7490000000000001,Jos,Nigeria,10.45N,9.00E
1930-08-01,23.430999999999997,0.382,Jos,Nigeria,10.45N,9.00E
1930-09-01,24.642,0.506,Jos,Nigeria,10.45N,9.00E
1930-10-01,25.168000000000003,0.389,Jos,Nigeria,10.45N,9.00E
1930-11-01,24.055,0.75,Jos,Nigeria,10.45N,9.00E
1930-12-01,24.022,0.469,Jos,Nigeria,10.45N,9.00E
1931-01-01,24.445999999999998,1.185,Jos,Nigeria,10.45N,9.00E
1931-02-01,25.863000000000003,1.551,Jos,Nigeria,10.45N,9.00E
1931-03-01,27.4,1.104,Jos,Nigeria,10.45N,9.00E
1931-04-01,28.634,0.5329999999999999,Jos,Nigeria,10.45N,9.00E
1931-05-01,27.585,0.496,Jos,Nigeria,10.45N,9.00E
1931-06-01,25.329,0.523,Jos,Nigeria,10.45N,9.00E
1931-07-01,23.849,0.43200000000000005,Jos,Nigeria,10.45N,9.00E
1931-08-01,23.921,0.469,Jos,Nigeria,10.45N,9.00E
1931-09-01,23.831,0.32,Jos,Nigeria,10.45N,9.00E
1931-10-01,25.064,0.647,Jos,Nigeria,10.45N,9.00E
1931-11-01,24.947,0.46299999999999997,Jos,Nigeria,10.45N,9.00E
1931-12-01,24.338,0.7879999999999999,Jos,Nigeria,10.45N,9.00E
1932-01-01,21.209,0.8740000000000001,Jos,Nigeria,10.45N,9.00E
1932-02-01,24.750999999999998,0.375,Jos,Nigeria,10.45N,9.00E
1932-03-01,27.79,0.539,Jos,Nigeria,10.45N,9.00E
1932-04-01,28.000999999999998,0.36700000000000005,Jos,Nigeria,10.45N,9.00E
1932-05-01,27.072000000000006,0.322,Jos,Nigeria,10.45N,9.00E
1932-06-01,25.320999999999998,0.4,Jos,Nigeria,10.45N,9.00E
1932-07-01,23.565,0.35,Jos,Nigeria,10.45N,9.00E
1932-08-01,23.186999999999998,0.337,Jos,Nigeria,10.45N,9.00E
1932-09-01,24.074,0.45399999999999996,Jos,Nigeria,10.45N,9.00E
1932-10-01,24.898000000000003,0.294,Jos,Nigeria,10.45N,9.00E
1932-11-01,24.21,0.87,Jos,Nigeria,10.45N,9.00E
1932-12-01,22.276,0.7609999999999999,Jos,Nigeria,10.45N,9.00E
1933-01-01,23.613000000000003,0.855,Jos,Nigeria,10.45N,9.00E
1933-02-01,25.311999999999998,0.537,Jos,Nigeria,10.45N,9.00E
1933-03-01,27.128,0.5,Jos,Nigeria,10.45N,9.00E
1933-04-01,27.986,0.924,Jos,Nigeria,10.45N,9.00E
1933-05-01,26.761999999999997,0.262,Jos,Nigeria,10.45N,9.00E
1933-06-01,24.916999999999998,0.634,Jos,Nigeria,10.45N,9.00E
1933-07-01,24.113000000000003,0.507,Jos,Nigeria,10.45N,9.00E
1933-08-01,23.349,0.6679999999999999,Jos,Nigeria,10.45N,9.00E
1933-09-01,24.035,0.494,Jos,Nigeria,10.45N,9.00E
1933-10-01,24.365,0.623,Jos,Nigeria,10.45N,9.00E
1933-11-01,25.823,0.6990000000000001,Jos,Nigeria,10.45N,9.00E
1933-12-01,23.168000000000003,1.265,Jos,Nigeria,10.45N,9.00E
1934-01-01,20.991999999999997,1.222,Jos,Nigeria,10.45N,9.00E
1934-02-01,22.871,0.6859999999999999,Jos,Nigeria,10.45N,9.00E
1934-03-01,26.691,0.371,Jos,Nigeria,10.45N,9.00E
1934-04-01,27.225,0.38299999999999995,Jos,Nigeria,10.45N,9.00E
1934-05-01,26.719,0.353,Jos,Nigeria,10.45N,9.00E
1934-06-01,25.393,0.795,Jos,Nigeria,10.45N,9.00E
1934-07-01,24.216,0.904,Jos,Nigeria,10.45N,9.00E
1934-08-01,23.535999999999998,0.474,Jos,Nigeria,10.45N,9.00E
1934-09-01,24.688,0.5589999999999999,Jos,Nigeria,10.45N,9.00E
1934-10-01,25.681,0.541,Jos,Nigeria,10.45N,9.00E
1934-11-01,24.412,0.58,Jos,Nigeria,10.45N,9.00E
1934-12-01,22.224,0.777,Jos,Nigeria,10.45N,9.00E
1935-01-01,22.776999999999997,1.139,Jos,Nigeria,10.45N,9.00E
1935-02-01,24.163,0.935,Jos,Nigeria,10.45N,9.00E
1935-03-01,27.49,0.7120000000000001,Jos,Nigeria,10.45N,9.00E
1935-04-01,27.432,0.7440000000000001,Jos,Nigeria,10.45N,9.00E
1935-05-01,27.483,0.47700000000000004,Jos,Nigeria,10.45N,9.00E
1935-06-01,24.950000000000006,0.316,Jos,Nigeria,10.45N,9.00E
1935-07-01,24.167,0.488,Jos,Nigeria,10.45N,9.00E
1935-08-01,23.164,0.428,Jos,Nigeria,10.45N,9.00E
1935-09-01,24.409000000000002,0.531,Jos,Nigeria,10.45N,9.00E
1935-10-01,25.658,1.075,Jos,Nigeria,10.45N,9.00E
1935-11-01,24.395,0.498,Jos,Nigeria,10.45N,9.00E
1935-12-01,22.53,0.841,Jos,Nigeria,10.45N,9.00E
1936-01-01,21.426,0.58,Jos,Nigeria,10.45N,9.00E
1936-02-01,25.383000000000006,0.62,Jos,Nigeria,10.45N,9.00E
1936-03-01,28.09,0.815,Jos,Nigeria,10.45N,9.00E
1936-04-01,27.326,0.6970000000000001,Jos,Nigeria,10.45N,9.00E
1936-05-01,26.755000000000006,0.46299999999999997,Jos,Nigeria,10.45N,9.00E
1936-06-01,24.73,0.5820000000000001,Jos,Nigeria,10.45N,9.00E
1936-07-01,23.699,0.511,Jos,Nigeria,10.45N,9.00E
1936-08-01,23.214,0.546,Jos,Nigeria,10.45N,9.00E
1936-09-01,23.781999999999996,0.355,Jos,Nigeria,10.45N,9.00E
1936-10-01,25.034000000000002,0.289,Jos,Nigeria,10.45N,9.00E
1936-11-01,25.201,0.332,Jos,Nigeria,10.45N,9.00E
1936-12-01,22.333000000000002,0.523,Jos,Nigeria,10.45N,9.00E
1937-01-01,20.892,0.607,Jos,Nigeria,10.45N,9.00E
1937-02-01,23.58,0.461,Jos,Nigeria,10.45N,9.00E
1937-03-01,26.505,1.01,Jos,Nigeria,10.45N,9.00E
1937-04-01,27.264,0.93,Jos,Nigeria,10.45N,9.00E
1937-05-01,27.528,0.769,Jos,Nigeria,10.45N,9.00E
1937-06-01,26.206000000000003,1.577,Jos,Nigeria,10.45N,9.00E
1937-07-01,23.802,0.763,Jos,Nigeria,10.45N,9.00E
1937-08-01,23.815,0.35700000000000004,Jos,Nigeria,10.45N,9.00E
1937-09-01,24.389,0.546,Jos,Nigeria,10.45N,9.00E
1937-10-01,25.321,0.816,Jos,Nigeria,10.45N,9.00E
1937-11-01,23.879,0.772,Jos,Nigeria,10.45N,9.00E
1937-12-01,22.808000000000003,0.9540000000000001,Jos,Nigeria,10.45N,9.00E
1938-01-01,22.375,1.0090000000000001,Jos,Nigeria,10.45N,9.00E
1938-02-01,24.56,0.972,Jos,Nigeria,10.45N,9.00E
1938-03-01,26.226999999999997,0.674,Jos,Nigeria,10.45N,9.00E
1938-04-01,28.343000000000004,0.493,Jos,Nigeria,10.45N,9.00E
1938-05-01,27.531999999999996,0.782,Jos,Nigeria,10.45N,9.00E
1938-06-01,26.058000000000003,0.542,Jos,Nigeria,10.45N,9.00E
1938-07-01,23.849,0.363,Jos,Nigeria,10.45N,9.00E
1938-08-01,23.130000000000006,1.004,Jos,Nigeria,10.45N,9.00E
1938-09-01,23.836,0.494,Jos,Nigeria,10.45N,9.00E
1938-10-01,24.883000000000003,0.29,Jos,Nigeria,10.45N,9.00E
1938-11-01,25.127,0.475,Jos,Nigeria,10.45N,9.00E
1938-12-01,24.353,1.124,Jos,Nigeria,10.45N,9.00E
1939-01-01,21.906999999999996,0.6990000000000001,Jos,Nigeria,10.45N,9.00E
1939-02-01,24.471999999999998,0.542,Jos,Nigeria,10.45N,9.00E
1939-03-01,26.846,0.512,Jos,Nigeria,10.45N,9.00E
1939-04-01,28.128,0.961,Jos,Nigeria,10.45N,9.00E
1939-05-01,26.41,0.623,Jos,Nigeria,10.45N,9.00E
1939-06-01,24.808000000000003,0.433,Jos,Nigeria,10.45N,9.00E
1939-07-01,24.045,0.419,Jos,Nigeria,10.45N,9.00E
1939-08-01,23.028,0.541,Jos,Nigeria,10.45N,9.00E
1939-09-01,23.590999999999998,0.988,Jos,Nigeria,10.45N,9.00E
1939-10-01,24.751,0.629,Jos,Nigeria,10.45N,9.00E
1939-11-01,23.731,0.44299999999999995,Jos,Nigeria,10.45N,9.00E
1939-12-01,23.334,0.38299999999999995,Jos,Nigeria,10.45N,9.00E
1940-01-01,23.335,0.7020000000000001,Jos,Nigeria,10.45N,9.00E
1940-02-01,24.002,0.725,Jos,Nigeria,10.45N,9.00E
1940-03-01,26.22,0.981,Jos,Nigeria,10.45N,9.00E
1940-04-01,28.113000000000003,0.47600000000000003,Jos,Nigeria,10.45N,9.00E
1940-05-01,27.666999999999998,0.41,Jos,Nigeria,10.45N,9.00E
1940-06-01,25.386000000000006,0.445,Jos,Nigeria,10.45N,9.00E
1940-07-01,23.719,0.258,Jos,Nigeria,10.45N,9.00E
1940-08-01,23.565,0.418,Jos,Nigeria,10.45N,9.00E
1940-09-01,24.781999999999996,0.6629999999999999,Jos,Nigeria,10.45N,9.00E
1940-10-01,26.002,1.288,Jos,Nigeria,10.45N,9.00E
1940-11-01,23.688000000000002,0.518,Jos,Nigeria,10.45N,9.00E
1940-12-01,22.059,0.589,Jos,Nigeria,10.45N,9.00E
1941-01-01,23.837,0.8220000000000001,Jos,Nigeria,10.45N,9.00E
1941-02-01,24.526999999999997,0.344,Jos,Nigeria,10.45N,9.00E
1941-03-01,27.712,0.953,Jos,Nigeria,10.45N,9.00E
1941-04-01,29.686999999999998,0.672,Jos,Nigeria,10.45N,9.00E
1941-05-01,27.212,1.245,Jos,Nigeria,10.45N,9.00E
1941-06-01,25.842,0.569,Jos,Nigeria,10.45N,9.00E
1941-07-01,24.247,0.34299999999999997,Jos,Nigeria,10.45N,9.00E
1941-08-01,24.244,0.45899999999999996,Jos,Nigeria,10.45N,9.00E
1941-09-01,24.954,0.64,Jos,Nigeria,10.45N,9.00E
1941-10-01,25.684,0.6579999999999999,Jos,Nigeria,10.45N,9.00E
1941-11-01,24.423000000000002,0.7140000000000001,Jos,Nigeria,10.45N,9.00E
1941-12-01,22.696,0.371,Jos,Nigeria,10.45N,9.00E
1942-01-01,23.483,0.366,Jos,Nigeria,10.45N,9.00E
1942-02-01,25.89,0.5379999999999999,Jos,Nigeria,10.45N,9.00E
1942-03-01,27.257,0.69,Jos,Nigeria,10.45N,9.00E
1942-04-01,28.398000000000003,0.348,Jos,Nigeria,10.45N,9.00E
1942-05-01,26.409,0.43799999999999994,Jos,Nigeria,10.45N,9.00E
1942-06-01,26.208,0.607,Jos,Nigeria,10.45N,9.00E
1942-07-01,24.352,0.38,Jos,Nigeria,10.45N,9.00E
1942-08-01,22.89,0.33899999999999997,Jos,Nigeria,10.45N,9.00E
1942-09-01,24.958,0.604,Jos,Nigeria,10.45N,9.00E
1942-10-01,25.717,0.439,Jos,Nigeria,10.45N,9.00E
1942-11-01,24.701,0.305,Jos,Nigeria,10.45N,9.00E
1942-12-01,22.921999999999997,0.452,Jos,Nigeria,10.45N,9.00E
1943-01-01,22.266,0.374,Jos,Nigeria,10.45N,9.00E
1943-02-01,24.315,0.344,Jos,Nigeria,10.45N,9.00E
1943-03-01,26.573,0.49200000000000005,Jos,Nigeria,10.45N,9.00E
1943-04-01,27.583000000000002,0.40700000000000003,Jos,Nigeria,10.45N,9.00E
1943-05-01,26.448,0.46299999999999997,Jos,Nigeria,10.45N,9.00E
1943-06-01,25.8,1.057,Jos,Nigeria,10.45N,9.00E
1943-07-01,23.708000000000002,0.28,Jos,Nigeria,10.45N,9.00E
1943-08-01,22.85,0.366,Jos,Nigeria,10.45N,9.00E
1943-09-01,23.796,0.265,Jos,Nigeria,10.45N,9.00E
1943-10-01,25.086,0.272,Jos,Nigeria,10.45N,9.00E
1943-11-01,24.99,0.381,Jos,Nigeria,10.45N,9.00E
1943-12-01,22.888,0.42700000000000005,Jos,Nigeria,10.45N,9.00E
1944-01-01,20.625,0.539,Jos,Nigeria,10.45N,9.00E
1944-02-01,23.484,0.47,Jos,Nigeria,10.45N,9.00E
1944-03-01,26.897,0.635,Jos,Nigeria,10.45N,9.00E
1944-04-01,27.572,0.29100000000000004,Jos,Nigeria,10.45N,9.00E
1944-05-01,27.259,0.456,Jos,Nigeria,10.45N,9.00E
1944-06-01,26.031,0.28600000000000003,Jos,Nigeria,10.45N,9.00E
1944-07-01,24.622,0.264,Jos,Nigeria,10.45N,9.00E
1944-08-01,23.488000000000003,0.397,Jos,Nigeria,10.45N,9.00E
1944-09-01,24.256999999999998,0.33799999999999997,Jos,Nigeria,10.45N,9.00E
1944-10-01,25.366,0.297,Jos,Nigeria,10.45N,9.00E
1944-11-01,24.459,0.462,Jos,Nigeria,10.45N,9.00E
1944-12-01,23.598000000000003,0.38799999999999996,Jos,Nigeria,10.45N,9.00E
1945-01-01,23.695999999999998,0.539,Jos,Nigeria,10.45N,9.00E
1945-02-01,23.066999999999997,0.647,Jos,Nigeria,10.45N,9.00E
1945-03-01,26.169,0.687,Jos,Nigeria,10.45N,9.00E
1945-04-01,27.711,0.502,Jos,Nigeria,10.45N,9.00E
1945-05-01,26.385,0.541,Jos,Nigeria,10.45N,9.00E
1945-06-01,25.604000000000006,0.365,Jos,Nigeria,10.45N,9.00E
1945-07-01,23.965,0.268,Jos,Nigeria,10.45N,9.00E
1945-08-01,23.046,0.413,Jos,Nigeria,10.45N,9.00E
1945-09-01,24.233,0.414,Jos,Nigeria,10.45N,9.00E
1945-10-01,24.829,0.43200000000000005,Jos,Nigeria,10.45N,9.00E
1945-11-01,24.158,0.512,Jos,Nigeria,10.45N,9.00E
1945-12-01,21.44,1.073,Jos,Nigeria,10.45N,9.00E
1946-01-01,22.938000000000002,0.6759999999999999,Jos,Nigeria,10.45N,9.00E
1946-02-01,23.951999999999998,0.599,Jos,Nigeria,10.45N,9.00E
1946-03-01,26.895,0.37200000000000005,Jos,Nigeria,10.45N,9.00E
1946-04-01,27.901,0.48100000000000004,Jos,Nigeria,10.45N,9.00E
1946-05-01,27.496,0.222,Jos,Nigeria,10.45N,9.00E
1946-06-01,24.959000000000003,0.397,Jos,Nigeria,10.45N,9.00E
1946-07-01,23.43,0.441,Jos,Nigeria,10.45N,9.00E
1946-08-01,22.833,0.636,Jos,Nigeria,10.45N,9.00E
1946-09-01,23.718000000000004,0.43799999999999994,Jos,Nigeria,10.45N,9.00E
1946-10-01,24.643,0.435,Jos,Nigeria,10.45N,9.00E
1946-11-01,24.278000000000002,0.415,Jos,Nigeria,10.45N,9.00E
1946-12-01,22.255,0.562,Jos,Nigeria,10.45N,9.00E
1947-01-01,21.913,0.593,Jos,Nigeria,10.45N,9.00E
1947-02-01,26.705,0.522,Jos,Nigeria,10.45N,9.00E
1947-03-01,26.681,0.62,Jos,Nigeria,10.45N,9.00E
1947-04-01,28.053,0.374,Jos,Nigeria,10.45N,9.00E
1947-05-01,27.346,0.35,Jos,Nigeria,10.45N,9.00E
1947-06-01,25.245,0.23600000000000002,Jos,Nigeria,10.45N,9.00E
1947-07-01,23.979,0.314,Jos,Nigeria,10.45N,9.00E
1947-08-01,23.618,0.456,Jos,Nigeria,10.45N,9.00E
1947-09-01,24.131999999999998,0.24,Jos,Nigeria,10.45N,9.00E
1947-10-01,25.141,0.373,Jos,Nigeria,10.45N,9.00E
1947-11-01,23.766,0.602,Jos,Nigeria,10.45N,9.00E
1947-12-01,22.755,0.41,Jos,Nigeria,10.45N,9.00E
1948-01-01,22.177,0.7,Jos,Nigeria,10.45N,9.00E
1948-02-01,24.289,0.588,Jos,Nigeria,10.45N,9.00E
1948-03-01,25.706,0.506,Jos,Nigeria,10.45N,9.00E
1948-04-01,27.438000000000002,1.022,Jos,Nigeria,10.45N,9.00E
1948-05-01,27.139000000000006,0.231,Jos,Nigeria,10.45N,9.00E
1948-06-01,24.518,0.14,Jos,Nigeria,10.45N,9.00E
1948-07-01,23.909000000000002,0.305,Jos,Nigeria,10.45N,9.00E
1948-08-01,23.319000000000006,0.301,Jos,Nigeria,10.45N,9.00E
1948-09-01,24.311999999999998,0.248,Jos,Nigeria,10.45N,9.00E
1948-10-01,24.644000000000002,0.504,Jos,Nigeria,10.45N,9.00E
1948-11-01,23.451,0.442,Jos,Nigeria,10.45N,9.00E
1948-12-01,21.401999999999997,0.5529999999999999,Jos,Nigeria,10.45N,9.00E
1949-01-01,22.194000000000003,0.40399999999999997,Jos,Nigeria,10.45N,9.00E
1949-02-01,23.331999999999997,0.303,Jos,Nigeria,10.45N,9.00E
1949-03-01,27.274,0.392,Jos,Nigeria,10.45N,9.00E
1949-04-01,28.023000000000003,0.45,Jos,Nigeria,10.45N,9.00E
1949-05-01,27.259,0.261,Jos,Nigeria,10.45N,9.00E
1949-06-01,25.769,0.484,Jos,Nigeria,10.45N,9.00E
1949-07-01,24.332,0.26899999999999996,Jos,Nigeria,10.45N,9.00E
1949-08-01,23.526999999999997,0.19,Jos,Nigeria,10.45N,9.00E
1949-09-01,24.701999999999998,0.226,Jos,Nigeria,10.45N,9.00E
1949-10-01,25.644000000000002,0.446,Jos,Nigeria,10.45N,9.00E
1949-11-01,24.796999999999997,0.406,Jos,Nigeria,10.45N,9.00E
1949-12-01,21.568,0.584,Jos,Nigeria,10.45N,9.00E
1950-01-01,22.68,0.484,Jos,Nigeria,10.45N,9.00E
1950-02-01,23.221999999999998,0.519,Jos,Nigeria,10.45N,9.00E
1950-03-01,26.226999999999997,0.534,Jos,Nigeria,10.45N,9.00E
1950-04-01,27.53,0.414,Jos,Nigeria,10.45N,9.00E
1950-05-01,27.089,0.505,Jos,Nigeria,10.45N,9.00E
1950-06-01,26.33,0.405,Jos,Nigeria,10.45N,9.00E
1950-07-01,23.625,0.722,Jos,Nigeria,10.45N,9.00E
1950-08-01,22.688,0.317,Jos,Nigeria,10.45N,9.00E
1950-09-01,23.638,0.35200000000000004,Jos,Nigeria,10.45N,9.00E
1950-10-01,24.402,0.392,Jos,Nigeria,10.45N,9.00E
1950-11-01,23.605,0.461,Jos,Nigeria,10.45N,9.00E
1950-12-01,22.577,0.34,Jos,Nigeria,10.45N,9.00E
1951-01-01,22.156,0.455,Jos,Nigeria,10.45N,9.00E
1951-02-01,24.114,0.341,Jos,Nigeria,10.45N,9.00E
1951-03-01,27.39,0.218,Jos,Nigeria,10.45N,9.00E
1951-04-01,27.764,0.313,Jos,Nigeria,10.45N,9.00E
1951-05-01,26.732000000000006,0.381,Jos,Nigeria,10.45N,9.00E
1951-06-01,25.744,0.366,Jos,Nigeria,10.45N,9.00E
1951-07-01,23.768,0.149,Jos,Nigeria,10.45N,9.00E
1951-08-01,23.399,0.22399999999999998,Jos,Nigeria,10.45N,9.00E
1951-09-01,23.86,0.33,Jos,Nigeria,10.45N,9.00E
1951-10-01,25.076,0.298,Jos,Nigeria,10.45N,9.00E
1951-11-01,23.06,0.415,Jos,Nigeria,10.45N,9.00E
1951-12-01,20.419,0.529,Jos,Nigeria,10.45N,9.00E
1952-01-01,22.337,0.272,Jos,Nigeria,10.45N,9.00E
1952-02-01,23.703000000000007,0.196,Jos,Nigeria,10.45N,9.00E
1952-03-01,26.419,0.317,Jos,Nigeria,10.45N,9.00E
1952-04-01,27.945999999999998,0.183,Jos,Nigeria,10.45N,9.00E
1952-05-01,26.718000000000004,0.368,Jos,Nigeria,10.45N,9.00E
1952-06-01,25.621,0.203,Jos,Nigeria,10.45N,9.00E
1952-07-01,23.746,0.358,Jos,Nigeria,10.45N,9.00E
1952-08-01,22.785,0.34,Jos,Nigeria,10.45N,9.00E
1952-09-01,23.394,0.23199999999999998,Jos,Nigeria,10.45N,9.00E
1952-10-01,24.433000000000003,0.265,Jos,Nigeria,10.45N,9.00E
1952-11-01,23.776,0.146,Jos,Nigeria,10.45N,9.00E
1952-12-01,21.930999999999997,0.254,Jos,Nigeria,10.45N,9.00E
