21.308000000000003,1.117,Jos,Nigeria,10.45N,9.00E
1898-08-01,27.208000000000002,0.353,Junagadh,India,21.70N,70.10E
1898-09-01,26.706999999999997,0.7040000000000001,Junagadh,India,21.70N,70.10E
1898-10-01,27.796999999999997,0.516,Junagadh,India,21.70N,70.10E
1898-11-01,25.241999999999997,0.639,Junagadh,India,21.70N,70.10E
1898-12-01,21.081,0.564,Junagadh,India,21.70N,70.10E
1899-01-01,18.542,0.7340000000000001,Junagadh,India,21.70N,70.10E
1899-02-01,22.279,0.652,Junagadh,India,21.70N,70.10E
1899-03-01,26.449,0.499,Junagadh,India,21.70N,70.10E
1899-04-01,28.675,0.4,Junagadh,India,21.70N,70.10E
1899-05-01,30.21,0.584,Junagadh,India,21.70N,70.10E
1899-06-01,30.064,0.494,Junagadh,India,21.70N,70.10E
1899-07-01,28.631999999999998,0.573,Junagadh,India,21.70N,70.10E
1899-08-01,28.162,0.49,Junagadh,India,21.70N,70.10E
1899-09-01,27.441000000000006,0.711,Junagadh,India,21.70N,70.10E
1899-10-01,27.494,0.951,Junagadh,India,21.70N,70.10E
1899-11-01,24.671000000000006,0.934,Junagadh,India,21.70N,70.10E
1899-12-01,22.466,0.784,Junagadh,India,21.70N,70.10E
1900-01-01,19.021,0.642,Junagadh,India,21.70N,70.10E
1900-02-01,22.315,0.82,Junagadh,India,21.70N,70.10E
1900-03-01,26.688000000000002,0.8059999999999999,Junagadh,India,21.70N,70.10E
1900-04-01,28.883000000000003,0.877,Junagadh,India,21.70N,70.10E
1900-05-01,30.189,0.6679999999999999,Junagadh,India,21.70N,70.10E
1900-06-01,31.12,0.705,Junagadh,India,21.70N,70.10E
1900-07-01,29.648000000000003,1.075,Junagadh,India,21.70N,70.10E
1900-08-01,27.36,0.604,Junagadh,India,21.70N,70.10E
1900-09-01,27.250999999999998,0.434,Junagadh,India,21.70N,70.10E
1900-10-01,26.601999999999997,0.799,Junagadh,India,21.70N,70.10E
1900-11-01,25.066000000000006,0.405,Junagadh,India,21.70N,70.10E
1900-12-01,21.139,0.9129999999999999,Junagadh,India,21.70N,70.10E
1901-01-01,19.021,0.449,Junagadh,India,21.70N,70.10E
1901-02-01,20.428,0.555,Junagadh,India,21.70N,70.10E
1901-03-01,26.712,0.527,Junagadh,India,21.70N,70.10E
1901-04-01,29.028000000000002,0.626,Junagadh,India,21.70N,70.10E
1901-05-01,30.504,0.29100000000000004,Junagadh,India,21.70N,70.10E
1901-06-01,30.881999999999998,0.609,Junagadh,India,21.70N,70.10E
1901-07-01,29.158,0.465,Junagadh,India,21.70N,70.10E
1901-08-01,27.371,0.35,Junagadh,India,21.70N,70.10E
1901-09-01,26.913,0.8059999999999999,Junagadh,India,21.70N,70.10E
1901-10-01,26.557,1.071,Junagadh,India,21.70N,70.10E
1901-11-01,25.026999999999997,0.435,Junagadh,India,21.70N,70.10E
1901-12-01,21.772,0.5710000000000001,Junagadh,India,21.70N,70.10E
1902-01-01,21.156999999999996,0.982,Junagadh,India,21.70N,70.10E
1902-02-01,22.686,0.591,Junagadh,India,21.70N,70.10E
