1.937,0.584,Ilhéus,Brazil,15.27S,39.17W
1952-02-01,26.478,0.606,Ilhéus,Brazil,15.27S,39.17W
1952-03-01,25.369,0.6709999999999999,Ilhéus,Brazil,15.27S,39.17W
1952-04-01,24.891,0.44799999999999995,Ilhéus,Brazil,15.27S,39.17W
1952-05-01,23.055,0.40399999999999997,Ilhéus,Brazil,15.27S,39.17W
1952-06-01,22.634,0.42,Ilhéus,Brazil,15.27S,39.17W
1952-07-01,21.84,0.45399999999999996,Ilhéus,Brazil,15.27S,39.17W
1952-08-01,22.166,0.642,Ilhéus,Brazil,15.27S,39.17W
1952-09-01,23.531,0.326,Ilhéus,Brazil,15.27S,39.17W
1952-10-01,24.322,0.243,Ilhéus,Brazil,15.27S,39.17W
1952-11-01,25.116,0.294,Ilhéus,Brazil,15.27S,39.17W
1952-12-01,25.135,0.579,Ilhéus,Brazil,15.27S,39.17W
1953-01-01,26.042,0.384,Ilhéus,Brazil,15.27S,39.17W
1953-02-01,26.217,0.501,Ilhéus,Brazil,15.27S,39.17W
1953-03-01,25.44,0.41,Ilhéus,Brazil,15.27S,39.17W
1953-04-01,24.555999999999997,0.392,Ilhéus,Brazil,15.27S,39.17W
1953-05-01,23.479,0.289,Ilhéus,Brazil,15.27S,39.17W
1953-06-01,22.513,0.40700000000000003,Ilhéus,Brazil,15.27S,39.17W
1953-07-01,21.11,0.615,Ilhéus,Brazil,15.27S,39.17W
1953-08-01,21.706,0.266,Ilhéus,Brazil,15.27S,39.17W
1953-09-01,23.286,0.526,Ilhéus,Brazil,15.27S,39.17W
1953-10-01,24.014,0.451,Ilhéus,Brazil,15.27S,39.17W
1953-11-01,24.843000000000004,0.27399999999999997,Ilhéus,Brazil,15.27S,39.17W
1953-12-01,24.944000000000003,0.391,Ilhéus,Brazil,15.27S,39.17W
1954-01-01,25.631,0.40399999999999997,Ilhéus,Brazil,15.27S,39.17W
1954-02-01,25.962,0.56,Ilhéus,Brazil,15.27S,39.17W
1954-03-01,25.633000000000003,0.371,Ilhéus,Brazil,15.27S,39.17W
1954-04-01,24.234,0.302,Ilhéus,Brazil,15.27S,39.17W
1954-05-01,23.608,0.243,Ilhéus,Brazil,15.27S,39.17W
1954-06-01,22.570999999999998,0.419,Ilhéus,Brazil,15.27S,39.17W
1954-07-01,21.506,0.38299999999999995,Ilhéus,Brazil,15.27S,39.17W
1954-08-01,21.481,0.374,Ilhéus,Brazil,15.27S,39.17W
1954-09-01,22.98,0.6940000000000001,Ilhéus,Brazil,15.27S,39.17W
1954-10-01,24.051,0.46,Ilhéus,Brazil,15.27S,39.17W
1954-11-01,24.866,0.318,Ilhéus,Brazil,15.27S,39.17W
1954-12-01,24.903000000000002,0.37,Ilhéus,Brazil,15.27S,39.17W
1955-01-01,25.501,0.511,Ilhéus,Brazil,15.27S,39.17W
1955-02-01,25.199,0.43700000000000006,Ilhéus,Brazil,15.27S,39.17W
1955-03-01,25.361,0.742,Ilhéus,Brazil,15.27S,39.17W
1955-04-01,24.348000000000003,0.862,Ilhéus,Brazil,15.27S,39.17W
1955-05-01,23.513,0.804,Ilhéus,Brazil,15.27S,39.17W
1955-06-01,22.307,0.5720000000000001,Ilhéus,Brazil,15.27S,39.17W
1955-07-01,21.194000000000006,0.9520000000000001,Ilhéus,Brazil,15.27S,39.17W
1955-08-01,21.421,0.9309999999999999,Ilhéus,Brazil,15.27S,39.17W
1955-09-01,22.701,0.38299999999999995,Ilhéus,Brazil,15.27S,39.17W
1955-10-01,23.747,0.602,Ilhéus,Brazil,15.27S,39.17W
1955-11-01,24.296999999999997,0.5539999999999999,Ilhéus,Brazil,15.27S,39.17W
1955-12-01,25.11,0.409,Ilhéus,Brazil,15.27S,39.17W
1956-01-01,25.827,0.385,Ilhéus,Brazil,15.27S,39.17W
1956-02-01,25.750999999999998,0.41600000000000004,Ilhéus,Brazil,15.27S,39.17W
1956-03-01,25.375,0.515,Ilhéus,Brazil,15.27S,39.17W
1956-04-01,24.236,0.5720000000000001,Ilhéus,Brazil,15.27S,39.17W
1956-05-01,23.788,0.545,Ilhéus,Brazil,15.27S,39.17W
1956-06-01,22.295,1.304,Ilhéus,Brazil,15.27S,39.17W
1956-07-01,22.028,0.905,Ilhéus,Brazil,15.27S,39.17W
1956-08-01,21.111,0.515,Ilhéus,Brazil,15.27S,39.17W
1956-09-01,22.886,0.44,Ilhéus,Brazil,15.27S,39.17W
1956-10-01,23.581,0.295,Ilhéus,Brazil,15.27S,39.17W
1956-11-01,23.573,0.517,Ilhéus,Brazil,15.27S,39.17W
1956-12-01,24.96,0.47700000000000004,Ilhéus,Brazil,15.27S,39.17W
1957-01-01,25.171,0.39299999999999996,Ilhéus,Brazil,15.27S,39.17W
1957-02-01,25.711,0.496,Ilhéus,Brazil,15.27S,39.17W
1957-03-01,25.142,0.7240000000000001,Ilhéus,Brazil,15.27S,39.17W
1957-04-01,23.934,0.664,Ilhéus,Brazil,15.27S,39.17W
1957-05-01,22.886,0.6829999999999999,Ilhéus,Brazil,15.27S,39.17W
1957-06-01,21.84,0.8009999999999999,Ilhéus,Brazil,15.27S,39.17W
1957-07-01,21.643,0.645,Ilhéus,Brazil,15.27S,39.17W
1957-08-01,21.838,0.887,Ilhéus,Brazil,15.27S,39.17W
1957-09-01,23.436,0.655,Ilhéus,Brazil,15.27S,39.17W
1957-10-01,23.776,0.516,Ilhéus,Brazil,15.27S,39.17W
1957-11-01,24.968000000000004,0.379,Ilhéus,Brazil,15.27S,39.17W
1957-12-01,25.711,0.405,Ilhéus,Brazil,15.27S,39.17W
1958-01-01,26.004,0.5579999999999999,Ilhéus,Brazil,15.27S,39.17W
1958-02-01,26.316,0.659,Ilhéus,Brazil,15.27S,39.17W
1958-03-01,25.729,0.561,Ilhéus,Brazil,15.27S,39.17W
1958-04-01,25.092,0.387,Ilhéus,Brazil,15.27S,39.17W
1958-05-01,24.09,0.5539999999999999,Ilhéus,Brazil,15.27S,39.17W
1958-06-01,22.785999999999998,1.141,Ilhéus,Brazil,15.27S,39.17W
1958-07-01,22.055,1.1179999999999999,Ilhéus,Brazil,15.27S,39.17W
1958-08-01,22.219,0.36700000000000005,Ilhéus,Brazil,15.27S,39.17W
1958-09-01,23.275,0.894,Ilhéus,Brazil,15.27S,39.17W
1958-10-01,24.345,1.354,Ilhéus,Brazil,15.27S,39.17W
1958-11-01,25.116,0.966,Ilhéus,Brazil,15.27S,39.17W
1958-12-01,25.423000000000002,0.653,Ilhéus,Brazil,15.27S,39.17W
1959-01-01,25.957,0.374,Ilhéus,Brazil,15.27S,39.17W
1959-02-01,26.627,0.27899999999999997,Ilhéus,Brazil,15.27S,39.17W
1959-03-01,26.153000000000002,0.47,Ilhéus,Brazil,15.27S,39.17W
1959-04-01,25.588,0.373,Ilhéus,Brazil,15.27S,39.17W
1959-05-01,24.219,0.244,Ilhéus,Brazil,15.27S,39.17W
1959-06-01,22.684,0.53,Ilhéus,Brazil,15.27S,39.17W
1959-07-01,22.031,0.42100000000000004,Ilhéus,Brazil,15.27S,39.17W
1959-08-01,22.875,0.521,Ilhéus,Brazil,15.27S,39.17W
1959-09-01,23.328000000000003,0.496,Ilhéus,Brazil,15.27S,39.17W
1959-10-01,24.394000000000002,0.25,Ilhéus,Brazil,15.27S,39.17W
1959-11-01,25.009,0.35600000000000004,Ilhéus,Brazil,15.27S,39.17W
1959-12-01,25.748,0.297,Ilhéus,Brazil,15.27S,39.17W
1960-01-01,25.98,0.485,Ilhéus,Brazil,15.27S,39.17W
1960-02-01,26.202,0.449,Ilhéus,Brazil,15.27S,39.17W
1960-03-01,25.558000000000003,0.924,Ilhéus,Brazil,15.27S,39.17W
1960-04-01,24.239,1.251,Ilhéus,Brazil,15.27S,39.17W
1960-05-01,23.822,0.449,Ilhéus,Brazil,15.27S,39.17W
1960-06-01,22.285999999999998,0.45899999999999996,Ilhéus,Brazil,15.27S,39.17W
1960-07-01,21.366999999999997,0.583,Ilhéus,Brazil,15.27S,39.17W
1960-08-01,21.948,0.74,Ilhéus,Brazil,15.27S,39.17W
1960-09-01,22.823,0.354,Ilhéus,Brazil,15.27S,39.17W
1960-10-01,24.283,0.455,Ilhéus,Brazil,15.27S,39.17W
1960-11-01,24.831,0.353,Ilhéus,Brazil,15.27S,39.17W
1960-12-01,25.761,0.51,Ilhéus,Brazil,15.27S,39.17W
1961-01-01,25.848000000000003,0.41,Ilhéus,Brazil,15.27S,39.17W
1961-02-01,25.837,0.311,Ilhéus,Brazil,15.27S,39.17W
1961-03-01,25.776,0.47700000000000004,Ilhéus,Brazil,15.27S,39.17W
1961-04-01,24.897,0.37,Ilhéus,Brazil,15.27S,39.17W
1961-05-01,23.621,0.447,Ilhéus,Brazil,15.27S,39.17W
1961-06-01,22.241,0.498,Ilhéus,Brazil,15.27S,39.17W
1961-07-01,21.046999999999997,0.325,Ilhéus,Brazil,15.27S,39.17W
1961-08-01,21.461,0.423,Ilhéus,Brazil,15.27S,39.17W
1961-09-01,23.431,0.324,Ilhéus,Brazil,15.27S,39.17W
1961-10-01,23.655,0.574,Ilhéus,Brazil,15.27S,39.17W
1961-11-01,25.313000000000002,0.593,Ilhéus,Brazil,15.27S,39.17W
1961-12-01,25.496,0.8690000000000001,Ilhéus,Brazil,15.27S,39.17W
1962-01-01,25.823,0.29100000000000004,Ilhéus,Brazil,15.27S,39.17W
1962-02-01,26.041999999999998,0.49700000000000005,Ilhéus,Brazil,15.27S,39.17W
1962-03-01,25.47,0.249,Ilhéus,Brazil,15.27S,39.17W
1962-04-01,24.802,0.41600000000000004,Ilhéus,Brazil,15.27S,39.17W
1962-05-01,23.395,0.359,Ilhéus,Brazil,15.27S,39.17W
1962-06-01,21.636999999999997,0.589,Ilhéus,Brazil,15.27S,39.17W
1962-07-01,21.044,0.434,Ilhéus,Brazil,15.27S,39.17W
1962-08-01,21.596,0.397,Ilhéus,Brazil,15.27S,39.17W
1962-09-01,22.849,0.33299999999999996,Ilhéus,Brazil,15.27S,39.17W
1962-10-01,23.466,0.815,Ilhéus,Brazil,15.27S,39.17W
1962-11-01,24.816999999999997,0.278,Ilhéus,Brazil,15.27S,39.17W
1962-12-01,25.245,0.289,Ilhéus,Brazil,15.27S,39.17W
1963-01-01,26.078000000000003,0.268,Ilhéus,Brazil,15.27S,39.17W
1963-02-01,25.784000000000002,0.298,Ilhéus,Brazil,15.27S,39.17W
1963-03-01,26.23,0.46299999999999997,Ilhéus,Brazil,15.27S,39.17W
1963-04-01,25.06,0.32899999999999996,Ilhéus,Brazil,15.27S,39.17W
1963-05-01,22.932,0.41100000000000003,Ilhéus,Brazil,15.27S,39.17W
1963-06-01,21.750999999999998,0.379,Ilhéus,Brazil,15.27S,39.17W
1963-07-01,20.944000000000006,0.249,Ilhéus,Brazil,15.27S,39.17W
1963-08-01,21.675,0.602,Ilhéus,Brazil,15.27S,39.17W
1963-09-01,22.909000000000002,0.489,Ilhéus,Brazil,15.27S,39.17W
1963-10-01,24.608,0.465,Ilhéus,Brazil,15.27S,39.17W
1963-11-01,25.667,0.759,Ilhéus,Brazil,15.27S,39.17W
1963-12-01,24.889,0.473,Ilhéus,Brazil,15.27S,39.17W
1964-01-01,25.387,0.33,Ilhéus,Brazil,15.27S,39.17W
1964-02-01,26.230999999999998,0.49,Ilhéus,Brazil,15.27S,39.17W
1964-03-01,25.565,0.536,Ilhéus,Brazil,15.27S,39.17W
1964-04-01,24.92,0.723,Ilhéus,Brazil,15.27S,39.17W
1964-05-01,23.516,0.6509999999999999,Ilhéus,Brazil,15.27S,39.17W
1964-06-01,22.043000000000003,0.746,Ilhéus,Brazil,15.27S,39.17W
1964-07-01,21.495,0.518,Ilhéus,Brazil,15.27S,39.17W
1964-08-01,22.131,0.5589999999999999,Ilhéus,Brazil,15.27S,39.17W
1964-09-01,22.781999999999996,0.7340000000000001,Ilhéus,Brazil,15.27S,39.17W
1964-10-01,23.997,0.732,Ilhéus,Brazil,15.27S,39.17W
1964-11-01,23.776999999999997,0.28300000000000003,Ilhéus,Brazil,15.27S,39.17W
1964-12-01,24.842,0.45,Ilhéus,Brazil,15.27S,39.17W
1965-01-01,25.163,0.29100000000000004,Ilhéus,Brazil,15.27S,39.17W
1965-02-01,25.824,0.51,Ilhéus,Brazil,15.27S,39.17W
1965-03-01,25.378,0.52,Ilhéus,Brazil,15.27S,39.17W
1965-04-01,24.761,0.408,Ilhéus,Brazil,15.27S,39.17W
1965-05-01,23.869,0.444,Ilhéus,Brazil,15.27S,39.17W
1965-06-01,22.51,0.569,Ilhéus,Brazil,15.27S,39.17W
1965-07-01,21.893,0.44299999999999995,Ilhéus,Brazil,15.27S,39.17W
1965-08-01,22.271,0.308,Ilhéus,Brazil,15.27S,39.17W
1965-09-01,23.458000000000002,0.327,Ilhéus,Brazil,15.27S,39.17W
1965-10-01,23.918000000000003,0.35100000000000003,Ilhéus,Brazil,15.27S,39.17W
1965-11-01,24.639,0.557,Ilhéus,Brazil,15.27S,39.17W
1965-12-01,25.793000000000003,0.523,Ilhéus,Brazil,15.27S,39.17W
1966-01-01,25.964000000000002,0.34299999999999997,Ilhéus,Brazil,15.27S,39.17W
1966-02-01,25.54,0.39,Ilhéus,Brazil,15.27S,39.17W
1966-03-01,25.646,0.44,Ilhéus,Brazil,15.27S,39.17W
1966-04-01,24.488000000000003,0.628,Ilhéus,Brazil,15.27S,39.17W
1966-05-01,23.528000000000002,0.39899999999999997,Ilhéus,Brazil,15.27S,39.17W
1966-06-01,22.224,0.259,Ilhéus,Brazil,15.27S,39.17W
1966-07-01,21.721,0.409,Ilhéus,Brazil,15.27S,39.17W
1966-08-01,21.825,0.294,Ilhéus,Brazil,15.27S,39.17W
1966-09-01,22.473000000000003,0.405,Ilhéus,Brazil,15.27S,39.17W
1966-10-01,24.299,0.43799999999999994,Ilhéus,Brazil,15.27S,39.17W
1966-11-01,24.53,0.27399999999999997,Ilhéus,Brazil,15.27S,39.17W
1966-12-01,25.86,1.065,Ilhéus,Brazil,15.27S,39.17W
1967-01-01,26.25,0.168,Ilhéus,Brazil,15.27S,39.17W
1967-02-01,26.180999999999997,0.174,Ilhéus,Brazil,15.27S,39.17W
1967-03-01,25.795,0.23,Ilhéus,Brazil,15.27S,39.17W
1967-04-01,24.784000000000002,0.753,Ilhéus,Brazil,15.27S,39.17W
1967-05-01,23.509,0.314,Ilhéus,Brazil,15.27S,39.17W
1967-06-01,22.7,0.5429999999999999,Ilhéus,Brazil,15.27S,39.17W
1967-07-01,21.278,0.43200000000000005,Ilhéus,Brazil,15.27S,39.17W
1967-08-01,21.977,0.344,Ilhéus,Brazil,15.27S,39.17W
1967-09-01,22.994,0.325,Ilhéus,Brazil,15.27S,39.17W
1967-10-01,23.869,0.29100000000000004,Ilhéus,Brazil,15.27S,39.17W
1967-11-01,24.259,0.62,Ilhéus,Brazil,15.27S,39.17W
1967-12-01,24.423000000000002,0.38,Ilhéus,Brazil,15.27S,39.17W
1968-01-01,25.405,0.23,Ilhéus,Brazil,15.27S,39.17W
1968-02-01,24.899,0.462,Ilhéus,Brazil,15.27S,39.17W
1968-03-01,24.91,1.462,Ilhéus,Brazil,15.27S,39.17W
1968-04-01,24.046,0.37799999999999995,Ilhéus,Brazil,15.27S,39.17W
1968-05-01,22.478,0.645,Ilhéus,Brazil,15.27S,39.17W
1968-06-01,21.224,1.453,Ilhéus,Brazil,15.27S,39.17W
1968-07-01,20.881,0.377,Ilhéus,Brazil,15.27S,39.17W
1968-08-01,21.324,0.7879999999999999,Ilhéus,Brazil,15.27S,39.17W
1968-09-01,22.555,0.632,Ilhéus,Brazil,15.27S,39.17W
1968-10-01,23.509,0.278,Ilhéus,Brazil,15.27S,39.17W
1968-11-01,24.584,0.6859999999999999,Ilhéus,Brazil,15.27S,39.17W
1968-12-01,25.161,0.48700000000000004,Ilhéus,Brazil,15.27S,39.17W
1969-01-01,25.941,0.345,Ilhéus,Brazil,15.27S,39.17W
1969-02-01,26.038,0.467,Ilhéus,Brazil,15.27S,39.17W
1969-03-01,25.368000000000002,0.536,Ilhéus,Brazil,15.27S,39.17W
1969-04-01,24.563000000000002,0.46399999999999997,Ilhéus,Brazil,15.27S,39.17W
1969-05-01,23.641,0.255,Ilhéus,Brazil,15.27S,39.17W
1969-06-01,22.76,0.426,Ilhéus,Brazil,15.27S,39.17W
1969-07-01,22.143,0.336,Ilhéus,Brazil,15.27S,39.17W
1969-08-01,22.396,0.24600000000000002,Ilhéus,Brazil,15.27S,39.17W
1969-09-01,23.412,0.433,Ilhéus,Brazil,15.27S,39.17W
1969-10-01,24.515,0.325,Ilhéus,Brazil,15.27S,39.17W
1969-11-01,25.41,0.405,Ilhéus,Brazil,15.27S,39.17W
1969-12-01,24.682,0.322,Ilhéus,Brazil,15.27S,39.17W
1970-01-01,25.45,0.253,Ilhéus,Brazil,15.27S,39.17W
1970-02-01,25.589000000000002,0.345,Ilhéus,Brazil,15.27S,39.17W
1970-03-01,25.553,0.309,Ilhéus,Brazil,15.27S,39.17W
1970-04-01,24.680999999999997,0.33299999999999996,Ilhéus,Brazil,15.27S,39.17W
1970-05-01,23.764,0.295,Ilhéus,Brazil,15.27S,39.17W
1970-06-01,22.615,0.42700000000000005,Ilhéus,Brazil,15.27S,39.17W
1970-07-01,21.386,0.231,Ilhéus,Brazil,15.27S,39.17W
1970-08-01,21.781,0.225,Ilhéus,Brazil,15.27S,39.17W
1970-09-01,23.297,0.245,Ilhéus,Brazil,15.27S,39.17W
1970-10-01,23.909000000000002,0.41100000000000003,Ilhéus,Brazil,15.27S,39.17W
1970-11-01,24.61,0.26,Ilhéus,Brazil,15.27S,39.17W
1970-12-01,25.738000000000003,0.304,Ilhéus,Brazil,15.27S,39.17W
1971-01-01,25.77,0.441,Ilhéus,Brazil,15.27S,39.17W
1971-02-01,26.085,0.42,Ilhéus,Brazil,15.27S,39.17W
1971-03-01,26.195,0.322,Ilhéus,Brazil,15.27S,39.17W
1971-04-01,25.065,0.303,Ilhéus,Brazil,15.27S,39.17W
1971-05-01,23.736,0.25,Ilhéus,Brazil,15.27S,39.17W
1971-06-01,22.925,0.386,Ilhéus,Brazil,15.27S,39.17W
1971-07-01,21.879,0.513,Ilhéus,Brazil,15.27S,39.17W
1971-08-01,21.992,0.539,Ilhéus,Brazil,15.27S,39.17W
1971-09-01,22.882,0.652,Ilhéus,Brazil,15.27S,39.17W
1971-10-01,23.466,0.466,Ilhéus,Brazil,15.27S,39.17W
1971-11-01,24.361,0.654,Ilhéus,Brazil,15.27S,39.17W
1971-12-01,25.267,0.696,Ilhéus,Brazil,15.27S,39.17W
1972-01-01,25.656,0.617,Ilhéus,Brazil,15.27S,39.17W
1972-02-01,25.678,0.703,Ilhéus,Brazil,15.27S,39.17W
1972-03-01,25.803,0.746,Ilhéus,Brazil,15.27S,39.17W
1972-04-01,24.434,0.386,Ilhéus,Brazil,15.27S,39.17W
1972-05-01,23.502,0.6970000000000001,Ilhéus,Brazil,15.27S,39.17W
1972-06-01,22.93,0.29,Ilhéus,Brazil,15.27S,39.17W
1972-07-01,22.625999999999998,0.527,Ilhéus,Brazil,15.27S,39.17W
1972-08-01,22.747,0.451,Ilhéus,Brazil,15.27S,39.17W
1972-09-01,23.307,0.209,Ilhéus,Brazil,15.27S,39.17W
1972-10-01,24.679000000000002,0.39399999999999996,Ilhéus,Brazil,15.27S,39.17W
1972-11-01,25.882,0.9229999999999999,Ilhéus,Brazil,15.27S,39.17W
1972-12-01,25.906,1.074,Ilhéus,Brazil,15.27S,39.17W
1973-01-01,26.712,0.324,Ilhéus,Brazil,15.27S,39.17W
1973-02-01,26.987,0.29600000000000004,Ilhéus,Brazil,15.27S,39.17W
1973-03-01,26.741999999999997,0.7659999999999999,Ilhéus,Brazil,15.27S,39.17W
1973-04-01,25.819000000000003,0.22699999999999998,Ilhéus,Brazil,15.27S,39.17W
1973-05-01,24.598000000000003,0.38,Ilhéus,Brazil,15.27S,39.17W
1973-06-01,23.926,0.375,Ilhéus,Brazil,15.27S,39.17W
1973-07-01,23.079,0.519,Ilhéus,Brazil,15.27S,39.17W
1973-08-01,23.3,0.518,Ilhéus,Brazil,15.27S,39.17W
1973-09-01,23.643,0.335,Ilhéus,Brazil,15.27S,39.17W
1973-10-01,23.808000000000003,0.34600000000000003,Ilhéus,Brazil,15.27S,39.17W
1973-11-01,24.743000000000002,0.22399999999999998,Ilhéus,Brazil,15.27S,39.17W
1973-12-01,25.769000000000002,0.264,Ilhéus,Brazil,15.27S,39.17W
1974-01-01,25.978,0.27,Ilhéus,Brazil,15.27S,39.17W
1974-02-01,25.767,0.37799999999999995,Ilhéus,Brazil,15.27S,39.17W
1974-03-01,25.439,0.287,Ilhéus,Brazil,15.27S,39.17W
1974-04-01,24.761,0.243,Ilhéus,Brazil,15.27S,39.17W
1974-05-01,23.965,0.429,Ilhéus,Brazil,15.27S,39.17W
1974-06-01,22.149,0.237,Ilhéus,Brazil,15.27S,39.17W
1974-07-01,20.997,0.401,Ilhéus,Brazil,15.27S,39.17W
1974-08-01,22.102,0.419,Ilhéus,Brazil,15.27S,39.17W
1974-09-01,23.378,0.392,Ilhéus,Brazil,15.27S,39.17W
1974-10-01,24.186,0.38,Ilhéus,Brazil,15.27S,39.17W
1974-11-01,24.441,0.467,Ilhéus,Brazil,15.27S,39.17W
1974-12-01,25.324,0.37,Ilhéus,Brazil,15.27S,39.17W
1975-01-01,25.645,0.20800000000000002,Ilhéus,Brazil,15.27S,39.17W
1975-02-01,26.158,0.33299999999999996,Ilhéus,Brazil,15.27S,39.17W
1975-03-01,25.829,0.29600000000000004,Ilhéus,Brazil,15.27S,39.17W
1975-04-01,23.944000000000003,0.312,Ilhéus,Brazil,15.27S,39.17W
1975-05-01,23.147,0.27899999999999997,Ilhéus,Brazil,15.27S,39.17W
1975-06-01,21.941999999999997,0.35100000000000003,Ilhéus,Brazil,15.27S,39.17W
1975-07-01,21.105,0.376,Ilhéus,Brazil,15.27S,39.17W
1975-08-01,22.077,0.625,Ilhéus,Brazil,15.27S,39.17W
1975-09-01,22.786,0.648,Ilhéus,Brazil,15.27S,39.17W
1975-10-01,24.15,0.42200000000000004,Ilhéus,Brazil,15.27S,39.17W
1975-11-01,24.683000000000003,0.242,Ilhéus,Brazil,15.27S,39.17W
1975-12-01,24.87,0.431,Ilhéus,Brazil,15.27S,39.17W
1976-01-01,25.876,0.374,Ilhéus,Brazil,15.27S,39.17W
1976-02-01,25.166,0.431,Ilhéus,Brazil,15.27S,39.17W
1976-03-01,25.214000000000002,0.332,Ilhéus,Brazil,15.27S,39.17W
1976-04-01,24.298,0.414,Ilhéus,Brazil,15.27S,39.17W
1976-05-01,23.736,0.797,Ilhéus,Brazil,15.27S,39.17W
1976-06-01,22.291999999999998,0.614,Ilhéus,Brazil,15.27S,39.17W
1976-07-01,21.689,0.33299999999999996,Ilhéus,Brazil,15.27S,39.17W
1976-08-01,21.995,0.243,Ilhéus,Brazil,15.27S,39.17W
1976-09-01,23.562,0.376,Ilhéus,Brazil,15.27S,39.17W
1976-10-01,23.454,0.401,Ilhéus,Brazil,15.27S,39.17W
1976-11-01,24.644000000000002,0.258,Ilhéus,Brazil,15.27S,39.17W
1976-12-01,25.541,0.213,Ilhéus,Brazil,15.27S,39.17W
1977-01-01,25.511,0.257,Ilhéus,Brazil,15.27S,39.17W
1977-02-01,25.395,0.23,Ilhéus,Brazil,15.27S,39.17W
1977-03-01,26.33,0.201,Ilhéus,Brazil,15.27S,39.17W
1977-04-01,25.129,0.16899999999999998,Ilhéus,Brazil,15.27S,39.17W
1977-05-01,23.273000000000003,0.39799999999999996,Ilhéus,Brazil,15.27S,39.17W
1977-06-01,22.538,0.149,Ilhéus,Brazil,15.27S,39.17W
1977-07-01,22.118,0.261,Ilhéus,Brazil,15.27S,39.17W
1977-08-01,22.568,0.5579999999999999,Ilhéus,Brazil,15.27S,39.17W
1977-09-01,23.006,0.619,Ilhéus,Brazil,15.27S,39.17W
1977-10-01,23.6,0.341,Ilhéus,Brazil,15.27S,39.17W
1977-11-01,25.561,0.46799999999999997,Ilhéus,Brazil,15.27S,39.17W
1977-12-01,25.237,0.223,Ilhéus,Brazil,15.27S,39.17W
1978-01-01,25.529,0.419,Ilhéus,Brazil,15.27S,39.17W
1978-02-01,25.351,0.29100000000000004,Ilhéus,Brazil,15.27S,39.17W
1978-03-01,24.921,0.47600000000000003,Ilhéus,Brazil,15.27S,39.17W
1978-04-01,24.371,0.263,Ilhéus,Brazil,15.27S,39.17W
1978-05-01,23.475,0.285,Ilhéus,Brazil,15.27S,39.17W
1978-06-01,21.854,0.319,Ilhéus,Brazil,15.27S,39.17W
1978-07-01,22.109,0.311,Ilhéus,Brazil,15.27S,39.17W
1978-08-01,21.987,0.41,Ilhéus,Brazil,15.27S,39.17W
1978-09-01,22.859,0.40299999999999997,Ilhéus,Brazil,15.27S,39.17W
1978-10-01,24.11,0.599,Ilhéus,Brazil,15.27S,39.17W
1978-11-01,24.646,0.5770000000000001,Ilhéus,Brazil,15.27S,39.17W
1978-12-01,24.595,0.5329999999999999,Ilhéus,Brazil,15.27S,39.17W
1979-01-01,24.846,0.659,Ilhéus,Brazil,15.27S,39.17W
1979-02-01,25.01,0.225,Ilhéus,Brazil,15.27S,39.17W
1979-03-01,24.997,0.252,Ilhéus,Brazil,15.27S,39.17W
1979-04-01,24.195999999999998,0.326,Ilhéus,Brazil,15.27S,39.17W
1979-05-01,23.622,0.391,Ilhéus,Brazil,15.27S,39.17W
1979-06-01,21.452,0.38299999999999995,Ilhéus,Brazil,15.27S,39.17W
1979-07-01,21.499,0.43799999999999994,Ilhéus,Brazil,15.27S,39.17W
1979-08-01,22.194000000000003,0.386,Ilhéus,Brazil,15.27S,39.17W
1979-09-01,22.681,0.451,Ilhéus,Brazil,15.27S,39.17W
1979-10-01,24.056,0.354,Ilhéus,Brazil,15.27S,39.17W
1979-11-01,24.555,0.51,Ilhéus,Brazil,15.27S,39.17W
1979-12-01,25.792,0.184,Ilhéus,Brazil,15.27S,39.17W
1980-01-01,25.379,0.251,Ilhéus,Brazil,15.27S,39.17W
1980-02-01,25.226,0.344,Ilhéus,Brazil,15.27S,39.17W
1980-03-01,25.266,0.474,Ilhéus,Brazil,15.27S,39.17W
1980-04-01,24.705,0.259,Ilhéus,Brazil,15.27S,39.17W
1980-05-01,24.069000000000003,0.473,Ilhéus,Brazil,15.27S,39.17W
1980-06-01,22.691,0.23600000000000002,Ilhéus,Brazil,15.27S,39.17W
1980-07-01,21.978,0.426,Ilhéus,Brazil,15.27S,39.17W
1980-08-01,22.403000000000002,0.41100000000000003,Ilhéus,Brazil,15.27S,39.17W
1980-09-01,22.898000000000003,0.34299999999999997,Ilhéus,Brazil,15.27S,39.17W
1980-10-01,24.051,0.28300000000000003,Ilhéus,Brazil,15.27S,39.17W
1980-11-01,24.537,0.312,Ilhéus,Brazil,15.27S,39.17W
1980-12-01,25.616999999999997,0.5489999999999999,Ilhéus,Brazil,15.27S,39.17W
1981-01-01,25.781,0.341,Ilhéus,Brazil,15.27S,39.17W
1981-02-01,25.6,0.27699999999999997,Ilhéus,Brazil,15.27S,39.17W
1981-03-01,25.191,0.693,Ilhéus,Brazil,15.27S,39.17W
1981-04-01,24.143,0.43799999999999994,Ilhéus,Brazil,15.27S,39.17W
1981-05-01,23.1,0.36,Ilhéus,Brazil,15.27S,39.17W
1981-06-01,21.838,0.28,Ilhéus,Brazil,15.27S,39.17W
1981-07-01,21.021,0.479,Ilhéus,Brazil,15.27S,39.17W
1981-08-01,21.815,0.254,Ilhéus,Brazil,15.27S,39.17W
1981-09-01,23.029,0.578,Ilhéus,Brazil,15.27S,39.17W
