8000000000003,0.444,Mariara,Venezuela,10.45N,67.91W
1875-02-01,1.75,1.1640000000000001,Marivan,Iran,36.17N,45.75E
1875-03-01,3.988,1.3980000000000001,Marivan,Iran,36.17N,45.75E
1875-04-01,9.952,1.227,Marivan,Iran,36.17N,45.75E
1875-05-01,16.631999999999998,1.3519999999999999,Marivan,Iran,36.17N,45.75E
1875-06-01,22.593000000000004,1.112,Marivan,Iran,36.17N,45.75E
1875-07-01,25.416,1.091,Marivan,Iran,36.17N,45.75E
1875-08-01,25.566999999999997,0.945,Marivan,Iran,36.17N,45.75E
1875-09-01,20.157,1.235,Marivan,Iran,36.17N,45.75E
1875-10-01,14.724,0.9540000000000001,Marivan,Iran,36.17N,45.75E
1875-11-01,7.957000000000002,1.107,Marivan,Iran,36.17N,45.75E
1875-12-01,0.8999999999999999,1.301,Marivan,Iran,36.17N,45.75E
1876-01-01,-3.32,1.8019999999999998,Marivan,Iran,36.17N,45.75E
1876-02-01,-0.3469999999999997,1.494,Marivan,Iran,36.17N,45.75E
1876-03-01,6.973,2.455,Marivan,Iran,36.17N,45.75E
1876-04-01,12.342,1.4280000000000002,Marivan,Iran,36.17N,45.75E
1876-05-01,17.855999999999995,1.496,Marivan,Iran,36.17N,45.75E
1876-06-01,22.225,1.205,Marivan,Iran,36.17N,45.75E
1876-07-01,26.129,1.14,Marivan,Iran,36.17N,45.75E
1876-08-01,25.791,1.5230000000000001,Marivan,Iran,36.17N,45.75E
1876-09-01,21.404,1.0859999999999999,Marivan,Iran,36.17N,45.75E
1876-10-01,14.437999999999999,1.239,Marivan,Iran,36.17N,45.75E
1876-11-01,6.687000000000001,1.6469999999999998,Marivan,Iran,36.17N,45.75E
1876-12-01,3.8160000000000003,1.6909999999999998,Marivan,Iran,36.17N,45.75E
1877-01-01,-0.59,1.765,Marivan,Iran,36.17N,45.75E
1877-02-01,1.3419999999999999,1.4709999999999999,Marivan,Iran,36.17N,45.75E
1877-03-01,8.981,1.463,Marivan,Iran,36.17N,45.75E
1877-04-01,13.213,1.831,Marivan,Iran,36.17N,45.75E
1877-05-01,17.483999999999998,1.357,Marivan,Iran,36.17N,45.75E
1877-06-01,21.704,1.626,Marivan,Iran,36.17N,45.75E
1877-07-01,26.397,1.26,Marivan,Iran,36.17N,45.75E
1877-08-01,25.921,0.9490000000000001,Marivan,Iran,36.17N,45.75E
1877-09-01,21.25,0.925,Marivan,Iran,36.17N,45.75E
1877-10-01,15.526,1.409,Marivan,Iran,36.17N,45.75E
1877-11-01,7.411,1.409,Marivan,Iran,36.17N,45.75E
1877-12-01,-0.2570000000000001,2.148,Marivan,Iran,36.17N,45.75E
1878-01-01,-2.305,1.348,Marivan,Iran,36.17N,45.75E
1878-02-01,-0.6169999999999998,1.641,Marivan,Iran,36.17N,45.75E
1878-03-01,6.294,1.079,Marivan,Iran,36.17N,45.75E
1878-04-01,10.995,1.024,Marivan,Iran,36.17N,45.75E
1878-05-01,17.122,0.825,Marivan,Iran,36.17N,45.75E
1878-06-01,23.53,0.6990000000000001,Marivan,Iran,36.17N,45.75E
1878-07-01,26.621,1.702,Marivan,Iran,36.17N,45.75E
1878-08-01,26.165,0.948,Marivan,Iran,36.17N,45.75E
1878-09-01,22.028000000000002,0.985,Marivan,Iran,36.17N,45.75E
1878-10-01,14.71,0.872,Marivan,Iran,36.17N,45.75E
1878-11-01,9.56,1.65,Marivan,Iran,36.17N,45.75E
1878-12-01,4.006,2.01,Marivan,Iran,36.17N,45.75E
1879-01-01,0.7280000000000001,1.724,Marivan,Iran,36.17N,45.75E
1879-02-01,3.5700000000000003,1.751,Marivan,Iran,36.17N,45.75E
1879-03-01,6.494,0.772,Marivan,Iran,36.17N,45.75E
1879-04-01,12.232999999999999,1.3159999999999998,Marivan,Iran,36.17N,45.75E
1879-05-01,16.887,1.2,Marivan,Iran,36.17N,45.75E
1879-06-01,22.686,1.4809999999999999,Marivan,Iran,36.17N,45.75E
1879-07-01,26.496,1.7619999999999998,Marivan,Iran,36.17N,45.75E
1879-08-01,25.21,1.3259999999999998,Marivan,Iran,36.17N,45.75E
1879-09-01,20.511,0.6859999999999999,Marivan,Iran,36.17N,45.75E
1879-10-01,14.454,1.102,Marivan,Iran,36.17N,45.75E
1879-11-01,8.373000000000001,1.042,Marivan,Iran,36.17N,45.75E
1879-12-01,2.485,1.0959999999999999,Marivan,Iran,36.17N,45.75E
1880-01-01,-3.112,1.2209999999999999,Marivan,Iran,36.17N,45.75E
1880-02-01,-2.225,1.3940000000000001,Marivan,Iran,36.17N,45.75E
1880-03-01,4.074999999999998,1.0659999999999998,Marivan,Iran,36.17N,45.75E
1880-04-01,8.83,0.7909999999999999,Marivan,Iran,36.17N,45.75E
1880-05-01,15.845,1.204,Marivan,Iran,36.17N,45.75E
1880-06-01,22.059,1.031,Marivan,Iran,36.17N,45.75E
1880-07-01,25.677,1.311,Marivan,Iran,36.17N,45.75E
1880-08-01,25.388,0.77,Marivan,Iran,36.17N,45.75E
1880-09-01,19.788,1.186,Marivan,Iran,36.17N,45.75E
1880-10-01,15.472000000000001,1.2409999999999999,Marivan,Iran,36.17N,45.75E
1880-11-01,8.429,1.714,Marivan,Iran,36.17N,45.75E
1880-12-01,1.3429999999999995,1.32,Marivan,Iran,36.17N,45.75E
1881-01-01,0.016000000000000014,2.033,Marivan,Iran,36.17N,45.75E
1881-02-01,2.1670000000000003,1.325,Marivan,Iran,36.17N,45.75E
1881-03-01,6.417999999999998,0.9670000000000001,Marivan,Iran,36.17N,45.75E
1881-04-01,11.485,1.085,Marivan,Iran,36.17N,45.75E
1881-05-01,16.965,1.112,Marivan,Iran,36.17N,45.75E
1881-06-01,21.180999999999997,1.517,Marivan,Iran,36.17N,45.75E
1881-07-01,25.505,0.847,Marivan,Iran,36.17N,45.75E
1881-08-01,25.848000000000003,1.062,Marivan,Iran,36.17N,45.75E
1881-09-01,21.052,0.615,Marivan,Iran,36.17N,45.75E
1881-10-01,14.056,0.86,Marivan,Iran,36.17N,45.75E
1881-11-01,7.120000000000001,1.121,Marivan,Iran,36.17N,45.75E
1881-12-01,0.052999999999999936,1.15,Marivan,Iran,36.17N,45.75E
1882-01-01,-1.726,1.375,Marivan,Iran,36.17N,45.75E
1882-02-01,-1.612,1.3519999999999999,Marivan,Iran,36.17N,45.75E
1882-03-01,4.8599999999999985,0.898,Marivan,Iran,36.17N,45.75E
1882-04-01,9.935,0.5820000000000001,Marivan,Iran,36.17N,45.75E
1882-05-01,15.918,0.94,Marivan,Iran,36.17N,45.75E
1882-06-01,21.787000000000006,0.8859999999999999,Marivan,Iran,36.17N,45.75E
1882-07-01,26.009,0.767,Marivan,Iran,36.17N,45.75E
1882-08-01,26.614,0.59,Marivan,Iran,36.17N,45.75E
1882-09-01,20.535,0.698,Marivan,Iran,36.17N,45.75E
1882-10-01,13.16,0.8029999999999999,Marivan,Iran,36.17N,45.75E
1882-11-01,8.242,1.59,Marivan,Iran,36.17N,45.75E
1882-12-01,2.878,1.291,Marivan,Iran,36.17N,45.75E
1883-01-01,-3.188,1.1059999999999999,Marivan,Iran,36.17N,45.75E
1883-02-01,-0.434,1.129,Marivan,Iran,36.17N,45.75E
1883-03-01,6.363,0.99,Marivan,Iran,36.17N,45.75E
1883-04-01,10.53,0.706,Marivan,Iran,36.17N,45.75E
1883-05-01,18.114,1.314,Marivan,Iran,36.17N,45.75E
1883-06-01,23.355999999999998,1.273,Marivan,Iran,36.17N,45.75E
1883-07-01,27.203000000000003,0.866,Marivan,Iran,36.17N,45.75E
1883-08-01,26.021,1.0859999999999999,Marivan,Iran,36.17N,45.75E
1883-09-01,21.04,0.484,Marivan,Iran,36.17N,45.75E
1883-10-01,15.575999999999999,0.6509999999999999,Marivan,Iran,36.17N,45.75E
1883-11-01,7.958000000000001,0.6609999999999999,Marivan,Iran,36.17N,45.75E
1883-12-01,2.216,0.892,Marivan,Iran,36.17N,45.75E
1884-01-01,-1.3130000000000002,0.8959999999999999,Marivan,Iran,36.17N,45.75E
1884-02-01,0.3620000000000001,0.929,Marivan,Iran,36.17N,45.75E
1884-03-01,5.455,0.747,Marivan,Iran,36.17N,45.75E
1884-04-01,11.008,0.757,Marivan,Iran,36.17N,45.75E
1884-05-01,15.386,0.8170000000000001,Marivan,Iran,36.17N,45.75E
1884-06-01,22.014000000000006,1.3840000000000001,Marivan,Iran,36.17N,45.75E
1884-07-01,25.139,0.597,Marivan,Iran,36.17N,45.75E
1884-08-01,25.083000000000002,0.929,Marivan,Iran,36.17N,45.75E
1884-09-01,19.042,0.688,Marivan,Iran,36.17N,45.75E
1884-10-01,14.912,0.7190000000000001,Marivan,Iran,36.17N,45.75E
1884-11-01,7.7280000000000015,0.9259999999999999,Marivan,Iran,36.17N,45.75E
1884-12-01,2.8680000000000003,1.274,Marivan,Iran,36.17N,45.75E
1885-01-01,-3.164,0.8740000000000001,Marivan,Iran,36.17N,45.75E
1885-02-01,1.7320000000000002,0.937,Marivan,Iran,36.17N,45.75E
1885-03-01,5.4449999999999985,0.6709999999999999,Marivan,Iran,36.17N,45.75E
1885-04-01,9.933,0.652,Marivan,Iran,36.17N,45.75E
1885-05-01,17.898,0.586,Marivan,Iran,36.17N,45.75E
1885-06-01,21.708,0.564,Marivan,Iran,36.17N,45.75E
1885-07-01,25.809,0.983,Marivan,Iran,36.17N,45.75E
1885-08-01,25.481,1.0490000000000002,Marivan,Iran,36.17N,45.75E
1885-09-01,20.877,0.5579999999999999,Marivan,Iran,36.17N,45.75E
1885-10-01,15.044,0.631,Marivan,Iran,36.17N,45.75E
1885-11-01,8.062999999999999,0.872,Marivan,Iran,36.17N,45.75E
1885-12-01,1.4749999999999996,1.297,Marivan,Iran,36.17N,45.75E
1886-01-01,-1.5119999999999998,1.807,Marivan,Iran,36.17N,45.75E
1886-02-01,0.3460000000000001,1.161,Marivan,Iran,36.17N,45.75E
1886-03-01,5.350999999999999,1.2,Marivan,Iran,36.17N,45.75E
1886-04-01,9.588,0.662,Marivan,Iran,36.17N,45.75E
1886-05-01,17.137999999999998,0.8759999999999999,Marivan,Iran,36.17N,45.75E
1886-06-01,22.608,0.7909999999999999,Marivan,Iran,36.17N,45.75E
1886-07-01,25.521,1.15,Marivan,Iran,36.17N,45.75E
1886-08-01,24.877,0.563,Marivan,Iran,36.17N,45.75E
1886-09-01,20.034000000000002,0.7340000000000001,Marivan,Iran,36.17N,45.75E
1886-10-01,13.546,0.769,Marivan,Iran,36.17N,45.75E
1886-11-01,6.9990000000000006,0.622,Marivan,Iran,36.17N,45.75E
1886-12-01,1.6209999999999998,1.4169999999999998,Marivan,Iran,36.17N,45.75E
1887-01-01,-2.942,1.075,Marivan,Iran,36.17N,45.75E
1887-02-01,-1.0399999999999998,1.619,Marivan,Iran,36.17N,45.75E
1887-03-01,4.767,0.9740000000000001,Marivan,Iran,36.17N,45.75E
1887-04-01,10.366,0.937,Marivan,Iran,36.17N,45.75E
1887-05-01,16.573999999999998,0.857,Marivan,Iran,36.17N,45.75E
1887-06-01,22.283,1.3969999999999998,Marivan,Iran,36.17N,45.75E
1887-07-01,24.677,0.9590000000000001,Marivan,Iran,36.17N,45.75E
1887-08-01,25.175,0.784,Marivan,Iran,36.17N,45.75E
1887-09-01,21.766,0.518,Marivan,Iran,36.17N,45.75E
1887-10-01,16.267,0.8190000000000001,Marivan,Iran,36.17N,45.75E
1887-11-01,10.03,1.8530000000000002,Marivan,Iran,36.17N,45.75E
1887-12-01,3.5269999999999997,1.8519999999999999,Marivan,Iran,36.17N,45.75E
1888-01-01,-0.271,1.835,Marivan,Iran,36.17N,45.75E
1888-02-01,3.0069999999999997,1.6440000000000001,Marivan,Iran,36.17N,45.75E
1888-03-01,7.449999999999998,1.5119999999999998,Marivan,Iran,36.17N,45.75E
1888-04-01,11.582,1.207,Marivan,Iran,36.17N,45.75E
1888-05-01,16.871,0.575,Marivan,Iran,36.17N,45.75E
1888-06-01,21.551,0.6559999999999999,Marivan,Iran,36.17N,45.75E
1888-07-01,25.572,0.594,Marivan,Iran,36.17N,45.75E
1888-08-01,25.435,0.7509999999999999,Marivan,Iran,36.17N,45.75E
1888-09-01,20.546,0.662,Marivan,Iran,36.17N,45.75E
1888-10-01,17.743,1.732,Marivan,Iran,36.17N,45.75E
1888-11-01,7.129000000000001,1.155,Marivan,Iran,36.17N,45.75E
1888-12-01,1.1969999999999998,1.18,Marivan,Iran,36.17N,45.75E
1889-01-01,-3.5180000000000002,1.494,Marivan,Iran,36.17N,45.75E
1889-02-01,3.127,0.9390000000000001,Marivan,Iran,36.17N,45.75E
1889-03-01,7.773,0.922,Marivan,Iran,36.17N,45.75E
1889-04-01,11.222,0.682,Marivan,Iran,36.17N,45.75E
1889-05-01,16.961,0.909,Marivan,Iran,36.17N,45.75E
1889-06-01,21.951999999999998,0.59,Marivan,Iran,36.17N,45.75E
1889-07-01,26.39,1.294,Marivan,Iran,36.17N,45.75E
1889-08-01,25.626,0.6940000000000001,Marivan,Iran,36.17N,45.75E
1889-09-01,22.491999999999997,0.623,Marivan,Iran,36.17N,45.75E
1889-10-01,15.928,1.2790000000000001,Marivan,Iran,36.17N,45.75E
1889-11-01,7.078000000000001,1.089,Marivan,Iran,36.17N,45.75E
1889-12-01,0.8899999999999999,1.4369999999999998,Marivan,Iran,36.17N,45.75E
1890-01-01,-2.542,0.9159999999999999,Marivan,Iran,36.17N,45.75E
1890-02-01,0.0020000000000000018,1.033,Marivan,Iran,36.17N,45.75E
1890-03-01,6.42,1.736,Marivan,Iran,36.17N,45.75E
1890-04-01,10.945,1.026,Marivan,Iran,36.17N,45.75E
1890-05-01,17.113,1.216,Marivan,Iran,36.17N,45.75E
1890-06-01,22.563,1.33,Marivan,Iran,36.17N,45.75E
1890-07-01,25.5,1.107,Marivan,Iran,36.17N,45.75E
1890-08-01,25.575,1.107,Marivan,Iran,36.17N,45.75E
1890-09-01,21.159000000000002,0.9990000000000001,Marivan,Iran,36.17N,45.75E
1890-10-01,14.482999999999999,1.0590000000000002,Marivan,Iran,36.17N,45.75E
1890-11-01,8.782,1.1520000000000001,Marivan,Iran,36.17N,45.75E
1890-12-01,1.011,1.248,Marivan,Iran,36.17N,45.75E
1891-01-01,-1.418,1.2990000000000002,Marivan,Iran,36.17N,45.75E
1891-02-01,-0.8919999999999997,1.205,Marivan,Iran,36.17N,45.75E
1891-03-01,6.3,0.807,Marivan,Iran,36.17N,45.75E
1891-04-01,10.662,0.659,Marivan,Iran,36.17N,45.75E
1891-05-01,15.502,0.6609999999999999,Marivan,Iran,36.17N,45.75E
1891-06-01,22.936,0.382,Marivan,Iran,36.17N,45.75E
1891-07-01,25.866,0.49,Marivan,Iran,36.17N,45.75E
1891-08-01,26.139,0.405,Marivan,Iran,36.17N,45.75E
1891-09-01,21.119,0.446,Marivan,Iran,36.17N,45.75E
1891-10-01,14.994000000000002,0.479,Marivan,Iran,36.17N,45.75E
1891-11-01,7.447000000000001,0.879,Marivan,Iran,36.17N,45.75E
1891-12-01,2.337,1.197,Marivan,Iran,36.17N,45.75E
1892-01-01,-0.735,0.7190000000000001,Marivan,Iran,36.17N,45.75E
1892-02-01,1.251,1.05,Marivan,Iran,36.17N,45.75E
1892-03-01,6.3889999999999985,1.061,Marivan,Iran,36.17N,45.75E
1892-04-01,10.061,0.608,Marivan,Iran,36.17N,45.75E
1892-05-01,15.640999999999998,0.833,Marivan,Iran,36.17N,45.75E
1892-06-01,23.229000000000006,0.49,Marivan,Iran,36.17N,45.75E
1892-07-01,25.84,0.475,Marivan,Iran,36.17N,45.75E
1892-08-01,25.779,0.561,Marivan,Iran,36.17N,45.75E
1892-09-01,21.498,0.462,Marivan,Iran,36.17N,45.75E
1892-10-01,15.911,0.907,Marivan,Iran,36.17N,45.75E
1892-11-01,8.39,1.127,Marivan,Iran,36.17N,45.75E
1892-12-01,2.065,0.557,Marivan,Iran,36.17N,45.75E
1893-01-01,-1.6469999999999998,1.8969999999999998,Marivan,Iran,36.17N,45.75E
1893-02-01,-1.386,1.4569999999999999,Marivan,Iran,36.17N,45.75E
1893-03-01,5.941,1.2670000000000001,Marivan,Iran,36.17N,45.75E
1893-04-01,9.174,1.406,Marivan,Iran,36.17N,45.75E
1893-05-01,16.055,1.2930000000000001,Marivan,Iran,36.17N,45.75E
1893-06-01,22.315,1.472,Marivan,Iran,36.17N,45.75E
1893-07-01,25.566000000000006,1.182,Marivan,Iran,36.17N,45.75E
1893-08-01,25.934,0.941,Marivan,Iran,36.17N,45.75E
1893-09-01,21.23,0.895,Marivan,Iran,36.17N,45.75E
1893-10-01,15.328,0.478,Marivan,Iran,36.17N,45.75E
1893-11-01,9.729,0.795,Marivan,Iran,36.17N,45.75E
1893-12-01,2.212,0.815,Marivan,Iran,36.17N,45.75E
1894-01-01,-3.9360000000000004,0.858,Marivan,Iran,36.17N,45.75E
1894-02-01,0.1930000000000001,1.127,Marivan,Iran,36.17N,45.75E
1894-03-01,5.234,0.8690000000000001,Marivan,Iran,36.17N,45.75E
1894-04-01,9.334,1.1340000000000001,Marivan,Iran,36.17N,45.75E
1894-05-01,16.752,0.42100000000000004,Marivan,Iran,36.17N,45.75E
1894-06-01,21.721,1.175,Marivan,Iran,36.17N,45.75E
1894-07-01,24.941000000000006,1.158,Marivan,Iran,36.17N,45.75E
1894-08-01,25.63,0.713,Marivan,Iran,36.17N,45.75E
1894-09-01,20.123,0.7979999999999999,Marivan,Iran,36.17N,45.75E
1894-10-01,14.571,0.9620000000000001,Marivan,Iran,36.17N,45.75E
1894-11-01,7.356000000000001,0.8059999999999999,Marivan,Iran,36.17N,45.75E
1894-12-01,1.7569999999999997,1.046,Marivan,Iran,36.17N,45.75E
1895-01-01,-2.491,1.555,Marivan,Iran,36.17N,45.75E
1895-02-01,3.738,0.85,Marivan,Iran,36.17N,45.75E
1895-03-01,5.127000000000001,0.937,Marivan,Iran,36.17N,45.75E
1895-04-01,10.536,1.064,Marivan,Iran,36.17N,45.75E
1895-05-01,15.403,1.324,Marivan,Iran,36.17N,45.75E
1895-06-01,21.789,0.802,Marivan,Iran,36.17N,45.75E
1895-07-01,25.353,0.625,Marivan,Iran,36.17N,45.75E
1895-08-01,25.163,0.903,Marivan,Iran,36.17N,45.75E
1895-09-01,19.622,0.934,Marivan,Iran,36.17N,45.75E
1895-10-01,14.12,0.805,Marivan,Iran,36.17N,45.75E
1895-11-01,6.354000000000001,1.1520000000000001,Marivan,Iran,36.17N,45.75E
1895-12-01,3.7739999999999996,1.042,Marivan,Iran,36.17N,45.75E
1896-01-01,-0.124,1.236,Marivan,Iran,36.17N,45.75E
1896-02-01,-0.08499999999999996,1.389,Marivan,Iran,36.17N,45.75E
1896-03-01,5.4929999999999986,1.3119999999999998,Marivan,Iran,36.17N,45.75E
1896-04-01,9.122,1.011,Marivan,Iran,36.17N,45.75E
1896-05-01,14.592,1.53,Marivan,Iran,36.17N,45.75E
1896-06-01,20.68,0.882,Marivan,Iran,36.17N,45.75E
1896-07-01,24.660999999999998,1.328,Marivan,Iran,36.17N,45.75E
1896-08-01,25.874000000000002,1.041,Marivan,Iran,36.17N,45.75E
1896-09-01,21.813000000000002,1.063,Marivan,Iran,36.17N,45.75E
1896-10-01,13.466,1.2590000000000001,Marivan,Iran,36.17N,45.75E
1896-11-01,6.441000000000002,0.6629999999999999,Marivan,Iran,36.17N,45.75E
1896-12-01,2.714,1.0,Marivan,Iran,36.17N,45.75E
1897-01-01,-1.499,1.504,Marivan,Iran,36.17N,45.75E
1897-02-01,-0.4989999999999999,1.818,Marivan,Iran,36.17N,45.75E
1897-03-01,4.1949999999999985,1.179,Marivan,Iran,36.17N,45.75E
1897-04-01,10.625,0.7559999999999999,Marivan,Iran,36.17N,45.75E
1897-05-01,16.756999999999998,0.743,Marivan,Iran,36.17N,45.75E
1897-06-01,22.71,0.726,Marivan,Iran,36.17N,45.75E
1897-07-01,25.901,1.004,Marivan,Iran,36.17N,45.75E
1897-08-01,25.712,1.095,Marivan,Iran,36.17N,45.75E
1897-09-01,21.986,0.915,Marivan,Iran,36.17N,45.75E
1897-10-01,15.739,0.7190000000000001,Marivan,Iran,36.17N,45.75E
1897-11-01,5.431000000000001,1.0070000000000001,Marivan,Iran,36.17N,45.75E
1897-12-01,0.4579999999999997,0.725,Marivan,Iran,36.17N,45.75E
1898-01-01,-5.027,1.288,Marivan,Iran,36.17N,45.75E
1898-02-01,1.0710000000000002,1.368,Marivan,Iran,36.17N,45.75E
1898-03-01,3.672,1.307,Marivan,Iran,36.17N,45.75E
1898-04-01,10.321000000000002,0.9590000000000001,Marivan,Iran,36.17N,45.75E
1898-05-01,15.924000000000001,0.7240000000000001,Marivan,Iran,36.17N,45.75E
1898-06-01,21.176,0.446,Marivan,Iran,36.17N,45.75E
1898-07-01,26.859,0.813,Marivan,Iran,36.17N,45.75E
1898-08-01,25.936,1.003,Marivan,Iran,36.17N,45.75E
1898-09-01,20.95,0.9259999999999999,Marivan,Iran,36.17N,45.75E
1898-10-01,15.725,0.792,Marivan,Iran,36.17N,45.75E
1898-11-01,7.1190000000000015,0.68,Marivan,Iran,36.17N,45.75E
1898-12-01,0.8479999999999999,0.888,Marivan,Iran,36.17N,45.75E
1899-01-01,-1.3619999999999999,0.897,Marivan,Iran,36.17N,45.75E
1899-02-01,2.623,1.068,Marivan,Iran,36.17N,45.75E
1899-03-01,6.332999999999998,0.784,Marivan,Iran,36.17N,45.75E
1899-04-01,12.529000000000002,0.596,Marivan,Iran,36.17N,45.75E
1899-05-01,17.426,0.7290000000000001,Marivan,Iran,36.17N,45.75E
1899-06-01,22.500999999999998,0.884,Marivan,Iran,36.17N,45.75E
1899-07-01,26.951,1.0590000000000002,Marivan,Iran,36.17N,45.75E
1899-08-01,26.784000000000002,1.032,Marivan,Iran,36.17N,45.75E
1899-09-01,22.651999999999997,0.7,Marivan,Iran,36.17N,45.75E
1899-10-01,15.552,0.474,Marivan,Iran,36.17N,45.75E
1899-11-01,7.0230000000000015,1.1059999999999999,Marivan,Iran,36.17N,45.75E
1899-12-01,-0.2410000000000001,1.073,Marivan,Iran,36.17N,45.75E
1900-01-01,-2.112,0.8640000000000001,Marivan,Iran,36.17N,45.75E
1900-02-01,1.893,1.13,Marivan,Iran,36.17N,45.75E
1900-03-01,6.638,1.048,Marivan,Iran,36.17N,45.75E
1900-04-01,11.699000000000002,0.61,Marivan,Iran,36.17N,45.75E
1900-05-01,15.893999999999998,0.757,Marivan,Iran,36.17N,45.75E
1900-06-01,21.095,0.915,Marivan,Iran,36.17N,45.75E
1900-07-01,24.939,1.008,Marivan,Iran,36.17N,45.75E
1900-08-01,24.725,0.852,Marivan,Iran,36.17N,45.75E
1900-09-01,20.189,0.626,Marivan,Iran,36.17N,45.75E
1900-10-01,15.562000000000001,0.898,Marivan,Iran,36.17N,45.75E
1900-11-01,5.636000000000001,0.629,Marivan,Iran,36.17N,45.75E
1900-12-01,2.982,0.621,Marivan,Iran,36.17N,45.75E
1901-01-01,-2.015,0.6679999999999999,Marivan,Iran,36.17N,45.75E
1901-02-01,3.157,1.581,Marivan,Iran,36.17N,45.75E
1901-03-01,9.348,0.652,Marivan,Iran,36.17N,45.75E
1901-04-01,13.338,0.769,Marivan,Iran,36.17N,45.75E
1901-05-01,16.659000000000002,0.746,Marivan,Iran,36.17N,45.75E
1901-06-01,23.076,0.7190000000000001,Marivan,Iran,36.17N,45.75E
1901-07-01,26.613000000000003,0.9109999999999999,Marivan,Iran,36.17N,45.75E
1901-08-01,26.628,0.434,Marivan,Iran,36.17N,45.75E
1901-09-01,21.443,0.622,Marivan,Iran,36.17N,45.75E
1901-10-01,13.049000000000001,0.89,Marivan,Iran,36.17N,45.75E
1901-11-01,8.213000000000001,1.2009999999999998,Marivan,Iran,36.17N,45.75E
1901-12-01,3.9,0.72,Marivan,Iran,36.17N,45.75E
1902-01-01,-0.218,0.925,Marivan,Iran,36.17N,45.75E
1902-02-01,3.325,0.5670000000000001,Marivan,Iran,36.17N,45.75E
1902-03-01,6.207999999999998,0.63,Marivan,Iran,36.17N,45.75E
1902-04-01,11.32,0.727,Marivan,Iran,36.17N,45.75E
1902-05-01,17.526,0.624,Marivan,Iran,36.17N,45.75E
1902-06-01,23.339,0.914,Marivan,Iran,36.17N,45.75E
1902-07-01,25.579,0.67,Marivan,Iran,36.17N,45.75E
1902-08-01,26.814,0.774,Marivan,Iran,36.17N,45.75E
1902-09-01,20.217,0.469,Marivan,Iran,36.17N,45.75E
1902-10-01,13.812000000000001,0.7290000000000001,Marivan,Iran,36.17N,45.75E
1902-11-01,7.3389999999999995,1.093,Marivan,Iran,36.17N,45.75E
1902-12-01,1.993,0.885,Marivan,Iran,36.17N,45.75E
1903-01-01,-2.505,0.503,Marivan,Iran,36.17N,45.75E
1903-02-01,0.6120000000000001,0.836,Marivan,Iran,36.17N,45.75E
1903-03-01,3.547,0.9570000000000001,Marivan,Iran,36.17N,45.75E
1903-04-01,11.712,0.359,Marivan,Iran,36.17N,45.75E
1903-05-01,17.653,0.45,Marivan,Iran,36.17N,45.75E
1903-06-01,22.235000000000007,0.5920000000000001,Marivan,Iran,36.17N,45.75E
1903-07-01,26.048,0.66,Marivan,Iran,36.17N,45.75E
1903-08-01,26.553,0.9420000000000001,Marivan,Iran,36.17N,45.75E
1903-09-01,19.878,0.667,Marivan,Iran,36.17N,45.75E
1903-10-01,14.094000000000001,0.769,Marivan,Iran,36.17N,45.75E
1903-11-01,6.506,0.794,Marivan,Iran,36.17N,45.75E
1903-12-01,1.8009999999999995,0.826,Marivan,Iran,36.17N,45.75E
1904-01-01,-3.81,1.391,Marivan,Iran,36.17N,45.75E
1904-02-01,2.16,1.4669999999999999,Marivan,Iran,36.17N,45.75E
1904-03-01,6.377999999999999,0.413,Marivan,Iran,36.17N,45.75E
1904-04-01,9.817,0.855,Marivan,Iran,36.17N,45.75E
1904-05-01,15.521,0.521,Marivan,Iran,36.17N,45.75E
1904-06-01,21.778,0.78,Marivan,Iran,36.17N,45.75E
1904-07-01,25.848000000000003,0.7709999999999999,Marivan,Iran,36.17N,45.75E
1904-08-01,25.68,0.526,Marivan,Iran,36.17N,45.75E
1904-09-01,20.666,0.376,Marivan,Iran,36.17N,45.75E
1904-10-01,14.527000000000001,0.534,Marivan,Iran,36.17N,45.75E
1904-11-01,9.149,0.662,Marivan,Iran,36.17N,45.75E
1904-12-01,0.2569999999999997,0.718,Marivan,Iran,36.17N,45.75E
1905-01-01,-2.833,1.063,Marivan,Iran,36.17N,45.75E
1905-02-01,-1.1739999999999997,1.255,Marivan,Iran,36.17N,45.75E
1905-03-01,3.929,1.308,Marivan,Iran,36.17N,45.75E
1905-04-01,11.003,0.39399999999999996,Marivan,Iran,36.17N,45.75E
1905-05-01,15.584000000000001,0.624,Marivan,Iran,36.17N,45.75E
1905-06-01,22.311,0.547,Marivan,Iran,36.17N,45.75E
1905-07-01,25.945999999999998,1.062,Marivan,Iran,36.17N,45.75E
1905-08-01,25.248,0.653,Marivan,Iran,36.17N,45.75E
1905-09-01,21.246,0.387,Marivan,Iran,36.17N,45.75E
1905-10-01,17.081,1.294,Marivan,Iran,36.17N,45.75E
1905-11-01,9.266,0.33399999999999996,Marivan,Iran,36.17N,45.75E
1905-12-01,0.44299999999999984,1.082,Marivan,Iran,36.17N,45.75E
1906-01-01,-2.46,1.121,Marivan,Iran,36.17N,45.75E
1906-02-01,0.929,0.733,Marivan,Iran,36.17N,45.75E
1906-03-01,5.611999999999999,1.024,Marivan,Iran,36.17N,45.75E
1906-04-01,9.902,0.794,Marivan,Iran,36.17N,45.75E
1906-05-01,16.395,1.301,Marivan,Iran,36.17N,45.75E
1906-06-01,22.110000000000007,0.55,Marivan,Iran,36.17N,45.75E
