9999999999,0.47100000000000003,Hangu,China,39.38N,118.61E
1845-07-01,27.631999999999998,1.5930000000000002,Hangzhou,China,29.74N,120.00E
1845-08-01,26.526,1.238,Hangzhou,China,29.74N,120.00E
1845-09-01,21.849,1.391,Hangzhou,China,29.74N,120.00E
1845-10-01,15.911,1.173,Hangzhou,China,29.74N,120.00E
1845-11-01,10.598,1.4369999999999998,Hangzhou,China,29.74N,120.00E
1845-12-01,3.635,1.49,Hangzhou,China,29.74N,120.00E
1846-01-01,3.7289999999999996,2.369,Hangzhou,China,29.74N,120.00E
1846-02-01,5.909,2.655,Hangzhou,China,29.74N,120.00E
1846-03-01,9.804,2.189,Hangzhou,China,29.74N,120.00E
1846-04-01,14.423,1.3769999999999998,Hangzhou,China,29.74N,120.00E
1846-05-01,18.355,1.379,Hangzhou,China,29.74N,120.00E
1846-06-01,24.405,1.5530000000000002,Hangzhou,China,29.74N,120.00E
