942999999999998,1.422,Tilburg,Netherlands,52.24N,5.26E
1832-01-01,24.98,2.137,Tirunelveli,India,8.84N,77.03E
1832-02-01,25.649,2.262,Tirunelveli,India,8.84N,77.03E
1832-03-01,28.379,2.066,Tirunelveli,India,8.84N,77.03E
1832-04-01,28.746,3.471,Tirunelveli,India,8.84N,77.03E
1832-05-01,28.331,3.3110000000000004,Tirunelveli,India,8.84N,77.03E
1832-06-01,,,Tirunelveli,India,8.84N,77.03E
1832-07-01,25.427,2.526,Tirunelveli,India,8.84N,77.03E
1832-08-01,25.226,3.326,Tirunelveli,India,8.84N,77.03E
1832-09-01,23.974,1.955,Tirunelveli,India,8.84N,77.03E
1832-10-01,24.184,2.5980000000000003,Tirunelveli,India,8.84N,77.03E
1832-11-01,24.738000000000003,1.155,Tirunelveli,India,8.84N,77.03E
1832-12-01,,,Tirunelveli,India,8.84N,77.03E
1833-01-01,25.861,2.9619999999999997,Tirunelveli,India,8.84N,77.03E
1833-02-01,26.888,1.632,Tirunelveli,India,8.84N,77.03E
1833-03-01,27.375999999999998,2.326,Tirunelveli,India,8.84N,77.03E
1833-04-01,28.029,1.804,Tirunelveli,India,8.84N,77.03E
1833-05-01,27.23,2.1959999999999997,Tirunelveli,India,8.84N,77.03E
1833-06-01,25.697,1.528,Tirunelveli,India,8.84N,77.03E
1833-07-01,25.188000000000002,1.881,Tirunelveli,India,8.84N,77.03E
1833-08-01,24.3,1.369,Tirunelveli,India,8.84N,77.03E
1833-09-01,24.191999999999997,1.723,Tirunelveli,India,8.84N,77.03E
1833-10-01,24.303,1.3419999999999999,Tirunelveli,India,8.84N,77.03E
1833-11-01,25.682,2.5540000000000003,Tirunelveli,India,8.84N,77.03E
1833-12-01,26.160999999999998,2.628,Tirunelveli,India,8.84N,77.03E
1834-01-01,24.735,2.162,Tirunelveli,India,8.84N,77.03E
1834-02-01,26.605,2.3369999999999997,Tirunelveli,India,8.84N,77.03E
1834-03-01,28.314,2.327,Tirunelveli,India,8.84N,77.03E
1834-04-01,27.575000000000006,2.208,Tirunelveli,India,8.84N,77.03E
1834-05-01,28.291,1.936,Tirunelveli,India,8.84N,77.03E
1834-06-01,25.586,2.496,Tirunelveli,India,8.84N,77.03E
1834-07-01,24.255,1.439,Tirunelveli,India,8.84N,77.03E
1834-08-01,24.786,1.296,Tirunelveli,India,8.84N,77.03E
1834-09-01,25.156,2.241,Tirunelveli,India,8.84N,77.03E
1834-10-01,25.179,1.214,Tirunelveli,India,8.84N,77.03E
1834-11-01,25.938,1.906,Tirunelveli,India,8.84N,77.03E
1834-12-01,26.158,1.331,Tirunelveli,India,8.84N,77.03E
1835-01-01,26.183000000000003,2.095,Tirunelveli,India,8.84N,77.03E
1835-02-01,26.465,2.126,Tirunelveli,India,8.84N,77.03E
1835-03-01,27.401000000000003,1.7930000000000001,Tirunelveli,India,8.84N,77.03E
1835-04-01,27.089,2.1109999999999998,Tirunelveli,India,8.84N,77.03E
1835-05-01,26.572,1.744,Tirunelveli,India,8.84N,77.03E
1835-06-01,24.58,1.811,Tirunelveli,India,8.84N,77.03E
1835-07-01,24.031999999999996,1.915,Tirunelveli,India,8.84N,77.03E
1835-08-01,24.101999999999997,1.733,Tirunelveli,India,8.84N,77.03E
1835-09-01,24.218000000000004,2.0069999999999997,Tirunelveli,India,8.84N,77.03E
1835-10-01,24.287000000000006,1.016,Tirunelveli,India,8.84N,77.03E
1835-11-01,24.483,1.9480000000000002,Tirunelveli,India,8.84N,77.03E
1835-12-01,24.447,2.099,Tirunelveli,India,8.84N,77.03E
1836-01-01,25.546999999999997,1.08,Tirunelveli,India,8.84N,77.03E
1836-02-01,26.226,1.554,Tirunelveli,India,8.84N,77.03E
1836-03-01,27.308000000000003,1.9909999999999999,Tirunelveli,India,8.84N,77.03E
1836-04-01,27.135,1.433,Tirunelveli,India,8.84N,77.03E
1836-05-01,27.291,2.13,Tirunelveli,India,8.84N,77.03E
1836-06-01,25.52,1.526,Tirunelveli,India,8.84N,77.03E
1836-07-01,24.436,1.28,Tirunelveli,India,8.84N,77.03E
1836-08-01,23.694000000000003,1.2670000000000001,Tirunelveli,India,8.84N,77.03E
1836-09-01,24.709,1.87,Tirunelveli,India,8.84N,77.03E
1836-10-01,25.333,3.932,Tirunelveli,India,8.84N,77.03E
1836-11-01,24.266,1.6980000000000002,Tirunelveli,India,8.84N,77.03E
1836-12-01,25.162,2.256,Tirunelveli,India,8.84N,77.03E
1837-01-01,26.090999999999998,1.916,Tirunelveli,India,8.84N,77.03E
1837-02-01,27.012,1.409,Tirunelveli,India,8.84N,77.03E
1837-03-01,27.537000000000006,2.512,Tirunelveli,India,8.84N,77.03E
1837-04-01,26.868,1.547,Tirunelveli,India,8.84N,77.03E
1837-05-01,25.924,1.651,Tirunelveli,India,8.84N,77.03E
1837-06-01,24.651,2.219,Tirunelveli,India,8.84N,77.03E
1837-07-01,24.434,0.914,Tirunelveli,India,8.84N,77.03E
1837-08-01,24.505,0.858,Tirunelveli,India,8.84N,77.03E
1837-09-01,24.505000000000006,2.092,Tirunelveli,India,8.84N,77.03E
1837-10-01,24.226999999999997,2.141,Tirunelveli,India,8.84N,77.03E
1837-11-01,24.331999999999997,2.676,Tirunelveli,India,8.84N,77.03E
1837-12-01,24.965,3.467,Tirunelveli,India,8.84N,77.03E
1838-01-01,24.794,2.463,Tirunelveli,India,8.84N,77.03E
1838-02-01,26.028000000000002,0.7559999999999999,Tirunelveli,India,8.84N,77.03E
1838-03-01,27.148000000000003,1.598,Tirunelveli,India,8.84N,77.03E
1838-04-01,27.308000000000003,1.19,Tirunelveli,India,8.84N,77.03E
1838-05-01,27.06,1.0979999999999999,Tirunelveli,India,8.84N,77.03E
1838-06-01,25.155,1.3130000000000002,Tirunelveli,India,8.84N,77.03E
1838-07-01,25.364,3.1180000000000003,Tirunelveli,India,8.84N,77.03E
1838-08-01,25.104,2.585,Tirunelveli,India,8.84N,77.03E
1838-09-01,24.798,1.712,Tirunelveli,India,8.84N,77.03E
1838-10-01,24.618,3.484,Tirunelveli,India,8.84N,77.03E
1838-11-01,24.636,2.3209999999999997,Tirunelveli,India,8.84N,77.03E
1838-12-01,25.32,2.32,Tirunelveli,India,8.84N,77.03E
1839-01-01,26.155,1.595,Tirunelveli,India,8.84N,77.03E
1839-02-01,26.031999999999996,3.283,Tirunelveli,India,8.84N,77.03E
1839-03-01,27.325000000000006,1.27,Tirunelveli,India,8.84N,77.03E
1839-04-01,27.645000000000003,1.095,Tirunelveli,India,8.84N,77.03E
1839-05-01,26.459,0.927,Tirunelveli,India,8.84N,77.03E
1839-06-01,25.041999999999998,0.988,Tirunelveli,India,8.84N,77.03E
1839-07-01,24.244,2.7239999999999998,Tirunelveli,India,8.84N,77.03E
1839-08-01,24.198,1.95,Tirunelveli,India,8.84N,77.03E
1839-09-01,24.468000000000004,0.903,Tirunelveli,India,8.84N,77.03E
1839-10-01,24.83,1.15,Tirunelveli,India,8.84N,77.03E
1839-11-01,24.401,1.8869999999999998,Tirunelveli,India,8.84N,77.03E
1839-12-01,25.441,1.3769999999999998,Tirunelveli,India,8.84N,77.03E
1840-01-01,25.276,3.469,Tirunelveli,India,8.84N,77.03E
1840-02-01,25.826,1.028,Tirunelveli,India,8.84N,77.03E
1840-03-01,27.17,0.747,Tirunelveli,India,8.84N,77.03E
1840-04-01,27.625999999999998,1.666,Tirunelveli,India,8.84N,77.03E
1840-05-01,27.155,0.836,Tirunelveli,India,8.84N,77.03E
1840-06-01,25.569000000000003,0.941,Tirunelveli,India,8.84N,77.03E
1840-07-01,24.56,0.9640000000000001,Tirunelveli,India,8.84N,77.03E
1840-08-01,24.91,1.071,Tirunelveli,India,8.84N,77.03E
1840-09-01,24.185,0.993,Tirunelveli,India,8.84N,77.03E
1840-10-01,24.433000000000003,1.985,Tirunelveli,India,8.84N,77.03E
1840-11-01,24.205,3.423,Tirunelveli,India,8.84N,77.03E
1840-12-01,24.925,1.528,Tirunelveli,India,8.84N,77.03E
1841-01-01,25.524,2.1069999999999998,Tirunelveli,India,8.84N,77.03E
1841-02-01,26.641,1.099,Tirunelveli,India,8.84N,77.03E
1841-03-01,26.886999999999997,2.927,Tirunelveli,India,8.84N,77.03E
1841-04-01,26.921999999999997,1.604,Tirunelveli,India,8.84N,77.03E
1841-05-01,26.246,1.8969999999999998,Tirunelveli,India,8.84N,77.03E
1841-06-01,24.955,0.895,Tirunelveli,India,8.84N,77.03E
1841-07-01,25.874000000000002,1.45,Tirunelveli,India,8.84N,77.03E
1841-08-01,24.935,2.185,Tirunelveli,India,8.84N,77.03E
1841-09-01,24.954,1.074,Tirunelveli,India,8.84N,77.03E
1841-10-01,23.982,0.983,Tirunelveli,India,8.84N,77.03E
1841-11-01,24.866,0.8079999999999999,Tirunelveli,India,8.84N,77.03E
1841-12-01,25.267,2.095,Tirunelveli,India,8.84N,77.03E
1842-01-01,25.683000000000003,1.495,Tirunelveli,India,8.84N,77.03E
1842-02-01,26.772,1.744,Tirunelveli,India,8.84N,77.03E
1842-03-01,27.956000000000003,1.9180000000000001,Tirunelveli,India,8.84N,77.03E
1842-04-01,27.962,1.413,Tirunelveli,India,8.84N,77.03E
1842-05-01,26.365,0.7879999999999999,Tirunelveli,India,8.84N,77.03E
1842-06-01,25.273000000000003,0.8759999999999999,Tirunelveli,India,8.84N,77.03E
1842-07-01,24.924,1.73,Tirunelveli,India,8.84N,77.03E
1842-08-01,24.496,0.612,Tirunelveli,India,8.84N,77.03E
1842-09-01,24.267,1.091,Tirunelveli,India,8.84N,77.03E
1842-10-01,24.653,0.763,Tirunelveli,India,8.84N,77.03E
1842-11-01,24.64,1.193,Tirunelveli,India,8.84N,77.03E
1842-12-01,25.576,1.203,Tirunelveli,India,8.84N,77.03E
1843-01-01,26.069000000000003,1.273,Tirunelveli,India,8.84N,77.03E
1843-02-01,26.891,1.443,Tirunelveli,India,8.84N,77.03E
1843-03-01,27.590999999999998,1.662,Tirunelveli,India,8.84N,77.03E
1843-04-01,26.901999999999997,1.3330000000000002,Tirunelveli,India,8.84N,77.03E
1843-05-01,25.881,1.561,Tirunelveli,India,8.84N,77.03E
1843-06-01,24.631,1.124,Tirunelveli,India,8.84N,77.03E
1843-07-01,24.379,0.743,Tirunelveli,India,8.84N,77.03E
1843-08-01,24.927,1.24,Tirunelveli,India,8.84N,77.03E
1843-09-01,24.943,0.996,Tirunelveli,India,8.84N,77.03E
1843-10-01,24.413,1.208,Tirunelveli,India,8.84N,77.03E
1843-11-01,25.269,1.4569999999999999,Tirunelveli,India,8.84N,77.03E
1843-12-01,24.94,2.346,Tirunelveli,India,8.84N,77.03E
1844-01-01,25.529,1.1,Tirunelveli,India,8.84N,77.03E
1844-02-01,26.33,1.38,Tirunelveli,India,8.84N,77.03E
1844-03-01,28.135,2.668,Tirunelveli,India,8.84N,77.03E
1844-04-01,28.189,1.629,Tirunelveli,India,8.84N,77.03E
1844-05-01,26.631999999999998,1.675,Tirunelveli,India,8.84N,77.03E
1844-06-01,25.631,0.6829999999999999,Tirunelveli,India,8.84N,77.03E
1844-07-01,24.859,0.777,Tirunelveli,India,8.84N,77.03E
1844-08-01,24.867,1.9709999999999999,Tirunelveli,India,8.84N,77.03E
1844-09-01,24.837,1.2919999999999998,Tirunelveli,India,8.84N,77.03E
1844-10-01,24.518,0.893,Tirunelveli,India,8.84N,77.03E
1844-11-01,25.444000000000003,1.6680000000000001,Tirunelveli,India,8.84N,77.03E
1844-12-01,25.464000000000002,1.642,Tirunelveli,India,8.84N,77.03E
1845-01-01,25.983,1.5530000000000002,Tirunelveli,India,8.84N,77.03E
1845-02-01,26.829,3.1510000000000002,Tirunelveli,India,8.84N,77.03E
1845-03-01,27.711,0.8859999999999999,Tirunelveli,India,8.84N,77.03E
1845-04-01,28.089,0.768,Tirunelveli,India,8.84N,77.03E
1845-05-01,26.842,1.02,Tirunelveli,India,8.84N,77.03E
1845-06-01,24.898000000000003,1.103,Tirunelveli,India,8.84N,77.03E
1845-07-01,25.23,1.207,Tirunelveli,India,8.84N,77.03E
1845-08-01,25.23,0.415,Tirunelveli,India,8.84N,77.03E
1845-09-01,25.333,1.8130000000000002,Tirunelveli,India,8.84N,77.03E
1845-10-01,24.829,0.958,Tirunelveli,India,8.84N,77.03E
1845-11-01,25.322,1.061,Tirunelveli,India,8.84N,77.03E
1845-12-01,25.533,2.269,Tirunelveli,India,8.84N,77.03E
1846-01-01,,,Tirunelveli,India,8.84N,77.03E
1846-02-01,,,Tirunelveli,India,8.84N,77.03E
1846-03-01,,,Tirunelveli,India,8.84N,77.03E
1846-04-01,,,Tirunelveli,India,8.84N,77.03E
1846-05-01,,,Tirunelveli,India,8.84N,77.03E
1846-06-01,,,Tirunelveli,India,8.84N,77.03E
1846-07-01,,,Tirunelveli,India,8.84N,77.03E
1846-08-01,,,Tirunelveli,India,8.84N,77.03E
1846-09-01,,,Tirunelveli,India,8.84N,77.03E
1846-10-01,,,Tirunelveli,India,8.84N,77.03E
1846-11-01,,,Tirunelveli,India,8.84N,77.03E
1846-12-01,,,Tirunelveli,India,8.84N,77.03E
1847-01-01,,,Tirunelveli,India,8.84N,77.03E
1847-02-01,,,Tirunelveli,India,8.84N,77.03E
1847-03-01,,,Tirunelveli,India,8.84N,77.03E
1847-04-01,,,Tirunelveli,India,8.84N,77.03E
1847-05-01,,,Tirunelveli,India,8.84N,77.03E
1847-06-01,,,Tirunelveli,India,8.84N,77.03E
1847-07-01,,,Tirunelveli,India,8.84N,77.03E
1847-08-01,,,Tirunelveli,India,8.84N,77.03E
1847-09-01,,,Tirunelveli,India,8.84N,77.03E
1847-10-01,,,Tirunelveli,India,8.84N,77.03E
1847-11-01,,,Tirunelveli,India,8.84N,77.03E
1847-12-01,,,Tirunelveli,India,8.84N,77.03E
1848-01-01,24.973000000000003,1.814,Tirunelveli,India,8.84N,77.03E
1848-02-01,27.207,1.462,Tirunelveli,India,8.84N,77.03E
1848-03-01,27.55,1.143,Tirunelveli,India,8.84N,77.03E
1848-04-01,27.971999999999998,1.246,Tirunelveli,India,8.84N,77.03E
1848-05-01,26.778000000000002,1.327,Tirunelveli,India,8.84N,77.03E
1848-06-01,24.984,1.745,Tirunelveli,India,8.84N,77.03E
1848-07-01,24.929000000000002,1.6680000000000001,Tirunelveli,India,8.84N,77.03E
1848-08-01,24.783,1.42,Tirunelveli,India,8.84N,77.03E
1848-09-01,24.941000000000006,1.2409999999999999,Tirunelveli,India,8.84N,77.03E
1848-10-01,25.088,1.03,Tirunelveli,India,8.84N,77.03E
1848-11-01,25.045,1.1159999999999999,Tirunelveli,India,8.84N,77.03E
1848-12-01,25.213,1.359,Tirunelveli,India,8.84N,77.03E
1849-01-01,25.673,1.34,Tirunelveli,India,8.84N,77.03E
1849-02-01,26.801,1.304,Tirunelveli,India,8.84N,77.03E
1849-03-01,28.191000000000006,1.7280000000000002,Tirunelveli,India,8.84N,77.03E
1849-04-01,27.143,1.4609999999999999,Tirunelveli,India,8.84N,77.03E
1849-05-01,26.596999999999998,1.147,Tirunelveli,India,8.84N,77.03E
1849-06-01,24.943,1.6230000000000002,Tirunelveli,India,8.84N,77.03E
1849-07-01,24.754,1.2590000000000001,Tirunelveli,India,8.84N,77.03E
1849-08-01,25.079,1.117,Tirunelveli,India,8.84N,77.03E
1849-09-01,24.534,1.14,Tirunelveli,India,8.84N,77.03E
1849-10-01,25.383000000000006,1.193,Tirunelveli,India,8.84N,77.03E
1849-11-01,26.107,1.6030000000000002,Tirunelveli,India,8.84N,77.03E
1849-12-01,24.454,1.479,Tirunelveli,India,8.84N,77.03E
1850-01-01,24.663,1.4369999999999998,Tirunelveli,India,8.84N,77.03E
1850-02-01,26.957,1.429,Tirunelveli,India,8.84N,77.03E
1850-03-01,27.954,2.224,Tirunelveli,India,8.84N,77.03E
1850-04-01,27.506,1.639,Tirunelveli,India,8.84N,77.03E
1850-05-01,26.351,1.215,Tirunelveli,India,8.84N,77.03E
1850-06-01,25.391,1.139,Tirunelveli,India,8.84N,77.03E
1850-07-01,25.04,1.121,Tirunelveli,India,8.84N,77.03E
1850-08-01,25.385,1.117,Tirunelveli,India,8.84N,77.03E
1850-09-01,25.158,1.034,Tirunelveli,India,8.84N,77.03E
1850-10-01,25.129,1.214,Tirunelveli,India,8.84N,77.03E
1850-11-01,24.871,1.599,Tirunelveli,India,8.84N,77.03E
1850-12-01,25.019,1.238,Tirunelveli,India,8.84N,77.03E
1851-01-01,25.589000000000002,1.506,Tirunelveli,India,8.84N,77.03E
1851-02-01,26.676,1.178,Tirunelveli,India,8.84N,77.03E
1851-03-01,27.491000000000003,1.405,Tirunelveli,India,8.84N,77.03E
1851-04-01,27.671999999999997,1.5230000000000001,Tirunelveli,India,8.84N,77.03E
1851-05-01,27.232,1.285,Tirunelveli,India,8.84N,77.03E
1851-06-01,25.375,1.345,Tirunelveli,India,8.84N,77.03E
1851-07-01,24.861,1.588,Tirunelveli,India,8.84N,77.03E
1851-08-01,25.148000000000003,1.379,Tirunelveli,India,8.84N,77.03E
1851-09-01,25.302,1.107,Tirunelveli,India,8.84N,77.03E
1851-10-01,25.491,1.685,Tirunelveli,India,8.84N,77.03E
1851-11-01,24.93,1.25,Tirunelveli,India,8.84N,77.03E
1851-12-01,25.316999999999997,2.418,Tirunelveli,India,8.84N,77.03E
1852-01-01,25.846999999999998,2.202,Tirunelveli,India,8.84N,77.03E
1852-02-01,26.378,1.3419999999999999,Tirunelveli,India,8.84N,77.03E
1852-03-01,27.604000000000006,1.71,Tirunelveli,India,8.84N,77.03E
1852-04-01,27.846999999999998,1.425,Tirunelveli,India,8.84N,77.03E
1852-05-01,27.070999999999998,1.121,Tirunelveli,India,8.84N,77.03E
1852-06-01,25.545,0.8859999999999999,Tirunelveli,India,8.84N,77.03E
1852-07-01,25.011999999999997,1.182,Tirunelveli,India,8.84N,77.03E
1852-08-01,24.863000000000003,1.11,Tirunelveli,India,8.84N,77.03E
1852-09-01,25.119,1.011,Tirunelveli,India,8.84N,77.03E
1852-10-01,24.838,1.19,Tirunelveli,India,8.84N,77.03E
1852-11-01,25.253,1.296,Tirunelveli,India,8.84N,77.03E
1852-12-01,25.43,1.9169999999999998,Tirunelveli,India,8.84N,77.03E
1853-01-01,26.333000000000002,1.6380000000000001,Tirunelveli,India,8.84N,77.03E
1853-02-01,26.089000000000002,1.88,Tirunelveli,India,8.84N,77.03E
1853-03-01,27.92,1.13,Tirunelveli,India,8.84N,77.03E
1853-04-01,27.843000000000004,1.452,Tirunelveli,India,8.84N,77.03E
1853-05-01,27.353,0.701,Tirunelveli,India,8.84N,77.03E
1853-06-01,26.054,1.043,Tirunelveli,India,8.84N,77.03E
1853-07-01,24.971,1.028,Tirunelveli,India,8.84N,77.03E
1853-08-01,25.239,0.919,Tirunelveli,India,8.84N,77.03E
1853-09-01,25.615,0.635,Tirunelveli,India,8.84N,77.03E
1853-10-01,25.392,0.6679999999999999,Tirunelveli,India,8.84N,77.03E
1853-11-01,25.212,1.7069999999999999,Tirunelveli,India,8.84N,77.03E
1853-12-01,25.195999999999998,1.131,Tirunelveli,India,8.84N,77.03E
1854-01-01,25.119,1.258,Tirunelveli,India,8.84N,77.03E
1854-02-01,26.481,1.156,Tirunelveli,India,8.84N,77.03E
1854-03-01,27.860000000000007,0.935,Tirunelveli,India,8.84N,77.03E
1854-04-01,28.689,0.9390000000000001,Tirunelveli,India,8.84N,77.03E
1854-05-01,27.146,1.126,Tirunelveli,India,8.84N,77.03E
1854-06-01,25.771,0.821,Tirunelveli,India,8.84N,77.03E
1854-07-01,24.884,1.6769999999999998,Tirunelveli,India,8.84N,77.03E
1854-08-01,25.211,1.3259999999999998,Tirunelveli,India,8.84N,77.03E
1854-09-01,25.265,0.77,Tirunelveli,India,8.84N,77.03E
1854-10-01,25.328000000000003,1.422,Tirunelveli,India,8.84N,77.03E
1854-11-01,25.624,0.9440000000000001,Tirunelveli,India,8.84N,77.03E
1854-12-01,25.666999999999998,1.9680000000000002,Tirunelveli,India,8.84N,77.03E
1855-01-01,25.808000000000003,1.226,Tirunelveli,India,8.84N,77.03E
1855-02-01,26.538,1.433,Tirunelveli,India,8.84N,77.03E
1855-03-01,27.935,0.938,Tirunelveli,India,8.84N,77.03E
1855-04-01,28.365,1.683,Tirunelveli,India,8.84N,77.03E
1855-05-01,27.848000000000003,1.203,Tirunelveli,India,8.84N,77.03E
1855-06-01,25.67,1.147,Tirunelveli,India,8.84N,77.03E
1855-07-01,25.316999999999997,1.048,Tirunelveli,India,8.84N,77.03E
1855-08-01,25.225,1.205,Tirunelveli,India,8.84N,77.03E
1855-09-01,25.223000000000006,0.893,Tirunelveli,India,8.84N,77.03E
1855-10-01,24.788,1.264,Tirunelveli,India,8.84N,77.03E
1855-11-01,25.223000000000003,0.889,Tirunelveli,India,8.84N,77.03E
1855-12-01,25.039,1.834,Tirunelveli,India,8.84N,77.03E
1856-01-01,25.663,1.676,Tirunelveli,India,8.84N,77.03E
1856-02-01,26.714000000000002,1.62,Tirunelveli,India,8.84N,77.03E
1856-03-01,27.8,1.281,Tirunelveli,India,8.84N,77.03E
1856-04-01,27.787000000000006,0.78,Tirunelveli,India,8.84N,77.03E
1856-05-01,26.752,1.433,Tirunelveli,India,8.84N,77.03E
1856-06-01,25.351999999999997,1.3219999999999998,Tirunelveli,India,8.84N,77.03E
1856-07-01,24.469,0.836,Tirunelveli,India,8.84N,77.03E
1856-08-01,23.952,1.73,Tirunelveli,India,8.84N,77.03E
1856-09-01,25.035,1.24,Tirunelveli,India,8.84N,77.03E
1856-10-01,24.48,0.9790000000000001,Tirunelveli,India,8.84N,77.03E
1856-11-01,24.975,1.026,Tirunelveli,India,8.84N,77.03E
1856-12-01,25.04,1.442,Tirunelveli,India,8.84N,77.03E
1857-01-01,25.081999999999997,1.297,Tirunelveli,India,8.84N,77.03E
1857-02-01,25.528000000000002,2.084,Tirunelveli,India,8.84N,77.03E
1857-03-01,27.166999999999998,1.128,Tirunelveli,India,8.84N,77.03E
1857-04-01,27.675,1.295,Tirunelveli,India,8.84N,77.03E
1857-05-01,26.629,0.745,Tirunelveli,India,8.84N,77.03E
1857-06-01,24.845,1.4580000000000002,Tirunelveli,India,8.84N,77.03E
1857-07-01,24.476,1.349,Tirunelveli,India,8.84N,77.03E
1857-08-01,24.927,0.792,Tirunelveli,India,8.84N,77.03E
1857-09-01,24.974,0.5710000000000001,Tirunelveli,India,8.84N,77.03E
1857-10-01,24.491999999999997,1.4580000000000002,Tirunelveli,India,8.84N,77.03E
1857-11-01,24.987,1.3259999999999998,Tirunelveli,India,8.84N,77.03E
1857-12-01,24.925,1.063,Tirunelveli,India,8.84N,77.03E
1858-01-01,25.747,2.228,Tirunelveli,India,8.84N,77.03E
1858-02-01,26.682,0.981,Tirunelveli,India,8.84N,77.03E
1858-03-01,28.025,1.126,Tirunelveli,India,8.84N,77.03E
1858-04-01,28.563,1.499,Tirunelveli,India,8.84N,77.03E
1858-05-01,26.962,1.4680000000000002,Tirunelveli,India,8.84N,77.03E
1858-06-01,25.42,1.083,Tirunelveli,India,8.84N,77.03E
1858-07-01,24.525,1.0590000000000002,Tirunelveli,India,8.84N,77.03E
1858-08-01,25.129,1.074,Tirunelveli,India,8.84N,77.03E
1858-09-01,25.201,0.809,Tirunelveli,India,8.84N,77.03E
1858-10-01,25.147,1.091,Tirunelveli,India,8.84N,77.03E
1858-11-01,25.753,1.2429999999999999,Tirunelveli,India,8.84N,77.03E
1858-12-01,25.348000000000003,1.785,Tirunelveli,India,8.84N,77.03E
1859-01-01,25.814,1.07,Tirunelveli,India,8.84N,77.03E
1859-02-01,26.691999999999997,1.023,Tirunelveli,India,8.84N,77.03E
1859-03-01,28.016,1.3730000000000002,Tirunelveli,India,8.84N,77.03E
1859-04-01,28.267000000000003,1.972,Tirunelveli,India,8.84N,77.03E
1859-05-01,27.671999999999997,0.9470000000000001,Tirunelveli,India,8.84N,77.03E
1859-06-01,25.581999999999997,1.036,Tirunelveli,India,8.84N,77.03E
1859-07-01,24.474,0.924,Tirunelveli,India,8.84N,77.03E
1859-08-01,24.646,0.843,Tirunelveli,India,8.84N,77.03E
1859-09-01,24.875999999999998,0.722,Tirunelveli,India,8.84N,77.03E
1859-10-01,25.119,1.1520000000000001,Tirunelveli,India,8.84N,77.03E
1859-11-01,25.185,1.633,Tirunelveli,India,8.84N,77.03E
1859-12-01,25.265,1.48,Tirunelveli,India,8.84N,77.03E
1860-01-01,25.171999999999997,1.258,Tirunelveli,India,8.84N,77.03E
1860-02-01,26.114,1.19,Tirunelveli,India,8.84N,77.03E
1860-03-01,27.169,2.1519999999999997,Tirunelveli,India,8.84N,77.03E
1860-04-01,28.195999999999998,0.993,Tirunelveli,India,8.84N,77.03E
1860-05-01,27.594,1.1540000000000001,Tirunelveli,India,8.84N,77.03E
1860-06-01,25.79,0.8240000000000001,Tirunelveli,India,8.84N,77.03E
1860-07-01,24.953000000000003,0.8190000000000001,Tirunelveli,India,8.84N,77.03E
1860-08-01,25.156,1.162,Tirunelveli,India,8.84N,77.03E
1860-09-01,25.443,1.107,Tirunelveli,India,8.84N,77.03E
1860-10-01,25.016,1.0070000000000001,Tirunelveli,India,8.84N,77.03E
1860-11-01,25.441000000000006,1.331,Tirunelveli,India,8.84N,77.03E
1860-12-01,24.346999999999998,1.49,Tirunelveli,India,8.84N,77.03E
1861-01-01,24.986,2.205,Tirunelveli,India,8.84N,77.03E
1861-02-01,25.845,0.94,Tirunelveli,India,8.84N,77.03E
1861-03-01,27.489,1.1,Tirunelveli,India,8.84N,77.03E
1861-04-01,27.601000000000006,1.4880000000000002,Tirunelveli,India,8.84N,77.03E
1861-05-01,27.238000000000003,1.204,Tirunelveli,India,8.84N,77.03E
1861-06-01,25.179,1.734,Tirunelveli,India,8.84N,77.03E
1861-07-01,24.389,1.558,Tirunelveli,India,8.84N,77.03E
1861-08-01,24.643,1.429,Tirunelveli,India,8.84N,77.03E
1861-09-01,25.008000000000006,0.758,Tirunelveli,India,8.84N,77.03E
1861-10-01,25.025,0.746,Tirunelveli,India,8.84N,77.03E
1861-11-01,25.291,1.466,Tirunelveli,India,8.84N,77.03E
1861-12-01,24.910999999999998,1.541,Tirunelveli,India,8.84N,77.03E
1862-01-01,24.956999999999997,1.62,Tirunelveli,India,8.84N,77.03E
