942999999999998,1.422,Tilburg,Netherlands,52.24N,5.26E
1799-08-01,25.917,1.088,Tirunelveli,India,8.84N,77.03E
1799-09-01,25.715,2.4,Tirunelveli,India,8.84N,77.03E
1799-10-01,26.016,1.7719999999999998,Tirunelveli,India,8.84N,77.03E
1799-11-01,24.831,2.191,Tirunelveli,India,8.84N,77.03E
1799-12-01,25.578000000000003,1.5430000000000001,Tirunelveli,India,8.84N,77.03E
1800-01-01,26.21,1.7719999999999998,Tirunelveli,India,8.84N,77.03E
1800-02-01,27.142,3.8689999999999998,Tirunelveli,India,8.84N,77.03E
1800-03-01,27.752,3.029,Tirunelveli,India,8.84N,77.03E
1800-04-01,29.304,1.591,Tirunelveli,India,8.84N,77.03E
1800-05-01,27.246,1.273,Tirunelveli,India,8.84N,77.03E
1800-06-01,26.064,1.162,Tirunelveli,India,8.84N,77.03E
1800-07-01,24.393,1.882,Tirunelveli,India,8.84N,77.03E
1800-08-01,25.346,2.1390000000000002,Tirunelveli,India,8.84N,77.03E
1800-09-01,24.903,2.103,Tirunelveli,India,8.84N,77.03E
1800-10-01,25.730999999999998,2.233,Tirunelveli,India,8.84N,77.03E
1800-11-01,25.927,2.734,Tirunelveli,India,8.84N,77.03E
1800-12-01,25.655,1.77,Tirunelveli,India,8.84N,77.03E
1801-01-01,26.48,1.57,Tirunelveli,India,8.84N,77.03E
1801-02-01,26.364,1.0490000000000002,Tirunelveli,India,8.84N,77.03E
1801-03-01,29.689,1.867,Tirunelveli,India,8.84N,77.03E
1801-04-01,,,Tirunelveli,India,8.84N,77.03E
1801-05-01,,,Tirunelveli,India,8.84N,77.03E
1801-06-01,25.588,1.818,Tirunelveli,India,8.84N,77.03E
1801-07-01,25.049,2.9560000000000004,Tirunelveli,India,8.84N,77.03E
1801-08-01,25.773000000000003,2.456,Tirunelveli,India,8.84N,77.03E
1801-09-01,25.34,1.185,Tirunelveli,India,8.84N,77.03E
1801-10-01,25.451999999999998,1.4880000000000002,Tirunelveli,India,8.84N,77.03E
1801-11-01,25.576999999999998,1.5330000000000001,Tirunelveli,India,8.84N,77.03E
1801-12-01,26.504,3.35,Tirunelveli,India,8.84N,77.03E
1802-01-01,26.798,2.164,Tirunelveli,India,8.84N,77.03E
1802-02-01,27.306,1.625,Tirunelveli,India,8.84N,77.03E
1802-03-01,29.516,1.865,Tirunelveli,India,8.84N,77.03E
1802-04-01,28.805,1.911,Tirunelveli,India,8.84N,77.03E
1802-05-01,27.104,2.04,Tirunelveli,India,8.84N,77.03E
1802-06-01,27.285999999999998,1.4869999999999999,Tirunelveli,India,8.84N,77.03E
1802-07-01,25.943,1.567,Tirunelveli,India,8.84N,77.03E
1802-08-01,25.821,1.31,Tirunelveli,India,8.84N,77.03E
1802-09-01,26.929,2.02,Tirunelveli,India,8.84N,77.03E
1802-10-01,25.994,3.225,Tirunelveli,India,8.84N,77.03E
1802-11-01,25.484,1.639,Tirunelveli,India,8.84N,77.03E
1802-12-01,25.276999999999997,1.791,Tirunelveli,India,8.84N,77.03E
1803-01-01,25.148000000000003,1.973,Tirunelveli,India,8.84N,77.03E
1803-02-01,26.058000000000003,3.051,Tirunelveli,India,8.84N,77.03E
1803-03-01,28.110000000000007,1.99,Tirunelveli,India,8.84N,77.03E
1803-04-01,28.913,1.538,Tirunelveli,India,8.84N,77.03E
1803-05-01,27.81,1.682,Tirunelveli,India,8.84N,77.03E
1803-06-01,26.55,1.13,Tirunelveli,India,8.84N,77.03E
1803-07-01,25.846,1.181,Tirunelveli,India,8.84N,77.03E
1803-08-01,26.995,1.645,Tirunelveli,India,8.84N,77.03E
1803-09-01,26.625999999999998,1.857,Tirunelveli,India,8.84N,77.03E
1803-10-01,25.829,2.498,Tirunelveli,India,8.84N,77.03E
1803-11-01,25.945,2.094,Tirunelveli,India,8.84N,77.03E
1803-12-01,25.752,2.8569999999999998,Tirunelveli,India,8.84N,77.03E
1804-01-01,26.975,4.08,Tirunelveli,India,8.84N,77.03E
1804-02-01,27.113000000000003,2.307,Tirunelveli,India,8.84N,77.03E
1804-03-01,28.037000000000006,3.569,Tirunelveli,India,8.84N,77.03E
1804-04-01,29.823,1.567,Tirunelveli,India,8.84N,77.03E
1804-05-01,28.526999999999997,1.729,Tirunelveli,India,8.84N,77.03E
1804-06-01,27.018,1.46,Tirunelveli,India,8.84N,77.03E
1804-07-01,26.821,2.222,Tirunelveli,India,8.84N,77.03E
1804-08-01,25.994,1.591,Tirunelveli,India,8.84N,77.03E
1804-09-01,26.380000000000006,3.137,Tirunelveli,India,8.84N,77.03E
1804-10-01,25.724,1.686,Tirunelveli,India,8.84N,77.03E
1804-11-01,26.796,3.31,Tirunelveli,India,8.84N,77.03E
1804-12-01,25.361,3.803,Tirunelveli,India,8.84N,77.03E
1805-01-01,26.206999999999997,1.506,Tirunelveli,India,8.84N,77.03E
1805-02-01,26.64,2.278,Tirunelveli,India,8.84N,77.03E
1805-03-01,28.462000000000003,1.041,Tirunelveli,India,8.84N,77.03E
1805-04-01,27.725,1.746,Tirunelveli,India,8.84N,77.03E
1805-05-01,28.079,1.2990000000000002,Tirunelveli,India,8.84N,77.03E
1805-06-01,26.925,2.487,Tirunelveli,India,8.84N,77.03E
1805-07-01,24.879,1.6469999999999998,Tirunelveli,India,8.84N,77.03E
1805-08-01,26.183000000000003,0.9179999999999999,Tirunelveli,India,8.84N,77.03E
1805-09-01,25.633000000000003,1.9069999999999998,Tirunelveli,India,8.84N,77.03E
1805-10-01,24.531999999999996,2.226,Tirunelveli,India,8.84N,77.03E
1805-11-01,25.57,3.346,Tirunelveli,India,8.84N,77.03E
1805-12-01,26.537,1.1179999999999999,Tirunelveli,India,8.84N,77.03E
1806-01-01,26.055,1.857,Tirunelveli,India,8.84N,77.03E
1806-02-01,26.303,2.4,Tirunelveli,India,8.84N,77.03E
1806-03-01,27.543000000000006,1.652,Tirunelveli,India,8.84N,77.03E
1806-04-01,28.107000000000006,2.8539999999999996,Tirunelveli,India,8.84N,77.03E
1806-05-01,27.585,1.78,Tirunelveli,India,8.84N,77.03E
1806-06-01,24.794,1.655,Tirunelveli,India,8.84N,77.03E
1806-07-01,25.154,1.516,Tirunelveli,India,8.84N,77.03E
1806-08-01,25.996,1.665,Tirunelveli,India,8.84N,77.03E
1806-09-01,26.805999999999997,1.925,Tirunelveli,India,8.84N,77.03E
1806-10-01,25.48,1.3719999999999999,Tirunelveli,India,8.84N,77.03E
1806-11-01,26.005,2.161,Tirunelveli,India,8.84N,77.03E
1806-12-01,26.024,2.0069999999999997,Tirunelveli,India,8.84N,77.03E
1807-01-01,25.399,2.622,Tirunelveli,India,8.84N,77.03E
1807-02-01,25.699,3.5380000000000003,Tirunelveli,India,8.84N,77.03E
1807-03-01,,,Tirunelveli,India,8.84N,77.03E
1807-04-01,,,Tirunelveli,India,8.84N,77.03E
1807-05-01,25.616999999999997,1.6869999999999998,Tirunelveli,India,8.84N,77.03E
1807-06-01,26.643,1.625,Tirunelveli,India,8.84N,77.03E
1807-07-01,26.072,2.292,Tirunelveli,India,8.84N,77.03E
1807-08-01,25.698,1.8259999999999998,Tirunelveli,India,8.84N,77.03E
1807-09-01,26.088,1.791,Tirunelveli,India,8.84N,77.03E
1807-10-01,24.910999999999998,1.186,Tirunelveli,India,8.84N,77.03E
1807-11-01,25.498,2.082,Tirunelveli,India,8.84N,77.03E
1807-12-01,26.718000000000004,1.557,Tirunelveli,India,8.84N,77.03E
1808-01-01,,,Tirunelveli,India,8.84N,77.03E
1808-02-01,,,Tirunelveli,India,8.84N,77.03E
1808-03-01,,,Tirunelveli,India,8.84N,77.03E
1808-04-01,,,Tirunelveli,India,8.84N,77.03E
1808-05-01,,,Tirunelveli,India,8.84N,77.03E
1808-06-01,,,Tirunelveli,India,8.84N,77.03E
1808-07-01,,,Tirunelveli,India,8.84N,77.03E
1808-08-01,,,Tirunelveli,India,8.84N,77.03E
1808-09-01,,,Tirunelveli,India,8.84N,77.03E
1808-10-01,,,Tirunelveli,India,8.84N,77.03E
1808-11-01,,,Tirunelveli,India,8.84N,77.03E
1808-12-01,,,Tirunelveli,India,8.84N,77.03E
1809-01-01,,,Tirunelveli,India,8.84N,77.03E
1809-02-01,,,Tirunelveli,India,8.84N,77.03E
1809-03-01,,,Tirunelveli,India,8.84N,77.03E
1809-04-01,,,Tirunelveli,India,8.84N,77.03E
1809-05-01,,,Tirunelveli,India,8.84N,77.03E
1809-06-01,,,Tirunelveli,India,8.84N,77.03E
1809-07-01,,,Tirunelveli,India,8.84N,77.03E
1809-08-01,,,Tirunelveli,India,8.84N,77.03E
1809-09-01,,,Tirunelveli,India,8.84N,77.03E
1809-10-01,,,Tirunelveli,India,8.84N,77.03E
1809-11-01,,,Tirunelveli,India,8.84N,77.03E
1809-12-01,,,Tirunelveli,India,8.84N,77.03E
1810-01-01,,,Tirunelveli,India,8.84N,77.03E
1810-02-01,,,Tirunelveli,India,8.84N,77.03E
1810-03-01,,,Tirunelveli,India,8.84N,77.03E
1810-04-01,,,Tirunelveli,India,8.84N,77.03E
1810-05-01,,,Tirunelveli,India,8.84N,77.03E
1810-06-01,,,Tirunelveli,India,8.84N,77.03E
1810-07-01,,,Tirunelveli,India,8.84N,77.03E
1810-08-01,,,Tirunelveli,India,8.84N,77.03E
1810-09-01,,,Tirunelveli,India,8.84N,77.03E
1810-10-01,,,Tirunelveli,India,8.84N,77.03E
1810-11-01,,,Tirunelveli,India,8.84N,77.03E
1810-12-01,,,Tirunelveli,India,8.84N,77.03E
1811-01-01,,,Tirunelveli,India,8.84N,77.03E
1811-02-01,,,Tirunelveli,India,8.84N,77.03E
1811-03-01,,,Tirunelveli,India,8.84N,77.03E
1811-04-01,,,Tirunelveli,India,8.84N,77.03E
1811-05-01,,,Tirunelveli,India,8.84N,77.03E
1811-06-01,,,Tirunelveli,India,8.84N,77.03E
1811-07-01,,,Tirunelveli,India,8.84N,77.03E
1811-08-01,,,Tirunelveli,India,8.84N,77.03E
1811-09-01,,,Tirunelveli,India,8.84N,77.03E
1811-10-01,,,Tirunelveli,India,8.84N,77.03E
1811-11-01,,,Tirunelveli,India,8.84N,77.03E
1811-12-01,,,Tirunelveli,India,8.84N,77.03E
1812-01-01,,,Tirunelveli,India,8.84N,77.03E
1812-02-01,,,Tirunelveli,India,8.84N,77.03E
1812-03-01,,,Tirunelveli,India,8.84N,77.03E
1812-04-01,,,Tirunelveli,India,8.84N,77.03E
1812-05-01,,,Tirunelveli,India,8.84N,77.03E
1812-06-01,,,Tirunelveli,India,8.84N,77.03E
1812-07-01,,,Tirunelveli,India,8.84N,77.03E
1812-08-01,,,Tirunelveli,India,8.84N,77.03E
1812-09-01,,,Tirunelveli,India,8.84N,77.03E
1812-10-01,,,Tirunelveli,India,8.84N,77.03E
1812-11-01,,,Tirunelveli,India,8.84N,77.03E
1812-12-01,,,Tirunelveli,India,8.84N,77.03E
1813-01-01,24.418000000000003,3.78,Tirunelveli,India,8.84N,77.03E
1813-02-01,26.276,1.351,Tirunelveli,India,8.84N,77.03E
1813-03-01,26.651999999999997,6.231,Tirunelveli,India,8.84N,77.03E
1813-04-01,28.808000000000003,1.273,Tirunelveli,India,8.84N,77.03E
1813-05-01,28.229,5.348,Tirunelveli,India,8.84N,77.03E
1813-06-01,24.919,2.48,Tirunelveli,India,8.84N,77.03E
1813-07-01,24.696,1.819,Tirunelveli,India,8.84N,77.03E
1813-08-01,24.391,1.099,Tirunelveli,India,8.84N,77.03E
1813-09-01,25.146,2.108,Tirunelveli,India,8.84N,77.03E
1813-10-01,24.680999999999997,1.111,Tirunelveli,India,8.84N,77.03E
1813-11-01,25.698,2.17,Tirunelveli,India,8.84N,77.03E
1813-12-01,24.176,1.729,Tirunelveli,India,8.84N,77.03E
1814-01-01,24.662,3.2880000000000003,Tirunelveli,India,8.84N,77.03E
1814-02-01,25.987,0.9990000000000001,Tirunelveli,India,8.84N,77.03E
1814-03-01,26.909,1.73,Tirunelveli,India,8.84N,77.03E
1814-04-01,27.523000000000003,1.3869999999999998,Tirunelveli,India,8.84N,77.03E
1814-05-01,,,Tirunelveli,India,8.84N,77.03E
1814-06-01,25.901999999999997,1.786,Tirunelveli,India,8.84N,77.03E
1814-07-01,24.131,3.469,Tirunelveli,India,8.84N,77.03E
1814-08-01,24.63,1.5219999999999998,Tirunelveli,India,8.84N,77.03E
1814-09-01,24.305999999999997,1.16,Tirunelveli,India,8.84N,77.03E
1814-10-01,24.143,3.51,Tirunelveli,India,8.84N,77.03E
1814-11-01,25.747,5.053,Tirunelveli,India,8.84N,77.03E
1814-12-01,26.331999999999997,5.707999999999999,Tirunelveli,India,8.84N,77.03E
1815-01-01,24.721999999999998,2.841,Tirunelveli,India,8.84N,77.03E
1815-02-01,26.656999999999996,5.149,Tirunelveli,India,8.84N,77.03E
1815-03-01,26.873,3.225,Tirunelveli,India,8.84N,77.03E
1815-04-01,28.84,3.762,Tirunelveli,India,8.84N,77.03E
1815-05-01,27.506,3.9810000000000003,Tirunelveli,India,8.84N,77.03E
1815-06-01,23.241,1.4469999999999998,Tirunelveli,India,8.84N,77.03E
1815-07-01,23.734,3.455,Tirunelveli,India,8.84N,77.03E
1815-08-01,24.769000000000002,1.594,Tirunelveli,India,8.84N,77.03E
1815-09-01,24.918000000000003,1.253,Tirunelveli,India,8.84N,77.03E
1815-10-01,23.506,2.85,Tirunelveli,India,8.84N,77.03E
1815-11-01,24.004,2.198,Tirunelveli,India,8.84N,77.03E
1815-12-01,23.938,2.112,Tirunelveli,India,8.84N,77.03E
1816-01-01,24.97,5.2379999999999995,Tirunelveli,India,8.84N,77.03E
1816-02-01,23.849,2.115,Tirunelveli,India,8.84N,77.03E
1816-03-01,26.218000000000004,2.3,Tirunelveli,India,8.84N,77.03E
1816-04-01,26.943,3.909,Tirunelveli,India,8.84N,77.03E
1816-05-01,27.189,1.996,Tirunelveli,India,8.84N,77.03E
1816-06-01,24.791,1.784,Tirunelveli,India,8.84N,77.03E
1816-07-01,22.976,1.973,Tirunelveli,India,8.84N,77.03E
1816-08-01,23.834,1.22,Tirunelveli,India,8.84N,77.03E
1816-09-01,23.819000000000006,1.246,Tirunelveli,India,8.84N,77.03E
1816-10-01,23.006999999999998,5.416,Tirunelveli,India,8.84N,77.03E
1816-11-01,24.735,6.045,Tirunelveli,India,8.84N,77.03E
1816-12-01,24.399,1.7790000000000001,Tirunelveli,India,8.84N,77.03E
1817-01-01,24.773000000000003,4.461,Tirunelveli,India,8.84N,77.03E
1817-02-01,26.488000000000003,3.21,Tirunelveli,India,8.84N,77.03E
1817-03-01,27.511999999999997,2.167,Tirunelveli,India,8.84N,77.03E
1817-04-01,27.454,2.158,Tirunelveli,India,8.84N,77.03E
1817-05-01,26.401,2.532,Tirunelveli,India,8.84N,77.03E
1817-06-01,24.131,1.804,Tirunelveli,India,8.84N,77.03E
1817-07-01,23.792,1.9669999999999999,Tirunelveli,India,8.84N,77.03E
1817-08-01,25.046,1.9,Tirunelveli,India,8.84N,77.03E
1817-09-01,23.045,2.292,Tirunelveli,India,8.84N,77.03E
1817-10-01,23.186,2.694,Tirunelveli,India,8.84N,77.03E
1817-11-01,24.229,2.354,Tirunelveli,India,8.84N,77.03E
1817-12-01,24.261,3.637,Tirunelveli,India,8.84N,77.03E
1818-01-01,25.348000000000003,3.142,Tirunelveli,India,8.84N,77.03E
1818-02-01,25.754,2.628,Tirunelveli,India,8.84N,77.03E
1818-03-01,27.878,2.235,Tirunelveli,India,8.84N,77.03E
1818-04-01,28.839,5.11,Tirunelveli,India,8.84N,77.03E
1818-05-01,28.23,2.866,Tirunelveli,India,8.84N,77.03E
1818-06-01,26.118,3.83,Tirunelveli,India,8.84N,77.03E
1818-07-01,23.034000000000002,3.4010000000000002,Tirunelveli,India,8.84N,77.03E
1818-08-01,23.315,2.968,Tirunelveli,India,8.84N,77.03E
1818-09-01,24.381999999999998,2.45,Tirunelveli,India,8.84N,77.03E
1818-10-01,23.436999999999998,1.942,Tirunelveli,India,8.84N,77.03E
1818-11-01,24.798,5.013,Tirunelveli,India,8.84N,77.03E
1818-12-01,24.862,1.7930000000000001,Tirunelveli,India,8.84N,77.03E
1819-01-01,23.77,2.8339999999999996,Tirunelveli,India,8.84N,77.03E
1819-02-01,25.201,3.2060000000000004,Tirunelveli,India,8.84N,77.03E
1819-03-01,26.225,5.6979999999999995,Tirunelveli,India,8.84N,77.03E
1819-04-01,27.250999999999998,1.578,Tirunelveli,India,8.84N,77.03E
1819-05-01,26.750999999999998,1.1540000000000001,Tirunelveli,India,8.84N,77.03E
1819-06-01,25.48,2.096,Tirunelveli,India,8.84N,77.03E
1819-07-01,23.998,1.238,Tirunelveli,India,8.84N,77.03E
1819-08-01,24.888,2.258,Tirunelveli,India,8.84N,77.03E
1819-09-01,24.489,0.987,Tirunelveli,India,8.84N,77.03E
1819-10-01,24.965999999999998,1.935,Tirunelveli,India,8.84N,77.03E
1819-11-01,25.576,1.31,Tirunelveli,India,8.84N,77.03E
1819-12-01,24.971,1.778,Tirunelveli,India,8.84N,77.03E
1820-01-01,24.162,4.437,Tirunelveli,India,8.84N,77.03E
1820-02-01,25.839000000000002,1.619,Tirunelveli,India,8.84N,77.03E
1820-03-01,27.061999999999998,1.3880000000000001,Tirunelveli,India,8.84N,77.03E
1820-04-01,28.752,1.06,Tirunelveli,India,8.84N,77.03E
1820-05-01,26.424,2.109,Tirunelveli,India,8.84N,77.03E
1820-06-01,24.989,1.682,Tirunelveli,India,8.84N,77.03E
1820-07-01,23.953000000000003,2.1319999999999997,Tirunelveli,India,8.84N,77.03E
1820-08-01,24.055,2.6460000000000004,Tirunelveli,India,8.84N,77.03E
1820-09-01,24.649,1.766,Tirunelveli,India,8.84N,77.03E
1820-10-01,24.495,1.395,Tirunelveli,India,8.84N,77.03E
1820-11-01,25.084,1.93,Tirunelveli,India,8.84N,77.03E
1820-12-01,24.88,2.722,Tirunelveli,India,8.84N,77.03E
1821-01-01,26.665,2.71,Tirunelveli,India,8.84N,77.03E
1821-02-01,27.261,3.3360000000000003,Tirunelveli,India,8.84N,77.03E
1821-03-01,28.747000000000003,1.97,Tirunelveli,India,8.84N,77.03E
1821-04-01,26.574,2.412,Tirunelveli,India,8.84N,77.03E
1821-05-01,27.268,1.7530000000000001,Tirunelveli,India,8.84N,77.03E
1821-06-01,24.904,2.645,Tirunelveli,India,8.84N,77.03E
1821-07-01,24.025,1.82,Tirunelveli,India,8.84N,77.03E
1821-08-01,25.122,1.801,Tirunelveli,India,8.84N,77.03E
1821-09-01,24.11,1.4040000000000001,Tirunelveli,India,8.84N,77.03E
1821-10-01,24.62,1.222,Tirunelveli,India,8.84N,77.03E
1821-11-01,25.535,2.287,Tirunelveli,India,8.84N,77.03E
1821-12-01,25.316,1.5730000000000002,Tirunelveli,India,8.84N,77.03E
1822-01-01,25.949,3.237,Tirunelveli,India,8.84N,77.03E
1822-02-01,27.709,2.333,Tirunelveli,India,8.84N,77.03E
1822-03-01,29.629,2.231,Tirunelveli,India,8.84N,77.03E
1822-04-01,27.991,1.47,Tirunelveli,India,8.84N,77.03E
1822-05-01,27.125,1.59,Tirunelveli,India,8.84N,77.03E
1822-06-01,25.059,1.5759999999999998,Tirunelveli,India,8.84N,77.03E
1822-07-01,24.484,1.156,Tirunelveli,India,8.84N,77.03E
1822-08-01,24.078000000000003,2.157,Tirunelveli,India,8.84N,77.03E
1822-09-01,24.139,1.57,Tirunelveli,India,8.84N,77.03E
1822-10-01,23.969,1.147,Tirunelveli,India,8.84N,77.03E
1822-11-01,24.666999999999998,1.669,Tirunelveli,India,8.84N,77.03E
1822-12-01,24.68,2.839,Tirunelveli,India,8.84N,77.03E
1823-01-01,25.958000000000002,1.635,Tirunelveli,India,8.84N,77.03E
1823-02-01,26.579,2.571,Tirunelveli,India,8.84N,77.03E
1823-03-01,27.983,1.558,Tirunelveli,India,8.84N,77.03E
1823-04-01,28.101999999999997,2.594,Tirunelveli,India,8.84N,77.03E
1823-05-01,27.256999999999998,1.584,Tirunelveli,India,8.84N,77.03E
1823-06-01,26.419,2.122,Tirunelveli,India,8.84N,77.03E
1823-07-01,25.176,1.5090000000000001,Tirunelveli,India,8.84N,77.03E
1823-08-01,24.664,1.317,Tirunelveli,India,8.84N,77.03E
1823-09-01,23.723000000000003,1.189,Tirunelveli,India,8.84N,77.03E
1823-10-01,24.774,1.9609999999999999,Tirunelveli,India,8.84N,77.03E
1823-11-01,24.99,3.285,Tirunelveli,India,8.84N,77.03E
1823-12-01,26.105,2.515,Tirunelveli,India,8.84N,77.03E
1824-01-01,26.596999999999998,1.349,Tirunelveli,India,8.84N,77.03E
1824-02-01,27.054000000000002,2.747,Tirunelveli,India,8.84N,77.03E
1824-03-01,28.410999999999998,1.537,Tirunelveli,India,8.84N,77.03E
1824-04-01,28.499,2.198,Tirunelveli,India,8.84N,77.03E
1824-05-01,27.305,1.482,Tirunelveli,India,8.84N,77.03E
1824-06-01,26.35,2.878,Tirunelveli,India,8.84N,77.03E
1824-07-01,26.363000000000003,3.5389999999999997,Tirunelveli,India,8.84N,77.03E
1824-08-01,25.287,1.675,Tirunelveli,India,8.84N,77.03E
1824-09-01,25.761,1.702,Tirunelveli,India,8.84N,77.03E
1824-10-01,24.023000000000003,1.786,Tirunelveli,India,8.84N,77.03E
1824-11-01,25.664,1.5719999999999998,Tirunelveli,India,8.84N,77.03E
1824-12-01,26.881999999999998,2.93,Tirunelveli,India,8.84N,77.03E
1825-01-01,26.336,2.7769999999999997,Tirunelveli,India,8.84N,77.03E
1825-02-01,27.147,1.6059999999999999,Tirunelveli,India,8.84N,77.03E
1825-03-01,28.134,2.0909999999999997,Tirunelveli,India,8.84N,77.03E
1825-04-01,28.627,2.44,Tirunelveli,India,8.84N,77.03E
1825-05-01,27.408,1.42,Tirunelveli,India,8.84N,77.03E
1825-06-01,25.901999999999997,1.1340000000000001,Tirunelveli,India,8.84N,77.03E
1825-07-01,24.945,2.2230000000000003,Tirunelveli,India,8.84N,77.03E
1825-08-01,24.384,2.06,Tirunelveli,India,8.84N,77.03E
1825-09-01,24.61,1.5730000000000002,Tirunelveli,India,8.84N,77.03E
1825-10-01,24.816999999999997,1.724,Tirunelveli,India,8.84N,77.03E
1825-11-01,26.148000000000003,1.6569999999999998,Tirunelveli,India,8.84N,77.03E
1825-12-01,25.421,1.327,Tirunelveli,India,8.84N,77.03E
1826-01-01,26.443,1.496,Tirunelveli,India,8.84N,77.03E
1826-02-01,26.267,2.4330000000000003,Tirunelveli,India,8.84N,77.03E
1826-03-01,28.514000000000006,1.6059999999999999,Tirunelveli,India,8.84N,77.03E
1826-04-01,28.859,2.6060000000000003,Tirunelveli,India,8.84N,77.03E
1826-05-01,28.247,1.361,Tirunelveli,India,8.84N,77.03E
1826-06-01,24.974,2.551,Tirunelveli,India,8.84N,77.03E
1826-07-01,25.147,1.214,Tirunelveli,India,8.84N,77.03E
1826-08-01,24.269000000000002,1.266,Tirunelveli,India,8.84N,77.03E
1826-09-01,24.752,2.006,Tirunelveli,India,8.84N,77.03E
1826-10-01,25.32,2.28,Tirunelveli,India,8.84N,77.03E
1826-11-01,26.114,1.195,Tirunelveli,India,8.84N,77.03E
1826-12-01,26.809,2.6189999999999998,Tirunelveli,India,8.84N,77.03E
1827-01-01,26.647,3.1889999999999996,Tirunelveli,India,8.84N,77.03E
1827-02-01,27.012,1.7919999999999998,Tirunelveli,India,8.84N,77.03E
1827-03-01,28.529000000000003,2.247,Tirunelveli,India,8.84N,77.03E
1827-04-01,28.815,3.2460000000000004,Tirunelveli,India,8.84N,77.03E
1827-05-01,26.828000000000003,3.0060000000000002,Tirunelveli,India,8.84N,77.03E
1827-06-01,25.686999999999998,2.2,Tirunelveli,India,8.84N,77.03E
1827-07-01,25.204,1.3659999999999999,Tirunelveli,India,8.84N,77.03E
1827-08-01,24.755,1.39,Tirunelveli,India,8.84N,77.03E
1827-09-01,24.39,1.103,Tirunelveli,India,8.84N,77.03E
1827-10-01,24.693,1.169,Tirunelveli,India,8.84N,77.03E
1827-11-01,26.138,1.109,Tirunelveli,India,8.84N,77.03E
1827-12-01,25.631,3.589,Tirunelveli,India,8.84N,77.03E
1828-01-01,25.914,3.7710000000000004,Tirunelveli,India,8.84N,77.03E
1828-02-01,26.646,2.62,Tirunelveli,India,8.84N,77.03E
1828-03-01,28.048,2.282,Tirunelveli,India,8.84N,77.03E
1828-04-01,27.888,2.251,Tirunelveli,India,8.84N,77.03E
1828-05-01,27.143,2.478,Tirunelveli,India,8.84N,77.03E
1828-06-01,26.496,2.131,Tirunelveli,India,8.84N,77.03E
1828-07-01,25.059,1.355,Tirunelveli,India,8.84N,77.03E
1828-08-01,24.81,1.7109999999999999,Tirunelveli,India,8.84N,77.03E
1828-09-01,23.671,1.036,Tirunelveli,India,8.84N,77.03E
1828-10-01,24.791999999999998,1.48,Tirunelveli,India,8.84N,77.03E
1828-11-01,26.13,1.46,Tirunelveli,India,8.84N,77.03E
1828-12-01,25.982,2.415,Tirunelveli,India,8.84N,77.03E
1829-01-01,25.994,1.665,Tirunelveli,India,8.84N,77.03E
1829-02-01,25.775,2.766,Tirunelveli,India,8.84N,77.03E
1829-03-01,27.910999999999998,1.41,Tirunelveli,India,8.84N,77.03E
1829-04-01,27.99,1.347,Tirunelveli,India,8.84N,77.03E
1829-05-01,27.427,3.218,Tirunelveli,India,8.84N,77.03E
1829-06-01,25.776999999999997,2.154,Tirunelveli,India,8.84N,77.03E
1829-07-01,24.474,1.716,Tirunelveli,India,8.84N,77.03E
1829-08-01,24.68,1.382,Tirunelveli,India,8.84N,77.03E
1829-09-01,24.471,1.443,Tirunelveli,India,8.84N,77.03E
1829-10-01,25.322000000000006,1.84,Tirunelveli,India,8.84N,77.03E
1829-11-01,25.232,2.717,Tirunelveli,India,8.84N,77.03E
1829-12-01,25.576999999999998,4.221,Tirunelveli,India,8.84N,77.03E
1830-01-01,26.018,2.77,Tirunelveli,India,8.84N,77.03E
1830-02-01,26.825,2.38,Tirunelveli,India,8.84N,77.03E
1830-03-01,27.855,1.585,Tirunelveli,India,8.84N,77.03E
1830-04-01,28.156999999999996,1.771,Tirunelveli,India,8.84N,77.03E
1830-05-01,25.123,2.747,Tirunelveli,India,8.84N,77.03E
1830-06-01,25.549,2.4930000000000003,Tirunelveli,India,8.84N,77.03E
1830-07-01,25.121,1.93,Tirunelveli,India,8.84N,77.03E
1830-08-01,24.49,1.8359999999999999,Tirunelveli,India,8.84N,77.03E
1830-09-01,24.459,1.955,Tirunelveli,India,8.84N,77.03E
1830-10-01,24.880000000000006,2.795,Tirunelveli,India,8.84N,77.03E
1830-11-01,26.263,2.615,Tirunelveli,India,8.84N,77.03E
1830-12-01,26.248,2.388,Tirunelveli,India,8.84N,77.03E
1831-01-01,25.631999999999998,2.3369999999999997,Tirunelveli,India,8.84N,77.03E
1831-02-01,27.006,4.513,Tirunelveli,India,8.84N,77.03E
1831-03-01,28.553,3.577,Tirunelveli,India,8.84N,77.03E
1831-04-01,27.613000000000003,1.137,Tirunelveli,India,8.84N,77.03E
1831-05-01,28.043000000000003,2.928,Tirunelveli,India,8.84N,77.03E
1831-06-01,26.267,2.334,Tirunelveli,India,8.84N,77.03E
1831-07-01,24.21,1.469,Tirunelveli,India,8.84N,77.03E
1831-08-01,24.194000000000003,1.425,Tirunelveli,India,8.84N,77.03E
1831-09-01,24.005000000000006,1.433,Tirunelveli,India,8.84N,77.03E
1831-10-01,24.316000000000006,1.442,Tirunelveli,India,8.84N,77.03E
1831-11-01,24.629,4.777,Tirunelveli,India,8.84N,77.03E
1831-12-01,25.183000000000003,3.656,Tirunelveli,India,8.84N,77.03E
